year, NorESM2-MM, INM-CM5-0, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, CMCC-CM2-SR5, CNRM-ESM2-1, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, EC-Earth3-Veg, CanESM5, INM-CM4-8, UKESM1-0-LL, IPSL-CM6A-LR
1.963000000000000000e+03, 1.094157491644223867e+01, 2.162730381612967179e+01, 1.045816118220703572e+01, 3.389916935631549677e+01, 7.643164668083334057e+00, 7.270122525130921609e+00, 1.845119296759196814e+01, 1.200920674085755380e+01, 4.364224098140324415e+00, 1.983076430164782877e+01, 4.910049786346960765e+00, 1.027240831869115389e+01, 2.232562754697815421e+01, 2.069760333065214297e+01, 1.129494310707929294e+01, 6.719801688409451579e+00
1.964000000000000000e+03, 1.087733081989888007e+01, 2.170548937840803205e+01, 1.048126904990290953e+01, 3.395842552789928703e+01, 7.632435465518582873e+00, 7.724439176668833618e+00, 1.845672703785213642e+01, 1.208001735256795328e+01, 4.222237649550489635e+00, 1.989167934021689277e+01, 4.911171486638469474e+00, 1.037391361388482558e+01, 2.231756770375222132e+01, 2.063467877663455852e+01, 1.129493415193811501e+01, 6.781457081184856683e+00
1.965000000000000000e+03, 1.079036284745930629e+01, 2.178327930500947929e+01, 1.053848392818537327e+01, 3.396991025257121066e+01, 7.606680397321659015e+00, 7.556817522946723820e+00, 1.855981925330473103e+01, 1.212080373615122397e+01, 4.214531577525401751e+00, 1.990067823499216715e+01, 5.013549081421484033e+00, 1.056132012646694562e+01, 2.236716038496112802e+01, 2.061526281949427286e+01, 1.128301083004577521e+01, 6.818579527294791554e+00
1.966000000000000000e+03, 1.078049771339604135e+01, 2.188120166737278538e+01, 1.061115281275808542e+01, 3.404596937446923022e+01, 7.609798902178969371e+00, 7.223148277656243010e+00, 1.873925866925555894e+01, 1.213240094368349808e+01, 4.278279536262818539e+00, 1.996987774120536585e+01, 5.039034628879472955e+00, 1.060303565835427264e+01, 2.246183032280378455e+01, 2.051610193000717430e+01, 1.128386775825504351e+01, 6.682235481519601450e+00
1.967000000000000000e+03, 1.084313648112938111e+01, 2.185426343865306364e+01, 1.066680634116763216e+01, 3.416455186731931093e+01, 7.528208066386658182e+00, 7.036874287984946186e+00, 1.888496053096405092e+01, 1.214343675021160962e+01, 4.357498444981140473e+00, 2.003109231128568624e+01, 4.948316521088671038e+00, 1.062906906727016043e+01, 2.238027757709377141e+01, 2.065246200713222180e+01, 1.125966794487917610e+01, 6.740604135801573804e+00
1.968000000000000000e+03, 1.095955156756941840e+01, 2.176648736049905963e+01, 1.073671864259894981e+01, 3.427030532489715853e+01, 7.523671150625790283e+00, 7.220993230409416874e+00, 1.894144215681219023e+01, 1.217937847199341128e+01, 4.377302919443967433e+00, 2.013302457575265692e+01, 4.880441566922327112e+00, 1.070772889583427201e+01, 2.238349945785650519e+01, 2.072881878781535292e+01, 1.122854233389908885e+01, 6.752547593588691832e+00
1.969000000000000000e+03, 1.104182936719128172e+01, 2.183068181746672565e+01, 1.066659927360387172e+01, 3.431948136237906510e+01, 7.514293738268186473e+00, 7.492988711274140456e+00, 1.895468268913369059e+01, 1.226564566884557195e+01, 4.348733051670142125e+00, 2.028161008409503907e+01, 4.969515273041651859e+00, 1.073490523394336371e+01, 2.244642725435270947e+01, 2.072396912777159272e+01, 1.120756038964227308e+01, 6.714197211751107730e+00
1.970000000000000000e+03, 1.107257677956090447e+01, 2.194761518455495874e+01, 1.064933145255411162e+01, 3.444538957756259379e+01, 7.475040215662023257e+00, 8.074592803886067927e+00, 1.898703910938672834e+01, 1.226175050623290019e+01, 4.306547768958023603e+00, 2.050353981715915097e+01, 4.877624649565093229e+00, 1.079345711242791594e+01, 2.240739669040488380e+01, 2.076964036750805320e+01, 1.119994487517794823e+01, 6.801247655319778929e+00
1.971000000000000000e+03, 1.094653427826041714e+01, 2.190200299253870497e+01, 1.075785241302003215e+01, 3.456383618995401719e+01, 7.474068959048008054e+00, 7.515402845587510150e+00, 1.921318515063146393e+01, 1.220664550145760607e+01, 4.393276344162381442e+00, 2.069630003851593969e+01, 5.072066723717750136e+00, 1.083630105723980641e+01, 2.242385359371051479e+01, 2.072991097613386557e+01, 1.119828716023219783e+01, 6.847873253418220507e+00
1.972000000000000000e+03, 1.093534615135850174e+01, 2.196958815731415271e+01, 1.083790619409205647e+01, 3.466908245265258870e+01, 7.452690228589303523e+00, 7.788875064740336640e+00, 1.928632503380860896e+01, 1.229815398926586134e+01, 4.434565289678678468e+00, 2.073420281707513624e+01, 5.302109996040200279e+00, 1.098770131849065024e+01, 2.249972734933776763e+01, 2.073364503790628177e+01, 1.119506001079022717e+01, 6.872478304328417664e+00
1.973000000000000000e+03, 1.107759541463547670e+01, 2.207115451403536710e+01, 1.079335446413909416e+01, 3.481247150327003226e+01, 7.473210611975313000e+00, 7.984344005324667926e+00, 1.939246731937464574e+01, 1.239363736683870698e+01, 4.483503588436633436e+00, 2.083482896357990199e+01, 5.104019914634790211e+00, 1.107156176702119055e+01, 2.253480669345621834e+01, 2.084425560498010910e+01, 1.118260358520586628e+01, 6.955871746834122682e+00
1.974000000000000000e+03, 1.112193577762546681e+01, 2.210580062240105192e+01, 1.089964632866410632e+01, 3.492219436881316597e+01, 7.426759551902054390e+00, 7.645518712685388074e+00, 1.949318666852042981e+01, 1.251270326193224136e+01, 4.493943734817062108e+00, 2.087068822532555856e+01, 4.844293766997313178e+00, 1.112747861302388230e+01, 2.261115575181780102e+01, 2.085648875815663672e+01, 1.118373793019106444e+01, 6.934825287333006294e+00
1.975000000000000000e+03, 1.115568033851996965e+01, 2.210012251140099337e+01, 1.099214947140652043e+01, 3.496467073747608367e+01, 7.405397435732226974e+00, 7.207116822793221189e+00, 1.946493659205276217e+01, 1.242745547400795481e+01, 4.471507980325452714e+00, 2.086607341188714670e+01, 5.149176409072970806e+00, 1.111425605360076574e+01, 2.270026922985485029e+01, 2.080402146085380366e+01, 1.117261970939979854e+01, 6.904273185766134802e+00
1.976000000000000000e+03, 1.132536970832981815e+01, 2.198370994184346117e+01, 1.095208536749623995e+01, 3.500359038335788142e+01, 7.378870598972848249e+00, 7.746566907468925400e+00, 1.959489830152566014e+01, 1.236280094337634416e+01, 4.412339240425189324e+00, 2.104390080848370204e+01, 5.144651171201105377e+00, 1.120074333097007546e+01, 2.271008235243554907e+01, 2.085865238469443383e+01, 1.116492164165985024e+01, 6.970097407546979262e+00
1.977000000000000000e+03, 1.138062315264343560e+01, 2.189801822263902409e+01, 1.099200241034378145e+01, 3.511802702430879464e+01, 7.397272652815292560e+00, 7.693782853099048857e+00, 1.975132757180164944e+01, 1.244579866567244864e+01, 4.555199391406580922e+00, 2.121463212566134615e+01, 5.205402790523824486e+00, 1.119782849899323196e+01, 2.270949581966952024e+01, 2.083877726876210090e+01, 1.115969721312885277e+01, 6.988196396212129180e+00
1.978000000000000000e+03, 1.145478245875509771e+01, 2.197067428465998162e+01, 1.106852163230704811e+01, 3.522618551598070269e+01, 7.385133125877536564e+00, 7.840913114394061800e+00, 1.983047932858357854e+01, 1.256803581856288687e+01, 4.520556740673871587e+00, 2.130844949220104212e+01, 5.205354995466580093e+00, 1.133032469451231883e+01, 2.281225390991543023e+01, 2.071480788891910052e+01, 1.115644296855218975e+01, 7.002045753011319817e+00
1.979000000000000000e+03, 1.146332137815576324e+01, 2.196616163911199138e+01, 1.108244288202235595e+01, 3.531870979249869436e+01, 7.355719292550598531e+00, 7.511320209898167732e+00, 1.990631423334989947e+01, 1.266046114832375835e+01, 4.483772494794368235e+00, 2.147340813889397992e+01, 4.875999076405976851e+00, 1.148739350890428135e+01, 2.287425862065277826e+01, 2.059490530638148087e+01, 1.115040917049323355e+01, 7.056246215574041969e+00
1.980000000000000000e+03, 1.143891064946661551e+01, 2.197704400621424270e+01, 1.111595532748298787e+01, 3.544077131124505087e+01, 7.322454418303411927e+00, 7.938278002816324452e+00, 2.008863137972270252e+01, 1.268720746937980692e+01, 4.524290463623659164e+00, 2.161033425700075128e+01, 4.620363561694933452e+00, 1.153304181963821406e+01, 2.289742347310638237e+01, 2.063788331972953571e+01, 1.113175394924087591e+01, 7.134117502347935513e+00
1.981000000000000000e+03, 1.145023975953237638e+01, 2.203817916509373376e+01, 1.093979931747386480e+01, 3.551926333470581909e+01, 7.333327003255647014e+00, 7.871840226940618912e+00, 2.015958633802676658e+01, 1.271416131851805531e+01, 4.724149026472079349e+00, 2.186905482148566904e+01, 4.904587945741116783e+00, 1.156650265817173562e+01, 2.292703324915596497e+01, 2.069465730394970393e+01, 1.111066156992852605e+01, 7.218577177326534589e+00
1.982000000000000000e+03, 1.151811960231403731e+01, 2.218560994068450754e+01, 1.094061231676715273e+01, 3.562603491633871045e+01, 7.322452380347995948e+00, 7.767340288973098694e+00, 2.030230509115916249e+01, 1.273554928586729851e+01, 4.783022670636262852e+00, 2.213651526910490830e+01, 5.126621033137478634e+00, 1.161452420198596336e+01, 2.299213454181038685e+01, 2.066602471244060268e+01, 1.111896398297463229e+01, 7.247573811539801625e+00
1.983000000000000000e+03, 1.152301866533409402e+01, 2.242939555546365327e+01, 1.111402958319579248e+01, 3.578283677906823357e+01, 7.339453892847456196e+00, 8.498590713193440394e+00, 2.029789701465813323e+01, 1.289650085570628946e+01, 4.697534787120050126e+00, 2.236818311315007435e+01, 5.392784963278819177e+00, 1.172729252390207044e+01, 2.308654294634601101e+01, 2.073597943185973236e+01, 1.112697240635553619e+01, 7.206409171685871584e+00
1.984000000000000000e+03, 1.151998878399761139e+01, 2.241505258023920533e+01, 1.129896368709216325e+01, 3.594860955193738050e+01, 7.340597365036227728e+00, 8.236454396376730713e+00, 2.044272469376422308e+01, 1.299599275794919073e+01, 4.674151847880835042e+00, 2.239461562269769956e+01, 5.308740846166315031e+00, 1.187449796647648448e+01, 2.310069500645911234e+01, 2.090866947069003956e+01, 1.114407779430134759e+01, 7.241672057635291537e+00
1.985000000000000000e+03, 1.161826889535621454e+01, 2.225456744503995310e+01, 1.138520166316597404e+01, 3.609132090502447454e+01, 7.325797691741279039e+00, 8.239542175284183756e+00, 2.066299675292392379e+01, 1.303009648147770072e+01, 4.619814204352039155e+00, 2.243757806945223265e+01, 5.324824534214020133e+00, 1.200070321086113978e+01, 2.316905049035634079e+01, 2.089285111839355125e+01, 1.115392014521012065e+01, 7.238332281362552578e+00
1.986000000000000000e+03, 1.162364203907051952e+01, 2.218201415143725796e+01, 1.139964484779204668e+01, 3.619514079504666881e+01, 7.311480864270629709e+00, 8.299210092168438635e+00, 2.083236771042939850e+01, 1.301594330175955072e+01, 4.602862844065816361e+00, 2.246025257858161694e+01, 5.128380833193078026e+00, 1.217852211910782678e+01, 2.322665969941444075e+01, 2.088777530847060149e+01, 1.116748270154212719e+01, 7.326373988200237442e+00
1.987000000000000000e+03, 1.167658611069104779e+01, 2.212000829678752822e+01, 1.146010877001219619e+01, 3.634104596649178376e+01, 7.339127964963632067e+00, 7.921224223832871836e+00, 2.087675671847711811e+01, 1.304848763783925669e+01, 4.617313340023772028e+00, 2.254362201224378737e+01, 5.196919712991216578e+00, 1.229154785194750588e+01, 2.325548751276889092e+01, 2.092420182598203837e+01, 1.118105889582983892e+01, 7.404507212743051348e+00
1.988000000000000000e+03, 1.175519584110332971e+01, 2.214160753579545826e+01, 1.146492455940863131e+01, 3.645541358421644418e+01, 7.376287561845654928e+00, 8.252119876726837333e+00, 2.092538164576860993e+01, 1.307533190271699652e+01, 4.640171965939985377e+00, 2.273593181056422452e+01, 5.444802752614903874e+00, 1.238719309013736058e+01, 2.336092938414083164e+01, 2.089585187210998640e+01, 1.118449873262484751e+01, 7.405689761757733081e+00
1.989000000000000000e+03, 1.186558737053540824e+01, 2.217776542768275050e+01, 1.144664191463686365e+01, 3.646415087555784851e+01, 7.363711212661383065e+00, 8.005641341248496801e+00, 2.101259323680088187e+01, 1.311544007594448935e+01, 4.700786919727379498e+00, 2.291187556614138998e+01, 5.553149338500959153e+00, 1.240424720971750183e+01, 2.347262953354218240e+01, 2.089016141229595291e+01, 1.122463143235763461e+01, 7.493551818771239326e+00
1.990000000000000000e+03, 1.199112809113031375e+01, 2.230228155948757163e+01, 1.150354163840974309e+01, 3.653451230327192434e+01, 7.357009878603922637e+00, 7.686263397435419975e+00, 2.115126956399019420e+01, 1.320338282676489605e+01, 4.690239041910632345e+00, 2.301322168205019025e+01, 5.560380278226394246e+00, 1.254725653679788344e+01, 2.361508893376840135e+01, 2.093827771102735369e+01, 1.127826199660223416e+01, 7.634206766681541190e+00
1.991000000000000000e+03, 1.195582338179421100e+01, 2.243984764239880647e+01, 1.157632801224650976e+01, 3.661089305272890471e+01, 7.398255703952314022e+00, 7.585840396486529080e+00, 2.133135413654801837e+01, 1.320224010170595719e+01, 4.721362388944998933e+00, 2.317278692690462805e+01, 5.642353023348208652e+00, 1.266931148171838295e+01, 2.370847321871150370e+01, 2.101022956240549533e+01, 1.131196076373364612e+01, 7.705658503179185104e+00
1.992000000000000000e+03, 1.201740386255517556e+01, 2.250317625919542053e+01, 1.172061517070258319e+01, 3.672394462819703875e+01, 7.406696267290474367e+00, 7.916946464286225726e+00, 2.146283777291733585e+01, 1.335280528190049054e+01, 4.689681468491994742e+00, 2.322178932938219376e+01, 5.325443894671683331e+00, 1.277676716236003074e+01, 2.372323551917177653e+01, 2.125118658724422005e+01, 1.131460667096729189e+01, 7.712784811415803965e+00
1.993000000000000000e+03, 1.208921458050770603e+01, 2.248091048704446138e+01, 1.183314518656597869e+01, 3.686107651052894596e+01, 7.428837562450555154e+00, 8.393705601737813993e+00, 2.174619558717004608e+01, 1.338887553147550591e+01, 4.803429424681906035e+00, 2.320070431539672740e+01, 5.341207882252623662e+00, 1.295706909123665262e+01, 2.374181167141865600e+01, 2.137162805031146462e+01, 1.130826563372660587e+01, 7.808757246776111494e+00
1.994000000000000000e+03, 1.216534254062494647e+01, 2.261702703019595262e+01, 1.186132741228735377e+01, 3.689645317619481801e+01, 7.442551349280220663e+00, 8.047294766464561988e+00, 2.186516023576742640e+01, 1.335619137479326923e+01, 4.845524585099729720e+00, 2.334107590346203409e+01, 5.578946695503878672e+00, 1.301050708132190259e+01, 2.380688251385402054e+01, 2.145071738752875845e+01, 1.136191813071861034e+01, 7.879071159616543696e+00
1.995000000000000000e+03, 1.208925765585928325e+01, 2.265888658547550349e+01, 1.193754034551271914e+01, 3.690772056962111947e+01, 7.499893157148036060e+00, 8.161200541200324565e+00, 2.206759987775461340e+01, 1.344476218761690767e+01, 4.856160057573161382e+00, 2.343509847101557497e+01, 5.539634989565432655e+00, 1.280697936382391688e+01, 2.395225953260919383e+01, 2.147592407486628474e+01, 1.140834865787124563e+01, 7.975977323899358318e+00
1.996000000000000000e+03, 1.204397340305107988e+01, 2.261129083980564403e+01, 1.197386043676358014e+01, 3.701134155121470570e+01, 7.507681396313886424e+00, 7.996050606873846611e+00, 2.233058860009554536e+01, 1.341771134990219849e+01, 4.851039370337918655e+00, 2.356650070163385990e+01, 5.763159908089929395e+00, 1.299994490820433768e+01, 2.399984733633094791e+01, 2.143458053870574531e+01, 1.146052358352635991e+01, 8.088156320215150075e+00
1.997000000000000000e+03, 1.211704285576036888e+01, 2.260187510472735184e+01, 1.201762886433641064e+01, 3.712635820882120896e+01, 7.579396360310851399e+00, 8.418178803434985369e+00, 2.257025098890871817e+01, 1.361285688579094710e+01, 4.971196482195479049e+00, 2.372907310877545584e+01, 5.515533544435177404e+00, 1.320267939061596252e+01, 2.402725037411098796e+01, 2.149757910568238017e+01, 1.150596699394009725e+01, 8.153566445183324518e+00
1.998000000000000000e+03, 1.235270956222117000e+01, 2.259557822655804671e+01, 1.212154640044642662e+01, 3.732740992921348067e+01, 7.595627515533318608e+00, 8.033559196613564879e+00, 2.279773335659063349e+01, 1.376516789038819155e+01, 4.983115470359830823e+00, 2.385459121954433570e+01, 5.541735691152771537e+00, 1.331755488441919333e+01, 2.423936355786143082e+01, 2.151268011069110386e+01, 1.154256244456818692e+01, 8.238640849586593262e+00
1.999000000000000000e+03, 1.242050286269546611e+01, 2.254776447538507611e+01, 1.214810262645598016e+01, 3.744379464504680044e+01, 7.622613832426004876e+00, 8.037099550574541951e+00, 2.303643439790984004e+01, 1.382935391905139433e+01, 5.064075225611930797e+00, 2.393530999233366430e+01, 5.621939465834901561e+00, 1.345193705090880698e+01, 2.438334950735853113e+01, 2.151962456805523516e+01, 1.161308121160022289e+01, 8.327915584811641736e+00
2.000000000000000000e+03, 1.250549580321706777e+01, 2.250021534191736450e+01, 1.210325479274254512e+01, 3.758414084575706937e+01, 7.592260012298965854e+00, 8.081354730499652916e+00, 2.330754492468133066e+01, 1.392358670381466368e+01, 5.100588704336106005e+00, 2.409514753139860588e+01, 5.590702407650470995e+00, 1.356627615252261876e+01, 2.437188816102038302e+01, 2.154528745422991065e+01, 1.167484483546691720e+01, 8.406305189437624392e+00
2.001000000000000000e+03, 1.246720132303438611e+01, 2.248310581184886914e+01, 1.212130499316750942e+01, 3.764791795873372138e+01, 7.585203745976083489e+00, 7.708565344965758293e+00, 2.354559475343972252e+01, 1.383604544246892232e+01, 5.073248464268171887e+00, 2.414652512965318465e+01, 5.698464444190355138e+00, 1.384569638173856454e+01, 2.444133498776942304e+01, 2.159102515879369122e+01, 1.172138175018282347e+01, 8.434933137179740470e+00
2.002000000000000000e+03, 1.247476781591151607e+01, 2.260963921113721753e+01, 1.217811763987819340e+01, 3.777397733886236608e+01, 7.604448268570722647e+00, 8.487704990285255491e+00, 2.373344604483620657e+01, 1.389735205541886387e+01, 5.100564796880668439e+00, 2.427875952618850874e+01, 5.743208831679996962e+00, 1.393975837814273611e+01, 2.457218843107903083e+01, 2.148274515666589934e+01, 1.180733157873962469e+01, 8.450750991128984424e+00
2.003000000000000000e+03, 1.244613624638239102e+01, 2.268158779900423738e+01, 1.227565877569471908e+01, 3.783876165573532546e+01, 7.650233302072603436e+00, 8.450725229299452579e+00, 2.411039679585896067e+01, 1.393847478012741270e+01, 5.087309277431438126e+00, 2.439422314991954721e+01, 5.629401443304343999e+00, 1.413029688570709297e+01, 2.463155121801291969e+01, 2.154700909608361314e+01, 1.188725759403917692e+01, 8.478478208360920476e+00
2.004000000000000000e+03, 1.242729963022192230e+01, 2.270547417284049985e+01, 1.229395474922008979e+01, 3.776039811968898618e+01, 7.708878259344640327e+00, 7.827005660968008094e+00, 2.426962631513267254e+01, 1.392187529138138835e+01, 5.111162278118927205e+00, 2.452269240936254135e+01, 5.427506353965279473e+00, 1.431647904569819651e+01, 2.463575251857728432e+01, 2.170845835237496857e+01, 1.193264137700288785e+01, 8.553839403663952012e+00
2.005000000000000000e+03, 1.257513594513973665e+01, 2.279776844467566121e+01, 1.222016184837003294e+01, 3.772294805196639800e+01, 7.654912962891733841e+00, 7.716438644482649600e+00, 2.458286976026636950e+01, 1.394572007251166035e+01, 5.155785073659248319e+00, 2.468927341202592629e+01, 5.462449042866789561e+00, 1.449533160498855899e+01, 2.473792745113654945e+01, 2.175670784530282020e+01, 1.203074496931127868e+01, 8.715113555298513504e+00
2.006000000000000000e+03, 1.262948375707754423e+01, 2.293170923549264373e+01, 1.228382354978749547e+01, 3.784854014610980499e+01, 7.674565015701912074e+00, 7.660237461897668965e+00, 2.466983727901428480e+01, 1.394402846152084940e+01, 5.190281006393274055e+00, 2.491969523696622346e+01, 5.689838691451917896e+00, 1.451901835722133782e+01, 2.481107246259966814e+01, 2.175845930129679218e+01, 1.207491585459113992e+01, 8.747275872052602708e+00
2.007000000000000000e+03, 1.255141401407396273e+01, 2.314889211409269620e+01, 1.230555688637047851e+01, 3.806914756267452304e+01, 7.745512912331937727e+00, 8.447567294101798296e+00, 2.489120718588281633e+01, 1.400483638087189675e+01, 5.169780362530348228e+00, 2.493761170135852723e+01, 5.795764378442619602e+00, 1.457732293369966392e+01, 2.486345483881368779e+01, 2.173677573883407987e+01, 1.212920483890437318e+01, 8.805702608130408393e+00
2.008000000000000000e+03, 1.266056694024372575e+01, 2.302454014408796823e+01, 1.231258473723382352e+01, 3.834793139521379857e+01, 7.826626860953084019e+00, 8.182495347921850737e+00, 2.496948734568092831e+01, 1.409301495397798298e+01, 5.271689874922989461e+00, 2.506541789029518341e+01, 5.472358957776500610e+00, 1.475324618419509370e+01, 2.498511180193709080e+01, 2.184045757659260900e+01, 1.222851199530169097e+01, 8.852219416216202674e+00
2.009000000000000000e+03, 1.266616892881223677e+01, 2.294981697421530953e+01, 1.235668849170592409e+01, 3.851941010026096990e+01, 7.772314262716777833e+00, 7.821862479534414270e+00, 2.505023731300431322e+01, 1.417354360390009482e+01, 5.345722219398702180e+00, 2.509862255503236383e+01, 5.557484914720669522e+00, 1.489860368132328183e+01, 2.509149901726898690e+01, 2.179372773142192088e+01, 1.234430805293366795e+01, 8.917245962201917564e+00
2.010000000000000000e+03, 1.267534156378157739e+01, 2.299069492499289424e+01, 1.243536246946190005e+01, 3.841362768511066861e+01, 7.686994892721663142e+00, 7.727939880737031864e+00, 2.541081555352793941e+01, 1.391855234507795203e+01, 5.374204627544332702e+00, 2.542284969151471685e+01, 5.664673062273839044e+00, 1.498659576615823141e+01, 2.517199635490131726e+01, 2.176771786699785594e+01, 1.244146664955963999e+01, 8.952995995271590957e+00
2.011000000000000000e+03, 1.281699853822677326e+01, 2.299100871385434885e+01, 1.243960325992640392e+01, 3.835161268453590111e+01, 7.736744087093441635e+00, 8.173709514975211476e+00, 2.567261324145032475e+01, 1.395077091118761103e+01, 5.421758451692714864e+00, 2.570840292286552753e+01, 5.268980477505684767e+00, 1.505644566472664181e+01, 2.516735523410196862e+01, 2.185389033059573904e+01, 1.249971178942972116e+01, 8.997486576824751836e+00
2.012000000000000000e+03, 1.284540149394252850e+01, 2.304773700345643306e+01, 1.250266415821338306e+01, 3.836989889495227146e+01, 7.791270984726977211e+00, 8.567799110123621276e+00, 2.585417688109147960e+01, 1.408572891278821260e+01, 5.465027514549707810e+00, 2.581232411438700325e+01, 5.511722351864405844e+00, 1.500677121368091704e+01, 2.527973889787172368e+01, 2.200864607035544651e+01, 1.253036453284151897e+01, 9.144715559877996114e+00
2.013000000000000000e+03, 1.283218447531832851e+01, 2.304317275155450417e+01, 1.253536194992730657e+01, 3.849608366682161886e+01, 7.814011303164315692e+00, 8.350373790491522286e+00, 2.607026968491097563e+01, 1.417516408858578458e+01, 5.555157689358495077e+00, 2.602926934051244956e+01, 5.656769471537757887e+00, 1.520734843156811600e+01, 2.549435809544278442e+01, 2.194469598664447219e+01, 1.258011038937199189e+01, 9.191677265672719699e+00
2.014000000000000000e+03, 1.293065352967156834e+01, 2.296099059925650820e+01, 1.260162339719907898e+01, 3.871843358081348896e+01, 7.769637384822908110e+00, 7.746673597194647876e+00, 2.621930152076395970e+01, 1.430962671039771195e+01, 5.598419440785591839e+00, 2.623846583015182077e+01, 5.688511321803905396e+00, 1.515924775284360315e+01, 2.564096313863096199e+01, 2.188502805301325083e+01, 1.266733451776098107e+01, 9.319206186095984279e+00
