year, MPI-ESM1-2-LR, NorESM2-MM, GFDL-ESM4, EC-Earth3-Veg, GFDL-ESM4, TaiESM1, TaiESM1, CNRM-ESM2-1, CESM2-WACCM, CNRM-ESM2-1, NorESM2-LM, NorESM2-MM
1.862000000000000000e+03, 5.812781736228044782e-10, 3.571504928134543277e-10, 2.532285516141109435e-10, 4.332923676822166287e-10, 2.459012737006422481e-10, 1.268135075350094484e-10, 1.268135075350094484e-10, 2.324366617058428381e-10, 3.041290262513561038e-10, 2.324366617058428381e-10, 2.072376203902195548e-10, 3.571504928134543277e-10
1.863000000000000000e+03, 4.760641199532609435e-10, 3.683378362510625598e-10, 4.420948460330429585e-10, 7.845290888133816576e-10, 4.350469775772856459e-10, 9.765509383486092615e-11, 9.765509383486092615e-11, 3.125801485232961459e-10, 4.682945921363192685e-10, 3.125801485232961459e-10, 3.165103691035799448e-10, 3.683378362510625598e-10
1.864000000000000000e+03, 6.593251415536144508e-10, 2.377139296554360347e-10, 2.695569660136232680e-10, 6.546772647262613001e-10, 2.624870811445867296e-10, 1.316719209063056268e-10, 1.316719209063056268e-10, 2.704967606255216696e-10, 1.812332855156193192e-10, 2.704967606255216696e-10, 5.024343896485635325e-10, 2.377139296554360347e-10
1.865000000000000000e+03, 5.188298650326483789e-10, 3.142095855829398261e-10, 2.240846772680793574e-10, 6.631147599323615508e-10, 2.173893468830187246e-10, 1.432495980674201930e-10, 1.432495980674201930e-10, 3.340693715595061506e-10, 9.722832893091982847e-11, 3.340693715595061506e-10, 4.776357326442793045e-10, 3.142095855829398261e-10
1.866000000000000000e+03, 5.426164388032077889e-10, 7.297759704575676730e-11, 2.926847581914655684e-10, 4.832614470870922524e-10, 2.859792618130453212e-10, 1.115748819367647656e-10, 1.115748819367647656e-10, 3.943764040998227131e-10, 4.970696808863738043e-10, 3.943764040998227131e-10, 3.182627920791122299e-10, 7.297759704575676730e-11
1.867000000000000000e+03, 5.526119611119261251e-10, 1.653378503276141170e-10, 2.690184969978209707e-10, 7.091916170056652101e-10, 2.620698701582378372e-10, 1.290318852332820339e-10, 1.290318852332820339e-10, 2.304466740418022660e-10, 1.968577923017100678e-10, 2.304466740418022660e-10, 2.005422422916725450e-10, 1.653378503276141170e-10
1.868000000000000000e+03, 6.445703743639498014e-10, 7.609426596503206878e-10, 3.441374754990753737e-10, 2.775796994458329795e-10, 3.373134073560559189e-10, 1.540555481247675012e-10, 1.540555481247675012e-10, 3.181507216915382213e-10, 3.746874885469611582e-10, 3.181507216915382213e-10, 2.234083077464339997e-10, 7.609426596503206878e-10
1.869000000000000000e+03, 3.619009174769383226e-10, 7.673224528339046989e-10, 4.674287699880483865e-10, 6.102600039880860112e-10, 4.605378633212841951e-10, 1.498814983041645758e-10, 1.498814983041645758e-10, 2.712760609950021619e-10, 2.056052732001659530e-10, 2.712760609950021619e-10, 1.398289021085964289e-10, 7.673224528339046989e-10
1.870000000000000000e+03, 9.358945693025916698e-10, 2.244247488801637665e-10, 3.320762399561261911e-10, 5.009281030115107282e-10, 3.252113213535804085e-10, 1.158286820070287127e-10, 1.158286820070287127e-10, 3.623937052289469351e-10, 2.899008084646070872e-10, 3.623937052289469351e-10, 4.850209040896077529e-10, 2.244247488801637665e-10
1.871000000000000000e+03, 4.590361335975939025e-10, 3.879713320218822607e-10, 2.528816815951908218e-10, 6.698431533405498849e-10, 2.458006173011478275e-10, 8.402384093315541689e-11, 8.402384093315541689e-11, 4.607850745321664976e-10, 3.156966571492499898e-10, 4.607850745321664976e-10, 1.810980602168634581e-10, 3.879713320218822607e-10
1.872000000000000000e+03, 3.773548087067336845e-10, 1.530391404441244283e-10, 2.455646045958149106e-10, 9.424970340324872951e-10, 2.386593773225545581e-10, 1.094255423127607271e-10, 1.094255423127607271e-10, 2.200215904514507831e-10, 2.407328088659637745e-10, 2.200215904514507831e-10, 2.801664150594831576e-10, 1.530391404441244283e-10
1.873000000000000000e+03, 3.714065720226768191e-10, 3.058626990182151422e-10, 2.786708295884503030e-10, 6.253995657154282607e-10, 2.716092828167038971e-10, 6.896722631778806695e-11, 6.896722631778806695e-11, 2.296905307010070762e-10, 2.428275778828788387e-10, 2.296905307010070762e-10, 3.003343537038367749e-10, 3.058626990182151422e-10
1.874000000000000000e+03, 3.927957877176807253e-10, 1.232257477446323087e-10, 2.042804118258551357e-10, 4.625550893619987983e-10, 1.969938439980614042e-10, 1.500076488495415729e-10, 1.500076488495415729e-10, 2.185931697346315924e-10, 2.070270676271565028e-10, 2.185931697346315924e-10, 1.168334352892364685e-10, 1.232257477446323087e-10
1.875000000000000000e+03, 6.182781661639499867e-10, 1.115226613381158894e-10, 4.037248564845797103e-10, 4.079324963494642151e-10, 3.965595353915605429e-10, 1.247936360758904300e-10, 1.247936360758904300e-10, 5.879887981088167415e-10, 1.811225575607403217e-10, 5.879887981088167415e-10, 2.574155676141288799e-10, 1.115226613381158894e-10
1.876000000000000000e+03, 4.806385994654340899e-10, 2.147419791530079002e-10, 2.438150638738736053e-10, 5.145347007942281457e-10, 2.361993162032115113e-10, 1.159902580196557745e-10, 1.159902580196557745e-10, 2.707527859941628074e-10, 4.509664362055846054e-10, 2.707527859941628074e-10, 3.863631777083281641e-10, 2.147419791530079002e-10
1.877000000000000000e+03, 6.351035452765896359e-10, 2.848686506848312079e-10, 1.961714626239860056e-10, 4.556231640542074883e-10, 1.886174507193801137e-10, 1.090847593350193154e-10, 1.090847593350193154e-10, 4.083396418406761176e-10, 3.667822061984285243e-10, 4.083396418406761176e-10, 5.862433001970497780e-10, 2.848686506848312079e-10
1.878000000000000000e+03, 3.846875965428161581e-10, 2.849015396542677172e-10, 2.737265134381106712e-10, 4.647601071494605215e-10, 2.661650072152253548e-10, 1.206900893139477082e-10, 1.206900893139477082e-10, 1.999756813414480062e-10, 2.096861497119624135e-10, 1.999756813414480062e-10, 1.923460573261390969e-10, 2.849015396542677172e-10
1.879000000000000000e+03, 4.246144123780305698e-10, 2.275241777521523396e-10, 2.495727768291598462e-10, 4.631443934050821970e-10, 2.419790621802229734e-10, 1.125081119337605043e-10, 1.125081119337605043e-10, 2.619859083665875593e-10, 1.205982363362837303e-10, 2.619859083665875593e-10, 2.139842666956883516e-10, 2.275241777521523396e-10
1.880000000000000000e+03, 4.975876123779419517e-10, 3.317549045838072793e-10, 3.107778888304302505e-10, 5.566303869712568358e-10, 3.031387555306380543e-10, 1.486538411167057098e-10, 1.486538411167057098e-10, 4.166331404441703108e-10, 3.192964312069256794e-10, 4.166331404441703108e-10, 2.523688660357686158e-10, 3.317549045838072793e-10
1.881000000000000000e+03, 5.739459147931853758e-10, 1.543370921164652808e-10, 2.958825253086272328e-10, 5.073720668347488162e-10, 2.883957494032683353e-10, 1.264610000530257193e-10, 1.264610000530257193e-10, 2.714217846870572772e-10, 3.709939878764470092e-10, 2.714217846870572772e-10, 1.655371747308559616e-10, 1.543370921164652808e-10
1.882000000000000000e+03, 3.965965980034966151e-10, 2.613024344211562830e-10, 2.410852141779705788e-10, 4.254135032061450866e-10, 2.338717120747329722e-10, 8.898085256576139859e-11, 8.898085256576139859e-11, 2.572696029145387404e-10, 5.530911410264667351e-10, 2.572696029145387404e-10, 1.347240731660768191e-10, 2.613024344211562830e-10
1.883000000000000000e+03, 4.316364346833229615e-10, 3.292804067116257179e-10, 2.415549034689756337e-10, 5.347019946785710756e-10, 2.342676212457317328e-10, 9.034755289916667645e-11, 9.034755289916667645e-11, 2.456001769611855344e-10, 1.172935890625670758e-10, 2.456001769611855344e-10, 4.978010685459436491e-10, 3.292804067116257179e-10
1.884000000000000000e+03, 3.346750045346287109e-10, 9.400958685225465453e-11, 1.940554101444498781e-10, 2.962710960306552240e-10, 1.865923998689198045e-10, 6.047276988176064019e-11, 6.047276988176064019e-11, 3.611015610417064354e-10, 5.117912659987285764e-11, 3.611015610417064354e-10, 2.847730117086751531e-10, 9.400958685225465453e-11
1.885000000000000000e+03, 7.907427396938155868e-10, 5.012997516668435240e-10, 1.993667699085850025e-10, 3.734622272696008525e-10, 1.918466599786032411e-10, 1.261593185393245391e-10, 1.261593185393245391e-10, 4.131233952455463345e-10, 8.041488957094100477e-11, 4.131233952455463345e-10, 3.059256640785795489e-10, 5.012997516668435240e-10
1.886000000000000000e+03, 6.998463492679459772e-10, 1.274454652394252789e-10, 3.681929457560247633e-10, 5.985366301638225662e-10, 3.602519946567706764e-10, 1.485826363707600982e-10, 1.485826363707600982e-10, 1.831208883552188900e-10, 2.967407706675588132e-10, 1.831208883552188900e-10, 3.293362835961534910e-10, 1.274454652394252789e-10
1.887000000000000000e+03, 4.794475631000211850e-10, 1.308237599915791135e-10, 2.016434704759164922e-10, 5.555162173528152192e-10, 1.934987107681918257e-10, 7.982248518053959578e-11, 7.982248518053959578e-11, 3.068101650635893640e-10, 2.326094727977119066e-10, 3.068101650635893640e-10, 1.822259336955922798e-10, 1.308237599915791135e-10
1.888000000000000000e+03, 3.742164467511846909e-10, 3.459809137823866441e-10, 2.202510163577421801e-10, 4.285706263556504265e-10, 2.124995913081312335e-10, 1.219411374450734190e-10, 1.219411374450734190e-10, 2.073115356624845519e-10, 2.771607846355893390e-10, 2.073115356624845519e-10, 3.544236473402546907e-10, 3.459809137823866441e-10
1.889000000000000000e+03, 3.881325742230315012e-10, 3.403452143183147218e-10, 2.973961675086007295e-10, 5.396858524130680800e-10, 2.892642374624260944e-10, 1.157082068019473309e-10, 1.157082068019473309e-10, 3.247734094202316912e-10, 1.390619157559267927e-10, 3.247734094202316912e-10, 2.627937339046445593e-10, 3.403452143183147218e-10
1.890000000000000000e+03, 3.470455473500777773e-10, 1.912492926400403471e-10, 3.215615410746843313e-10, 4.848732381004668466e-10, 3.134898071398508249e-10, 1.064420929488259506e-10, 1.064420929488259506e-10, 2.045880814781900734e-10, 1.396622818189864619e-10, 2.045880814781900734e-10, 2.883375478317035542e-10, 1.912492926400403471e-10
1.891000000000000000e+03, 4.803632660001564350e-10, 6.487678208837977983e-11, 1.772415690577515995e-10, 4.604409381557621164e-10, 1.689948575598806956e-10, 7.860222719783014854e-11, 7.860222719783014854e-11, 2.384647433456816481e-10, 1.368315297361869240e-10, 2.384647433456816481e-10, 3.559410899382862354e-10, 6.487678208837977983e-11
1.892000000000000000e+03, 5.286264430981203285e-10, 1.500503992641591390e-10, 2.668389445396500893e-10, 5.239112458591628965e-10, 2.584424948094755289e-10, 8.166124987037236144e-11, 8.166124987037236144e-11, 2.563305343908735935e-10, 3.118009988520396837e-10, 2.563305343908735935e-10, 2.495674536289773785e-10, 1.500503992641591390e-10
1.893000000000000000e+03, 4.859655720733837735e-10, 1.216402099249258222e-10, 4.267542610761998753e-10, 5.089150204404767585e-10, 4.181545903237601705e-10, 1.550227602880337907e-10, 1.550227602880337907e-10, 2.138275358916905466e-10, 3.802999664464989253e-10, 2.138275358916905466e-10, 2.707172138841414944e-10, 1.216402099249258222e-10
1.894000000000000000e+03, 3.601330050275179960e-10, 3.027431281102956190e-10, 2.392543117164170330e-10, 1.025450792882324300e-09, 2.304681467427422831e-10, 8.966846013920868278e-11, 8.966846013920868278e-11, 2.154118561913743815e-10, 1.192921902812577645e-10, 2.154118561913743815e-10, 2.455077624762930277e-10, 3.027431281102956190e-10
1.895000000000000000e+03, 5.377513058098691196e-10, 1.206258841178503380e-10, 2.871799148717639150e-10, 3.117939113757044059e-10, 2.779727441703538711e-10, 7.099323748537636755e-11, 7.099323748537636755e-11, 2.022486491739102146e-10, 1.109916652504805720e-10, 2.022486491739102146e-10, 1.170639327907739404e-10, 1.206258841178503380e-10
1.896000000000000000e+03, 3.084462213867943216e-10, 2.692083758755648291e-10, 3.376098280049778845e-10, 3.763806265968349904e-10, 3.283341820344552155e-10, 1.445252807217014165e-10, 1.445252807217014165e-10, 2.477437591780514742e-10, 3.216283618743981328e-10, 2.477437591780514742e-10, 2.537993101432231380e-10, 2.692083758755648291e-10
1.897000000000000000e+03, 5.521520160435553259e-10, 1.483158929018623476e-10, 1.658508370487895032e-10, 7.710745240009894699e-10, 1.561905419403268240e-10, 9.015628650447493134e-11, 9.015628650447493134e-11, 2.644340935834630531e-10, 4.990306171553996512e-10, 2.644340935834630531e-10, 2.359766072108600819e-10, 1.483158929018623476e-10
1.898000000000000000e+03, 3.408449758290202286e-10, 1.667091775287854383e-10, 2.641143516259669809e-10, 4.900766359496026503e-10, 2.545834305315232983e-10, 9.480987101986995425e-11, 9.480987101986995425e-11, 2.630870529270111252e-10, 2.636879573893028095e-10, 2.630870529270111252e-10, 2.704247628953147341e-10, 1.667091775287854383e-10
1.899000000000000000e+03, 4.568459944577984883e-10, 3.014223189207727239e-10, 2.001750736980704301e-10, 5.615195996149076347e-10, 1.902530523671190601e-10, 6.131569377595975669e-11, 6.131569377595975669e-11, 2.363889343413026460e-10, 4.290081734168407114e-10, 2.363889343413026460e-10, 1.540569222217049312e-10, 3.014223189207727239e-10
1.900000000000000000e+03, 5.888118356693713664e-10, 2.986032719330788235e-10, 2.007561583176245908e-10, 3.856299056525163409e-10, 1.913288208058320800e-10, 9.610028274881533490e-11, 9.610028274881533490e-11, 3.568143046090284084e-10, 1.608302192995567694e-10, 3.568143046090284084e-10, 4.445888205471104180e-10, 2.986032719330788235e-10
1.901000000000000000e+03, 4.210612558781851881e-10, 4.603794131618803393e-10, 1.929604451815610684e-10, 5.067975021331251711e-10, 1.836100326018049849e-10, 1.102674495831010866e-10, 1.102674495831010866e-10, 4.871976015041515258e-10, 1.025442193451148618e-10, 4.871976015041515258e-10, 9.044268852486785161e-11, 4.603794131618803393e-10
1.902000000000000000e+03, 4.271339482222260334e-10, 1.711580326357630134e-10, 2.060672648875197834e-10, 6.689837940191865633e-10, 1.961874976944482058e-10, 1.211162998796339255e-10, 1.211162998796339255e-10, 3.326410050934614633e-10, 1.722268454544037504e-10, 3.326410050934614633e-10, 1.362965803470548968e-10, 1.711580326357630134e-10
1.903000000000000000e+03, 3.284605564021880418e-10, 5.736980204066456738e-11, 1.046475956328726390e-10, 3.154167188033955642e-10, 9.445436159242976414e-11, 8.338898320839049705e-11, 8.338898320839049705e-11, 2.097110410496911874e-10, 1.429204621529621914e-10, 2.097110410496911874e-10, 1.987108494568345044e-10, 5.736980204066456738e-11
1.904000000000000000e+03, 2.912974446885636140e-10, 1.525791279498853325e-10, 1.337333918455198135e-10, 3.211985173224303789e-10, 1.235949446101973027e-10, 7.404824013168342871e-11, 7.404824013168342871e-11, 1.854565544205328199e-10, 1.890596071952867996e-10, 1.854565544205328199e-10, 1.248994958479605550e-10, 1.525791279498853325e-10
1.905000000000000000e+03, 5.660302343941789899e-10, 1.497052873580321445e-10, 2.552220267799796108e-10, 3.434702597777598587e-10, 2.449270179110049548e-10, 9.710226643392621419e-11, 9.710226643392621419e-11, 2.049513933214564967e-10, 5.590571463608866745e-10, 2.049513933214564967e-10, 1.596215644080119926e-10, 1.497052873580321445e-10
1.906000000000000000e+03, 4.207305928924060107e-10, 1.844821180248546193e-10, 3.065690992140809965e-10, 3.797208817167429467e-10, 2.960514569005603622e-10, 8.860819129841658673e-11, 8.860819129841658673e-11, 3.519025294334795543e-10, 8.398894249475570642e-11, 3.519025294334795543e-10, 2.703584799625486083e-10, 1.844821180248546193e-10
1.907000000000000000e+03, 3.073938160450901227e-10, 2.692525250347627349e-10, 3.979283384222582798e-10, 6.994876673209133623e-10, 3.868666136671673897e-10, 6.559946724647272678e-11, 6.559946724647272678e-11, 2.463366530192557818e-10, 1.840381095341502576e-10, 2.463366530192557818e-10, 2.587023090057197511e-10, 2.692525250347627349e-10
1.908000000000000000e+03, 4.005406072609725772e-10, 2.025434022614329580e-10, 2.153927826409935098e-10, 3.958166472714890195e-10, 2.042041279366705691e-10, 1.174527499109159987e-10, 1.174527499109159987e-10, 3.206366747132046592e-10, 7.065813588903865945e-11, 3.206366747132046592e-10, 7.098047689680795920e-11, 2.025434022614329580e-10
1.909000000000000000e+03, 4.289335407761735415e-10, 2.476992097246572469e-10, 2.572054723261973366e-10, 5.310040222727924144e-10, 2.462843291217802306e-10, 1.316736853236286475e-10, 1.316736853236286475e-10, 2.024956851069249936e-10, 1.112876729255110080e-10, 2.024956851069249936e-10, 2.541095271313035035e-10, 2.476992097246572469e-10
1.910000000000000000e+03, 5.777652221019037466e-10, 1.528582377997858764e-10, 2.287384699164768970e-10, 4.268114584778257912e-10, 2.176651238114094500e-10, 1.146423556363734908e-10, 1.146423556363734908e-10, 3.320034875754620499e-10, 2.057395225288396755e-10, 3.320034875754620499e-10, 1.419299820205656202e-10, 1.528582377997858764e-10
1.911000000000000000e+03, 3.002238234931990617e-10, 1.840435749315539523e-10, 1.971511969654174383e-10, 3.787914163883334655e-10, 1.867797855522391400e-10, 8.359928576172683986e-11, 8.359928576172683986e-11, 1.953905655757956098e-10, 1.678772139266480535e-10, 1.953905655757956098e-10, 1.027748574076073122e-10, 1.840435749315539523e-10
1.912000000000000000e+03, 5.320240231561934560e-10, 1.740986876796085377e-10, 1.401771355246185284e-10, 2.446901095477045001e-10, 1.303865674590037018e-10, 9.015184270079371942e-11, 9.015184270079371942e-11, 1.791911245689426640e-10, 1.217386902207792530e-10, 1.791911245689426640e-10, 9.078706101499825192e-11, 1.740986876796085377e-10
1.913000000000000000e+03, 3.321750511548207098e-10, 1.727337838902934856e-10, 1.753652549541770038e-10, 4.187581284825624500e-10, 1.660672645393145721e-10, 1.307677946122151485e-10, 1.307677946122151485e-10, 2.008137101464392075e-10, 1.628871069392203548e-10, 2.008137101464392075e-10, 5.783104790698509078e-11, 1.727337838902934856e-10
1.914000000000000000e+03, 4.631916955433374965e-10, 1.947499809425188912e-10, 1.906015924299478879e-10, 4.995833214737531099e-10, 1.815902132428230856e-10, 8.891080535787267313e-11, 8.891080535787267313e-11, 1.654268664361883939e-10, 1.976728128097364547e-10, 1.654268664361883939e-10, 2.553607582641537395e-10, 1.947499809425188912e-10
1.915000000000000000e+03, 4.183388989097644608e-10, 7.820006678370834037e-11, 2.121997030002124993e-10, 6.303107133723269802e-10, 2.033614216588860081e-10, 9.168127472512381726e-11, 9.168127472512381726e-11, 2.148950927303409106e-10, 1.679881592734430176e-10, 2.148950927303409106e-10, 2.510392249366911679e-10, 7.820006678370834037e-11
1.916000000000000000e+03, 4.537485810399675434e-10, 1.830529448933064619e-10, 2.511477723574870266e-10, 5.006461813238154737e-10, 2.426205562497857677e-10, 9.363583675020492908e-11, 9.363583675020492908e-11, 2.191240145510058589e-10, 2.429662054939018298e-10, 2.191240145510058589e-10, 2.261429576852870857e-10, 1.830529448933064619e-10
1.917000000000000000e+03, 4.460941517282475685e-10, 2.667142278960169220e-10, 2.541152518771914635e-10, 4.848358108370022460e-10, 2.459175483121780880e-10, 8.722726471134300489e-11, 8.722726471134300489e-11, 2.214089567756222958e-10, 1.220840508235793576e-10, 2.214089567756222958e-10, 1.334157789398192915e-10, 2.667142278960169220e-10
1.918000000000000000e+03, 3.349121676816641371e-10, 2.418274622522483420e-10, 1.066547827348806034e-10, 3.597098312933807527e-10, 9.851768189251451528e-11, 1.437907791782610336e-10, 1.437907791782610336e-10, 5.266887392212845608e-10, 1.907249866007454105e-10, 5.266887392212845608e-10, 2.864885191272545404e-10, 2.418274622522483420e-10
1.919000000000000000e+03, 3.899046553987792475e-10, 1.873435844382082066e-10, 2.764129932067506866e-10, 5.541098857002818700e-10, 2.682244254304340242e-10, 7.730474762670226378e-11, 7.730474762670226378e-11, 2.053158158844681330e-10, 5.451428519525982171e-10, 2.053158158844681330e-10, 4.384705491544070255e-10, 1.873435844382082066e-10
1.920000000000000000e+03, 2.963596380181075612e-10, 3.527830112052904683e-10, 2.733600067877558310e-10, 5.794119438283539258e-10, 2.654028209526024241e-10, 1.092469615134629248e-10, 1.092469615134629248e-10, 1.578316487472714571e-10, 2.125757901185218669e-10, 1.578316487472714571e-10, 2.189596866232613326e-10, 3.527830112052904683e-10
1.921000000000000000e+03, 4.569715060632166612e-10, 1.248244018500783574e-10, 1.508203429995774658e-10, 4.737151875027880228e-10, 1.426185262847293541e-10, 1.117562921558593507e-10, 1.117562921558593507e-10, 2.580780784084259505e-10, 2.098580281456922893e-10, 2.580780784084259505e-10, 1.608776152428152410e-10, 1.248244018500783574e-10
1.922000000000000000e+03, 3.578105928947880574e-10, 1.126820433319137321e-10, 1.516295379894851666e-10, 3.496976402404880026e-10, 1.437060054658688721e-10, 2.057931120168761462e-10, 2.057931120168761462e-10, 2.301397066707303254e-10, 1.738517862864640809e-10, 2.301397066707303254e-10, 3.249846771891129046e-10, 1.126820433319137321e-10
1.923000000000000000e+03, 3.601437765562091865e-10, 3.918027618835283799e-10, 1.018306232150328411e-10, 3.230565547890878417e-10, 9.386985713704528977e-11, 6.664733757904951686e-11, 6.664733757904951686e-11, 3.382580899327919882e-10, 1.724602325084668591e-10, 3.382580899327919882e-10, 3.826161409985780067e-10, 3.918027618835283799e-10
1.924000000000000000e+03, 3.401532339899743663e-10, 3.936934156529715934e-10, 2.095811394205555353e-10, 4.007527877904813734e-10, 2.015657420151082658e-10, 6.800769902335231937e-11, 6.800769902335231937e-11, 2.490708876114730542e-10, 7.810819424284396221e-11, 2.490708876114730542e-10, 2.260032300628754056e-10, 3.936934156529715934e-10
1.925000000000000000e+03, 4.175478344683913307e-10, 1.538169844075427717e-10, 2.082201245716416961e-10, 4.888160283905435871e-10, 2.001703019670498534e-10, 1.572895204837830578e-10, 1.572895204837830578e-10, 2.893735643645758425e-10, 2.288817101299138662e-10, 2.893735643645758425e-10, 1.271918993721630009e-10, 1.538169844075427717e-10
1.926000000000000000e+03, 4.569690956537612932e-10, 2.638687148891826170e-10, 2.303426903365483243e-10, 4.300482443102669933e-10, 2.221017880384508306e-10, 1.243471960544366261e-10, 1.243471960544366261e-10, 2.855331875572628994e-10, 1.967230162833323945e-10, 2.855331875572628994e-10, 1.849165502990133111e-10, 2.638687148891826170e-10
1.927000000000000000e+03, 3.545157177587237236e-10, 2.976301558943141803e-10, 1.460936770509966988e-10, 4.791432522833593550e-10, 1.380149670184948294e-10, 9.462732135146208727e-11, 9.462732135146208727e-11, 2.295166088226465572e-10, 1.133946665765210934e-10, 2.295166088226465572e-10, 2.836081901590520126e-10, 2.976301558943141803e-10
1.928000000000000000e+03, 4.296860896225346837e-10, 2.087431541599674177e-10, 2.003365674028038117e-10, 2.940777038093833106e-10, 1.924843767998887026e-10, 7.012800367071433177e-11, 7.012800367071433177e-11, 2.135680919246562048e-10, 3.298363856664221922e-10, 2.135680919246562048e-10, 3.323641873539788601e-10, 2.087431541599674177e-10
1.929000000000000000e+03, 3.007344916066975261e-10, 1.775274268567555574e-10, 1.378569787499797456e-10, 3.587706778964484994e-10, 1.300293277713241511e-10, 1.165231981670619458e-10, 1.165231981670619458e-10, 2.428158140915558352e-10, 2.068109094741888172e-10, 2.428158140915558352e-10, 9.359107775172407725e-11, 1.775274268567555574e-10
1.930000000000000000e+03, 5.146199039148473122e-10, 1.014784760233992146e-10, 2.337736163138580488e-10, 4.414329578752792155e-10, 2.255954275663461168e-10, 1.092775059939815286e-10, 1.092775059939815286e-10, 2.318199627807016163e-10, 1.956127389827763110e-10, 2.318199627807016163e-10, 9.110549988043146523e-11, 1.014784760233992146e-10
