year, GFDL-ESM4, INM-CM4-8, CNRM-ESM2-1, CanESM5, CESM2-WACCM, ACCESS-ESM1-5, MIROC-ES2L, IPSL-CM6A-LR, NorESM2-LM, INM-CM5-0, TaiESM1, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, NorESM2-MM, CMCC-CM2-SR5
1.872000000000000000e+03, -1.913953306574432689e-01, -1.982258140136758384e-01, 1.410942510660356530e-01, -7.067542525775072360e-02, -2.433303635964381706e-02, -3.112818393227944486e-02, -7.266244559754918286e-02, 9.045063939951461518e-02, -9.843661846145268512e-02, 1.594392767887195528e-01, 6.145290421939620523e-02, -2.680643614911286388e-02, -4.023398158154867232e-01, 1.186777000151477413e-02, 1.805587083309286717e-02, -6.617919489772449149e-01
1.873000000000000000e+03, -1.711030368346319885e-01, -6.916448116855250516e-02, 1.131072627757046152e-02, -7.066716092780722658e-02, -1.084320884860776879e-01, 1.661578367478889345e-02, -1.536701534670799063e-01, 1.072349243527144502e-02, -1.262978155537007874e-01, 3.674526524419965273e-02, 1.490252586732628559e-01, -6.562373043291228059e-02, -2.191012263931219756e-02, -1.157076980808796757e-01, -5.822692451896759741e-02, 1.943499457209925951e-01
1.874000000000000000e+03, -4.253935487495873191e-02, 8.738750298469344369e-02, 9.534809702278158883e-02, 2.012752168625594335e-02, -6.869553665171145018e-02, 1.509611257707209053e-01, -7.626931669194739194e-02, 7.393890757415599868e-02, -8.723295546404764844e-02, 2.173997276177988547e-01, -1.781818595018463958e-01, 2.025419737699723707e-02, -6.099734173182749276e-03, 4.948178909704409323e-02, -1.837946839513097258e-02, 1.913568793969547266e-01
1.875000000000000000e+03, -2.099169756455981639e-01, -1.256409448612702540e-01, -2.061874418312351909e-01, 7.057055235626860656e-02, -5.080313365169490669e-02, 9.735045329736639885e-02, -1.158459515807829660e-01, 3.715586504688972447e-02, -1.112521484192604236e-02, 1.913752654576710288e-01, -1.577272194754909540e-01, -6.141290680938739366e-02, 1.462029662302242738e-01, -6.455371832071465921e-02, 9.076399637771920964e-03, -3.043463275846305383e-01
1.876000000000000000e+03, 4.489855158913641509e-02, 1.429783073345734790e-01, -7.863814743230891635e-02, -1.197723917044633130e-01, -1.435830855378257553e-01, 4.046797992986688602e-02, -7.119236353203990675e-02, -1.257361037368514081e-02, -9.415464785481707233e-02, 1.567359322109516395e-01, 1.296463760019539446e-02, -1.051793624357807433e-01, -2.315553702526936819e-01, 3.709541077269373766e-02, 2.311962665093167391e-02, -1.362881251626393321e-02
1.877000000000000000e+03, -2.901180110654862782e-02, 1.725428236179389965e-02, -5.673680062797049894e-02, -1.900215725996368954e-01, -1.223750432758551471e-01, 5.376296796911212567e-02, -4.785126323118912145e-02, -7.024715747112722508e-02, -2.318589646284877070e-01, 7.425018637043953595e-02, 1.209269891620423226e-01, -2.115978197459005353e-02, 9.130340799709858735e-02, -3.220045719445908255e-02, -5.664101611703856176e-02, -2.398034712956580994e-01
1.878000000000000000e+03, -1.519200777044861506e-02, 1.389028911631829954e-01, 1.098488818170833825e-01, -6.801085286859363810e-02, -9.505963680672999128e-02, 7.042424383625303652e-02, -4.404655704836020480e-02, -5.184741445663084564e-02, -1.027553964938750578e-02, -1.830794902309299255e-01, -1.001769315332562693e-01, -6.033621136868908864e-03, 7.769449149548716960e-02, -6.105916904032206161e-02, -1.403681061637773175e-01, -1.602761208034904628e-01
1.879000000000000000e+03, -7.859455698211609276e-02, 2.213690470396459942e-01, 1.905914130224950834e-02, -1.291029714193808464e-01, -5.082327881324467944e-02, 7.168163437939548133e-02, 2.815062116946662196e-02, 4.024254647844990873e-02, -9.079659319955594998e-02, 1.629117404437081806e-01, -8.069562197285506944e-02, 1.037861232696745684e-01, 2.689249038063189212e-02, 8.319005084108820058e-02, -7.091855419995833631e-02, -8.055850060984218186e-02
1.880000000000000000e+03, -1.699549061934541305e-01, 1.469181506343662513e-01, -9.541334951262106512e-02, -1.310390062612473983e-01, -7.262990592015813873e-02, -2.550275571549793022e-02, -6.054145289077703107e-02, 1.581468898340857299e-01, -9.553351014033062416e-02, -4.262708478293623926e-02, -1.099908635494302317e-01, 9.082529155546754940e-02, -2.176635242672610993e-01, 5.448408428006270426e-02, 4.317299431880662446e-03, 7.456187418475887507e-02
1.881000000000000000e+03, -9.055022718099202395e-02, -9.624280275755313363e-02, -5.199751037411015631e-02, -3.477303355698604936e-02, -1.409626630603893760e-01, 1.098421085897551136e-01, -4.719481897513545104e-02, -2.622344991238942033e-02, -7.719596107385261197e-02, -2.708107433578331169e-01, -2.131823473270297864e-01, -5.367228953902559996e-02, -5.400709401094748452e-02, 1.366807769824309460e-01, -1.476301166508769136e-01, -9.935658770695214581e-02
1.882000000000000000e+03, -5.939975144941595647e-02, -7.575463813959047721e-02, 2.991562430225546895e-02, -4.919423252380896588e-02, -2.606487803485805776e-01, -7.968277236875384931e-03, -9.832797935414942792e-02, 1.977791460337976343e-02, -5.793563188475234910e-02, 2.224281686652829909e-02, 1.972730819870791019e-01, 6.842851644492835284e-02, -6.518099101351727820e-02, -8.098194820987855702e-02, -8.896651631874807897e-02, -2.222888152218825408e-01
1.883000000000000000e+03, -1.135227230996467135e-01, -1.059316367789874813e-01, -9.263243238383579714e-02, -1.832203197941325301e-01, -7.472075502095092137e-02, 4.898111261396987520e-02, -5.004488570264891550e-02, -1.342554510959036509e-02, -7.230206134944766605e-02, 2.499165924382162340e-01, 4.937205414025073319e-02, -6.334928421128388498e-02, -1.960701227549491998e-01, -2.530611685889591622e-02, -9.183073670004675282e-02, 4.225682332426385079e-02
1.884000000000000000e+03, -5.228732254672101981e-02, 4.426889168864506785e-01, 3.796838858153585988e-02, 9.685818111393970642e-02, -6.576053472747848960e-02, 2.022735040630700420e-01, 5.089612611579968221e-02, -4.217930185275665933e-02, -9.418101993209325451e-02, 4.020084341433828867e-01, 2.347905510219690794e-01, -1.142066257031248006e-01, 1.381589137774272003e-01, 1.625971656972245716e-01, -1.084224722409698610e-01, 3.624857575255358011e-02
1.885000000000000000e+03, -7.574935220937452883e-03, -8.800140736645069295e-02, -1.201716027915086804e-01, -8.230559886972213524e-02, 5.828401985736730156e-02, 1.647264517651506888e-01, 2.551933839322507655e-02, -1.083391995940979763e-01, -6.964151005564411800e-02, 3.697589868956636661e-01, -1.749497382343361829e-01, -7.257981966201289270e-02, 1.592012406241718470e-01, 1.418263225719830142e-02, -3.158890447638778437e-02, -2.569498063310970970e-01
1.886000000000000000e+03, -1.268641484352569515e-01, -3.159409633339229084e-01, 1.563603649318435762e-01, -2.226345339882628699e-02, -9.285248277097134240e-02, 1.961808536986024420e-01, -5.055853494649011765e-02, -4.413082468596820490e-02, -2.664687678955876549e-02, -2.507107038380974786e-03, -2.534912541438078537e-01, 5.356160242784053930e-04, -2.363821921269133874e-01, -9.365358422249807357e-02, -3.198102665537316119e-02, -2.286615105659390024e-01
1.887000000000000000e+03, -7.697365402292485892e-02, -1.011137906140255754e-01, -8.210126849502341617e-02, -1.034127949956552273e-01, -1.249307392101293157e-01, 2.372977655500392302e-01, -1.809417173226277598e-01, -4.060115380435436877e-02, -1.319244649777769063e-01, 2.163124173695168961e-01, 7.714138589901936571e-02, -1.967837451755288444e-02, -2.958412701670859457e-01, 4.077197260092845638e-02, 1.015243588836900468e-01, -1.013318302272325500e-01
1.888000000000000000e+03, -1.260238482978039976e-01, 2.136659295419765514e-01, 2.500116264711524372e-01, -9.726482165465803742e-02, -5.426196016383350029e-02, 1.703660357787714630e-01, -8.086388026181494382e-02, -1.583870606515205282e-01, -6.174791733231965729e-02, 8.194523623284330829e-03, 6.414646139447721662e-02, 1.088972322906166072e-02, -2.949325034725495120e-01, 2.306209123019450913e-02, -1.334639360899225469e-01, -3.140455997685792644e-01
1.889000000000000000e+03, -1.660326364116776754e-01, -4.846788682463497311e-02, -1.706916392229285429e-01, -2.748623278199802469e-02, -2.861845236402624226e-02, -2.800466849682191339e-02, -4.771565793287949747e-02, -1.885308028527541216e-02, -2.253890277537297024e-02, -3.243037546119971748e-01, -1.112763375320039994e-01, -1.076399743807479464e-01, -4.751289938819864417e-02, -7.759932647231843061e-02, -3.203743599833001887e-02, -2.415823419508431324e-01
1.890000000000000000e+03, -1.085119856163892366e-01, 1.217876934311486886e-01, 5.216252494919300375e-02, -1.811142862353444169e-02, 1.685178410561928228e-02, -8.224275337321396151e-02, -3.199996031345900965e-02, -5.299124870490595773e-02, -7.468932694709562448e-02, 4.293692746190790888e-01, -3.155443154480744306e-02, -3.858115712081553600e-02, -2.115416480813868960e-01, 4.656810560262408805e-02, -1.107446650313534120e-01, 1.702616339721216843e-01
1.891000000000000000e+03, -3.305950690315196533e-02, 2.063175168729070308e-01, 1.470735288892155990e-01, -1.116906344696648318e-01, -6.328735735599010093e-02, -1.753422501333888051e-01, -5.503260651609669790e-02, -3.196357731907880501e-02, -9.505039829970254872e-02, -1.197879284816181361e-02, 2.246342956614278963e-01, 3.100361480683159685e-02, 8.780531437463785782e-02, 3.042420805153478111e-02, -9.498821919862034113e-02, -9.027660358824012021e-02
1.892000000000000000e+03, -1.306139876441834158e-01, 3.027061382527722055e-01, 8.061920267722241795e-02, -1.012992027678700641e-01, -2.297696201624680606e-02, 1.554354543527343147e-01, -1.696891997474124225e-01, 8.651244259266743786e-02, -4.386145095345584527e-02, -9.234999429676801763e-02, 4.425090622438357379e-02, 4.360118033168657037e-02, -1.339143195666707697e-01, -1.071322008355395095e-01, 5.193758024825675251e-02, 2.849857649305669732e-02
1.893000000000000000e+03, -2.651101232009826503e-01, -7.202132365040439695e-03, 1.141556115730898158e-01, -4.291962064646632352e-02, -1.533845336231191847e-01, 7.073977533631295445e-02, -8.331987758714154424e-02, -5.230783523491687459e-02, -3.011384841954001593e-02, -4.142610203142103875e-02, -1.876993489548006433e-01, -6.756277708490031342e-02, -4.641405100771886505e-02, 9.109484650314672582e-02, -3.084569980056800498e-02, 7.242589388797605887e-02
1.894000000000000000e+03, -1.460012971708460339e-01, -8.607116990453361760e-02, 1.121776117492574720e-01, -7.782585092752161704e-02, -1.076622365157850619e-01, -1.029151562209093679e-01, -1.075610327874085420e-01, -4.627542504899649113e-03, -1.113344854893607017e-01, -5.147981897808718427e-02, -1.708887251401647409e-03, -3.491315662282929062e-03, -4.814933985166602870e-01, 1.735516732438263099e-01, -6.902020465568128871e-02, -4.042200876002641219e-01
1.895000000000000000e+03, -4.595787500327642994e-02, 3.462959418833052444e-02, 1.038932923236325079e-01, -2.427320563001614806e-01, -1.116873148109540428e-02, -5.938497262268381538e-02, 6.166766671179501041e-04, 7.436938619615616336e-03, -7.121756194857994937e-02, 1.171610974865183175e-01, 8.623839457015110288e-02, -2.051425690007279215e-02, 6.068699170836284323e-02, -1.669753808831946906e-01, -6.754574260888236703e-02, 2.763403170142084142e-02
1.896000000000000000e+03, -9.596704637718486697e-02, 3.158979723750695578e-01, -5.170752738601467474e-02, 5.734794800989950758e-02, -4.019130962296844911e-02, 8.294864716713819253e-02, -5.693214260484355527e-02, -7.963597238118938493e-02, 3.329839984168495720e-02, 2.465324601008730965e-01, -1.603566038079657363e-01, -7.894690103878986009e-02, 1.727840789842458591e-01, 1.290671542019141381e-02, -1.631597270321787641e-01, 2.538436913925476435e-02
1.897000000000000000e+03, -6.984928035481843822e-02, -2.438515646952132410e-01, 1.468749950384690139e-01, -2.154157842104525156e-01, -1.128486572849295572e-01, 1.803608616500017303e-01, -1.414907786300256820e-01, -2.129578239523453598e-01, -1.447561087900563481e-01, 1.589083648759855583e-01, 1.139929669397022755e-01, 2.241735054116018172e-02, -3.568433539300783219e-01, -1.542784921373685780e-01, -2.550232007348547051e-03, 3.504198599654820279e-01
1.898000000000000000e+03, -7.952478073750757215e-02, 2.714545661369969221e-01, -7.582313660812865785e-02, -1.960892726478505044e-01, -8.047864274512507576e-02, 1.879708559583553526e-02, 5.243799577726746160e-03, -1.219338448407501913e-01, -4.888245707266570400e-02, 1.856163748554226500e-01, 2.698836454217664119e-02, 1.963171660050032699e-02, -1.252982034760500019e-01, 6.461652808242493440e-02, -4.062317207017598908e-02, -2.826976188670128343e-01
1.899000000000000000e+03, 4.504966069000139808e-03, -2.014428830745591259e-01, 1.298660668214740794e-03, -4.178869791921907551e-02, -6.560286630723261014e-02, 2.319381193993195686e-02, 1.901749458307079588e-01, 9.370064704634117891e-02, -7.978514623944890638e-02, 4.670530978775735975e-02, 5.655890622711679666e-02, -1.135362327649579520e-02, -2.347465252065551455e-01, 5.491911581747701415e-02, -1.411235949158498593e-01, -6.905533688292191108e-02
1.900000000000000000e+03, -1.240496164135715534e-01, 1.261487067594393996e-01, -6.752495092796073628e-02, -3.149191890114589887e-01, -5.511875538821323778e-02, 7.461190668328467057e-02, -8.420164450954462088e-02, -2.294427984254610378e-02, 6.086736021891191693e-03, -1.836022953106978273e-01, -4.384730217165112159e-02, 1.387345484415832275e-01, 3.645632651244477829e-02, -2.389595242700478517e-01, -1.156086386397895266e-01, -3.696911482012177341e-01
1.901000000000000000e+03, 8.498552615450067141e-03, 1.403950721473364374e-02, -2.329379333156831600e-01, -8.045427466863049049e-02, -9.104215757766673245e-02, 2.253977427104345010e-01, -8.767383316281765482e-02, -1.920668783428171877e-01, -8.424140865999749095e-02, -4.147433347152045674e-02, -1.508934558235316692e-01, -6.112345540724559850e-02, 4.558810180240760630e-03, -2.388122986934024528e-01, -1.776091237393656250e-02, -4.034708627301670236e-01
1.902000000000000000e+03, -8.038614194161466942e-02, 2.602552888767140638e-01, -1.588383545885963324e-02, -8.051915652418444036e-02, -5.254709572585896868e-03, 4.838299320901427725e-02, -1.056496159173079541e-01, 2.087679420060467028e-01, 4.370149970900444499e-03, 3.128848568322704082e-01, 3.617194899517277989e-02, 1.492959752584410889e-02, -4.749845016794185248e-01, 1.867040515069646744e-01, -5.519821352335640974e-02, -1.041191956787663325e-01
1.903000000000000000e+03, 9.619055930437615462e-04, 1.757077123078117364e-01, 7.950956688524957183e-02, -1.968185097726594945e-01, -4.614693664283602698e-02, 1.673137206764633289e-01, 2.123840668993649122e-02, -1.298932164490833145e-02, -9.355784965944609344e-02, 4.286976325033280966e-01, -3.974523013861293308e-02, -2.809467033892059165e-02, 2.052846734893764014e-01, 2.819167140498172741e-01, -3.813676913279002989e-02, 5.130852812314184996e-01
1.904000000000000000e+03, 1.713496943933095346e-02, 5.002318101943197259e-01, 7.008723298084022779e-02, 7.916122464696383199e-02, -1.451771204263204440e-01, -9.410194569188633923e-03, -6.304495174857054074e-02, -4.071037722779573720e-04, -4.643299061051983645e-02, 2.476935095430420342e-01, 7.376074623895918780e-02, -1.182699481325406865e-01, 9.768086598783645713e-02, -3.250786430765343488e-02, -2.836285140075829603e-02, 3.515448836250092968e-02
1.905000000000000000e+03, -1.242166463529164044e-01, 2.746055657273088237e-03, 1.203356346771792956e-01, 2.793502908799532988e-02, -5.613482138602510912e-02, 1.009205069119272213e-01, -1.482966443848982296e-01, -2.292401774208340307e-02, -3.142409540106500844e-03, 3.587031099966567771e-01, 8.584979699331458936e-02, -4.976561039722747666e-03, 2.053311115996852079e-02, 8.150554526020879764e-02, -3.507750260460893582e-02, -4.409508671176323169e-01
1.906000000000000000e+03, -2.113243262276894296e-01, 1.997513955500428151e-01, -6.396170903541190111e-02, -6.934477449671792859e-02, -6.542858211716952310e-02, 2.139591015270489449e-02, 3.474677393284073684e-02, 3.395656285373833266e-02, -6.479685258585463070e-02, 3.883363660577134335e-01, -2.083617658220345351e-02, -7.148520882759359756e-03, -2.577209417548174432e-03, 2.083557354941924927e-02, -6.585025183504865376e-02, 5.666956894116197130e-02
1.907000000000000000e+03, -1.842877792503727907e-01, 2.038211420783664074e-01, 2.516580105506444412e-02, -2.005634654172860354e-01, -8.699618350006049772e-02, 7.336978799808661911e-02, -7.821028832832217087e-03, -4.168137737671692017e-02, -7.044436343220035479e-02, 1.184187536518671313e-01, 6.636079899621369349e-02, 3.411273176426571092e-03, -5.331649215723334168e-01, -4.391856557225946346e-03, -5.025616597400643648e-02, -3.485876359823397372e-03
1.908000000000000000e+03, -1.210720530343832868e-01, 2.213675169923708941e-01, -2.459671387958213551e-02, -2.145151648675518163e-01, -3.841735617004723297e-02, 4.790176845056293847e-02, -8.318951728757069397e-02, -1.226669338201054338e-01, -8.184943114772012807e-02, 1.395738726433722043e-01, -2.502151799060711168e-01, -7.131021484897136220e-02, -1.244755267374016289e-01, 7.730319015335385124e-02, -9.723322744393438077e-02, -2.657190633301493299e-01
1.909000000000000000e+03, -1.275731896705038226e-01, 8.125619341595179124e-02, 4.138696206042562220e-02, -3.378868569840954433e-02, -7.083016607815088850e-02, -2.601582521349308230e-01, 2.919756109094810356e-02, 7.485857365212271464e-02, -6.179003815817259854e-02, -1.543847580195957699e-02, 1.287537219064167383e-02, -2.055542765725263954e-01, -6.355343789978488978e-02, 1.572870099040730718e-01, -6.211006277820847743e-02, -1.582384457055248106e-01
1.910000000000000000e+03, -7.277813570230663720e-02, -3.576481193119233071e-01, -1.120354501829116944e-01, -2.712526404920927448e-01, -5.552123387821778638e-02, -3.114443401010127954e-01, -2.979436249380642415e-02, -1.031864382917037637e-01, -2.127244763228952618e-02, 3.634620307039065218e-02, -5.742251980042632070e-02, -3.644610408597151463e-02, -1.166869279166759255e-01, -1.712372146560289243e-01, -2.565371899779792658e-02, 8.392372366629352598e-02
1.911000000000000000e+03, -1.639001178117231727e-02, 3.890155511541769362e-02, 9.159298602480400731e-02, -2.900871288500119216e-01, 7.029968613609018785e-03, -2.186857227388624703e-01, -7.303616326687688287e-02, 6.538425723633452258e-02, 5.332376832159903268e-02, -1.387363357559522614e-01, 2.698622879318609558e-01, -6.709484573121579642e-02, -6.699804718990599872e-02, -1.107461579542776825e-01, -6.085101247677476149e-02, 7.699621538473513938e-02
