year, CanESM5, CNRM-ESM2-1, CMCC-CM2-SR5, INM-CM4-8, NorESM2-LM, CESM2-WACCM, NorESM2-MM, MIROC-ES2L, INM-CM5-0, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, EC-Earth3-Veg, MPI-ESM1-2-LR, UKESM1-0-LL, ACCESS-ESM1-5
1.962000000000000000e+03, 2.819312027074100797e+02, 2.811830964605087502e+02, 2.823053223776673804e+02, 2.827231908401254259e+02, 2.816488248527995779e+02, 2.832983066607599767e+02, 2.813420261308133377e+02, 2.809455650344428932e+02, 2.826312830536011234e+02, 2.802204939041319562e+02, 2.817277345936412871e+02, 2.826764433121334150e+02, 2.796544592186027671e+02, 2.811147607588978303e+02, 2.797352543084845706e+02, 2.819742221680776879e+02
1.963000000000000000e+03, 2.807970396357791856e+02, 2.811438789632589419e+02, 2.823605090306031116e+02, 2.821437538813916035e+02, 2.821380958387683222e+02, 2.822822156851314048e+02, 2.811479619617139178e+02, 2.816524754117596672e+02, 2.823657824738659770e+02, 2.800189801115166688e+02, 2.806664451321527736e+02, 2.828452529440651233e+02, 2.795743651828898351e+02, 2.817254464640534479e+02, 2.790118938310922090e+02, 2.818431174421929200e+02
1.964000000000000000e+03, 2.809234085559623963e+02, 2.822427703613582253e+02, 2.827623919027798820e+02, 2.823281755259407078e+02, 2.824188757191461150e+02, 2.828667955470493212e+02, 2.818854711479778530e+02, 2.813469662369709567e+02, 2.825362191209767389e+02, 2.804009096406369963e+02, 2.801889696912904810e+02, 2.817433471051478477e+02, 2.787911828973637967e+02, 2.805792051273184029e+02, 2.784081391865268529e+02, 2.819166695692491089e+02
1.965000000000000000e+03, 2.815072344517095075e+02, 2.811177850352773362e+02, 2.818138185909526783e+02, 2.815423936990110860e+02, 2.821352036733389355e+02, 2.817910818589751898e+02, 2.803511286697802802e+02, 2.807247914834452445e+02, 2.813716742749494983e+02, 2.797642376811562599e+02, 2.804977260421998722e+02, 2.812551448665904559e+02, 2.788970534637956007e+02, 2.801252477211036762e+02, 2.793260891739745375e+02, 2.816794021485268900e+02
1.966000000000000000e+03, 2.817817094922594379e+02, 2.812826150182012839e+02, 2.839879484684103659e+02, 2.812124012838218619e+02, 2.818276237391974632e+02, 2.816491542191477606e+02, 2.809240133180811654e+02, 2.817831674325925064e+02, 2.813191556963999460e+02, 2.807423871468869834e+02, 2.805538391337111648e+02, 2.827494261809993077e+02, 2.795002689206538662e+02, 2.811463206443264653e+02, 2.788131013629252379e+02, 2.817289792283067982e+02
1.967000000000000000e+03, 2.813446480274359374e+02, 2.813672011133654678e+02, 2.825393162176928854e+02, 2.825009235675830723e+02, 2.824140855471894724e+02, 2.820110618632825776e+02, 2.814199367558944118e+02, 2.807158972377251871e+02, 2.819662506983216304e+02, 2.800406553487476344e+02, 2.808829596881552106e+02, 2.816525516342694573e+02, 2.787816297466724222e+02, 2.805761713424354298e+02, 2.800329986488845861e+02, 2.816754486648277407e+02
1.968000000000000000e+03, 2.813353031768129995e+02, 2.809851099212819463e+02, 2.830865130452897915e+02, 2.816151640229173267e+02, 2.827168087431637673e+02, 2.817681410849818349e+02, 2.818583379622837697e+02, 2.817833322022167408e+02, 2.805775083334310693e+02, 2.810266804805553988e+02, 2.807418893218109019e+02, 2.825724169619346640e+02, 2.790844305369392941e+02, 2.810720088641309076e+02, 2.791666781075463746e+02, 2.820928877061601270e+02
1.969000000000000000e+03, 2.810445571723722082e+02, 2.814632278726290906e+02, 2.823067193475972090e+02, 2.821939131164593846e+02, 2.814055139702794577e+02, 2.824978250016056904e+02, 2.812136866415519307e+02, 2.815381171167159664e+02, 2.814038675241303622e+02, 2.800972770839800887e+02, 2.805322100859482362e+02, 2.819106990318372254e+02, 2.791909852730033776e+02, 2.803972769762218036e+02, 2.782321903555661038e+02, 2.813036902194481854e+02
1.970000000000000000e+03, 2.809019559115733955e+02, 2.808785743727850672e+02, 2.827226380683006255e+02, 2.821248907007382627e+02, 2.822867653740785840e+02, 2.824790914585324231e+02, 2.806361655604534349e+02, 2.822917104800291099e+02, 2.813035805645016580e+02, 2.792845797138077160e+02, 2.797765157107380674e+02, 2.819124215457519540e+02, 2.802201180256914199e+02, 2.800232781000312912e+02, 2.783078869399342352e+02, 2.811699727222077740e+02
1.971000000000000000e+03, 2.811065573025428534e+02, 2.812033946103546782e+02, 2.822770708671577609e+02, 2.826957280929142939e+02, 2.822438755286215155e+02, 2.815244288380481521e+02, 2.815930832048309753e+02, 2.821674557840603939e+02, 2.806404738406285446e+02, 2.793266344377622090e+02, 2.800335373954041529e+02, 2.819079316622041915e+02, 2.806362782909376392e+02, 2.802428512778627692e+02, 2.777320866963269168e+02, 2.819624265278284270e+02
1.972000000000000000e+03, 2.813569012129225939e+02, 2.808102952182367744e+02, 2.822329085090222520e+02, 2.823011900658046898e+02, 2.822718752145020744e+02, 2.819373208685305485e+02, 2.809225382669117721e+02, 2.816517074769864166e+02, 2.818941306572213534e+02, 2.801232895909715239e+02, 2.801395293738902410e+02, 2.824553150234370946e+02, 2.806264634814925216e+02, 2.799351459069172279e+02, 2.798284778922252940e+02, 2.810378912465512826e+02
1.973000000000000000e+03, 2.816095260626615300e+02, 2.811697507566959189e+02, 2.825472020561783779e+02, 2.820268881199088469e+02, 2.815785085731617983e+02, 2.823789339496709090e+02, 2.811936182966115325e+02, 2.810754467897724567e+02, 2.817399419474460274e+02, 2.804328116699834936e+02, 2.807654904285478210e+02, 2.823022282075497742e+02, 2.802764465465222088e+02, 2.805879391714665303e+02, 2.794079192450262781e+02, 2.813379903868698761e+02
1.974000000000000000e+03, 2.821376409804364016e+02, 2.812552733352820269e+02, 2.820729319517834028e+02, 2.822066083421285612e+02, 2.828310387827880845e+02, 2.826852604354292566e+02, 2.812777186675679673e+02, 2.805275859702717867e+02, 2.816746299043451245e+02, 2.801700458860644858e+02, 2.808863654280690980e+02, 2.819692520639840154e+02, 2.808184207343382468e+02, 2.803751501332088196e+02, 2.788706815637484624e+02, 2.820821698939297448e+02
1.975000000000000000e+03, 2.821510456544243084e+02, 2.799230170578939010e+02, 2.825561534668759123e+02, 2.815275220398877423e+02, 2.820847730729250884e+02, 2.825312586756526798e+02, 2.806373743686846183e+02, 2.815617481890420777e+02, 2.817717503454883854e+02, 2.801930552692742253e+02, 2.804679015329024310e+02, 2.818615960956270214e+02, 2.796550351855953522e+02, 2.803373664003191834e+02, 2.788773929750984735e+02, 2.815456534729001419e+02
1.976000000000000000e+03, 2.812067293803185635e+02, 2.814182618956840543e+02, 2.824281242706687749e+02, 2.822346155856217820e+02, 2.819123019804281967e+02, 2.819612536455161376e+02, 2.821245675972148206e+02, 2.819641138717461786e+02, 2.810222256633963411e+02, 2.793579981259380816e+02, 2.813266857182865124e+02, 2.801998308012561552e+02, 2.813855727477317714e+02, 2.794049810743277931e+02, 2.785132548685999154e+02, 2.815986746291653731e+02
1.977000000000000000e+03, 2.810773323446809400e+02, 2.804707972432889846e+02, 2.830612508289160019e+02, 2.821174003109673549e+02, 2.824600368928643661e+02, 2.816047765433942800e+02, 2.815346191425735469e+02, 2.817780817940140423e+02, 2.804213659065122215e+02, 2.790885304026724612e+02, 2.809759460735014613e+02, 2.812513817079014871e+02, 2.808271109435430617e+02, 2.807953120456850797e+02, 2.783473914357833223e+02, 2.821427123295121646e+02
1.978000000000000000e+03, 2.821346820275473419e+02, 2.814023502905819214e+02, 2.827502252497858422e+02, 2.823650363900768525e+02, 2.828239604536876186e+02, 2.824288474051316484e+02, 2.816112370586200768e+02, 2.818490475323571900e+02, 2.813402857576855922e+02, 2.789340796967629217e+02, 2.809796420625780797e+02, 2.823705171439067385e+02, 2.806075156352688964e+02, 2.809883010318989136e+02, 2.796377076941272435e+02, 2.822910338318883987e+02
1.979000000000000000e+03, 2.814569209921783681e+02, 2.819682416693556206e+02, 2.828233035293851003e+02, 2.825359557050663284e+02, 2.817078973662469821e+02, 2.817537746783552279e+02, 2.808304928415014956e+02, 2.823499388864123603e+02, 2.818492924341417165e+02, 2.787245809447687179e+02, 2.808926621128103420e+02, 2.828588661814613943e+02, 2.805230575699425231e+02, 2.809485852572263980e+02, 2.789813317064943590e+02, 2.816896192772705945e+02
1.980000000000000000e+03, 2.818968312570989383e+02, 2.812944683483487438e+02, 2.829790966532872289e+02, 2.821809767698113660e+02, 2.822789215052736154e+02, 2.816783301358819926e+02, 2.811578666330245824e+02, 2.816599790671837695e+02, 2.813905962925056770e+02, 2.796509726978737831e+02, 2.813551538292596774e+02, 2.820452610751881934e+02, 2.804067633638967436e+02, 2.808460250312676294e+02, 2.797751125645832531e+02, 2.818035635318259438e+02
1.981000000000000000e+03, 2.811964705195970282e+02, 2.818982742471452525e+02, 2.828782917152395271e+02, 2.824184514783353848e+02, 2.820946991229310470e+02, 2.822885113323594055e+02, 2.815847397602279329e+02, 2.825008465553950145e+02, 2.814827019892007911e+02, 2.790881107834928230e+02, 2.799103874756146979e+02, 2.834825406549664990e+02, 2.815618749541031320e+02, 2.814513656724272437e+02, 2.794023091398777865e+02, 2.814536395617085418e+02
1.982000000000000000e+03, 2.816985034164054582e+02, 2.814175726236884429e+02, 2.823792100195382204e+02, 2.821642497202996651e+02, 2.822394740712624639e+02, 2.817336866149739194e+02, 2.817332368565569709e+02, 2.825173329486852936e+02, 2.828952224721666653e+02, 2.793727329421982404e+02, 2.808565091945939685e+02, 2.825045786461837451e+02, 2.806151075852245071e+02, 2.806318048218857371e+02, 2.791772011394551782e+02, 2.813671765102022277e+02
1.983000000000000000e+03, 2.821594053558021642e+02, 2.816941743920339150e+02, 2.832905990764504622e+02, 2.811438788089822651e+02, 2.826435111930921948e+02, 2.828221515174303704e+02, 2.809940179645539615e+02, 2.826564949209633255e+02, 2.810947198778478651e+02, 2.805528250250699784e+02, 2.792246093579663579e+02, 2.821042197340085522e+02, 2.810335811572746252e+02, 2.813542721693482918e+02, 2.791740798565919022e+02, 2.824075824095174880e+02
1.984000000000000000e+03, 2.819633279733873792e+02, 2.814973112709703287e+02, 2.818223747052007866e+02, 2.822955508611733535e+02, 2.823717761636571595e+02, 2.815671223842098811e+02, 2.810772282161932480e+02, 2.811534434020907725e+02, 2.815875425076524152e+02, 2.795009430841302560e+02, 2.810525394190869974e+02, 2.813439219543721492e+02, 2.786111101648222643e+02, 2.814892307349901444e+02, 2.790201765268579948e+02, 2.814810756179665532e+02
1.985000000000000000e+03, 2.820763284738341667e+02, 2.817365677356239075e+02, 2.824211325507465631e+02, 2.821285656601253322e+02, 2.820527254018113581e+02, 2.819747718443632039e+02, 2.815848229989111360e+02, 2.819837986020022527e+02, 2.812072503433625457e+02, 2.797992448585862348e+02, 2.809339001480946081e+02, 2.829937928720423201e+02, 2.797138644411536461e+02, 2.816207351338668445e+02, 2.797450619813145067e+02, 2.817248546046694173e+02
1.986000000000000000e+03, 2.819354725729233451e+02, 2.822024904986291176e+02, 2.830781681434342545e+02, 2.825623907897604568e+02, 2.829513339498280402e+02, 2.820966795319453126e+02, 2.810252525298938053e+02, 2.815543952946023296e+02, 2.806142823495685548e+02, 2.792644533673223464e+02, 2.818516450138436085e+02, 2.822491796043656223e+02, 2.795751778423521614e+02, 2.813485476355118067e+02, 2.808553787266643553e+02, 2.822716379381264460e+02
1.987000000000000000e+03, 2.816387178214135929e+02, 2.818837027006476887e+02, 2.825875933053063136e+02, 2.824764378623937660e+02, 2.824584799807372519e+02, 2.826407576327590050e+02, 2.819755497564382267e+02, 2.817574019929043629e+02, 2.815803715371356475e+02, 2.801308878495812564e+02, 2.814787158121984021e+02, 2.818784983982128551e+02, 2.807800546228704661e+02, 2.801770176133663881e+02, 2.797327718557406229e+02, 2.821729979293896804e+02
1.988000000000000000e+03, 2.819924513534880361e+02, 2.825254379649111343e+02, 2.831753002837687063e+02, 2.828060474066052734e+02, 2.829638084223230408e+02, 2.828778206794941639e+02, 2.817592736841921237e+02, 2.824080705559362059e+02, 2.815736029102919815e+02, 2.796528108283653751e+02, 2.806475156282482999e+02, 2.826590292741693702e+02, 2.806597630304338509e+02, 2.814772467349400245e+02, 2.800937195860665838e+02, 2.822593349205995423e+02
1.989000000000000000e+03, 2.818578449575738887e+02, 2.818215814281195435e+02, 2.832185984813582422e+02, 2.832491743592267994e+02, 2.827650003371881553e+02, 2.827582643491189742e+02, 2.823412261102362777e+02, 2.824398930346359862e+02, 2.820949239604648824e+02, 2.803220243730060588e+02, 2.819772764485323364e+02, 2.826964213569034428e+02, 2.806679307926229967e+02, 2.815083091528147179e+02, 2.805035420979624519e+02, 2.820087432564316146e+02
1.990000000000000000e+03, 2.824590268183297326e+02, 2.826301138454555826e+02, 2.823615797883773553e+02, 2.826752725637394406e+02, 2.818717186702286313e+02, 2.831669514423092551e+02, 2.833849084995530347e+02, 2.825821566597803667e+02, 2.817907529709717096e+02, 2.805151275836890932e+02, 2.806191234521143656e+02, 2.824964109066463038e+02, 2.811810325187364583e+02, 2.810776116406299252e+02, 2.805337722676545695e+02, 2.821262763480760896e+02
1.991000000000000000e+03, 2.824260430074163537e+02, 2.815179563648017051e+02, 2.835798953837660292e+02, 2.828731817657418901e+02, 2.824290120283523606e+02, 2.825796187611439905e+02, 2.821259790230383828e+02, 2.831161073389276339e+02, 2.825568330551904523e+02, 2.796984061623697357e+02, 2.809839447835501005e+02, 2.826657394613493466e+02, 2.799880167454646767e+02, 2.807895892906724384e+02, 2.810217301246008788e+02, 2.818093418934285523e+02
1.992000000000000000e+03, 2.810628629836164123e+02, 2.826983715866217040e+02, 2.824356807526060607e+02, 2.820215416479025521e+02, 2.831365420148725320e+02, 2.819802635583520214e+02, 2.824195215612830907e+02, 2.815173024979645220e+02, 2.819386620905434597e+02, 2.790701468670017107e+02, 2.809670597029435157e+02, 2.823017907987583612e+02, 2.811424407871836593e+02, 2.819316926250870665e+02, 2.803623985434618362e+02, 2.818343184632169027e+02
1.993000000000000000e+03, 2.815803035376089269e+02, 2.826341937268236393e+02, 2.818907836307791399e+02, 2.818748442251128949e+02, 2.831826157346251307e+02, 2.819831645105219309e+02, 2.822749301172958667e+02, 2.819635778407744624e+02, 2.814561342289021582e+02, 2.794188150756019127e+02, 2.809760739161690708e+02, 2.825216580399587087e+02, 2.811230095724898774e+02, 2.814651047821816974e+02, 2.807602891997403844e+02, 2.823272133869534173e+02
1.994000000000000000e+03, 2.824639610913974934e+02, 2.821911495465407143e+02, 2.825317974766701923e+02, 2.823583782951388343e+02, 2.828795143622000410e+02, 2.819175884058378756e+02, 2.822485192321902900e+02, 2.819376925425212335e+02, 2.814098157355018657e+02, 2.790035822010312359e+02, 2.811290880381603756e+02, 2.815097144000207550e+02, 2.819324471958352660e+02, 2.820966395756635734e+02, 2.807674041879012634e+02, 2.819043211675421503e+02
1.995000000000000000e+03, 2.828472446756409795e+02, 2.814968635372719064e+02, 2.826689114688536506e+02, 2.826171205367394350e+02, 2.826249118867884249e+02, 2.833444171378097849e+02, 2.815974390611092417e+02, 2.822139008479545623e+02, 2.819428640713496179e+02, 2.798556069292379789e+02, 2.815387715651492044e+02, 2.828459549571866773e+02, 2.814153190999979870e+02, 2.815061478456172495e+02, 2.795860421079437970e+02, 2.824724945903522553e+02
1.996000000000000000e+03, 2.821463585606056768e+02, 2.812620754493506752e+02, 2.826335373747327253e+02, 2.830543512027253996e+02, 2.831536308563075295e+02, 2.819487598915416129e+02, 2.819672276502184332e+02, 2.827631546862790515e+02, 2.822715639704707087e+02, 2.804370868394759668e+02, 2.814457733173821339e+02, 2.822663573452803121e+02, 2.801648696437500803e+02, 2.819077612020875563e+02, 2.808326598893642654e+02, 2.827791198207187904e+02
1.997000000000000000e+03, 2.813222523543657303e+02, 2.820726643079609630e+02, 2.830504882260016757e+02, 2.826827298610417074e+02, 2.824543085184881761e+02, 2.824436069530500504e+02, 2.824298018653611280e+02, 2.822005745681192934e+02, 2.815836312648622766e+02, 2.807112343244566546e+02, 2.814749372891490680e+02, 2.827137462736163798e+02, 2.815455367090420395e+02, 2.819797702878639711e+02, 2.805286954326015803e+02, 2.820917332085552403e+02
1.998000000000000000e+03, 2.824398473791069932e+02, 2.822244421595328276e+02, 2.825697014125096302e+02, 2.831163585685014255e+02, 2.829745710545475390e+02, 2.829733443716311854e+02, 2.825501852857374274e+02, 2.821081280436728775e+02, 2.830167213095771785e+02, 2.806475466786949937e+02, 2.810350697159009314e+02, 2.838308166208851162e+02, 2.805903467473497699e+02, 2.813799938713819984e+02, 2.797689918807609502e+02, 2.837252068251327728e+02
1.999000000000000000e+03, 2.827221170555453114e+02, 2.828456841090941793e+02, 2.836880069816634204e+02, 2.831287955819374815e+02, 2.838203051955206320e+02, 2.822904036875186193e+02, 2.818454108310775155e+02, 2.823247734539926910e+02, 2.825853264333879906e+02, 2.805839090467983397e+02, 2.807201798186285373e+02, 2.827552190259337408e+02, 2.820634633463681098e+02, 2.804908485067996935e+02, 2.800695169694142237e+02, 2.824187809742153945e+02
2.000000000000000000e+03, 2.824552613588583654e+02, 2.829236303007519382e+02, 2.832030817575764559e+02, 2.833320408746492376e+02, 2.838464039930382228e+02, 2.836197206196963521e+02, 2.828070405276474730e+02, 2.826890885323759335e+02, 2.823622056321891591e+02, 2.805360017057682853e+02, 2.806691988782151270e+02, 2.833307806562756355e+02, 2.813495261594199519e+02, 2.812519351005529415e+02, 2.811481837812893900e+02, 2.830589260172948229e+02
2.001000000000000000e+03, 2.826557257512826595e+02, 2.822712437894785467e+02, 2.833374868729509899e+02, 2.829709744129098112e+02, 2.831360878099849288e+02, 2.836892178684769874e+02, 2.821343408178748859e+02, 2.822322824026987860e+02, 2.818334948815926282e+02, 2.812261559185934061e+02, 2.810702108925173093e+02, 2.831557612163978206e+02, 2.822805191081196767e+02, 2.823480362915344699e+02, 2.802130286136728614e+02, 2.830679897874775861e+02
2.002000000000000000e+03, 2.826374930072238953e+02, 2.830457582030204549e+02, 2.838824063911137046e+02, 2.820015912466503778e+02, 2.831524889458647181e+02, 2.839729429031276027e+02, 2.824551383920708645e+02, 2.822514909118876290e+02, 2.827430834653835632e+02, 2.798007355113028893e+02, 2.813091829509565400e+02, 2.827502061464955432e+02, 2.814588382717305990e+02, 2.819063116407182292e+02, 2.808210970196927292e+02, 2.832579473898218794e+02
2.003000000000000000e+03, 2.831297371480549714e+02, 2.829022113769879638e+02, 2.830344028944712136e+02, 2.828344360728958122e+02, 2.826916725920136173e+02, 2.831901873879949108e+02, 2.831507774535292583e+02, 2.820418792223545097e+02, 2.821499093277773795e+02, 2.798496606614982056e+02, 2.823730347214467429e+02, 2.827213903781037061e+02, 2.804770640015210006e+02, 2.818256281819292326e+02, 2.815816702011346138e+02, 2.841622418582745127e+02
2.004000000000000000e+03, 2.821931951145356834e+02, 2.823606179211180347e+02, 2.839289574733704171e+02, 2.831121555455612224e+02, 2.833509582570420662e+02, 2.826858749322625499e+02, 2.823579582588662902e+02, 2.828626104074090790e+02, 2.820849699091655793e+02, 2.805301194736368302e+02, 2.814643645590331857e+02, 2.835630302416299173e+02, 2.814667641277819712e+02, 2.824802443110537524e+02, 2.808381860753120804e+02, 2.843229280481472188e+02
2.005000000000000000e+03, 2.828290452994280599e+02, 2.831774421885782544e+02, 2.842954831712762029e+02, 2.825303714402846822e+02, 2.829115359187597960e+02, 2.836353665759573346e+02, 2.830687280549155389e+02, 2.834291164217210621e+02, 2.827899678064831619e+02, 2.802009274591169969e+02, 2.819071255973170196e+02, 2.841896121848673715e+02, 2.801913707291414539e+02, 2.822650346500798264e+02, 2.813267921926498047e+02, 2.832707888497302520e+02
2.006000000000000000e+03, 2.823610634713106151e+02, 2.819332897452987368e+02, 2.836252655737690134e+02, 2.831606657995606042e+02, 2.832950619075485861e+02, 2.835865544459780949e+02, 2.834011258318130899e+02, 2.834893761171980486e+02, 2.827358472855412970e+02, 2.805719662176239808e+02, 2.815381444163652418e+02, 2.830346566896932927e+02, 2.822583502552416803e+02, 2.827118424655441231e+02, 2.795445309403518195e+02, 2.835605155576340621e+02
2.007000000000000000e+03, 2.823945514088014761e+02, 2.833940623566634827e+02, 2.839844284056126753e+02, 2.824261745071498240e+02, 2.841784549524032855e+02, 2.828321295518592819e+02, 2.824824694749066225e+02, 2.825601989684897717e+02, 2.824279393838618262e+02, 2.803460475922437922e+02, 2.824175425323483637e+02, 2.838385250343282564e+02, 2.825760414701015293e+02, 2.819475987692407557e+02, 2.811983639306183704e+02, 2.824253424989621521e+02
2.008000000000000000e+03, 2.830847076180106114e+02, 2.828212735611581365e+02, 2.834743441423737522e+02, 2.825608670206680131e+02, 2.841025848148316868e+02, 2.830605769283943687e+02, 2.825468676614550532e+02, 2.831635540567622797e+02, 2.827850561398514060e+02, 2.814792759423290249e+02, 2.816815472908177753e+02, 2.844253485373128001e+02, 2.811212641998967570e+02, 2.827184553805672067e+02, 2.799486890739812566e+02, 2.833722275758158844e+02
2.009000000000000000e+03, 2.823629711572405654e+02, 2.833439448068094180e+02, 2.844548561633569079e+02, 2.830159218297443431e+02, 2.827869335811036535e+02, 2.844017895025493772e+02, 2.822427054347214153e+02, 2.827409130840371176e+02, 2.829018389068853025e+02, 2.808398700420005980e+02, 2.822888647397190880e+02, 2.838513887681223764e+02, 2.813659228129779990e+02, 2.815100305957746514e+02, 2.805933175457948892e+02, 2.833290397082603249e+02
2.010000000000000000e+03, 2.822862450982997302e+02, 2.829494296947813723e+02, 2.837941611172046805e+02, 2.836544208343418632e+02, 2.835588453302220842e+02, 2.831857309397102540e+02, 2.828882187290076331e+02, 2.825732082712735860e+02, 2.834090097379387316e+02, 2.801933511158342753e+02, 2.817623847740705401e+02, 2.839521579256238510e+02, 2.816257324302031861e+02, 2.821881163797764884e+02, 2.816730041163456235e+02, 2.831701684763744424e+02
2.011000000000000000e+03, 2.815258104837777182e+02, 2.825465695063929843e+02, 2.848966145074841734e+02, 2.829304994714786972e+02, 2.842409697068306400e+02, 2.829972312538434949e+02, 2.831874629718573146e+02, 2.825564444422150245e+02, 2.817167055824046997e+02, 2.809057859623268314e+02, 2.817688972539122005e+02, 2.835229665648258788e+02, 2.817211598300937681e+02, 2.809557184556508105e+02, 2.823327442529724181e+02, 2.841088650308948331e+02
2.012000000000000000e+03, 2.826523780609962273e+02, 2.829965622173891688e+02, 2.846043121558145685e+02, 2.827195926192786146e+02, 2.831865962118404809e+02, 2.830810599494073472e+02, 2.818683211108612454e+02, 2.826411434811716958e+02, 2.823140863971047452e+02, 2.804860919502104935e+02, 2.824203939218662072e+02, 2.835845911977438618e+02, 2.813169451991257688e+02, 2.811710793598233522e+02, 2.815909033782548931e+02, 2.834420747300146672e+02
2.013000000000000000e+03, 2.836308189652788201e+02, 2.829666141067569356e+02, 2.828942462480787299e+02, 2.829599240875401733e+02, 2.841638307123322420e+02, 2.835120706256265635e+02, 2.823153341664664140e+02, 2.828585983966714252e+02, 2.821704948468995440e+02, 2.816554700437390011e+02, 2.822451553581390158e+02, 2.836728797502941575e+02, 2.827276034620995802e+02, 2.816107730533283870e+02, 2.807757943691454443e+02, 2.827765013117177091e+02
2.014000000000000000e+03, 2.833867077850702003e+02, 2.833252459569094412e+02, 2.831514100740174626e+02, 2.826417765501732333e+02, 2.846797113951222968e+02, 2.839882157710122215e+02, 2.825300642878512463e+02, 2.824424017613135334e+02, 2.821591848255769719e+02, 2.802615289177996942e+02, 2.822243396247183682e+02, 2.835191023294504475e+02, 2.830766948780407120e+02, 2.817835075718471103e+02, 2.814970437138447892e+02, 2.826130276184703689e+02
