year, UKESM1-0-LL, EC-Earth3-Veg, ACCESS-ESM1-5, NorESM2-LM, IPSL-CM6A-LR, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, CESM2-WACCM, TaiESM1, CMCC-ESM2, GFDL-ESM4, INM-CM4-8, CanESM5
1.969000000000000000e+03, 2.090359799276838348e+00, 1.231079116659394623e+00, 1.607258460166874237e+00, 1.237143755225068142e+00, 1.226786584290358473e+00, 1.225141214820780755e+00, 1.467019713986656093e+00, 1.114845415286167984e+00, 1.360029191421555206e+00, 1.141957164058540863e+00, 1.419433389293121461e+00, 1.502536419903369946e+00, 2.157515168324755539e+00, 1.315146195898089676e+00, 1.454065340223063441e+00, 1.396322991573161421e+00
1.970000000000000000e+03, 2.096092689866689174e+00, 1.222690772487615707e+00, 1.651198014046654228e+00, 1.242227087498913640e+00, 1.294596980954585419e+00, 1.211994401114744102e+00, 1.394545407865837916e+00, 1.195922579470446667e+00, 1.383758787356173636e+00, 1.132668044162252752e+00, 1.390371031794000123e+00, 1.440916038408464273e+00, 1.861958362935651534e+00, 1.290342392457492160e+00, 1.470899915183507822e+00, 1.360043424497280773e+00
1.971000000000000000e+03, 2.107985730394109414e+00, 1.284602996914897322e+00, 1.648247911379031594e+00, 1.295700698372536985e+00, 1.287551318582744964e+00, 1.244449315630625108e+00, 1.344769638292259373e+00, 1.148869045917456422e+00, 1.250801787562042300e+00, 1.311461806339356606e+00, 1.384517008431996432e+00, 1.543596492629182082e+00, 1.901974691687723373e+00, 1.352357685381812669e+00, 1.422398092099918854e+00, 1.392338118316780227e+00
1.972000000000000000e+03, 2.099180385549655803e+00, 1.354429263403833739e+00, 1.656697122545268019e+00, 1.288739036644777958e+00, 1.282201815586444305e+00, 1.256268950608209423e+00, 1.455055483736537036e+00, 1.048055183810471025e+00, 1.246975523496514304e+00, 1.208285285326211600e+00, 1.434588761138719359e+00, 1.732890642329430353e+00, 2.280494382100311856e+00, 1.340228720312309330e+00, 1.440695773031426263e+00, 1.400637096948128990e+00
1.973000000000000000e+03, 2.112565534664092137e+00, 1.312918256692976460e+00, 1.679404603028237242e+00, 1.255148447799746103e+00, 1.328816458294601155e+00, 1.259496756916405058e+00, 1.470924352327721341e+00, 1.130671020990431153e+00, 1.347449667783326754e+00, 1.226817519153920788e+00, 1.410649141717955857e+00, 1.660903083854563089e+00, 2.386084588813946361e+00, 1.340695557625595891e+00, 1.463440862188500224e+00, 1.406153611518712765e+00
1.974000000000000000e+03, 2.098948478631491810e+00, 1.308833434953678765e+00, 1.634854876088985387e+00, 1.304325651710944944e+00, 1.261533893366612036e+00, 1.229316178127346504e+00, 1.441727712409919482e+00, 1.041978939075644428e+00, 1.358760044295447722e+00, 1.207724992603105729e+00, 1.483177695235880611e+00, 1.449660987408743384e+00, 2.462771584088784049e+00, 1.299756899063442717e+00, 1.436409748226693539e+00, 1.440460894219665944e+00
1.975000000000000000e+03, 2.095145851643314128e+00, 1.275962015784561476e+00, 1.621217252216170746e+00, 1.368370980158254646e+00, 1.246399360936296885e+00, 1.223052431396125517e+00, 1.451073083499068828e+00, 1.034454536283120785e+00, 1.324461801319382515e+00, 1.114984522079814244e+00, 1.422254574775691394e+00, 1.536960755533122613e+00, 2.398057343798443153e+00, 1.327454381859192845e+00, 1.420486164636044268e+00, 1.443767750951020057e+00
1.976000000000000000e+03, 2.111352052219740649e+00, 1.358525892845044547e+00, 1.641851887879178351e+00, 1.361334330945706439e+00, 1.279794599821992174e+00, 1.218603466367708332e+00, 1.372596974242400014e+00, 1.152183946416716287e+00, 1.456270385108709542e+00, 1.242495497676130434e+00, 1.367170135467649317e+00, 1.525812705341656805e+00, 2.369568228216063055e+00, 1.336914090451901016e+00, 1.475006324341848085e+00, 1.401185338928119917e+00
1.977000000000000000e+03, 2.114825651588619237e+00, 1.362300792683729833e+00, 1.682645565372797858e+00, 1.305448338368736971e+00, 1.259197339535114368e+00, 1.281730977221760215e+00, 1.368349709970766437e+00, 1.166875547537169266e+00, 1.437979034228680675e+00, 1.316158150400028148e+00, 1.419212857712006892e+00, 1.581601893571785267e+00, 2.169050829585519313e+00, 1.336368352350424171e+00, 1.439853752980229995e+00, 1.408143274681020296e+00
1.978000000000000000e+03, 2.127738111389823050e+00, 1.370068396907142105e+00, 1.678545911788558831e+00, 1.327656780663784675e+00, 1.273572397801964184e+00, 1.234278881855503940e+00, 1.391668726582030446e+00, 1.089194203297087382e+00, 1.441791433888213847e+00, 1.224349569780748492e+00, 1.471382388432911803e+00, 1.602843819432789196e+00, 2.125464377040939379e+00, 1.322961191640994461e+00, 1.401193871901480481e+00, 1.435220939075394941e+00
1.979000000000000000e+03, 2.099811603405013383e+00, 1.403434592841261486e+00, 1.695099385825826976e+00, 1.350196579991408630e+00, 1.285660563205077045e+00, 1.241423988632383235e+00, 1.415779345602758532e+00, 1.102265466451671783e+00, 1.441871142668397887e+00, 1.233604399197190338e+00, 1.497261151117041944e+00, 1.364870286069073346e+00, 2.553846585178350281e+00, 1.307891221523124647e+00, 1.433702990826595469e+00, 1.422182142805970884e+00
1.980000000000000000e+03, 2.087120126283897648e+00, 1.375907632745255293e+00, 1.722911860845371512e+00, 1.328130798981496552e+00, 1.314839935448849140e+00, 1.244344664104670262e+00, 1.434693779265381774e+00, 1.114528432271058245e+00, 1.453067532484854096e+00, 1.303386778442223948e+00, 1.484344470745026179e+00, 1.135469349841131681e+00, 2.625472163456196384e+00, 1.296986588923085382e+00, 1.457308270315380794e+00, 1.425008257620442143e+00
1.981000000000000000e+03, 2.064025645999715941e+00, 1.376066910043244107e+00, 1.715603418676618031e+00, 1.227023516403052739e+00, 1.334103906174505028e+00, 1.324538208602901834e+00, 1.422143582197824330e+00, 1.162351886845746751e+00, 1.414786487002434257e+00, 1.247683631845390551e+00, 1.504977093849332981e+00, 1.251000954211527239e+00, 2.503773690704123478e+00, 1.365273914971757874e+00, 1.478902575976240641e+00, 1.420548281476254227e+00
1.982000000000000000e+03, 2.099556981372846742e+00, 1.430400504391718064e+00, 1.735870892148678513e+00, 1.201931168838540342e+00, 1.314424248271920614e+00, 1.264365487426843737e+00, 1.521925015438084561e+00, 1.156407118773841836e+00, 1.411869693428962513e+00, 1.317653009051291013e+00, 1.460508169940636591e+00, 1.380790144348768456e+00, 1.885157273794954680e+00, 1.329755081708309916e+00, 1.421718238663268963e+00, 1.421639032454833140e+00
1.983000000000000000e+03, 2.096426250734049201e+00, 1.395302076635651867e+00, 1.739965030506343435e+00, 1.262705544473991415e+00, 1.259753305539357049e+00, 1.255220555509274583e+00, 1.487303150348165737e+00, 1.137445924967833477e+00, 1.457248342870261615e+00, 1.132622184705022850e+00, 1.547304292443908436e+00, 1.598306989882683604e+00, 2.052725146294129388e+00, 1.436093353687248664e+00, 1.386937513227439300e+00, 1.455481445524733131e+00
1.984000000000000000e+03, 2.107949790231628207e+00, 1.398891548154060249e+00, 1.768664462447538943e+00, 1.333280880885747477e+00, 1.311218236362239331e+00, 1.256678573381280195e+00, 1.448209740109038357e+00, 1.117600346321976357e+00, 1.390508938617375456e+00, 1.293922590880245416e+00, 1.573795914763723047e+00, 1.619642856679957443e+00, 2.266504543213415879e+00, 1.396457932056687667e+00, 1.472415141534350935e+00, 1.433335155155151197e+00
1.985000000000000000e+03, 2.093230946271257942e+00, 1.426532939100627839e+00, 1.757815310916674312e+00, 1.394835110683145585e+00, 1.260737604527561340e+00, 1.237478270642711431e+00, 1.424372879032092420e+00, 1.121443581058554795e+00, 1.401210908058573956e+00, 1.412691435164205700e+00, 1.550825928109605734e+00, 1.568646345134069087e+00, 2.535719814303539099e+00, 1.339623204810122425e+00, 1.436539305481775441e+00, 1.431426280231111736e+00
1.986000000000000000e+03, 2.114680938103651542e+00, 1.462167659288889476e+00, 1.762814229555885071e+00, 1.369686047745299007e+00, 1.349981103443979036e+00, 1.245585813879327208e+00, 1.375817523684935262e+00, 1.073398148306946354e+00, 1.444694487923601445e+00, 1.394212110445347319e+00, 1.533275035485361482e+00, 1.503131416357737837e+00, 2.119112336377425354e+00, 1.348547647452499110e+00, 1.471422630192724457e+00, 1.447000708045496964e+00
1.987000000000000000e+03, 2.084014577392848899e+00, 1.440995259122909600e+00, 1.798285137126805600e+00, 1.400923734821407862e+00, 1.363306270312711677e+00, 1.272296254898184875e+00, 1.383594462549337711e+00, 1.119538120319768515e+00, 1.423184493575724074e+00, 1.265649427308434882e+00, 1.572525472334489249e+00, 1.434284518074990800e+00, 1.942920601132143377e+00, 1.386660798621630386e+00, 1.498608066540576766e+00, 1.432187379584347831e+00
1.988000000000000000e+03, 2.068095390858645910e+00, 1.466276650381797886e+00, 1.765953784296460105e+00, 1.406949603760090595e+00, 1.328881104690422754e+00, 1.275464717223291800e+00, 1.443429985147807404e+00, 1.143122753463737373e+00, 1.459006400531816183e+00, 1.246766656027947118e+00, 1.533296866056516938e+00, 1.571100974208975209e+00, 2.058751791107321427e+00, 1.383743464538903067e+00, 1.451550750905982623e+00, 1.461726865009502330e+00
1.989000000000000000e+03, 2.124946417384269814e+00, 1.428836780831088671e+00, 1.720869623812953719e+00, 1.337130736585039337e+00, 1.389151860660497784e+00, 1.282159390920442510e+00, 1.464123607181161191e+00, 1.165091394228569444e+00, 1.554304791263469987e+00, 1.259864870578712548e+00, 1.547109912104030149e+00, 1.662839792498747027e+00, 2.347884409524060523e+00, 1.387578472873352453e+00, 1.483832106455369892e+00, 1.436992389302239825e+00
1.990000000000000000e+03, 2.157531025747343012e+00, 1.490735152835098498e+00, 1.751138889431946399e+00, 1.367801992869502214e+00, 1.428505265505455535e+00, 1.312137024248345440e+00, 1.472806512395413270e+00, 1.172758868241658758e+00, 1.585708824494186597e+00, 1.273772472273307033e+00, 1.581490391233471016e+00, 1.718550301861224927e+00, 2.642912628587777313e+00, 1.402318049903733765e+00, 1.518429519195669153e+00, 1.481884022764262676e+00
1.991000000000000000e+03, 2.139460179591135880e+00, 1.513658098976544464e+00, 1.747684487196450531e+00, 1.359153653797624761e+00, 1.424526154563607871e+00, 1.251813624384700896e+00, 1.526432806730012359e+00, 1.155357889608027433e+00, 1.527490799058603521e+00, 1.292142672176757712e+00, 1.564288112029904365e+00, 1.799572332569522315e+00, 2.507494513908115952e+00, 1.432702080188454019e+00, 1.444599265996527659e+00, 1.465511256517204597e+00
1.992000000000000000e+03, 2.080224763949422240e+00, 1.491086217401362823e+00, 1.784928938174165314e+00, 1.430794493198622286e+00, 1.369521830354228253e+00, 1.281015971537410758e+00, 1.464167518048666627e+00, 1.199490676940146328e+00, 1.572211972308635408e+00, 1.229673523184766415e+00, 1.620505289689649242e+00, 1.565620891057439401e+00, 2.230994794214880006e+00, 1.339116874115329869e+00, 1.528706743955534186e+00, 1.420839503888765787e+00
1.993000000000000000e+03, 2.094045823268859241e+00, 1.569904336542813583e+00, 1.786980970802837243e+00, 1.476905563298803958e+00, 1.406388254534153281e+00, 1.350164326877411058e+00, 1.464595269438248692e+00, 1.106133581813335542e+00, 1.526369897865977876e+00, 1.396379218439516290e+00, 1.626727164102315992e+00, 1.546830600248976451e+00, 2.213897278433347715e+00, 1.383449544452418634e+00, 1.447096013869318964e+00, 1.433448220954296470e+00
1.994000000000000000e+03, 2.136338144786109172e+00, 1.489585986008703067e+00, 1.727462981100227779e+00, 1.507013100496177316e+00, 1.405396658891801653e+00, 1.299588398970791703e+00, 1.454754820373889368e+00, 1.239385773347877029e+00, 1.552164975044479478e+00, 1.236555595293747922e+00, 1.540654979693854676e+00, 1.618940924383863722e+00, 2.332895232566742472e+00, 1.377993129104186032e+00, 1.504840862125684797e+00, 1.445457115003921045e+00
1.995000000000000000e+03, 2.130622291153829728e+00, 1.467058014097599283e+00, 1.721704075696385061e+00, 1.504889206844425065e+00, 1.419222281325515311e+00, 1.297762953885040593e+00, 1.474212272292784398e+00, 1.190125634557811285e+00, 1.477761293929904962e+00, 1.344305485660720167e+00, 1.531777859380585971e+00, 1.654356411092674284e+00, 2.487723729697584929e+00, 1.456041029072652204e+00, 1.466959531373149384e+00, 1.475584487569978176e+00
1.996000000000000000e+03, 2.144312692909764451e+00, 1.496267735710641311e+00, 1.756433834648585046e+00, 1.473559884993385527e+00, 1.454999988174105141e+00, 1.299271770252875768e+00, 1.474382940152850319e+00, 1.185368570284428991e+00, 1.471030987285538938e+00, 1.386432581145237375e+00, 1.501398536320370791e+00, 1.755284826231653383e+00, 2.568266319097329387e+00, 1.449145379546741275e+00, 1.496909436495679424e+00, 1.431727743744491743e+00
1.997000000000000000e+03, 2.126765527357215912e+00, 1.559463695354364576e+00, 1.772470269302678147e+00, 1.520217791889965753e+00, 1.426496783398987223e+00, 1.345178058545862809e+00, 1.490579484880294237e+00, 1.141515666102309812e+00, 1.446127829601017378e+00, 1.372822138503705158e+00, 1.602348929444403103e+00, 1.618023151421410732e+00, 2.640176332524895031e+00, 1.552610179820119507e+00, 1.511986917356111126e+00, 1.439047971403972337e+00
1.998000000000000000e+03, 2.117294118012922333e+00, 1.568341338862047962e+00, 1.797469953774506468e+00, 1.474426333313371584e+00, 1.443809826377290717e+00, 1.332718852663176579e+00, 1.512220659381271037e+00, 1.194416134972702936e+00, 1.510033857613791275e+00, 1.419379855335434204e+00, 1.548178162479539655e+00, 1.592237809172632801e+00, 2.325953670195496148e+00, 1.483043133705775229e+00, 1.522599932868151429e+00, 1.486810804979959544e+00
1.999000000000000000e+03, 2.160703261288721588e+00, 1.513397006797454480e+00, 1.815464491003871528e+00, 1.474683982076839817e+00, 1.443247849664935911e+00, 1.327590535338288191e+00, 1.510881863422812943e+00, 1.167029267736558351e+00, 1.540597877444568775e+00, 1.383957106840689733e+00, 1.661221096357058835e+00, 1.655422549059299087e+00, 2.269904571133622984e+00, 1.539813663260912735e+00, 1.503497757962573234e+00, 1.489461948782715650e+00
2.000000000000000000e+03, 2.168663318689488584e+00, 1.546687490597451697e+00, 1.827480791938723259e+00, 1.487934421295045162e+00, 1.445043850853558798e+00, 1.343824452854548879e+00, 1.496353714861303308e+00, 1.207450386372493911e+00, 1.597916254169842176e+00, 1.461261878066290487e+00, 1.719775184276383317e+00, 1.660170772517393756e+00, 2.046573157252994601e+00, 1.495939819527126291e+00, 1.527848009229795911e+00, 1.461546229395622287e+00
2.001000000000000000e+03, 2.157311468038134450e+00, 1.649972947688591152e+00, 1.790502072342151640e+00, 1.384230567454049599e+00, 1.385485879692238687e+00, 1.343905647810717863e+00, 1.446805468232528646e+00, 1.146636535970074533e+00, 1.515486118681630856e+00, 1.384172024439271453e+00, 1.605198242344548332e+00, 1.680391462264658742e+00, 2.316008471266377100e+00, 1.481012536731954654e+00, 1.528059328216010870e+00, 1.497398502912150375e+00
2.002000000000000000e+03, 2.205956496448056470e+00, 1.618885617907225072e+00, 1.822638353210991324e+00, 1.427293005404784765e+00, 1.376312480767760027e+00, 1.330322837719968510e+00, 1.534797850272402453e+00, 1.215005763031198116e+00, 1.525017770876959888e+00, 1.270524216497612491e+00, 1.624995152052620906e+00, 1.721461165025073958e+00, 2.641412968007233797e+00, 1.449122688399559378e+00, 1.413716808765641320e+00, 1.486817178632478864e+00
2.003000000000000000e+03, 2.202349694988858353e+00, 1.605840381918328008e+00, 1.730427685280764294e+00, 1.488050571329653682e+00, 1.376690686077681969e+00, 1.301448163876340658e+00, 1.494779083961198740e+00, 1.254747931825429985e+00, 1.510440498640602369e+00, 1.455129294256267247e+00, 1.597186822071570367e+00, 1.683891032062733162e+00, 2.525900915849739192e+00, 1.468268825680284717e+00, 1.506766061363313369e+00, 1.489236292898290070e+00
2.004000000000000000e+03, 2.171984567542909694e+00, 1.704570530798519057e+00, 1.603631854925885447e+00, 1.428381446654185982e+00, 1.394582600569767017e+00, 1.350101227534254544e+00, 1.485349449408034816e+00, 1.267571290417619512e+00, 1.463676379978762432e+00, 1.368228278379665097e+00, 1.564028012453416938e+00, 1.512668284984798772e+00, 2.526717704546162846e+00, 1.555504738527176301e+00, 1.542296819855119017e+00, 1.455808461387494646e+00
2.005000000000000000e+03, 2.219026880938379076e+00, 1.716497008067657148e+00, 1.678421249361637724e+00, 1.432127352764692496e+00, 1.500741845925076756e+00, 1.330155944310044580e+00, 1.533353156841439358e+00, 1.247693261597680348e+00, 1.506185355571933338e+00, 1.542116032750042276e+00, 1.529222607149538504e+00, 1.498174546209068758e+00, 2.085016331389209832e+00, 1.507892472500760528e+00, 1.469234269897988554e+00, 1.509341787349197217e+00
2.006000000000000000e+03, 2.159642754487287597e+00, 1.639644171358219049e+00, 1.769363015406546058e+00, 1.514922002045305138e+00, 1.447717830412074136e+00, 1.332211191958654117e+00, 1.613878287291421909e+00, 1.249250061413883950e+00, 1.549056543288652277e+00, 1.435941135954049264e+00, 1.568153358738246350e+00, 1.642043839009506456e+00, 1.934376990056241752e+00, 1.562287172821182013e+00, 1.512914528544178516e+00, 1.471413832550072520e+00
2.007000000000000000e+03, 2.196805314390141817e+00, 1.706650693870252811e+00, 1.884162258490323705e+00, 1.489149395593039937e+00, 1.454071316828440041e+00, 1.309516603028342718e+00, 1.583240598006501854e+00, 1.164096745749203299e+00, 1.559293237561638179e+00, 1.465364122583996176e+00, 1.595532070145997183e+00, 1.765382594137943073e+00, 2.187946219518645208e+00, 1.582971882342117276e+00, 1.470482702602989189e+00, 1.479617585086330012e+00
2.008000000000000000e+03, 2.215535049357742814e+00, 1.714076497490925055e+00, 1.946512002121060236e+00, 1.471876234331376487e+00, 1.433325646443885493e+00, 1.407876372299351697e+00, 1.455291587035799639e+00, 1.220257352855747879e+00, 1.540715416594506726e+00, 1.425171744357420556e+00, 1.632234823904801679e+00, 1.616419904214167147e+00, 2.545979955429613195e+00, 1.703671180390967654e+00, 1.470999372591443644e+00, 1.505341392683446911e+00
2.009000000000000000e+03, 2.251716687009922779e+00, 1.705016446746335346e+00, 1.856629665814894636e+00, 1.471626109001616056e+00, 1.443891923600670868e+00, 1.349639779453519539e+00, 1.527585415648846423e+00, 1.176536705467767119e+00, 1.508301668163892550e+00, 1.286863566493935851e+00, 1.644490910681540852e+00, 1.606012436079657935e+00, 2.487987262353761331e+00, 1.564390301767193847e+00, 1.465666680664465593e+00, 1.504149099094265418e+00
2.010000000000000000e+03, 2.251310669650581797e+00, 1.698899000826646022e+00, 1.734864659152895783e+00, 1.476804819492473886e+00, 1.435007176394552886e+00, 1.353980167781665189e+00, 1.551901137085335058e+00, 1.280828542635122247e+00, 1.518181940282365305e+00, 1.465656801831114464e+00, 1.505423483913260307e+00, 1.672787991585615419e+00, 2.197187222618552926e+00, 1.480343014276329194e+00, 1.501564965012481823e+00, 1.499668327463358652e+00
2.011000000000000000e+03, 2.223554818058323779e+00, 1.679731195964950574e+00, 1.642250145293534525e+00, 1.439982694861055457e+00, 1.426000851047144025e+00, 1.352528726917270996e+00, 1.439434245223014441e+00, 1.309252860510995875e+00, 1.593524775991197462e+00, 1.513025047013194069e+00, 1.528477987719373266e+00, 1.435566326621003252e+00, 2.373870349767916998e+00, 1.544565665728895754e+00, 1.511502775601388571e+00, 1.445313958591455394e+00
2.012000000000000000e+03, 2.197833999245053516e+00, 1.659925418021464205e+00, 1.722976950511656558e+00, 1.521743325705859684e+00, 1.497274144291947939e+00, 1.309489193009381047e+00, 1.447125795325731046e+00, 1.291455045645685029e+00, 1.554288701744565238e+00, 1.451756416326311916e+00, 1.602496975678646240e+00, 1.488992351078573195e+00, 2.747776244333096418e+00, 1.586273694044718852e+00, 1.548540611022265923e+00, 1.506716724918172101e+00
2.013000000000000000e+03, 2.220928446689489633e+00, 1.716738247830006614e+00, 1.830337419867353432e+00, 1.471977801974981848e+00, 1.448076062134193043e+00, 1.374308434122904599e+00, 1.451526755460047058e+00, 1.301701095257240981e+00, 1.531658253271921399e+00, 1.374877746475434037e+00, 1.607378830147482951e+00, 1.626062216364887458e+00, 2.416706124465098249e+00, 1.612257748712240257e+00, 1.464873702400245836e+00, 1.533151466034226695e+00
2.014000000000000000e+03, 2.223325255809639689e+00, 1.667740623740760597e+00, 1.902513288485485399e+00, 1.502659914902676030e+00, 1.474923916177091288e+00, 1.380121273659731473e+00, 1.469347980255970354e+00, 1.353143161478672418e+00, 1.614780603932199243e+00, 1.340182587334498798e+00, 1.660009872287451227e+00, 1.695242535195854883e+00, 1.737955011997102561e+00, 1.496593848789245396e+00, 1.441188155636178969e+00, 1.511911474973910430e+00
