year, TaiESM1, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-MM, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, NorESM2-LM, CMCC-ESM2, UKESM1-0-LL
1.868000000000000000e+03, 1.022603796066565973e-10, 5.883981133459452027e-11, 1.930839229053389919e-10, 5.846258954648204874e-10, 4.010699028794050993e-11, 2.316742641110857994e-10, 3.911541778566527108e-10, 5.510208289460899070e-10, 2.793368041720118773e-10, 1.762335802839779443e-13
1.869000000000000000e+03, 9.797155917796905954e-11, 5.880183749122759204e-11, 1.964363348075447786e-10, 5.261503624080537046e-10, 4.156172903436952195e-11, 2.311430564233546008e-10, 3.920147466633826292e-10, 5.770142541083715619e-10, 2.777179736049574404e-10, 1.674524753968935650e-13
1.870000000000000000e+03, 9.688336448338965051e-11, 5.860944146468390743e-11, 1.962883737103867290e-10, 5.547540421582143874e-10, 4.265375727159247575e-11, 2.355850609502148129e-10, 3.934607064318685014e-10, 5.338769977619769253e-10, 2.777308454568178055e-10, 1.542128998144054286e-13
1.871000000000000000e+03, 9.492724823310940006e-11, 6.323135024503965647e-11, 2.248327571918074119e-10, 5.470818859684393397e-10, 4.226149384386253886e-11, 2.702147071462553031e-10, 3.916378248270026541e-10, 5.292354209673044835e-10, 2.758571027773465595e-10, 1.519596413187346908e-13
1.872000000000000000e+03, 9.321267859933545954e-11, 6.313407905414226865e-11, 2.251999305569906798e-10, 5.597147577090592193e-10, 4.258885723034520916e-11, 2.734926791160669907e-10, 3.934318906249670037e-10, 5.416455694500861931e-10, 2.687304120954295696e-10, 1.566305820281524073e-13
1.873000000000000000e+03, 9.205076939145714321e-11, 6.346539414945016442e-11, 2.175646305489932263e-10, 5.907623852682022607e-10, 4.344978487870062053e-11, 2.774906389363124729e-10, 3.942332779653447874e-10, 4.899463723740270829e-10, 2.672158858433404698e-10, 2.018667112214997676e-13
1.874000000000000000e+03, 9.002339668140928618e-11, 6.358600409311482062e-11, 2.181136188043173838e-10, 6.024719171571244338e-10, 4.403368285759780929e-11, 2.802896888814744181e-10, 3.958471431562755565e-10, 5.251420577349828033e-10, 2.667820062128170440e-10, 2.337170017367479624e-13
1.875000000000000000e+03, 8.773055218977863830e-11, 6.398007821808827664e-11, 2.180435490073128494e-10, 5.859154677462831031e-10, 4.432099101278664709e-11, 2.847117468475264168e-10, 3.972777875941955180e-10, 5.584577220080756801e-10, 2.664012135226634547e-10, 2.203912465267317648e-13
1.876000000000000000e+03, 8.647900879925926420e-11, 6.438969031747663545e-11, 2.297109605543150923e-10, 5.687169859443789605e-10, 4.366817671254980365e-11, 2.866118831640193568e-10, 3.985974113466448056e-10, 5.328663152030089048e-10, 2.622927327777946536e-10, 2.151900124489243458e-13
1.877000000000000000e+03, 8.553198445121798566e-11, 6.467289707631559920e-11, 2.281458327727780356e-10, 5.717250385786870694e-10, 4.392490691829979496e-11, 2.897608637998958825e-10, 3.987379388526088648e-10, 4.999070614466049057e-10, 2.611354081224399734e-10, 2.695558888759962318e-13
1.878000000000000000e+03, 8.408275597541488355e-11, 6.471702850471203203e-11, 2.316557998042972711e-10, 5.563327939190542542e-10, 4.430497290810018841e-11, 2.908098980847232322e-10, 3.980549553805978800e-10, 5.144396923561953320e-10, 2.594755573380991728e-10, 3.595015959116165526e-13
1.879000000000000000e+03, 8.262238019456392946e-11, 6.477117901410038094e-11, 2.345341907177838750e-10, 5.769368088444881706e-10, 4.474914095512610030e-11, 2.875221173523980761e-10, 3.992417705651527325e-10, 5.012073290316707001e-10, 2.547777108118192555e-10, 4.110658174334058853e-13
1.880000000000000000e+03, 8.137470312976568395e-11, 6.482673165358661891e-11, 2.356624513064557765e-10, 6.104706978488699552e-10, 4.506444008136829776e-11, 2.911709201268876471e-10, 3.998815193186936884e-10, 4.725870571857050660e-10, 2.531280330918198699e-10, 4.120629981054407804e-13
1.881000000000000000e+03, 7.940463198371949927e-11, 6.436519594300544526e-11, 2.269526151136059348e-10, 6.013322816406280144e-10, 4.601453650941996789e-11, 2.896457973312820612e-10, 3.915712723621652976e-10, 4.642414247012432810e-10, 2.547508559711400842e-10, 2.641130571297210003e-12
1.882000000000000000e+03, 7.941478523614299445e-11, 6.447218446912552464e-11, 2.278193220274663297e-10, 6.106132684335239355e-10, 4.669341020171910100e-11, 2.910366422110086796e-10, 3.898944855290308649e-10, 5.222484103064697765e-10, 2.546791631772529222e-10, 6.803214563035991889e-12
1.883000000000000000e+03, 7.966114235163596425e-11, 6.444467749193400814e-11, 2.271070702705927568e-10, 5.552709859883912175e-10, 4.664912561144565396e-11, 2.920812905762176814e-10, 3.880771097120819692e-10, 5.603415025353875867e-10, 2.513516938495751106e-10, 9.472578726561870966e-12
1.884000000000000000e+03, 7.986155877415581871e-11, 6.433820570875278812e-11, 2.275021196015792026e-10, 5.555741064995970364e-10, 4.656017332567728746e-11, 2.919423462345984764e-10, 3.879776142486994702e-10, 5.616113917584907282e-10, 2.491381159642919086e-10, 1.147112554241151824e-11
1.885000000000000000e+03, 7.964030165447921571e-11, 6.427086166268489183e-11, 2.288626028801838531e-10, 5.422652650429190211e-10, 4.721112410810085481e-11, 2.889569992635227174e-10, 3.890713675941024686e-10, 6.356697799512993177e-10, 2.471529838828850139e-10, 1.323589161694257601e-11
1.886000000000000000e+03, 7.763455286974573569e-11, 6.403041616183089966e-11, 2.323289903003438124e-10, 5.480406090400591012e-10, 4.666036642571431346e-11, 2.841137592362055278e-10, 3.892418552527801747e-10, 5.795190929562822565e-10, 2.446637738392609506e-10, 1.478835938545352917e-11
1.887000000000000000e+03, 7.746431774583140671e-11, 6.371025716178966993e-11, 2.305335119469971251e-10, 5.749874234755121310e-10, 4.624728611651359051e-11, 2.847639272390699887e-10, 3.881227116639260440e-10, 5.098824292421622177e-10, 2.405864162741485853e-10, 1.595847703395014388e-11
1.888000000000000000e+03, 7.852991195559813389e-11, 6.360494947561595270e-11, 2.291091778352537734e-10, 6.082131917571607038e-10, 4.637128153882885028e-11, 2.819936965709851876e-10, 3.864075634966895770e-10, 5.729918435578843784e-10, 2.358754996433946096e-10, 1.715198107559993293e-11
1.889000000000000000e+03, 7.726759669357458436e-11, 6.290989734821229431e-11, 2.255980736389654037e-10, 5.666196434832679019e-10, 4.613917841976282389e-11, 2.799435767612399078e-10, 3.853056984795480566e-10, 6.164524265819297998e-10, 2.362879773883348094e-10, 1.940452343057526049e-11
1.890000000000000000e+03, 7.873844003182677763e-11, 6.262211166492608174e-11, 2.274762209283833573e-10, 5.488110116864171017e-10, 4.827088560545034395e-11, 2.758919283967878816e-10, 3.845161362521195579e-10, 6.204236594062955431e-10, 2.486226422582822123e-10, 1.685978351960311249e-11
1.891000000000000000e+03, 7.953193791741250700e-11, 6.556508043489835239e-11, 2.319702095343003716e-10, 5.970560404891325169e-10, 5.057264596046364439e-11, 3.118482409137415801e-10, 4.022879121486450775e-10, 6.152914833767472282e-10, 2.454388322363910346e-10, 1.232014287552891101e-11
1.892000000000000000e+03, 7.985197656788650728e-11, 6.548123396345454455e-11, 2.364722314242405804e-10, 6.095705835020833568e-10, 5.089867244447972077e-11, 3.082689643073442899e-10, 4.017582182431226083e-10, 6.432144100070623589e-10, 2.446959645522036131e-10, 1.085651243935462006e-11
1.893000000000000000e+03, 7.890219554994455571e-11, 6.544693276759031811e-11, 2.386751119633702896e-10, 5.855202590897592670e-10, 5.117601923112379562e-11, 3.099772631105735513e-10, 4.006666926966604051e-10, 5.875861549367336794e-10, 2.424775917585184545e-10, 1.053724452160522151e-11
1.894000000000000000e+03, 7.796274277272191132e-11, 6.535213643964728839e-11, 2.408130286137743572e-10, 5.582689366454877363e-10, 5.200769402805411804e-11, 3.127678271472540872e-10, 3.997588523508667586e-10, 5.415392162108500294e-10, 2.410140240470994311e-10, 1.078749772380602267e-11
1.895000000000000000e+03, 7.842899489428208071e-11, 6.532014768883640114e-11, 2.382963750005274585e-10, 5.826540806457448803e-10, 5.299882163102824539e-11, 3.146617624435347080e-10, 4.005150560492400644e-10, 6.638506765212080449e-10, 2.384619301923067607e-10, 1.086747556809069719e-11
1.896000000000000000e+03, 7.797686070434793171e-11, 6.537993704514883018e-11, 2.403491374504435954e-10, 5.676033256147940384e-10, 5.250718176988894212e-11, 3.179386742441831868e-10, 4.009039369463305809e-10, 6.530055018148890799e-10, 2.316260332563312874e-10, 1.151033946714801763e-11
1.897000000000000000e+03, 7.732734984304615067e-11, 6.521686063085422378e-11, 2.497654126010497201e-10, 5.709438821449034318e-10, 5.295728136793363744e-11, 3.192139458028434319e-10, 4.002081667608996072e-10, 5.252995112208518147e-10, 2.330902639243430791e-10, 1.202524328249044764e-11
1.898000000000000000e+03, 7.775628017291951843e-11, 6.487392504091977385e-11, 2.494525537619544961e-10, 6.060518376353773690e-10, 5.319851913647953347e-11, 3.206763972122377743e-10, 3.976317882350303680e-10, 4.802681370746644144e-10, 2.340915650268189095e-10, 1.250430899058320777e-11
1.899000000000000000e+03, 7.744389644736599681e-11, 6.460769369793506664e-11, 2.537574134680918254e-10, 5.903357844625230508e-10, 5.392800803077437117e-11, 3.206852102953579891e-10, 3.963314844800649896e-10, 5.512136622307475730e-10, 2.279125073071565868e-10, 1.388426447724453542e-11
1.900000000000000000e+03, 8.313050049552445158e-11, 6.451705082743319065e-11, 2.585448240261390229e-10, 6.063599063400338885e-10, 5.824502006804643642e-11, 3.233542700893706836e-10, 3.936783103200735036e-10, 5.638031365251389287e-10, 2.273114980723277553e-10, 1.398699742268099370e-11
1.901000000000000000e+03, 8.277678798147887475e-11, 7.503185288988813552e-11, 2.886396071527628727e-10, 6.132498648096966003e-10, 5.994327518030766565e-11, 3.597086387392189952e-10, 3.959449545289805365e-10, 6.255165476516711159e-10, 2.298062452830366775e-10, 1.350972598661672069e-11
1.902000000000000000e+03, 8.264279036681217625e-11, 7.511192434957740823e-11, 2.895468313542968471e-10, 6.388260929432634160e-10, 6.029215212183428947e-11, 3.612898542289822892e-10, 3.948945119894842981e-10, 6.859156562230390881e-10, 2.318204589172191705e-10, 1.309029018083793911e-11
1.903000000000000000e+03, 8.256439769901842030e-11, 7.572666989747101162e-11, 2.841068055082291249e-10, 6.743098740199213403e-10, 6.144567662637185929e-11, 3.630455798244646328e-10, 3.944187059700673154e-10, 6.805220482229964022e-10, 2.280901861504732023e-10, 1.295792265256851788e-11
1.904000000000000000e+03, 8.303075524440122600e-11, 7.604477684543706456e-11, 2.939331013229063276e-10, 6.397960040015745872e-10, 6.334267028828531762e-11, 3.650331230651072358e-10, 3.943213265611586471e-10, 6.571283533925330885e-10, 2.233009171493121751e-10, 1.323144239944373375e-11
1.905000000000000000e+03, 8.431730910898646453e-11, 7.662442873286943380e-11, 2.959643686158994193e-10, 6.188985931837256662e-10, 6.433000812982441114e-11, 3.668240468426045348e-10, 3.918264934491120176e-10, 6.632629710468540771e-10, 2.214854303919642000e-10, 1.379389483693188188e-11
1.906000000000000000e+03, 8.424345164027745338e-11, 7.705009281266247770e-11, 3.151787526095160938e-10, 6.865724273032626873e-10, 6.493522623454005213e-11, 3.721753593301100148e-10, 3.874274152479290233e-10, 6.344603362213070926e-10, 2.202867780133205650e-10, 1.538205448206469479e-11
1.907000000000000000e+03, 8.462851207231205482e-11, 7.756549585040398025e-11, 3.185665789565940989e-10, 6.836435028128016249e-10, 6.437507728781129984e-11, 3.781555249956170650e-10, 3.875441499443113238e-10, 5.838205270375362223e-10, 2.189576647903187381e-10, 1.623161462993119439e-11
1.908000000000000000e+03, 8.422529788701250767e-11, 7.786147976657841140e-11, 3.102174138514830904e-10, 6.598371186341130095e-10, 6.494151695313648389e-11, 3.805193498318819457e-10, 3.871061091816715237e-10, 6.357828759992363896e-10, 2.199468006395048747e-10, 1.654472931923693648e-11
1.909000000000000000e+03, 8.374284206760906350e-11, 7.821434375526743027e-11, 3.083817364412157020e-10, 6.775481295653894272e-10, 6.528811114203650448e-11, 3.852056727378109233e-10, 3.859083919400197549e-10, 6.475968059998593756e-10, 2.184330394869455540e-10, 1.694469935899636981e-11
1.910000000000000000e+03, 7.206869632085214075e-11, 7.876912370783616429e-11, 3.074391448567327745e-10, 6.912617920067826223e-10, 4.991532827551003373e-11, 3.844531535293847405e-10, 3.843697903783081917e-10, 6.763685873897621326e-10, 2.177907580872684235e-10, 1.304300605288569501e-11
1.911000000000000000e+03, 7.351001638471366004e-11, 5.747234702552335639e-11, 1.048646645825312232e-10, 5.647527472760591773e-10, 3.862804068808159062e-11, 2.315967368216189699e-10, 3.316531408721252286e-10, 6.519505707150385617e-10, 2.114365217626294510e-10, 7.906019833373693705e-12
1.912000000000000000e+03, 7.380296131511690011e-11, 5.680240575654106122e-11, 1.055006875035676787e-10, 6.162469666261194604e-10, 3.607939392851426194e-11, 2.249485321096450796e-10, 3.274628276658583011e-10, 5.982787848550870467e-10, 2.114765405552645242e-10, 5.744019634123037762e-12
1.913000000000000000e+03, 7.003166229014307935e-11, 5.594053942301519943e-11, 1.079663287285119012e-10, 5.922354866762637912e-10, 3.474871637395752232e-11, 2.195101028922857180e-10, 3.235696742474520686e-10, 5.719675671803861079e-10, 2.166766282172792670e-10, 4.726551312852354949e-12
1.914000000000000000e+03, 6.632816516374549381e-11, 5.499913959175647798e-11, 1.073721114523222084e-10, 5.212995976555525187e-10, 3.441702823100856424e-11, 2.132940259632278977e-10, 3.206367295937277637e-10, 6.026539913172648310e-10, 2.142539337167862243e-10, 4.174697030385820499e-12
1.915000000000000000e+03, 6.862359155319775595e-11, 5.400340365978167527e-11, 1.058479605839667909e-10, 5.201419934522738536e-10, 3.362046340662945058e-11, 2.059415410129438962e-10, 3.178763803538447012e-10, 4.934299793469170576e-10, 2.074979193927860691e-10, 3.756392692131203958e-12
1.916000000000000000e+03, 7.151532996675122443e-11, 5.310384390496023566e-11, 1.050401300228977720e-10, 5.321747869990682198e-10, 3.241137304653380668e-11, 1.986467919848583716e-10, 3.164221602402341725e-10, 5.070166174014630917e-10, 2.054079618070321962e-10, 3.437897992050766625e-12
1.917000000000000000e+03, 7.095892915511412527e-11, 5.207337612513842087e-11, 1.043564290655718500e-10, 5.635529631194041091e-10, 3.141939986011679442e-11, 1.908636648591005779e-10, 3.154819988833247815e-10, 5.018778575941301007e-10, 2.015363728444395638e-10, 3.122445307409801534e-12
1.918000000000000000e+03, 6.708571036443625161e-11, 5.063540208071740301e-11, 1.051904630190172860e-10, 5.855208419430122893e-10, 3.122365934239642403e-11, 1.827226492566514880e-10, 3.152776240019073177e-10, 4.801310072280709560e-10, 2.021490019171477289e-10, 2.808332625318754040e-12
1.919000000000000000e+03, 6.626624905289073668e-11, 4.973016072288834424e-11, 1.044658275239175663e-10, 6.032553425957747219e-10, 3.116905883981248741e-11, 1.752455782373939686e-10, 3.156074661543019941e-10, 4.774237826004491302e-10, 2.033804346737316602e-10, 2.538112059570349176e-12
1.920000000000000000e+03, 6.938704521447845824e-11, 4.846669121351333103e-11, 1.055146880011287892e-10, 5.905853913009551981e-10, 3.256427388277305616e-11, 1.683461456289323385e-10, 3.133530244335851195e-10, 5.221027001670142991e-10, 1.885158349578565616e-10, 2.295852643653525485e-12
1.921000000000000000e+03, 7.014971002653406581e-11, 6.428252835787910596e-11, 2.003727747242335010e-10, 6.029155131259568713e-10, 3.437925870905428377e-11, 2.561051445256212667e-10, 3.245721428060557694e-10, 6.185514687551795486e-10, 1.910137209157696884e-10, 2.106053217818308205e-12
1.922000000000000000e+03, 6.957555100741190432e-11, 6.537521993159764805e-11, 2.218679455708837419e-10, 6.350510644207822675e-10, 3.402788716785181888e-11, 2.609849271848442295e-10, 3.238110526014408043e-10, 5.390562298831119921e-10, 1.879164681533409961e-10, 1.922085646869129313e-12
1.923000000000000000e+03, 6.844372377473472065e-11, 6.618304006373192186e-11, 2.234339791348230474e-10, 5.641976442043858711e-10, 3.434982233826413483e-11, 2.660242910934077726e-10, 3.220619829008370047e-10, 5.505815802461296409e-10, 1.863867399744648771e-10, 1.838568064319017830e-12
1.924000000000000000e+03, 7.010026902419295443e-11, 6.716777786962351016e-11, 2.246728732498745472e-10, 5.131710027789224759e-10, 3.468805672388722281e-11, 2.685185477202771232e-10, 3.203293279096893968e-10, 5.067722304263187610e-10, 1.843105975379575157e-10, 1.830583983640344102e-12
1.925000000000000000e+03, 6.950904186318849206e-11, 6.792414135848411788e-11, 2.255759691864776884e-10, 4.982358604358111606e-10, 3.411065026541562022e-11, 2.730408344361886461e-10, 3.190785564054479200e-10, 5.847909242529832071e-10, 1.823752030409406303e-10, 1.756714479894300510e-12
1.926000000000000000e+03, 6.810278515000172189e-11, 6.864314716078145671e-11, 1.203950734994387404e-10, 5.273109102932398000e-10, 3.418488128109837570e-11, 2.775730319765622476e-10, 3.161020232289055978e-10, 5.935802120913924199e-10, 1.790317960049525152e-10, 1.674522311386850710e-12
1.927000000000000000e+03, 6.822182220532605750e-11, 6.958731357763484805e-11, 1.219647549635643707e-10, 5.881057895112588988e-10, 3.392562988671343751e-11, 2.831887645102390363e-10, 3.141565266978101870e-10, 5.267861909238962066e-10, 1.754770656178115350e-10, 1.579256175122345476e-12
1.928000000000000000e+03, 6.860157717329963753e-11, 7.022608992773315021e-11, 1.234359231944675200e-10, 5.154262546780814816e-10, 3.356001173375579512e-11, 2.824046788035443412e-10, 3.133209562030092181e-10, 4.453441191086058578e-10, 1.763652331994798928e-10, 1.490173495685921003e-12
1.929000000000000000e+03, 6.900394261323564145e-11, 7.110928766494151333e-11, 1.253269139000084275e-10, 5.103367393739965083e-10, 3.371931150392031355e-11, 2.881204571455242129e-10, 3.119133213146315971e-10, 4.865157161562852037e-10, 1.776953693117635455e-10, 1.446443277402093035e-12
1.930000000000000000e+03, 6.739182208467690678e-11, 7.228517618561535883e-11, 1.268667159309454775e-10, 6.120593565240785984e-10, 3.543399635257610759e-11, 2.898719109535659848e-10, 3.127785642042390644e-10, 5.780934100645662110e-10, 1.815286250359958953e-10, 1.326171919531520979e-12
1.931000000000000000e+03, 6.805439691230613594e-11, 7.288582774259636209e-11, 1.387296867696542416e-10, 6.198169774378104565e-10, 3.654375447066874077e-11, 2.443188246213228448e-10, 3.022274548670475031e-10, 5.922151016829153318e-10, 1.788972245434845434e-10, 1.152365836923664621e-12
1.932000000000000000e+03, 7.130514682810651187e-11, 7.268205294053766020e-11, 1.446363092161397215e-10, 5.857169440629657262e-10, 3.602070835327886535e-11, 2.407068718086577623e-10, 3.008393675116836080e-10, 5.810869143492424488e-10, 1.846659653439890913e-10, 1.039548556657319125e-12
1.933000000000000000e+03, 7.035011644099209593e-11, 7.277098550415518805e-11, 1.462382939324967253e-10, 5.818346463732797293e-10, 3.618870846084216881e-11, 2.372290237999890429e-10, 2.978457019256813615e-10, 5.024911927422439539e-10, 1.857911732551827738e-10, 9.771153950840589057e-13
1.934000000000000000e+03, 7.082440302243734795e-11, 7.278667197579747685e-11, 1.477178669893121265e-10, 5.867155240790556080e-10, 3.693908858771499251e-11, 2.333619066748075954e-10, 2.966885044644909179e-10, 5.253218630338005105e-10, 1.902473394989017961e-10, 9.456906531517497363e-13
1.935000000000000000e+03, 7.057457223644145916e-11, 7.281849585511053790e-11, 1.503187092895417024e-10, 5.894022654216743526e-10, 3.787267029426738732e-11, 2.301450889433947158e-10, 2.952182930459533528e-10, 6.096261653018012623e-10, 1.880886301372916552e-10, 8.908379051476427638e-13
1.936000000000000000e+03, 7.051041181679837992e-11, 7.287132436523798502e-11, 1.262590588351113079e-10, 5.486678614176531622e-10, 3.803362261699718586e-11, 2.273073638614971286e-10, 2.935515082597405559e-10, 6.099035974248117454e-10, 1.821616238583380319e-10, 8.312575528682515342e-13
1.937000000000000000e+03, 7.142322043962550089e-11, 7.307181658282980610e-11, 1.241012591612914562e-10, 5.358275925106655399e-10, 3.807962525644150853e-11, 2.243204474207032713e-10, 2.922825985201754345e-10, 5.325099240509313581e-10, 1.764246252379855467e-10, 7.958924278668993960e-13
1.938000000000000000e+03, 7.347846502772201510e-11, 7.322530132007761272e-11, 1.268504896154016684e-10, 5.046314291971039673e-10, 3.720938665591344930e-11, 2.198190077426778302e-10, 2.917203704170356126e-10, 5.681604598704500871e-10, 1.819094032610051257e-10, 7.702169001490835044e-13
1.939000000000000000e+03, 7.415733180321875046e-11, 7.312410995458028432e-11, 1.318674473983728315e-10, 5.420460532656975677e-10, 3.704929645608140928e-11, 2.141530762296169340e-10, 2.892973531853535871e-10, 6.067142324579546696e-10, 1.852241973066789898e-10, 7.603128235591157274e-13
1.940000000000000000e+03, 8.201945198705057656e-11, 7.293107516363211330e-11, 1.354596373528438234e-10, 6.409757272087209991e-10, 4.345179431883240913e-11, 2.098718906514593137e-10, 2.890683182312878563e-10, 5.674149633852685831e-10, 1.934139216712485263e-10, 6.784286155743033570e-13
1.941000000000000000e+03, 8.013278632914062440e-11, 6.204097015640724331e-11, 1.236213984342443870e-10, 6.794723166200606357e-10, 4.816645728254016928e-11, 2.159493230313324302e-10, 2.987609204020299649e-10, 5.371717578470888509e-10, 1.893081620143159136e-10, 6.041142952154079018e-13
1.942000000000000000e+03, 8.203864334205373045e-11, 6.140090601571252399e-11, 1.485524416218435983e-10, 6.625585882993073140e-10, 4.969276365651614363e-11, 2.155096919486620603e-10, 2.988615400189370331e-10, 4.861184617043261784e-10, 2.001327280712126600e-10, 5.590241281205571707e-13
1.943000000000000000e+03, 8.125199560300497168e-11, 6.101525763072271791e-11, 1.523801998942434664e-10, 6.355791869700728832e-10, 5.147058440382146366e-11, 2.148510372857539475e-10, 3.000575442122705973e-10, 5.044893137449538369e-10, 1.990370374622369860e-10, 5.063261652319040549e-13
1.944000000000000000e+03, 8.178323888873781293e-11, 6.028397701212062507e-11, 1.521317044519269712e-10, 6.127931348445883934e-10, 5.129321865017103883e-11, 2.144120478869127577e-10, 3.022175938497977639e-10, 5.042077819687709160e-10, 1.934000193492292346e-10, 4.871952958890423065e-13
1.945000000000000000e+03, 8.534923295508610691e-11, 5.983916723447437506e-11, 1.503053657381175094e-10, 6.207867700449496851e-10, 5.201367130938872572e-11, 2.182227353755951146e-10, 3.043627006259360005e-10, 4.736925736139333992e-10, 1.951833227961726454e-10, 4.750264484530993682e-13
1.946000000000000000e+03, 8.598406006571948781e-11, 5.932982640802028525e-11, 1.822492082923334858e-10, 6.061500922307561942e-10, 5.200804552501788632e-11, 2.182140264576963514e-10, 3.047838023337050969e-10, 5.907733795152655229e-10, 1.981636861792603129e-10, 4.529450081042756923e-13
