year, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, CanESM5, TaiESM1, UKESM1-0-LL, NorESM2-LM, NorESM2-MM, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, ACCESS-ESM1-5
1.991000000000000000e+03, 2.201794689536109573e+00, 1.249804022579090956e+00, 1.490373290719548605e+00, 2.066142115219139264e+00, 1.714158320946837621e+00, 3.632575392978979689e+00, 1.126506386782365032e+00, 2.311070928300779315e+00, 1.552060678393760940e+00, 1.636488813561531197e+00, 1.752474172271976549e+00, 2.853175729057630949e+00, 2.409632000754021064e+00, 2.687347474304631945e+00
1.992000000000000000e+03, 2.274553648448574883e+00, 1.413142742924294426e+00, 1.433296416381143024e+00, 2.021030236526127233e+00, 1.640814324915113698e+00, 3.451963401529902331e+00, 1.219436017881113887e+00, 2.070973055023450637e+00, 1.613609098620788052e+00, 1.727932612627744113e+00, 1.728848915805181852e+00, 2.598878646944533077e+00, 2.578875518381662957e+00, 2.687851035409793976e+00
1.993000000000000000e+03, 2.437909035683933023e+00, 1.362405390785335735e+00, 1.442426543146435591e+00, 1.804991807850005348e+00, 1.625954311097091987e+00, 3.411537231621486033e+00, 1.176022669512158725e+00, 2.173784223377768221e+00, 1.645570653767763014e+00, 1.760955185806816869e+00, 1.742433668902166888e+00, 2.673789919704190776e+00, 2.647163949923436732e+00, 2.767553673094078626e+00
1.994000000000000000e+03, 2.179693031684921234e+00, 1.547032467887362595e+00, 1.482780605893972314e+00, 1.964111507711501670e+00, 1.684141964856627149e+00, 3.641454755435107771e+00, 1.125522550725002180e+00, 2.252051865757779492e+00, 1.612584936099032751e+00, 1.721108413102370838e+00, 1.674816488684587767e+00, 2.712779394580631109e+00, 2.527050207889506961e+00, 2.719720077942812342e+00
1.995000000000000000e+03, 2.379516977833852298e+00, 1.379499047618832019e+00, 1.526736893619594637e+00, 1.975640176564483541e+00, 1.704923089926680513e+00, 3.556811084880436624e+00, 1.206457313726428504e+00, 2.144135686253265671e+00, 1.638042338578684198e+00, 1.475313074218751019e+00, 1.759277718547912261e+00, 2.785104101482755556e+00, 2.635856883719151167e+00, 2.742838993523220914e+00
1.996000000000000000e+03, 2.400858451907447844e+00, 1.302625013576806712e+00, 1.560292877669464007e+00, 2.023868934590037583e+00, 1.705363180429164904e+00, 3.586932131652103450e+00, 1.128322683893683731e+00, 2.304933948778440378e+00, 1.640360988741976778e+00, 1.585924805845022600e+00, 1.733095411539470110e+00, 2.891033366975346741e+00, 2.748546075220136053e+00, 2.770349851905102412e+00
1.997000000000000000e+03, 2.424244969705322106e+00, 1.358722752749653484e+00, 1.583954167976155736e+00, 1.964794388534312652e+00, 1.735333154524956845e+00, 3.808195476631160314e+00, 1.316809699182756033e+00, 2.090378475916487844e+00, 1.693497880758964014e+00, 1.738449806272319043e+00, 1.810711514315266557e+00, 2.839452637204168628e+00, 2.742016828679556983e+00, 2.696252870876215457e+00
1.998000000000000000e+03, 2.421420759041325255e+00, 1.264238553544991817e+00, 1.633892422181026483e+00, 1.959249063608312857e+00, 1.688794856081217599e+00, 3.741841579948647745e+00, 1.143179560235010328e+00, 2.232786514262087962e+00, 1.632942626454759072e+00, 1.690388001064915713e+00, 1.711826373905108056e+00, 2.724117954189345880e+00, 2.865552232414988687e+00, 2.865424114988151860e+00
1.999000000000000000e+03, 2.487532580902081403e+00, 1.579521086452111422e+00, 1.617949109932824481e+00, 2.047660887526456808e+00, 1.689452090719150812e+00, 3.654592938011546721e+00, 1.174956938214852364e+00, 2.373041574673930842e+00, 1.443535491238786550e+00, 1.610236940440133546e+00, 1.830473399816099134e+00, 2.858541633373492541e+00, 2.609671873710806445e+00, 2.765137922075057819e+00
2.000000000000000000e+03, 2.540267967466298682e+00, 1.407650750355956326e+00, 1.607891771381907420e+00, 1.961938967050647520e+00, 1.720013571138941710e+00, 3.591731878430479252e+00, 1.218814858164607440e+00, 2.324443001219916205e+00, 1.718476212660108304e+00, 1.670712664417019599e+00, 1.819410748098078567e+00, 2.902099597126771791e+00, 2.731342767788710546e+00, 2.814089021458300977e+00
2.001000000000000000e+03, 2.451526751902077361e+00, 1.498710165712981102e+00, 1.648376321052574145e+00, 2.085101668299761180e+00, 1.703510053069172470e+00, 3.706204225888106496e+00, 1.164282364134205494e+00, 2.538455677184053183e+00, 1.557242111432584952e+00, 1.703734986607103874e+00, 1.685736539332888473e+00, 2.881919485788339674e+00, 2.692675346165915862e+00, 2.799628947661820355e+00
2.002000000000000000e+03, 2.335044572935041085e+00, 1.482254003088559369e+00, 1.573455711327757189e+00, 1.966766595114846972e+00, 1.660827728641548262e+00, 3.576707451246001312e+00, 1.197868642342949430e+00, 2.488568178118498953e+00, 1.498487394864744582e+00, 1.541060134681310645e+00, 1.870620966644678473e+00, 2.838036310780262195e+00, 2.805266123257690314e+00, 2.805382642549743455e+00
2.003000000000000000e+03, 2.441149167475900494e+00, 1.446509441787337868e+00, 1.598958853987369366e+00, 1.948447900231194962e+00, 1.712155701851370893e+00, 3.586424958861745615e+00, 1.216480979756537462e+00, 2.451198341945959314e+00, 1.678429669364954302e+00, 1.663420183575015976e+00, 1.726455262885290276e+00, 2.842252667178645442e+00, 2.571789886358414545e+00, 2.927407000045095131e+00
2.004000000000000000e+03, 2.502394813444776211e+00, 1.411247189355340215e+00, 1.662973921767299412e+00, 2.020645615149874619e+00, 1.675690315125452079e+00, 3.814790600876915239e+00, 1.295083053215239310e+00, 2.406436590592387237e+00, 1.511355962170277900e+00, 1.781292970151359789e+00, 1.787649283481097084e+00, 3.010534660257221606e+00, 2.780642982653129369e+00, 2.892954592936461733e+00
2.005000000000000000e+03, 2.640023511885599028e+00, 1.292694977846720494e+00, 1.706257983892041530e+00, 1.969096071225069355e+00, 1.812830025305659953e+00, 3.794151038890100303e+00, 1.138316735077955943e+00, 2.448083892981935961e+00, 1.529804124943487276e+00, 1.651190414524292160e+00, 1.654546498942250476e+00, 3.069154943463992424e+00, 2.602159315449217747e+00, 2.727466570938771540e+00
2.006000000000000000e+03, 2.542996731970855961e+00, 1.727042783917104973e+00, 1.720320147873039662e+00, 2.149382749669634052e+00, 1.767317058308870648e+00, 3.513000473078658370e+00, 1.163419972306024119e+00, 2.256331911160909254e+00, 1.592412411915574699e+00, 1.561580806123386012e+00, 1.772737556746154963e+00, 3.000837267883971204e+00, 2.572482889249232851e+00, 2.794782298882640070e+00
2.007000000000000000e+03, 2.627257778590975867e+00, 1.539681662009374286e+00, 1.739327701223476685e+00, 1.843627025286038501e+00, 1.790714420704077270e+00, 3.719556140472499273e+00, 1.169506139220890306e+00, 2.372231754061935316e+00, 1.591648685696314125e+00, 1.737399118935608833e+00, 1.793766679718988843e+00, 2.881785811754997706e+00, 2.562318529889997532e+00, 2.698924355866273661e+00
2.008000000000000000e+03, 2.481234425053092441e+00, 1.431169919146469738e+00, 1.817895309669367077e+00, 2.002480904588651356e+00, 1.689099064561328190e+00, 3.773011237183551358e+00, 1.378179274232878004e+00, 2.443687842459344228e+00, 1.693111195963172166e+00, 1.686689683049037658e+00, 1.780037687763575738e+00, 2.942498744063061000e+00, 3.002572643479083148e+00, 2.837816199860610844e+00
2.009000000000000000e+03, 2.397814522822370176e+00, 1.476563049321486076e+00, 1.737374091397562825e+00, 2.066920812080769387e+00, 1.746731960133366846e+00, 3.699308620253424884e+00, 1.149321670780837357e+00, 2.591115404664427135e+00, 1.679898011395415613e+00, 1.685394071148258011e+00, 1.698970241730562103e+00, 2.946293616461202358e+00, 2.772921203301820903e+00, 2.908890221121738673e+00
2.010000000000000000e+03, 2.470809236358062044e+00, 1.566628040544312928e+00, 1.691268801909391772e+00, 2.024615845252895063e+00, 1.724639639989193451e+00, 3.629487238638211544e+00, 1.152072974297450925e+00, 2.471424942177073092e+00, 1.621026601950227075e+00, 1.683233521287667456e+00, 1.756268930409712103e+00, 2.962420840235369113e+00, 2.756702492743160704e+00, 2.858758817264351659e+00
2.011000000000000000e+03, 2.562020872438489860e+00, 1.588706997866334625e+00, 1.723104855046880379e+00, 2.005065370075802544e+00, 1.731406431864850992e+00, 3.557986087131109976e+00, 1.365559079351561289e+00, 2.420878818985480407e+00, 1.679079420913434095e+00, 1.724377008893050789e+00, 1.751828395572689656e+00, 2.927535425394392821e+00, 2.816752455739267358e+00, 2.886925242255503843e+00
2.012000000000000000e+03, 2.476562175004083155e+00, 1.493745042897781206e+00, 1.722734809382958421e+00, 1.984334670093566011e+00, 1.813378036629217815e+00, 3.697025540170377322e+00, 1.128844344601988903e+00, 2.259739697418822857e+00, 1.579233597895526531e+00, 1.676316351358806855e+00, 1.774375879411964396e+00, 2.939376586766300203e+00, 2.799929342244138475e+00, 2.757405722146160976e+00
2.013000000000000000e+03, 2.529609327527961860e+00, 1.615913902239341615e+00, 1.808532008324764684e+00, 2.054750272281501644e+00, 1.782336579049276004e+00, 3.619715387244054838e+00, 1.135277756302757624e+00, 2.382485035060973644e+00, 1.629844732691898557e+00, 1.620086805707888988e+00, 1.793952324565396772e+00, 3.027775384494106437e+00, 2.669799539636493968e+00, 2.711890851452816609e+00
2.014000000000000000e+03, 2.348546880480144150e+00, 1.682986343854397271e+00, 1.685033048108731890e+00, 2.063668102299558882e+00, 1.759081726757218966e+00, 3.875075231207875781e+00, 1.217698599682229821e+00, 2.461499781346572213e+00, 1.635624499655666364e+00, 1.772672356429050078e+00, 1.841446687473812238e+00, 2.958470101138699793e+00, 2.895372337397107643e+00, 2.733343941557793144e+00
