year, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, CanESM5, TaiESM1, UKESM1-0-LL, NorESM2-LM, NorESM2-MM, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, ACCESS-ESM1-5
1.860000000000000000e+03, 2.019618835551451941e+00, 1.138097128046763995e+00, 1.378930390129867956e+00, 1.855760537879011407e+00, 1.376793056910812441e+00, 3.464186570061189574e+00, 1.138379573151942603e+00, 2.159919728243540948e+00, 1.121113007509108028e+00, 1.396767729702852900e+00, 1.402992667490586598e+00, 2.403662725285692581e+00, 2.271397247891770110e+00, 2.156548264532753389e+00
1.861000000000000000e+03, 2.079567970772895791e+00, 1.041664543746799065e+00, 1.386803220537332848e+00, 1.954806746542105955e+00, 1.423844924774466447e+00, 3.476631649475183217e+00, 1.029460085261313163e+00, 2.097304367916219547e+00, 1.257983210985687439e+00, 1.312518436532540633e+00, 1.278665792612514229e+00, 2.436682512640210962e+00, 2.495051981100260718e+00, 2.160889293066764250e+00
1.862000000000000000e+03, 2.056653572760802628e+00, 1.115770397294921112e+00, 1.368224945060417808e+00, 1.810361248732385686e+00, 1.418891227887223661e+00, 3.254409671625786871e+00, 9.607425489271032015e-01, 2.242731136132538605e+00, 1.262107635488026736e+00, 1.313456869713300668e+00, 1.379744043554122834e+00, 2.387452233740545715e+00, 2.430643457659555029e+00, 2.251189749991633793e+00
1.863000000000000000e+03, 1.950941477568174820e+00, 1.314197941344450671e+00, 1.417762447382394209e+00, 1.920611962597476241e+00, 1.346855952144437429e+00, 3.367469936503555861e+00, 1.020540385445984910e+00, 2.202486103254440497e+00, 1.214421172406032534e+00, 1.339270825206960502e+00, 1.338207338524428636e+00, 2.392179266678437610e+00, 2.454038745187006043e+00, 2.217116385096086884e+00
1.864000000000000000e+03, 2.050729036050252585e+00, 1.240302799263970135e+00, 1.420725599425457064e+00, 1.848224904638226196e+00, 1.369006059528270924e+00, 3.267665587896219304e+00, 1.006998253759141315e+00, 2.371196373208298347e+00, 1.101319314831149976e+00, 1.381964813581798790e+00, 1.301796983946275743e+00, 2.298930462958665100e+00, 2.381400838295668176e+00, 2.280440321542294146e+00
1.865000000000000000e+03, 1.932242132695384695e+00, 1.322055042336881092e+00, 1.447847252398096973e+00, 1.940893734216640798e+00, 1.410996723752716120e+00, 3.219265686166609797e+00, 1.004146244494349860e+00, 2.166453499569545027e+00, 1.199613329346189472e+00, 1.322827710518805100e+00, 1.286350321321351853e+00, 2.443448781070985287e+00, 2.276232667110692720e+00, 2.328720773087900042e+00
1.866000000000000000e+03, 1.888929409782600377e+00, 1.086407887816189577e+00, 1.429174436145311367e+00, 1.802092980777473263e+00, 1.332920848190489949e+00, 3.410361744719514920e+00, 1.094225927294635081e+00, 2.034295178428756401e+00, 1.223360093154447270e+00, 1.403198604270707639e+00, 1.303425546364742393e+00, 2.396868404039292244e+00, 2.277465974585788366e+00, 2.306823341945718031e+00
1.867000000000000000e+03, 1.985676907822768511e+00, 1.105415269394093736e+00, 1.432802086369113104e+00, 1.900125621334947335e+00, 1.348785696365638831e+00, 3.412890540870799239e+00, 9.864792779649969034e-01, 2.172935426566163120e+00, 1.181205297152334799e+00, 1.322879810053966487e+00, 1.429817019084337337e+00, 2.384788886587188017e+00, 2.355298323346551648e+00, 2.282218989700332656e+00
1.868000000000000000e+03, 1.884877464857852791e+00, 1.025963291825735535e+00, 1.418555623083539441e+00, 1.852514588759459846e+00, 1.381680756444116476e+00, 3.312441095028598514e+00, 9.045748763258831815e-01, 1.928380736565590281e+00, 1.244660697815801242e+00, 1.134142375442031447e+00, 1.330567645402798371e+00, 2.402187424598413390e+00, 2.386292485089664073e+00, 2.232832879562956396e+00
1.869000000000000000e+03, 2.184356258069906076e+00, 1.165172736943826504e+00, 1.424008653494707177e+00, 1.849835886262995555e+00, 1.370879567037213143e+00, 3.394922901517340996e+00, 9.828380538418278745e-01, 1.948736606698829865e+00, 1.240650766849926923e+00, 1.174527629453338440e+00, 1.383063589708312557e+00, 2.387585564233984936e+00, 2.328133299967041214e+00, 2.297675112693500221e+00
1.870000000000000000e+03, 1.963738447232145079e+00, 1.200638253264241895e+00, 1.344016395266755870e+00, 1.768322575748966230e+00, 1.365642619448425465e+00, 3.195771843881427543e+00, 1.063827019869369117e+00, 1.878637508265991407e+00, 1.211441958214009240e+00, 1.272855825785700112e+00, 1.318014422780210637e+00, 2.355417224049942693e+00, 2.245153891427464021e+00, 2.227854678184536752e+00
1.871000000000000000e+03, 1.944764158728933712e+00, 1.307757207737998861e+00, 1.346739638845181108e+00, 1.890095433583915963e+00, 1.314295366679605559e+00, 3.333845897044291462e+00, 8.746790147401104498e-01, 1.982504099188645785e+00, 1.276845090245592118e+00, 1.234365051252835244e+00, 1.407331416118060341e+00, 2.397085802809180599e+00, 2.394007806566926799e+00, 2.199964637408799106e+00
1.872000000000000000e+03, 1.982351414306774862e+00, 1.295884933712012188e+00, 1.389155583664742677e+00, 1.923089427609703916e+00, 1.381474367051945817e+00, 3.429046529726280657e+00, 9.650285691888954576e-01, 2.072638803441314348e+00, 1.209737982042883075e+00, 1.184005195754387119e+00, 1.231370605224888060e+00, 2.437539112059493807e+00, 2.391219517341831136e+00, 2.245683292345582949e+00
1.873000000000000000e+03, 2.004190478507952733e+00, 1.113322216053964864e+00, 1.376208941156763288e+00, 1.952589535119897635e+00, 1.332062386694415901e+00, 3.325661079727425307e+00, 9.480989262607025791e-01, 2.234325847952260968e+00, 1.169176292187299460e+00, 1.264645824421969156e+00, 1.365185652211928780e+00, 2.421126729027920366e+00, 2.600194620038593918e+00, 2.243238878968843331e+00
1.874000000000000000e+03, 2.006669257674971618e+00, 1.151639474930148843e+00, 1.353287054650543331e+00, 1.720518190025517535e+00, 1.371983677295949722e+00, 3.442087715459743791e+00, 1.001351755764128493e+00, 2.179099387780960129e+00, 1.230059307041994954e+00, 1.245786444944938731e+00, 1.285063257705928219e+00, 2.379208920532581040e+00, 2.257604307991007975e+00, 2.240433631657464009e+00
1.875000000000000000e+03, 1.845997201783683428e+00, 1.036747733371035762e+00, 1.337717457165688684e+00, 1.829233679153549508e+00, 1.477419161719942142e+00, 3.347427869179579130e+00, 1.079352178172356513e+00, 2.027593460314876861e+00, 1.139298165124559503e+00, 1.298278288001472935e+00, 1.373517647228051475e+00, 2.375537620172111009e+00, 2.323085231733786227e+00, 2.240249148896507947e+00
1.876000000000000000e+03, 1.989483715002162922e+00, 1.198532518697300375e+00, 1.323259532317498932e+00, 1.809115236078086442e+00, 1.440447655808557492e+00, 3.399516939977931695e+00, 9.730728008788378514e-01, 2.133952961025889383e+00, 1.154959081996643100e+00, 1.183546065576792872e+00, 1.428165943700925977e+00, 2.373192701356761525e+00, 2.289151705587836538e+00, 2.285514619524387836e+00
1.877000000000000000e+03, 1.974884635759190044e+00, 1.080075392198853068e+00, 1.304974975657345881e+00, 1.934064551769447693e+00, 1.399237529791024226e+00, 3.422520848235783841e+00, 9.283035227698138714e-01, 2.260879296267123362e+00, 1.198097969213421488e+00, 1.265239025271712503e+00, 1.259192710596347409e+00, 2.346683116370777533e+00, 2.321153542926749136e+00, 2.281253750460273455e+00
1.878000000000000000e+03, 2.120003766926925604e+00, 1.164885700387953804e+00, 1.330158322040649432e+00, 1.832915511674575448e+00, 1.374111447918643369e+00, 3.349966556286582353e+00, 1.019239067476186200e+00, 2.450736400408849214e+00, 1.201559665886104966e+00, 1.326426461462237416e+00, 1.428854013675355139e+00, 2.378480041065649697e+00, 2.413188286762728563e+00, 2.265677810125151126e+00
1.879000000000000000e+03, 2.002431688665235132e+00, 1.106642766598303851e+00, 1.365982689650971471e+00, 1.892548741794759959e+00, 1.345444969151305292e+00, 3.295628031163396976e+00, 1.041689643370971252e+00, 2.177921548508895189e+00, 1.236662807693930555e+00, 1.297060174995334769e+00, 1.393506536634196769e+00, 2.390669766662357087e+00, 2.123084355218652686e+00, 2.288048688022647159e+00
1.880000000000000000e+03, 1.868352307007442370e+00, 1.245448534645616778e+00, 1.377293650876350695e+00, 1.804018505370325487e+00, 1.400001067550042722e+00, 3.575923846161503938e+00, 9.892239032501997098e-01, 2.139244309802273314e+00, 1.162367374520410834e+00, 1.206462889532212479e+00, 1.345296797487776530e+00, 2.327762370513154266e+00, 2.360939236108703376e+00, 2.314994210389361484e+00
1.881000000000000000e+03, 1.991865394159414437e+00, 1.182000719789105592e+00, 1.357144772475076033e+00, 1.861446954214861282e+00, 1.469566993944764866e+00, 3.598706452989387294e+00, 1.074459120744664764e+00, 1.921775995644610102e+00, 1.197647984892006301e+00, 1.367648784655920657e+00, 1.365542866279592760e+00, 2.431910150785097979e+00, 2.488866321924217306e+00, 2.264674989103915514e+00
1.882000000000000000e+03, 1.993223915019296077e+00, 1.095848404866022863e+00, 1.344743006614471659e+00, 1.921019044412143328e+00, 1.421504822901507925e+00, 3.357098557967279184e+00, 8.526784835596618040e-01, 2.042130918042020848e+00, 1.186517011144634814e+00, 1.342078475780179581e+00, 1.444239909166211033e+00, 2.355105435135240288e+00, 2.513142760118647789e+00, 2.318296011601592266e+00
1.883000000000000000e+03, 2.049226469828801633e+00, 1.232339873949874098e+00, 1.387569273040358153e+00, 1.882067743813769622e+00, 1.356469903638147345e+00, 3.384192715416872055e+00, 9.635525407432294909e-01, 2.049979342844526986e+00, 1.199163273317924050e+00, 1.189563401712736779e+00, 1.323667860402632401e+00, 2.304499935463053095e+00, 2.456519680085526680e+00, 2.308189887348387703e+00
1.884000000000000000e+03, 1.802425727877609241e+00, 9.678725128575467185e-01, 1.294585998388705361e+00, 1.867656227807644287e+00, 1.427258002875418930e+00, 3.263904793133380000e+00, 8.940306796942516510e-01, 2.130358652753239657e+00, 1.252749555966767181e+00, 1.295261793897251268e+00, 1.419078254078238510e+00, 2.310517396097166110e+00, 2.346686836063477166e+00, 2.246225776966615406e+00
1.885000000000000000e+03, 1.740047379389525917e+00, 9.381838684056834632e-01, 1.299875474670066478e+00, 1.797380999010738334e+00, 1.355518362451314740e+00, 3.342057830628817783e+00, 9.872511180644013562e-01, 2.006195303714856326e+00, 1.312741266289529474e+00, 1.164056684016474330e+00, 1.333844625925133975e+00, 2.249008992034575716e+00, 2.281001140579991038e+00, 2.222669130658945669e+00
1.886000000000000000e+03, 1.827396321192569451e+00, 1.146891996294574279e+00, 1.345253787364095954e+00, 1.945107803166014282e+00, 1.342237851672209770e+00, 3.431032274558880601e+00, 1.076088291155928856e+00, 2.050258505631338046e+00, 1.122138421166015032e+00, 1.228165005674658472e+00, 1.390677939177548117e+00, 2.211864560533169932e+00, 2.344415911427794263e+00, 2.270601425969231535e+00
1.887000000000000000e+03, 1.653963016628181570e+00, 1.205916569725616005e+00, 1.340101629770027447e+00, 1.797853822731797058e+00, 1.366626396192094361e+00, 3.393652430290336586e+00, 1.009755334170722163e+00, 2.246986036921683194e+00, 1.200099232374300051e+00, 1.195396178945726584e+00, 1.240871708895474601e+00, 2.341841597302783295e+00, 2.437522874891565383e+00, 2.236286218028800565e+00
1.888000000000000000e+03, 2.010661093585341508e+00, 1.228674834566511720e+00, 1.307235425304430931e+00, 1.843440347512232957e+00, 1.291165232004246155e+00, 3.421149131584054981e+00, 9.056583009629880499e-01, 2.070030325746230915e+00, 1.214350729107054327e+00, 1.245552584290332554e+00, 1.322067145862891868e+00, 2.343624540186854510e+00, 2.335923235898989425e+00, 2.286187837010511537e+00
1.889000000000000000e+03, 1.848521935752754697e+00, 1.077131493101295190e+00, 1.246313901436851168e+00, 1.836547300622921153e+00, 1.302938964146629797e+00, 3.555208637489011725e+00, 1.033085835719893097e+00, 1.981897176150522188e+00, 1.239182064224572111e+00, 1.160322505913160995e+00, 1.346818724105098175e+00, 2.303216982256605316e+00, 2.190155121408113192e+00, 2.357714156756558488e+00
1.890000000000000000e+03, 1.948238033989082796e+00, 1.200645878027952973e+00, 1.305333870569281185e+00, 1.792762236105332807e+00, 1.328590447635167093e+00, 3.370375083325764631e+00, 9.894293009557927343e-01, 2.156499179151174506e+00, 1.250223744643095269e+00, 1.256460017450607758e+00, 1.387032057913237582e+00, 2.302747040159240921e+00, 2.199183477480719962e+00, 2.369361106430116770e+00
1.891000000000000000e+03, 1.956864280460662631e+00, 1.086098893527543741e+00, 1.324080494664411356e+00, 1.698478326387155901e+00, 1.306541687552356334e+00, 3.421696232351300715e+00, 8.853883150927482903e-01, 1.892792190701076960e+00, 1.224487379264919129e+00, 1.391047023355915568e+00, 1.350882959780497661e+00, 2.290886337156034624e+00, 2.203529901966680526e+00, 2.429850714535909617e+00
1.892000000000000000e+03, 1.866410672822894190e+00, 1.135820200494612298e+00, 1.256371473311352238e+00, 1.838568300652291265e+00, 1.430692536643192847e+00, 3.535021139812860813e+00, 9.671411839588809345e-01, 2.024673086479259698e+00, 1.283281440517112681e+00, 1.275174341941913703e+00, 1.334439709219445103e+00, 2.297272941721618889e+00, 2.354482571500248866e+00, 2.304676846025650594e+00
1.893000000000000000e+03, 1.956498610762317458e+00, 1.136295276292402789e+00, 1.240027372799108019e+00, 1.740360312541403331e+00, 1.409542119269099558e+00, 3.310901141948438209e+00, 1.037002933412666916e+00, 2.165216554239406399e+00, 1.152298315336858225e+00, 1.283982604013005124e+00, 1.333884349890378740e+00, 2.317174709036629476e+00, 2.262137486755597227e+00, 2.333771614279990025e+00
1.894000000000000000e+03, 1.992643970121720676e+00, 1.322245657093008786e+00, 1.317608107223696923e+00, 1.866281674482800135e+00, 1.410801471900996029e+00, 3.511549930585943446e+00, 9.877269616926943607e-01, 2.127212958505039886e+00, 1.226819045486197135e+00, 1.257380779450230079e+00, 1.382357020409003656e+00, 2.254711691775592275e+00, 2.330696329564315494e+00, 2.402231987279189518e+00
1.895000000000000000e+03, 2.069152838440653674e+00, 1.215171923078966820e+00, 1.277747142348051979e+00, 1.915203955658513646e+00, 1.416808636041504421e+00, 3.497745915652934912e+00, 9.747771365062448679e-01, 2.043470055997217649e+00, 1.361684709132266136e+00, 1.321693601126622042e+00, 1.377324141172318939e+00, 2.331944020140841012e+00, 2.415793359249964301e+00, 2.384426529597994726e+00
1.896000000000000000e+03, 2.041482093320922342e+00, 1.070716770222950753e+00, 1.260160227106222885e+00, 1.860995791323436288e+00, 1.402635537567298307e+00, 3.401446597687035389e+00, 1.040351687494357913e+00, 2.152674452350939571e+00, 1.161973266361903123e+00, 1.265335576803519935e+00, 1.261307107981680886e+00, 2.356029276409937978e+00, 2.350209799347092954e+00, 2.258199346179513345e+00
1.897000000000000000e+03, 1.874837368789470826e+00, 1.236608382829617936e+00, 1.268631431566835444e+00, 1.793802870669625849e+00, 1.359192891320917251e+00, 3.561251382347615291e+00, 9.366790307665094906e-01, 2.043227284302454372e+00, 1.196263173688657977e+00, 1.289753807470250146e+00, 1.390412125044778513e+00, 2.259773058410782021e+00, 2.267370520799723010e+00, 2.305065084848337609e+00
1.898000000000000000e+03, 2.153379645520057561e+00, 1.138667930456306765e+00, 1.274322660061500745e+00, 1.791925267391913046e+00, 1.306354889635890304e+00, 3.502069566745521723e+00, 9.604518759946577555e-01, 2.005303904266017678e+00, 1.166852549839351161e+00, 1.269797289704503118e+00, 1.388248220385678744e+00, 2.354589421194117183e+00, 2.518541795785967263e+00, 2.351642387685693336e+00
1.899000000000000000e+03, 2.172106371183197826e+00, 1.273261169904072343e+00, 1.343444278007097203e+00, 1.948943256860288464e+00, 1.266869304253585682e+00, 3.474252437066633004e+00, 9.907482612867934968e-01, 2.072432117268190321e+00, 1.278756971763914230e+00, 1.295872297672413076e+00, 1.279479383638543188e+00, 2.312588805229441657e+00, 2.430711299788269386e+00, 2.332831393761593652e+00
1.900000000000000000e+03, 1.860671371552119480e+00, 1.196460727638915866e+00, 1.290154764885709016e+00, 1.951700112149153066e+00, 1.379032098622430924e+00, 3.448602711953140165e+00, 1.028906373922964468e+00, 2.249497306914735262e+00, 1.109665320699515290e+00, 1.287361599939625734e+00, 1.339822826296200642e+00, 2.362480355524883002e+00, 2.308250996619206852e+00, 2.298848983875207530e+00
1.901000000000000000e+03, 1.952457347444373825e+00, 1.138752432701679362e+00, 1.338296542025675162e+00, 1.949051890583231916e+00, 1.306343689254681806e+00, 3.566607361469442239e+00, 1.087657509479871276e+00, 2.042985682304355066e+00, 1.288381063766916412e+00, 1.234718268761551885e+00, 1.363168810394205677e+00, 2.256810307960318784e+00, 2.264168489366917392e+00, 2.259960538205155078e+00
1.902000000000000000e+03, 1.983326182920125857e+00, 1.292268008448130390e+00, 1.328435234801605525e+00, 1.906971559353448420e+00, 1.342233293938335237e+00, 3.615702504546244533e+00, 9.658962116333482673e-01, 2.056415922735780555e+00, 1.289154172376807628e+00, 1.319850068974868673e+00, 1.314456389069589726e+00, 2.369728528374276166e+00, 2.208454657643312835e+00, 2.360127295197049335e+00
1.903000000000000000e+03, 1.986405237258075385e+00, 1.093314454961646920e+00, 1.250678000175094784e+00, 1.812955617682068032e+00, 1.339599944053879499e+00, 3.681533257890500010e+00, 1.042212229093933962e+00, 2.169336758832958623e+00, 1.284232262251960188e+00, 1.395565274647582399e+00, 1.405556891623263693e+00, 2.291753595097751894e+00, 2.144737684286067037e+00, 2.347479127323396142e+00
1.904000000000000000e+03, 2.077696179299967749e+00, 1.050886090074094614e+00, 1.297039899448836797e+00, 1.828297643685171003e+00, 1.377391260982598897e+00, 3.352338952211101564e+00, 9.878662251465549771e-01, 2.158326800113039567e+00, 1.228642814768675873e+00, 1.205836086006731867e+00, 1.327583099490688978e+00, 2.183616892473533966e+00, 2.500746167813391985e+00, 2.346218837072756802e+00
1.905000000000000000e+03, 2.155738223787525776e+00, 1.129536047818480382e+00, 1.319793693120336453e+00, 1.855522949366749552e+00, 1.378504864541983954e+00, 3.398525039266323766e+00, 9.452624955624217007e-01, 2.048483961840231071e+00, 1.256833456477678190e+00, 1.326971114294301035e+00, 1.279341729968691332e+00, 2.232448930149598887e+00, 2.409255045538695850e+00, 2.320196851866995313e+00
1.906000000000000000e+03, 2.013093309843609457e+00, 1.020429182122568390e+00, 1.285785598270271501e+00, 1.869508930733764673e+00, 1.439629665109266821e+00, 3.598481364615564004e+00, 1.036372370405417520e+00, 2.163974966489169205e+00, 1.233391069895435566e+00, 1.344360380427161994e+00, 1.387309682202433558e+00, 2.265406436480287944e+00, 2.495167121192697124e+00, 2.352358513356986869e+00
1.907000000000000000e+03, 1.896772891437554120e+00, 1.299816445788119390e+00, 1.301765442234228631e+00, 1.877114047237981698e+00, 1.319789485338509927e+00, 3.503226584258022580e+00, 9.942232092075794503e-01, 2.098965061852018366e+00, 1.242755005613426889e+00, 1.276642090058100809e+00, 1.450695367441327877e+00, 2.293480022148369102e+00, 2.432382242291211583e+00, 2.401101148919600803e+00
1.908000000000000000e+03, 1.844465165683544683e+00, 1.229210227047252246e+00, 1.269052020201464348e+00, 1.865657645109305873e+00, 1.365951214548329018e+00, 3.505285512097001899e+00, 1.126341079241859111e+00, 2.054634570691767248e+00, 1.351875389120894555e+00, 1.243841452990461338e+00, 1.370679537019763528e+00, 2.319833198565553811e+00, 2.403122879963013769e+00, 2.421745200026428346e+00
1.909000000000000000e+03, 1.933862377067629978e+00, 1.093021974812300678e+00, 1.315210456668197692e+00, 1.937358185397564547e+00, 1.322401986603680246e+00, 3.546081769434572095e+00, 9.695869519559265903e-01, 2.043482776751970320e+00, 1.348297403057608257e+00, 1.295101705678784132e+00, 1.308562220518759922e+00, 2.260583118257225799e+00, 2.425537596066733581e+00, 2.482367932363173324e+00
1.910000000000000000e+03, 1.869907573401857537e+00, 1.037269337280149140e+00, 1.255703147807580189e+00, 1.819741527490879474e+00, 1.399209160644711236e+00, 3.721672979171128492e+00, 1.010313688186385672e+00, 1.980124655822460999e+00, 1.328410299918965531e+00, 1.326810161112127684e+00, 1.347661485768793632e+00, 2.308671859367504631e+00, 2.347265309307523307e+00, 2.428945919848910062e+00
1.911000000000000000e+03, 2.020510213376323527e+00, 1.115091634560905876e+00, 1.291671922962753571e+00, 1.778774622303456399e+00, 1.418765261692251922e+00, 3.653381370085247326e+00, 8.794347549971752720e-01, 2.179432129780006111e+00, 1.249890619743818876e+00, 1.222097926902878218e+00, 1.348197502943400128e+00, 2.354906057510079531e+00, 2.531997721561246806e+00, 2.366704232338283198e+00
1.912000000000000000e+03, 1.956967490029672074e+00, 9.549667924858689094e-01, 1.284545554982809090e+00, 1.874180676885383479e+00, 1.386938749784650815e+00, 3.722930404373741897e+00, 9.934667720539138713e-01, 2.010803212203467805e+00, 1.328507501042272887e+00, 1.309821707703326288e+00, 1.397729505840477504e+00, 2.333118483630053142e+00, 2.147523882659821304e+00, 2.356311308554450701e+00
1.913000000000000000e+03, 2.049863978432718614e+00, 1.181171498550293020e+00, 1.280701842002374580e+00, 1.960621594100602882e+00, 1.368094821334526090e+00, 3.472713547888615970e+00, 1.022067426642883747e+00, 2.149392101384079101e+00, 1.263074308292739367e+00, 1.281288900226515981e+00, 1.399023671143275083e+00, 2.260519204870865995e+00, 2.523364218631173550e+00, 2.261824204798881688e+00
1.914000000000000000e+03, 1.996736969467461265e+00, 1.097757793130645920e+00, 1.281667063497687664e+00, 1.793431622391007840e+00, 1.398254396233822305e+00, 3.150357563331617428e+00, 1.102159750575920194e+00, 2.027622989816943555e+00, 1.230281367104125723e+00, 1.286074015674637527e+00, 1.355374511497804191e+00, 2.311005285557643507e+00, 2.417774798973890693e+00, 2.387400102405168312e+00
1.915000000000000000e+03, 1.983870366073487768e+00, 1.128885433509801750e+00, 1.282316811776236687e+00, 1.864247927576071717e+00, 1.421794611862213786e+00, 3.617424578763668297e+00, 9.340073653096795381e-01, 2.201557501591608457e+00, 1.231927130304925955e+00, 1.268465203401207608e+00, 1.465967607719925514e+00, 2.310756909950906213e+00, 2.407595079784765169e+00, 2.380936970676139186e+00
1.916000000000000000e+03, 1.903558259819175147e+00, 1.095594277565618890e+00, 1.329739464591133791e+00, 2.002793684591401835e+00, 1.378483497338545360e+00, 3.645899220185853995e+00, 9.266615516628771143e-01, 2.325997234358144983e+00, 1.294116969880684920e+00, 1.226670200448183756e+00, 1.434829568367811392e+00, 2.355925147309489542e+00, 2.363402640689921785e+00, 2.286612733582266355e+00
1.917000000000000000e+03, 1.988784073807420727e+00, 1.113662107932004153e+00, 1.302536583971791062e+00, 1.765772888512025629e+00, 1.304587144162580259e+00, 3.677740420650269293e+00, 9.794757360980024252e-01, 2.107296883499860218e+00, 1.150359280151862951e+00, 1.386344158251991754e+00, 1.401213645763185189e+00, 2.287421835704877005e+00, 2.414860444621731439e+00, 2.230593167107110197e+00
1.918000000000000000e+03, 1.920957373263200818e+00, 1.062894036460253711e+00, 1.298686977832609779e+00, 1.872514415951272104e+00, 1.311149014010567493e+00, 3.426286950966367151e+00, 1.099747681429400714e+00, 2.261462677480179817e+00, 1.273156436148032311e+00, 1.281133500978597795e+00, 1.418463080737647930e+00, 2.221592191387515403e+00, 2.495290071189742775e+00, 2.352722960468295099e+00
1.919000000000000000e+03, 2.075611932358286893e+00, 1.256088166763867031e+00, 1.323164603608832701e+00, 1.951689231278315839e+00, 1.362495149208944101e+00, 3.590084040160341328e+00, 9.908622789321307467e-01, 2.310724963145549982e+00, 1.243188825930235719e+00, 1.329641029001558117e+00, 1.410734407250032962e+00, 2.251969740345838300e+00, 2.204424368591853423e+00, 2.231138212085959083e+00
