year, EC-Earth3-Veg, MPI-ESM1-2-LR, NorESM2-LM, NorESM2-MM, TaiESM1, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR, INM-CM4-8, MIROC-ES2L, UKESM1-0-LL, GFDL-ESM4, CanESM5, CNRM-ESM2-1, INM-CM5-0
1.864000000000000000e+03, 4.080009011847565148e+00, 4.989201633877670794e+00, 2.968520315512881869e+00, 3.500731527027765022e+00, 2.914305272881521081e+00, 3.285691683825981979e+00, 3.958511763006189899e+00, 4.330539040372749504e+00, 3.609455836132445583e+00, 4.279203140539451944e+00, 4.350771573678172466e+00, 4.648276032698233529e+00, 3.517521987881694567e+00, 5.212735704702859962e+00, 3.397118216761302545e+00, 4.076275495953294303e+00
1.865000000000000000e+03, 3.886803391902308391e+00, 4.747351399684065498e+00, 3.194200087253499909e+00, 3.457220726107984365e+00, 2.970125271086371921e+00, 3.481348593320324092e+00, 4.361330703989108493e+00, 4.220438450578331668e+00, 3.673974769760353531e+00, 4.064207216554346580e+00, 4.489888823890381353e+00, 4.251523877806840268e+00, 3.435126471219266620e+00, 5.434837920340635620e+00, 3.197451560648975732e+00, 3.871408119081653609e+00
1.866000000000000000e+03, 4.090440969603383436e+00, 4.817859458759659042e+00, 3.280984940072643852e+00, 3.540858956242824984e+00, 2.647724666898219947e+00, 3.456333952391497544e+00, 3.897259632920352601e+00, 4.057537194199354325e+00, 3.440195922899096814e+00, 3.899651930060483274e+00, 4.465849465828100051e+00, 3.820234487527542022e+00, 3.582546752748494878e+00, 5.593449738562059181e+00, 3.136321410807907384e+00, 4.219906658142293487e+00
1.867000000000000000e+03, 3.952491317596186882e+00, 5.226513735038857078e+00, 3.178003690046081520e+00, 3.452973211176588286e+00, 2.737809480697158016e+00, 3.600381064045786950e+00, 4.027131939414167583e+00, 3.848257603041267405e+00, 3.502968327950039651e+00, 3.808844506240488759e+00, 4.262336933159965646e+00, 3.917982781222174360e+00, 3.359174195918771311e+00, 5.511276697345353526e+00, 3.454264812136152329e+00, 3.920674452271297294e+00
1.868000000000000000e+03, 3.937299622405459498e+00, 5.418907936128023906e+00, 3.261710575667430501e+00, 3.190264838947857395e+00, 2.876915104694941494e+00, 3.467113961848046433e+00, 3.956626302228199776e+00, 4.151202648999269051e+00, 3.715989425327321349e+00, 3.831898499761441368e+00, 4.328344220874643433e+00, 3.661367693191866834e+00, 3.215215207383623763e+00, 5.464169310210400532e+00, 3.075426062773006119e+00, 4.214618139707067890e+00
1.869000000000000000e+03, 3.998029456268841209e+00, 5.186018806047106189e+00, 3.383407970221933514e+00, 2.973278255774246759e+00, 2.710054891884994710e+00, 3.598251172396888631e+00, 4.478453785455747571e+00, 3.867636538629969145e+00, 3.589481322809572550e+00, 3.862074961056902733e+00, 4.343539068931738356e+00, 3.659091470717923400e+00, 3.344968541360227476e+00, 5.497939157691507539e+00, 3.808839379419138638e+00, 4.193052317604581525e+00
1.870000000000000000e+03, 3.564683205512013675e+00, 4.876456387564470418e+00, 3.142714383789023458e+00, 2.807817985849437648e+00, 2.523620615731781314e+00, 3.459772547859869096e+00, 4.522707081239024873e+00, 3.926015001084618206e+00, 3.465109080180773127e+00, 3.913403554265925788e+00, 4.289106443466934593e+00, 3.254868347232014791e+00, 3.154411410318095133e+00, 5.580611640169443888e+00, 3.203654863374906459e+00, 3.868995029241523387e+00
1.871000000000000000e+03, 3.994484892695259415e+00, 5.183236986277503178e+00, 3.308156476423091519e+00, 2.974386433731374346e+00, 2.730493597906278769e+00, 3.578345699940586933e+00, 3.655151120825899103e+00, 4.128184016891323083e+00, 3.412337317434697148e+00, 3.824511341721638757e+00, 4.348901522007487586e+00, 3.711110609548332828e+00, 3.290555247908161007e+00, 5.190023934395415317e+00, 3.176953682485657016e+00, 3.936375816402857719e+00
1.872000000000000000e+03, 3.923756494458100708e+00, 5.222658015328089043e+00, 3.208922109420766500e+00, 3.094473799206931997e+00, 2.937312217528897929e+00, 3.348205118977137573e+00, 3.292449216702269421e+00, 4.082035149584329226e+00, 3.993259824520723367e+00, 3.666659254535598489e+00, 4.406208270866394550e+00, 3.904140940039555474e+00, 3.225945675599304341e+00, 5.547678209123406923e+00, 3.495274240034833557e+00, 4.147668142999843433e+00
1.873000000000000000e+03, 4.055645098483176447e+00, 5.428468537175727526e+00, 3.078742506264904755e+00, 3.281328322425371535e+00, 3.117664833284179871e+00, 3.523013322992533336e+00, 4.400896245855336453e+00, 4.127752737208754574e+00, 3.657117509081754037e+00, 3.800688970303518932e+00, 4.255083770370188034e+00, 4.108351528602714353e+00, 3.149287984356422321e+00, 5.390080408799680534e+00, 3.330708444593548645e+00, 3.953943098956587132e+00
1.874000000000000000e+03, 3.974866548438428460e+00, 5.047606021113001162e+00, 3.121102751363332928e+00, 3.264950366625999578e+00, 2.782786140172079481e+00, 3.415747078090091371e+00, 4.355239307455695652e+00, 4.292474348346885016e+00, 3.880606622739622313e+00, 3.819743328906367807e+00, 4.305751296108661030e+00, 4.186893095550187738e+00, 3.253418817943670494e+00, 5.707358386828860652e+00, 3.434432714501140183e+00, 3.978563723521733930e+00
1.875000000000000000e+03, 3.855251054886548179e+00, 5.103003511687671079e+00, 3.228356527851812263e+00, 3.603988628469537048e+00, 2.789498779794173267e+00, 3.642562785050515561e+00, 4.009549621854747947e+00, 4.229601946969960835e+00, 4.058613771345928711e+00, 3.735727550314914325e+00, 4.225202715558904032e+00, 3.730388917417081007e+00, 3.050150547866126161e+00, 5.643418731515993159e+00, 2.917192495080077830e+00, 4.104020363473072308e+00
1.876000000000000000e+03, 3.660052145081660324e+00, 5.090522392845255872e+00, 3.022019124500384013e+00, 3.432317687830029218e+00, 2.834287471562920491e+00, 3.670226336225998143e+00, 4.145269471259205751e+00, 4.237867783788829001e+00, 3.920544763377874276e+00, 4.118463543178227937e+00, 4.311729816152002570e+00, 3.877020768811015206e+00, 3.314185165732249416e+00, 5.481978669689818950e+00, 3.146532349717000798e+00, 4.326324053820889581e+00
1.877000000000000000e+03, 3.810301238860373640e+00, 5.174499071057642396e+00, 3.056501219915178869e+00, 3.554529487132945142e+00, 3.040549707274153857e+00, 3.270269813757598953e+00, 3.848907105950989838e+00, 4.237447113356301642e+00, 3.712969861623853340e+00, 3.788528851626814298e+00, 4.312017465159969198e+00, 4.210218894841697868e+00, 3.127934697624512150e+00, 5.385271148121766771e+00, 3.282814263953931277e+00, 3.996797559446544135e+00
1.878000000000000000e+03, 4.007946255250113055e+00, 5.177874715596368027e+00, 3.224088069039923621e+00, 3.466499785361751851e+00, 2.899015864309501200e+00, 3.683102350468598019e+00, 3.967912679807647169e+00, 4.250699447897194894e+00, 3.662128765308286127e+00, 3.975647865112301726e+00, 4.365997589095872655e+00, 4.697993397629773860e+00, 3.235510482180449454e+00, 5.441814235127109711e+00, 3.723770370698082921e+00, 3.701053224226833915e+00
1.879000000000000000e+03, 3.840126570494435398e+00, 4.854769645867752281e+00, 3.261346869775825663e+00, 3.452945200660159752e+00, 2.857025863705374924e+00, 3.654635907074005097e+00, 4.165851921316771289e+00, 4.260105886350641136e+00, 3.728409362526643012e+00, 4.040161272702971651e+00, 4.494351029851231694e+00, 4.384488354575521996e+00, 3.215095662803001630e+00, 5.237702071949222216e+00, 3.333576719481578188e+00, 4.029817117147390881e+00
1.880000000000000000e+03, 3.911003474216986575e+00, 5.251048778672789297e+00, 3.020049046395731462e+00, 3.403362571316074003e+00, 2.694741978105423819e+00, 3.755750118472511279e+00, 4.176278628118570424e+00, 4.194192136219044187e+00, 4.100462606991216674e+00, 4.011570883192592696e+00, 4.244049915900912850e+00, 4.358383942854149318e+00, 3.133791777652370047e+00, 5.667680326397000812e+00, 3.050371141255157958e+00, 4.062147613145061342e+00
1.881000000000000000e+03, 3.942271696064119979e+00, 5.776288938546355389e+00, 3.153835540391061176e+00, 3.525077815397716474e+00, 2.401387622334294925e+00, 3.532347590154784278e+00, 4.121411977487013267e+00, 4.279512395873358521e+00, 3.920777719260278182e+00, 3.744742118276028986e+00, 4.442328811132732369e+00, 3.585742808412758276e+00, 3.201563902354609414e+00, 5.809717776981032422e+00, 3.241923999186649752e+00, 3.857893486532776528e+00
1.882000000000000000e+03, 3.698219322774024764e+00, 5.396961532816470175e+00, 3.156470977348534213e+00, 3.477329083957214184e+00, 2.685940815525562186e+00, 3.446046472236449887e+00, 4.042141360573471509e+00, 4.230835949401603457e+00, 3.914713734214658292e+00, 3.715070791775083148e+00, 4.230014034209407470e+00, 4.049959453223120676e+00, 3.206127576429679049e+00, 5.487302596817549727e+00, 3.396328781900087801e+00, 3.922131356125271751e+00
1.883000000000000000e+03, 3.835313886420530061e+00, 5.357481623888237898e+00, 3.307498169814300226e+00, 3.131874874273371301e+00, 2.807159989251015286e+00, 3.339570653634531983e+00, 4.302245220334279807e+00, 4.280926263665246090e+00, 3.691745408667328032e+00, 3.665005009860503815e+00, 4.215627222371515437e+00, 3.821086861941398460e+00, 3.324314687148579583e+00, 5.306418700832725932e+00, 3.265629055604954978e+00, 4.306587678207837833e+00
1.884000000000000000e+03, 3.614453372935180653e+00, 5.406112040513558981e+00, 3.297884091352785152e+00, 3.243520519846034400e+00, 3.052417125900541706e+00, 3.678635562902797140e+00, 4.232221102419170045e+00, 4.331039596433656769e+00, 3.820366228382390705e+00, 4.151036678504917532e+00, 4.386701297349825168e+00, 3.874153884723757102e+00, 3.028004259820739730e+00, 5.549485625808944000e+00, 3.074857823604138840e+00, 4.186193316057362779e+00
1.885000000000000000e+03, 3.493706145657588191e+00, 5.387987543767081000e+00, 3.431271308212954452e+00, 3.257631406828458864e+00, 2.717267342394325436e+00, 3.715244653236699612e+00, 3.603530748952084917e+00, 4.216589446359759741e+00, 3.511599965725158423e+00, 3.737093697055464236e+00, 4.240117507545352105e+00, 3.683175891575255267e+00, 3.183792379247283311e+00, 5.378757787490725306e+00, 2.768850633187464716e+00, 4.267807776029320266e+00
1.886000000000000000e+03, 3.428874037220038584e+00, 5.152255085366033605e+00, 3.174127353592122169e+00, 3.287757315446775852e+00, 2.592804289243405780e+00, 3.710557873781532123e+00, 3.794524970918323081e+00, 4.378479203796913133e+00, 3.615304573791690235e+00, 3.631825099524676581e+00, 4.056246188249707174e+00, 3.899614161148817537e+00, 3.187764129703691829e+00, 5.568193686242519647e+00, 3.216356197673256201e+00, 3.813759700178522394e+00
1.887000000000000000e+03, 3.656456389000468654e+00, 5.334964702123609293e+00, 3.101050598725598739e+00, 3.468630235867892875e+00, 2.817471984530780738e+00, 3.280710379434451873e+00, 4.070599516031278675e+00, 4.356268215567955515e+00, 3.651239395092467088e+00, 3.840873287653718382e+00, 4.069174043746152769e+00, 4.248623419652930444e+00, 3.185896485785890686e+00, 5.431813703613033617e+00, 2.628434854736832360e+00, 4.145333976563374989e+00
1.888000000000000000e+03, 3.634654963335612887e+00, 5.146442093263397410e+00, 3.183262095495604793e+00, 3.296992077766408791e+00, 2.821888263678562492e+00, 3.511014312639476831e+00, 3.911092947936022579e+00, 4.335318751706603635e+00, 3.269390682770246581e+00, 4.001271916451185184e+00, 4.253237681353524202e+00, 4.003330289330762071e+00, 3.080208108018523738e+00, 5.455613353310631020e+00, 3.666215187809718667e+00, 3.994306070532932740e+00
1.889000000000000000e+03, 3.609401604080723303e+00, 4.621400407654852494e+00, 3.440195461487278283e+00, 3.263691147880951160e+00, 2.734304665429073022e+00, 3.668614490469391587e+00, 3.629852114727011525e+00, 4.226688452863712975e+00, 3.495330411923394553e+00, 3.622619715765231341e+00, 4.218789013865264614e+00, 3.587697292883078592e+00, 2.898320890837464248e+00, 5.783391572418680404e+00, 2.810563614857188863e+00, 3.567829357088524667e+00
1.890000000000000000e+03, 3.698324165242864670e+00, 4.847661380636123063e+00, 3.375489149532964639e+00, 3.215334585432050751e+00, 2.715153036695789002e+00, 3.801389674015105413e+00, 4.137449420131098954e+00, 4.187617194885159044e+00, 3.508073092284611505e+00, 3.922791926955693231e+00, 4.264303386775554650e+00, 4.023157334004531016e+00, 3.078850813502580053e+00, 5.518589447862529695e+00, 3.242857102606716779e+00, 4.220785976775560222e+00
1.891000000000000000e+03, 3.828157970049344438e+00, 4.988935767484044881e+00, 3.228023484683163247e+00, 3.546847139555216799e+00, 2.942861579547709994e+00, 3.569792094084245360e+00, 3.623830725716456591e+00, 4.227740943785745387e+00, 3.498441127239147352e+00, 3.898686186798054010e+00, 4.205449083502779573e+00, 3.623539467866649932e+00, 3.102950222983366757e+00, 5.436596955092923622e+00, 3.499982599002111616e+00, 3.760430439024285754e+00
1.892000000000000000e+03, 3.629699626446267313e+00, 5.025739589890600989e+00, 3.429583999381568216e+00, 3.611878882619759423e+00, 2.957995404962217467e+00, 3.650179468839024999e+00, 3.982165538840012786e+00, 4.423546086357626805e+00, 4.068479342862593384e+00, 3.901375167906439234e+00, 4.050641229909192731e+00, 3.982419702238555903e+00, 2.952070603472287669e+00, 5.578891729342258188e+00, 3.217899467684015580e+00, 3.564409229445211214e+00
1.893000000000000000e+03, 3.787100562781336777e+00, 5.150860551963801548e+00, 3.266998079655905940e+00, 3.542957788617807413e+00, 2.701632653788315519e+00, 3.478924240160135017e+00, 4.098214183003349831e+00, 4.351826534190525564e+00, 3.781322178302663595e+00, 3.815879134795721050e+00, 4.196511972359358467e+00, 4.046833422712944994e+00, 2.786537443152486748e+00, 5.362388341041349094e+00, 3.387428829583948531e+00, 3.970207813349018178e+00
1.894000000000000000e+03, 3.872705389983687851e+00, 5.414286295527038106e+00, 3.267441000490905356e+00, 3.469283823786323051e+00, 2.803463100207842285e+00, 3.513036067362745651e+00, 3.894715719599834536e+00, 4.259544527032064209e+00, 3.881925540958675924e+00, 3.754931409772732209e+00, 4.054551562755849936e+00, 4.117950731251808882e+00, 3.056939232577065457e+00, 5.622754110586799747e+00, 3.466825305933757928e+00, 3.746445694846705088e+00
1.895000000000000000e+03, 4.247640784629362898e+00, 5.179474583201181481e+00, 3.481716183590104485e+00, 3.461010077224869530e+00, 2.907174927589840863e+00, 3.649840845821493929e+00, 4.238462564468012950e+00, 4.291639061854137793e+00, 3.911149821042330110e+00, 3.845491578075175276e+00, 4.362599742410149695e+00, 3.882102923862333466e+00, 3.026704208162442455e+00, 5.332568092637420598e+00, 3.540646602774750740e+00, 4.332465904764051245e+00
1.896000000000000000e+03, 4.027154255638509817e+00, 5.150752576519854742e+00, 3.464020228694883130e+00, 3.289214087942264442e+00, 2.782918480885343993e+00, 3.542972127373572366e+00, 4.184489986536457984e+00, 4.188497734484255552e+00, 3.720266794757106865e+00, 4.229902989950979908e+00, 4.332961723783002483e+00, 3.975507005952683137e+00, 3.008821459748835636e+00, 5.671336346293624153e+00, 3.298052298699815754e+00, 4.327533779263975866e+00
1.897000000000000000e+03, 3.699283644830444917e+00, 4.877638404006040318e+00, 3.172301758387788606e+00, 3.564496093847895342e+00, 2.847403813259612448e+00, 3.714978654179018847e+00, 4.755585998945075943e+00, 4.434939238965488251e+00, 3.360533383549964448e+00, 3.546634494911964364e+00, 4.017095003622342730e+00, 3.925368934418495659e+00, 3.043490905562293403e+00, 5.464584163028172625e+00, 3.349222137194717952e+00, 4.178420666425785690e+00
1.898000000000000000e+03, 3.740399180200302265e+00, 5.593378657195231085e+00, 3.160266058659648714e+00, 3.474007835562265001e+00, 2.898627725877622741e+00, 3.684168421704069996e+00, 4.047350837194599649e+00, 4.300945399356715271e+00, 3.400827431973919346e+00, 4.066796278316632041e+00, 4.399778526493534514e+00, 3.939825399950582785e+00, 2.983608799625490970e+00, 5.430291818453579111e+00, 3.470978417598252541e+00, 4.284300165984112674e+00
1.899000000000000000e+03, 3.996631989312600552e+00, 5.536640980157267578e+00, 3.361292888426676395e+00, 3.330050071168826786e+00, 2.995461871315145519e+00, 3.510757694949667940e+00, 4.361567456397330567e+00, 4.246303761639111052e+00, 3.644244443442561820e+00, 3.677431151500814455e+00, 4.631308804366348397e+00, 3.945948680556734089e+00, 3.234293099468368737e+00, 5.588350773956053175e+00, 3.552440500790093658e+00, 4.127423637812272617e+00
1.900000000000000000e+03, 4.197077841948474664e+00, 4.840706391702396694e+00, 3.203127273409371423e+00, 3.345670991450325094e+00, 3.002083028571090662e+00, 3.556720287586033979e+00, 3.826770450120791534e+00, 4.232786534587752669e+00, 3.667559788056773407e+00, 4.041320216539926236e+00, 4.319224180102404276e+00, 4.643203960978476985e+00, 3.001840160440311767e+00, 5.170877544653085245e+00, 3.059509543032262968e+00, 3.816547262305325372e+00
1.901000000000000000e+03, 4.004843837135706686e+00, 4.563531687628155531e+00, 3.482364042096783852e+00, 3.473664890889833767e+00, 2.797577376970825203e+00, 3.526631352613046388e+00, 3.564421677667259480e+00, 4.369506673070236324e+00, 3.212137062014293054e+00, 4.136936316857204865e+00, 4.136730460351714989e+00, 3.814013451342095351e+00, 3.281899636176844659e+00, 5.671522201424026299e+00, 2.954203101683021249e+00, 4.199331139421561332e+00
1.902000000000000000e+03, 3.710283248432520775e+00, 5.177049455742768203e+00, 3.575281752963515469e+00, 3.474652407512079932e+00, 2.840721257812576006e+00, 3.718406562750782296e+00, 3.758164620112157905e+00, 4.352970525318528239e+00, 4.054541962586180048e+00, 4.319479963852416837e+00, 4.281226207385274485e+00, 3.982315236644474510e+00, 3.197043123041405366e+00, 5.758296646175208089e+00, 3.354949229255108190e+00, 4.465061614944469959e+00
1.903000000000000000e+03, 4.180158972149044416e+00, 5.170611984649529980e+00, 3.455711504174108217e+00, 3.679763305168074705e+00, 2.833744065494599784e+00, 3.877979323252414900e+00, 4.693542964326330669e+00, 4.475272512881028675e+00, 3.655521956220928459e+00, 3.924670072036887003e+00, 4.344437660690451786e+00, 4.136395357198827227e+00, 3.045946944546363166e+00, 5.655403495270979519e+00, 3.328076963366117802e+00, 4.437200595336260101e+00
1.904000000000000000e+03, 3.808504296175521109e+00, 5.321141675612825139e+00, 3.399761882320241568e+00, 3.332875293165681096e+00, 2.824413337020863501e+00, 3.407481963479618958e+00, 4.263557372748124408e+00, 4.248870403553696384e+00, 3.822300612884935056e+00, 4.429303700754235962e+00, 4.030645624952840400e+00, 3.918612615378206598e+00, 3.173869347181799583e+00, 5.578509673356383480e+00, 3.530033783710896600e+00, 4.222938365817138440e+00
1.905000000000000000e+03, 3.903111863110369839e+00, 5.598986131606161543e+00, 3.647380204589056429e+00, 3.588656552751714024e+00, 2.938905974712170632e+00, 3.567261372671944208e+00, 3.605440452074912816e+00, 4.323495331003303299e+00, 3.771785628829090964e+00, 3.796989488039879124e+00, 3.996041094298010687e+00, 3.918675109151913638e+00, 3.047612819827275388e+00, 5.575521010817521272e+00, 3.752060074383026578e+00, 4.473317938116572634e+00
1.906000000000000000e+03, 3.626394028679706061e+00, 5.616053223829068131e+00, 3.509279265509397838e+00, 3.599918916142602843e+00, 2.978597820962223697e+00, 3.715159138711709108e+00, 4.166371393855181182e+00, 4.263889937369488514e+00, 4.059539582653674650e+00, 4.219647346754107353e+00, 4.320545043183102507e+00, 4.144128206334722009e+00, 2.954530305001196400e+00, 5.729701962184422293e+00, 3.273143658668037137e+00, 4.329702303000789065e+00
1.907000000000000000e+03, 3.572196413047942887e+00, 5.310983902964368397e+00, 3.447296072551721213e+00, 3.437636956469861893e+00, 3.003532054159223641e+00, 3.759311127929724439e+00, 4.392578186091221859e+00, 4.461384690121979801e+00, 3.572714575388989289e+00, 4.246125432836130642e+00, 4.315418160352061605e+00, 4.160344049459649085e+00, 2.951323639698185453e+00, 5.368328226174572393e+00, 3.210458326189272071e+00, 4.224296912563140438e+00
1.908000000000000000e+03, 4.003051552383896095e+00, 5.532457080955460071e+00, 3.595755461340688797e+00, 3.428381175677252202e+00, 2.592455381781323176e+00, 3.625668123108160223e+00, 3.577661208733570408e+00, 4.456916275862429444e+00, 3.541511016573774651e+00, 4.186105680648430472e+00, 4.235362519829667605e+00, 3.890803683705328808e+00, 2.928534766570342285e+00, 5.362551311053892711e+00, 3.061041037526911701e+00, 4.356052496013933073e+00
1.909000000000000000e+03, 3.779326081345003363e+00, 5.689000839061224113e+00, 3.566873532378974865e+00, 3.429526469939630395e+00, 2.754616939348731641e+00, 3.613323137218541259e+00, 3.991233062375888263e+00, 4.205489321566643568e+00, 3.803951701573302646e+00, 3.935480884198406581e+00, 4.338012589386341489e+00, 3.503614885224641373e+00, 2.982586607724176275e+00, 5.685255675101739570e+00, 3.278926491061273651e+00, 4.169325312120232496e+00
1.910000000000000000e+03, 3.499575107833074128e+00, 5.034983633931480185e+00, 3.662515598455390098e+00, 3.608976996687257355e+00, 2.740550169791656998e+00, 3.726106851746177728e+00, 4.271043677514382075e+00, 4.016246297966457490e+00, 3.687290720149991152e+00, 3.636325311533702642e+00, 4.277304563775724766e+00, 3.661204936407383315e+00, 2.966886176169051481e+00, 5.574661080755934250e+00, 2.971901529684756849e+00, 4.222446262269238026e+00
1.911000000000000000e+03, 3.535168526213465334e+00, 5.268798514183179904e+00, 3.682194754591917807e+00, 3.401387346862783101e+00, 3.063083826225108108e+00, 3.805108076317269106e+00, 4.291052471714519534e+00, 4.032140208849514629e+00, 4.001074710177090488e+00, 4.049737786841813403e+00, 4.290047346481431489e+00, 4.124821557488582258e+00, 3.090164360597821513e+00, 5.455660176227739910e+00, 3.358579491588205457e+00, 4.089351854066014980e+00
