year, EC-Earth3-Veg, MPI-ESM1-2-LR, NorESM2-LM, NorESM2-MM, TaiESM1, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR, INM-CM4-8, MIROC-ES2L, UKESM1-0-LL, GFDL-ESM4, CanESM5, CNRM-ESM2-1, INM-CM5-0
1.974000000000000000e+03, 4.415697144954179976e+00, 5.417212810612428875e+00, 4.070898588066685697e+00, 3.908206802451550832e+00, 3.086834183152268540e+00, 4.444650968254046930e+00, 3.984667587509497899e+00, 4.812593538226191292e+00, 4.191871977602671606e+00, 3.802615380220674357e+00, 5.031241694382387664e+00, 4.014904607626919031e+00, 3.083082116844960030e+00, 5.865050283636228379e+00, 3.816645563305349320e+00, 4.386816458962102594e+00
1.975000000000000000e+03, 4.564536292432477715e+00, 5.167669434792970584e+00, 4.034017504323326619e+00, 3.803126052454751882e+00, 3.514596024915182859e+00, 3.930501909521244119e+00, 4.140988404090188091e+00, 4.688674529538310765e+00, 4.116360034780846888e+00, 4.009300828780451909e+00, 5.169353879441574762e+00, 3.993223401848695620e+00, 3.150571039291695463e+00, 5.894779791207814590e+00, 3.371667595985469834e+00, 4.292479771568727287e+00
1.976000000000000000e+03, 4.695090198621870492e+00, 4.974805816578563800e+00, 3.923527107774141598e+00, 4.323351636539451981e+00, 3.140900378474051013e+00, 4.036145113860422740e+00, 4.456629075091228742e+00, 4.775622371205889394e+00, 4.516844726445601310e+00, 4.043780333887975864e+00, 5.617446598177410877e+00, 4.161550503842422977e+00, 3.140724672045249743e+00, 5.554012663348609102e+00, 3.814405357748968051e+00, 3.940727282401722764e+00
1.977000000000000000e+03, 4.868701365596789898e+00, 5.879578839932338319e+00, 3.976355327177173660e+00, 4.117960820205636807e+00, 3.288992270637274284e+00, 4.228765946833207501e+00, 4.262345550186666721e+00, 4.941524669072793863e+00, 4.285987869430287311e+00, 3.820676500372740314e+00, 5.426564881763292547e+00, 4.218066064757305611e+00, 3.184320892192482599e+00, 5.556770502444563498e+00, 4.003340102684516566e+00, 4.064016015237577939e+00
1.978000000000000000e+03, 4.934721511092392987e+00, 5.234937373085331913e+00, 4.117947397391229281e+00, 4.195760242833459053e+00, 3.312334035096409668e+00, 4.347005175180710168e+00, 4.577985965638814214e+00, 4.959630651268128965e+00, 4.272999842325885034e+00, 3.576044100127599101e+00, 5.361229378352624586e+00, 4.213134119883301665e+00, 3.115131083653584376e+00, 5.944790864859882618e+00, 3.762063157549567549e+00, 4.377710890150068757e+00
1.979000000000000000e+03, 4.733729495842394108e+00, 5.355657062703994775e+00, 3.843156784930435776e+00, 4.108919880187590579e+00, 2.929200266770530803e+00, 4.393174159645391263e+00, 4.028832871377212577e+00, 4.940797218259217694e+00, 4.465750557144991362e+00, 3.680656222490928720e+00, 5.510446917757705343e+00, 3.893397490470146494e+00, 3.064552129320393004e+00, 5.637632483516846982e+00, 3.805647108359369035e+00, 4.110444432751488186e+00
1.980000000000000000e+03, 4.847050499481007968e+00, 5.525127327459411930e+00, 4.013048290024010534e+00, 4.075746504265684855e+00, 2.839073352540538053e+00, 4.324100278181506773e+00, 4.697508232027841402e+00, 5.004889530374469153e+00, 4.595000573533766008e+00, 3.965480701947946773e+00, 5.567416497436147971e+00, 3.875994266448165693e+00, 3.021360378606946728e+00, 5.820947040210725731e+00, 4.040798388723020551e+00, 4.229332649429148994e+00
1.981000000000000000e+03, 4.899851969629326121e+00, 6.436820836603500240e+00, 3.352839589336531922e+00, 4.118601275080928659e+00, 3.049980069724274490e+00, 4.530875659655982268e+00, 4.207078773238529301e+00, 4.904684335907263382e+00, 4.650524999081484090e+00, 3.961012452626496039e+00, 5.880587842963238998e+00, 3.849475188577332840e+00, 3.181160255568135309e+00, 5.712462671471481457e+00, 3.896256145775340407e+00, 4.483707177298039248e+00
1.982000000000000000e+03, 5.025860154036542404e+00, 5.978251118513119522e+00, 3.736568841752508696e+00, 4.165541922157413701e+00, 3.284540034986378476e+00, 4.311690953593882547e+00, 4.408980632416102274e+00, 5.020541363021620462e+00, 4.514643628105513784e+00, 3.782814345404940770e+00, 5.827590238190895278e+00, 4.119132177462482503e+00, 3.149402074720760503e+00, 5.719887934278476749e+00, 4.131682065111394131e+00, 4.666640972951880073e+00
1.983000000000000000e+03, 5.113763086577508332e+00, 5.465270290986968149e+00, 4.004377816309305338e+00, 4.208540709042964068e+00, 3.305690043915296084e+00, 4.752240867666215784e+00, 4.925822966767280597e+00, 5.213227921171076140e+00, 4.077957213899600752e+00, 4.108248263805115208e+00, 5.748102678074073602e+00, 3.960648911034859054e+00, 3.428936159504095027e+00, 5.915215842103947352e+00, 3.514774454809897808e+00, 5.029070718325927558e+00
1.984000000000000000e+03, 4.768315795421248282e+00, 5.686481047133144173e+00, 4.169872951266504479e+00, 4.172249353311661579e+00, 3.324194003144337106e+00, 4.668975011623175853e+00, 4.302178775530355992e+00, 5.181763367638297701e+00, 4.449236900351989377e+00, 4.331210885523653076e+00, 5.523950341005639864e+00, 4.328388255684347818e+00, 3.348134913261298529e+00, 5.922535302041923799e+00, 4.069594556796600315e+00, 4.022707657431145556e+00
1.985000000000000000e+03, 4.901002094450130464e+00, 5.426817567531816877e+00, 3.950037762201992209e+00, 4.181983735827341953e+00, 3.211723254094846602e+00, 4.512352800035690059e+00, 4.581648354868241846e+00, 5.083837967250985912e+00, 4.229360019322659703e+00, 3.898963495022965908e+00, 5.584398071646412554e+00, 3.912163267312551707e+00, 3.232344925002749392e+00, 5.862852447176686077e+00, 4.360147242223411546e+00, 4.182906430061977154e+00
1.986000000000000000e+03, 4.855798377864883442e+00, 5.434809151068981770e+00, 4.170612234777169469e+00, 4.200195020090162323e+00, 3.250734285186338557e+00, 4.405094579870339366e+00, 4.673566906357557116e+00, 5.167514809439447632e+00, 4.696206608560490992e+00, 4.120036952300017319e+00, 5.510405754628712849e+00, 4.273820162297502279e+00, 3.174389592882814082e+00, 5.929311462908139596e+00, 4.343684431834443416e+00, 4.058761989424310102e+00
1.987000000000000000e+03, 5.175428070355246213e+00, 5.436425072192280439e+00, 4.266326598266176440e+00, 4.190537304013042252e+00, 3.285986891453226200e+00, 4.501707522267623496e+00, 4.217782763948864755e+00, 5.305510127891933436e+00, 4.781663740903367099e+00, 4.289105331264498666e+00, 5.594597552593721268e+00, 4.074751142057082554e+00, 3.433892616804744780e+00, 5.758776378223656955e+00, 3.948950415205132014e+00, 3.948055564128151840e+00
1.988000000000000000e+03, 5.009854804622102975e+00, 5.657645138732608103e+00, 3.961202975290699868e+00, 4.223098760981303101e+00, 3.522699930991616046e+00, 4.652072260138338855e+00, 4.803658158522229549e+00, 5.118760814582024032e+00, 4.468930510779405729e+00, 3.840934143434332260e+00, 5.938017702764057049e+00, 3.794236961275016196e+00, 3.401681735068777801e+00, 6.015120599012468539e+00, 3.828185538435163959e+00, 4.440220684982051580e+00
1.989000000000000000e+03, 5.186810059266818485e+00, 5.826367616721816134e+00, 3.955656218603436969e+00, 4.568367529615239953e+00, 3.468449534159046443e+00, 4.366057798052022321e+00, 4.374110853429061585e+00, 5.016382554820751238e+00, 4.887057419686511750e+00, 4.163855249843670947e+00, 5.731365956968619280e+00, 4.407976379318225391e+00, 3.327486638131793573e+00, 5.793435531938240679e+00, 3.883894471615395361e+00, 4.220260611748832602e+00
1.990000000000000000e+03, 5.308718330298767718e+00, 5.720595266912344989e+00, 4.110669884674548413e+00, 4.649349775816503438e+00, 3.509429315565581575e+00, 4.508061639614201255e+00, 4.177523557667162102e+00, 5.107599354744613684e+00, 5.209893564107745512e+00, 4.310292207094278183e+00, 5.806634723210794213e+00, 4.449461015670895137e+00, 3.486098689969696185e+00, 6.029455415210446034e+00, 3.986431768351053062e+00, 4.854644874598389670e+00
1.991000000000000000e+03, 5.104136047065956916e+00, 5.907953067266103808e+00, 4.075878883283635012e+00, 4.302736763357240868e+00, 3.653532098518935900e+00, 4.485217570898509365e+00, 4.279263793514521019e+00, 5.138999032186698734e+00, 4.918577535729758310e+00, 4.182588454663206612e+00, 5.839911034719662553e+00, 4.479719545007651682e+00, 3.480884453816487145e+00, 5.994328329211074724e+00, 4.078213014878558695e+00, 4.650401747322424839e+00
1.992000000000000000e+03, 5.399317656431827928e+00, 5.468972947526343553e+00, 4.417283231082140382e+00, 4.648914110909987407e+00, 3.151952911177858585e+00, 4.749426377463227489e+00, 4.726685768340989746e+00, 5.221000492830392581e+00, 4.613215256688174115e+00, 4.812466615268532699e+00, 5.698133489606703073e+00, 3.849504476499027383e+00, 3.271251461396473381e+00, 5.675000589247185978e+00, 3.759896827981429546e+00, 4.555081144735666498e+00
1.993000000000000000e+03, 5.278611582163384774e+00, 6.311220203630892200e+00, 4.431821279475753883e+00, 4.500283864902013597e+00, 3.527224169002134868e+00, 4.619543517536908617e+00, 4.503480101369236266e+00, 5.352438268397578192e+00, 4.906059756777048086e+00, 4.389651043641404904e+00, 5.585331955643958679e+00, 4.009211774080074342e+00, 3.429540603125222464e+00, 5.690278018300258367e+00, 4.363699895781592453e+00, 4.409170483271915408e+00
1.994000000000000000e+03, 5.065872360268414809e+00, 5.935223289199250907e+00, 4.436848515331741183e+00, 4.420052271382110654e+00, 3.436530192570615760e+00, 4.402551324197042426e+00, 4.168111624649026403e+00, 5.000064242226662792e+00, 4.863445509457042348e+00, 4.511447016390198073e+00, 5.941413905087152614e+00, 4.541671918721902124e+00, 3.352637640957908616e+00, 5.954993301710055142e+00, 3.809012991150452887e+00, 4.994719856338182495e+00
1.995000000000000000e+03, 5.650996763820762325e+00, 6.018353167735003062e+00, 4.398384139470698173e+00, 4.125123665553515728e+00, 3.557623186024699180e+00, 4.599051844365429353e+00, 4.507929718614156478e+00, 5.182656662832517469e+00, 5.062446151797069582e+00, 4.310435148969368413e+00, 5.772494949535799336e+00, 4.301169662092750201e+00, 3.590121835461663746e+00, 6.121573502786863408e+00, 4.260740237361401839e+00, 4.393869501765146346e+00
1.996000000000000000e+03, 5.245709022002144728e+00, 6.012060557923642357e+00, 4.321397774676869474e+00, 4.091871485272438491e+00, 3.689039792015722963e+00, 4.354661892995339123e+00, 4.469229603519443650e+00, 5.332240604090744185e+00, 5.190940653708904229e+00, 4.198930216412834149e+00, 5.907893371819836759e+00, 4.435133312013935125e+00, 3.550721259916001404e+00, 5.683240307558182991e+00, 4.417505500377010286e+00, 4.433530881052610617e+00
1.997000000000000000e+03, 5.332991090430389214e+00, 6.419357056521528548e+00, 4.485687874198699632e+00, 4.449445169157458579e+00, 3.262021230124097393e+00, 4.881265732384330924e+00, 4.906520213695568344e+00, 5.271542910671375815e+00, 4.917745400978449588e+00, 4.437174536118359214e+00, 5.859936618444391954e+00, 4.192881391385166800e+00, 3.970011723909909751e+00, 5.882544496007233725e+00, 4.359946903885461467e+00, 4.579025849106521662e+00
1.998000000000000000e+03, 5.299852241658531860e+00, 5.944962848964651769e+00, 4.501756052734319447e+00, 4.605997321148846524e+00, 3.667946282943610026e+00, 4.771863684373671255e+00, 4.029360206633312735e+00, 5.496211382038577398e+00, 5.054696058387171398e+00, 4.225609050452781901e+00, 5.874522207721131650e+00, 4.374396171383926557e+00, 3.694625056341029445e+00, 6.120803841617217245e+00, 4.407122721702154244e+00, 4.389879136523942904e+00
1.999000000000000000e+03, 5.532700971181529148e+00, 6.441255576100909153e+00, 4.116656325040569442e+00, 4.489998121589418467e+00, 3.481251203539938555e+00, 4.814306625433833808e+00, 4.563037987220755376e+00, 5.399926508472998599e+00, 5.100798056275599457e+00, 4.286874084080234404e+00, 5.851187557929343974e+00, 4.599503736145026167e+00, 3.789459023139291283e+00, 6.137249313843362586e+00, 4.349845844169976772e+00, 4.333182651802034435e+00
2.000000000000000000e+03, 5.744363388407345283e+00, 5.985115363446360526e+00, 4.301925302379966176e+00, 4.568135903419753951e+00, 3.553943811161568878e+00, 4.939895911596693168e+00, 4.428911339658911039e+00, 5.440469074500619229e+00, 5.093714270936518851e+00, 4.358700762256400019e+00, 6.083896711364222831e+00, 4.535269734289598453e+00, 3.703950660446539533e+00, 5.868551559254001404e+00, 4.664376007744127861e+00, 4.354700082334399980e+00
2.001000000000000000e+03, 5.818630678901540954e+00, 5.988505276898538732e+00, 4.220169860051003141e+00, 4.429643859826485119e+00, 3.703490051090145840e+00, 4.620543804178125491e+00, 4.281847357930788078e+00, 5.353936458266653986e+00, 4.735809286127991236e+00, 4.239661541405311596e+00, 5.581536984207103202e+00, 4.717891013407560230e+00, 3.785206756114427584e+00, 6.093630838572591912e+00, 4.366669207822766019e+00, 4.312783966999279350e+00
2.002000000000000000e+03, 5.862200211417744278e+00, 6.117149371290649285e+00, 4.289859160117328152e+00, 4.283056956968036566e+00, 3.479802950295451947e+00, 4.728726888687497798e+00, 5.024175617067256461e+00, 5.522201318203613596e+00, 4.673470928589308571e+00, 3.974424289271912603e+00, 6.075324625543303547e+00, 4.981631903863227961e+00, 3.692781772240579130e+00, 6.092874509720286547e+00, 3.921548992522334576e+00, 4.748226418249600123e+00
2.003000000000000000e+03, 5.814389193300075753e+00, 5.896988819862985842e+00, 4.298210230140155907e+00, 4.277068089073064350e+00, 3.618528516298154418e+00, 4.528083447614757340e+00, 4.564562039768812696e+00, 5.302535582837304418e+00, 4.741553875859808365e+00, 4.298319736566187821e+00, 6.093145528789810861e+00, 4.892234723062175661e+00, 3.729413762389637288e+00, 6.196755641836704243e+00, 4.693102073191070644e+00, 4.481736483102345403e+00
2.004000000000000000e+03, 6.131807298165378839e+00, 6.299240222704043823e+00, 4.295555372815052841e+00, 4.427199003492360063e+00, 3.342138494924672631e+00, 4.662673011003318102e+00, 4.143283226746094172e+00, 4.985550119507489164e+00, 5.058523893717176811e+00, 4.619005923153543414e+00, 6.344563971237369593e+00, 4.609317671047685749e+00, 3.976051457765811925e+00, 5.975816083194091632e+00, 4.385557689177052687e+00, 4.641583015122955125e+00
2.005000000000000000e+03, 5.468725530605833995e+00, 6.316731917624795578e+00, 4.164568788474388050e+00, 4.480583801985789982e+00, 3.576165154063483786e+00, 4.408295928225349769e+00, 4.164154207066569136e+00, 5.291405011229582733e+00, 5.400023544376670870e+00, 4.360432167490323252e+00, 6.132720150481150156e+00, 5.116211745578484127e+00, 3.884423148526913394e+00, 6.161798239223369222e+00, 5.015621378635649386e+00, 4.792547214148579648e+00
2.006000000000000000e+03, 5.920631380609476579e+00, 6.273869004303775476e+00, 4.511540963978383445e+00, 4.536938381982269064e+00, 3.635358123797581609e+00, 4.621296763290205334e+00, 4.716761830624463414e+00, 5.509586430226208975e+00, 5.061717441901672387e+00, 4.177315942441975238e+00, 6.205474786383047281e+00, 4.425054521431539101e+00, 3.946016058695809292e+00, 5.914143309099103796e+00, 4.514574107945231951e+00, 5.060094265929136803e+00
2.007000000000000000e+03, 6.288118745706195334e+00, 5.904799038531892919e+00, 4.400864475424458355e+00, 4.486438811781425784e+00, 3.710199053127367641e+00, 4.650602399212987237e+00, 4.970981102084581771e+00, 5.757795749382229822e+00, 5.042152880758220768e+00, 4.297995820115615651e+00, 5.776770447968079480e+00, 4.867799754817345281e+00, 4.110747569594581208e+00, 6.085659444533499496e+00, 4.753533473206887017e+00, 5.138140920092857833e+00
2.008000000000000000e+03, 5.971494405078156653e+00, 6.595569140883315029e+00, 4.408204174152595911e+00, 4.495177225703872459e+00, 3.465179001605854126e+00, 4.796588366383781832e+00, 4.411805834665208259e+00, 5.929435220094173786e+00, 4.994195132584313690e+00, 4.315070450161992532e+00, 6.007328095028706905e+00, 5.139966606877833577e+00, 4.356787828134043750e+00, 6.201081415706149791e+00, 4.487254549504599233e+00, 4.119214314819239497e+00
2.009000000000000000e+03, 5.873247693819116044e+00, 6.437277257022629762e+00, 4.330510465778877105e+00, 4.453954809283781735e+00, 3.748135728322121274e+00, 4.845251258758290547e+00, 4.436047289112112324e+00, 5.649404236671974999e+00, 5.040542152993499059e+00, 4.047299994835397818e+00, 5.957438366386570650e+00, 5.410029091853967742e+00, 3.997709253841434052e+00, 6.080989472764360748e+00, 4.086569618033468743e+00, 4.617142305897998789e+00
2.010000000000000000e+03, 6.005405679488733384e+00, 6.396296918299859691e+00, 4.373023894283114998e+00, 4.442050906378347541e+00, 3.579800636755528398e+00, 4.298634259245938338e+00, 4.349104163409580615e+00, 5.221393586222467853e+00, 4.969943363308017226e+00, 4.227104477708942376e+00, 6.559973488820252108e+00, 5.187077222589687509e+00, 3.704523450840669252e+00, 6.065763197068669399e+00, 4.741026797415712757e+00, 4.620592454900881663e+00
2.011000000000000000e+03, 5.751677563652682679e+00, 6.304330136135116724e+00, 4.307740942473604839e+00, 4.851109185519244527e+00, 3.367554199187128283e+00, 4.536555265920761748e+00, 5.021564154876113406e+00, 5.173039644135838167e+00, 4.919659762086711297e+00, 4.493066443929411236e+00, 6.322442888931544047e+00, 4.874776199807278054e+00, 4.088986359311578056e+00, 5.758341973140063352e+00, 4.808542514600965490e+00, 4.427329910796349743e+00
2.012000000000000000e+03, 6.268355668981980600e+00, 6.369854115930075444e+00, 4.374649818723233885e+00, 4.366467355029635122e+00, 3.562023038905496541e+00, 4.673929541580060132e+00, 4.972735421845432491e+00, 5.364363123200741157e+00, 5.411657356888952108e+00, 4.509367238624093055e+00, 6.222893218659206305e+00, 4.486598081659369797e+00, 4.037278712701168004e+00, 6.227051545792204656e+00, 4.674128036147267906e+00, 4.716085274863456966e+00
2.013000000000000000e+03, 5.987734972577879233e+00, 6.611892465050063450e+00, 4.548825041215390108e+00, 4.403481049569275108e+00, 3.655791721083589518e+00, 4.663627302772681560e+00, 4.679026973478011442e+00, 5.602367788318456832e+00, 5.071294869249704185e+00, 4.076910019079543090e+00, 6.528725772030579577e+00, 4.962664600281047278e+00, 4.111271859094904890e+00, 6.437826629135216194e+00, 4.399546912742207105e+00, 4.442250845307035512e+00
2.014000000000000000e+03, 6.308471958081065090e+00, 6.534762404146685633e+00, 4.396650858276714757e+00, 4.789061043373678217e+00, 3.613967060930679764e+00, 4.979975513123564568e+00, 3.877087530185082009e+00, 5.780685397086579691e+00, 5.388631142879455105e+00, 4.198100343452909833e+00, 6.198583753806378382e+00, 4.998158095882956786e+00, 3.929953000013343356e+00, 6.294450537652153344e+00, 4.398276162640220477e+00, 4.309539940584680373e+00
