year, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5, MIROC-ES2L, TaiESM1, CESM2-WACCM, MPI-ESM1-2-LR, CMCC-CM2-SR5, NorESM2-LM, CanESM5
2.085000000000000000e+03, 3.648153598468186942e+01, 4.208868809119112342e+01, 4.992857203739579575e+01, 3.090868018165099596e+00, 2.533563370397361325e+01, 2.692636389914497741e+01, 2.822808401080523666e+01, 1.632940898762022996e+01, 1.997937504884520976e+01, 2.640396538956281702e+01, 2.258974436318856860e+01, 5.242609875083144999e+01, 2.677080280733609996e+01, 6.306207845805609224e+01
2.086000000000000000e+03, 3.646837254562851172e+01, 4.207123983404521539e+01, 5.000610666690799633e+01, 3.028113336609287387e+00, 2.531992165336023248e+01, 2.698104961960199688e+01, 2.818260002313249046e+01, 1.634509247058586467e+01, 1.988153199438438179e+01, 2.645890539002732211e+01, 2.253359934446735835e+01, 5.252505660664471776e+01, 2.670928111375155822e+01, 6.304096083955806051e+01
2.087000000000000000e+03, 3.647811736402671556e+01, 4.216205656015599601e+01, 5.000031507552113652e+01, 2.956128155720287864e+00, 2.531877479969294598e+01, 2.694945682469755965e+01, 2.813521010764512198e+01, 1.643021703843680115e+01, 1.986701065280910683e+01, 2.648711700212119524e+01, 2.255171276272861647e+01, 5.268035105643004812e+01, 2.664012532293194369e+01, 6.307081949009673139e+01
2.088000000000000000e+03, 3.654730891374651236e+01, 4.236180868413899958e+01, 4.992842209370780182e+01, 2.875647572124166551e+00, 2.530484640617229530e+01, 2.691945622881855726e+01, 2.811553559893433629e+01, 1.643982354148301184e+01, 1.995514442270784272e+01, 2.642668351295274221e+01, 2.260727939268964803e+01, 5.262506052221023367e+01, 2.664614880226997684e+01, 6.313942195810287927e+01
2.089000000000000000e+03, 3.663157250943739740e+01, 4.236446534278279330e+01, 4.998197678478201311e+01, 2.869731881298176912e+00, 2.527224222743121729e+01, 2.697008397831710624e+01, 2.813006772425856994e+01, 1.649989510242956214e+01, 1.997025769686236529e+01, 2.644181770096827222e+01, 2.253569125935312556e+01, 5.250863744760967933e+01, 2.672327924871209959e+01, 6.316583659487883295e+01
2.090000000000000000e+03, 3.667320675875195235e+01, 4.229343425012787350e+01, 5.000431495884280508e+01, 2.849361873731332651e+00, 2.529647215804453708e+01, 2.703189627012705287e+01, 2.811632130329918056e+01, 1.652554716039557903e+01, 1.995986562681464349e+01, 2.642536728378478017e+01, 2.257232884052146105e+01, 5.239105078234356228e+01, 2.679197829060020553e+01, 6.312504774679462116e+01
2.091000000000000000e+03, 3.676658599517036663e+01, 4.228646232568123509e+01, 5.004836271349913801e+01, 2.830382693324581478e+00, 2.536252754240133456e+01, 2.707881341324337043e+01, 2.807064891036198873e+01, 1.644249897980190767e+01, 2.005994516430418884e+01, 2.645042467337023240e+01, 2.262379843358636577e+01, 5.246104421274755225e+01, 2.685616809293411933e+01, 6.317592919643840332e+01
2.092000000000000000e+03, 3.674453390648234574e+01, 4.227630550396368392e+01, 5.010798193087287444e+01, 2.817394027578757676e+00, 2.538345354405918641e+01, 2.710316949873312353e+01, 2.804588867886069892e+01, 1.639240405287215907e+01, 1.984019868072023485e+01, 2.647158318230142982e+01, 2.256224664437124972e+01, 5.258123529903394200e+01, 2.685332564525342391e+01, 6.323672749521411163e+01
2.093000000000000000e+03, 3.669793215951718679e+01, 4.209108473945076412e+01, 5.020049414762335971e+01, 2.764696748395163883e+00, 2.543356007416889142e+01, 2.709304325717016226e+01, 2.799615994203630365e+01, 1.644750911070456212e+01, 1.962145347006577367e+01, 2.640881324094371863e+01, 2.265566202319021727e+01, 5.263121685568246022e+01, 2.680713985252585019e+01, 6.329913810064735458e+01
2.094000000000000000e+03, 3.665388989786572438e+01, 4.206657403808384998e+01, 5.019268254176961364e+01, 2.783177515255760515e+00, 2.541535113470037288e+01, 2.713158891315473298e+01, 2.795534477403030493e+01, 1.645668513273607658e+01, 1.998096511883939286e+01, 2.645013223199627816e+01, 2.272264736007644714e+01, 5.267702046489237944e+01, 2.681162811023792969e+01, 6.332164385194832334e+01
2.095000000000000000e+03, 3.667045251855715549e+01, 4.199123110505278333e+01, 5.024009478020155228e+01, 2.836454303174916980e+00, 2.543034127583873172e+01, 2.713738173966504874e+01, 2.795472774032031182e+01, 1.643003317767812987e+01, 1.992103143308493785e+01, 2.641530747704495141e+01, 2.267669556646821860e+01, 5.268799518636854629e+01, 2.681458445622197573e+01, 6.334435076750442306e+01
2.096000000000000000e+03, 3.671944180257910517e+01, 4.193655206877926389e+01, 5.019684664949086539e+01, 2.854988038982358756e+00, 2.544740995689466345e+01, 2.708522654205183855e+01, 2.795046950867518021e+01, 1.640137079802330788e+01, 1.970005867652114162e+01, 2.642149894608474980e+01, 2.265455244719282746e+01, 5.272573984564297689e+01, 2.679405107827921029e+01, 6.331841957850516422e+01
2.097000000000000000e+03, 3.669910784710906171e+01, 4.199433437070506159e+01, 5.020969649830347237e+01, 2.817359975506676495e+00, 2.545552395387676370e+01, 2.710823434436438362e+01, 2.793811410274975060e+01, 1.635126737176496192e+01, 1.999118623234853231e+01, 2.646324847557571402e+01, 2.285157982079134342e+01, 5.263799536148523117e+01, 2.676469385748506369e+01, 6.331324748765261035e+01
2.098000000000000000e+03, 3.662125116630868860e+01, 4.216330584304551365e+01, 5.023922737571810870e+01, 2.835651343686182990e+00, 2.546604795049122671e+01, 2.716948221652475226e+01, 2.793083348983529390e+01, 1.632604797059648050e+01, 1.999497902586717046e+01, 2.648557254331817035e+01, 2.278884304201159949e+01, 5.258011478234739400e+01, 2.682921704734092572e+01, 6.336843108770445809e+01
2.099000000000000000e+03, 3.661041155542337577e+01, 4.213058973688671216e+01, 5.027292992412134964e+01, 2.830068020665047701e+00, 2.539966187591039670e+01, 2.714080613749073478e+01, 2.794892951824437688e+01, 1.636263251610604641e+01, 1.981746982458839312e+01, 2.651492478908329531e+01, 2.273351572339660720e+01, 5.265176963629019724e+01, 2.688716203276156236e+01, 6.340807643890803291e+01
2.100000000000000000e+03, 3.673190906216070317e+01, 4.215727114873246251e+01, 5.034845702357370811e+01, 2.758826258655819874e+00, 2.538321694029504982e+01, 2.711072818460599265e+01, 2.795591742022580561e+01, 1.635762678317798802e+01, 1.966179965787759443e+01, 2.652959012935570371e+01, 2.262372770576716263e+01, 5.267031377754920385e+01, 2.694172905827893771e+01, 6.336513420436957489e+01
