year, GFDL-ESM4, CNRM-ESM2-1, INM-CM5-0, UKESM1-0-LL, IPSL-CM6A-LR, CESM2-WACCM, CanESM5, TaiESM1, INM-CM4-8, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR, MIROC-ES2L, CMCC-CM2-SR5, EC-Earth3-Veg
2.077000000000000000e+03, 1.969625536010866318e+00, 9.690400372179702515e+00, 1.849586553819557366e+01, 8.815731671067423392e+00, 1.357435266521448369e+01, 1.245385947260827741e+01, 1.847932993317283490e+01, 6.708969690548437725e+00, 2.043306767815122527e+01, 1.591917592470631426e+01, 1.268923302086853155e+01, 9.961817764058093161e+00, 1.320290060405293175e+01, 1.415936000963866448e+01, 7.247569423087303342e+00, 4.424841213905614801e+00
2.078000000000000000e+03, 1.896604859535466536e+00, 9.635212362452122647e+00, 1.860011148340439746e+01, 8.808584839254754328e+00, 1.374472467676228504e+01, 1.316518445606996046e+01, 1.829494965779962712e+01, 7.094102394392963085e+00, 2.065587809145341325e+01, 1.606711252593229489e+01, 1.248752238011136129e+01, 9.972678276593420321e+00, 1.315259879799341824e+01, 1.397910069814499501e+01, 6.515618408026059072e+00, 4.649626473758192269e+00
2.079000000000000000e+03, 1.926219961497224409e+00, 9.906898644634546613e+00, 1.869777616922521801e+01, 8.705024828082272847e+00, 1.375690681718861086e+01, 1.323981689838444886e+01, 1.821014663883193307e+01, 7.375309050183957105e+00, 2.057056855138223739e+01, 1.624448810144644284e+01, 1.223729398282728020e+01, 1.008975554553455289e+01, 1.312437809389734689e+01, 1.368970490923703309e+01, 6.305307399772401844e+00, 5.541809180382086808e+00
2.080000000000000000e+03, 1.910337952557809027e+00, 1.004655896755264166e+01, 1.868356129125699994e+01, 8.607288318393345961e+00, 1.375999119252285041e+01, 1.292228086986361646e+01, 1.844521480827810223e+01, 6.841401298566526457e+00, 2.032702138689100835e+01, 1.625870163785943845e+01, 1.252284504242677166e+01, 1.002356163983969672e+01, 1.310431040374463763e+01, 1.357335404032710713e+01, 6.567927676923101643e+00, 4.928768932391786706e+00
2.081000000000000000e+03, 1.860425009623002834e+00, 9.791969756164204952e+00, 1.877588601993956274e+01, 8.530801495933454603e+00, 1.352463454644465557e+01, 1.329435556504203042e+01, 1.878516865753846332e+01, 6.461432628891838448e+00, 2.040502307424215900e+01, 1.622041736443740945e+01, 1.232197782377830286e+01, 9.896513462907206460e+00, 1.329783020977363961e+01, 1.366246236732503050e+01, 6.997253135592994333e+00, 4.976810550640005992e+00
2.082000000000000000e+03, 1.878454142095985269e+00, 9.822826725465739983e+00, 1.863301288870398409e+01, 8.425846356724477459e+00, 1.346585710112154999e+01, 1.356943533873122298e+01, 1.869776971329641313e+01, 7.701067443729984419e+00, 2.058344048834131357e+01, 1.596001287878279484e+01, 1.232223245713576887e+01, 9.922970268265707716e+00, 1.341814411641411375e+01, 1.373749730664202140e+01, 7.600294768874639395e+00, 4.950147435830142051e+00
2.083000000000000000e+03, 1.945379902546132911e+00, 9.763761094711835398e+00, 1.877609152392566827e+01, 8.445203825298039035e+00, 1.345281609636627884e+01, 1.329558354361345884e+01, 1.887077332801989726e+01, 8.838452061808084181e+00, 2.055998169322022662e+01, 1.601863504509431380e+01, 1.245452362925007250e+01, 9.887403335495044132e+00, 1.342895586105753836e+01, 1.374210220031589103e+01, 8.045191702719654003e+00, 5.049661671503722360e+00
2.084000000000000000e+03, 2.263146344464709969e+00, 9.998239806618116177e+00, 1.897391371197035070e+01, 8.492888409513609460e+00, 1.350723409421912891e+01, 1.273701863402266099e+01, 1.882629914332648013e+01, 7.511482118940806529e+00, 2.034052834419881250e+01, 1.578952685025917191e+01, 1.266608547122115525e+01, 9.888040343828862433e+00, 1.353018441584214315e+01, 1.359102269714631817e+01, 7.485453234926882082e+00, 4.819342170431136552e+00
2.085000000000000000e+03, 2.424202085511081961e+00, 9.787344072478267876e+00, 1.877419312347607061e+01, 8.599976004633553828e+00, 1.354475623184055166e+01, 1.272604836407857043e+01, 1.850509270942968953e+01, 6.788995534695124512e+00, 2.020640567059868786e+01, 1.565714879005468063e+01, 1.265913605832719036e+01, 1.015868853684066231e+01, 1.331051716727384004e+01, 1.334837963305745667e+01, 7.662027362533546437e+00, 5.102422637342734824e+00
2.086000000000000000e+03, 2.074480072660714658e+00, 9.690370435468640409e+00, 1.877904459893409594e+01, 8.494653399549003225e+00, 1.360198684594395679e+01, 1.231292449652387155e+01, 1.824347502871697912e+01, 7.362803715798616366e+00, 2.034606553445685861e+01, 1.550677069076667891e+01, 1.242130328472852518e+01, 1.061553033170307181e+01, 1.340054810227628757e+01, 1.336187962940455520e+01, 6.663345444456067135e+00, 5.691267154010029472e+00
2.087000000000000000e+03, 1.967980420554889420e+00, 9.856805418895500992e+00, 1.868885578717831564e+01, 8.724064410635804734e+00, 1.356780651380659819e+01, 1.221073396572691649e+01, 1.825086382441172717e+01, 7.470913703659127769e+00, 2.049000725025634395e+01, 1.542684119798504128e+01, 1.287662851525203500e+01, 1.099223449539676167e+01, 1.356219221161446598e+01, 1.362352088545298301e+01, 6.107516399920145389e+00, 5.795611446539274070e+00
2.088000000000000000e+03, 1.935634425714449325e+00, 1.019315164931609807e+01, 1.866424817199180097e+01, 8.733595122432141977e+00, 1.336730699308023418e+01, 1.272174075708322860e+01, 1.853655901469905132e+01, 7.170927392158623626e+00, 2.042870651887925959e+01, 1.569623847222386814e+01, 1.313992678513639589e+01, 1.098448644478140679e+01, 1.337298477371021477e+01, 1.363376238011082719e+01, 6.957231137622969186e+00, 5.733266833938053253e+00
2.089000000000000000e+03, 2.026756829839079455e+00, 9.988595032528442275e+00, 1.876697731162220251e+01, 8.698207565020753762e+00, 1.341857203931930442e+01, 1.246463832822235140e+01, 1.922351360611888893e+01, 7.152973828161984571e+00, 2.035942838361099305e+01, 1.582372905189708590e+01, 1.299013557338351177e+01, 1.060714872622536298e+01, 1.341391746032926591e+01, 1.386145305189114829e+01, 7.804785634550444939e+00, 6.611039546660724575e+00
2.090000000000000000e+03, 1.924526470620941954e+00, 1.014385522367977899e+01, 1.866099177397620323e+01, 8.617978277157037681e+00, 1.385827495909846441e+01, 1.276600909796379391e+01, 1.895297491692897296e+01, 7.057410831576050647e+00, 2.039046354655670257e+01, 1.557236784278883768e+01, 1.288208846377816030e+01, 1.022227176685842487e+01, 1.364986981616075035e+01, 1.407044653921103716e+01, 8.197492190828548075e+00, 5.609037630333213897e+00
2.091000000000000000e+03, 1.966922831052872134e+00, 1.015038090275072236e+01, 1.867784050399100693e+01, 8.671118884799758675e+00, 1.392931794837293680e+01, 1.262976604264432012e+01, 1.901956214590748573e+01, 6.625802818369730396e+00, 2.021544550457566203e+01, 1.558660509665012839e+01, 1.275353127344069115e+01, 9.888456207148413668e+00, 1.335471511901087815e+01, 1.384334898353732868e+01, 7.022440981249895131e+00, 5.584812623631193240e+00
2.092000000000000000e+03, 1.924938133675684337e+00, 9.895650066368730791e+00, 1.865681444906061515e+01, 8.588897046427950599e+00, 1.409022065217231656e+01, 1.266319801790117339e+01, 1.910645084059289900e+01, 7.602196557510168873e+00, 2.028623943181552036e+01, 1.545213022041362905e+01, 1.267200599855478060e+01, 1.004565802878395964e+01, 1.334700494395657167e+01, 1.359690413625642513e+01, 6.794805226621964955e+00, 4.842700172904473632e+00
2.093000000000000000e+03, 1.921676383672027866e+00, 9.671521880677520500e+00, 1.891694685757930472e+01, 8.443113832841550703e+00, 1.390588542501433977e+01, 1.310309747275444536e+01, 1.938694563391428005e+01, 8.246954079913461300e+00, 2.035291016663945740e+01, 1.522659863589056961e+01, 1.279174704568051091e+01, 1.033891503362006681e+01, 1.372421178831177713e+01, 1.376792923838859650e+01, 6.855384011641687536e+00, 5.886720863975686058e+00
2.094000000000000000e+03, 1.973170203478031626e+00, 9.862470826888475983e+00, 1.909063003861834318e+01, 8.501687674796425398e+00, 1.378306824300491051e+01, 1.284606989294150736e+01, 1.914929738441907858e+01, 6.530781242795946184e+00, 2.070945038484947531e+01, 1.550862380325632017e+01, 1.261596956838104511e+01, 1.025515336569110048e+01, 1.348557130460619469e+01, 1.380922499384232083e+01, 7.004500579155012119e+00, 6.180700083248725107e+00
2.095000000000000000e+03, 2.062558733860692328e+00, 9.671060531676969774e+00, 1.884234599643288988e+01, 8.395239268510451325e+00, 1.386123465471932548e+01, 1.329023452391592919e+01, 1.886227006619420266e+01, 7.037803821853687580e+00, 2.070881062306118281e+01, 1.560276102929090136e+01, 1.282271009240856152e+01, 1.027573599762165379e+01, 1.322316901674002132e+01, 1.376344080035705808e+01, 7.003056322139882717e+00, 5.543036429016392042e+00
2.096000000000000000e+03, 2.053625700008536281e+00, 1.009726295056480616e+01, 1.914054042824423263e+01, 8.460307725415638913e+00, 1.386581722966231212e+01, 1.314495143367399521e+01, 1.848048781608697766e+01, 7.726773620159241851e+00, 2.057249416698306987e+01, 1.555049542050839584e+01, 1.330404754026404746e+01, 1.057423536743244163e+01, 1.376867314404684528e+01, 1.372026799392190988e+01, 7.160112456226082500e+00, 4.591029468595971608e+00
2.097000000000000000e+03, 1.960938330758596804e+00, 1.006216039840675869e+01, 1.931518784048323312e+01, 8.463004552877292141e+00, 1.394653631337633115e+01, 1.288916233643973186e+01, 1.818712502424288147e+01, 6.443375512400687732e+00, 2.059484466882591391e+01, 1.545062200139506459e+01, 1.317341105528108613e+01, 1.082546913794097065e+01, 1.340439397193732063e+01, 1.353287748367056054e+01, 7.912371731922433149e+00, 5.237497090881820583e+00
2.098000000000000000e+03, 2.054700694638621261e+00, 1.008306413193951911e+01, 1.920219770864407849e+01, 8.557354114785708177e+00, 1.378477582362787501e+01, 1.298859939989671730e+01, 1.824622212493641271e+01, 6.426414545396590405e+00, 2.032644417885260779e+01, 1.561067889124070085e+01, 1.297865615684948004e+01, 1.053374950274484334e+01, 1.320596729293901106e+01, 1.349778384798535136e+01, 7.889333904479481241e+00, 6.505250562822587845e+00
2.099000000000000000e+03, 2.000931710748249159e+00, 9.836015580495891086e+00, 1.923803785013753043e+01, 8.405615926926900627e+00, 1.344404389761339402e+01, 1.291260694887982474e+01, 1.865048326316601646e+01, 7.101545882614035854e+00, 2.028896819821595443e+01, 1.576967414106684195e+01, 1.333880143178869027e+01, 1.038064177167899160e+01, 1.291687040918855445e+01, 1.367187333304495134e+01, 7.383178318257397343e+00, 6.007659631943127465e+00
2.100000000000000000e+03, 1.913745148984408617e+00, 9.576632306924786064e+00, 1.923615814092086751e+01, 8.452782840290467448e+00, 1.351258776105783177e+01, 1.299399688334166747e+01, 1.860055720653371480e+01, 7.506581726827746159e+00, 2.045627289311835284e+01, 1.559499092914347251e+01, 1.356580778562940992e+01, 1.009940007405070617e+01, 1.296569156068224515e+01, 1.366640251735180023e+01, 7.792846515182873190e+00, 5.269359719233017714e+00
