year, ACCESS-ESM1-5, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-LM, NorESM2-MM, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, CNRM-ESM2-1, MIROC-ES2L, MPI-ESM1-2-LR, TaiESM1, CESM2-WACCM, CanESM5
2.085000000000000000e+03, 1.349754967824342122e+00, 1.898172701684795127e+00, 2.364743630337909241e+00, 1.780307942095388229e+00, 1.581613193402327200e+00, 2.664908472487050872e+00, 1.401059112126974426e+00, 1.498339792034472762e+00, 1.276766270532892156e+00, 1.572962981944485916e+00, 1.688739313953180110e+00, 2.018760742455695034e+00, 1.675949699262844650e+00, 3.861707018170036143e+00
2.086000000000000000e+03, 1.311989432899907992e+00, 1.821689742515809840e+00, 2.215587021651224564e+00, 2.080951480744991589e+00, 1.934567055167181415e+00, 2.698212719135304472e+00, 1.261875128235629973e+00, 1.441050231423729233e+00, 1.324873045240381630e+00, 1.599516316519484560e+00, 1.915684208771398334e+00, 1.625605486686147572e+00, 1.341032125623683680e+00, 3.967261076617970783e+00
2.087000000000000000e+03, 1.300283754997364261e+00, 1.935024191940012184e+00, 2.365528046789273642e+00, 2.161898109844628824e+00, 2.135838030327083636e+00, 2.679124252712723475e+00, 1.575896470055660359e+00, 1.306027644691433398e+00, 1.666668936495651954e+00, 1.567301463498720127e+00, 1.778700643654598901e+00, 1.892677869202546326e+00, 1.501687378705498510e+00, 4.146339962450556804e+00
2.088000000000000000e+03, 1.343893226617681735e+00, 1.791884954873551150e+00, 2.644904726751224899e+00, 1.831539901735666387e+00, 1.851953052053756599e+00, 2.563349999151549152e+00, 1.392694726959001317e+00, 1.186025014189922677e+00, 1.631473067589189530e+00, 1.642109001164592463e+00, 1.752054563451441949e+00, 1.802560085431523795e+00, 1.650812727543238712e+00, 4.513053960715480706e+00
2.089000000000000000e+03, 1.382375087230809152e+00, 1.873605508969862221e+00, 2.410904820217680822e+00, 1.703913622185377896e+00, 1.915782604769583841e+00, 2.649140018879902581e+00, 1.379227285948867010e+00, 1.199022013293959743e+00, 1.651861394957197415e+00, 1.577267573823089908e+00, 1.832038094212800283e+00, 1.693411487374135049e+00, 1.412090296501212761e+00, 3.863716610520313566e+00
2.090000000000000000e+03, 1.371861379394399005e+00, 1.902392903313363304e+00, 2.548017710324748109e+00, 1.439183916460338164e+00, 1.875765659091031434e+00, 3.017781980522588281e+00, 1.311961762720055713e+00, 1.136476774336207418e+00, 1.478323583812928055e+00, 1.500537509609718434e+00, 1.943812548353182290e+00, 1.780432844899126010e+00, 1.642182848207304202e+00, 4.108007150938872698e+00
2.091000000000000000e+03, 1.335575924864097708e+00, 1.928752062882868268e+00, 2.745967541513214538e+00, 1.242900486552297235e+00, 1.663038510859020436e+00, 2.997270249451104984e+00, 1.337213212540555363e+00, 1.140561299985742849e+00, 1.633573010694567840e+00, 1.526582905090209774e+00, 1.506235135256344781e+00, 1.711714275833961407e+00, 1.452639544471633126e+00, 4.221983899529453410e+00
2.092000000000000000e+03, 1.260980202547042239e+00, 1.890897990737627099e+00, 2.675000012173186725e+00, 1.792717625383529745e+00, 1.801813116724630959e+00, 3.007742627157940163e+00, 1.358214416185948847e+00, 1.122738651630274864e+00, 1.189175571560455280e+00, 1.601665545279007841e+00, 1.738673573437391928e+00, 1.487709549533145825e+00, 1.999764839659766924e+00, 4.261461412654576897e+00
2.093000000000000000e+03, 1.256001368579743760e+00, 1.836474489921076536e+00, 2.220962641412485006e+00, 1.528399338097963911e+00, 1.654069276382426068e+00, 2.798429967742971591e+00, 1.236643292080896739e+00, 1.073603935558583800e+00, 1.246097069609342300e+00, 1.595656058130838106e+00, 2.111590534557611143e+00, 1.749335239867406244e+00, 1.623984716925605643e+00, 3.988607966262768478e+00
2.094000000000000000e+03, 1.304035753852094359e+00, 1.921278208401445031e+00, 2.187632273254756399e+00, 1.746601212137717463e+00, 1.758295951934411905e+00, 2.696164845401919585e+00, 1.265047994897298134e+00, 1.102048566691856246e+00, 1.418014591648556033e+00, 1.555548205187925026e+00, 1.479180499060632981e+00, 2.163547203241934724e+00, 1.747887014276245266e+00, 4.094315869545963160e+00
2.095000000000000000e+03, 1.325009131808866147e+00, 1.805346400378745830e+00, 2.556457996811055011e+00, 1.559175671257931883e+00, 1.896285973105771738e+00, 2.750767692049659097e+00, 1.253754415104361142e+00, 1.174268521580353219e+00, 1.268277756449430527e+00, 1.527476098754073419e+00, 1.692019557134545105e+00, 1.520263582498888377e+00, 2.149674910945021278e+00, 4.081737358057416998e+00
2.096000000000000000e+03, 1.293780370686334447e+00, 1.974437087922894296e+00, 2.875410133197022766e+00, 1.890236363671134789e+00, 1.899202352700181784e+00, 2.818358611030078897e+00, 1.330527689105467148e+00, 1.193307251735617580e+00, 1.748898308076537012e+00, 1.508180291258143457e+00, 1.934205911240794773e+00, 1.600509324704506353e+00, 1.641218332544228220e+00, 3.788944067177482555e+00
2.097000000000000000e+03, 1.315780322844694261e+00, 1.933422887243305910e+00, 2.388294268680065002e+00, 1.736595872258706041e+00, 1.710645078008653508e+00, 2.853791892258075169e+00, 1.331471038166531118e+00, 1.176833750568898607e+00, 1.476361550185766758e+00, 1.580942906910484114e+00, 1.552877933143122391e+00, 2.065768879380827983e+00, 1.351134386980410440e+00, 3.901168172637528020e+00
2.098000000000000000e+03, 1.373387699131413564e+00, 1.893235890826552525e+00, 2.046568556034527919e+00, 1.616361969429574108e+00, 2.016208983887568085e+00, 2.652217966077639932e+00, 1.445137310378784123e+00, 1.158974043167805945e+00, 1.621629310842242599e+00, 1.556863419724244135e+00, 1.350681849544319135e+00, 1.543400251106073373e+00, 1.589342143308159594e+00, 4.268659244575307987e+00
2.099000000000000000e+03, 1.409214252139798340e+00, 2.103247745981154715e+00, 2.293999220552076501e+00, 1.572139722634874337e+00, 2.168600178139889145e+00, 2.387266090362857973e+00, 1.277497478128605923e+00, 1.169846603337570734e+00, 1.264617153119746762e+00, 1.547950569928656428e+00, 1.225151515906086397e+00, 1.565497879384817992e+00, 1.538643961239605451e+00, 4.091761167288974654e+00
2.100000000000000000e+03, 1.354809723391954712e+00, 2.032726822302807435e+00, 2.808533212672827517e+00, 1.265723290023077263e+00, 2.048074145780887978e+00, 2.547611186481608669e+00, 1.382199721146349258e+00, 1.102935705442381842e+00, 1.205681328369556216e+00, 1.506074655299083798e+00, 1.659397616633317307e+00, 1.757627979398382001e+00, 1.905720589188126812e+00, 3.789020913078889663e+00
