year, CMCC-CM2-SR5, NorESM2-MM, MPI-ESM1-2-LR, INM-CM4-8, ACCESS-ESM1-5, TaiESM1, CanESM5, GFDL-ESM4, NorESM2-LM, INM-CM5-0, MIROC-ES2L, CESM2-WACCM, UKESM1-0-LL, CNRM-ESM2-1, IPSL-CM6A-LR, EC-Earth3-Veg
2.075000000000000000e+03, 3.060846422603026085e+00, 1.624214956222334028e+00, 1.213125181790241980e+00, 2.175848945374412757e+00, 1.314750762765578562e+00, 2.144208624940032948e+00, 1.647204305218409770e+00, 1.486712833904231257e+00, 2.081354512869396878e+00, 2.588760911545765264e+00, 2.432496277127897066e+00, 1.456035418812250182e+00, 1.438557863425756533e+00, 9.588243528142706973e-01, 2.086896950647406435e+00, 1.574114954537413347e+00
2.076000000000000000e+03, 3.017227879206617391e+00, 1.643583020537908501e+00, 1.159999749484542875e+00, 2.484135496070550175e+00, 1.383202416771694754e+00, 1.726547216500771142e+00, 2.029526304233189027e+00, 1.718676055704756234e+00, 1.518750982615559186e+00, 1.872254498164394709e+00, 2.323808962684361656e+00, 1.830671213984705670e+00, 1.479733521313511435e+00, 1.112572011679799022e+00, 1.985772079193941497e+00, 1.015935576090142289e+00
2.077000000000000000e+03, 1.928785523925224954e+00, 1.702114852572017778e+00, 1.004605025940976670e+00, 2.606257159730185791e+00, 1.727706938115881385e+00, 1.782718535800904558e+00, 1.881770234248332452e+00, 1.211542343267006272e+00, 1.887271175974502446e+00, 2.065743754062413728e+00, 2.031288552075551923e+00, 2.396870897499852937e+00, 1.423503764379571601e+00, 1.189985634024560035e+00, 1.830233228828681558e+00, 1.219332962886252369e+00
2.078000000000000000e+03, 1.926175356299905772e+00, 1.272380621652136945e+00, 7.504959655147582787e-01, 2.699176852668501159e+00, 1.405323601519629317e+00, 1.998850305885000900e+00, 1.582617516492278442e+00, 1.218255619164753556e+00, 1.687964380870887071e+00, 2.245389133557409433e+00, 1.846773757693980667e+00, 2.662213039521645008e+00, 1.441063598212704466e+00, 1.069013927468260627e+00, 2.417752356154966087e+00, 1.858181294622935686e+00
2.079000000000000000e+03, 1.857496990325531394e+00, 1.714253813650257641e+00, 1.159922265785740425e+00, 2.183306600597455294e+00, 1.943804446200572356e+00, 2.056778521709475172e+00, 1.871370746679447805e+00, 1.342720876295933286e+00, 1.829338364592569821e+00, 2.399203047916686149e+00, 1.775276010929971893e+00, 1.631457542222943813e+00, 1.141845422534510934e+00, 1.858217523579603236e+00, 2.276255666114775700e+00, 1.579190654536262395e+00
2.080000000000000000e+03, 2.199578291994305435e+00, 1.583661491884429173e+00, 1.137429557515296841e+00, 2.224237390152886018e+00, 1.418022176989534255e+00, 1.645791817492710418e+00, 2.106893679768622629e+00, 1.156355290840800576e+00, 1.611236953396891547e+00, 2.069950645594386796e+00, 2.588972829736519987e+00, 2.034110027924819430e+00, 1.089349529766507008e+00, 1.199060686759184202e+00, 1.846575191689656892e+00, 1.410804836475957780e+00
2.081000000000000000e+03, 2.278195552185008577e+00, 1.406089944799408853e+00, 1.021664418452007395e+00, 2.707333813853947113e+00, 1.201314522458087009e+00, 1.808684928966297845e+00, 2.047319671906952632e+00, 1.310669808156719185e+00, 1.625420186006392820e+00, 2.025686323220516449e+00, 2.320643938370400061e+00, 2.775155644191184212e+00, 1.187888808572198363e+00, 1.305799899550395438e+00, 2.017250421529908966e+00, 1.464330008678242701e+00
2.082000000000000000e+03, 2.881606856445803277e+00, 1.576191122287450952e+00, 1.334721308774979187e+00, 2.875504010008039568e+00, 1.391580562039275160e+00, 3.647427209652449154e+00, 1.782201216334908578e+00, 1.289220151626993438e+00, 1.695728858812628914e+00, 2.036892139439430149e+00, 2.105496151512062486e+00, 2.038703230044335957e+00, 1.058623842159865491e+00, 1.340321339381123522e+00, 2.062249635202058951e+00, 1.331474197552945826e+00
2.083000000000000000e+03, 2.607289545702408784e+00, 1.850069768565220762e+00, 1.147390565880003210e+00, 2.050108867612673080e+00, 1.461404747503915136e+00, 2.864013204135356094e+00, 2.194049223917978519e+00, 1.371316326139625508e+00, 1.849943039859708094e+00, 2.516405830644399710e+00, 2.103131186358600857e+00, 1.406479534681964516e+00, 1.693392359287932525e+00, 1.297613478161154354e+00, 1.811061042231627782e+00, 1.729976184120766369e+00
2.084000000000000000e+03, 2.822385195248567680e+00, 2.044646157265003428e+00, 1.176188918929084615e+00, 2.181261882218740400e+00, 1.214375174578617544e+00, 1.612404926465091259e+00, 1.599148591014134535e+00, 2.128523920217360033e+00, 1.749007046141693555e+00, 2.152115779135557627e+00, 1.650218731212665713e+00, 1.270509438754696241e+00, 1.230850696922208165e+00, 1.183305684438446415e+00, 2.488932962315885788e+00, 1.293367271960457199e+00
2.085000000000000000e+03, 2.369551635992702909e+00, 1.494991044990640949e+00, 9.156494850916628847e-01, 2.419407854509327827e+00, 1.317415211200894554e+00, 1.933476793808329708e+00, 1.291565332714122549e+00, 1.696456194156373165e+00, 2.182474890117351851e+00, 2.416208026373074080e+00, 2.166196171016885330e+00, 1.783950902019227458e+00, 1.555794700081916782e+00, 8.724750477743123955e-01, 1.995714564800667556e+00, 1.767837793681391378e+00
2.086000000000000000e+03, 1.546165219029870919e+00, 2.132849204952421474e+00, 1.265625005242951628e+00, 2.351385552798487488e+00, 1.222983193122542112e+00, 2.228497184051693392e+00, 1.621727522756286621e+00, 1.325729945682031952e+00, 2.885747834922912425e+00, 1.889128462564552580e+00, 2.377206427789882781e+00, 1.075643638737459273e+00, 1.286850141531112213e+00, 1.015685210284108964e+00, 2.268535685614196495e+00, 1.736288025287595183e+00
2.087000000000000000e+03, 1.796167450732256698e+00, 2.429905200938889731e+00, 1.108991971083159056e+00, 2.599846449958123085e+00, 1.499355300572849936e+00, 2.196032926863435542e+00, 1.754262670889012776e+00, 1.288934354940922900e+00, 3.070920207794861412e+00, 2.058481488150823324e+00, 2.378037653738603652e+00, 1.620437371237761326e+00, 1.953459549781015214e+00, 1.312457991096447341e+00, 2.236449275959703442e+00, 1.802911593970632387e+00
2.088000000000000000e+03, 2.264810164075794496e+00, 1.867090606990275292e+00, 1.040926678976974440e+00, 2.559322933753377161e+00, 1.692915258617621044e+00, 1.599691744520231884e+00, 2.632844614815783135e+00, 1.153036673393023737e+00, 1.852898651980185107e+00, 2.377776388723285006e+00, 2.458441103578242970e+00, 1.735518729136995120e+00, 1.305316239584083382e+00, 1.395004860621714027e+00, 2.004643105891004140e+00, 2.051838388975185001e+00
2.089000000000000000e+03, 2.855654022715119478e+00, 1.844961663881113934e+00, 1.095610943479703892e+00, 2.432095734436739320e+00, 1.415315970419158909e+00, 2.246013784231449595e+00, 1.721347579981863829e+00, 1.467188832524284114e+00, 1.756373194271475313e+00, 1.899500130913801321e+00, 2.542710388799181320e+00, 1.356817868521760673e+00, 1.482535886206933329e+00, 1.341009599622949633e+00, 2.163601851922411612e+00, 2.245663109274312674e+00
2.090000000000000000e+03, 3.033504696634296227e+00, 1.695746912840260689e+00, 1.297580666725003828e+00, 2.127984967499405577e+00, 1.236243973839832533e+00, 1.948842525633092793e+00, 1.673040650764682225e+00, 1.133740288077505376e+00, 1.383658487313000229e+00, 2.036293568878849491e+00, 1.768560210251749698e+00, 1.706115389149286843e+00, 1.180508847023157060e+00, 1.158063250043502634e+00, 3.001801281330293669e+00, 1.462002471033709838e+00
2.091000000000000000e+03, 1.969265194023364085e+00, 1.329753025509759601e+00, 8.143361970087789059e-01, 2.595816150036704073e+00, 1.277974260288225361e+00, 1.752512705678050509e+00, 1.975313118315522809e+00, 1.579429199904673009e+00, 1.163154746890557201e+00, 2.224511054575026403e+00, 1.780873096475006356e+00, 1.319345515231634458e+00, 1.482396393378441424e+00, 1.392034493039043586e+00, 2.407446432327108976e+00, 1.355556959460646693e+00
2.092000000000000000e+03, 1.909593733224023149e+00, 1.754643586893173124e+00, 1.126278826028735747e+00, 2.327678277696715536e+00, 8.948110410216917332e-01, 2.705746718584612243e+00, 2.250649025878795229e+00, 1.075361292063950147e+00, 2.058214756100635423e+00, 2.092583793914471801e+00, 2.327722843916117057e+00, 2.264568508364988020e+00, 1.181964616573110805e+00, 8.740444610991918717e-01, 2.679500106959372907e+00, 1.583812122012703272e+00
2.093000000000000000e+03, 1.933904338372378628e+00, 1.474835342596029664e+00, 1.439063988416605211e+00, 2.653102533709136956e+00, 1.784198107734991767e+00, 2.349657567339767716e+00, 1.882460702819822806e+00, 1.244040517982754279e+00, 1.789313460669359479e+00, 2.654539445196411496e+00, 2.575746708408661156e+00, 1.822224133897305531e+00, 1.191488291730541160e+00, 9.413936143165645420e-01, 2.114494334947196297e+00, 2.422356468221745995e+00
2.094000000000000000e+03, 2.186457896997948680e+00, 1.599758221874618691e+00, 7.269228694327227736e-01, 3.029825509853863341e+00, 1.592610275037005474e+00, 1.370794888221816388e+00, 1.776191203045254241e+00, 1.317024281514093342e+00, 1.884940827015940013e+00, 2.377146257735690771e+00, 1.939327675132127782e+00, 1.969744506425441077e+00, 1.171414535091502174e+00, 1.151883471683069704e+00, 2.097267155870619071e+00, 2.151642754648735778e+00
2.095000000000000000e+03, 2.022149724176855567e+00, 2.029224185160168226e+00, 1.059467859874291706e+00, 2.293736227697378727e+00, 1.285985068274172916e+00, 2.274800280940213248e+00, 1.662001422347583190e+00, 1.517982301639425824e+00, 1.691411107834628558e+00, 2.193919192872031410e+00, 2.007401235737318768e+00, 2.560725287952557050e+00, 1.214183689036431923e+00, 1.003203821958225106e+00, 2.358558681885284170e+00, 1.039664700060851432e+00
2.096000000000000000e+03, 2.438451101581884828e+00, 2.173091143126610447e+00, 1.272561709623090564e+00, 2.660267493070513467e+00, 1.227767941499447346e+00, 1.934326156483817449e+00, 1.362783471147773540e+00, 1.457941686086491107e+00, 2.623473954989794077e+00, 3.161827216069147628e+00, 2.033858760582694103e+00, 1.317106648515719014e+00, 1.474623650039987410e+00, 1.431931033501366191e+00, 2.328919451539384511e+00, 1.400852080424144219e+00
2.097000000000000000e+03, 3.143359662476832739e+00, 1.602601923074317813e+00, 8.650095840200568986e-01, 2.670399258917258933e+00, 1.276855281729582625e+00, 1.507410231421166369e+00, 1.350794793200458699e+00, 1.111624761494649061e+00, 2.044450067160001883e+00, 2.630087377862994291e+00, 1.838652037302519027e+00, 1.138954778086020969e+00, 1.554441169006295143e+00, 1.131273496400287737e+00, 2.441086820367198928e+00, 2.125819004681061664e+00
2.098000000000000000e+03, 2.396281762885150712e+00, 2.142346150873275956e+00, 7.345827625847389797e-01, 2.043280301409577948e+00, 1.928600182076878111e+00, 1.733134483801612058e+00, 2.301160888485217715e+00, 1.502430182511462320e+00, 1.665892202031938885e+00, 2.122784947510473863e+00, 2.632279650905648083e+00, 1.532381296469040644e+00, 1.659931145182028223e+00, 1.407408246105406713e+00, 1.726420385863872697e+00, 2.491208904183010997e+00
2.099000000000000000e+03, 2.358660828628190043e+00, 2.458634256399693907e+00, 7.028798060901579881e-01, 2.777316826448091636e+00, 1.353943850052591547e+00, 2.678274251228246694e+00, 2.183602120677788694e+00, 1.319152130365615738e+00, 1.472856730547758008e+00, 2.553353943539981685e+00, 2.483916808035182111e+00, 1.484094314111635393e+00, 1.291955273648693669e+00, 9.218513959469130103e-01, 2.125802046632157438e+00, 1.854013997717787188e+00
2.100000000000000000e+03, 2.507398183607880249e+00, 2.244903622588387826e+00, 1.084933843485818450e+00, 2.406649246213516946e+00, 1.312008667250968097e+00, 1.973129125696588826e+00, 1.518561236771326595e+00, 1.084120602729236271e+00, 1.225848572223863897e+00, 2.315758563550180504e+00, 1.982555343631834388e+00, 1.922709542470637523e+00, 1.720177553748127863e+00, 9.558340435700877213e-01, 2.024650759931587274e+00, 1.567246365160265720e+00
