year, GFDL-ESM4, NorESM2-MM, CanESM5, ACCESS-ESM1-5, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-LM, INM-CM5-0, INM-CM4-8, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, UKESM1-0-LL, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1
2.077000000000000000e+03, -3.347622201610319093e-01, 4.359754811672196528e-02, 2.212498509417036296e-01, 2.817426900383288024e-01, -4.169575545531141736e-01, 1.310125227250451448e-02, 6.746596168208560118e-02, -7.596696074923414699e-02, 2.101074305298470390e-01, -3.749320370536281255e-02, -4.316472993316011197e-01, -3.618985518944081714e-01, 7.722219603801769305e-02, -4.621295161753529723e-01, -3.522078110490581976e-02, 2.862092749940687089e-02
2.078000000000000000e+03, -1.523423258893604748e-01, -1.350512764523491560e-01, -4.639488619141410308e-02, 1.228983422151624094e-01, -3.302674262184336906e-01, 4.032234223507480397e-01, 5.593368856720325882e-02, 6.277194967270469106e-02, 3.735791806931659798e-01, -1.875030798797445719e-01, 1.452431507218227891e+00, 2.962521016827716624e-01, 2.545904960598578681e-02, -6.797813087163245838e-02, 3.058567187367447482e-01, -1.462568034119280380e-01
2.079000000000000000e+03, -1.055085070793691793e-02, -5.728163547105567105e-03, -1.441150825768600652e-01, 3.263358386225727603e-01, -3.635537681489148243e-01, -1.142067502559053344e-01, 1.181407850361909373e-01, 3.282614288695622773e-01, -3.125982960668509114e-01, -2.633682096913481097e-01, 1.960065996559229584e-01, -8.264614653679740186e-02, -2.638427052220217450e-01, 1.054123433696615431e-01, 3.695328420450395834e-02, 6.155918554772458196e-01
2.080000000000000000e+03, -7.950073532410263655e-02, 9.455021561071899616e-02, 3.027640797109689696e-01, -7.082069184325480438e-02, 2.689321389467328460e-01, -1.287072087777348280e-02, -7.423765411139243708e-02, 6.532471859781559254e-02, -2.370419684972711605e-01, -2.294276381735676010e-02, -9.361269290722805392e-02, -3.151937105448482379e-01, -2.884044415782776039e-01, -9.174306622868150241e-02, -4.602575275238895425e-01, -3.707071563157495198e-01
2.081000000000000000e+03, -1.240674409889909735e-01, -7.604980102633085437e-02, 3.074978941026418333e-01, -1.432938485212622293e-01, 2.902334993671929486e-01, 2.933273664503858735e-01, 2.848537827918529858e-02, 4.709397714067075150e-03, 6.034007747104523645e-02, 3.418329303463222418e-02, -1.253797196615912268e-01, -1.776871979732063400e-01, -1.790496883221646407e-01, 2.472224423994363873e-01, -1.161191121049002899e-02, -2.280540469701012804e-02
2.082000000000000000e+03, 4.753592014964878876e-02, 9.005670270216026285e-02, -6.643263383143382939e-02, -2.366744534142369016e-01, 5.567707161557122753e-01, 1.169743695223442875e-01, 4.545779467127701590e-02, -1.549438733511047939e-01, 6.231228671353197246e-01, 8.773708120884074479e-02, -9.878458358174024845e-02, -1.191296548862414428e-01, -3.298468778618157682e-01, 3.205075745746982507e-01, 1.226039892779510421e+00, -1.364701637918014181e-02
2.083000000000000000e+03, 2.347689291313770077e-01, 1.889470886835379893e-01, 3.300398874450249376e-01, 6.244557752337574763e-02, 4.168172559374416081e-02, -1.467870492332816745e-01, -2.543943775921440539e-02, 6.381525715836209312e-01, -3.643147101564720991e-01, -8.427288275887880042e-03, -1.381516531332371289e-01, -1.824701102028635502e-01, 9.412895055685363555e-02, 7.204792346539042047e-02, 1.661300973735623521e-01, 2.072866787780282966e-02
2.084000000000000000e+03, 1.137569958653847246e+00, 1.765011965938895477e-01, -4.719455632921108756e-02, -3.821614363214788090e-01, -1.363187750204825632e-01, -2.901888803361056257e-01, 3.711708931249915484e-03, 2.187129261952177814e-02, -3.758888377035911055e-01, -2.835668917684135426e-01, -1.624697549393026297e-01, 3.774389297364270091e-01, -1.911972935695431530e-02, 1.871270769171134996e-01, -1.043638484989148685e+00, 1.696342188134238593e-01
2.085000000000000000e+03, 5.156169324980623692e-02, -9.304836707039897126e-02, -2.466008793747396788e-01, -1.748058876260016326e-01, 5.300639720559290752e-02, 3.909932221004105285e-02, 2.797654942841282244e-01, 2.195825058110449993e-02, -1.431629950799609141e-01, -1.876718472293959494e-01, 7.576897879507591416e-01, -1.314836367956017660e-01, 2.810011418190166976e-01, -3.934068117029955181e-01, -2.368484371254685472e-01, -9.065786887589033505e-02
2.086000000000000000e+03, -5.475152884327205705e-01, -5.791232511995420343e-03, -2.453346631923042365e-01, -2.487395876438065478e-01, -6.673896468715173613e-01, -3.214648740448733943e-01, 2.419407692814660726e-01, -2.436832609460753141e-01, 3.527428757233661699e-02, 8.305220703572641430e-03, 6.564731049414342934e-01, 6.715763963315665719e-02, -2.321689446254416866e-01, 1.827436239050513889e-01, 5.188334323984568064e-01, -8.994922077910322972e-03
2.087000000000000000e+03, -2.312608651058454257e-01, 3.226366182671088212e-01, -7.182469343660598249e-02, 6.038416385024074351e-02, -2.572536994632941276e-01, 1.022596437571499511e-01, 2.171263202416142957e-01, -2.287322645718904424e-01, 1.140596678841042794e-01, 2.545333247276446720e-01, -1.109431521231035167e-01, -1.781853599137849312e-02, 4.789678199690496352e-01, 2.249002610353247056e-01, -6.958193430079537278e-02, 7.007990855442867983e-02
2.088000000000000000e+03, -2.549135216412346527e-01, 1.009748216107459323e-01, 1.802283482431195072e-01, 2.878491088280991650e-01, 5.146424143931708217e-01, 1.786266392738080078e-01, -6.077927923556729339e-02, 3.768045581085999185e-01, 8.846365449153655025e-02, 8.702588602841980145e-03, 9.858611016991457587e-01, -2.799023408399947677e-01, 1.092813328490562230e-01, -2.298548031741554643e-01, -2.785866729659167707e-01, 8.294932105596256044e-02
2.089000000000000000e+03, 1.990987097420456875e-01, 2.880603951432296819e-02, 7.958488847878003591e-01, 2.861474664483446353e-02, 5.473297492671401754e-01, -2.693764315721164718e-02, -1.678919438136303732e-01, -2.611156587711078725e-01, -1.505766839361536401e-02, 3.399560489185844414e-01, -2.244747957508789471e-01, 2.281002484703481270e-01, -3.877062083216329530e-02, -1.328728340529179430e-01, 1.675743702919524070e-01, 3.725786302514637327e-02
2.090000000000000000e+03, -3.213329845374239269e-01, -8.473705599439716740e-02, -4.042102591524320832e-01, -2.633725307149672457e-01, 6.861093975348789287e-02, 2.232021853208641382e-01, -2.610576789122919794e-01, -1.433675783593494624e-01, -2.897818788509550214e-01, 5.660722003863350588e-02, -3.486138499139950775e-01, 6.180245787283434877e-01, -1.817010121446833715e-01, 4.363579181396505247e-01, -3.195665282350227954e-01, 6.299642532690885588e-02
2.091000000000000000e+03, 2.062444420606151796e-01, -1.437773419790928098e-01, 1.629511012721791552e-01, -1.891017565629570310e-02, -3.965090405591875089e-01, -1.139512386043439740e-01, -1.946935217775221938e-01, 7.142234661467007639e-02, -8.891046263482034473e-02, -3.014073221317090656e-01, -1.454915702718240000e+00, 7.761174667431666729e-02, 1.045239861597729025e-01, -4.129744019748153860e-01, -3.965466762598338080e-02, 1.630782404526393004e-01
2.092000000000000000e+03, -2.338787094896369601e-01, 6.164728128142417385e-02, 2.878351460024836106e-01, -3.523176520706715054e-01, -1.927925488794743347e-01, 1.922391299539337184e-01, 1.457653049852035143e-01, 1.200712140931091410e-01, -9.691269334587818141e-02, -5.359717997682405394e-02, 3.874002800023429449e-01, 2.736523213018798306e-01, -1.600527308347685362e-01, 1.981557484253337609e-01, 9.806161426798144509e-01, -2.805826062931917608e-01
2.093000000000000000e+03, 2.837412176450640824e-02, -1.690176381405577091e-02, 4.091090586028208742e-01, -7.601858171826902932e-02, 2.303075982125500631e-02, 6.257292720744141168e-02, 1.139198397612997266e-01, 8.881045720879533478e-01, 4.599891587508328494e-01, 1.477509212540466244e-01, 1.018698770622314065e+00, -3.837752196536956539e-01, -2.914366277969374086e-01, 4.254955613870617381e-01, -1.878044473041438622e-01, -2.390596555928565375e-02
2.094000000000000000e+03, 5.894200355051238543e-02, 1.935158721214939870e-02, -2.564513054200780462e-01, 3.439476763827487016e-01, 1.802658931388619601e-01, 3.100146647478363091e-02, 5.694691414147073395e-03, 2.675171161959407073e-01, 7.860927000123300035e-01, -1.795496145844351077e-02, 5.268529204251584108e-01, 1.243648116733432618e-02, -5.209438337340234482e-02, -1.529317999980656650e-01, -1.055782910685433507e+00, -5.670796927796550174e-02
2.095000000000000000e+03, 1.894106106526076416e-01, 2.305863966053249281e-01, -3.161380773493998042e-01, -5.474031338845898598e-02, -1.239655308671117617e-01, 2.114070730905227569e-01, 1.160799703772578684e-01, -1.552545560076798725e-01, -4.628220427461914727e-02, -2.064899834947911059e-02, -1.585197081983951373e+00, 1.376559000265014654e-01, -1.469815567858959726e-01, -3.515747262299513398e-01, 8.191577048134651706e-01, -2.920393878899285242e-02
2.096000000000000000e+03, -1.477709881289870951e-03, 2.690993078207809530e-01, -2.536289782308248641e-01, -5.646055380306665150e-02, 3.627644242115186102e-01, -1.200720858099850324e-01, 2.303441483626111896e-01, 1.007986696577250818e+00, 1.011270558266594149e-01, 1.778555885239451254e-02, -5.300250425854377001e-01, 3.670074902452952897e-02, 8.084699135285221272e-02, 7.777614090490929666e-01, -3.959718588268731215e-02, 3.333174053676946635e-01
2.097000000000000000e+03, -1.963363586573238784e-01, -7.677832812273435725e-02, -3.518594485169765917e-01, -6.882137502939643381e-02, 3.891980806387326242e-01, -1.200565636770971473e-01, 1.234761857700417548e-01, 5.006314022177644762e-01, 1.775592699486243375e-01, -3.192948174322629007e-01, 1.268236630945330345e+00, 1.158224335523108800e-01, 1.191636419285352771e-01, -3.459925377404730051e-01, -9.349911137701031327e-01, -5.447774925674557511e-02
2.098000000000000000e+03, 1.632281820961378471e-01, -8.059550856822460252e-02, -1.352559905424781383e-01, 3.350172653219576913e-01, -1.100224001627687076e-01, 1.624542620181636254e-01, -1.200563474116802531e-01, 8.803239250021027695e-02, -5.873760162202451562e-01, 9.963319507296200528e-02, 1.082091025958375141e+00, -6.093654326870563409e-01, 2.094119329467757085e-01, -2.820382032775431980e-01, 1.764261495800230339e-01, 7.048263695792759964e-02
2.099000000000000000e+03, -1.671208730927603858e-01, 2.540401093761172069e-01, 3.789271551098367663e-01, -5.177143105503932696e-02, -2.425164699663341986e-02, -3.470231638018300702e-02, -7.121962555777022752e-02, 3.960521830310199665e-01, 7.988663374631950476e-02, 1.266382439801201631e-01, -5.126733787652120178e-01, -1.873806385659761431e-01, -2.588693544071738462e-01, -5.210302825525553461e-01, 6.422894611845433310e-01, -3.077980955872441915e-01
2.100000000000000000e+03, -2.474448511678615792e-01, 1.426121951896341944e-01, -4.009421216410816169e-02, -1.839862782891033555e-01, 2.548677331876505470e-01, 1.313600173898500645e-01, -1.275906153092520590e-01, 1.364988161447940572e-02, -1.894209812289551487e-01, -4.427858661355468101e-02, -6.100497049135142902e-01, -1.626582917758777613e-01, 2.267607511495198513e-01, 1.088068807312549680e-01, -2.042683051100473990e-01, -2.148373237711319883e-01
