year, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, INM-CM4-8, MIROC-ES2L, NorESM2-LM, CanESM5, EC-Earth3-Veg, INM-CM5-0, MPI-ESM1-2-LR, TaiESM1, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5
2.077000000000000000e+03, 3.410937829514312369e+01, 4.894487284307935937e+01, 3.569671538920696463e+01, 6.479092568766137106e+01, 2.992535964015516470e+01, 6.150947814521557433e+01, 4.891548115804230434e+01, 4.112414886426129357e+01, 6.293930182354906577e+01, 3.009684930609448372e+01, 6.143926491899832598e+01, 7.310373727336467198e+01, 6.811248674499437072e+01, 4.800685026317292170e+01, 5.064714179752120060e+01, 6.415250227870605215e+01
2.078000000000000000e+03, 3.434282511112854763e+01, 4.891715034586257360e+01, 3.531257221116387512e+01, 6.484301177704043084e+01, 2.995712268159052627e+01, 6.154035931014773553e+01, 4.885890436651067148e+01, 4.109881874217768427e+01, 6.294499316753527296e+01, 3.017983738702161034e+01, 6.149106548104430914e+01, 7.315402704104117504e+01, 6.842427490112017097e+01, 4.806677729299305923e+01, 5.082094188532570200e+01, 6.388399836593649184e+01
2.079000000000000000e+03, 3.445494909617383428e+01, 4.881837017984884142e+01, 3.558660361155566676e+01, 6.484466354981594804e+01, 2.998325690467452276e+01, 6.168526697557447847e+01, 4.865725571698521890e+01, 4.168825329045168360e+01, 6.303407851183521871e+01, 3.003406643114021790e+01, 6.204422746580552683e+01, 7.313927218601894253e+01, 6.848218056563351297e+01, 4.805291483078562464e+01, 5.072779294963276442e+01, 6.363557837358096947e+01
2.080000000000000000e+03, 3.425214221729724073e+01, 4.874695468725692393e+01, 3.562442410589380160e+01, 6.493137354094561431e+01, 2.997599773333086404e+01, 6.177354531490212963e+01, 4.867919970491151815e+01, 4.207193867537079512e+01, 6.302078842653016011e+01, 3.031959083294240642e+01, 6.124824039996075697e+01, 7.335226578707332123e+01, 6.822266532608415446e+01, 4.808956116516895207e+01, 5.067852105639538962e+01, 6.374907827402439864e+01
2.081000000000000000e+03, 3.416865612388970419e+01, 4.871598037126724279e+01, 3.566078559725892205e+01, 6.499513170872661760e+01, 2.990376322045230495e+01, 6.166435689309377466e+01, 4.872024378702429459e+01, 4.219323507093618986e+01, 6.291932467953125752e+01, 3.051242385563549320e+01, 6.057900117413073104e+01, 7.317152742781867403e+01, 6.838820590040386094e+01, 4.807599339676124828e+01, 5.069716932391619224e+01, 6.524352663675098540e+01
2.082000000000000000e+03, 3.421993546764326055e+01, 4.860899340216586495e+01, 3.564250112344241472e+01, 6.502239569527122853e+01, 2.978455731222046410e+01, 6.156317801239953269e+01, 4.873735610812939001e+01, 4.205071235802608243e+01, 6.291224199630817537e+01, 3.028639531045987354e+01, 6.154778440896436109e+01, 7.306132823398515086e+01, 6.855593831406302741e+01, 4.807202578133666293e+01, 5.071742475529838146e+01, 6.520085612016802656e+01
2.083000000000000000e+03, 3.419877572248536524e+01, 4.852040585177825704e+01, 3.558887634215086138e+01, 6.494041710749765173e+01, 2.966857266275004790e+01, 6.154920062864063368e+01, 4.883019717849587238e+01, 4.219755088619886152e+01, 6.303587302381269097e+01, 3.042391196322270019e+01, 6.189000029871016295e+01, 7.309701598693695246e+01, 6.832821396494665578e+01, 4.807540758229160360e+01, 5.074472447081652859e+01, 6.512653388588475423e+01
2.084000000000000000e+03, 3.421525618780068356e+01, 4.848864201821318431e+01, 3.603985187859297668e+01, 6.488116825116688346e+01, 2.969577359720480558e+01, 6.149358753014875845e+01, 4.871920127192963434e+01, 4.248777526935181470e+01, 6.302892423791908527e+01, 3.058041126437456114e+01, 6.148562808664035373e+01, 7.314449008771300953e+01, 6.788910816331909359e+01, 4.809084608226572044e+01, 5.073056935669335132e+01, 6.487488846734821379e+01
2.085000000000000000e+03, 3.416597055956117401e+01, 4.846069076914209006e+01, 3.622099282590031066e+01, 6.476010160642540825e+01, 2.963341470184396087e+01, 6.156604389536866506e+01, 4.849436249178520342e+01, 4.258087458280410686e+01, 6.304848829653559505e+01, 3.080472827486184428e+01, 6.065248419017642334e+01, 7.305387394887844721e+01, 6.787431091223318447e+01, 4.803170358331055922e+01, 5.064658919323149888e+01, 6.489685262372789509e+01
2.086000000000000000e+03, 3.429365498703839421e+01, 4.836060727621016753e+01, 3.611446261634043964e+01, 6.458792429195574414e+01, 2.959422693981812813e+01, 6.187917074724315825e+01, 4.825991268575203463e+01, 4.280841461590816976e+01, 6.296314330888642985e+01, 3.084589811415604288e+01, 6.147756580227301981e+01, 7.301675553376340133e+01, 6.775916152260084857e+01, 4.783265690926246094e+01, 5.071231814295958173e+01, 6.447415086018212094e+01
2.087000000000000000e+03, 3.426036226755798708e+01, 4.830750525310864418e+01, 3.609655049857430953e+01, 6.444867137918437550e+01, 2.964696127778309176e+01, 6.205603583796892053e+01, 4.819950453670469415e+01, 4.304708313519792995e+01, 6.294215383481882498e+01, 3.070209992711998126e+01, 6.175744323137013936e+01, 7.322899506762063027e+01, 6.791221157603244762e+01, 4.774295430326895229e+01, 5.075401518742042839e+01, 6.424783501003200570e+01
2.088000000000000000e+03, 3.410403254843361509e+01, 4.830419406772273305e+01, 3.610556754658249901e+01, 6.445948479736190961e+01, 2.968318253149062613e+01, 6.207980636115721751e+01, 4.828744875895559119e+01, 4.296876280499451184e+01, 6.284948118808507189e+01, 3.069232106808754068e+01, 6.154454617280733686e+01, 7.333402513004695322e+01, 6.813620441543794470e+01, 4.791796699753302136e+01, 5.062774510170815034e+01, 6.559418543136760604e+01
2.089000000000000000e+03, 3.427695573127615347e+01, 4.822181263180723931e+01, 3.612879845700466319e+01, 6.432278129659721344e+01, 2.960775708151901497e+01, 6.198963195464763487e+01, 4.833595658672355455e+01, 4.299567760141133732e+01, 6.283243962934784577e+01, 3.067815445729744539e+01, 6.140438823365711585e+01, 7.334549593086948960e+01, 6.794436784387106343e+01, 4.807739301687848865e+01, 5.051469825928700175e+01, 6.588689677393806221e+01
2.090000000000000000e+03, 3.434473017388040006e+01, 4.814389806814999417e+01, 3.611718971970332603e+01, 6.432155494849104116e+01, 2.956817437152653483e+01, 6.190817547166369650e+01, 4.819240627313782710e+01, 4.297104721118807902e+01, 6.280790239404133501e+01, 3.078066595019843987e+01, 6.080677783911603029e+01, 7.342234642315391113e+01, 6.810112459650210326e+01, 4.808173988858923309e+01, 5.057293320828259908e+01, 6.609639734457452676e+01
2.091000000000000000e+03, 3.448824252611959906e+01, 4.814433684278110803e+01, 3.625157108495194791e+01, 6.433000260071311516e+01, 2.952393976247090635e+01, 6.192473984849593904e+01, 4.817603562513530591e+01, 4.320578492598185960e+01, 6.280295231170088499e+01, 3.064435082938003063e+01, 6.096492337130744232e+01, 7.352632554843391688e+01, 6.816351557392766836e+01, 4.816131837346286915e+01, 5.058341274956251965e+01, 6.534958771318216009e+01
2.092000000000000000e+03, 3.464430224381768397e+01, 4.807794289498909279e+01, 3.641455564405835332e+01, 6.414603592429159562e+01, 2.960878198668759609e+01, 6.201488501830779398e+01, 4.813255085569745972e+01, 4.329522948859853670e+01, 6.276799665544363904e+01, 3.087524145698166578e+01, 6.211348271548728661e+01, 7.367519289282697059e+01, 6.813792414772862571e+01, 4.826830479647956196e+01, 5.090261652391490799e+01, 6.493604246455453222e+01
2.093000000000000000e+03, 3.441320292765252731e+01, 4.798924369488595687e+01, 3.632538587637366589e+01, 6.403068234248124213e+01, 2.958638108608306894e+01, 6.217267647435492961e+01, 4.818358535047050850e+01, 4.350022284714565757e+01, 6.273850151808643005e+01, 3.101932062213206365e+01, 6.191316689605504564e+01, 7.391096945532659390e+01, 6.828281352321931763e+01, 4.827604792017802993e+01, 5.071330361554591093e+01, 6.504519326027192960e+01
2.094000000000000000e+03, 3.426463161651057021e+01, 4.800276351821083409e+01, 3.654047736187229845e+01, 6.394162034430100761e+01, 2.960021579247695556e+01, 6.220339732072466887e+01, 4.802668113521548321e+01, 4.369939027363009387e+01, 6.260965191830538856e+01, 3.079871690721544297e+01, 6.107622849355816896e+01, 7.397177171492357672e+01, 6.826659936767033798e+01, 4.840861973757928638e+01, 5.057452232279820237e+01, 6.621529297780489287e+01
2.095000000000000000e+03, 3.448091115609880575e+01, 4.794185015213435008e+01, 3.653965182788547850e+01, 6.370317689382941495e+01, 2.957905371993143007e+01, 6.225996246588569960e+01, 4.798102807767538991e+01, 4.406299248510690347e+01, 6.253017796241915960e+01, 3.095666538156618941e+01, 6.180544420151800011e+01, 7.420120877364806233e+01, 6.862026419606227989e+01, 4.836098212301584454e+01, 5.080172491545953051e+01, 6.628977813202477876e+01
2.096000000000000000e+03, 3.462078308645111946e+01, 4.787675591234642525e+01, 3.660895642117240811e+01, 6.363376577006302171e+01, 2.964939604687059926e+01, 6.258578970644568784e+01, 4.783160349401723010e+01, 4.370112583562313802e+01, 6.253598861192644165e+01, 3.134725474506225851e+01, 6.159912402799871955e+01, 7.437053827102620573e+01, 6.877965220927247003e+01, 4.815623320109044414e+01, 5.088690057180385651e+01, 6.614691979776469566e+01
2.097000000000000000e+03, 3.464120406346303582e+01, 4.787608665094182925e+01, 3.653516055236812576e+01, 6.370351908649718808e+01, 2.968149761194930036e+01, 6.271486503104543431e+01, 4.766512090139209334e+01, 4.304478160400001485e+01, 6.256552621372948408e+01, 3.111326257533341888e+01, 6.096629488064072433e+01, 7.428695676295275518e+01, 6.877018870012399532e+01, 4.818650581231296570e+01, 5.085315001322112494e+01, 6.653301359426694717e+01
2.098000000000000000e+03, 3.461387078903371872e+01, 4.779108722475123017e+01, 3.664701506210123938e+01, 6.349029557731368101e+01, 2.962674281840572732e+01, 6.265340662621655810e+01, 4.781293727843227970e+01, 4.319494394275358218e+01, 6.267082774934117140e+01, 3.112411464250439508e+01, 6.152354815718593528e+01, 7.414587512631125321e+01, 6.880134708738339100e+01, 4.835064697217188012e+01, 5.079729794145310962e+01, 6.639123636208979917e+01
2.099000000000000000e+03, 3.445039897137007046e+01, 4.761356039293232811e+01, 3.658452736183746623e+01, 6.340158888602493192e+01, 2.959629551811589465e+01, 6.272999176409424393e+01, 4.776171562086656053e+01, 4.358673353791360228e+01, 6.257393795863721664e+01, 3.131226091190668370e+01, 6.218338499264794450e+01, 7.438782388800214562e+01, 6.885840022174086528e+01, 4.836844285939357491e+01, 5.092534784887887866e+01, 6.648970185426111357e+01
2.100000000000000000e+03, 3.453061708947952724e+01, 4.753089335091478773e+01, 3.666999580240642587e+01, 6.341575029183219669e+01, 2.966504904471270265e+01, 6.282169712532956396e+01, 4.759691302233414234e+01, 4.381541700674255679e+01, 6.266782077410243801e+01, 3.137687691653198030e+01, 6.229518164455479479e+01, 7.453221823786941513e+01, 6.888948687168704055e+01, 4.832203938521368514e+01, 5.083816606733920906e+01, 6.699201203721494835e+01
