year, ACCESS-ESM1-5, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, MPI-ESM1-2-LR, CanESM5, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-MM, CESM2-WACCM, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4
2.045000000000000000e+03, 2.557269479091214048e+00, 2.746662990884827682e+00, 4.028153385981070755e+00, 5.175827947686099328e+00, 4.395685841653380166e+00, 5.337108324583460295e+00, 2.776583489588961839e+00, 2.764850309589876431e+00, 3.901845296011122510e+00, 3.623299557775216950e+00, 3.852614767296000942e+00, 3.198624854706452414e+00, 3.358834812931772884e+00, 4.474062347923270622e+00
2.046000000000000000e+03, 2.638604765844632993e+00, 2.728047311718807322e+00, 3.724060172496358678e+00, 5.271748254674385237e+00, 4.387629824514903909e+00, 5.421488898039253712e+00, 2.809756186184808158e+00, 2.810226863705137301e+00, 3.841467146897772356e+00, 3.606158196294338314e+00, 3.820345739410796693e+00, 3.195773727301367551e+00, 3.327943663631585558e+00, 4.335700205994639234e+00
2.047000000000000000e+03, 2.595071155297405507e+00, 2.763339480692494021e+00, 4.148044259464518824e+00, 5.405311377055323163e+00, 4.400144463813291829e+00, 5.691089934504761416e+00, 2.789778562600288669e+00, 2.910437555872716686e+00, 3.847901056209979131e+00, 3.627193691550390398e+00, 3.908087702499372540e+00, 2.969103683825638385e+00, 3.340791227991890100e+00, 4.250446463394028207e+00
2.048000000000000000e+03, 2.657318415843232806e+00, 2.739942430536568718e+00, 4.243484553061047215e+00, 5.894613503814501776e+00, 4.515206269628222913e+00, 5.534645758935682558e+00, 2.730667821877380774e+00, 2.854589242518898562e+00, 3.950970028346009411e+00, 3.563180329875053065e+00, 3.463040428101532342e+00, 3.129578229808786194e+00, 3.191287668089798135e+00, 4.360526501075075778e+00
2.049000000000000000e+03, 2.697913431197274114e+00, 2.734123794597082213e+00, 3.765673018333591582e+00, 5.919102249795930248e+00, 4.402959046381579533e+00, 5.493459197441133313e+00, 2.729981416004213290e+00, 2.829913395957701638e+00, 3.853489488336739210e+00, 3.548223901553983151e+00, 3.886697769446494366e+00, 3.226455758488323777e+00, 3.336187775158395930e+00, 4.508965645169600300e+00
2.050000000000000000e+03, 2.628522233913057171e+00, 2.704942880738403499e+00, 3.872931043096402792e+00, 5.242023989316402677e+00, 4.459318745398140216e+00, 5.613973413007652624e+00, 2.724812617929140313e+00, 2.891432574335444095e+00, 3.868300153794054008e+00, 3.627231636788634361e+00, 3.928970731203205169e+00, 3.108705658565374286e+00, 3.316764834246943572e+00, 4.277946545894724117e+00
2.051000000000000000e+03, 2.556403256294984772e+00, 2.786477315801197729e+00, 4.128408953953178084e+00, 5.381209394653314604e+00, 4.457859408870239903e+00, 5.498358676044052373e+00, 2.769477991365228764e+00, 2.900898983544530019e+00, 3.920474731823690995e+00, 3.461372854003127220e+00, 3.785607056810586180e+00, 2.971426777714547551e+00, 3.376929620845317448e+00, 4.374368668016911599e+00
2.052000000000000000e+03, 2.597037432078417307e+00, 2.714472842845646827e+00, 4.084182897728610762e+00, 5.280950437658946228e+00, 4.429062119719572976e+00, 5.553629211226342122e+00, 2.796352465554236666e+00, 2.842943360059958735e+00, 3.986046684182185995e+00, 3.615947567838449395e+00, 3.858677419830568667e+00, 3.192219866080762358e+00, 3.376682693720947093e+00, 4.331615855701086204e+00
2.053000000000000000e+03, 2.608434309504688020e+00, 2.774671354500775067e+00, 3.680780269835554286e+00, 5.658546451607062266e+00, 4.504726291300505281e+00, 5.596398092977072025e+00, 2.799481830412759553e+00, 2.828016099637088665e+00, 3.971399872818994758e+00, 3.638752640282312267e+00, 3.679869196268216847e+00, 3.121701775209926311e+00, 3.177393785240364199e+00, 4.253105179969963068e+00
2.054000000000000000e+03, 2.605573260991991269e+00, 2.872534418734452366e+00, 4.009131492077861125e+00, 5.596837847833583623e+00, 4.411144368113405712e+00, 5.639460473041537192e+00, 2.849123490806118042e+00, 2.834148246404443405e+00, 4.026018209686051286e+00, 3.463051303755502630e+00, 3.788690393756132480e+00, 2.990948666061248318e+00, 3.342664207348847949e+00, 4.550766428248205209e+00
2.055000000000000000e+03, 2.606512080641028462e+00, 2.808723236961747194e+00, 4.257797289007569042e+00, 5.197365937522238966e+00, 4.263638618547363812e+00, 5.482159148633380497e+00, 2.846726352281098382e+00, 2.933707736876759231e+00, 3.925331972580353046e+00, 3.692246314934584550e+00, 3.870701585251699051e+00, 3.258349389312953814e+00, 3.411138595212296121e+00, 4.629964482663987191e+00
2.056000000000000000e+03, 2.624025636935550576e+00, 2.854947781351194536e+00, 4.044743317688264561e+00, 5.384158473303386039e+00, 4.217849450878586204e+00, 5.639444449400037307e+00, 2.794469636017473224e+00, 2.932530924767521086e+00, 4.020618774528468720e+00, 3.780210870075462637e+00, 3.964746647179083539e+00, 3.234505895491678551e+00, 3.221435422728081033e+00, 4.545059455993577302e+00
2.057000000000000000e+03, 2.666508236798826648e+00, 2.710918867235143193e+00, 3.902125015250087259e+00, 6.059021254295180903e+00, 4.515117846354431919e+00, 5.615789938121012348e+00, 2.829008253227388803e+00, 2.867575493941138642e+00, 3.891251764570107241e+00, 3.553145070211117140e+00, 3.628501505530851379e+00, 2.965545199210307015e+00, 3.284782582620608515e+00, 4.217782679228919918e+00
2.058000000000000000e+03, 2.637757884234182448e+00, 2.822940256091929889e+00, 3.915184771685774390e+00, 5.257859991342830774e+00, 4.447761370028914030e+00, 5.712292981699187422e+00, 2.825122116261328031e+00, 2.883078540052528727e+00, 3.919178471367099181e+00, 3.696378474045252549e+00, 3.964800052517322815e+00, 3.198013142261176167e+00, 3.242439548007555850e+00, 4.260379683948016805e+00
2.059000000000000000e+03, 2.549354511636573672e+00, 2.691354624473025758e+00, 4.005211949209902755e+00, 5.310147312721581692e+00, 4.425819614742713348e+00, 5.602062342737505141e+00, 2.787078028376296590e+00, 2.882788161842477770e+00, 3.993959670410252016e+00, 3.782207020639375195e+00, 3.724017060420866443e+00, 3.429545723869725116e+00, 3.133368977522456689e+00, 4.286640397729423846e+00
2.060000000000000000e+03, 2.574126035276697255e+00, 2.783024675203542131e+00, 3.641784373502992889e+00, 5.675651927749241210e+00, 4.427385970679676319e+00, 5.591358365626080129e+00, 2.839404771778539782e+00, 2.923428711610227104e+00, 3.931712468349620515e+00, 3.569038160212726130e+00, 3.808309904022244563e+00, 2.957568394144826307e+00, 3.303801310630892107e+00, 4.719451653654354928e+00
2.061000000000000000e+03, 2.599030107549238799e+00, 2.798667811989533849e+00, 3.953711958774137170e+00, 5.942151032130347232e+00, 4.643948721855950090e+00, 5.753506131929416512e+00, 2.934903274466914791e+00, 2.915704931450555204e+00, 3.961538019073387318e+00, 3.662627497745032823e+00, 3.792901092972220223e+00, 2.927580761893503691e+00, 3.378422692998672705e+00, 4.573293699108368138e+00
2.062000000000000000e+03, 2.613140154967348749e+00, 2.693642486907952716e+00, 4.352139426258271548e+00, 5.644223223415708368e+00, 4.728729159282168304e+00, 5.600817227275389776e+00, 2.882451219584488911e+00, 2.902854949353753433e+00, 4.015374021388093517e+00, 3.777564639852468265e+00, 3.595176493829725484e+00, 3.068027136313515424e+00, 3.296504964259155290e+00, 4.521396031976791186e+00
2.063000000000000000e+03, 2.563043407289628206e+00, 2.874381495263488073e+00, 3.861717219091219455e+00, 4.995841312184098548e+00, 4.510917591421987005e+00, 5.541233064833039457e+00, 2.830994478670813219e+00, 2.944040089760356249e+00, 3.813732881500285554e+00, 3.666900063405180266e+00, 3.895617920098066289e+00, 3.101655430471040198e+00, 3.380163691772012147e+00, 4.302234203513680022e+00
2.064000000000000000e+03, 2.563844510782579800e+00, 2.762860216145209158e+00, 3.939598642231884718e+00, 5.724054258726992472e+00, 4.424034543926643970e+00, 5.797088762874387236e+00, 2.844457914142474841e+00, 2.943153379790298008e+00, 4.065295882721098764e+00, 3.582458666600959685e+00, 4.115537367966989102e+00, 3.395646384524644290e+00, 3.391983208247988824e+00, 4.463847582776774736e+00
2.065000000000000000e+03, 2.545582021997756961e+00, 2.803961683804297333e+00, 4.220165564915289380e+00, 6.041030892884111658e+00, 4.529435455982881997e+00, 5.616209081472732123e+00, 2.844682550894611861e+00, 2.865868869251859241e+00, 4.087145383577285074e+00, 3.762311805061528958e+00, 3.707191299682003116e+00, 3.197904601989101092e+00, 3.188983377221764837e+00, 4.696463592971692691e+00
2.066000000000000000e+03, 2.643821387123350686e+00, 2.894488294080241442e+00, 3.766608948371362953e+00, 5.356324924024189471e+00, 4.565743184470661298e+00, 5.734918015977727990e+00, 2.868025288147748153e+00, 2.881244190801760308e+00, 4.060032345495769412e+00, 3.796223446469693119e+00, 3.970945034244983241e+00, 2.948930687001672268e+00, 3.302206747534994769e+00, 4.666441318377247072e+00
2.067000000000000000e+03, 2.590364185649474127e+00, 2.782645279183942666e+00, 4.006701506919640110e+00, 5.091168031724635057e+00, 4.284663895768168196e+00, 5.731634231952348557e+00, 2.888499844632117064e+00, 2.872627125249930913e+00, 4.010451687098793627e+00, 3.630736584908186071e+00, 3.592495899257313052e+00, 3.125218188799181451e+00, 3.397839286198921727e+00, 4.609679833157916740e+00
2.068000000000000000e+03, 2.535367907530905907e+00, 2.878515454107546834e+00, 4.036473260235569072e+00, 5.760930643290935294e+00, 4.312815871734719586e+00, 5.697887422070369468e+00, 2.827616265468668288e+00, 2.976563801547968069e+00, 4.036967576733921703e+00, 3.543625352890774405e+00, 3.845375234603360504e+00, 3.239762170147281850e+00, 3.458327415180686426e+00, 4.481623102539281867e+00
2.069000000000000000e+03, 2.621779077752121268e+00, 2.823381684302348926e+00, 4.195395738130545560e+00, 5.086065834583338052e+00, 4.672679664699268542e+00, 5.642087814674383139e+00, 2.862786169139983183e+00, 2.923586375322263287e+00, 3.998287712648673331e+00, 3.766628855988304547e+00, 4.074318866891410984e+00, 3.003720333466819437e+00, 3.413075096590445501e+00, 4.503682816810874456e+00
2.070000000000000000e+03, 2.570163824061229008e+00, 2.765511764046689080e+00, 3.757672174072439475e+00, 5.313243471918140060e+00, 4.379850185439806864e+00, 5.811838477997945063e+00, 2.819096531384113202e+00, 2.856436867686717562e+00, 3.981822723942006093e+00, 3.776285544392759874e+00, 4.150479672258835961e+00, 3.031195681005492304e+00, 3.495709498977709107e+00, 4.279411761380274015e+00
2.071000000000000000e+03, 2.563074207416851102e+00, 2.845193364859027962e+00, 4.112714418594392463e+00, 5.926806354633481710e+00, 4.435377457686636937e+00, 5.737659070608088996e+00, 2.786761144585271577e+00, 2.862148132757272645e+00, 3.998798069973418912e+00, 3.627640985763883386e+00, 3.989392296778075497e+00, 3.451137009481014761e+00, 3.523726342234297704e+00, 4.500339132324033820e+00
2.072000000000000000e+03, 2.541687170945421848e+00, 2.812703542471866491e+00, 3.961289516756221651e+00, 6.060245989066412875e+00, 4.370531287454318736e+00, 5.764401140369337817e+00, 2.892033104343923799e+00, 2.915397870755622733e+00, 4.042444635048767942e+00, 3.721943918642759641e+00, 3.853230568816457424e+00, 2.994402433414054432e+00, 3.479060917691849220e+00, 4.410904467834242837e+00
2.073000000000000000e+03, 2.611941050655747887e+00, 2.786456783908495272e+00, 4.367621097958669374e+00, 5.072693797318461151e+00, 4.455441942612654138e+00, 5.693452366868335446e+00, 2.924525789196176451e+00, 2.964218394477684537e+00, 4.009335422083317724e+00, 3.825600399387059536e+00, 3.940941653980828629e+00, 3.011851705011699298e+00, 3.292882947277047556e+00, 4.345732280257399438e+00
2.074000000000000000e+03, 2.593895266087097973e+00, 2.766746463455370453e+00, 3.687798957835776381e+00, 5.387275489537256767e+00, 4.536215482716421832e+00, 5.687669906974439193e+00, 2.872322421505467016e+00, 3.028129516246835351e+00, 4.062607000966835358e+00, 3.640875196702495042e+00, 4.140493423196989653e+00, 3.049913977201693438e+00, 3.359751728001609372e+00, 4.533894941024954939e+00
2.075000000000000000e+03, 2.548493288302474014e+00, 2.795434552387373373e+00, 4.137397992338502917e+00, 5.572944481948111317e+00, 4.425876435945892418e+00, 5.772393903203798082e+00, 2.896982793767747921e+00, 2.912541777196578252e+00, 4.005873244351858986e+00, 3.749991273096421107e+00, 3.803838255221943854e+00, 3.298945781141310096e+00, 3.453622399698680123e+00, 4.375090302561202904e+00
2.076000000000000000e+03, 2.572602162450770447e+00, 2.799651133857662177e+00, 4.013306001203192253e+00, 5.749570128980982631e+00, 4.528521426332053679e+00, 5.839412895367603440e+00, 2.779341437097901046e+00, 2.934383462393113984e+00, 4.002864701991540208e+00, 3.558557363197932144e+00, 4.064902368768732899e+00, 3.399915278069667313e+00, 3.275379126304650779e+00, 4.520514822656409137e+00
2.077000000000000000e+03, 2.591995985709313999e+00, 2.860780036989315711e+00, 4.134711744567453273e+00, 5.581406327782653776e+00, 4.463196702509917735e+00, 5.686520732593605132e+00, 2.804916439895809521e+00, 2.946374888241968915e+00, 3.993655062173916193e+00, 3.741028629354081758e+00, 4.083980727817452916e+00, 3.162977923716844053e+00, 3.233922861411224314e+00, 4.721280565266015472e+00
2.078000000000000000e+03, 2.657330199871846155e+00, 2.786307128491277041e+00, 3.912958072758707662e+00, 5.340775633375169917e+00, 4.495403239406825513e+00, 5.681114987570214936e+00, 2.912711906216974622e+00, 2.979975175254340414e+00, 3.899744781072657762e+00, 3.821070504574893612e+00, 4.001180753654648647e+00, 2.928573671480000584e+00, 3.359603118673126776e+00, 4.467928848889715532e+00
2.079000000000000000e+03, 2.588505341806965454e+00, 2.800607847535558470e+00, 3.840790811456335607e+00, 5.075174500476437700e+00, 4.539057761196825247e+00, 5.973635559197858491e+00, 2.905518938338236712e+00, 2.992830074839087029e+00, 4.020131448770076332e+00, 3.554445853481698503e+00, 3.782919670639805165e+00, 3.096232555244901263e+00, 3.253862743616515285e+00, 4.321958600073068091e+00
2.080000000000000000e+03, 2.615643439975197992e+00, 2.814115673143026353e+00, 4.085953462653365342e+00, 5.543906671658412222e+00, 4.723757767362225302e+00, 5.743667934269964803e+00, 2.871788077940170325e+00, 3.015181206431549299e+00, 3.976712746884503602e+00, 3.726421345266876184e+00, 3.947430985749209142e+00, 3.208905332575339386e+00, 3.340968981106660074e+00, 4.486364299312024961e+00
2.081000000000000000e+03, 2.604959279016448193e+00, 2.789153162139333286e+00, 4.059882029659471314e+00, 5.320616762866235305e+00, 4.450940969742781306e+00, 5.733293364647361834e+00, 2.827682990715576050e+00, 2.939387220946491297e+00, 3.978520308603094691e+00, 3.872478690170822357e+00, 3.650073469714981922e+00, 3.179100247337124152e+00, 3.227412595640412274e+00, 4.394709573017703264e+00
2.082000000000000000e+03, 2.586024522187474695e+00, 2.852898976146315491e+00, 3.796078064750646242e+00, 5.047071429489109917e+00, 4.609206836398259455e+00, 5.858742658380391433e+00, 2.877465266308613323e+00, 2.865133544559550050e+00, 3.961681409646745422e+00, 3.828055445821973546e+00, 4.075504523429269277e+00, 3.130627757296885694e+00, 3.419278570196742528e+00, 4.723928500112268836e+00
2.083000000000000000e+03, 2.594672992193725047e+00, 2.825184513408286691e+00, 4.093280121664293780e+00, 5.812589750625692275e+00, 4.563648378390216642e+00, 5.746076934721312313e+00, 2.898239694153583734e+00, 2.972133957325326925e+00, 4.053422248302952724e+00, 3.500516963823158356e+00, 4.107057031185479268e+00, 2.977881913695653804e+00, 3.316666848160497949e+00, 4.451424367051318498e+00
2.084000000000000000e+03, 2.593638712795314216e+00, 2.771007315264704118e+00, 4.097913237528742592e+00, 5.600034993278127260e+00, 4.541907033684932316e+00, 5.683248069553912707e+00, 2.889508915235592390e+00, 3.048826281990948406e+00, 3.989317415956992630e+00, 3.664816538976282789e+00, 4.100206577037578626e+00, 3.189946309535059754e+00, 3.349307589707077870e+00, 4.272117526679048538e+00
