year, EC-Earth3-Veg, TaiESM1, ACCESS-ESM1-5, CMCC-ESM2, CanESM5, CESM2-WACCM, INM-CM4-8, IPSL-CM6A-LR, GFDL-ESM4, NorESM2-MM, UKESM1-0-LL, NorESM2-LM, CNRM-ESM2-1, INM-CM5-0, MIROC-ES2L, MPI-ESM1-2-LR
2.027000000000000000e+03, 3.666316366457565312e+00, 4.142188883890117523e+00, 2.056714818090502828e+00, 5.237888552504210260e+00, 3.233413755550214486e+00, 3.681130081638021689e+00, 2.577024356348486478e+00, 3.022508309769885493e+00, 3.610058505034080323e+00, 3.517641163621596512e+00, 3.964070317104914309e+00, 3.134362928388229275e+00, 2.956849080282499376e+00, 2.534610127999201712e+00, 2.488458274112189450e+00, 3.735392071142429327e+00
2.028000000000000000e+03, 3.831453576709110909e+00, 4.590450275975041627e+00, 2.039737589867831158e+00, 3.952167099886106705e+00, 3.318298804202088448e+00, 3.687220711127842776e+00, 2.571765740808162892e+00, 2.971232694687133247e+00, 3.565985582015769317e+00, 3.578521746987323837e+00, 3.958397267307343537e+00, 3.171647963849311580e+00, 3.035463466889459561e+00, 2.540600126984344787e+00, 2.504375770086267661e+00, 3.820140589229592543e+00
2.029000000000000000e+03, 3.786722904953483404e+00, 5.095932755250590418e+00, 2.054843153140248901e+00, 3.384062890962887593e+00, 3.343930776934849636e+00, 3.641368520756466332e+00, 2.562422392583171060e+00, 2.895057169325359059e+00, 3.387546419959108768e+00, 3.638180266518739270e+00, 3.983684238696887370e+00, 3.180384955142191661e+00, 3.054427798553005502e+00, 2.553975331310842645e+00, 2.539818158119893532e+00, 3.776600434263698514e+00
2.030000000000000000e+03, 3.702558946925451178e+00, 4.596294421508646977e+00, 2.057621242819724916e+00, 4.439023634414773767e+00, 3.297152607281493175e+00, 3.644421538450717701e+00, 2.569535991901262140e+00, 2.887580891071134914e+00, 3.361285197124560753e+00, 3.702804584047976633e+00, 3.986417974011763565e+00, 3.192149655939847896e+00, 3.080617732978317314e+00, 2.525716144428990173e+00, 2.543531089242593524e+00, 3.734080737897728763e+00
2.031000000000000000e+03, 3.735540479999401864e+00, 4.576579895899534733e+00, 2.033655887574129295e+00, 5.510493385604888772e+00, 3.322965327839832117e+00, 3.678878288470913915e+00, 2.564396312676945566e+00, 2.828901467669266534e+00, 3.392404583355457692e+00, 3.644130153973867081e+00, 3.972262268795769824e+00, 3.244132308415790256e+00, 2.888549178262727946e+00, 2.540281469684520399e+00, 2.554540717495182633e+00, 3.689123001981897687e+00
2.032000000000000000e+03, 3.808673480977089021e+00, 5.099064808507175250e+00, 1.965273317447152168e+00, 5.456698364610020668e+00, 3.265895050180162240e+00, 3.767517927713246895e+00, 2.562998346862609189e+00, 2.928421319501335329e+00, 3.520302772198262709e+00, 3.539913161260983099e+00, 3.977407754023241093e+00, 3.251533188239770666e+00, 3.104355666662563351e+00, 2.552673676036480099e+00, 2.522825577168605449e+00, 3.655653939361004579e+00
2.033000000000000000e+03, 3.743491118512407567e+00, 5.354523823255548542e+00, 1.977589566786131181e+00, 4.307798072399018352e+00, 3.244419897886035464e+00, 3.774866960812279348e+00, 2.571389056904929582e+00, 2.841956390734103444e+00, 3.361086697762693642e+00, 3.645777480692280914e+00, 3.984939935334025574e+00, 3.236722208374668508e+00, 3.122933637868169132e+00, 2.547420534971193806e+00, 2.484902591156822993e+00, 3.945958802479853755e+00
2.034000000000000000e+03, 3.794567314403377800e+00, 4.788731968427510921e+00, 2.046647022503305102e+00, 3.605557559052772199e+00, 3.336655035814339421e+00, 3.698222378312127745e+00, 2.552767832589905694e+00, 2.953107398563613373e+00, 3.516884773020148902e+00, 3.751314407608347334e+00, 3.976673465695849785e+00, 3.305353237049852844e+00, 3.092686595189672261e+00, 2.541353297800353239e+00, 2.538734202334252288e+00, 3.995507247660711414e+00
2.035000000000000000e+03, 3.850373418218709265e+00, 4.854894495366838036e+00, 1.972318427161640741e+00, 4.305792583090494396e+00, 3.167993970183008212e+00, 3.709159106864154065e+00, 2.592263288141910760e+00, 3.038299337912962805e+00, 3.591142103361880444e+00, 3.757696243809976355e+00, 3.983863207029393116e+00, 3.285042417627338729e+00, 3.003940167864888267e+00, 2.510557423572763902e+00, 2.567543094292652039e+00, 3.797598296153176900e+00
2.036000000000000000e+03, 3.719050745791102397e+00, 4.843085424658082339e+00, 2.062479412399665257e+00, 4.908830572032258033e+00, 3.306109013850593747e+00, 3.706360780440532299e+00, 2.578237545889808580e+00, 2.970227015018111150e+00, 3.394404788986580268e+00, 3.753911024505684590e+00, 3.959772821297806722e+00, 3.240026326557331693e+00, 2.957436322596856293e+00, 2.543909584581149019e+00, 2.597536541498915774e+00, 3.736829468109391428e+00
2.037000000000000000e+03, 3.781602001869118990e+00, 4.424349869568549920e+00, 2.029405165675207456e+00, 4.118675514873940458e+00, 3.381620546468010691e+00, 3.736722507949847394e+00, 2.568699468927082119e+00, 2.974197406236854579e+00, 3.280629019540554303e+00, 3.741802550752892476e+00, 3.973606940541027033e+00, 3.142946146988325307e+00, 2.874310680384437600e+00, 2.557261621375319205e+00, 2.548220582716831828e+00, 3.924038020109498870e+00
2.038000000000000000e+03, 3.809672759672276587e+00, 4.881798842565727270e+00, 1.988972836280991752e+00, 3.845063727007665744e+00, 3.409404448030068480e+00, 3.794521319524656988e+00, 2.550484946262662422e+00, 2.816775305150183595e+00, 3.433566085462223860e+00, 3.666234279331423540e+00, 3.982381331541427372e+00, 3.061174221278994967e+00, 3.093739418047727341e+00, 2.563126202756316196e+00, 2.583620304966556702e+00, 3.871651366497085078e+00
2.039000000000000000e+03, 3.785336858505992996e+00, 5.528620625462625782e+00, 1.953757120797962266e+00, 4.552117514680563914e+00, 3.340925604457427589e+00, 3.760959033188037814e+00, 2.573543518000461994e+00, 2.887870738926396008e+00, 3.580821096837297102e+00, 3.732865954478282955e+00, 3.981875877056461732e+00, 3.199893501968185561e+00, 3.112285969861682933e+00, 2.539143439870863439e+00, 2.608366216893407419e+00, 3.858338213972539954e+00
2.040000000000000000e+03, 3.812949355379254168e+00, 5.512899434299343149e+00, 2.042983939345770494e+00, 5.452738294444866796e+00, 3.421162393564767701e+00, 3.694336730030875149e+00, 2.602268349797169922e+00, 3.009338972809596502e+00, 3.501868338077529064e+00, 3.814950399243443702e+00, 3.962767617331747871e+00, 3.335853472544898501e+00, 2.982189093137369795e+00, 2.547732727041095657e+00, 2.625846637221187940e+00, 3.914790463068592796e+00
2.041000000000000000e+03, 3.794439418788366769e+00, 4.884881220093509668e+00, 2.030713466455092320e+00, 4.514257586293466851e+00, 3.421142016324189683e+00, 3.632941310095556986e+00, 2.600832511790859058e+00, 3.026392977938216156e+00, 3.421798484944316598e+00, 3.816284649760941949e+00, 3.984295043867494446e+00, 3.340127003818843754e+00, 3.078335841971695075e+00, 2.584815106792953898e+00, 2.585489356947667350e+00, 3.812242292205195504e+00
2.042000000000000000e+03, 3.709259096695873392e+00, 4.221781796847301926e+00, 2.100874198401038839e+00, 3.422599766148239020e+00, 3.364335957669821742e+00, 3.746854069164317735e+00, 2.600886238048703447e+00, 2.891882700127119676e+00, 3.361523660290475224e+00, 3.810425460331388070e+00, 3.963750862732735136e+00, 3.330286151882997370e+00, 2.994761400898475312e+00, 2.571319603070930437e+00, 2.550856812009231422e+00, 3.796714145428539133e+00
2.043000000000000000e+03, 3.866910209069923443e+00, 4.618194122270169899e+00, 2.042435696838626136e+00, 4.202011145625524691e+00, 3.410644218831590191e+00, 3.819587483615708212e+00, 2.592797741201578798e+00, 3.055560375858375810e+00, 3.438765526297267172e+00, 3.777927917767037069e+00, 3.971743197732971353e+00, 3.286985920225559799e+00, 2.992907911784523201e+00, 2.553594010129416336e+00, 2.580156936996951700e+00, 3.842533388925031268e+00
2.044000000000000000e+03, 3.916895237418063669e+00, 4.551675892320090178e+00, 2.005385033417595331e+00, 5.389935972934870811e+00, 3.558854060214901693e+00, 3.822487946355699773e+00, 2.579604700938677553e+00, 2.980116530267096220e+00, 3.572378658940049245e+00, 3.695912133060319071e+00, 3.985016343845602549e+00, 3.373347188827192422e+00, 2.925964758643681218e+00, 2.540383325906446998e+00, 2.618914049807980149e+00, 3.772636477991551551e+00
2.045000000000000000e+03, 3.737877217099841332e+00, 4.073616184113907579e+00, 2.159459575299557788e+00, 5.256118427389989911e+00, 3.463341985408145085e+00, 3.851358057332904039e+00, 2.556908282650044217e+00, 2.932473436693614932e+00, 3.488829288835725073e+00, 3.773371634170154643e+00, 3.974884753724547526e+00, 3.478598872896368821e+00, 3.035048128370138265e+00, 2.531455682445049149e+00, 2.630195153264901275e+00, 3.793041907490550813e+00
2.046000000000000000e+03, 3.717607326854452054e+00, 4.888131507158596456e+00, 2.076607134065417970e+00, 3.876594402876686551e+00, 3.379716849412314428e+00, 3.894781342957502002e+00, 2.598672386432288928e+00, 3.028853074526351552e+00, 3.577423732589094296e+00, 3.874598569371463519e+00, 3.960363348668949346e+00, 3.509762605346961717e+00, 2.917939370351714246e+00, 2.540670510636642287e+00, 2.595763192935196528e+00, 3.864874996621101122e+00
2.047000000000000000e+03, 3.773668749523789057e+00, 5.233871203737637146e+00, 2.173686585658273440e+00, 3.666052849677746472e+00, 3.301197649290482428e+00, 3.889570586959242959e+00, 2.563365137589089127e+00, 2.968101173276803006e+00, 3.467666463607757432e+00, 3.835336936689400567e+00, 3.985191603102626434e+00, 3.520862225867846362e+00, 3.054615504819085725e+00, 2.545789298730913863e+00, 2.614969596238535310e+00, 3.750277030257219923e+00
2.048000000000000000e+03, 3.824062991909032316e+00, 4.301586180344666666e+00, 2.245233371493197350e+00, 4.799960834164950008e+00, 3.500649584900793254e+00, 3.867279177672235946e+00, 2.604819963210915468e+00, 2.943932065264577957e+00, 3.655522951925494368e+00, 3.837541564963970586e+00, 3.996261649763964918e+00, 3.487380235354204494e+00, 2.932901038010061967e+00, 2.584824130665481334e+00, 2.629919097598230504e+00, 3.862015974965962606e+00
2.049000000000000000e+03, 3.758512018117488029e+00, 4.564033069934827935e+00, 2.057436897840355439e+00, 4.786320971001472913e+00, 3.467735453020072356e+00, 3.836390504719475736e+00, 2.597285269770641669e+00, 2.928589441827058160e+00, 3.385067947590370885e+00, 3.908751865644190193e+00, 4.001817561435509596e+00, 3.387268407438985829e+00, 2.982118782575143623e+00, 2.562521941538637105e+00, 2.577557568217245354e+00, 3.837198203759915049e+00
2.050000000000000000e+03, 3.743405059916884436e+00, 5.224793528870907089e+00, 1.918816867250723757e+00, 3.726269506825627964e+00, 3.522413184010911191e+00, 3.830593995153268150e+00, 2.549741167929184815e+00, 2.969569840084832713e+00, 3.646679872593687755e+00, 3.858177538912448412e+00, 3.995234963103458270e+00, 3.407705748306598004e+00, 3.002252102740011974e+00, 2.537734646357820978e+00, 2.596275393441791035e+00, 3.798553226018593243e+00
2.051000000000000000e+03, 3.932938900858856446e+00, 4.759389171801375440e+00, 2.064951247350160113e+00, 4.399884510587855679e+00, 3.571113783205357439e+00, 3.844375228543706946e+00, 2.579081845104019610e+00, 2.822913472155224923e+00, 3.503116557316994673e+00, 3.842550316881866657e+00, 3.980749621364870539e+00, 3.460514346102524286e+00, 3.029446788502448751e+00, 2.525821102405780838e+00, 2.639207893021496165e+00, 3.684122795550596408e+00
2.052000000000000000e+03, 3.857971705387963191e+00, 4.069120430334715266e+00, 2.101280550095315114e+00, 5.227317293198889381e+00, 3.528774329528220566e+00, 3.759266126474077652e+00, 2.604153826226691226e+00, 3.058782377953521703e+00, 3.569954864155173269e+00, 3.910971231947466098e+00, 3.975796428574441155e+00, 3.520921133604633546e+00, 3.040498573286811723e+00, 2.520582822702179815e+00, 2.620009482672805312e+00, 3.649956726736762747e+00
2.053000000000000000e+03, 3.786769450416259009e+00, 4.563680805198506718e+00, 2.065507911596064616e+00, 4.106776752782998585e+00, 3.548688979713465308e+00, 3.812314268770518044e+00, 2.587875228838008468e+00, 2.997573921887079162e+00, 3.654703992285079472e+00, 3.968722429761188941e+00, 3.980731061959299932e+00, 3.485111386331738892e+00, 3.088212705218728260e+00, 2.552340600777728064e+00, 2.630729582068737749e+00, 3.844733646182507236e+00
2.054000000000000000e+03, 3.812947034274188685e+00, 5.366242421319890710e+00, 2.078511361673975877e+00, 3.638438766128738511e+00, 3.622969689677702387e+00, 3.863768370823005949e+00, 2.591608009588651562e+00, 3.065541961173433805e+00, 3.600970222718739233e+00, 4.002893787874926446e+00, 3.993689982231328095e+00, 3.377652908756918038e+00, 2.984835262980721549e+00, 2.567473772351983818e+00, 2.572420538376957388e+00, 3.860548191814165087e+00
2.055000000000000000e+03, 3.796243225121360254e+00, 5.184418111714507837e+00, 2.116905126844272900e+00, 4.735178276154377919e+00, 3.514196065103384115e+00, 3.790920699580666575e+00, 2.566579401118441517e+00, 3.024377663722204623e+00, 3.585554154032586816e+00, 3.945722108841165809e+00, 3.994669650209597300e+00, 3.457462692557863093e+00, 3.135621499459016359e+00, 2.590969451675507518e+00, 2.594622956789653934e+00, 3.784908315563800585e+00
2.056000000000000000e+03, 3.691520201575599014e+00, 4.855690865103355236e+00, 2.133470854689271778e+00, 5.746673861657113136e+00, 3.505202584145725719e+00, 3.883294060652121793e+00, 2.599200329568797763e+00, 2.928151931870837998e+00, 3.475920415345311376e+00, 3.935855337613624272e+00, 3.970835643517539371e+00, 3.473622143870085832e+00, 3.263316797396440982e+00, 2.583932567597538199e+00, 2.604205084608777199e+00, 3.538400368368065152e+00
2.057000000000000000e+03, 3.807754170997372789e+00, 5.013322857355275275e+00, 2.045884083328500136e+00, 5.639705706371353600e+00, 3.425363100807907291e+00, 3.934770357559844722e+00, 2.579856338375777103e+00, 2.925760388981157423e+00, 3.613576268034891292e+00, 3.943581724541495248e+00, 3.999717594111099395e+00, 3.420478094043387873e+00, 3.148590456908618496e+00, 2.531480786060110066e+00, 2.619567663413442382e+00, 3.692164210782368894e+00
2.058000000000000000e+03, 3.780423566609970809e+00, 4.461031548367104804e+00, 1.938451734809336635e+00, 3.999915125989836007e+00, 3.476575188282324369e+00, 3.868025423904318583e+00, 2.581046802661964623e+00, 2.949347247460065713e+00, 3.675762101404266069e+00, 3.865959781488553570e+00, 3.986169137791875983e+00, 3.332966685865939915e+00, 2.945367878142191920e+00, 2.571507941862551494e+00, 2.612009355568282398e+00, 3.728794244726895801e+00
2.059000000000000000e+03, 3.669395546950685816e+00, 3.643603256984541350e+00, 1.960262544931455020e+00, 3.239158770033109036e+00, 3.591546234639222401e+00, 3.919984424508261345e+00, 2.601027490986351332e+00, 2.929970173588544835e+00, 3.718248371668066987e+00, 3.861644429755651586e+00, 3.980574319960572094e+00, 3.312994192381343517e+00, 3.007546102334901050e+00, 2.566205374029701058e+00, 2.613554752888377575e+00, 3.721123458619160829e+00
2.060000000000000000e+03, 3.721855915265634085e+00, 4.354262098472199582e+00, 2.045334041813350545e+00, 4.280125126342212205e+00, 3.499050862646020388e+00, 3.940036622460105775e+00, 2.583846755761144198e+00, 3.025332471631238640e+00, 3.588488147386381666e+00, 3.899609922034598775e+00, 3.974916968776950554e+00, 3.250688077125300168e+00, 2.999466646439819861e+00, 2.575326173940415853e+00, 2.603009591659022348e+00, 3.695372623645743815e+00
2.061000000000000000e+03, 3.911562498038247959e+00, 5.289614281681609853e+00, 2.058773585456743493e+00, 5.436579517760411484e+00, 3.519085001784687528e+00, 3.850128514579109318e+00, 2.595173892534339721e+00, 3.124053498802944695e+00, 3.569738878687170214e+00, 3.880229494079110442e+00, 3.999564556762933876e+00, 3.332438743362864386e+00, 3.008920363577912926e+00, 2.549399918911006147e+00, 2.631793049857740652e+00, 3.743930920339539892e+00
2.062000000000000000e+03, 3.838813017431275121e+00, 4.527135446207942060e+00, 1.950378969544919183e+00, 5.516520000381769151e+00, 3.556581820015215722e+00, 3.880904509716015749e+00, 2.561948734405531170e+00, 2.964605513799572378e+00, 3.614014371002008286e+00, 3.882141480615918017e+00, 4.004542639055561182e+00, 3.390239812288581955e+00, 3.033549400735149337e+00, 2.517312319538770993e+00, 2.611127165841042430e+00, 4.000279678309932585e+00
2.063000000000000000e+03, 3.859537478391890097e+00, 4.821125811694445318e+00, 1.972270772005708883e+00, 4.369438435377455576e+00, 3.427782664659365874e+00, 3.954478454762410333e+00, 2.575825439399502592e+00, 2.891702279631878092e+00, 3.643331986548782542e+00, 3.870604256791016162e+00, 3.970359428449104833e+00, 3.383737509603655713e+00, 2.977832841861844493e+00, 2.579826734794846033e+00, 2.620918073688969674e+00, 3.953601372146436699e+00
2.064000000000000000e+03, 3.711337958142111315e+00, 4.788629512279637623e+00, 1.985635868736200571e+00, 3.745305260446552431e+00, 3.397850833204937082e+00, 3.884739948912710794e+00, 2.580377930279674548e+00, 2.947904228440981100e+00, 3.676753720288940652e+00, 3.765909942493655738e+00, 3.980865733905749604e+00, 3.419629166012105426e+00, 3.148811613724368907e+00, 2.566753851087672622e+00, 2.654912085100896046e+00, 3.837049701837138560e+00
2.065000000000000000e+03, 3.635067766514016530e+00, 3.942485334688327736e+00, 2.090625822289054803e+00, 4.580959679675085994e+00, 3.502373989943776245e+00, 3.803107402964325257e+00, 2.590402753522540014e+00, 2.963809195340578739e+00, 3.553455998779238456e+00, 3.875185321810529437e+00, 4.004246212936878990e+00, 3.406100034594951254e+00, 3.081603020505832902e+00, 2.561212787709386873e+00, 2.649562959400187268e+00, 3.817166390635938100e+00
2.066000000000000000e+03, 3.780850619557973857e+00, 4.419944341922912301e+00, 2.039082200404344292e+00, 4.636808323632076068e+00, 3.502957639667486855e+00, 3.929165774980484915e+00, 2.561802961199983297e+00, 3.003981917763069553e+00, 3.648753139185029859e+00, 3.971943224392922467e+00, 3.989163594456315298e+00, 3.309377752305005416e+00, 3.126327253597856348e+00, 2.563117858520692405e+00, 2.636142462861656544e+00, 3.943263578697082661e+00
2.067000000000000000e+03, 3.808073035978621235e+00, 5.458582108696230506e+00, 1.926740167738541842e+00, 4.655609035729932899e+00, 3.533503730198591430e+00, 3.965178624544372976e+00, 2.583287287982215297e+00, 3.076490656571485349e+00, 3.470639803229144782e+00, 3.951702576924370991e+00, 3.972665074111130679e+00, 3.361207094549920171e+00, 3.203520658217906103e+00, 2.546362512435584424e+00, 2.635116857608708063e+00, 3.739462157362289041e+00
2.068000000000000000e+03, 3.698408404290939089e+00, 4.944535560154127651e+00, 2.066250885572411100e+00, 4.591712366832791936e+00, 3.556245360954010781e+00, 3.853852742385285968e+00, 2.573675552178397385e+00, 2.983878762669183171e+00, 3.467450261122614563e+00, 3.867186538176161648e+00, 3.973811467561459310e+00, 3.436929238739077075e+00, 3.083429100218479935e+00, 2.530216358611202310e+00, 2.645428393856475324e+00, 3.468558033191120771e+00
2.069000000000000000e+03, 3.769965937304719183e+00, 3.867401566308978467e+00, 1.988505119092044637e+00, 4.416445681874231255e+00, 3.529789258294224297e+00, 3.740434447010872354e+00, 2.591327282752735162e+00, 2.941033135809848709e+00, 3.387992714335623656e+00, 3.904437158825126541e+00, 3.975849725749053931e+00, 3.446090907345177090e+00, 3.068934448543859883e+00, 2.547595400346934547e+00, 2.666203738810574375e+00, 3.650150012443326819e+00
2.070000000000000000e+03, 3.874450122208441982e+00, 4.352410122019336747e+00, 1.961466396021767311e+00, 4.826047720358914717e+00, 3.412280502666631854e+00, 3.859203700133949866e+00, 2.587521839742194629e+00, 2.913248896939658383e+00, 3.551062648005477662e+00, 3.880786661279348237e+00, 3.945093985621660693e+00, 3.404376287249316402e+00, 3.181999518960984652e+00, 2.551178927907819194e+00, 2.678792978953106640e+00, 3.729986751445609539e+00
2.071000000000000000e+03, 3.718801331101149632e+00, 5.355901333170075773e+00, 1.990865074054985806e+00, 5.511966613671712700e+00, 3.463974381811138592e+00, 3.903518162192699759e+00, 2.602804197829718724e+00, 2.857398966940595919e+00, 3.673228013940917247e+00, 3.861102988992747509e+00, 3.978911595711107196e+00, 3.477484677553515535e+00, 2.997622301911166520e+00, 2.534304725426042904e+00, 2.668592055339262359e+00, 3.772493841015962968e+00
2.072000000000000000e+03, 3.677842947664392348e+00, 4.975593391043870994e+00, 2.043177716227364993e+00, 4.547341716619770047e+00, 3.532992969945995654e+00, 3.828723687340017001e+00, 2.593099907748204203e+00, 3.057198612636022439e+00, 3.513988122239834144e+00, 3.871568745629576203e+00, 3.994984464362314913e+00, 3.525103905869160226e+00, 2.968586618286520817e+00, 2.532990039446608055e+00, 2.636727907356597456e+00, 3.630613502497997302e+00
2.073000000000000000e+03, 3.899402178312747935e+00, 3.594507469988463821e+00, 2.052129938956109179e+00, 3.489389212259534911e+00, 3.489088181320530335e+00, 3.871945919150845405e+00, 2.577778873974292395e+00, 3.085740180128267784e+00, 3.687515668075251885e+00, 3.893097274588068757e+00, 3.978218271323727517e+00, 3.482174055204092955e+00, 3.044715779293158953e+00, 2.525685574585267990e+00, 2.672960293903594131e+00, 3.622740446577966900e+00
2.074000000000000000e+03, 3.844061297068851246e+00, 4.265554186759259458e+00, 1.932865205706015166e+00, 4.331720769892834610e+00, 3.431807996484241841e+00, 3.938363316440301354e+00, 2.604006396016293134e+00, 2.974271762626930826e+00, 3.653760956267311233e+00, 3.916599218119274362e+00, 3.952912746951209311e+00, 3.395516291357636884e+00, 3.077369620314119203e+00, 2.585307567121081895e+00, 2.702282017272749748e+00, 3.786618778590145507e+00
2.075000000000000000e+03, 3.750855266044506919e+00, 5.154154058073213918e+00, 1.999694352745345904e+00, 5.692600151241609119e+00, 3.389914539710716213e+00, 3.858440828094685582e+00, 2.603486670885471366e+00, 2.968287143095012848e+00, 3.486287844976492245e+00, 3.885631035853241766e+00, 3.969597900105613864e+00, 3.355849741966753008e+00, 2.984491205790563928e+00, 2.558407131276621449e+00, 2.645910080784113383e+00, 3.873403867622804420e+00
2.076000000000000000e+03, 3.602694081431597084e+00, 5.148449796614828600e+00, 2.082853307767145168e+00, 4.691869213480337919e+00, 3.483978722386638527e+00, 3.838248917770269220e+00, 2.598008486909476389e+00, 2.902991399860616717e+00, 3.663562518784255762e+00, 3.850229780188391349e+00, 3.980703369777986556e+00, 3.396166273108281342e+00, 3.059446168894801144e+00, 2.553371157605579533e+00, 2.652217381283049402e+00, 3.871157949016380329e+00
