year, MPI-ESM1-2-LR, CMCC-CM2-SR5, TaiESM1, CanESM5, CESM2-WACCM, NorESM2-LM, ACCESS-ESM1-5, CNRM-ESM2-1, EC-Earth3-Veg, MIROC-ES2L, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-MM
2.025000000000000000e+03, 8.599983976475771286e+00, 2.620234815162289177e+00, 3.998976388733860854e-01, 3.467873758104781601e+00, 1.254058081631678423e+00, 1.144014037967241215e+00, 1.252352443046449437e+00, 7.786995727601143003e+00, 1.519218620899079664e+00, 6.796424773344509340e+00, 1.037512278328106063e+01, 4.108196453090794620e+00, 1.368306159381908582e+00
2.026000000000000000e+03, 8.665067027606358607e+00, 2.518454976561342651e+00, 8.947736745142649273e-01, 3.448560556906253183e+00, 1.190220851710568351e+00, 1.172485252704642766e+00, 1.238289386382921409e+00, 7.763062876809478929e+00, 1.460102403055571596e+00, 6.829153593004368972e+00, 1.042857566016355797e+01, 4.085342803814969059e+00, 1.347305559602866909e+00
2.027000000000000000e+03, 8.664803758771617126e+00, 2.708086239251742189e+00, 6.490411224538034096e-01, 3.483402430979001263e+00, 1.243242675957723087e+00, 1.140986750866821664e+00, 1.244773558262008750e+00, 7.770100679363987517e+00, 1.412260626008179365e+00, 6.932033346595660284e+00, 1.040300557907585954e+01, 4.105545569309236420e+00, 1.347569750250225962e+00
2.028000000000000000e+03, 8.616591517421303692e+00, 2.313346103969355472e+00, 4.553771534374553287e-01, 3.423659335989345465e+00, 1.284179842717430908e+00, 1.158156210222926807e+00, 1.243153511801496469e+00, 7.728071344739942283e+00, 1.529543793963144216e+00, 6.933693570725437461e+00, 1.059035218967758496e+01, 4.137481065410393732e+00, 1.337430998334805610e+00
2.029000000000000000e+03, 8.719994661952743087e+00, 2.045760772979617670e+00, 6.306603214366247601e-01, 3.439217661130983039e+00, 1.249409255899738724e+00, 1.173601033139150873e+00, 1.236478626064114295e+00, 7.725437739488492106e+00, 1.554721634519968143e+00, 6.897959766999832709e+00, 1.072908751977971065e+01, 4.132919139070077463e+00, 1.323072763108540828e+00
2.030000000000000000e+03, 8.782696578719930258e+00, 2.415467420713135027e+00, 6.881721262326709887e-01, 3.521067654736622643e+00, 1.263619315258840858e+00, 1.158239229164514050e+00, 1.239491648464916329e+00, 7.729626705173965995e+00, 1.485560403490422621e+00, 6.907502724203263611e+00, 1.071732042506889826e+01, 4.140867124223144735e+00, 1.389863005635071591e+00
2.031000000000000000e+03, 8.881434075597011812e+00, 2.267593158655853536e+00, 5.181895694085566495e-01, 3.485756878005371817e+00, 1.194938974188699543e+00, 1.153763158243459097e+00, 1.232616996698319367e+00, 7.833588738739114099e+00, 1.491059766301132239e+00, 6.923987162108358184e+00, 1.069666056911027319e+01, 4.131196008450182866e+00, 1.427867422662601360e+00
2.032000000000000000e+03, 8.871504123488717752e+00, 2.378882313696399464e+00, 4.525186790908306556e-01, 3.561146696607866424e+00, 1.235919130794501664e+00, 1.192324668256853348e+00, 1.214185564760112968e+00, 7.712449483127698180e+00, 1.543866490788939672e+00, 6.947207773929092056e+00, 1.070695792075446917e+01, 4.110259262096748856e+00, 1.353418400562252488e+00
2.033000000000000000e+03, 8.759246756006525914e+00, 2.720141372222469212e+00, 5.729933750271384296e-01, 3.588072908066959332e+00, 1.269685218491564349e+00, 1.143048902684417278e+00, 1.193300418657048834e+00, 7.716240880698737037e+00, 1.506501131859798503e+00, 6.985157949797372368e+00, 1.087836534708476499e+01, 4.134230625223813682e+00, 1.322582491462649834e+00
2.034000000000000000e+03, 8.713938588098157467e+00, 2.384598857633966951e+00, 7.176205767617935827e-01, 3.466018622941430483e+00, 1.262138932138037406e+00, 1.156239998929219137e+00, 1.212057316619787439e+00, 7.704142242384862449e+00, 1.511221273469505189e+00, 6.944394290199287667e+00, 1.085315473511846207e+01, 4.115287423953994939e+00, 1.363902154069963180e+00
2.035000000000000000e+03, 8.841520181405828183e+00, 2.099774606375287789e+00, 5.083390886608958326e-01, 3.567761273684126433e+00, 1.243870126045525382e+00, 1.208777757405644415e+00, 1.198605407689643298e+00, 7.763669546704316637e+00, 1.575234656089197660e+00, 6.885765380791990964e+00, 1.083678143155800555e+01, 4.130618315276642250e+00, 1.385351659330497975e+00
2.036000000000000000e+03, 8.982640813757072351e+00, 2.484451914248183346e+00, 6.521495990985859414e-01, 3.465326018460705981e+00, 1.255525626200859612e+00, 1.223516629226882868e+00, 1.196143269491412253e+00, 7.762639158545720619e+00, 1.487209853141213456e+00, 6.880671743501208582e+00, 1.102427522921064451e+01, 4.192958150428251152e+00, 1.398584024199352793e+00
2.037000000000000000e+03, 8.872450884203532340e+00, 2.768949583002775494e+00, 6.707628596895035544e-01, 3.435129694981347015e+00, 1.206216961855943737e+00, 1.245167536545674025e+00, 1.204811951506051804e+00, 7.796077989466458469e+00, 1.537895642530290541e+00, 6.973749283383322783e+00, 1.100659830489223800e+01, 4.176524141674211599e+00, 1.416454228821075745e+00
2.038000000000000000e+03, 8.900752136671783887e+00, 2.329169556533108754e+00, 4.282391945225762497e-01, 3.496589863875885218e+00, 1.272107184217713183e+00, 1.167900792325251791e+00, 1.195258495540634458e+00, 7.686241937396181889e+00, 1.568079603156500301e+00, 6.967565108180951761e+00, 1.095480382350251070e+01, 4.178794530952989028e+00, 1.392128948471806904e+00
2.039000000000000000e+03, 8.914304106153409180e+00, 2.022120471287642829e+00, 4.867110293630638740e-01, 3.636389871608008306e+00, 1.293804427789094991e+00, 1.148438576784774900e+00, 1.176391452762122203e+00, 7.683763773310936962e+00, 1.556998198800897182e+00, 6.873331275883345803e+00, 1.099212027236614198e+01, 4.155127976912675436e+00, 1.330969571768658266e+00
2.040000000000000000e+03, 8.899729286531210093e+00, 2.718798615007695929e+00, 5.784674282281948576e-01, 3.563014799903293728e+00, 1.287518510998641563e+00, 1.181193359374621110e+00, 1.186057967166910920e+00, 7.718144426463153351e+00, 1.582347146436489549e+00, 6.854123684196034461e+00, 1.115520317308754628e+01, 4.159312482838334546e+00, 1.380273057648302659e+00
2.041000000000000000e+03, 8.954296625858955139e+00, 2.269019269768292268e+00, 7.574715502035904713e-01, 3.566103314519060596e+00, 1.268289707435009461e+00, 1.239086425442829764e+00, 1.199019235543918427e+00, 7.676184740659038219e+00, 1.590190856870792535e+00, 6.886229454242646320e+00, 1.134450068869070982e+01, 4.187736079550405499e+00, 1.394822297881796347e+00
2.042000000000000000e+03, 9.003206919018055032e+00, 2.428020107585301623e+00, 6.054225019011078013e-01, 3.670833362938716871e+00, 1.220881500312248846e+00, 1.230683329190390918e+00, 1.206897649282581364e+00, 7.714994690152455092e+00, 1.508653866704777302e+00, 6.952908868609593895e+00, 1.134864567816537040e+01, 4.191756265143188998e+00, 1.391871786528575239e+00
2.043000000000000000e+03, 8.999925822086337845e+00, 2.115043346871324115e+00, 4.720699457197750082e-01, 3.593822277839180401e+00, 1.263449504552634828e+00, 1.204731848066921573e+00, 1.210394434703358613e+00, 7.678561103067201188e+00, 1.632162040772019429e+00, 6.934193128028112163e+00, 1.129150547034899610e+01, 4.197751985041132450e+00, 1.428327194878416417e+00
2.044000000000000000e+03, 9.047568024584437651e+00, 2.444097408078386380e+00, 8.175097190619026177e-01, 3.426952250073788342e+00, 1.265830640025061404e+00, 1.181679907137096253e+00, 1.201377050118480394e+00, 7.722369271138329161e+00, 1.686114864363552401e+00, 6.878010318013332736e+00, 1.134776683332794533e+01, 4.253867759696592366e+00, 1.411540637651139907e+00
2.045000000000000000e+03, 9.068199319177738360e+00, 2.554051554084066034e+00, 6.184272499172215332e-01, 3.567766371514479395e+00, 1.260946238603716241e+00, 1.196116094478235858e+00, 1.227872718578124411e+00, 7.689682905235057042e+00, 1.603110853931555724e+00, 6.940003351694351785e+00, 1.153052413608928539e+01, 4.234935910597042330e+00, 1.382818137279658632e+00
2.046000000000000000e+03, 9.025287612748213562e+00, 2.752900593851092204e+00, 3.964729295130216546e-01, 3.698231098241724357e+00, 1.283441896780894265e+00, 1.238117666856845434e+00, 1.235504794904119130e+00, 7.726984273519372337e+00, 1.520386362536566782e+00, 7.019524896419220283e+00, 1.155432235766634896e+01, 4.255057765866423480e+00, 1.414450363906209152e+00
2.047000000000000000e+03, 9.144060426848687584e+00, 2.355920012867634750e+00, 7.938248478260380159e-01, 3.652202434191250457e+00, 1.281690755085964861e+00, 1.226295964983035613e+00, 1.245250604174836795e+00, 7.656333970783251175e+00, 1.546814303557926928e+00, 7.045515971561042257e+00, 1.157101983042592686e+01, 4.272641207446259415e+00, 1.418600104273411322e+00
2.048000000000000000e+03, 9.182935608716332965e+00, 2.000294346469085216e+00, 7.496960107893552161e-01, 3.428018132102616633e+00, 1.290761256862597905e+00, 1.257839944959618039e+00, 1.279352857621316231e+00, 7.704129903465079643e+00, 1.555917761275131150e+00, 7.010439915603416061e+00, 1.160296955632340676e+01, 4.267222550007277349e+00, 1.373493061523989756e+00
2.049000000000000000e+03, 9.233979545442556613e+00, 2.746624790074410072e+00, 4.621937603665409178e-01, 3.545409525818988161e+00, 1.311624437045188385e+00, 1.221699113080539911e+00, 1.264350365726937486e+00, 7.657190695771576294e+00, 1.544366756205308944e+00, 7.078532151606058420e+00, 1.175171904594971828e+01, 4.279140396294271120e+00, 1.420899322987944746e+00
2.050000000000000000e+03, 9.277114760433734730e+00, 2.631167127985297505e+00, 4.554102352650161722e-01, 3.520896824552414817e+00, 1.268410354085276692e+00, 1.210187971673907681e+00, 1.214431886705338526e+00, 7.666561606164293607e+00, 1.481687640664743455e+00, 7.084073096641467338e+00, 1.174178247539996889e+01, 4.293715981017483863e+00, 1.449461785721343210e+00
2.051000000000000000e+03, 9.346603322372617484e+00, 2.625020189900399536e+00, 8.705362358599064709e-01, 3.458586188777386994e+00, 1.320415597114563688e+00, 1.196815425417178780e+00, 1.206532309193586228e+00, 7.689505442590040651e+00, 1.615377038141351917e+00, 7.036276837751499258e+00, 1.183424063711723306e+01, 4.277673775836107417e+00, 1.405140188985389615e+00
2.052000000000000000e+03, 9.369129053251148420e+00, 2.358391099615088304e+00, 6.731738883677063079e-01, 3.621026053588013216e+00, 1.291406175882132246e+00, 1.221035310768101567e+00, 1.225473760768015064e+00, 7.710487587724394132e+00, 1.629298994967414593e+00, 7.070973236097589876e+00, 1.189768370671818865e+01, 4.255590976050588559e+00, 1.394862134848216861e+00
2.053000000000000000e+03, 9.295377674144061686e+00, 2.182255644536720052e+00, 4.421266585578417785e-01, 3.623590479350320859e+00, 1.269659001775955254e+00, 1.277873769287302785e+00, 1.235554213388710965e+00, 7.685829538721024257e+00, 1.608796298078376763e+00, 7.119340108326226435e+00, 1.197949937133648213e+01, 4.298935273056172512e+00, 1.419975542095966103e+00
2.054000000000000000e+03, 9.289808790470834410e+00, 2.322589861636515707e+00, 5.213964254533196563e-01, 3.545470377136583640e+00, 1.313788785332975495e+00, 1.234232985736072319e+00, 1.231129222948669666e+00, 7.712204355645319254e+00, 1.607055940749460676e+00, 7.187327500092825616e+00, 1.216920028272928711e+01, 4.302971654535121537e+00, 1.431773804587539445e+00
2.055000000000000000e+03, 9.373064574799004234e+00, 2.895302149155819738e+00, 6.731388915355100977e-01, 3.657952118726016444e+00, 1.321011900662069527e+00, 1.203225355229159632e+00, 1.243980718316103573e+00, 7.621667316769788592e+00, 1.598359552505312919e+00, 7.185539685484140904e+00, 1.226885515647223812e+01, 4.353908379245892135e+00, 1.467697360161885456e+00
2.056000000000000000e+03, 9.574403526828319855e+00, 2.336258104717885420e+00, 5.675570696441413210e-01, 3.648412581972342306e+00, 1.255470699191204798e+00, 1.262817285047733273e+00, 1.260589430346669593e+00, 7.603988315655806574e+00, 1.485257731600986730e+00, 7.114146599143413852e+00, 1.229451804095618250e+01, 4.345869013108116796e+00, 1.424600496699875762e+00
2.057000000000000000e+03, 9.626923754782703568e+00, 2.249485360662338174e+00, 4.980296395044886970e-01, 3.736227172988087375e+00, 1.324475769430315086e+00, 1.251901665756058657e+00, 1.251736255447040369e+00, 7.686944620231571434e+00, 1.558470748202882561e+00, 7.099113957624723525e+00, 1.215519040547258101e+01, 4.332698146859474519e+00, 1.455911183700823397e+00
2.058000000000000000e+03, 9.546937737182632944e+00, 2.440307302739328943e+00, 8.306967232119865097e-01, 3.640251211985207735e+00, 1.324275572034204096e+00, 1.247447881531264624e+00, 1.208563415081336689e+00, 7.758427030202133423e+00, 1.584942436336804761e+00, 7.091695930405184534e+00, 1.219212913527820064e+01, 4.321135421149270961e+00, 1.438591455321930779e+00
2.059000000000000000e+03, 9.572288558735552400e+00, 2.902731754457575253e+00, 7.121985521723906976e-01, 3.555019183048609310e+00, 1.272920549194324513e+00, 1.258256533389733534e+00, 1.182860244841762665e+00, 7.731018166334970410e+00, 1.457519660500850911e+00, 7.129019433139905715e+00, 1.232497097400023556e+01, 4.296985459135736818e+00, 1.429224695064924111e+00
2.060000000000000000e+03, 9.686963302669973075e+00, 2.657550177217320897e+00, 4.174919705107236201e-01, 3.696113751432933636e+00, 1.350222191587427290e+00, 1.249499578169039449e+00, 1.194458959123235742e+00, 7.734375833615835916e+00, 1.442716350167347672e+00, 7.184318558473168359e+00, 1.250069452997056452e+01, 4.302610505621296433e+00, 1.434835136810245659e+00
2.061000000000000000e+03, 9.750791337481654608e+00, 2.245947119550276483e+00, 6.656055583016027288e-01, 3.662396506270460428e+00, 1.345288162888079730e+00, 1.201654334492564979e+00, 1.202890144611244994e+00, 7.719315304651793497e+00, 1.610525400276195951e+00, 7.147697005186704367e+00, 1.260596060581715605e+01, 4.327974764149168152e+00, 1.453569547091327019e+00
2.062000000000000000e+03, 9.582546617027372093e+00, 2.139429228721421161e+00, 7.746275963524645869e-01, 3.596083484123151930e+00, 1.280409574482990864e+00, 1.249933524805524554e+00, 1.187651537913357425e+00, 7.723074700524418468e+00, 1.648558369672248336e+00, 7.135239239812069201e+00, 1.260255416262463868e+01, 4.355257077136973187e+00, 1.412976103487739499e+00
2.063000000000000000e+03, 9.481916685215269425e+00, 2.427035250779092213e+00, 4.790386956029363263e-01, 3.795719424906850659e+00, 1.309737627663936754e+00, 1.234391814938726739e+00, 1.173808551915249465e+00, 7.728788810483584015e+00, 1.644574855247694201e+00, 7.113535713938625271e+00, 1.261452182288247847e+01, 4.349672315247194554e+00, 1.475713169156224192e+00
2.064000000000000000e+03, 9.567562138542090366e+00, 2.662909719768890682e+00, 8.251091053630967842e-01, 3.764704630731685597e+00, 1.341639147774307927e+00, 1.234120138474761541e+00, 1.166833973956380444e+00, 7.670955114714252510e+00, 1.572686925895923959e+00, 7.076206807025556600e+00, 1.266293939994589479e+01, 4.326034638953991873e+00, 1.425691322600091793e+00
2.065000000000000000e+03, 9.657598553105632533e+00, 3.072750589213121497e+00, 7.088086384219384195e-01, 3.678141466462401699e+00, 1.301437332240940714e+00, 1.276527926580160788e+00, 1.190906522405759560e+00, 7.713062881365539525e+00, 1.480532674655278713e+00, 7.118466161712754925e+00, 1.280971053848185193e+01, 4.343054521920213240e+00, 1.399580100800444482e+00
2.066000000000000000e+03, 9.581849667273068860e+00, 2.638743011672909144e+00, 4.559404889715261144e-01, 3.667734404237317225e+00, 1.279692233138914670e+00, 1.269189440161397897e+00, 1.201218633143372516e+00, 7.679906843761039603e+00, 1.520638421236975457e+00, 7.137166608181602534e+00, 1.285481152012000194e+01, 4.322951255818246352e+00, 1.439101818674539901e+00
2.067000000000000000e+03, 9.688633064501230407e+00, 2.061131439875315330e+00, 4.866823742142432629e-01, 3.625589252407892094e+00, 1.338763985684847446e+00, 1.231690204747277972e+00, 1.162660727528100457e+00, 7.675782605500985234e+00, 1.579878421862774385e+00, 7.207647571299489186e+00, 1.291049831103321921e+01, 4.365418590638248553e+00, 1.484512240820897500e+00
2.068000000000000000e+03, 9.911068624389583803e+00, 2.333871379149858427e+00, 9.094941769659514730e-01, 3.625412516122713757e+00, 1.363523456114193566e+00, 1.244878185127245906e+00, 1.174587903108687215e+00, 7.733117408914357505e+00, 1.498562456199884041e+00, 7.261697341393504423e+00, 1.286339571232450396e+01, 4.404290768317599358e+00, 1.445546379645176183e+00
2.069000000000000000e+03, 9.838029918292335196e+00, 2.637442238473642675e+00, 7.265740991493917500e-01, 3.692244499697052262e+00, 1.294302611655096413e+00, 1.264967728088713494e+00, 1.183015298637286827e+00, 7.727795098773769134e+00, 1.524224644911871041e+00, 7.226835448250686689e+00, 1.290036369573843977e+01, 4.416921628853787141e+00, 1.442603477624793351e+00
2.070000000000000000e+03, 9.767167269175999422e+00, 2.657628822870464091e+00, 4.548920323082811246e-01, 3.810751535428152703e+00, 1.273632945638002889e+00, 1.218454606842340304e+00, 1.165962948261202170e+00, 7.735983100673100132e+00, 1.617873644919262555e+00, 7.234999958132044995e+00, 1.282762623533223945e+01, 4.401143714894590886e+00, 1.478575507666050282e+00
2.071000000000000000e+03, 9.766345421317396358e+00, 2.440782702131636395e+00, 5.216380561555478135e-01, 3.684206871146050055e+00, 1.336873067920873348e+00, 1.222805243825157540e+00, 1.165953988620185067e+00, 7.791494749106290918e+00, 1.529233726116868697e+00, 7.260380985393138253e+00, 1.281170020792380981e+01, 4.378325118571956942e+00, 1.437311848224234856e+00
2.072000000000000000e+03, 9.860952652511294048e+00, 2.357129596787559400e+00, 8.046101885591651071e-01, 3.622640056280641563e+00, 1.333623474875832438e+00, 1.247104911320102039e+00, 1.183918629977720904e+00, 7.795833701485621603e+00, 1.499737456988488482e+00, 7.326516273312487115e+00, 1.295366759298790171e+01, 4.374160997371506099e+00, 1.445511049562307804e+00
2.073000000000000000e+03, 9.877279967048201215e+00, 2.610401373006348447e+00, 8.213492916901122820e-01, 3.728531452481033792e+00, 1.282203618756641017e+00, 1.292751656008480632e+00, 1.197156666074257192e+00, 7.769848596059806489e+00, 1.614939261368488532e+00, 7.355689256096848538e+00, 1.297908941670342564e+01, 4.412789749855137167e+00, 1.457681493255748029e+00
2.074000000000000000e+03, 9.825423335908892497e+00, 2.561513858813831312e+00, 3.964501742392322892e-01, 3.847694892853875004e+00, 1.346105007516173346e+00, 1.286898422836658007e+00, 1.175779512845666064e+00, 7.779992277062857120e+00, 1.674644229827660924e+00, 7.304453637668836485e+00, 1.312004847212257275e+01, 4.422302012062901966e+00, 1.450713496737198405e+00
2.075000000000000000e+03, 9.758190825609528218e+00, 2.182876289570852890e+00, 6.231611971422166274e-01, 3.865283577479027066e+00, 1.324999636228653799e+00, 1.226816053846578880e+00, 1.166603701499143053e+00, 7.832857706081398419e+00, 1.613492487869087277e+00, 7.327682389123954643e+00, 1.316750550212777959e+01, 4.418744296048106257e+00, 1.469872139508169973e+00
2.076000000000000000e+03, 9.736227621519322639e+00, 2.681706450591984758e+00, 5.502548163497454903e-01, 3.727452419748845447e+00, 1.342596615526133519e+00, 1.273467877159846218e+00, 1.185325277994412119e+00, 7.788073743652560665e+00, 1.472081389078983893e+00, 7.370599408951583165e+00, 1.317204943517757165e+01, 4.406815975239717353e+00, 1.462956183409762856e+00
2.077000000000000000e+03, 9.782936884600260896e+00, 2.666719343279378318e+00, 7.644095034447341286e-01, 3.722607397447313282e+00, 1.320135605035630544e+00, 1.293239257849734924e+00, 1.219524556734636223e+00, 7.821411429634655299e+00, 1.409746972632343054e+00, 7.354516120735377527e+00, 1.326454490603313197e+01, 4.393048980868782927e+00, 1.465434410788868824e+00
2.078000000000000000e+03, 9.835666069285451840e+00, 2.670079023201230140e+00, 5.151092815773337108e-01, 3.777088467140977457e+00, 1.290471712321476616e+00, 1.255306010939006400e+00, 1.219212223684633223e+00, 7.747637727288108955e+00, 1.498095168167834945e+00, 7.290563089954635423e+00, 1.298589375258106138e+01, 4.388948177332824052e+00, 1.468224969587600626e+00
2.079000000000000000e+03, 9.953385332258999796e+00, 2.653485736706320264e+00, 5.355322373770134980e-01, 3.864095819216821326e+00, 1.378981709756547547e+00, 1.280593281640653336e+00, 1.204536034353066887e+00, 7.809999485506555317e+00, 1.565706296378810203e+00, 7.249276677948650160e+00, 1.271978078262068301e+01, 4.429574565429482469e+00, 1.440407439185440897e+00
2.080000000000000000e+03, 9.884027895867706803e+00, 2.385480553895685585e+00, 8.685871640435612884e-01, 3.690409914340271325e+00, 1.359218377118948995e+00, 1.290119928644626546e+00, 1.203801355960981700e+00, 7.792131899893211866e+00, 1.487452329089754111e+00, 7.242623509258054426e+00, 1.279594608302224579e+01, 4.445229298331731194e+00, 1.449695076404906136e+00
2.081000000000000000e+03, 9.896043848497738438e+00, 2.062209571762366966e+00, 6.046522575815885814e-01, 3.707684967322509184e+00, 1.274143687124679847e+00, 1.294675719859961660e+00, 1.197470607440408230e+00, 7.793399453037121560e+00, 1.495979183022123404e+00, 7.217728207036053334e+00, 1.279240882650555022e+01, 4.438214374092312120e+00, 1.468037452771509210e+00
2.082000000000000000e+03, 9.944401510797952426e+00, 2.497940895293929042e+00, 4.582375726788872061e-01, 3.721895261806913435e+00, 1.302531122362743154e+00, 1.245861701955713663e+00, 1.195907631062898435e+00, 7.788882401199213490e+00, 1.443305807125807361e+00, 7.331247260642747676e+00, 1.282952257229761450e+01, 4.426402439649523401e+00, 1.449156344434578081e+00
2.083000000000000000e+03, 9.878387459217515598e+00, 2.441102391790841430e+00, 5.343393016714039767e-01, 3.634732806807327243e+00, 1.391629700882946796e+00, 1.245961743695158219e+00, 1.192231485258338219e+00, 7.786565886776569911e+00, 1.499256696901605457e+00, 7.419829642696575078e+00, 1.269799075638493591e+01, 4.426503904333791262e+00, 1.428364828978567536e+00
2.084000000000000000e+03, 9.861155092099265218e+00, 2.588804130377259316e+00, 7.175209019207615668e-01, 3.853636787715011724e+00, 1.348990842221094111e+00, 1.254888174886951147e+00, 1.195653292709986992e+00, 7.822472690708166532e+00, 1.532360692502581445e+00, 7.337710572448057356e+00, 1.259687744475097126e+01, 4.441004232439589750e+00, 1.455508940074111468e+00
2.085000000000000000e+03, 9.814513177679257794e+00, 2.568410270827817143e+00, 6.904133250727656490e-01, 3.958044311694094652e+00, 1.317221042320868118e+00, 1.221534140108260891e+00, 1.180392751796804252e+00, 7.851713810515446035e+00, 1.491648472656216473e+00, 7.228599873861398351e+00, 1.280855736916731757e+01, 4.454003183012888556e+00, 1.475061805963353789e+00
2.086000000000000000e+03, 9.855982823776749058e+00, 2.815945147639034474e+00, 4.799589872539810065e-01, 3.948182614423021874e+00, 1.303202675563166046e+00, 1.224733266271129883e+00, 1.141245126679740318e+00, 7.818358053640624306e+00, 1.578619285903288150e+00, 7.247402533926166512e+00, 1.291916279327939954e+01, 4.448872764149977677e+00, 1.436277381226863659e+00
2.087000000000000000e+03, 1.002584270175363734e+01, 2.523231311672655242e+00, 5.994317811658410600e-01, 3.764739819681546251e+00, 1.268845600017288744e+00, 1.250328850912602707e+00, 1.128721237547563483e+00, 7.845383093287180643e+00, 1.607837905947985035e+00, 7.326742432145564976e+00, 1.284036486153442347e+01, 4.463384823772914345e+00, 1.435528312977213394e+00
2.088000000000000000e+03, 1.011161664837273655e+01, 2.122749309144962737e+00, 5.712610939551949762e-01, 3.689598080584213680e+00, 1.308600167730977759e+00, 1.289992090670996072e+00, 1.167766701876096658e+00, 7.867124691549866711e+00, 1.518034977932527285e+00, 7.312857718904840709e+00, 1.283486544124651374e+01, 4.430688512237402676e+00, 1.467348753083536517e+00
2.089000000000000000e+03, 1.009180829271289070e+01, 2.403567779039077479e+00, 6.824977905725487792e-01, 3.718562389237044297e+00, 1.350085554371356578e+00, 1.281374918014721587e+00, 1.193620724176046810e+00, 7.859111748466124148e+00, 1.575526054798352948e+00, 7.311458929615539226e+00, 1.278905870247286813e+01, 4.415550712907293729e+00, 1.480154111119494464e+00
