year, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg
2.074000000000000000e+03, 1.488569731446519116e-10, 3.626338612818836233e-09, 3.956797947562379404e-11
2.075000000000000000e+03, 1.453533089324746210e-10, 3.813781659153845507e-09, 3.745960830354547946e-11
2.076000000000000000e+03, 1.360501511867764530e-10, 3.856936810282303278e-09, 3.958423571090020454e-11
2.077000000000000000e+03, 1.431044763308999308e-10, 3.792470892565812382e-09, 3.838022667771314921e-11
2.078000000000000000e+03, 1.287665975428176106e-10, 3.772729506708035141e-09, 4.030606204837375725e-11
2.079000000000000000e+03, 1.253766761576787757e-10, 3.535733727236171633e-09, 4.097558654242129723e-11
2.080000000000000000e+03, 1.389935507232639515e-10, 3.915551305805975124e-09, 3.576261963565469731e-11
2.081000000000000000e+03, 1.306056109888435904e-10, 3.952506156548144169e-09, 4.088808240450819751e-11
2.082000000000000000e+03, 1.318330261316958137e-10, 3.620155990465411684e-09, 3.419757552949078699e-11
2.083000000000000000e+03, 1.208366419012201914e-10, 3.792527379427780280e-09, 3.784632062660899089e-11
2.084000000000000000e+03, 1.165513833712552843e-10, 3.931246862207108661e-09, 3.319713943209893967e-11
2.085000000000000000e+03, 1.189911415868845933e-10, 4.079910230636488823e-09, 3.562110444813141020e-11
2.086000000000000000e+03, 1.160784455947430563e-10, 3.935438574032593837e-09, 3.368432044825724501e-11
2.087000000000000000e+03, 1.088754741798304104e-10, 3.639271828294683695e-09, 3.265591631775301972e-11
2.088000000000000000e+03, 1.058229344459726469e-10, 3.605523793984458186e-09, 2.736660820830851390e-11
2.089000000000000000e+03, 1.022130087081021793e-10, 3.635064007605592886e-09, 3.322262218780712928e-11
2.090000000000000000e+03, 1.019791476826244012e-10, 3.680696785438368053e-09, 2.457829666293889291e-11
2.091000000000000000e+03, 1.015250859600602215e-10, 3.445791858729786375e-09, 3.156457144110102244e-11
2.092000000000000000e+03, 1.008734797018762252e-10, 3.745700166280928274e-09, 2.323399186397992659e-11
2.093000000000000000e+03, 9.828729051794524437e-11, 3.749906764715991974e-09, 3.157516654243004276e-11
2.094000000000000000e+03, 9.616618428410728857e-11, 3.410379534282650424e-09, 2.643838806039204743e-11
2.095000000000000000e+03, 9.731687567016331982e-11, 3.700977391394496158e-09, 2.738933131797535882e-11
2.096000000000000000e+03, 9.191200863668106441e-11, 4.056416793198718915e-09, 2.648934028580803079e-11
2.097000000000000000e+03, 8.846350390075832497e-11, 3.524023420667293973e-09, 2.812918693466145245e-11
2.098000000000000000e+03, 8.873364911782060134e-11, 3.603905165382352333e-09, 2.967361496844605703e-11
2.099000000000000000e+03, 9.105338197129332919e-11, 3.775421283489930107e-09, 2.857916523504715398e-11
2.100000000000000000e+03, 8.921282742890685256e-11, 3.700838456916034493e-09, 2.382769445880334597e-11
