year, CanESM5, TaiESM1, NorESM2-MM, CMCC-CM2-SR5, IPSL-CM6A-LR, NorESM2-LM, MPI-ESM1-2-LR, GFDL-ESM4, EC-Earth3-Veg, CESM2-WACCM, CNRM-ESM2-1, MIROC-ES2L, ACCESS-ESM1-5, UKESM1-0-LL
2.025000000000000000e+03, 4.893707661147341526e+01, 2.867939968050998800e+01, 3.984855545210569971e+01, 7.496579313346748563e+01, 2.336590432490185876e+01, 3.271451982139791426e+01, 2.225920882464645345e+01, 1.456138565557452047e+01, 4.724645884325708778e+01, 3.717893301653853655e+01, 4.350307622133783525e+01, 2.376430110860136935e+01, 1.617291816401965932e+01, 6.572663938145690565e+01
2.026000000000000000e+03, 4.892554035891557618e+01, 2.872282977559231298e+01, 3.986910473314600978e+01, 7.509253683225513498e+01, 2.335805621650450092e+01, 3.272828930332528330e+01, 2.231033456894365941e+01, 1.441133780351390392e+01, 4.721870916293882914e+01, 3.715219813927065218e+01, 4.349140677288571766e+01, 2.378060849811076238e+01, 1.616197697120151844e+01, 6.567576820565713547e+01
2.027000000000000000e+03, 4.892347724678445786e+01, 2.888600634087314489e+01, 3.986524559776982812e+01, 7.522719130752759042e+01, 2.336884998073860586e+01, 3.272989182512426964e+01, 2.229087268853946213e+01, 1.454493468885674901e+01, 4.716178711398966783e+01, 3.714280685715569774e+01, 4.346694263517498058e+01, 2.378941452284649216e+01, 1.616204493907138229e+01, 6.579131270423926026e+01
2.028000000000000000e+03, 4.892277392784534840e+01, 2.872364209020618375e+01, 3.986614259671206639e+01, 7.533530671787208632e+01, 2.338361632900948806e+01, 3.272605008180109820e+01, 2.222188495329809754e+01, 1.450180046305238335e+01, 4.716401204874618713e+01, 3.717174700159713296e+01, 4.345807587046411413e+01, 2.381136558762511513e+01, 1.616573607295669390e+01, 6.578952562750693289e+01
2.029000000000000000e+03, 4.892634778388494965e+01, 2.867805427117912132e+01, 3.984802587684188069e+01, 7.524281711956831487e+01, 2.339225001621437983e+01, 3.273812864062231398e+01, 2.231147039475396099e+01, 1.433231700476039983e+01, 4.718514443558495230e+01, 3.718881661641128744e+01, 4.345504852316638278e+01, 2.381374685251224577e+01, 1.616021287983396348e+01, 6.571082555938639302e+01
2.030000000000000000e+03, 4.893696509054419153e+01, 2.882816427928888103e+01, 3.985210924442882430e+01, 7.520456126838017497e+01, 2.339706132510895031e+01, 3.274978817324289082e+01, 2.236328437440899464e+01, 1.421562907351319183e+01, 4.715797311381253820e+01, 3.720616975923694270e+01, 4.345445204077164192e+01, 2.382788125293703629e+01, 1.615969225381221719e+01, 6.571345295934551700e+01
2.031000000000000000e+03, 4.895202358716084490e+01, 2.878733697940151615e+01, 3.990027155930106773e+01, 7.524781346533831083e+01, 2.339858936265049394e+01, 3.273487327113413414e+01, 2.244606009490993870e+01, 1.408772273687436538e+01, 4.713715779269274009e+01, 3.717916230503902852e+01, 4.349177919779165791e+01, 2.388458541632389398e+01, 1.615627075353896558e+01, 6.586975979240558843e+01
2.032000000000000000e+03, 4.895196251547415756e+01, 2.865386193490977718e+01, 3.992729314395190698e+01, 7.530894915941686918e+01, 2.339188730098240043e+01, 3.275791118186290873e+01, 2.242327472162536850e+01, 1.419156610172455046e+01, 4.714605556922975893e+01, 3.716602383260725873e+01, 4.345824044751555704e+01, 2.394593426921919033e+01, 1.614088960500749437e+01, 6.600132427069333119e+01
2.033000000000000000e+03, 4.898572536471262140e+01, 2.859391853680995865e+01, 3.990312695283490285e+01, 7.542349817374947918e+01, 2.339708047510078615e+01, 3.276477884098713389e+01, 2.229558733644709889e+01, 1.409766571440306748e+01, 4.714069994492272997e+01, 3.718198328961963028e+01, 4.342332209782258445e+01, 2.398135788709697280e+01, 1.610745010933202792e+01, 6.610714667049504101e+01
2.034000000000000000e+03, 4.901843541453973074e+01, 2.871361831428026790e+01, 3.989854393124473830e+01, 7.554969847795071303e+01, 2.339208864240526253e+01, 3.275728383236137375e+01, 2.225181390270787318e+01, 1.397639166451410730e+01, 4.711565761911614203e+01, 3.721698833089619285e+01, 4.339736496488414730e+01, 2.397868177386904520e+01, 1.609485397169011023e+01, 6.621620031208389889e+01
2.035000000000000000e+03, 4.902668906567111407e+01, 2.866812415625152255e+01, 3.992746561976730391e+01, 7.550016144398603046e+01, 2.339792592808181837e+01, 3.278656294101768509e+01, 2.238148273608800309e+01, 1.410522403631173916e+01, 4.712815009258009269e+01, 3.721846789890371099e+01, 4.339807328126734376e+01, 2.398375245974284198e+01, 1.608199619022569138e+01, 6.623896878651926556e+01
2.036000000000000000e+03, 4.905043836928601309e+01, 2.864773310945243523e+01, 3.995843789803221568e+01, 7.549467993337037797e+01, 2.341803206032331275e+01, 3.283644047333579152e+01, 2.250291002924296180e+01, 1.409560927207536096e+01, 4.710154073751288450e+01, 3.723579356829174714e+01, 4.340116222420320469e+01, 2.403220793359029273e+01, 1.605451774684313904e+01, 6.631418077505445297e+01
2.037000000000000000e+03, 4.905088769734757648e+01, 2.873126906305204642e+01, 3.999743607865647022e+01, 7.563447114655602377e+01, 2.342470942411407009e+01, 3.288625643479677763e+01, 2.236526028641048569e+01, 1.393544055173386376e+01, 4.709571079586141451e+01, 3.721683369152504639e+01, 4.341286801407203200e+01, 2.405669533668687521e+01, 1.604586161278946932e+01, 6.631601941085435215e+01
2.038000000000000000e+03, 4.906592979200313920e+01, 2.858128400939357761e+01, 4.003433347974793577e+01, 7.577208213971775308e+01, 2.342205216441688265e+01, 3.291872710792143408e+01, 2.239026294121687499e+01, 1.397764884053775347e+01, 4.711700881379055517e+01, 3.722226390904400972e+01, 4.338647647851444589e+01, 2.407532917216299850e+01, 1.602481152341978188e+01, 6.628503623012625212e+01
2.039000000000000000e+03, 4.908544289367957703e+01, 2.847997126423110359e+01, 4.001749998364932281e+01, 7.567153059333308818e+01, 2.341648270329868353e+01, 3.289401080216595119e+01, 2.240065141558312689e+01, 1.416934501496363730e+01, 4.712019169397777318e+01, 3.725711967786443068e+01, 4.336280325846192341e+01, 2.411056616489752358e+01, 1.598868790613460078e+01, 6.628707601803317573e+01
2.040000000000000000e+03, 4.912249144489624797e+01, 2.850296766198566800e+01, 4.001485810877215243e+01, 7.571220119337992571e+01, 2.342151686595519067e+01, 3.288409622940752541e+01, 2.237278278943917442e+01, 1.425081748471706788e+01, 4.712839274596242234e+01, 3.728582242231405530e+01, 4.336770202767100102e+01, 2.415587959590792977e+01, 1.596344248610484229e+01, 6.636730668332815242e+01
2.041000000000000000e+03, 4.914961476698100995e+01, 2.860134264977694585e+01, 4.004660660425023622e+01, 7.583519178262189087e+01, 2.343464477616669939e+01, 3.293075863605207587e+01, 2.240740869082106812e+01, 1.415979609413205509e+01, 4.714713644737653198e+01, 3.731755839698659827e+01, 4.334966352628921271e+01, 2.420561230004714304e+01, 1.595754943047911922e+01, 6.639030777468764200e+01
2.042000000000000000e+03, 4.918408942460018096e+01, 2.870688421438597970e+01, 4.006699578561666186e+01, 7.583847195657315865e+01, 2.344409637811565617e+01, 3.296451450486102885e+01, 2.243138929356199540e+01, 1.398702824359223840e+01, 4.712342324769530677e+01, 3.729538976142941209e+01, 4.334378328955867232e+01, 2.425588691942479613e+01, 1.594863365973892932e+01, 6.645133047829455109e+01
2.043000000000000000e+03, 4.924450864286971807e+01, 2.854048960139611424e+01, 4.010047636784418756e+01, 7.585043133496353107e+01, 2.344789495298521942e+01, 3.300356276592777505e+01, 2.242086200253601547e+01, 1.395283373768491586e+01, 4.714175076793188879e+01, 3.729950681845916449e+01, 4.331443476021473060e+01, 2.427162083633809075e+01, 1.594734028373146728e+01, 6.656011897158734314e+01
2.044000000000000000e+03, 4.928261814931855866e+01, 2.859626479985674408e+01, 4.014276891766371591e+01, 7.584568211905255453e+01, 2.347549508328948775e+01, 3.300273117645917864e+01, 2.246402632292335966e+01, 1.401331254393476300e+01, 4.719448005818730252e+01, 3.731809305341270289e+01, 4.331373234891727009e+01, 2.431388836880609006e+01, 1.593162348498441894e+01, 6.666073945988307514e+01
2.045000000000000000e+03, 4.928618439012397090e+01, 2.872177759330124047e+01, 4.014434928590245022e+01, 7.595446088025511244e+01, 2.348010523327106114e+01, 3.300162379458421213e+01, 2.246977655604745649e+01, 1.400577223110003366e+01, 4.719938645518157472e+01, 3.732430041784337504e+01, 4.330498615752605929e+01, 2.434182176393859365e+01, 1.593410203731762032e+01, 6.678226011221762803e+01
2.046000000000000000e+03, 4.932510596778991641e+01, 2.844541753445601984e+01, 4.015757502969196224e+01, 7.610476960451153161e+01, 2.349708781471839458e+01, 3.303735740658868991e+01, 2.240480758951545326e+01, 1.387920848996489553e+01, 4.717840306744558632e+01, 3.734234806801870832e+01, 4.331504529393069447e+01, 2.438134841138991860e+01, 1.595304877234635299e+01, 6.682203806157625081e+01
2.047000000000000000e+03, 4.937795376902256805e+01, 2.844535502516620085e+01, 4.019912172436784203e+01, 7.623184262895112795e+01, 2.351748463817487078e+01, 3.307301463228807847e+01, 2.250678011669112877e+01, 1.392955639129286816e+01, 4.717077241522382991e+01, 3.736688800751870332e+01, 4.329995638444111705e+01, 2.439211443888894593e+01, 1.595755397639279494e+01, 6.683512234687221110e+01
2.048000000000000000e+03, 4.940338585062367827e+01, 2.869016383618766497e+01, 4.021205143258553250e+01, 7.610275755787891683e+01, 2.352126825208830496e+01, 3.310979120088519068e+01, 2.253202788654333233e+01, 1.396545650467692035e+01, 4.718458537825803489e+01, 3.738991147173343421e+01, 4.329912250906736659e+01, 2.444125680759157859e+01, 1.599034723277017811e+01, 6.681610718720901332e+01
2.049000000000000000e+03, 4.942290593539506460e+01, 2.858370363594295682e+01, 4.022318269484366482e+01, 7.612017698991161296e+01, 2.353414566609759007e+01, 3.315532030889220039e+01, 2.257901684814636667e+01, 1.385819700657632225e+01, 4.718344329779379365e+01, 3.742492263601776159e+01, 4.328594042961237420e+01, 2.447943073970692041e+01, 1.601125757666686056e+01, 6.679631133110488861e+01
2.050000000000000000e+03, 4.948399038730427435e+01, 2.843250266072424282e+01, 4.026777715859136464e+01, 7.629438714682045486e+01, 2.354183281859824106e+01, 3.316950704763802804e+01, 2.260991400229064041e+01, 1.384513512492953247e+01, 4.714729975153566954e+01, 3.745031620798951622e+01, 4.325944944961367611e+01, 2.450307337994119550e+01, 1.598193205641925196e+01, 6.691887583520416172e+01
2.051000000000000000e+03, 4.952144174497588835e+01, 2.849870905000200949e+01, 4.029821045929533341e+01, 7.643452373872995054e+01, 2.354931016194662519e+01, 3.317680775817028405e+01, 2.265662068303041465e+01, 1.389063717648659591e+01, 4.716537634034187221e+01, 3.746777912880689598e+01, 4.326182320328028652e+01, 2.451202663762062528e+01, 1.595027606693312627e+01, 6.701193721656728997e+01
2.052000000000000000e+03, 4.955814466170533450e+01, 2.866945891455135964e+01, 4.030238516832086759e+01, 7.652947909842370677e+01, 2.354929857565273821e+01, 3.318902963501179215e+01, 2.266529535733287304e+01, 1.389701730305970351e+01, 4.720800413274275797e+01, 3.750851423626432535e+01, 4.325110299741292152e+01, 2.452110843213104729e+01, 1.595187230530574318e+01, 6.702092227757925968e+01
2.053000000000000000e+03, 4.961160964836313525e+01, 2.847890388017505359e+01, 4.031901796709150432e+01, 7.645551604321222783e+01, 2.357355843678369567e+01, 3.323276381548143377e+01, 2.258306154016569423e+01, 1.401183001309485476e+01, 4.721859640420593962e+01, 3.750947883986193432e+01, 4.324661366066029444e+01, 2.457482793178078850e+01, 1.596031980720247034e+01, 6.701149407133962654e+01
2.054000000000000000e+03, 4.968064519187034023e+01, 2.839558359749776528e+01, 4.034347846164141060e+01, 7.645045898861313560e+01, 2.358788334750720139e+01, 3.328014397478565911e+01, 2.257527880665332631e+01, 1.403369311088848548e+01, 4.723132700375914794e+01, 3.752204327542241202e+01, 4.324629464251576394e+01, 2.463809535896099590e+01, 1.595949430751853804e+01, 6.700909006393702327e+01
2.055000000000000000e+03, 4.973701744431970440e+01, 2.847133854709375100e+01, 4.038752883871897126e+01, 7.659249096388269606e+01, 2.362003486651822826e+01, 3.327922712195127986e+01, 2.265541007971162557e+01, 1.389516089239170782e+01, 4.725050980314912863e+01, 3.757165777989050781e+01, 4.321188137503492044e+01, 2.467368325444130761e+01, 1.596741322225386917e+01, 6.717973526996712508e+01
2.056000000000000000e+03, 4.981376714100597525e+01, 2.852863787844685461e+01, 4.041352615380186108e+01, 7.671513633641700380e+01, 2.363441936211621197e+01, 3.329989347872410832e+01, 2.285161593714538952e+01, 1.376444290543227744e+01, 4.721627046928166749e+01, 3.755764518665511531e+01, 4.318517253911009135e+01, 2.469219084648018026e+01, 1.598625969641454958e+01, 6.725715211011758754e+01
2.057000000000000000e+03, 4.986415913853243609e+01, 2.844795197126997621e+01, 4.044412721331774918e+01, 7.661051041427174368e+01, 2.364280802932462322e+01, 3.334395091850116444e+01, 2.289369134302209829e+01, 1.375216426143174608e+01, 4.720968305415750166e+01, 3.756692439948166395e+01, 4.318493143675632950e+01, 2.472203933545395671e+01, 1.599895703072730235e+01, 6.712044429764503661e+01
2.058000000000000000e+03, 4.993146004396127324e+01, 2.849002055863922322e+01, 4.048726479928872379e+01, 7.666934904477793111e+01, 2.365170675671753031e+01, 3.337064696218588011e+01, 2.281361045174340063e+01, 1.394806908476730101e+01, 4.723064370437237613e+01, 3.761627100688733805e+01, 4.322654914031329554e+01, 2.475458968620300126e+01, 1.597451204678323222e+01, 6.718044823083057793e+01
2.059000000000000000e+03, 4.999816881030791649e+01, 2.866021994194463929e+01, 4.050330628797264154e+01, 7.679765347481051663e+01, 2.364789283189947611e+01, 3.339653744199250696e+01, 2.281987651648475435e+01, 1.414975298110057267e+01, 4.719367981875200257e+01, 3.761720274498313898e+01, 4.322275362320983305e+01, 2.476725717179559538e+01, 1.593007154102516942e+01, 6.722650904541575301e+01
2.060000000000000000e+03, 5.003955797835089214e+01, 2.842093644241944972e+01, 4.051757170640907191e+01, 7.699403745878373684e+01, 2.365884792603626963e+01, 3.343602605398857008e+01, 2.292015571928398998e+01, 1.413697612269212556e+01, 4.714368119850173144e+01, 3.763505134749143366e+01, 4.323589146923954729e+01, 2.478492840824171495e+01, 1.591155899380512295e+01, 6.707676330193319814e+01
2.061000000000000000e+03, 5.010358798091245092e+01, 2.829956387594565115e+01, 4.055305521227828791e+01, 7.698658642187095325e+01, 2.368010693096493569e+01, 3.343088988974903231e+01, 2.295559997049443979e+01, 1.396581300257794922e+01, 4.717505585484110497e+01, 3.769134463490887299e+01, 4.323625403209272378e+01, 2.483637122236161687e+01, 1.590503727959339209e+01, 6.703586345433174642e+01
2.062000000000000000e+03, 5.016475067658131337e+01, 2.853393313707048407e+01, 4.056476886999632825e+01, 7.684717690678564850e+01, 2.370105635646433129e+01, 3.343804738181751190e+01, 2.279501062037611803e+01, 1.396753733812575504e+01, 4.721946693307821619e+01, 3.769809370550189698e+01, 4.322463602103332647e+01, 2.489326010143375001e+01, 1.589057061412037086e+01, 6.706430252788253199e+01
2.063000000000000000e+03, 5.019200198893420151e+01, 2.840669036609907749e+01, 4.058935791953756933e+01, 7.683956726649837776e+01, 2.370668627857971700e+01, 3.345916227642941010e+01, 2.269018644475877977e+01, 1.405358860909466223e+01, 4.724220612595141233e+01, 3.769931877905383288e+01, 4.323653853558804627e+01, 2.492960901933339102e+01, 1.586069843462761675e+01, 6.728715503376905360e+01
2.064000000000000000e+03, 5.027925812288139440e+01, 2.842027701832883935e+01, 4.062529803609737655e+01, 7.695921636660200704e+01, 2.370563280368629577e+01, 3.346477563800591071e+01, 2.277089934940455862e+01, 1.420557134615531147e+01, 4.723885623747598572e+01, 3.773488422186965607e+01, 4.321076647484182587e+01, 2.492007188390116212e+01, 1.583258928477308736e+01, 6.726779260870192445e+01
2.065000000000000000e+03, 5.035994425603133351e+01, 2.864242233000777205e+01, 4.060127221045084411e+01, 7.712231928872047604e+01, 2.371197494103845216e+01, 3.348733028010069290e+01, 2.285177667290838954e+01, 1.416634232780157987e+01, 4.719176936432601366e+01, 3.776216567897879628e+01, 4.322380324227543724e+01, 2.492091644323599908e+01, 1.582295483403015801e+01, 6.722973481961115283e+01
2.066000000000000000e+03, 5.042339217918166838e+01, 2.843510397243133170e+01, 4.059733466857864670e+01, 7.731714108810062669e+01, 2.371541678863274427e+01, 3.353236937437878140e+01, 2.277400870572653702e+01, 1.403194872480956690e+01, 4.717939220158665847e+01, 3.774951009589531736e+01, 4.321639961452961387e+01, 2.497882072792236130e+01, 1.583497763339853748e+01, 6.732717700866894006e+01
2.067000000000000000e+03, 5.048528178397325661e+01, 2.828781372428549901e+01, 4.064412963905722620e+01, 7.718805389760044022e+01, 2.373417884918709575e+01, 3.354182705147599819e+01, 2.286441982031514897e+01, 1.392170098451410709e+01, 4.720433265583842797e+01, 3.776371501514682194e+01, 4.319703887300109812e+01, 2.501196617569640068e+01, 1.580305597270629647e+01, 6.744115812388770337e+01
2.068000000000000000e+03, 5.052829499949691439e+01, 2.839915469880801524e+01, 4.067726555643969277e+01, 7.708205547929043178e+01, 2.375837398759583863e+01, 3.354004712249800946e+01, 2.307530384742023699e+01, 1.385595579512679620e+01, 4.718045310946205717e+01, 3.780864106144711201e+01, 4.322465743246478809e+01, 2.499902533999517118e+01, 1.577823209982764929e+01, 6.732756833177927547e+01
2.069000000000000000e+03, 5.056809380772828888e+01, 2.861833564126266438e+01, 4.068631089441734616e+01, 7.716597896312129023e+01, 2.377790628502365422e+01, 3.356307177743309467e+01, 2.298545786465113139e+01, 1.385880098254652815e+01, 4.717120200968010124e+01, 3.783064249582930216e+01, 4.322499610843973272e+01, 2.502775365457445389e+01, 1.578113213155818784e+01, 6.740690368370121632e+01
2.070000000000000000e+03, 5.062167504127955198e+01, 2.841771167319922498e+01, 4.072120737366267917e+01, 7.730285350988314974e+01, 2.378032381766065484e+01, 3.357298051643630288e+01, 2.290986466255488097e+01, 1.388265832732437666e+01, 4.720572373295637192e+01, 3.779913372297266250e+01, 4.321689216582416293e+01, 2.507516101423823329e+01, 1.575788909474418631e+01, 6.734151022192439484e+01
2.071000000000000000e+03, 5.069070778992374926e+01, 2.832659484133485250e+01, 4.074208313369712187e+01, 7.737700218692356202e+01, 2.378189967724194531e+01, 3.355827022954482430e+01, 2.291004105375484556e+01, 1.400484805715076497e+01, 4.720306285957580172e+01, 3.780885234808756223e+01, 4.325094168993920363e+01, 2.514743119448581865e+01, 1.573985610422609938e+01, 6.717808435642479026e+01
2.072000000000000000e+03, 5.073181258094439983e+01, 2.842863764009288730e+01, 4.076103521869146817e+01, 7.737295606762079103e+01, 2.378698556214577664e+01, 3.356152753846244963e+01, 2.299062820735291623e+01, 1.399818918529307510e+01, 4.716235129872580245e+01, 3.784588696643393035e+01, 4.325103747244381935e+01, 2.520359036674264885e+01, 1.573767039605770890e+01, 6.711563334671288317e+01
2.073000000000000000e+03, 5.076896417815748208e+01, 2.868770796679434198e+01, 4.077449616775177077e+01, 7.741207469946500908e+01, 2.380919935178482660e+01, 3.359587583234398522e+01, 2.298878977091451503e+01, 1.413281943382048134e+01, 4.719096221535794911e+01, 3.783784682386146159e+01, 4.324705459436198396e+01, 2.523700455613630922e+01, 1.574989862562763498e+01, 6.730937537371399060e+01
2.074000000000000000e+03, 5.082382178272313666e+01, 2.841986295438445609e+01, 4.079204370554329273e+01, 7.750628525220774634e+01, 2.382579761018124387e+01, 3.364459696064604799e+01, 2.292433078090727250e+01, 1.420730245560800142e+01, 4.723348312268079496e+01, 3.784264788032665194e+01, 4.326376980659028249e+01, 2.526395641079848531e+01, 1.574181575286614887e+01, 6.740841616813386850e+01
2.075000000000000000e+03, 5.088129146535708713e+01, 2.834958573179240560e+01, 4.081560673876968082e+01, 7.745206007759126976e+01, 2.383817307786192785e+01, 3.365607849749822833e+01, 2.285279472698119108e+01, 1.422892088628734264e+01, 4.725081362236142013e+01, 3.788179457880579548e+01, 4.328931917182085698e+01, 2.527433780745475644e+01, 1.571901773737811858e+01, 6.733718413283064308e+01
2.076000000000000000e+03, 5.093983756711047306e+01, 2.839642474024472207e+01, 4.083927430635106504e+01, 7.745891329678235593e+01, 2.384308266180898173e+01, 3.366029771934191928e+01, 2.282722728636752407e+01, 1.433234583304215448e+01, 4.721029673984853048e+01, 3.789270688399936660e+01, 4.329356390093297335e+01, 2.528452432297229535e+01, 1.572003010043711946e+01, 6.728939186492085867e+01
2.077000000000000000e+03, 5.098829854546058016e+01, 2.845582243557479885e+01, 4.086117780210958017e+01, 7.760688925492964074e+01, 2.384115216735171927e+01, 3.370263053873178904e+01, 2.287075542273485596e+01, 1.430215887585219292e+01, 4.714796120128202972e+01, 3.792581801364233485e+01, 4.330090236417704830e+01, 2.533483767394179864e+01, 1.574219824397563272e+01, 6.734508116031958025e+01
2.078000000000000000e+03, 5.103999623307918654e+01, 2.846473287507853556e+01, 4.088154508169430557e+01, 7.774349438051471850e+01, 2.384639622109419577e+01, 3.373038361869945589e+01, 2.291717604777062789e+01, 1.406690859293377471e+01, 4.713606095953069541e+01, 3.790561497682940484e+01, 4.328025846329113335e+01, 2.539719630655014626e+01, 1.576640963882009139e+01, 6.747319742025590017e+01
2.079000000000000000e+03, 5.108436646705838768e+01, 2.833225751513655766e+01, 4.090351421271812171e+01, 7.786293809909297181e+01, 2.386843055015068416e+01, 3.374137727404362153e+01, 2.301620981580307657e+01, 1.414506431084079452e+01, 4.716485710067857440e+01, 3.791652744522938434e+01, 4.330192564832724145e+01, 2.543181735232293050e+01, 1.575955701452464375e+01, 6.758346020576982482e+01
2.080000000000000000e+03, 5.114309731773924028e+01, 2.843890307474768164e+01, 4.089525673533632499e+01, 7.792151775665318780e+01, 2.388046849209392875e+01, 3.376699922410420385e+01, 2.294605568203681756e+01, 1.414334017546802080e+01, 4.714352192422371957e+01, 3.797294406694876301e+01, 4.332191849797685279e+01, 2.541279489420967863e+01, 1.576389126733612400e+01, 6.759857645857513830e+01
2.081000000000000000e+03, 5.117021074562607197e+01, 2.859001243110119361e+01, 4.091939659987390598e+01, 7.775304892149084424e+01, 2.388243195746325043e+01, 3.379573512221217158e+01, 2.296471964528784682e+01, 1.415927085187800394e+01, 4.711715840885959494e+01, 3.795379745359579005e+01, 4.331276588411792261e+01, 2.545155114653383066e+01, 1.576221250582483790e+01, 6.764416478022715751e+01
2.082000000000000000e+03, 5.120907017787585858e+01, 2.838062942881921202e+01, 4.092864752867138378e+01, 7.772006836613265079e+01, 2.388870857997473607e+01, 3.381146117130783324e+01, 2.299939176239527683e+01, 1.399429021186091227e+01, 4.707882004773149021e+01, 3.792538526797795129e+01, 4.333333656364941788e+01, 2.549485926925228085e+01, 1.576203859791172768e+01, 6.772046744497205850e+01
2.083000000000000000e+03, 5.123570862159174766e+01, 2.831192141855581568e+01, 4.092607880781376650e+01, 7.780401962080810563e+01, 2.388840947855392827e+01, 3.380377212044734847e+01, 2.292649357074368410e+01, 1.381913870361686669e+01, 4.707130969464441250e+01, 3.795147546097048519e+01, 4.333531232781700027e+01, 2.551117564392037096e+01, 1.576096048981174391e+01, 6.759420334508841677e+01
2.084000000000000000e+03, 5.124805212709490831e+01, 2.836877556334487593e+01, 4.091778940083847260e+01, 7.788584827888392681e+01, 2.389373273644280360e+01, 3.380750537427340419e+01, 2.290331651807463231e+01, 1.403370442900592074e+01, 4.707879946186121600e+01, 3.800512406584179814e+01, 4.335455829439469966e+01, 2.551887360528859361e+01, 1.576372539380584925e+01, 6.745630399635349761e+01
