year, UKESM1-0-LL, MPI-ESM1-2-LR, TaiESM1, CESM2-WACCM, INM-CM5-0, CanESM5, GFDL-ESM4, IPSL-CM6A-LR, INM-CM4-8, EC-Earth3-Veg, CMCC-CM2-SR5, NorESM2-MM, ACCESS-ESM1-5, CNRM-ESM2-1, MIROC-ES2L, NorESM2-LM
2.025000000000000000e+03, 1.272762477432962669e-01, 2.470025273020068357e-01, 8.491172550829929611e-01, 8.883210923883502752e-02, 5.386175123158141176e-01, 1.770887764579876233e-01, -7.307247949972739409e-02, 1.599665058023886852e-02, 2.893505080768437043e-01, -1.220766432175749983e-01, -4.335990434800309212e-01, 7.210781898237249299e-02, -1.058813328410120047e-01, 4.798022772586126028e-02, 1.133507538062188472e-02, 2.772205628729420557e-01
2.026000000000000000e+03, -1.633446386936157624e-01, 2.146758354484858689e-01, -6.343927178429519254e-01, 3.857993409529550388e-01, 2.680423346788121663e-01, 2.624449396604146556e-01, 8.789168918803630381e-02, 3.053610238419156020e-01, 3.866877305653134700e-01, -6.832517426698576646e-01, 4.822073632396609109e-04, 1.133390999370479379e-01, 4.207805282947025410e-03, 8.589686975772446720e-02, 2.135282274636232103e-01, -2.845883506886747946e-02
2.027000000000000000e+03, 1.871901424550649062e-01, 2.019615350556558386e-02, 2.118573330829817969e-01, 2.508600100702734759e-01, 1.350330512334939614e-01, 1.649808489120483113e-01, 5.142033092376151471e-01, 2.986456282166501941e-01, 3.639195598445269519e-01, 2.938735427972478664e-01, -3.495511858240157310e-01, 2.680427639653595873e-01, 5.894263167907462520e-02, -2.330187122659293369e-02, 1.124494747477046142e-01, 2.235772423560389577e-01
2.028000000000000000e+03, -1.918740435242003994e-01, 2.283298722850008733e-01, 6.051419282812637856e-01, 1.274647545392199877e-01, 2.427545893654367848e-01, 2.429979992009034528e-01, 1.614964344536199137e-01, 4.990647824995395748e-02, 2.980687044669664276e-01, 5.183154120372265306e-01, 5.065498027956155669e-01, 2.527427345689801097e-01, 1.913328593762423941e-03, 1.256072257567104333e-01, 1.851919158984205449e-01, 2.413194087946187172e-01
2.029000000000000000e+03, -1.092870871725281669e-02, 3.503308103693666409e-01, -1.839804596765156064e-01, 2.842669427159625339e-01, 3.251293529923859893e-01, 2.876929427454857358e-01, -1.581051568305901489e-01, 9.049936601256505786e-02, 2.846848938722425504e-01, 1.147393129552896351e-01, 7.417187649241956393e-01, 4.347820938593815465e-01, 2.091385674545469600e-02, 1.570834117411897823e-01, -5.436619237577354664e-03, 2.416801148774518626e-01
2.030000000000000000e+03, 2.273087431135652481e-01, 1.110827530329413226e-01, -1.662099994242968726e-01, 1.476018885949174908e-01, 2.906253975583761862e-01, 2.666760824824391807e-01, -1.958506466958409020e-01, 6.587746711581035641e-02, 1.811280594346248995e-01, -2.241277255814183578e-01, -2.435132327798169780e-02, 3.484312328798129244e-01, 9.237864857183959374e-03, 2.429345558096779600e-01, 9.609972093435635576e-02, 2.146686615007258880e-01
2.031000000000000000e+03, 2.183591084965994800e-01, 3.181304642071994815e-01, 3.365364475115604770e-01, 4.790983810607857829e-01, 1.509784846189330954e-01, 2.242254653124892416e-01, 1.617024915523008199e-01, -5.186262523919888540e-02, 1.984904285244706301e-01, 3.338221583972760809e-01, 2.087220731901695825e-01, 1.069310171093900037e-02, -4.869630858134064988e-02, -1.545221361201695731e-01, 1.826843870653298840e-01, 3.473937296620631110e-01
2.032000000000000000e+03, 1.629968138666013089e-02, -6.702432291121686314e-02, 4.233794724410188670e-01, 2.708536761767355028e-01, 2.756918456016615449e-01, 1.958908489868124159e-01, 4.351502261087897838e-01, 2.177964305574878745e-01, 1.277259270426285565e-01, 4.007545008190904201e-01, 1.773026797182846725e-01, 2.399103147249223023e-01, -2.306844905432913762e-01, 2.524800926734224737e-01, 1.920225663251483306e-01, 1.624123397456465334e-01
2.033000000000000000e+03, 3.237638714232224380e-01, 3.105510074167111556e-01, -1.138358783493727613e-02, 1.568066145020698132e-01, 3.421540960126258635e-01, 4.183545277903420734e-02, -2.147923059947987601e-01, -4.647710956424870588e-02, 2.470436166907714060e-01, -7.789880990398845295e-02, -8.005394379258068405e-02, 4.930775726327457642e-01, -2.054089804969546577e-03, 1.792519671857381591e-01, 1.122822768359915679e-01, 3.541351420586774656e-01
2.034000000000000000e+03, -1.255392782482233627e-01, 3.308748798460525165e-01, -1.947967348591320702e-01, 2.169524887472880914e-01, 1.908558151856124541e-01, 3.296347562760056915e-01, 2.288088670953030979e-01, 2.825109207061853311e-01, 2.453920491264520790e-02, 2.462681616223880432e-01, 5.008396073243924773e-01, 3.563293379720988696e-01, 1.134316965362044821e-01, 3.389349579116775202e-02, -5.116482303322086866e-02, 3.664308222659348191e-01
2.035000000000000000e+03, 2.018920872987129134e-01, 2.793525573005383178e-01, 3.892891281050425700e-01, 2.621332762012815176e-01, -7.905580934351207067e-02, -3.928209239786434326e-02, 5.120440260408024580e-01, 3.374499455228430200e-01, 4.274635929324545058e-01, 7.150994588729499279e-02, 7.342903486613228115e-01, 2.847794027789310456e-01, -1.910672203101624889e-01, 4.967394712894548925e-02, 1.045355220124415674e-01, 2.345331320024201527e-01
2.036000000000000000e+03, -9.219947935338443368e-02, 1.187032595222708847e-01, 6.174837235215851344e-02, 1.197877431770348750e-01, 2.442429394300633938e-01, 2.900076881615779589e-01, -2.232572237244739577e-01, 7.249102300531554133e-02, 3.872904038569734975e-01, -2.852007713020203172e-01, 6.221100109613504278e-03, 3.343881771934781866e-01, 1.412628622699882985e-01, -6.111305426507204763e-02, 2.569628774763785262e-01, 1.552217967298104573e-01
2.037000000000000000e+03, 2.339297161380433920e-02, 2.102300230049830854e-01, -8.589187410591477348e-03, 4.878163214952848659e-01, 2.059813526254579974e-01, 3.234341204717487428e-01, -2.255220429993160802e-01, 5.018576177318678777e-02, 2.387997840500128699e-01, 3.313279698338330026e-01, -2.099696194122183668e-01, 1.540919099245748880e-01, -5.289958537862135025e-03, 6.456963716748755425e-03, 1.099801915587503842e-01, 1.321044687854417421e-01
2.038000000000000000e+03, 2.826760787947757425e-02, 2.642313435945619071e-01, 7.226972082381530882e-01, 2.359174867590255187e-01, 4.669885446140866203e-01, 4.033452889159820920e-01, 4.077236625504649936e-01, -7.905912119798252924e-02, 3.522814125276542419e-02, 4.313050548645775417e-01, 6.649688403314649721e-01, 2.416485416155467747e-01, -1.004066296628293858e-01, 2.774089812851444070e-01, 9.087480763013462692e-02, 3.531461009241054771e-01
2.039000000000000000e+03, 2.272434772100439260e-01, 1.494358855031650835e-01, 9.113081328277346238e-02, 1.909328507140236053e-01, 1.360991468365717882e-01, 1.455940877243699638e-01, 5.427714261198400836e-01, 1.844846172394398742e-01, 2.116192294370646820e-01, 1.182555718432898861e-01, 7.959351333517812321e-01, 5.320582569560609043e-01, -1.806732360657216721e-02, 1.270278282222293276e-01, 7.120907786933289296e-02, 4.100033503106990662e-01
2.040000000000000000e+03, -6.536618941490687784e-02, 1.180885569447939903e-01, -9.720535530251676534e-03, 1.983620489513408525e-01, 1.535319974397298393e-01, 2.369480867936214485e-01, 3.323020326837378136e-01, 3.138611567154981352e-01, 4.719694410058062894e-01, 2.993855463968040920e-01, -2.429443536279427829e-01, 3.249043206088461644e-01, 1.571837829364212402e-01, -9.335507949706459141e-02, 1.651412732623976365e-01, 4.069059817327551065e-01
2.041000000000000000e+03, 1.215879698336155001e-01, 1.694388142332431402e-01, -2.521134013575783150e-01, 2.888613925568810914e-01, 6.658762726548212996e-01, 3.191368004932950142e-01, -1.622768706342109513e-01, 9.344360888192410064e-02, 5.274702643989246376e-01, -8.123172976523591882e-02, 6.785288296731443181e-01, 3.368941496392957591e-01, 1.739728061528002592e-02, 1.935398770423358283e-01, 1.343786914564774337e-01, 2.785781000584248157e-01
2.042000000000000000e+03, 1.373948675264590469e-01, 2.307226200692567009e-01, 2.253695463109083863e-01, 4.909242313521007262e-01, 5.017386241401703417e-01, 1.242169355559006594e-01, -1.986567787483501379e-01, -1.760100351763571602e-02, 4.888460846335513366e-01, -4.341588719508433086e-02, 2.151132696918718890e-01, 4.444847471318832399e-01, 1.956432324668654077e-01, -3.030279189272112872e-02, 1.961631210451889040e-01, 2.646206387894039502e-01
2.043000000000000000e+03, 1.900986634362087160e-02, 2.162859515414637390e-01, 6.409958468252610064e-01, 3.221853931682930328e-01, 3.460147957059407364e-01, 1.454683489718891776e-01, 2.506778511958193678e-01, 4.948489847568147693e-01, 3.398976923455940269e-01, 6.671876069007662835e-01, 7.810432592510032634e-01, 2.599434659970454309e-01, -3.192936754482823131e-02, 4.160990490426975247e-02, 4.754580863154084236e-03, 3.190592094528246214e-01
2.044000000000000000e+03, 2.332715823110949604e-01, 8.903566981180398299e-02, -4.849801049793677210e-01, 2.952589616890203827e-01, 1.293715335274883971e-01, 4.385013066824051675e-01, 4.517465015570284459e-01, -2.286233003433836217e-02, 1.477480513748803959e-01, 3.003506612204281390e-01, 1.656483769142171880e-01, 3.174260886161843209e-01, -1.102925366713240936e-02, -4.718179003428561030e-02, 1.473570518978160881e-01, 4.593210180378620722e-01
2.045000000000000000e+03, 5.673282286308984484e-02, 1.455453040818945054e-01, 2.437583437683643328e-01, 4.835496501424491056e-01, 8.728659552551290557e-02, 2.701675228754196745e-01, -2.566032045941881237e-02, 9.923305313200184163e-02, 8.960989762867227482e-02, -2.032667103278367748e-01, 2.070744616537405491e-01, 5.684999580173646372e-01, 3.431372657790853209e-01, 2.889987170020150709e-01, 1.886457128750009538e-01, 4.749567678137870397e-01
2.046000000000000000e+03, -1.730162342977274448e-01, 2.441863254264459715e-01, 8.129520690177344244e-01, 3.247396283920924720e-01, 4.207432556297613369e-02, 2.541819374607979243e-01, 1.109950005196566197e-01, 2.951665462510024707e-01, 4.669894918767401037e-01, -1.772943681881828659e-01, 7.832779490368686412e-03, 3.464506314263042785e-01, -1.787641444197897445e-02, -1.834938946821310091e-01, 2.660986498651224941e-01, 3.677585537225673273e-01
2.047000000000000000e+03, 1.837074529192978534e-01, 1.438144058118178414e-01, -6.859325575616944670e-01, 3.212187956173047643e-01, 1.152904330357154006e-01, -6.666538871353593076e-02, 2.104264349099393416e-01, -2.271782188540138331e-02, 4.026377615752812708e-03, 3.889472694575094036e-01, 7.607187181138482801e-01, 2.619437327545985905e-01, 3.358289820981072427e-01, 2.797349807251213738e-01, -1.294806853622374951e-02, 3.612953526147266725e-01
2.048000000000000000e+03, 1.155069887102182224e-01, 2.756290136329685447e-01, -1.944015163983271732e-01, 3.476850877766836656e-01, 3.525343675100776064e-01, 4.240809369572912657e-01, 3.398801274447543208e-01, 9.987704895670661276e-02, 5.404413813424222557e-01, 2.709985825642383106e-01, 9.736440168213282842e-01, 4.814840075571582556e-01, 2.926198529117245983e-01, -1.686147240676308667e-01, 6.401694298390639415e-02, 2.379798691070645345e-01
2.049000000000000000e+03, 4.123823495327846866e-02, 2.840806244522234292e-01, 6.140394538740682195e-01, 2.919315651475460904e-01, 2.645896689987739525e-01, 3.193521269725078104e-01, -1.662109524256659421e-01, 1.263164973688893356e-01, 3.404052627075826454e-01, -2.157811601179753236e-01, -2.608321433134410672e-01, 4.226770380436833396e-01, -2.020369840012483931e-01, 8.486240580037955616e-02, 1.076605790021863962e-01, 3.094168477031435383e-01
2.050000000000000000e+03, 3.488682579261608852e-01, 1.554361973320444734e-01, 4.088936338807143689e-01, 3.768657146991333806e-01, 9.144529463519991686e-02, 2.293358435468627332e-01, 4.443160321279626124e-01, 8.267857250894003474e-02, -2.166976616171218395e-01, 1.723686287801384498e-01, 7.222523956078169549e-02, 2.797227889383153698e-01, -2.728062309184938750e-01, 5.638795635991416394e-02, 1.233758171068023296e-01, 3.662626454666287890e-01
2.051000000000000000e+03, -6.701316946257121487e-02, 3.158764064048748266e-02, -6.208523689020285508e-01, 2.072105836675110502e-01, 1.500008564445594154e-02, 5.122823214120257873e-01, 1.265466129719205746e-01, -1.464710308923894699e-01, 1.001937561453696696e-01, 4.439329331134370116e-01, 1.465792859740697174e-01, 3.476709149470914029e-01, 1.886374895366287607e-01, 1.535341212180448556e-01, -2.297094337988305965e-02, 3.996339215022323144e-01
2.052000000000000000e+03, 1.096456266614125319e-01, 2.000647591051017346e-02, 5.583905320201060229e-02, 2.568237393084766840e-01, 1.004303211063812262e-01, 2.908207521024601117e-01, 2.738684875780508787e-01, 5.101961778776505918e-01, 4.946250924806822602e-01, 1.022118654252274078e-01, 5.277002288955016107e-01, 4.925944836448128417e-01, 1.382688931745402749e-01, 6.276156391383835853e-02, 6.121979975025191451e-02, 4.089754480749782650e-01
2.053000000000000000e+03, -1.671119382427144195e-01, 1.822712411305323355e-01, 7.254115317488550874e-01, 3.954704444311799016e-01, 3.601234588101785428e-01, 1.908812377278829575e-01, 5.576695301328401522e-01, -1.350325712722145327e-02, 2.968743573821964743e-01, 1.820354258031521011e-01, 6.727260968748326464e-01, 4.148387774416157914e-01, 3.619038887909726415e-02, 1.277000403463338929e-01, 9.719138517019738910e-02, 1.582752595101238058e-01
2.054000000000000000e+03, 1.208536441099988396e-01, 1.884557510111979639e-01, 4.172334146284421841e-02, 2.538855571257088162e-01, 4.611746790147389641e-01, 3.119121676499981843e-01, 9.389172087721375792e-02, 3.179721410695343642e-01, 2.175447818962741309e-01, 3.938765259325978652e-01, 2.234839906799916120e-01, 4.555319747353189230e-01, 7.229469330356506906e-02, -4.921500119210205082e-02, 2.256570330739641750e-01, 2.794856230442466782e-01
2.055000000000000000e+03, 3.321716659306794273e-01, 2.152976848826605449e-01, -3.525434419270224162e-01, 1.894559004491100929e-01, 5.780399658007682184e-01, 1.593249327991754782e-01, -2.196406829355964166e-02, 4.881816988526511969e-02, 1.232187608844163701e-01, -2.304186411181801675e-01, -3.513213492320481079e-01, 1.947869518049740178e-01, 1.662070777846547665e-01, 1.895765051367107046e-01, 4.153844599981070668e-02, 4.319704450870352486e-01
2.056000000000000000e+03, -1.960038983586631089e-01, 1.302692401306163872e-01, 1.548039821081451384e-01, 5.225987365624793490e-01, 5.265589940516018919e-01, 1.953432615441008380e-01, -3.094697264546564797e-01, -7.622839772740842845e-02, 4.716009506710043264e-01, -1.621920224889943085e-01, 8.162051963657245279e-01, 4.583764759695431734e-01, 1.467225844274925028e-01, 3.222661764260030259e-01, -8.191260207889874967e-02, 1.835829096982698472e-01
2.057000000000000000e+03, -1.125980962511945460e-01, 1.293521224067880060e-01, 3.697754343481883255e-01, 1.546583543503605995e-01, -4.629876551857068506e-02, 6.354140528554867717e-02, 4.079935715875919744e-01, 1.382843111518964052e-01, 1.321349915555481980e-01, 4.974407727958552461e-01, 4.085256766292464925e-01, 2.380875697685943815e-01, -1.737109351703597926e-01, 3.723720840610935529e-02, 6.323682934808860789e-02, 9.664876925284972276e-02
2.058000000000000000e+03, 2.057365963955040955e-01, 2.253296779025845339e-02, -4.760650959099727020e-01, 1.771659371153989082e-01, 3.482681114453117233e-01, 6.399248781811056608e-02, 5.248622022786678665e-01, -1.419994732747907086e-02, 1.624136151090522506e-01, -4.128827918568712257e-02, 1.679913713026553179e-01, 2.196275794099975809e-01, -2.830520742281165680e-01, -1.688445588212089399e-01, 1.482427729586413834e-01, 2.291521318226539816e-01
2.059000000000000000e+03, -1.004610729718336259e-01, 1.433867450225357054e-01, 7.328906804838176969e-02, 5.047430580316193405e-01, 1.533608906505881941e-01, 2.962959129145202875e-01, 5.773172213235939765e-01, 2.667365749587071594e-02, 3.254964885951990294e-01, -7.950019092878530813e-01, -5.570134044013189678e-01, 3.639390441590839020e-01, 2.786708164013972436e-02, 1.889572307895020231e-01, -5.737363641790547888e-04, 1.509478756933987642e-01
2.060000000000000000e+03, -2.504111884740237715e-01, 1.982679251067256676e-01, 9.865830894826119746e-01, 1.281909279716996752e-01, 3.582275196366476178e-01, 1.482312195864242954e-01, -6.737513967781366686e-02, 2.912023625536498406e-01, 1.244126676372903362e-01, 5.861470997761427659e-01, 3.630064808665736664e-01, 3.702830948002571176e-01, 6.107964990591224774e-02, 2.581173975174633206e-02, 6.401468809864908904e-02, 1.672132160378038690e-01
2.061000000000000000e+03, 7.108885802355341399e-02, 1.265032407541817894e-01, -4.940164149542707883e-01, 1.504864376564441497e-01, 9.931447057764995756e-02, 5.917160786194633482e-02, -2.790744316921111093e-02, 2.833382340607792926e-01, 2.338944777209975567e-01, 6.135316962307413302e-01, 7.999156353845671141e-01, 1.696735005063288726e-01, 5.068575759906204792e-02, 5.676877341517300862e-02, 1.507288844173474904e-02, 3.495572100255026071e-01
2.062000000000000000e+03, 3.347935292498991355e-01, 1.173886963268428937e-02, -3.704727753266442436e-01, 4.173359241783400342e-01, -2.112637814446153839e-01, 2.547409691826866829e-01, 2.107232789458113320e-01, -1.305502327370196280e-01, -2.337926428422601108e-02, 3.491706047806990010e-01, 6.184772378670428949e-01, 3.481585502817370892e-01, -2.189899551142757694e-01, 8.033732391141894247e-02, 1.675578513070019315e-01, 1.214417172282834106e-01
2.063000000000000000e+03, 6.279236985375140356e-02, 1.042753576651651720e-01, 4.806113756087884159e-01, 2.312029617356192446e-01, 3.192257903919266115e-01, 6.917442292391018377e-02, 3.591926155216128014e-01, -3.362827708254041009e-02, 3.575763680358205049e-02, 1.593658003884591834e-01, 3.547521387263824488e-02, 1.160674054053306287e-01, -3.858056943172672587e-02, -5.317914281835780382e-02, 2.176885418138144873e-02, 1.760461782714002055e-01
2.064000000000000000e+03, -2.174126263445757268e-01, 1.744722951143092282e-01, -5.658765913101296841e-01, 1.292330107322601507e-01, 1.960799010795744868e-01, -6.493309163913338344e-02, 3.708037055927952408e-01, 7.608943438184902208e-02, 1.698450108145325155e-01, -6.838162357212586029e-01, -1.533957583681088213e-02, 2.205885330351228524e-01, -6.004748270634574503e-03, 2.352009859649925316e-01, -1.477689149495788404e-02, 2.233276375100786137e-01
2.065000000000000000e+03, 2.290254200416345920e-01, 1.346523472170256530e-01, -1.929382442700558198e-01, 2.255806670447221829e-01, 2.876921340269853467e-01, 2.383182705613707542e-01, -4.762196486163740305e-02, -1.462717170874525130e-02, 2.094897962606513120e-01, -1.350709125409293165e-01, -6.367130533320286556e-01, 4.192236985643515990e-01, 2.445110519988739906e-01, 4.989096772472786934e-02, 7.565683002090391575e-04, 9.107927903933908664e-02
2.066000000000000000e+03, 1.589380516414983235e-01, 1.321948023471528344e-01, 7.866327142208654477e-01, 4.536309488325989125e-01, 2.472000086646607420e-01, 1.168893726445904835e-01, -1.310572296407304382e-02, 2.044177414497957979e-01, -3.689281189127446760e-03, 6.935932381326912477e-01, 4.080017774021905130e-01, 3.991752091585858420e-01, -1.726421459850342177e-01, 1.071721999582343349e-01, 1.628789768657140924e-01, 1.574900841809901697e-01
2.067000000000000000e+03, -6.049801355137057052e-02, 2.123261738946446153e-01, 6.062755416000219916e-02, 1.191668939052216852e-01, -5.152651259840460712e-02, 8.951446133131484018e-02, -1.218459142564353587e-01, 2.468365212770740058e-01, 2.302946476845291746e-01, 2.048798286289006676e-01, 1.152653248988053436e+00, 1.143002673024246935e-01, -2.036674445452121285e-01, 1.576151358030152827e-01, 2.716987776300630042e-01, 2.771396964707630861e-01
2.068000000000000000e+03, -2.064426989719411187e-01, 8.256956575775596663e-03, -7.933673804422429754e-01, 1.950117478095228854e-02, -1.661961017654675909e-01, 1.667856366204755747e-01, 6.043183051068238415e-02, -1.599353028467656937e-02, 7.141610555155170070e-02, -3.889512421343565007e-01, 1.294769153576661724e-01, 2.451314660214725660e-01, 2.482860762680707267e-01, 7.415039892980966954e-03, -1.013185647197991923e-01, 3.098974907590981154e-01
2.069000000000000000e+03, 1.392369922366624990e-01, -8.238416153119455798e-02, 2.145449405833809581e-02, 1.963279181591408296e-01, 1.681599750042985300e-02, 1.894424477293986109e-01, -1.122086465568858243e-01, -2.314881068009194340e-02, 3.522201612880436206e-01, 4.938677220675192769e-01, -1.564076916313155985e-01, 3.329454561920826561e-01, -1.500914138748390414e-01, 7.756252972386679101e-02, 9.756296105637722593e-02, 1.271665301778637791e-01
2.070000000000000000e+03, -3.423482092198009141e-01, 7.387809294253216974e-02, 6.660655558885179017e-01, 4.238897209628452178e-01, 1.880159503396574838e-01, -4.255190068331176495e-02, 2.252699585309184405e-01, -6.735447181859804955e-02, 3.416993212735174312e-01, 5.112238572333116515e-01, 4.658617583835376191e-02, 1.269569778093419532e-01, -6.823256870363589299e-02, 1.879428497259562625e-01, 7.991649086569953264e-02, 1.683095249422859319e-01
2.071000000000000000e+03, -2.274114207222243667e-01, 1.157781710812568060e-01, -1.384740267760622423e-01, 8.071228290056754739e-02, -9.894081869102545890e-02, 8.666732226936799122e-02, 3.856442507580447043e-01, -3.965553936597247114e-02, 2.712397629064025595e-01, -8.807921021979587817e-01, 4.161414647247987375e-01, 3.125187935036562448e-01, 2.921035866090871888e-02, -2.089452180982371565e-01, 2.474433266051529745e-01, 3.496675959831315739e-01
2.072000000000000000e+03, 9.746510708902225706e-02, 1.616545160769034418e-03, -5.231110018846278908e-01, 1.005946442654893774e-01, -2.502199083387715017e-01, 2.053827141769955789e-01, 1.462005026317728662e-01, 3.730869931337191803e-01, 1.110530099872156784e-01, 3.760867488678115711e-01, 4.711606946420239250e-01, 2.217419977635683437e-01, 1.531608205231243802e-01, 1.858754508296366764e-02, 1.275834134279906218e-01, 2.332354714446807087e-01
2.073000000000000000e+03, 3.886514636350137386e-01, -4.457558404252685846e-02, -2.476328513414178256e-01, 3.729290322284547488e-01, -3.073412213776266499e-02, 1.309878289725042999e-01, 4.662430817955481310e-01, 8.614441888160312422e-02, -1.076809480982233586e-01, 4.416948067274532597e-01, 5.345889108434719907e-03, 2.649161775746624592e-01, -3.872835013328211617e-02, 3.043453537764189212e-02, 1.427268669631089060e-01, 1.222470449420347688e-01
2.074000000000000000e+03, -2.410523442527449656e-01, 9.533958103574216580e-02, 9.986519297578293486e-01, 1.221576359966230207e-01, 4.900004810733946670e-01, 5.438184452926183438e-02, 1.959251841827495955e-01, 9.633468478592424654e-04, 2.173494688732181823e-01, 3.115872680355165625e-01, 2.334133789957597849e-01, 2.701632775533468478e-01, -2.426158688638290206e-01, 2.661396092709712377e-02, -4.269416330609013960e-02, 7.533601687190462359e-02
2.075000000000000000e+03, -4.099162115954624319e-02, 1.335087681030188711e-01, -4.611074134966570148e-01, 1.447331185328085690e-01, 3.532303069693464026e-02, -9.548196120404353615e-02, 1.328355489663380073e-01, -4.109219427928001434e-02, 3.494502082312103686e-01, -3.022817696942093346e-01, 8.077671329168311098e-01, 1.471914538506514381e-01, 1.019361363404580056e-01, -7.723343565127761823e-02, -1.197574970142613847e-02, 2.600842970447464486e-01
2.076000000000000000e+03, 1.741715542109818077e-02, 1.086884965472119241e-01, 7.749382760642486989e-02, -2.194977781441879300e-02, 3.569091556117033538e-04, 3.310924371152761114e-02, 3.061761274853095904e-01, -8.143966684706865911e-02, 3.337150861237455080e-01, -7.544264372875999491e-01, -1.299213521627574086e-01, 1.731003074877096037e-01, 1.827797980544949297e-01, 7.927988034024172764e-03, -4.059719079428388000e-02, 1.641613978327454981e-01
