year, NorESM2-MM, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, CESM2-WACCM, EC-Earth3-Veg, ACCESS-ESM1-5, NorESM2-LM, UKESM1-0-LL, TaiESM1, INM-CM5-0, IPSL-CM6A-LR, INM-CM4-8, CNRM-ESM2-1, CMCC-CM2-SR5, MIROC-ES2L
2.025000000000000000e+03, 1.940290673341022787e+00, 1.979054029016523941e+00, 2.201436300171081939e+00, 2.610859925354994004e+00, 1.924185978324075785e+00, 2.276950304897596311e+00, 2.349316710372322259e+00, 1.625105783492431843e+00, 2.158204825589752573e+00, 2.122248563577566749e+00, 1.919528247576596458e+00, 2.711145781534329391e+00, 1.861949981614614114e+00, 2.511593471790628751e+00, 2.075490046925141385e+00, 2.655409349858776302e+00
2.026000000000000000e+03, 2.008759980316795257e+00, 2.047848775418867895e+00, 2.167855271732253897e+00, 2.574817147709068887e+00, 1.991129092970500780e+00, 2.289365818923418505e+00, 2.567928773844073476e+00, 1.986694541550420690e+00, 2.003213393103476125e+00, 2.127476183272101640e+00, 1.942144196328220440e+00, 2.344874793461099838e+00, 1.854129781288147649e+00, 2.482845832573202127e+00, 2.206900188939014740e+00, 2.593920972946931691e+00
2.027000000000000000e+03, 1.896823248064836598e+00, 2.253979106726326176e+00, 2.128515626309092745e+00, 2.536370618945487099e+00, 2.063576387735234885e+00, 2.176338405656305763e+00, 2.476263998046061676e+00, 1.943525271341605132e+00, 2.044304154879494906e+00, 1.906943067318489726e+00, 2.138941978604277150e+00, 2.469389835728366567e+00, 1.871545450990818038e+00, 2.580786160423515607e+00, 2.140805004616000762e+00, 2.702242675356670176e+00
2.028000000000000000e+03, 1.967748751546344099e+00, 2.180487047058116801e+00, 2.325584481161500960e+00, 2.544522001462103944e+00, 2.031605653149986424e+00, 2.225198407641299614e+00, 2.631920123308312487e+00, 1.962301776490102734e+00, 2.095420957990530297e+00, 1.984679947557180135e+00, 1.943456612539109063e+00, 2.526150958583928130e+00, 1.693120851979852626e+00, 2.455985241309189604e+00, 2.102853847806203991e+00, 2.584701043783497632e+00
2.029000000000000000e+03, 1.970118364297297475e+00, 1.855145994849216162e+00, 2.418248618534735161e+00, 2.484707723289396597e+00, 2.079623441342867807e+00, 2.242837515622954303e+00, 2.361189536025031455e+00, 2.057622698741146561e+00, 2.082823929412378927e+00, 2.041738446126843076e+00, 1.863171894983909116e+00, 2.553961728025964995e+00, 1.806305611458147498e+00, 2.375350611858202843e+00, 2.134113792253124586e+00, 2.545367063931585072e+00
2.030000000000000000e+03, 2.033510606962792178e+00, 2.259064083521221455e+00, 2.283225356839803322e+00, 2.597611280479208418e+00, 1.930496447428698747e+00, 2.239381446164625089e+00, 2.346386164449644429e+00, 1.758429813167610822e+00, 2.232185602695013316e+00, 2.015481982932177285e+00, 2.134592344808399655e+00, 2.395844316663644502e+00, 1.854024142671680364e+00, 2.557850187749175941e+00, 1.991758252713243804e+00, 2.707639401664434509e+00
2.031000000000000000e+03, 2.015882134060747788e+00, 2.128150973951334901e+00, 2.238732640907312721e+00, 2.444050174987699720e+00, 2.134956356418090007e+00, 2.142239076759536953e+00, 2.389055038452378543e+00, 1.844185157522729934e+00, 2.017818318287607493e+00, 2.034603232407793172e+00, 1.971801521359961562e+00, 2.562961766400168706e+00, 1.621765519287559076e+00, 2.399146692427011285e+00, 2.080807802604375478e+00, 2.492468158081596830e+00
2.032000000000000000e+03, 1.917991502799139658e+00, 2.180779952151281620e+00, 2.198117198921805571e+00, 2.613547775260024686e+00, 2.128117102133920024e+00, 2.350447100556923186e+00, 2.590241452140840561e+00, 1.862650244681850698e+00, 1.794278581245833726e+00, 2.202347759259155602e+00, 1.965592376397920615e+00, 2.406151474413749991e+00, 1.659110115656327711e+00, 2.568811959901409647e+00, 2.099154726110304292e+00, 2.585708005496853978e+00
2.033000000000000000e+03, 1.961367446617340082e+00, 1.991166679733500589e+00, 2.447142504349689052e+00, 2.535425944535986797e+00, 1.985062962469617664e+00, 2.198418316926933347e+00, 2.675619155556732576e+00, 1.827819544370898219e+00, 1.905369430080811055e+00, 2.139411809255380881e+00, 1.888754137565849867e+00, 2.592365628581820847e+00, 1.893674261364522993e+00, 2.555398982238313632e+00, 2.331820523389894984e+00, 2.486830878826124636e+00
2.034000000000000000e+03, 1.884778012625907273e+00, 2.075018829716710478e+00, 1.969033263965380476e+00, 2.567326109265374523e+00, 2.057339197358160288e+00, 2.246299197690584393e+00, 2.499928478183468084e+00, 1.829571578751532979e+00, 2.114507511980412424e+00, 1.957801184436436026e+00, 2.144308366925262721e+00, 2.558963272946567002e+00, 1.626368520832425002e+00, 2.477981579342408924e+00, 2.325298079095333925e+00, 2.343971072164882763e+00
2.035000000000000000e+03, 1.845510520777326358e+00, 2.080709356475673122e+00, 2.137632386110128735e+00, 2.427166511275397731e+00, 1.976350537214047076e+00, 2.395758584356809440e+00, 2.548066723799195632e+00, 2.024986437933834260e+00, 2.098193508240201677e+00, 1.927416157113785777e+00, 1.973160065588437373e+00, 2.689532395945780419e+00, 1.833963447956583170e+00, 2.521904463250434603e+00, 1.998014588831131588e+00, 2.539269374469284912e+00
2.036000000000000000e+03, 2.109542722358937805e+00, 2.216278989183265491e+00, 2.131451749568658460e+00, 2.683040666175618316e+00, 2.057591249563249569e+00, 2.309953718611084117e+00, 2.589791920748087062e+00, 1.984873096399172310e+00, 2.034176043166087577e+00, 2.093049198487498597e+00, 2.072212833465418402e+00, 2.655948226347975893e+00, 1.639981792609864986e+00, 2.716733503754067414e+00, 1.896273208542911481e+00, 2.542825400054498530e+00
2.037000000000000000e+03, 1.913941496167083534e+00, 2.306835092492562911e+00, 2.096429464139136112e+00, 2.559491721310426460e+00, 1.894527008523896328e+00, 2.147093635715764393e+00, 2.416799103072167387e+00, 1.847323468560635451e+00, 1.818400928370814906e+00, 2.025980199548159888e+00, 2.127119191827920197e+00, 2.348019310971669604e+00, 1.949609012565588495e+00, 2.264427392917543802e+00, 2.115775992925581939e+00, 2.717438935812413359e+00
2.038000000000000000e+03, 2.055070895807128650e+00, 2.261498198406794113e+00, 2.054159488427350855e+00, 2.478276649431616629e+00, 2.326238883358890952e+00, 2.116418744351711734e+00, 2.664291450592292776e+00, 2.008931786411928044e+00, 2.176677113443006739e+00, 2.077467432387374302e+00, 2.047580919551220457e+00, 2.586739791536529331e+00, 1.937571489006262970e+00, 2.534151766741670198e+00, 1.857654999756106928e+00, 2.529212928682759820e+00
2.039000000000000000e+03, 1.969928026125975062e+00, 2.065882919415081176e+00, 2.328066181337218321e+00, 2.477444581825962722e+00, 2.062685422757760456e+00, 2.321985291478950941e+00, 2.306133065006648941e+00, 1.934199465142791396e+00, 2.224187024124775647e+00, 2.141058622274715884e+00, 2.040201651058060062e+00, 2.655795488290433770e+00, 1.767730283196867536e+00, 2.656208962718848987e+00, 2.174016616730328533e+00, 2.459368804330309910e+00
2.040000000000000000e+03, 2.087129710424181273e+00, 2.077316130338453526e+00, 2.136005571492886279e+00, 2.432148391159054235e+00, 2.129107083839870018e+00, 2.099393008754227186e+00, 2.436182605106313126e+00, 2.055074130884717576e+00, 2.069597646998138529e+00, 2.092781404100478415e+00, 2.020420127124409770e+00, 2.629886148399672052e+00, 1.906094659685059201e+00, 2.519859716947415507e+00, 2.065515456289557683e+00, 2.560108863880332652e+00
2.041000000000000000e+03, 1.741870944935855370e+00, 2.166755287909897021e+00, 2.385009988153404148e+00, 2.845412415480532253e+00, 2.214115259408216296e+00, 2.052808051629444019e+00, 2.314178360302860948e+00, 2.013354187479207358e+00, 2.053706629211342172e+00, 2.100550497801027205e+00, 2.011201184880474280e+00, 2.527174472472774269e+00, 1.848576602822393111e+00, 2.318992782767101524e+00, 2.260563043866211874e+00, 2.669143041115245474e+00
2.042000000000000000e+03, 1.946840847049864820e+00, 2.241683322022625546e+00, 2.308918496720120839e+00, 2.491440712961702442e+00, 2.156659955670034989e+00, 2.120464880352921355e+00, 2.648805528082783578e+00, 1.998578716250878129e+00, 2.139878004848196458e+00, 1.925258182187844502e+00, 2.017365138599059637e+00, 2.668558933671158595e+00, 1.750716344105706312e+00, 2.524215702734522448e+00, 2.256134405206475790e+00, 2.632730785525374984e+00
2.043000000000000000e+03, 1.932764817985678896e+00, 2.166626675152192316e+00, 2.132841863405666505e+00, 2.325102856309378740e+00, 1.996926799214358006e+00, 2.455216982984401941e+00, 2.316082903891364619e+00, 2.050339840819642045e+00, 2.146439771043388234e+00, 2.179081888388583188e+00, 1.756823783879607248e+00, 2.412174465092943532e+00, 1.770307015844580611e+00, 2.428293172256764443e+00, 2.322051751843689171e+00, 2.473190662538797824e+00
2.044000000000000000e+03, 1.854132114484384974e+00, 2.264509274099099745e+00, 2.210460203890230790e+00, 2.462252422167672705e+00, 1.991312155125430250e+00, 2.258701076961869614e+00, 2.540367079980651255e+00, 1.921647082917301352e+00, 1.981647918444313428e+00, 2.143452182909510562e+00, 1.986876184082374763e+00, 2.473947170593504108e+00, 1.740808617205768849e+00, 2.447706752812225606e+00, 2.575640474396312829e+00, 2.624444519384761421e+00
2.045000000000000000e+03, 2.054522680723709360e+00, 2.075034824218344731e+00, 2.347893655047998962e+00, 2.547381502457506830e+00, 2.195167441281679732e+00, 2.306915126313215492e+00, 2.574635662933555835e+00, 1.800910077599397141e+00, 2.123773592152008227e+00, 2.174011688269642750e+00, 2.051892935834463305e+00, 2.588334019028730282e+00, 1.784722877292559851e+00, 2.503277328967413951e+00, 2.171864545609222041e+00, 2.647084694901947088e+00
2.046000000000000000e+03, 1.974082294081282773e+00, 2.412057852177890371e+00, 2.296347366166404669e+00, 2.587234725628765553e+00, 2.103745699607615816e+00, 2.312909001916141793e+00, 2.561624172303583080e+00, 2.089880991599819549e+00, 2.201499000322477251e+00, 1.919670488486448390e+00, 2.170344523507115486e+00, 2.597501858503540983e+00, 1.880029091728833146e+00, 2.574036626100086433e+00, 1.982987647883755145e+00, 2.749009094451810409e+00
2.047000000000000000e+03, 1.887792712443143284e+00, 2.242885456189572135e+00, 2.089604837701447781e+00, 2.498772762993917151e+00, 2.089160439527153912e+00, 2.253802857558706130e+00, 2.398108428112780022e+00, 2.013832848527764341e+00, 1.921996215026597010e+00, 2.067650389881842354e+00, 2.087397807610608780e+00, 2.583819186694215730e+00, 1.789851169587330704e+00, 2.569766197305684674e+00, 2.118535596178541258e+00, 2.638609146767599611e+00
2.048000000000000000e+03, 1.930686723436936258e+00, 2.122787883288292043e+00, 2.272416644574239530e+00, 2.355994187433179121e+00, 2.020677228895310762e+00, 2.085398193597045591e+00, 2.387636627426791947e+00, 1.949864090997019295e+00, 2.298136390679073493e+00, 1.980529022520957749e+00, 2.144169631252763608e+00, 2.581676703944876916e+00, 1.667278348892205608e+00, 2.515671681743182120e+00, 2.321535083602545235e+00, 2.596311193777064208e+00
2.049000000000000000e+03, 1.972920505768893884e+00, 2.093301923514679697e+00, 2.292736419808547588e+00, 2.551756983295987435e+00, 2.270999802324840999e+00, 2.347068223491020067e+00, 2.364626130943977333e+00, 1.921848590790801392e+00, 1.996516822496296362e+00, 2.134140911712715472e+00, 2.166376303183698226e+00, 2.654634630855551070e+00, 1.844905384358130895e+00, 2.516883558379463981e+00, 1.946952650532821183e+00, 2.597071825759978747e+00
2.050000000000000000e+03, 2.020601186385341919e+00, 2.523117657419379878e+00, 2.242233136301037710e+00, 2.450217635243111314e+00, 2.055631785815978052e+00, 2.452289165517082647e+00, 2.466839870960531478e+00, 2.110977174923148514e+00, 1.963503733187927924e+00, 2.037418816286350687e+00, 2.062205552727947477e+00, 2.678973746548050539e+00, 1.754476744078916406e+00, 2.467576169044586987e+00, 2.141874613161765417e+00, 2.717067619967604486e+00
2.051000000000000000e+03, 1.984302233669715365e+00, 2.137972912682290172e+00, 2.069967198592395086e+00, 2.377406150669949092e+00, 2.033229412784527401e+00, 2.071105946142723031e+00, 2.408270186286394665e+00, 1.848628637117973206e+00, 1.942719911014396672e+00, 1.741127230844706109e+00, 2.185986095473830826e+00, 2.741844118333979452e+00, 1.908218454541109832e+00, 2.519936870898264569e+00, 1.890931635450084247e+00, 2.458243213292818030e+00
2.052000000000000000e+03, 1.923674761647518494e+00, 2.111492676317890727e+00, 2.150299423991114178e+00, 2.313696646567844795e+00, 1.884672721094860393e+00, 2.215003350116709679e+00, 2.595656178003483028e+00, 1.886524367797812296e+00, 1.908585424547780685e+00, 2.225178463410477647e+00, 1.931577016392907575e+00, 2.492950251856517863e+00, 1.895911092394392039e+00, 2.425061705868092332e+00, 2.416361433226367428e+00, 2.563091531659610567e+00
2.053000000000000000e+03, 1.876546448270661305e+00, 2.141452990364485220e+00, 2.271608432144691658e+00, 2.419535667215730435e+00, 2.074687993869617220e+00, 2.441924369236009085e+00, 2.546376774619728334e+00, 2.065411851035296564e+00, 2.127890377324463955e+00, 2.023105717525129243e+00, 2.105971260851694282e+00, 2.588502446143426727e+00, 2.102605394567412578e+00, 2.266445210757594531e+00, 2.070954855243060333e+00, 2.424707147787436678e+00
2.054000000000000000e+03, 2.085539128598476122e+00, 2.264622657856935728e+00, 2.301786397620038560e+00, 2.385463120229193379e+00, 1.950829825141959128e+00, 2.307244294342392976e+00, 2.255445176035352883e+00, 2.120573608171470781e+00, 2.037049594344334746e+00, 2.143090675914807619e+00, 1.772275253917050319e+00, 2.426219795933576506e+00, 1.929044936752993378e+00, 2.526571499388944542e+00, 2.202115345588135042e+00, 2.577049043792954297e+00
2.055000000000000000e+03, 1.772039597287164536e+00, 2.025788408382126704e+00, 2.116145220266943738e+00, 2.340474568030598945e+00, 2.042569114599712687e+00, 2.123123854951834755e+00, 2.502460095960017394e+00, 1.879457982534293414e+00, 2.067132368963762179e+00, 1.841352534260421336e+00, 2.023058426696598744e+00, 2.733023156936152720e+00, 2.034940187489257202e+00, 2.559115629698188510e+00, 2.284018558628681195e+00, 2.467518355451133516e+00
2.056000000000000000e+03, 2.066244778530602400e+00, 2.152402316228764434e+00, 2.430901066269865129e+00, 2.263317608908073097e+00, 2.028944977069417899e+00, 2.078952791374695686e+00, 2.351046127924550699e+00, 2.018206237983405593e+00, 1.692981511998648436e+00, 2.105354751669139990e+00, 1.959125873966500286e+00, 2.522202124812968016e+00, 1.746799408111189056e+00, 2.540920266076012179e+00, 2.168687333543145357e+00, 2.566842841366709926e+00
2.057000000000000000e+03, 1.999649368920791925e+00, 2.136351561539556521e+00, 2.354829844661377791e+00, 2.638664407048696869e+00, 2.108545463045169654e+00, 2.167357141714117308e+00, 2.400975707322639430e+00, 1.869076291737123086e+00, 2.267004417115753956e+00, 2.108387074467130695e+00, 2.020342649315361339e+00, 2.617852321651271019e+00, 1.944426372645150058e+00, 2.529406483802202565e+00, 2.029934435681997051e+00, 2.614909303887458680e+00
2.058000000000000000e+03, 1.754391934060462788e+00, 2.052263554556856384e+00, 1.986470809068656251e+00, 2.474756754979559492e+00, 2.195739796241455988e+00, 2.184023221530001280e+00, 2.370192484105450692e+00, 2.069488540312844460e+00, 2.293468139445364873e+00, 2.320499887924355686e+00, 2.029973834163051105e+00, 2.557516544300655337e+00, 1.766214465234472009e+00, 2.561835713762896205e+00, 2.267339793816724125e+00, 2.465354253791372408e+00
2.059000000000000000e+03, 1.894974267208229257e+00, 2.149009413698894200e+00, 2.276968049503991676e+00, 2.629769422854463023e+00, 2.070529768881307575e+00, 2.336876301813195500e+00, 2.555789740394416309e+00, 1.868844129350435646e+00, 2.070070519358925498e+00, 2.134451197716889848e+00, 1.867797683946936793e+00, 2.639399059240022716e+00, 1.978219140443958857e+00, 2.298426028416321820e+00, 2.476083121394231146e+00, 2.631835162822140362e+00
2.060000000000000000e+03, 1.808171400100192949e+00, 2.283797717326562449e+00, 2.049481773290715125e+00, 2.607115499446311713e+00, 2.064396633970775774e+00, 2.368034670969239031e+00, 2.569180658869354428e+00, 1.801078890727234816e+00, 2.172080365191547457e+00, 2.212468776911123758e+00, 1.974159648762174868e+00, 2.706127201237910285e+00, 1.980583180990157066e+00, 2.527589258812594775e+00, 2.215059291278767439e+00, 2.556046216781385105e+00
2.061000000000000000e+03, 1.836113524924477991e+00, 2.355703773273297941e+00, 2.450353485670038189e+00, 2.570841810788737636e+00, 2.001000415184947645e+00, 2.134496427396683327e+00, 2.183569638524506473e+00, 1.977062057169374221e+00, 2.147811830561703772e+00, 2.154813135256310019e+00, 2.034224717549708572e+00, 2.611059120123462307e+00, 1.840110654079816443e+00, 2.337233186953547648e+00, 2.369341075996557411e+00, 2.677180248001417961e+00
2.062000000000000000e+03, 2.064836514971049031e+00, 2.127115443582205945e+00, 2.301523989908201617e+00, 2.497500526089061257e+00, 2.135025123637329436e+00, 2.111929462966489535e+00, 2.841353725841789579e+00, 1.837319701818805662e+00, 2.182804023976410157e+00, 2.097072322176938286e+00, 1.865178612253150181e+00, 2.424304711568257442e+00, 1.766062798189358185e+00, 2.524985919261845346e+00, 2.125081842390067255e+00, 2.551252635205065733e+00
2.063000000000000000e+03, 1.857676092914090527e+00, 2.213523329585707522e+00, 2.163903653507735392e+00, 2.467820086812099412e+00, 2.051056323787700197e+00, 2.049493229059528243e+00, 2.489199757630576659e+00, 1.721912961256732322e+00, 1.719145779223131942e+00, 2.244637079964744597e+00, 2.085693994620531289e+00, 2.478244362195618056e+00, 1.989152408549745621e+00, 2.540848242065610663e+00, 2.188797207519820098e+00, 2.636005348195383569e+00
2.064000000000000000e+03, 1.822202880510829681e+00, 2.238433904490469306e+00, 2.262818048449884767e+00, 2.574748815253965706e+00, 2.125798262422264440e+00, 2.316555961248510709e+00, 2.468248324363977897e+00, 1.788034534097455719e+00, 2.237472575564437793e+00, 2.032657954721918347e+00, 2.056053785011739965e+00, 2.455051000456038413e+00, 2.036944821395854532e+00, 2.477605037036455737e+00, 2.038886139974007694e+00, 2.422559220747543041e+00
2.065000000000000000e+03, 2.000554260135564366e+00, 2.141155838709019488e+00, 1.968440347844804261e+00, 2.541447999746334396e+00, 2.082602394968155579e+00, 2.307851973767839127e+00, 2.566488616315012461e+00, 1.931176427725622036e+00, 1.940943489144594691e+00, 1.847412317838617923e+00, 2.079416504474615568e+00, 2.482557068583783444e+00, 1.910029536730891930e+00, 2.513183841262654816e+00, 2.078235821566205122e+00, 2.558061043669450196e+00
2.066000000000000000e+03, 1.862088194081655601e+00, 2.074030153059188919e+00, 2.292376295735884195e+00, 2.311040035993245478e+00, 2.210109037628450235e+00, 2.280061996934673818e+00, 2.313512199401314806e+00, 1.786628552937145953e+00, 2.061222188405027023e+00, 1.996339580853338402e+00, 2.084582309171246539e+00, 2.330916205708024158e+00, 1.895365836491879064e+00, 2.306189640113143202e+00, 2.041316425709911009e+00, 2.684261951781443223e+00
2.067000000000000000e+03, 1.841510346695986344e+00, 2.362785295538531116e+00, 2.410819965912668117e+00, 2.486201794373857243e+00, 2.167364732507506275e+00, 2.150266816837746120e+00, 2.783865963014160005e+00, 1.637995766147983590e+00, 1.997786489013833933e+00, 2.005968994365352032e+00, 2.074315102530725152e+00, 2.679195724893576269e+00, 1.945897387416138269e+00, 2.665931209129194901e+00, 2.183126557396734224e+00, 2.586933796060399526e+00
2.068000000000000000e+03, 1.939046702421319601e+00, 2.493905217880388658e+00, 2.159322757850663521e+00, 2.558510686078700580e+00, 2.025798364129126394e+00, 2.164380521956424719e+00, 2.289122817544905431e+00, 2.105188918822297861e+00, 1.952212597639710001e+00, 2.107825499962465710e+00, 1.793511519133367926e+00, 2.686534789157252856e+00, 1.861245166874367030e+00, 2.228292735746963515e+00, 2.452928652052893455e+00, 2.561397483353558435e+00
2.069000000000000000e+03, 2.017745892864446500e+00, 2.125102159818194725e+00, 2.038030805268602474e+00, 2.403472007871785721e+00, 2.110644131454795236e+00, 2.066715192276719293e+00, 2.412257681714172541e+00, 1.962059893313262249e+00, 2.083407614845871336e+00, 2.195001432166197919e+00, 1.875990134589515357e+00, 2.398453788748737825e+00, 1.713495173294667717e+00, 2.520055199546563873e+00, 2.394424907474442588e+00, 2.732581078692575272e+00
2.070000000000000000e+03, 1.807186298561194615e+00, 2.117680062625962645e+00, 2.368419206482593076e+00, 2.389071528502952457e+00, 2.039626430524038803e+00, 2.182142160198399683e+00, 2.355892608055795812e+00, 1.836011590349315048e+00, 2.072525040360229998e+00, 2.094433281784892298e+00, 1.950615701551267955e+00, 2.582580605886827474e+00, 1.873883667267221220e+00, 2.565557526948727407e+00, 1.931143209007896822e+00, 2.704885375827303484e+00
2.071000000000000000e+03, 1.770595586675268063e+00, 2.202540594938982466e+00, 2.311400089476681519e+00, 2.593347352741592005e+00, 1.903458125579721161e+00, 2.353451883933165512e+00, 2.219345049902807343e+00, 1.977307761293171984e+00, 2.111296903225261534e+00, 2.135810322245774717e+00, 2.133934078662964140e+00, 2.437947400937091391e+00, 2.041641855786178184e+00, 2.531157901722264292e+00, 1.997484086991643482e+00, 2.693487042278655430e+00
2.072000000000000000e+03, 1.945717520294152125e+00, 2.265729045176470891e+00, 2.325506021022399228e+00, 2.614241779342222127e+00, 2.092983936496283892e+00, 2.212812066360508201e+00, 2.475244020500776188e+00, 2.054741503742390840e+00, 2.017422258225796572e+00, 2.039249713203378001e+00, 1.929881862629493128e+00, 2.637394274243015424e+00, 1.805047409293872640e+00, 2.520923029461128451e+00, 1.984935114610077989e+00, 2.504620953373438930e+00
2.073000000000000000e+03, 1.912148617330661882e+00, 2.386755892326452244e+00, 2.059681188521336637e+00, 2.448077689167974746e+00, 2.000102322626050810e+00, 2.358766365521571817e+00, 2.688751209987652491e+00, 1.918414763916752142e+00, 2.136830786462058818e+00, 2.190165988615900616e+00, 1.918456767486969250e+00, 2.451029184945738848e+00, 2.057486685816890315e+00, 2.416534004090382215e+00, 1.869674893357854861e+00, 2.669554625681169302e+00
2.074000000000000000e+03, 1.839648270525291673e+00, 2.290505278907518871e+00, 2.079364965571990354e+00, 2.535950183876044761e+00, 2.236066459042377108e+00, 2.359436539179404324e+00, 2.447050656782202793e+00, 1.984429295729959630e+00, 2.015400734310849540e+00, 2.108297551345728493e+00, 2.128800533180875032e+00, 2.666638244258455526e+00, 1.884539786162432673e+00, 2.591913869615181998e+00, 2.054398033786001498e+00, 2.407055034886091516e+00
2.075000000000000000e+03, 2.016967577281202129e+00, 2.237805986248375678e+00, 2.201071747677721735e+00, 2.550791134165881324e+00, 2.026966337419972231e+00, 2.553163261683514484e+00, 2.459169143514329914e+00, 1.987901328586435756e+00, 2.195208007777613268e+00, 2.259443205609546812e+00, 1.871789386522043852e+00, 2.504583797020818903e+00, 2.155353177138568999e+00, 2.523728120505670081e+00, 1.933265192114028252e+00, 2.551124570521662527e+00
2.076000000000000000e+03, 2.004121980341338372e+00, 2.170012852508941048e+00, 1.827138965836675899e+00, 2.482937250243432370e+00, 2.112891091603000149e+00, 2.404562344331193202e+00, 2.216429808956019709e+00, 1.798782461260935106e+00, 1.832582572587031944e+00, 1.945143194376188767e+00, 2.285536591445620491e+00, 2.621607565563836673e+00, 1.889330858442260785e+00, 2.523471970880784010e+00, 1.977541253266339227e+00, 2.660533614916493317e+00
