year, CESM2-WACCM, CMCC-CM2-SR5, CanESM5, TaiESM1, EC-Earth3-Veg, UKESM1-0-LL, ACCESS-ESM1-5, CNRM-ESM2-1, NorESM2-LM, NorESM2-MM, IPSL-CM6A-LR, MPI-ESM1-2-LR, GFDL-ESM4, MIROC-ES2L
2.085000000000000000e+03, 2.205074594870239046e+00, 2.182511580227557424e+00, 4.892528680593611234e+00, 1.325535325791410868e+00, 2.366157863334995781e+00, 2.910932973327613027e+00, 3.233897991666159211e+00, 3.593001749801986389e+00, 1.772301641978433651e+00, 1.930204759435140582e+00, 2.344814222584667096e+00, 3.487271897251822850e+00, 2.550489624925796228e+00, 4.337789012627570884e+00
2.086000000000000000e+03, 2.138198789607267170e+00, 2.190552724014709352e+00, 5.262548645173358075e+00, 1.458415449388512641e+00, 2.288841870505650355e+00, 2.866263021466430860e+00, 3.170485873974511648e+00, 3.302171915655386147e+00, 1.746887542233997337e+00, 1.934039933126086019e+00, 2.436162131500994033e+00, 3.662115282102900160e+00, 2.526957410628808187e+00, 4.196019593260144731e+00
2.087000000000000000e+03, 2.255339119737942877e+00, 2.030097617641156038e+00, 5.481351996140197080e+00, 1.402316887609466045e+00, 2.108995440444715541e+00, 3.275312184887698042e+00, 3.158560191345592294e+00, 3.417907518963525071e+00, 1.911043091657054216e+00, 1.850980092511973263e+00, 2.312974776081550665e+00, 3.326124553281542440e+00, 2.528757821857517296e+00, 4.275722517206191675e+00
2.088000000000000000e+03, 2.214954485614223145e+00, 2.000268413937879242e+00, 5.256197039664961324e+00, 1.414322387624295851e+00, 2.101422970653207045e+00, 3.354285211520441123e+00, 3.282042524033356390e+00, 3.521580201801776333e+00, 2.029967569582992404e+00, 1.956518561410758084e+00, 2.331171670574289312e+00, 3.166720862561404726e+00, 2.513434595957245055e+00, 4.110429814906945367e+00
2.089000000000000000e+03, 2.224658730533321638e+00, 2.085475611097565629e+00, 5.092557199517362854e+00, 1.242814010666991820e+00, 2.150713759414435877e+00, 3.445097799870263877e+00, 3.292464655986980127e+00, 3.518170657555912850e+00, 1.996974311217317721e+00, 2.003399617246358400e+00, 2.331879332182158482e+00, 3.199469960637737476e+00, 2.723273704793244931e+00, 4.315321894165523808e+00
2.090000000000000000e+03, 2.020909408605275903e+00, 2.273286687340517531e+00, 5.479388763222819314e+00, 1.486902174668579546e+00, 2.138534053192295836e+00, 3.182784355035732649e+00, 3.243149387159373731e+00, 3.466289190372506823e+00, 1.838863113702886132e+00, 2.007889205621713469e+00, 2.386739760510206754e+00, 3.531570969921746350e+00, 2.624483215468915276e+00, 4.473460602406808206e+00
2.091000000000000000e+03, 2.141818221680007461e+00, 2.102569350076092469e+00, 5.651273738912063749e+00, 1.546831433053457827e+00, 2.172016405802247530e+00, 3.342951402156114415e+00, 3.274139389919573429e+00, 3.270560182996570919e+00, 2.024547050950262772e+00, 2.193506923290167610e+00, 2.350565169815596711e+00, 3.384627707123081919e+00, 2.504239005995085421e+00, 4.426419868892417675e+00
2.092000000000000000e+03, 2.012150970753926682e+00, 1.980190392714580305e+00, 5.292287662815026827e+00, 1.395365134295134091e+00, 2.517875416959863610e+00, 3.261125317887234587e+00, 3.147345656784236390e+00, 3.720408399041714720e+00, 1.863089121229930978e+00, 2.060501945065008833e+00, 2.275037662341808709e+00, 3.384237946346426718e+00, 2.633212062081266236e+00, 4.214742991652238757e+00
2.093000000000000000e+03, 2.058414638643940364e+00, 2.151323616542042405e+00, 5.128533049018180634e+00, 1.351518113461367632e+00, 2.163272811574975751e+00, 3.222706699075271519e+00, 3.254110806869985772e+00, 3.654357584530872227e+00, 1.969677570809705403e+00, 1.927530645388829678e+00, 2.264154547049872512e+00, 3.565925418839538175e+00, 2.750709119124139512e+00, 4.308329491318322546e+00
2.094000000000000000e+03, 2.094213377296939349e+00, 2.276912087898259607e+00, 5.482874750291207633e+00, 1.341357976711087918e+00, 2.188941941824617654e+00, 3.199694779037025150e+00, 3.236921930932489477e+00, 3.640926289129582827e+00, 1.744446944574336689e+00, 2.158369256692525440e+00, 2.288260263864211108e+00, 3.397984625168751549e+00, 2.663085075163115434e+00, 4.351428692303601409e+00
2.095000000000000000e+03, 1.997505249418338069e+00, 2.163606082722705271e+00, 5.322858548174963289e+00, 1.399329162930035952e+00, 2.191359100559762130e+00, 3.173705419844984554e+00, 3.203467277621277365e+00, 3.568966617855275025e+00, 1.843059385256491156e+00, 2.101462947655803770e+00, 2.282708090757063157e+00, 3.408955928321964368e+00, 2.678830966084500886e+00, 4.358722245792584715e+00
2.096000000000000000e+03, 2.152108269244803029e+00, 2.070385008963749218e+00, 5.287228093351981961e+00, 1.350699393169439766e+00, 2.106157661327142439e+00, 3.270698057995050867e+00, 3.241998692574463714e+00, 3.508391597979747090e+00, 1.888500586532655179e+00, 1.917586378954762694e+00, 2.390874291822511211e+00, 3.408168199020201516e+00, 2.734146912783770755e+00, 4.372097713587169032e+00
2.097000000000000000e+03, 2.208498672420651232e+00, 1.979999683449540360e+00, 5.487465312318835053e+00, 1.466631448916253300e+00, 2.303455554884715095e+00, 3.128868601430667695e+00, 3.205701628605876152e+00, 3.696971190289359832e+00, 1.984672480381041382e+00, 1.995636254518908581e+00, 2.367079724510026573e+00, 3.203348362407393068e+00, 2.658088783492001284e+00, 4.485911004848172290e+00
2.098000000000000000e+03, 1.983079773309035509e+00, 2.161346262349080227e+00, 5.427117214346163010e+00, 1.538986348689651118e+00, 2.116501395028498766e+00, 3.284171102483452565e+00, 3.220479979500980861e+00, 3.349048567888583960e+00, 1.939891935581056215e+00, 2.113914934053135575e+00, 2.419183738153736218e+00, 3.257721230092617493e+00, 2.806150322483229154e+00, 4.366121424734565437e+00
2.099000000000000000e+03, 2.019504274394601673e+00, 2.192366094121928732e+00, 5.499823037351613486e+00, 1.320715077312076158e+00, 2.329091950173078907e+00, 3.406366156038375781e+00, 3.229277643144697230e+00, 3.562301073343490110e+00, 1.858249271360817190e+00, 2.070608646033123446e+00, 2.353995620099258446e+00, 3.491826318029014775e+00, 2.677349865858469347e+00, 4.490068867642099448e+00
2.100000000000000000e+03, 2.203350836311763761e+00, 2.135142714145476184e+00, 5.815057528974590717e+00, 1.358996960956778466e+00, 2.242123842486756669e+00, 3.551388374635708445e+00, 3.304102178146023583e+00, 3.674069441261637703e+00, 2.082147626773648952e+00, 2.123602001243789061e+00, 2.376828120491539575e+00, 3.312650795360192468e+00, 2.657673730561298520e+00, 4.352151645973155958e+00
