year, MIROC-ES2L, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, CESM2-WACCM, NorESM2-LM, ACCESS-ESM1-5, TaiESM1, MPI-ESM1-2-LR, NorESM2-MM, IPSL-CM6A-LR, CNRM-ESM2-1, CMCC-ESM2, GFDL-ESM4, INM-CM4-8, CanESM5
2.039000000000000000e+03, 1.469889532279733846e+00, 1.814609653675175460e+00, 1.596113168658953363e+00, 2.349585633019438458e+00, 1.780157105614179835e+00, 1.751987402522554138e+00, 1.941367069459244421e+00, 1.793649128969994289e+00, 1.426027074420399332e+00, 1.682814532793490248e+00, 1.578710483518006136e+00, 1.700284085211010154e+00, 2.133081804881087340e+00, 1.653121878867089833e+00, 1.494788095621641943e+00, 1.694253330402049729e+00
2.040000000000000000e+03, 1.384860654071159658e+00, 1.838636573048982426e+00, 1.675962340944988194e+00, 2.335280262718303135e+00, 1.850672410231164910e+00, 1.761584986056824231e+00, 1.935476576279402616e+00, 1.805613789467547914e+00, 1.427931974055768993e+00, 1.765707735396601530e+00, 1.594879116560500076e+00, 1.682533390634466830e+00, 2.170772020978124495e+00, 1.585637519933457584e+00, 1.503540914128127515e+00, 1.687637435144162978e+00
2.041000000000000000e+03, 1.433368380012426613e+00, 1.888011822091055114e+00, 1.560381219011617304e+00, 2.314704917544454066e+00, 1.855206122967204996e+00, 1.812873952992532844e+00, 1.909215003097107788e+00, 1.756601305883703112e+00, 1.442760358974525481e+00, 1.784709940793653971e+00, 1.618314860726669302e+00, 1.525734227403250154e+00, 2.224579106223183000e+00, 1.779910139957886495e+00, 1.524877039909106058e+00, 1.739023397832715867e+00
2.042000000000000000e+03, 1.388866446510487185e+00, 1.786708395452400344e+00, 1.572776225810566197e+00, 2.349759427936900735e+00, 1.929659341527271810e+00, 1.811024674706174009e+00, 1.928849748422428734e+00, 1.530849374899723170e+00, 1.440713512450100042e+00, 1.755875598016567896e+00, 1.558839733159581797e+00, 1.610194555031528418e+00, 2.251994712451045100e+00, 1.779759992589792450e+00, 1.489278845915282368e+00, 1.742978594453335139e+00
2.043000000000000000e+03, 1.473301004929176594e+00, 1.783542974116625324e+00, 1.588226818005818330e+00, 2.366050843786573932e+00, 1.872540241510431969e+00, 1.800692917572287000e+00, 1.855546203265939109e+00, 1.415523730102496547e+00, 1.412586666556523651e+00, 1.781414927500878154e+00, 1.570056155450449742e+00, 1.600502153310265241e+00, 2.476386426001652818e+00, 1.600978663813959813e+00, 1.526993481708874612e+00, 1.704568750212925199e+00
2.044000000000000000e+03, 1.399619093277984394e+00, 1.889130093720899017e+00, 1.591871847125112316e+00, 2.355704828742581913e+00, 1.887802220370453643e+00, 1.724116523490715647e+00, 1.867215326997306635e+00, 1.682466792289949664e+00, 1.448315901763435498e+00, 1.762290759478312818e+00, 1.551788813839144243e+00, 1.689763388315273618e+00, 2.452575018268790430e+00, 1.725521899379206747e+00, 1.533823701779393200e+00, 1.755438214648763040e+00
2.045000000000000000e+03, 1.389366935735178332e+00, 1.750644051751952590e+00, 1.578994883573920482e+00, 2.346185547329650234e+00, 1.893903707354644084e+00, 1.786919516758226356e+00, 1.923866219652133891e+00, 1.828532586834139106e+00, 1.458108467364613192e+00, 1.834533407947231076e+00, 1.624157970582028820e+00, 1.544362053848925109e+00, 2.262268102125171598e+00, 1.691836254768172898e+00, 1.518595059109504541e+00, 1.757593955450923673e+00
2.046000000000000000e+03, 1.349629971970208731e+00, 1.809083205216728274e+00, 1.633906754985306353e+00, 2.394015546463325261e+00, 2.019526425119912982e+00, 1.751998423763661883e+00, 1.946721902195867049e+00, 1.563393439239974203e+00, 1.461957547412431335e+00, 1.839655330753724449e+00, 1.617484970478463513e+00, 1.570728366194655168e+00, 2.158850302602210558e+00, 1.798878727173513159e+00, 1.551631682517220723e+00, 1.776257597958130541e+00
2.047000000000000000e+03, 1.342488570849463381e+00, 1.841412017382846100e+00, 1.561520292161109769e+00, 2.388908976438255838e+00, 1.993807663894521243e+00, 1.742220251977530276e+00, 1.964126461769063470e+00, 1.389611445699409309e+00, 1.454199162982337645e+00, 1.800320121117229499e+00, 1.584435942976884615e+00, 1.670490898081106845e+00, 2.349849382911770590e+00, 1.780753443111051215e+00, 1.504340234344397231e+00, 1.835999813801031832e+00
2.048000000000000000e+03, 1.390078693438650870e+00, 1.783943741649771875e+00, 1.623573613721576603e+00, 2.406030060612313726e+00, 2.002064702974153398e+00, 1.783570597252518652e+00, 1.933323978342232241e+00, 1.435101446992269381e+00, 1.450347964334093742e+00, 1.852816238351665978e+00, 1.580213818925517044e+00, 1.626526603829436812e+00, 2.484281700172057850e+00, 1.691754291061798865e+00, 1.532604726979018839e+00, 1.807264839789928690e+00
2.049000000000000000e+03, 1.422219084803422406e+00, 1.763148133555640706e+00, 1.647289467429174037e+00, 2.375823464312183830e+00, 1.993225796217911183e+00, 1.849318715242990185e+00, 1.941281910495064267e+00, 1.529187453270369978e+00, 1.434860196720495695e+00, 1.877583711019959578e+00, 1.657999064560977232e+00, 1.687454122793144329e+00, 2.738820516361159196e+00, 1.683470739746800504e+00, 1.544725594205836217e+00, 1.840514015702150008e+00
2.050000000000000000e+03, 1.362985643550549852e+00, 1.868748814334899366e+00, 1.624822129368286738e+00, 2.410037994475114242e+00, 1.945592337545038353e+00, 1.783779696066805531e+00, 1.916303017375673656e+00, 1.668657677511033333e+00, 1.439401335743143218e+00, 1.890081903286633169e+00, 1.542416336036741997e+00, 1.523193214230472048e+00, 2.444484627787829822e+00, 1.795506826332624817e+00, 1.569442582050642576e+00, 1.906778465717356097e+00
2.051000000000000000e+03, 1.406580546723023240e+00, 1.860561958602441557e+00, 1.630394094725503562e+00, 2.362512633114511651e+00, 2.000309101753698915e+00, 1.793101090543572029e+00, 1.943908771313298756e+00, 1.612348649552461488e+00, 1.431177252775555742e+00, 1.815666139790717226e+00, 1.612771463205722400e+00, 1.684075432393523863e+00, 2.437991778591657610e+00, 1.670415315258438893e+00, 1.559024357851825249e+00, 1.819204814425602557e+00
2.052000000000000000e+03, 1.443579276155203095e+00, 1.934199114557832777e+00, 1.609896891048702372e+00, 2.344182191702019136e+00, 1.887874359196131113e+00, 1.711314602735770851e+00, 1.972182299560015784e+00, 1.548883476247401525e+00, 1.469872255581140097e+00, 1.869245037277201815e+00, 1.567491265411456114e+00, 1.644006388602275770e+00, 2.512327712564051296e+00, 1.628461965760699570e+00, 1.520800878254051414e+00, 1.883464310396319119e+00
2.053000000000000000e+03, 1.435096635273242827e+00, 1.888979448423665941e+00, 1.587538985224764332e+00, 2.388465572973310636e+00, 1.983922493466560244e+00, 1.714668776334856481e+00, 2.003485956203593155e+00, 1.660985915877344787e+00, 1.480787049128668986e+00, 1.817132527396709829e+00, 1.547194424970607329e+00, 1.517484012125281057e+00, 2.600046173291552076e+00, 1.724901960034997073e+00, 1.534748301783027680e+00, 1.849674824273996432e+00
2.054000000000000000e+03, 1.377640654945315735e+00, 1.973078308392143709e+00, 1.584536441879853097e+00, 2.407900387579640089e+00, 1.921884484402082371e+00, 1.803040893574557879e+00, 1.957993109956692956e+00, 1.773840184686755084e+00, 1.481406986026744255e+00, 1.875167796420393218e+00, 1.643593151608594649e+00, 1.621640785832466847e+00, 2.766217161290154714e+00, 1.731347826828664838e+00, 1.518415000212981703e+00, 1.782839839342546862e+00
2.055000000000000000e+03, 1.437163564509391200e+00, 1.894800703064755565e+00, 1.545218091665170324e+00, 2.408154894429313853e+00, 1.949049203057141133e+00, 1.843795617219156302e+00, 1.946692658912104523e+00, 1.566492030309652339e+00, 1.481809874860193110e+00, 1.818884084289561498e+00, 1.599404706896552453e+00, 1.828333550765982585e+00, 2.811380675349202551e+00, 1.755305405704033150e+00, 1.585458597425523974e+00, 1.847759322292605422e+00
2.056000000000000000e+03, 1.465173159431922389e+00, 1.961904576486107388e+00, 1.593171435798553581e+00, 2.346495917407198206e+00, 1.917905107965445888e+00, 1.798521384842700410e+00, 1.926628908243436911e+00, 1.558957879855039863e+00, 1.430281359322655099e+00, 1.840847026662381314e+00, 1.623907249482007931e+00, 1.734941691799554375e+00, 2.693810277321317503e+00, 1.668000600069260875e+00, 1.565291879080879633e+00, 1.845819196844788790e+00
2.057000000000000000e+03, 1.450629177623223631e+00, 1.954128195799188061e+00, 1.636943464215289579e+00, 2.353007731199182384e+00, 2.008892132037594980e+00, 1.830966638467213192e+00, 1.863375019482799155e+00, 1.734690114846884068e+00, 1.427495955534578309e+00, 1.708620765972659994e+00, 1.575875090613617413e+00, 1.736034757125049399e+00, 2.446320619540371055e+00, 1.964492201997519505e+00, 1.585468102676640179e+00, 1.898612600973403897e+00
2.058000000000000000e+03, 1.449534443663585082e+00, 1.933670258963614330e+00, 1.593243240422002494e+00, 2.423887512355790808e+00, 1.963351410410221209e+00, 1.794975316290387424e+00, 1.851894505012044112e+00, 1.835438479302906822e+00, 1.484363176638403337e+00, 1.740298549853032117e+00, 1.549765655872321846e+00, 1.738984986594737325e+00, 2.323026583813107671e+00, 1.843856853651215211e+00, 1.647416777357933793e+00, 1.882213881720369297e+00
2.059000000000000000e+03, 1.511022616672041963e+00, 1.946086985648513012e+00, 1.584690204253964341e+00, 2.402033288852561288e+00, 1.956493808856475614e+00, 1.738909833501777413e+00, 1.874634438182649188e+00, 1.912213255081878005e+00, 1.472124240398533512e+00, 1.938287596227289855e+00, 1.577313959539989430e+00, 1.530879289868084747e+00, 2.199207710850928699e+00, 1.900834114827114618e+00, 1.578608837375433449e+00, 1.850696439235902435e+00
2.060000000000000000e+03, 1.434681424137438155e+00, 2.043582278116100603e+00, 1.618762604112565118e+00, 2.436080974548207934e+00, 2.044315635606998693e+00, 1.782858670798027623e+00, 1.900345064263821326e+00, 1.710467778762347235e+00, 1.472065209320085666e+00, 1.859805784982139665e+00, 1.619288036136136588e+00, 1.758040539551418036e+00, 2.192900659689489995e+00, 1.939976753947686650e+00, 1.542367695819063078e+00, 1.943976806475933294e+00
2.061000000000000000e+03, 1.494211789702289295e+00, 2.006427405596584723e+00, 1.550809640774517772e+00, 2.458481964296324040e+00, 2.003216421101545741e+00, 1.762842433723570856e+00, 1.861759694786900177e+00, 1.645509189069633615e+00, 1.444625760408634774e+00, 1.895735787658450189e+00, 1.589678946093382450e+00, 1.783853816913786527e+00, 2.416790488136998594e+00, 1.880859076158774457e+00, 1.518526952943107577e+00, 1.956276588266707028e+00
2.062000000000000000e+03, 1.420291307476964082e+00, 1.915282747816647868e+00, 1.589723353817301232e+00, 2.424617586632733524e+00, 2.034051174155563135e+00, 1.730472088701076494e+00, 1.898345109656892182e+00, 1.629724608057331325e+00, 1.499909814888452653e+00, 1.801990905862773884e+00, 1.514368379788825880e+00, 1.746862142645797533e+00, 2.610870589272072273e+00, 1.899677420728103083e+00, 1.545371298727711062e+00, 1.960557240097796639e+00
2.063000000000000000e+03, 1.498697388794583807e+00, 1.847569566782824246e+00, 1.638273892765721218e+00, 2.435975276435661918e+00, 2.002215955386898116e+00, 1.736937368608364229e+00, 1.945877414331895094e+00, 1.689582392650886833e+00, 1.472245310424915576e+00, 1.784170159839999492e+00, 1.521107840248230536e+00, 1.770628400010853642e+00, 2.819822054186075455e+00, 1.911779677628423713e+00, 1.581465855874829129e+00, 1.994176584369610650e+00
2.064000000000000000e+03, 1.557841880300406601e+00, 1.971896026988398498e+00, 1.660866513101632691e+00, 2.458281785664479635e+00, 2.062262311305247842e+00, 1.783496848169232374e+00, 2.004933138198054632e+00, 1.773328420885614154e+00, 1.468503350607091251e+00, 1.803450455508325945e+00, 1.557446839510866932e+00, 1.762124763043724451e+00, 2.885150079743894036e+00, 1.863698262920395754e+00, 1.623410602342618914e+00, 1.906999109442128582e+00
2.065000000000000000e+03, 1.442670218103236923e+00, 2.034355429690112960e+00, 1.615040437042808863e+00, 2.442870461552298700e+00, 2.096005573278093781e+00, 1.681584940862684840e+00, 1.995054523814965952e+00, 1.616241443137878875e+00, 1.474269317943198709e+00, 1.868093347178064967e+00, 1.650700286390609062e+00, 1.714581985610971415e+00, 2.696955128900533349e+00, 1.923601691670382641e+00, 1.563354730985027974e+00, 1.975721864829220520e+00
2.066000000000000000e+03, 1.518270818157562596e+00, 2.084571174216915956e+00, 1.645664465502465035e+00, 2.441021049212217964e+00, 2.130376996071783324e+00, 1.756102054978341043e+00, 1.914754286771030767e+00, 1.491969904222713916e+00, 1.441950013344641235e+00, 1.881543457649776485e+00, 1.470013867820860742e+00, 1.628737442812163039e+00, 2.234557634844337226e+00, 1.794969853957985695e+00, 1.551859485619099699e+00, 2.030875103764337553e+00
2.067000000000000000e+03, 1.501682542343589777e+00, 2.000028249424560478e+00, 1.641931947915749701e+00, 2.464915716821852509e+00, 2.045885855461690106e+00, 1.867001443293137664e+00, 1.970895808650388714e+00, 1.578755433932298891e+00, 1.480985099673989724e+00, 1.871095655705005356e+00, 1.626217074825005104e+00, 1.801265112763708709e+00, 2.306142323752073064e+00, 1.830517447812422205e+00, 1.578366184350896484e+00, 2.026244895236283039e+00
2.068000000000000000e+03, 1.558788517084596092e+00, 2.083689925491675865e+00, 1.594220197596617039e+00, 2.403371143415911071e+00, 2.040087733782777413e+00, 1.994170823388391911e+00, 1.973183646296287064e+00, 1.659494344466429849e+00, 1.497067187619848250e+00, 1.948547766301391260e+00, 1.562563224980181076e+00, 1.727928951167606808e+00, 2.392596011616158425e+00, 1.790048773790329228e+00, 1.594728395970890444e+00, 2.020910808036307849e+00
2.069000000000000000e+03, 1.596329742017878361e+00, 1.975058927825459776e+00, 1.627760239377564533e+00, 2.435712590325818550e+00, 2.015809726023715776e+00, 1.825442767235252894e+00, 1.921398872234178379e+00, 1.720223515633167111e+00, 1.420527676740871437e+00, 1.961315863696043493e+00, 1.607175867582804729e+00, 1.780607993907088238e+00, 2.540404111604913862e+00, 1.780462235409205007e+00, 1.566833118169720374e+00, 2.021724126968886370e+00
2.070000000000000000e+03, 1.520430219819927986e+00, 2.076556471147882554e+00, 1.634242524054658086e+00, 2.449242912018072982e+00, 2.090955806708335363e+00, 1.853172461003946836e+00, 1.935948626082757418e+00, 1.810685491346727627e+00, 1.487699365369943072e+00, 1.984836646534223537e+00, 1.558505462458280144e+00, 1.887707310286233398e+00, 2.362899588769467041e+00, 1.742905587621030650e+00, 1.592471242396931386e+00, 1.965071021737992973e+00
2.071000000000000000e+03, 1.591067641059325410e+00, 1.998886732348143846e+00, 1.641701278869777125e+00, 2.476360069789812712e+00, 2.038996749987716406e+00, 1.880830911006131423e+00, 1.977173628610981337e+00, 1.944300939582622956e+00, 1.488208368922788738e+00, 1.898369358221694059e+00, 1.566457673028329278e+00, 1.714351027465862209e+00, 2.215077523029491235e+00, 1.806852056964888487e+00, 1.617227218379557518e+00, 2.005356387763493675e+00
2.072000000000000000e+03, 1.545679712478798651e+00, 2.039152699783945533e+00, 1.641005430004262911e+00, 2.490098327829536551e+00, 2.064784674107248641e+00, 1.911740988884887971e+00, 1.965885536112548904e+00, 1.810258169865791800e+00, 1.521326719740282662e+00, 1.882047094046386482e+00, 1.604801252745676088e+00, 1.864188246589826292e+00, 2.459547141358698674e+00, 2.045975078290064975e+00, 1.595618365176574960e+00, 1.983599781768707659e+00
2.073000000000000000e+03, 1.513445085068834572e+00, 2.070609523866479229e+00, 1.641730769544346602e+00, 2.502267696387714846e+00, 2.092290132859463192e+00, 1.897512757861483879e+00, 1.930123186805358770e+00, 1.768202747129146601e+00, 1.457915208685996777e+00, 1.962322458382753876e+00, 1.600322450612438496e+00, 1.891569012191395949e+00, 2.769466166309972444e+00, 1.977341941687598581e+00, 1.666359324848359913e+00, 2.045836097592856451e+00
2.074000000000000000e+03, 1.515667712004276968e+00, 2.167010650492027235e+00, 1.667607828449845009e+00, 2.509655559499461397e+00, 2.175741754855153420e+00, 1.954189151811860814e+00, 1.915199946165204281e+00, 1.790088609332320724e+00, 1.506046733072382127e+00, 1.982105611505828202e+00, 1.711173187077815294e+00, 1.852347026674692199e+00, 2.470187254815328082e+00, 1.912835371913747196e+00, 1.602348367373923388e+00, 2.060439601487010552e+00
2.075000000000000000e+03, 1.545169335384954046e+00, 2.140443683156580956e+00, 1.676098775298696886e+00, 2.523077321745340384e+00, 2.096128838500192604e+00, 1.856453138627582655e+00, 1.910737181264620110e+00, 1.748148816930628291e+00, 1.472079690839555033e+00, 2.053506907800962900e+00, 1.578916395147110130e+00, 1.824879104365105142e+00, 2.267497285357684245e+00, 1.893841769310211198e+00, 1.672206019785543285e+00, 2.054140744651251183e+00
2.076000000000000000e+03, 1.541585458810926568e+00, 2.178893770974192012e+00, 1.698259335419096239e+00, 2.451490392428687937e+00, 2.128509781716403371e+00, 1.827023697964211157e+00, 1.904164643644464583e+00, 1.594199085439571117e+00, 1.481499280997889967e+00, 2.062058756821887773e+00, 1.699913625475078849e+00, 2.016251492595020789e+00, 2.183982262741120284e+00, 1.931382817313267886e+00, 1.581469305505122991e+00, 2.024186218347165500e+00
