year, NorESM2-LM, CNRM-ESM2-1, CMCC-CM2-SR5, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, MPI-ESM1-2-LR, TaiESM1, ACCESS-ESM1-5, UKESM1-0-LL, NorESM2-MM, CESM2-WACCM, CanESM5
2.034000000000000000e+03, 4.072634269942241758e+01, 9.717714989992349217e+01, 1.806803202790518696e+02, 7.183922631343558862e+01, 5.950182082778877657e+01, 3.003732614842180837e+01, 3.719119004431382791e+01, 1.674577440498606862e+01, 5.463581931848656126e+01, 1.081005887304334294e+02, 4.179469601607385698e+01, 4.251693276631803542e+01, 7.122242129568698488e+01
2.035000000000000000e+03, 4.075112018665691238e+01, 9.730702834213143149e+01, 1.806519612774111749e+02, 7.184637146381000150e+01, 5.951924167119005205e+01, 3.005319941264957606e+01, 3.724938920880476445e+01, 1.678609487579813120e+01, 5.466797848734561427e+01, 1.081766783220710408e+02, 4.181708018287271500e+01, 4.255996084675918922e+01, 7.126930248517264488e+01
2.036000000000000000e+03, 4.077405521640265107e+01, 9.742206548278488754e+01, 1.808030723488237470e+02, 7.188885586722044252e+01, 5.953851719348291738e+01, 3.008095104532960207e+01, 3.733590260304767838e+01, 1.686085973303221408e+01, 5.471454594108821112e+01, 1.082178935870129237e+02, 4.185946816910801260e+01, 4.260293440941224929e+01, 7.132052840264404381e+01
2.037000000000000000e+03, 4.078849056026525233e+01, 9.751794955126626974e+01, 1.808499997745595351e+02, 7.199167311603180508e+01, 5.953970950703108400e+01, 3.010813959174756604e+01, 3.739411994492699876e+01, 1.688957898633985621e+01, 5.473167060820158980e+01, 1.082982944925297204e+02, 4.191831789251730100e+01, 4.264836756464554668e+01, 7.137571493764599495e+01
2.038000000000000000e+03, 4.081366697788059383e+01, 9.759679353387519996e+01, 1.808285394956919276e+02, 7.211571592390244234e+01, 5.951849456388498538e+01, 3.012018050453748685e+01, 3.742669461525142083e+01, 1.683142633712236247e+01, 5.473329098665448811e+01, 1.083709015326237477e+02, 4.194614348716375218e+01, 4.268578037681943016e+01, 7.142163441600263241e+01
2.039000000000000000e+03, 4.085160583305403748e+01, 9.767919765509840602e+01, 1.808663049955768827e+02, 7.221296364956046432e+01, 5.950836226616369373e+01, 3.014843336239468741e+01, 3.744864493058403099e+01, 1.687198371438128675e+01, 5.478757206898487198e+01, 1.084231790367840773e+02, 4.194795511608300842e+01, 4.266742364787422304e+01, 7.146636301237242606e+01
2.040000000000000000e+03, 4.088924173669477113e+01, 9.774804616328006546e+01, 1.807540405634183287e+02, 7.227199980110448507e+01, 5.952257158000332993e+01, 3.017685124484643922e+01, 3.745721537109616150e+01, 1.688082362232519174e+01, 5.484428284705894896e+01, 1.084188181617777786e+02, 4.194326451489680352e+01, 4.269629591260294887e+01, 7.150249609073389934e+01
2.041000000000000000e+03, 4.090331870257192293e+01, 9.784601085963502953e+01, 1.807238212824184416e+02, 7.232814906116880138e+01, 5.953336699343559957e+01, 3.020109930261233444e+01, 3.749358306739505053e+01, 1.690827089517725312e+01, 5.489453841881920226e+01, 1.084232483689335851e+02, 4.196530092292135095e+01, 4.270700350360983322e+01, 7.155515438001964412e+01
2.042000000000000000e+03, 4.094812242161778215e+01, 9.796087946970031624e+01, 1.806628544447846423e+02, 7.245266381815564216e+01, 5.953910603171777893e+01, 3.023583556780334192e+01, 3.749701722133238491e+01, 1.699225558604133823e+01, 5.493441701390442944e+01, 1.085083627997687898e+02, 4.203637915115000823e+01, 4.271511828890123041e+01, 7.161000140890855903e+01
2.043000000000000000e+03, 4.097204655839196619e+01, 9.805480611910078892e+01, 1.806335828862989672e+02, 7.255087006309605613e+01, 5.958104042320169924e+01, 3.027423069387791088e+01, 3.753560971285286740e+01, 1.708142148008740691e+01, 5.498774828291364258e+01, 1.086968586186552272e+02, 4.205516878959134175e+01, 4.274935946160023548e+01, 7.166520523298338219e+01
2.044000000000000000e+03, 4.099651516125006623e+01, 9.815471288412621220e+01, 1.805901375011557377e+02, 7.261752503854283702e+01, 5.963065279094108462e+01, 3.030040001474482025e+01, 3.759566721713327553e+01, 1.700445456758665230e+01, 5.500660616669178182e+01, 1.089121615381912989e+02, 4.206420368227366424e+01, 4.279365621370556028e+01, 7.172475608526231383e+01
2.045000000000000000e+03, 4.104507776494726556e+01, 9.827650720363105563e+01, 1.804639258440716958e+02, 7.272459137645785177e+01, 5.966294784388438899e+01, 3.033046810242672109e+01, 3.765746919829701511e+01, 1.699337559416516896e+01, 5.502622618864825910e+01, 1.090219246580414136e+02, 4.209372763395866457e+01, 4.280836315348534526e+01, 7.177130798121892497e+01
2.046000000000000000e+03, 4.107278179411164842e+01, 9.839563079703715687e+01, 1.805096767179551023e+02, 7.288353686536017051e+01, 5.970192726929666804e+01, 3.037239004494006522e+01, 3.766102322505471989e+01, 1.708998284596857431e+01, 5.507136564635561626e+01, 1.090455023480911194e+02, 4.211086671301666939e+01, 4.281666743900418481e+01, 7.183058581351605199e+01
2.047000000000000000e+03, 4.106743270702013149e+01, 9.851535734783232101e+01, 1.806097038045969043e+02, 7.299433885937165201e+01, 5.970757245364124088e+01, 3.040967746450987264e+01, 3.769974448794737754e+01, 1.717245888837029355e+01, 5.513451359237087246e+01, 1.092111650216268686e+02, 4.213341474038838186e+01, 4.284835846313026764e+01, 7.187563805007339113e+01
2.048000000000000000e+03, 4.107189990601426643e+01, 9.861784240207630603e+01, 1.805680799263833194e+02, 7.304572677144250292e+01, 5.969515773570832096e+01, 3.042963395981322350e+01, 3.771581457514164981e+01, 1.718703432740369053e+01, 5.518371656277889059e+01, 1.092971018884671111e+02, 4.217075052811398450e+01, 4.288017474079025249e+01, 7.191126423842490567e+01
2.049000000000000000e+03, 4.110129232614925598e+01, 9.869523023416719809e+01, 1.804902861165761010e+02, 7.310277500890667568e+01, 5.969637396384653272e+01, 3.045918897915262846e+01, 3.768172016828261661e+01, 1.715778714877749067e+01, 5.521089583392247846e+01, 1.093662172598249782e+02, 4.218268787766614736e+01, 4.293089782436589275e+01, 7.195183657828857804e+01
2.050000000000000000e+03, 4.109973288998678242e+01, 9.879095991222324358e+01, 1.805383489919408646e+02, 7.320374388714932934e+01, 5.969770997784250000e+01, 3.049896771237796500e+01, 3.772979120395976338e+01, 1.715496859530734142e+01, 5.523914779991888935e+01, 1.094766303087588284e+02, 4.222687547387089069e+01, 4.294530800476400856e+01, 7.203434801786268338e+01
2.051000000000000000e+03, 4.110851434977828944e+01, 9.888390759717972855e+01, 1.805207088609485879e+02, 7.334272331461420436e+01, 5.972367274602279252e+01, 3.053383604366112536e+01, 3.775515586948708346e+01, 1.715357287911123052e+01, 5.525061727667870315e+01, 1.096517807137794023e+02, 4.227148200705212844e+01, 4.298023634472089327e+01, 7.209098984557392953e+01
2.052000000000000000e+03, 4.117258832629667609e+01, 9.899730701427243673e+01, 1.805085177088700448e+02, 7.344397568624339101e+01, 5.972916932979504878e+01, 3.056761495830370023e+01, 3.777801695850512687e+01, 1.724506111400502917e+01, 5.526866740157976210e+01, 1.096859448828410706e+02, 4.228908886390328092e+01, 4.301952340047551360e+01, 7.213588601681561840e+01
2.053000000000000000e+03, 4.118925900706554444e+01, 9.912391269768113489e+01, 1.805113805932108448e+02, 7.349863494107999884e+01, 5.973859941773939397e+01, 3.058550404499912290e+01, 3.779809658621340418e+01, 1.716741293340779606e+01, 5.530161024132332415e+01, 1.097506715062348661e+02, 4.233388346667011604e+01, 4.306388481409595670e+01, 7.218535148179756789e+01
2.054000000000000000e+03, 4.118041950582593813e+01, 9.921431170585782411e+01, 1.805357758348145012e+02, 7.355521470126539896e+01, 5.974633630808597218e+01, 3.060586990753553494e+01, 3.778578940926198015e+01, 1.723621806965753223e+01, 5.533591705157503782e+01, 1.098044079741803642e+02, 4.236140514705321891e+01, 4.310331302270011378e+01, 7.229771486018545090e+01
2.055000000000000000e+03, 4.118403552548950586e+01, 9.932623994551424573e+01, 1.803692632229012247e+02, 7.365690610263914095e+01, 5.974799374714834954e+01, 3.063277843915902920e+01, 3.787484713129342850e+01, 1.730138723918716792e+01, 5.534587473166682514e+01, 1.098723911388069325e+02, 4.238166796224400201e+01, 4.316641225977904384e+01, 7.240828875756805871e+01
2.056000000000000000e+03, 4.123618150167938978e+01, 9.943853191524122792e+01, 1.802760326305306648e+02, 7.375731410726092463e+01, 5.973583297911165602e+01, 3.066689622462373777e+01, 3.781755181744449601e+01, 1.731801763476480360e+01, 5.534835517965533569e+01, 1.099482574462910947e+02, 4.246626335588899082e+01, 4.321167457908037335e+01, 7.250763478703203191e+01
2.057000000000000000e+03, 4.125409771857292895e+01, 9.955597604879713458e+01, 1.802861768458575682e+02, 7.384959032610316854e+01, 5.975020324414742845e+01, 3.069704330336937304e+01, 3.784224205583747391e+01, 1.729782501423408192e+01, 5.531554418800954664e+01, 1.098112303898792135e+02, 4.251270940495188455e+01, 4.323739236018208487e+01, 7.260220962869429684e+01
2.058000000000000000e+03, 4.129357103444635158e+01, 9.967120091960677541e+01, 1.802626131541044856e+02, 7.393327635461884029e+01, 5.974307540552010920e+01, 3.072850856127096364e+01, 3.792409086728203249e+01, 1.725997886027947459e+01, 5.527890201291567962e+01, 1.097094428461585096e+02, 4.251783147204745461e+01, 4.326581967368228021e+01, 7.269532809556643826e+01
2.059000000000000000e+03, 4.132302307118618501e+01, 9.983486940874092852e+01, 1.802042275763998020e+02, 7.402305142281836936e+01, 5.974795473338841134e+01, 3.075054269669288587e+01, 3.798106990298963126e+01, 1.723991975974068325e+01, 5.524715530173979516e+01, 1.096717803556779813e+02, 4.253814738082338920e+01, 4.326882857974929664e+01, 7.279071165009878541e+01
2.060000000000000000e+03, 4.133351421197265552e+01, 9.995130733854286120e+01, 1.800963842896684071e+02, 7.411179310096049733e+01, 5.974583366837872234e+01, 3.076728416742434291e+01, 3.804637862146184801e+01, 1.737775492254713683e+01, 5.522977213854998979e+01, 1.097604056318041756e+02, 4.256053773013785246e+01, 4.328473226316459943e+01, 7.288810579043730797e+01
2.061000000000000000e+03, 4.137868392200716983e+01, 1.000560123330791811e+02, 1.801404389722625297e+02, 7.421121504274566405e+01, 5.974839369529281186e+01, 3.081490621864688606e+01, 3.805653819289130269e+01, 1.741925064138812473e+01, 5.520174393140317193e+01, 1.099294732707867297e+02, 4.259039373954949781e+01, 4.331146687112616434e+01, 7.298762987473476471e+01
2.062000000000000000e+03, 4.139196664591641195e+01, 1.002270508375413272e+02, 1.801247716013527906e+02, 7.430834183541547588e+01, 5.973189162019895093e+01, 3.085082960117674489e+01, 3.804307051757365343e+01, 1.743298101230166353e+01, 5.515662166494733043e+01, 1.099408469517052112e+02, 4.264104928023399310e+01, 4.333127857463821897e+01, 7.307343434798585236e+01
2.063000000000000000e+03, 4.143359726229484608e+01, 1.003590727998804795e+02, 1.801564722810144872e+02, 7.444811124066450247e+01, 5.970326236435789014e+01, 3.085741902592706865e+01, 3.814192703574954635e+01, 1.744028634862298688e+01, 5.512418988347029369e+01, 1.101187483682189026e+02, 4.266578448203605944e+01, 4.335656919931679454e+01, 7.317131454614293773e+01
2.064000000000000000e+03, 4.149654586424675529e+01, 1.004236567452513924e+02, 1.801676913523506300e+02, 7.457400607579792506e+01, 5.967115709337880247e+01, 3.085383641685676182e+01, 3.816209433701831699e+01, 1.743186146716115204e+01, 5.511235937605848534e+01, 1.102709446894559306e+02, 4.268299908629538919e+01, 4.339593019475014302e+01, 7.328025083490609859e+01
2.065000000000000000e+03, 4.154250179943119292e+01, 1.005633227612530760e+02, 1.802015197451344761e+02, 7.465299664855406547e+01, 5.966032447261294891e+01, 3.085162825221194893e+01, 3.818300177897536685e+01, 1.750485725744246324e+01, 5.513479112691436512e+01, 1.103074061983886764e+02, 4.271132254205674883e+01, 4.341381704910887152e+01, 7.340820929905463288e+01
2.066000000000000000e+03, 4.154209496574814153e+01, 1.006895100526730289e+02, 1.802090194801952521e+02, 7.476360190341496548e+01, 5.965942051131347057e+01, 3.087504206390149264e+01, 3.826782109632073059e+01, 1.758123772215490987e+01, 5.514027149822948104e+01, 1.104301098136703700e+02, 4.273678014430915795e+01, 4.343837107694731969e+01, 7.352819919324309694e+01
2.067000000000000000e+03, 4.157777556105343564e+01, 1.007814032728222742e+02, 1.802112939818997859e+02, 7.489458582861362856e+01, 5.967774548700757720e+01, 3.085568770897362967e+01, 3.828434459972802273e+01, 1.753062712654229927e+01, 5.511432725472976557e+01, 1.105190658981794627e+02, 4.274991756681360755e+01, 4.346370906880823526e+01, 7.367233880156547343e+01
2.068000000000000000e+03, 4.163413656915107453e+01, 1.008647636725440719e+02, 1.801482299479936557e+02, 7.500971771890004902e+01, 5.967435447647321922e+01, 3.088697368969366863e+01, 3.832675500382595857e+01, 1.756868348127413881e+01, 5.511239290966990012e+01, 1.104829158659356523e+02, 4.275284666791126398e+01, 4.349914493524591563e+01, 7.382400664098894083e+01
2.069000000000000000e+03, 4.166300495204514220e+01, 1.010221625471379951e+02, 1.800177001864276178e+02, 7.515562404412555964e+01, 5.966615568160528937e+01, 3.089261373871387306e+01, 3.841563001474717254e+01, 1.754647240373946815e+01, 5.510407115397290312e+01, 1.105185457905405713e+02, 4.277489943419730878e+01, 4.352400642912583351e+01, 7.392658041122760437e+01
2.070000000000000000e+03, 4.169044392808927313e+01, 1.011288956668899317e+02, 1.800412018810336576e+02, 7.528456291262351385e+01, 5.965760416446607906e+01, 3.090065914226415700e+01, 3.838071599617676810e+01, 1.755597852745890108e+01, 5.507753915842967984e+01, 1.105799711880077609e+02, 4.278279237564645143e+01, 4.355493679623400993e+01, 7.403693619614462307e+01
2.071000000000000000e+03, 4.170365126779914533e+01, 1.012188184467892000e+02, 1.801180474485376237e+02, 7.540291769765285324e+01, 5.963381684623364265e+01, 3.090917072918382402e+01, 3.838395726512998607e+01, 1.751556518110607286e+01, 5.504999665030284461e+01, 1.105735710417142030e+02, 4.284676145058693209e+01, 4.359986479277505822e+01, 7.420130015030295567e+01
2.072000000000000000e+03, 4.171443856213353030e+01, 1.013261489116438270e+02, 1.800717710992880995e+02, 7.550528533422503585e+01, 5.963411179193997214e+01, 3.092388963549226233e+01, 3.835898113215650085e+01, 1.758493929275920209e+01, 5.505876946674170824e+01, 1.106615176288663775e+02, 4.288849654319544413e+01, 4.361542565190792686e+01, 7.435541393083421724e+01
2.073000000000000000e+03, 4.172561780120802410e+01, 1.014371345086521359e+02, 1.799993124285863360e+02, 7.560237753105890590e+01, 5.963637693126309358e+01, 3.094610910092824696e+01, 3.843540419653464824e+01, 1.763022507515983150e+01, 5.505245719497815315e+01, 1.107383340970097692e+02, 4.289451564094144231e+01, 4.363086076000494984e+01, 7.450016187019684821e+01
2.074000000000000000e+03, 4.176262794580226512e+01, 1.015830041640832349e+02, 1.800138389910805472e+02, 7.572319637062207676e+01, 5.961112904060828299e+01, 3.094643594287378008e+01, 3.849846696254446954e+01, 1.764422672961541849e+01, 5.502969902614354680e+01, 1.108178510253639928e+02, 4.290440567875544531e+01, 4.367038425219455888e+01, 7.465369247276515807e+01
2.075000000000000000e+03, 4.181172164839230732e+01, 1.016756853456451921e+02, 1.800685127240905388e+02, 7.575408483570456042e+01, 5.961380173136161886e+01, 3.098411328914821539e+01, 3.855127101878185414e+01, 1.768320048802183919e+01, 5.498763619626566168e+01, 1.109306251836435422e+02, 4.294038883145401542e+01, 4.369733125684647490e+01, 7.476855657630463270e+01
2.076000000000000000e+03, 4.184646633447371755e+01, 1.017623829755562497e+02, 1.800413922224514067e+02, 7.579425313741211312e+01, 5.965040851969524027e+01, 3.099389779849529347e+01, 3.863025280879269019e+01, 1.774225739925209311e+01, 5.494112847592805338e+01, 1.110228180622559933e+02, 4.299027010151981187e+01, 4.370775465814178773e+01, 7.489392003665030018e+01
2.077000000000000000e+03, 4.189386894205522083e+01, 1.018439936001674084e+02, 1.799269748489435301e+02, 7.578977048771145064e+01, 5.964523832331227027e+01, 3.102155847193772331e+01, 3.868920870039710280e+01, 1.769649001135369915e+01, 5.490003162494677014e+01, 1.111119607360423061e+02, 4.302258508992191821e+01, 4.375181902482270857e+01, 7.503655702191710475e+01
2.078000000000000000e+03, 4.193896753135309297e+01, 1.019385860703087445e+02, 1.798783553723372961e+02, 7.572665963324885752e+01, 5.960451967100653548e+01, 3.101385250030213925e+01, 3.879666385748492274e+01, 1.769430209143681054e+01, 5.486514080013873951e+01, 1.111995707036129204e+02, 4.305188854365036377e+01, 4.378729012444949120e+01, 7.521454593774194564e+01
2.079000000000000000e+03, 4.198686116687513703e+01, 1.020554433516443424e+02, 1.798613940333404742e+02, 7.582915541554342553e+01, 5.958793469064868020e+01, 3.101815567799137696e+01, 3.875049389868098615e+01, 1.771972022413207171e+01, 5.481394946735166940e+01, 1.111629495319533305e+02, 4.307567387653758573e+01, 4.382796468151838098e+01, 7.537681094349439093e+01
2.080000000000000000e+03, 4.199117913214616493e+01, 1.021445334561656182e+02, 1.797568850642656173e+02, 7.594015132799688672e+01, 5.958140323445717002e+01, 3.102732898275657902e+01, 3.873391150359998392e+01, 1.773652400101216742e+01, 5.469856893709150825e+01, 1.112817884635580583e+02, 4.309032627805668625e+01, 4.388758896978651336e+01, 7.552444348250250528e+01
2.081000000000000000e+03, 4.201458639739264811e+01, 1.022078894493635204e+02, 1.797010388573227431e+02, 7.605900821374137877e+01, 5.957651827604639294e+01, 3.102018031965200606e+01, 3.873157595263402442e+01, 1.776017049361917444e+01, 5.459225165699955085e+01, 1.112885392510423941e+02, 4.310655699043440592e+01, 4.392678165305298421e+01, 7.567535054261672656e+01
2.082000000000000000e+03, 4.201824705492088441e+01, 1.022772525673996284e+02, 1.796551411899419861e+02, 7.619469217160842334e+01, 5.957384523384785524e+01, 3.102868891868614654e+01, 3.880444223806119908e+01, 1.779551677571297930e+01, 5.453847485800196182e+01, 1.112722313550474524e+02, 4.313076483070734213e+01, 4.395489391745655894e+01, 7.583140672758651135e+01
2.083000000000000000e+03, 4.201600917818507952e+01, 1.023448127502901599e+02, 1.796264820157186932e+02, 7.630024740504278213e+01, 5.956900295766467934e+01, 3.102293045058146959e+01, 3.886439316869103777e+01, 1.781073132244712554e+01, 5.445950228379717828e+01, 1.113028287391581586e+02, 4.316840326052236776e+01, 4.399052698328624444e+01, 7.598006165171403836e+01
2.084000000000000000e+03, 4.200115952815798437e+01, 1.024083992415600193e+02, 1.795896285410901214e+02, 7.644179251417213550e+01, 5.959012016943189138e+01, 3.102972994661485728e+01, 3.888915433888551831e+01, 1.786764459015990525e+01, 5.436582273710757107e+01, 1.113382915166131255e+02, 4.320933281252843727e+01, 4.399554812806911031e+01, 7.614651458386600780e+01
2.085000000000000000e+03, 4.202007003814302522e+01, 1.024553866131548574e+02, 1.795968683375597266e+02, 7.666999775394204164e+01, 5.957383996827887529e+01, 3.103026978514490608e+01, 3.886771844023968470e+01, 1.790741430958334490e+01, 5.430731663169980550e+01, 1.113136456816059621e+02, 4.321458752708711870e+01, 4.402183683904213041e+01, 7.630504704650795134e+01
2.086000000000000000e+03, 4.206821553847545658e+01, 1.024891656368953505e+02, 1.796114175183425061e+02, 7.684244898309968619e+01, 5.951756615578844389e+01, 3.106460315806814876e+01, 3.877184717619121557e+01, 1.785853931169554798e+01, 5.424804784095470467e+01, 1.113868423508868091e+02, 4.323314814879005041e+01, 4.403840839462143464e+01, 7.650170474180578140e+01
2.087000000000000000e+03, 4.212349499247314100e+01, 1.025889841065904449e+02, 1.794657258502407444e+02, 7.696551746626242618e+01, 5.947451171211879739e+01, 3.107948451545803081e+01, 3.876299794085692696e+01, 1.791735324342335645e+01, 5.420350087686146878e+01, 1.112659830297478720e+02, 4.325807652195617692e+01, 4.406388353522227419e+01, 7.670921983309365544e+01
2.088000000000000000e+03, 4.213747058431120251e+01, 1.026862136625692443e+02, 1.793973985507714417e+02, 7.707155768190528988e+01, 5.944469676431668859e+01, 3.108952741223406591e+01, 3.884511927715770696e+01, 1.791054372411894491e+01, 5.416648698572350185e+01, 1.111119131727578093e+02, 4.330274508818600054e+01, 4.408225154335129758e+01, 7.688025066607035285e+01
2.089000000000000000e+03, 4.211770253603265246e+01, 1.027403842502698694e+02, 1.794610645246890215e+02, 7.716369431772237419e+01, 5.943837789480596712e+01, 3.109497178466587997e+01, 3.889935749656583397e+01, 1.793054657473268776e+01, 5.411526201681866866e+01, 1.110188538535962124e+02, 4.331899667217244598e+01, 4.411452443255158329e+01, 7.699522864793948429e+01
