year, CMCC-CM2-SR5, NorESM2-LM, NorESM2-MM, CNRM-ESM2-1, CanESM5, INM-CM5-0, MPI-ESM1-2-LR, CESM2-WACCM, ACCESS-ESM1-5, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, INM-CM4-8, EC-Earth3-Veg, UKESM1-0-LL, MIROC-ES2L
2.075000000000000000e+03, 4.856755719072385347e+00, 5.345445629796813591e+00, 5.684463886440641822e+00, 7.039607452161241952e+00, 8.721735444811784532e+00, 5.459322104637688966e+00, 7.754297958613836528e+00, 6.091156145018979728e+00, 6.532340154943976351e+00, 5.943512643819755858e+00, 6.069806025370503733e+00, 4.084994579727720065e+00, 5.528028408822854622e+00, 8.669000115007728269e+00, 7.094911231016705955e+00, 8.300237892376813420e+00
2.076000000000000000e+03, 5.055599413512068985e+00, 5.189005834955628949e+00, 5.919001250018689930e+00, 7.384901381186033120e+00, 8.632839503343737064e+00, 5.823051493693054859e+00, 7.947005749147197484e+00, 6.143693137361579737e+00, 6.495110476543183964e+00, 5.812044627696216992e+00, 6.943237549800982400e+00, 3.889426189481908658e+00, 4.812100654842307534e+00, 9.036070101331006299e+00, 5.779010529394370543e+00, 8.294205558309865722e+00
2.077000000000000000e+03, 5.070771106024175801e+00, 4.814386130951839426e+00, 5.542173908336660126e+00, 7.238535451464851000e+00, 9.081351608565835676e+00, 5.539464581329441195e+00, 7.732709709921023133e+00, 6.195697007111121479e+00, 6.501082145288151537e+00, 6.108970938169452580e+00, 6.132848623072481686e+00, 4.287391083667587921e+00, 5.237991882923312303e+00, 8.363077108680565530e+00, 6.386002546684483860e+00, 8.275561662632313187e+00
2.078000000000000000e+03, 4.856182574806965135e+00, 5.233088878458212356e+00, 5.577205163066886406e+00, 7.196915513228488770e+00, 9.158969371846291452e+00, 5.332965162770891610e+00, 7.388010049293451509e+00, 6.080670787282836720e+00, 6.774063375617510374e+00, 5.971355410250624551e+00, 6.526898257056807040e+00, 4.299316424518388580e+00, 5.344687234328545422e+00, 8.794472942742993737e+00, 6.215347182404972415e+00, 8.048563733879566584e+00
2.079000000000000000e+03, 4.966875883969403382e+00, 5.290583279365242753e+00, 5.764364281194799489e+00, 6.537357510058122934e+00, 9.200066681770557864e+00, 5.484114091097950450e+00, 8.560664378591361867e+00, 5.794703629546410717e+00, 6.317520166549699390e+00, 5.956294393581365476e+00, 6.466700964990498512e+00, 4.216744789570413765e+00, 4.821420658162598016e+00, 8.674162858776735874e+00, 6.289241267721783935e+00, 8.314636983541239701e+00
2.080000000000000000e+03, 5.282947733304296456e+00, 5.175990115241685174e+00, 6.046581584886507876e+00, 7.358337342557058847e+00, 9.349417032042618203e+00, 5.379348424738859435e+00, 8.473023825645871199e+00, 6.157781074375052732e+00, 6.114924747190078946e+00, 5.693797199159332578e+00, 5.738977354565877320e+00, 4.416251439739126816e+00, 5.027615717135411444e+00, 8.593858477866135104e+00, 6.445413288944261687e+00, 8.864353937294801256e+00
2.081000000000000000e+03, 5.501330585397976591e+00, 5.429011614358019600e+00, 5.842147356098478461e+00, 7.248412393548782973e+00, 8.795083354289698008e+00, 5.304253724568268602e+00, 8.430223572054469372e+00, 5.989360097247422132e+00, 6.647339088479173874e+00, 5.842460696818885246e+00, 6.813045679657814269e+00, 4.301685074461559566e+00, 5.264454977572365912e+00, 8.543391765521150205e+00, 6.324669710909303078e+00, 8.077022355994271763e+00
2.082000000000000000e+03, 5.296863455616287908e+00, 5.300895302541599463e+00, 5.849486688592716810e+00, 6.838769969157017847e+00, 9.204238095042393653e+00, 5.396810414059204142e+00, 8.513733013130531546e+00, 5.916369802609723116e+00, 6.499438543123818413e+00, 6.309440545730341299e+00, 6.282119943041069909e+00, 4.487156783717018094e+00, 5.020004346420203767e+00, 8.903265828994813447e+00, 6.227248760570943453e+00, 8.669044547406739909e+00
2.083000000000000000e+03, 5.240461919104496324e+00, 6.045820130306020168e+00, 5.755814455314182787e+00, 7.979737040318048535e+00, 8.710477626733192480e+00, 5.388760427305002487e+00, 9.542669296982392524e+00, 6.157711682925504526e+00, 6.492689486224308304e+00, 5.752607108795413815e+00, 6.643320356246254832e+00, 4.211810068207920921e+00, 5.517443438051192750e+00, 8.536492721935170280e+00, 6.177532027888530841e+00, 8.334275038673728986e+00
2.084000000000000000e+03, 5.315652348321523668e+00, 5.808711671877515137e+00, 5.941786307073156692e+00, 7.568573702301034878e+00, 9.103925023991033427e+00, 5.186703028644243929e+00, 8.924405516991704701e+00, 6.305077826876939184e+00, 6.800027144313838257e+00, 6.122761087636908073e+00, 6.391276426332405336e+00, 4.020081621396902172e+00, 5.044201519771069897e+00, 9.294467279495620460e+00, 6.184492124188970763e+00, 7.830552099202936489e+00
2.085000000000000000e+03, 4.867560040334403482e+00, 5.565261094785297402e+00, 5.866855821127294313e+00, 8.136937596775151604e+00, 8.972513554189188056e+00, 5.325323583497285185e+00, 8.249380352639892777e+00, 6.393865160848709372e+00, 6.618305146989768240e+00, 6.406938624828930173e+00, 7.223860281949604278e+00, 4.378944236743524066e+00, 5.198779237770889239e+00, 8.593408346358563321e+00, 6.213933948281201936e+00, 8.739778875203374042e+00
2.086000000000000000e+03, 5.441334807495342041e+00, 5.254270911668788457e+00, 5.787733238871229702e+00, 7.392176478435950493e+00, 9.375034750901310332e+00, 5.411201110562520178e+00, 8.975336260327580362e+00, 6.655341289175283670e+00, 6.663341135328614051e+00, 6.039142073718378967e+00, 7.185893522072512418e+00, 4.094807640525456982e+00, 5.108206244080874647e+00, 9.323876642819655558e+00, 5.748858837531628296e+00, 8.621987870455527059e+00
2.087000000000000000e+03, 5.607764957403341910e+00, 5.647119762235302431e+00, 5.610171645444463451e+00, 7.942385542538160870e+00, 9.546011556467741244e+00, 5.469200686412111878e+00, 8.551281296700878443e+00, 6.602581403417030259e+00, 6.705360611052438635e+00, 6.362130023694778203e+00, 6.533691615926121798e+00, 4.468643344498154590e+00, 5.335605665086313287e+00, 9.596743196112388574e+00, 6.324654723176721838e+00, 8.588962825277773661e+00
2.088000000000000000e+03, 5.201350080070248794e+00, 5.570486228818674057e+00, 5.764247234840508938e+00, 7.887034535869671181e+00, 9.513854696173364545e+00, 5.294956122090145101e+00, 8.089975471483622727e+00, 6.509952181953650552e+00, 6.836033296367832968e+00, 6.605640757895882231e+00, 6.912919443248762619e+00, 4.084661188952328992e+00, 4.690944335490246253e+00, 9.241113737871373246e+00, 6.726086706093356682e+00, 7.923650432353213091e+00
2.089000000000000000e+03, 4.504003326004197838e+00, 6.138384675128777168e+00, 6.245159747695149477e+00, 8.107184479234323504e+00, 9.652372417167665475e+00, 5.611828214910596913e+00, 8.387591565236178326e+00, 6.586911414597356185e+00, 6.681259964399949958e+00, 6.938481538271026317e+00, 6.902593674116008771e+00, 4.409489152037928683e+00, 4.960071777940508575e+00, 9.472294255480132819e+00, 7.231221465238208523e+00, 8.944242203077159559e+00
2.090000000000000000e+03, 4.951376024411628052e+00, 5.728444809836170215e+00, 5.994658011035060241e+00, 7.859136283400245837e+00, 9.516625034617270273e+00, 5.099594030949017309e+00, 8.781622121414837778e+00, 6.332108294521495928e+00, 6.848863423664659500e+00, 6.420396310088075431e+00, 7.115389840244050745e+00, 4.004758028230487987e+00, 4.973991560913971099e+00, 9.397516931371358240e+00, 6.588373120020331264e+00, 8.599003761755358966e+00
2.091000000000000000e+03, 6.005025425907389192e+00, 5.994506229439840794e+00, 6.308676341015946321e+00, 7.700245687052585275e+00, 9.937860624575366231e+00, 5.082225386961579439e+00, 8.493834765089493644e+00, 6.466542868052684412e+00, 6.282353047848107330e+00, 5.863000718522747512e+00, 6.243848418792854460e+00, 4.090751050238887743e+00, 5.194204086988899682e+00, 9.266708816388987913e+00, 7.259878658451822453e+00, 8.933121552527302001e+00
2.092000000000000000e+03, 5.848226026030082458e+00, 6.020126461820811237e+00, 6.062348848119552436e+00, 8.658674367567478214e+00, 9.605980907384255474e+00, 5.527180948422818041e+00, 8.682110636227779565e+00, 6.001278895172292849e+00, 6.658282470108919604e+00, 6.956304707347626959e+00, 6.638485624609663738e+00, 4.340843110751828604e+00, 5.112517645154038171e+00, 9.827921562564799984e+00, 6.866153051175196254e+00, 8.311123389900711089e+00
2.093000000000000000e+03, 4.625033219404899754e+00, 5.659367741062029999e+00, 6.050494500315358515e+00, 8.216533599721547176e+00, 9.590387275201445405e+00, 5.318760425483908705e+00, 8.563893991970978448e+00, 5.998920117540027519e+00, 6.644880709660557550e+00, 6.804015781101118598e+00, 6.254918040932364143e+00, 4.261722516407121297e+00, 5.356862448579066793e+00, 9.708881686400628652e+00, 6.826931920747174587e+00, 8.974549609237021386e+00
2.094000000000000000e+03, 4.994391261997794373e+00, 5.521028931149639440e+00, 6.123727216061092271e+00, 8.406926683994944582e+00, 9.776411224568338554e+00, 5.342141799514398492e+00, 8.615035491927288902e+00, 6.188317765223914968e+00, 6.620977392909858317e+00, 6.814793856841020236e+00, 6.489364570509040142e+00, 4.164021251614743235e+00, 5.417790799476644992e+00, 9.649321561432424588e+00, 7.140656412153451704e+00, 9.022308143811903491e+00
2.095000000000000000e+03, 4.898637270693321000e+00, 5.585378003780721912e+00, 6.363043083079119810e+00, 8.015138049606418846e+00, 9.584701102798156569e+00, 5.352460929692002267e+00, 8.795672714053987207e+00, 6.113926871587399781e+00, 6.654327922588456623e+00, 6.557902257974779658e+00, 6.644287026219929615e+00, 4.323314440217927768e+00, 5.172556901679269181e+00, 9.169477733333605940e+00, 6.317174927188007771e+00, 8.810729805009035687e+00
2.096000000000000000e+03, 5.590950909210096853e+00, 5.680828317057660115e+00, 5.880881313714544589e+00, 8.254395441135939038e+00, 9.972494992207137088e+00, 5.552594750855244676e+00, 8.525908928053825164e+00, 6.255214939120197215e+00, 6.663389215862556725e+00, 6.790998364050956582e+00, 6.999602351372554487e+00, 4.504388441559755485e+00, 5.024190706258561789e+00, 9.686349655570188233e+00, 6.773296985832000239e+00, 8.942280677225079799e+00
2.097000000000000000e+03, 5.414228285762220594e+00, 5.969008157381756163e+00, 5.795315479054598207e+00, 8.407476333742692987e+00, 1.002353751200535115e+01, 5.835635902919699802e+00, 8.608274020017704586e+00, 6.483126585350067472e+00, 6.812838049188350453e+00, 6.838042405784202415e+00, 6.817937416207004553e+00, 4.147633713962203927e+00, 5.357881454899163565e+00, 9.322778213373618783e+00, 6.717286908240261312e+00, 9.172626990413604631e+00
2.098000000000000000e+03, 5.009931836758434898e+00, 6.319392874166806173e+00, 6.280814641779485896e+00, 7.706239535900488491e+00, 9.572346356596906247e+00, 5.764472802094982917e+00, 8.481396551369151382e+00, 6.144450127215698387e+00, 6.829957206456843011e+00, 6.683040454962263510e+00, 7.337142329688954412e+00, 4.093356864039043863e+00, 5.267678219120620398e+00, 9.617010625009070779e+00, 6.684057206856796718e+00, 8.693737319486457338e+00
2.099000000000000000e+03, 5.465548919353742541e+00, 5.867555305083814510e+00, 6.229060276330245394e+00, 8.247353561225171603e+00, 9.955841567041998630e+00, 5.115186801335541489e+00, 8.113945679781570774e+00, 6.557991661734277500e+00, 7.024887744907152509e+00, 6.598113945441163253e+00, 6.660128497471364817e+00, 4.410397418363978694e+00, 5.256720239631329505e+00, 9.376040458209168094e+00, 7.116356686661434061e+00, 8.899729990692277326e+00
2.100000000000000000e+03, 5.881707452238162936e+00, 6.519893068065177211e+00, 6.417085251531735146e+00, 8.674288865002917959e+00, 1.035098910909113101e+01, 5.712868442131890490e+00, 9.067815600593695180e+00, 6.564867894124704506e+00, 6.821351138219850618e+00, 6.357257729816351066e+00, 7.180940686858406252e+00, 4.477420115256416366e+00, 5.671761943622684043e+00, 1.028761238157717806e+01, 7.004822995717408851e+00, 8.820970645618285033e+00
