year, CNRM-ESM2-1, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, NorESM2-MM, INM-CM4-8, MIROC-ES2L, IPSL-CM6A-LR, CMCC-CM2-SR5, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-LM, TaiESM1, CanESM5, CESM2-WACCM
2.077000000000000000e+03, 3.473589622976325786e-01, -9.284239266581527650e-01, -1.076132920889580347e-03, 1.480851766677943326e-01, 2.548090264808990368e-01, 9.476084831305915668e-02, 3.076649602311716802e-01, 4.301133457275005401e-01, -3.680175304847490420e-02, -4.524733978269040828e-03, 2.852029144403496752e-01, 3.115038194677199543e-02, 1.690331569165708786e-02, 3.006617461369734956e-01, 5.489039243399412848e-01, 1.695362276586404315e-01
2.078000000000000000e+03, 3.722702114229636816e-01, -6.147203706464739875e-02, 1.239505231590004863e-01, -9.996208761997900372e-02, 7.442211436868061136e-02, 6.488224333254515031e-02, 3.654964347485465392e-01, 3.657504276309099800e-01, 1.427224413699051953e-01, -2.008435506213729349e-01, -4.164865850170964418e-02, -1.104803297840497994e-01, 1.110308952632574342e-01, 3.747274756490722586e-02, 3.005653140105779553e-01, 4.407746092674123817e-02
2.079000000000000000e+03, 1.960805392291455340e-01, 3.469762026430496249e-01, -4.676218439373698854e-01, 2.362895056707847719e-02, -4.802255642784411527e-02, 1.707620157923306070e-01, -5.397151578498832203e-02, 3.631946029095747819e-01, 9.991330771816349376e-02, 1.628746862646779647e-01, 1.647224846753125305e-01, 1.971794936401779497e-01, 4.748171892631924962e-02, -1.117677479650634569e-02, 4.731269264753961146e-01, 8.488517541952500522e-02
2.080000000000000000e+03, 2.321441618531994711e-01, 1.775439229640328742e-01, -4.375153328279822174e-01, -5.921599245993618837e-02, -1.207380820147498923e-01, 1.975753848130616386e-01, 6.671369702588243744e-02, 7.118155982203260290e-01, -5.514137834994994186e-02, 1.004895625821232846e-01, 2.199504818661907890e-01, -1.826255768754808662e-01, 1.382906498450433945e-02, 5.586714511772641889e-02, 4.461525506374910965e-01, 9.381653357289712614e-02
2.081000000000000000e+03, 2.656450141281013755e-01, 6.921108145957241553e-02, 1.958224591243357959e-01, -2.650067392540731565e-02, 1.528810557383246671e-01, 5.744770426877895964e-02, 4.260182932420962243e-01, 1.572725013856763887e-01, 3.517732226869709211e-01, 8.781600537812558893e-02, 1.726367844085368577e-03, 2.492018426025099653e-01, 1.144548464085998890e-01, -3.171192714099016659e-03, 4.377393933921863156e-01, 9.888054695521303339e-02
2.082000000000000000e+03, 2.022201990203344457e-01, 2.672849258734399935e-01, -2.081714542012093327e-01, 3.611421096327527280e-02, 3.652273210816923688e-01, 1.244487844761551082e-01, -3.355055272297901431e-02, 5.526027212628100704e-01, 1.698165833697076396e-02, -3.993180402377610738e-02, 2.749475384088411953e-02, 1.997107020514012343e-01, 6.394543693375294435e-02, 6.389607081462581051e-02, 5.080756271597810514e-01, 2.132686206425006559e-02
2.083000000000000000e+03, 5.295390705926508179e-01, 3.357273133246845842e-01, -2.080912665864854683e-01, -3.146378573471986934e-02, -1.312731700462249074e-01, 1.296355332180879338e-01, 3.627330537803493682e-01, 3.660208055614309064e-01, 2.465959678549579648e-01, -1.107432894294483328e-01, 1.826143712832230537e-01, 1.450146223413379121e-01, 2.786574822416731934e-01, -7.255286778922626079e-02, 3.559214566482626907e-01, 1.218915232856169900e-01
2.084000000000000000e+03, 2.148748314987998509e-01, 4.117136874825305659e-01, 5.893419872166079376e-02, -2.875764798965786961e-01, 2.320091713207442508e-01, -4.448902912092846107e-02, 1.389535923797873274e-01, -6.484638205237780798e-03, 1.316526140244743126e-01, 7.165352819633501180e-02, -4.623386150141853973e-02, -8.800661164125455835e-03, 1.957484248686141293e-01, -8.601371106276411993e-02, 4.204541601012257157e-01, 2.085702646468994281e-01
2.085000000000000000e+03, 5.286687335047894898e-01, -8.367904551115836753e-01, -9.492494468000016450e-02, 8.753476361270685902e-02, 2.829243395882947154e-01, 1.400752918676587411e-01, 9.529909504108684259e-02, 4.173358109972378771e-01, 4.288279823748282205e-01, -4.374418050123584090e-01, 1.588182147601754635e-01, -1.205045500588270563e-01, 4.691543236118837085e-02, 3.007545954745772798e-01, 4.919830579599571152e-01, 1.247150229352856077e-01
2.086000000000000000e+03, 1.776092763856251255e-01, -9.547685918456852439e-02, 5.646508714626049391e-02, 2.359464087975390034e-01, -6.944346847672241974e-02, 1.253970165038770512e-01, 5.505435573002621236e-02, 4.901632039466161661e-01, 2.250291430084624122e-01, 1.916710511711337828e-01, -1.661969737129458113e-02, -3.555836782858767808e-02, -1.854504119772885928e-02, -1.453632173188002807e-01, 4.406493217833383769e-01, 3.101392985504475841e-01
2.087000000000000000e+03, 5.994350433150661406e-01, 5.627288614334763350e-01, 1.144613165917583025e-01, -2.798237075709023025e-01, 3.520635779994554238e-01, 6.594277958993555178e-02, 3.245554194022938765e-01, 3.717315802713592188e-01, 7.582001523337150717e-02, 3.306231937543050448e-01, -7.360383569031889173e-02, 6.604768879666358949e-02, 7.091663604333456328e-02, 1.643859279012898356e-01, 3.292236063787968847e-01, 1.447068018019172508e-01
2.088000000000000000e+03, 2.585574330205163696e-01, 2.652785200720717551e-01, -5.108993890215430406e-02, -4.998073090962475984e-01, 3.227085757735473348e-01, 8.597565063796913654e-02, -4.015168458526746642e-01, 1.188783548986083599e-01, 2.478216073291450439e-01, -2.974378587513212824e-01, -1.257563448296596630e-02, 3.454968239826678583e-02, -2.052049885196475382e-02, -9.746146635376436163e-02, 4.989589878090517905e-01, 1.582855560336408202e-02
2.089000000000000000e+03, 5.442537001853394729e-01, 2.669089789722655648e-01, -1.522953768312016731e-01, 7.103802226750419169e-02, 3.807506219484316223e-01, 2.882649886964746555e-01, -3.061697256478063123e-01, 5.446960440939626613e-01, 2.291731812823996350e-01, -5.144790941768397907e-01, 1.545431243532597587e-01, 1.759602818045323536e-01, 3.060284183585673667e-01, 2.648257083240756482e-01, 6.565226487673837541e-01, 1.396664498066371995e-01
2.090000000000000000e+03, 4.283235427749791935e-01, 3.807278925933100244e-01, 3.952360169831752035e-02, -1.709062449994528943e-01, -3.225335443542341751e-02, 2.914711788389576924e-02, 2.329011960311599613e-02, 1.557029360195242851e-01, 2.555103836474819645e-01, -2.163534880707960323e-02, 1.108022030674133962e-01, 1.453505566373926583e-01, 8.043326019907852398e-02, -2.961348092956287981e-01, 3.450943033513125258e-01, 1.204155828216788293e-01
2.091000000000000000e+03, 3.536675150594197348e-01, 1.658836734719899841e-01, -3.621495613130196745e-01, -2.358408890777695388e-01, -1.916565864908092720e-01, 7.231247079025555913e-02, -3.049437679258935885e-02, 4.072865874616548032e-01, -2.185571114308539897e-01, 4.874420927717793006e-01, 2.525726063783718667e-01, 1.563184822101494065e-01, 1.363596065275147484e-01, -1.182127692575362377e-01, 4.366181128158256874e-01, 1.532738951531466276e-01
2.092000000000000000e+03, 5.080280304491857635e-01, -4.919218935618573929e-01, 5.371190615755407766e-02, 1.452123712995148086e-01, 5.172050086114053924e-01, 9.148437400252094898e-02, -8.633184560237237848e-02, 2.471944093099896489e-01, 1.100511827006869087e-01, 4.041768626656850327e-01, 1.094704634454535946e-01, 1.159255205508533289e-02, 1.584520607047410767e-01, 1.588896934596259469e-01, 5.091166458630386193e-01, 1.393873954856412588e-03
2.093000000000000000e+03, 2.481103546684788053e-01, 1.868428556356449277e-01, -1.350795128516944221e-01, -6.338654590581747905e-02, 1.708482290394486292e-01, 1.835897762533955091e-01, -2.809716910031121589e-02, 5.868900239682264264e-01, -2.646344328917221364e-02, -8.004785334992710055e-01, 1.350237523890421010e-01, 1.887623998852204672e-03, 4.206815212778495378e-02, 8.096152529999962877e-02, 6.531696096004133700e-01, 7.873204052088106364e-02
2.094000000000000000e+03, 4.603595971376387430e-01, 8.493076547933917086e-02, -1.082187713791581546e-01, -1.789247889120160195e-01, 2.862165071898438162e-01, -1.900826595299342364e-02, 2.911103699443974846e-01, 5.567049413772768851e-01, 6.223735019227178561e-02, -2.475929568327498442e-01, 2.746767090981426240e-01, 1.122216549576251880e-02, 1.223188187743602523e-01, -3.903643323173959512e-02, 4.391206618255748539e-01, 1.151620629476190483e-01
2.095000000000000000e+03, 3.169781821795718546e-01, -1.580731814180989236e-01, -4.577649199679378195e-02, 4.837309727871252213e-02, -1.100594779889259474e-02, 1.985837767193004422e-01, 8.784886948218048608e-02, 4.183570823332640187e-01, 1.194641157508995050e-01, -2.014220878537757997e-01, -1.368989208748254693e-01, 1.633187581129908472e-01, 1.122682960272729652e-01, 1.102139717731067114e-01, 4.866336897339789691e-01, 9.824368121760636285e-02
2.096000000000000000e+03, 1.806382334872812800e-01, 4.521286243210206890e-01, -1.466345088203874214e-01, 1.304697791209721569e-01, 2.067891765045933583e-01, -2.306805244472530381e-02, -2.020991717668044196e-01, 4.920327895091594628e-01, 1.819445949766036186e-01, 3.283635509360460225e-01, 1.218096649886345889e-01, 2.044698995824992607e-02, 9.431431498238715405e-02, 1.614326271544554992e-01, 7.660934895004272160e-01, 8.590316049314489222e-02
2.097000000000000000e+03, 4.226350500600670745e-01, -3.617434698354580758e-01, 2.114112379208832673e-02, 2.277215374417784211e-01, 2.760699363925143146e-01, 9.399053102392080153e-03, -2.092695261468135726e-01, 5.022222910949531993e-01, 9.350734342474249783e-02, 1.211569694175040728e-02, 1.865583647258044764e-01, 1.489602865733465620e-01, 1.768967445133237670e-01, -1.595867266385607719e-01, 6.017327865047145119e-01, 1.757989885834912447e-01
2.098000000000000000e+03, 2.507755876370734716e-01, 2.689577080385104901e-01, -4.921685162877009918e-03, 4.986802060756007071e-02, -3.663656992288705921e-02, 1.993747304594755410e-01, -7.343731299502172238e-03, 3.326769007939822109e-01, 3.355088362865346618e-01, -2.795756768179140650e-01, -3.294072103896472647e-02, 1.266505624782995332e-01, 3.098631700723982196e-01, -2.181165120630404741e-01, 3.296288454537822377e-01, 1.519418112293974832e-01
2.099000000000000000e+03, 3.152713307695051981e-01, -3.977064932835049360e-01, 1.838139747775081323e-01, -5.365444047531392480e-01, 7.288019380406673964e-02, 1.263142447364750121e-01, 3.396381591227370846e-03, 3.258476451687684072e-01, 6.365875274796006789e-02, 1.229662468104497225e-01, 4.990428897670623476e-02, -3.553602464860727839e-01, 1.006401973880478307e-01, 3.394218678059250371e-01, 5.693787809037702541e-01, 1.799852246418190693e-01
2.100000000000000000e+03, 5.958695956776081104e-01, 3.353807163693858784e-01, -9.339764159609414973e-02, 1.593287345923740661e-01, -1.062800904487384152e-01, 1.378444211679439313e-01, 1.073770785845995362e-01, 4.219031449269199929e-01, 3.468837530574954697e-01, 3.382334144933456521e-01, -1.329397691680659355e-01, 3.057341483668673532e-01, 2.097298989738379249e-01, 1.582212251494370947e-01, 4.559302163728856105e-01, 1.279905243709719143e-01
