year, CMCC-ESM2, MPI-ESM1-2-LR, CESM2-WACCM, CanESM5, UKESM1-0-LL, CNRM-ESM2-1, MIROC-ES2L
2.072000000000000000e+03, -1.595923037565803399e-09, 1.369636096617110867e-10, 9.664311612734027173e-10, 2.081356265200438834e-09, 1.191357185962292378e-09, 2.835805057859843324e-09, 2.994013104224579140e-09
2.073000000000000000e+03, -2.417420057808170077e-10, 2.813093764232889836e-10, 1.468978544352820568e-09, 1.382567463260742842e-09, 1.302965319750241227e-09, 2.768946435223214666e-09, 1.179441252264716291e-09
2.074000000000000000e+03, 1.610071281143435665e-09, 1.478591612361081691e-09, -1.181249911848597907e-10, 2.409888932054168044e-09, 1.486997438215727686e-09, 7.828907332533200821e-10, 1.629004812199439937e-09
2.075000000000000000e+03, 4.794595252591396286e-10, -2.012345690481064272e-10, 7.593035791986562475e-10, 2.239578297081584490e-09, 1.537981014384186958e-09, 1.883662611394151227e-09, 1.151289358648710001e-09
2.076000000000000000e+03, -1.633691206131969656e-11, 8.204607357402227796e-10, 7.791649424159442528e-10, 2.064847172721575141e-09, 8.668833580844926440e-11, 3.580843721561741233e-09, 1.518286512847367530e-09
2.077000000000000000e+03, -3.075592806313584950e-10, 1.627203289136051312e-10, 8.970204210969135393e-10, 2.893092126214879587e-09, 1.518034905616469391e-09, 1.830814891698756708e-09, 2.273879317036898715e-09
2.078000000000000000e+03, 8.337027890643040918e-10, -5.761741500138485194e-10, 2.332149482587186777e-10, 1.584180955570610091e-09, -2.216811756701690567e-10, 1.962113895955900298e-09, 1.933612013783537320e-09
2.079000000000000000e+03, -2.393291467059591967e-09, 1.038781554639230764e-09, 4.491295863502541573e-10, 2.493696483099844680e-09, 8.767599095811390975e-10, 1.033476058364792615e-09, 1.920100140623717571e-09
2.080000000000000000e+03, -2.234525855826243808e-09, -9.616504262102984271e-10, 4.963856257369303794e-10, 2.351523416219249101e-09, 1.170719133902376863e-09, 1.223555556852435631e-09, 3.763154020714585921e-09
2.081000000000000000e+03, 3.605018228360592753e-09, 1.311458735428987434e-09, 5.231794472072991586e-10, 2.307180430309159520e-09, 9.188849463190032271e-12, 1.400127535372272927e-09, 8.314522011277390005e-10
2.082000000000000000e+03, 1.492167125781563195e-09, 1.055499755624201212e-09, 1.128409606238775509e-10, 2.677899594587924656e-09, 1.463449142295637537e-10, 1.065836186634755986e-09, 2.921443640146664786e-09
2.083000000000000000e+03, -8.105980792568728293e-10, 7.702507346518670486e-10, 6.449310985376046520e-10, 1.875944984394588385e-09, 9.719921355611464742e-10, 2.791026348549037630e-09, 1.935041420218148297e-09
2.084000000000000000e+03, -5.812298022157441046e-10, -4.428995949844309316e-11, 1.103550487147584384e-09, 2.216075648367583796e-09, -2.460866001959105181e-10, 1.132534594061185277e-09, -3.428232311279961533e-11
2.085000000000000000e+03, 1.174425730730435688e-09, -6.334062388719225014e-10, 6.598703058072883987e-10, 2.593080952967600814e-09, 8.453335553275474254e-10, 2.786439087893045275e-09, 2.206328351147380637e-09
2.086000000000000000e+03, 6.804291289961262139e-10, -1.834022875521915943e-10, 1.640954786044782797e-09, 2.322517706183830258e-09, -8.846080966568862211e-11, 9.361201045736167479e-10, 2.591344775739392492e-09
2.087000000000000000e+03, 2.586782669116596891e-11, 3.503893780899411647e-10, 7.656473078385609796e-10, 1.735229392874021653e-09, -3.917673561801290541e-10, 3.159425041599947576e-09, 1.965232560823653592e-09
2.088000000000000000e+03, 1.337641173729619021e-09, 1.819554705732401647e-10, 8.374928361196156967e-11, 2.629848785778619979e-09, -6.693568381963077951e-11, 1.362771225484489215e-09, 6.284739479313353560e-10
2.089000000000000000e+03, -1.795030911140976205e-09, 9.314922323120374998e-10, 7.389786793588334672e-10, 3.460315041679955982e-09, 8.225787511731126954e-10, 2.868582323514906760e-09, 2.879643426646383534e-09
2.090000000000000000e+03, -1.383528544189552951e-09, 7.629904495013628166e-10, 6.371218606256844628e-10, 1.818878618927453096e-09, 5.897611958334920903e-10, 2.257552577283669398e-09, 8.231543832193128765e-10
2.091000000000000000e+03, 1.293122248152021096e-09, 8.325109370972824055e-10, 8.109760130458617556e-10, 2.301270529026075415e-09, 1.344355240679311522e-09, 1.864065199291082098e-09, 2.153201142292252391e-09
2.092000000000000000e+03, 1.147247353126269699e-09, 6.450275328747186481e-11, 7.375021959665481186e-12, 2.683386461924969768e-09, 5.826728137414140333e-10, 2.677648727974386551e-09, 1.306842161957124336e-09
2.093000000000000000e+03, 2.571298259763533471e-10, 8.727371140809706394e-12, 4.165731956951480644e-10, 3.442642274584116248e-09, 7.186839924693363058e-10, 1.307708110097630352e-09, 3.102710250990739043e-09
2.094000000000000000e+03, -2.411426821817169100e-09, 6.327154756413604000e-11, 6.093253555674338978e-10, 2.314460642112401576e-09, 1.462007613032476906e-09, 2.426404087578579342e-09, 2.943130838567447224e-09
2.095000000000000000e+03, 9.049950174248249589e-10, 8.616262271667758203e-10, 5.198097746599047093e-10, 2.564886191719698574e-09, -7.286648554661850979e-10, 1.670687787755165227e-09, 2.211727504163998874e-09
2.096000000000000000e+03, 2.452402398952854970e-09, 1.090078052555142168e-10, 4.545157708373097224e-10, 4.037826920409379372e-09, 6.483500480948623821e-10, 9.520847416491881467e-10, 2.601228709786840895e-09
2.097000000000000000e+03, 4.946910889986308368e-10, 7.898379701320822235e-10, 9.301568457987207696e-10, 3.171535690540979038e-09, 9.929846269075602217e-10, 2.227570402345982357e-09, 2.655097526313939283e-09
2.098000000000000000e+03, -1.756451131774820164e-09, 6.651252490261523996e-10, 8.039279236863189980e-10, 1.737365274810891532e-09, -1.753318841479856673e-10, 1.321755676846659687e-09, 1.758762269261540313e-09
2.099000000000000000e+03, -2.597235313283099612e-10, -1.872562440868312692e-09, 9.523063254923071497e-10, 3.001008363799487772e-09, 2.656229960176502833e-10, 1.661691535121299203e-09, 1.722658057961922062e-09
2.100000000000000000e+03, 1.517058721494737925e-09, 1.613585913860163633e-09, 6.772010658325668887e-10, 2.403058277781492459e-09, -7.075916820055085683e-10, 3.140632739288089844e-09, 2.230474465793366698e-09
