year, MIROC-ES2L, NorESM2-MM, IPSL-CM6A-LR, GFDL-ESM4, NorESM2-LM, INM-CM5-0, MPI-ESM1-2-LR, INM-CM4-8, CanESM5, ACCESS-ESM1-5, CNRM-ESM2-1, UKESM1-0-LL, EC-Earth3-Veg, TaiESM1, CESM2-WACCM, CMCC-CM2-SR5
2.047000000000000000e+03, 2.810604128486642761e+00, 2.540872143001243533e+00, 2.256171776532621465e+00, 1.924159472790296643e+00, 2.278710298676457580e+00, 3.161244437918486305e+00, 2.216489644601820519e+00, 3.099995412217226409e+00, 2.506507718233561111e+00, 2.922474253002134148e+00, 2.154869081042052770e+00, 2.533407428117183446e+00, 2.062851448202310145e+00, 2.356136745743059979e+00, 2.433661984305573345e+00, 2.697525284280354985e+00
2.048000000000000000e+03, 2.765384198429375662e+00, 2.295786758796327209e+00, 2.195627802664836814e+00, 1.870079679708391840e+00, 2.340311019762227218e+00, 3.220285722476990298e+00, 2.170740753866212458e+00, 3.098683587436293685e+00, 2.526105300293338463e+00, 2.813187590144645700e+00, 2.143197505839843142e+00, 2.573218832787696808e+00, 1.982646071095789830e+00, 2.675504075599651532e+00, 2.124608226455890758e+00, 2.430634899131317361e+00
2.049000000000000000e+03, 2.978579088760788363e+00, 2.145709876203687028e+00, 2.014789010004957692e+00, 2.011545051403007101e+00, 2.468799695298350638e+00, 3.145089149982035703e+00, 2.099094616170036787e+00, 3.307053000882713700e+00, 2.305074889452756182e+00, 2.802597321869795266e+00, 2.095582964610578358e+00, 2.467709039273016103e+00, 1.945944676629766334e+00, 2.740018840096547059e+00, 2.699116179855373332e+00, 2.798660684808934818e+00
2.050000000000000000e+03, 3.116817987236152110e+00, 2.068094902920085243e+00, 2.073493947463402431e+00, 1.915283513214693922e+00, 2.440611497567672927e+00, 3.226976090640645722e+00, 2.194316057809118092e+00, 3.102941515007789697e+00, 2.335172866569482419e+00, 2.799164782027410592e+00, 2.224149703245171139e+00, 2.875960439274816594e+00, 2.009629800701486335e+00, 2.657733441537754260e+00, 2.385763304292594977e+00, 2.646634469867987782e+00
2.051000000000000000e+03, 2.984154846985825671e+00, 2.103121061599489305e+00, 2.026541212280181803e+00, 2.122273252885438222e+00, 2.013002654641395939e+00, 3.241793337308307876e+00, 2.222733285388892810e+00, 3.100628897932527384e+00, 2.560012399209476097e+00, 2.744848711189677548e+00, 2.374121794570211108e+00, 2.659330592550025685e+00, 2.121459985204055432e+00, 2.458946847285427673e+00, 2.410943846490013254e+00, 2.627485030897326546e+00
2.052000000000000000e+03, 2.926138937968781661e+00, 2.051523204723467941e+00, 2.279662633698535945e+00, 1.915953520136481680e+00, 2.236708169297599635e+00, 3.073036677434290542e+00, 2.179892868828201102e+00, 3.169178465401526257e+00, 2.662436129036340304e+00, 2.827324812374191421e+00, 2.384596424108586632e+00, 2.536594983551934135e+00, 1.967130345183846218e+00, 2.500770660572698478e+00, 2.604796369131113565e+00, 2.602097947880239293e+00
2.053000000000000000e+03, 2.777042460066379892e+00, 2.013807027073362121e+00, 2.206496346775457251e+00, 2.052775204587327540e+00, 2.198856576641804228e+00, 3.183729720608718949e+00, 2.276042300655387596e+00, 3.132948212884691941e+00, 2.511978078195274300e+00, 2.903712483662471033e+00, 2.315292240885073571e+00, 2.818512505946119351e+00, 2.169606928038095184e+00, 2.670524233316116991e+00, 2.505303182204539070e+00, 2.493873595676222354e+00
2.054000000000000000e+03, 2.809503135852685851e+00, 1.978281166317141571e+00, 2.137913758572611123e+00, 1.934529332838034854e+00, 2.443288182781990336e+00, 3.162899842251921889e+00, 2.078369369478224815e+00, 3.261760972079593479e+00, 2.678971208968251361e+00, 2.751508769405123456e+00, 2.165347106159281942e+00, 2.750577447135202913e+00, 2.045768234378278372e+00, 2.431290274108092841e+00, 2.249958860785664427e+00, 2.885223861227233844e+00
2.055000000000000000e+03, 2.981561061513484656e+00, 2.236272736935486893e+00, 2.092810801067392479e+00, 2.088721943360967614e+00, 2.226705463117931050e+00, 3.198091513923190909e+00, 2.270476324866908424e+00, 3.126438705813419094e+00, 2.323805493157546920e+00, 2.730760609322640420e+00, 2.356664449412842810e+00, 2.726515972530147547e+00, 1.809984191008850551e+00, 2.647317874050864273e+00, 2.405538185020988706e+00, 2.815448367418450282e+00
2.056000000000000000e+03, 3.034499908557555692e+00, 2.212333471375369953e+00, 2.194857384047308013e+00, 2.206311520838301732e+00, 2.271967595790082228e+00, 3.329676881000576127e+00, 2.408504308356319790e+00, 3.131047741505122772e+00, 2.301888585418260469e+00, 2.728742293006146014e+00, 2.201483402512681042e+00, 2.526052794699791271e+00, 2.046535746399259725e+00, 2.324208719365361997e+00, 2.622159681412120413e+00, 2.717250808284553898e+00
2.057000000000000000e+03, 2.852475555264147200e+00, 2.404212687091140221e+00, 2.316975092557466809e+00, 2.105290820621313674e+00, 2.229702200761884967e+00, 3.042730764964491907e+00, 2.245111998316910107e+00, 3.188364090010101570e+00, 2.491454079790552001e+00, 2.698052491817749754e+00, 2.233143521388003094e+00, 2.639129920944015328e+00, 1.994111044790079168e+00, 2.627998423276610485e+00, 2.261233164957846320e+00, 2.694653597995533278e+00
2.058000000000000000e+03, 2.957223285032854143e+00, 2.234996603099526524e+00, 2.202626677078302286e+00, 2.004722049181510091e+00, 2.283385523869498446e+00, 3.145886123776364673e+00, 2.193996846155755520e+00, 3.264953370774005492e+00, 2.517506727015022872e+00, 2.792052687553476353e+00, 2.330203800018287641e+00, 2.448767173156843668e+00, 2.029788743079781188e+00, 2.525448678507742795e+00, 2.459854980525443935e+00, 2.725302403762766446e+00
2.059000000000000000e+03, 2.995394019598307533e+00, 2.106611132793557051e+00, 2.102992489548136223e+00, 1.958388179997015976e+00, 2.434669023182292946e+00, 3.097502416861126484e+00, 2.259970723456797614e+00, 3.326331798336430889e+00, 2.339397902404857454e+00, 2.885999208942694683e+00, 2.236338306005300591e+00, 2.601402475554540406e+00, 2.127293741643789815e+00, 2.698348889942617124e+00, 2.854017498597082536e+00, 2.501755685027169385e+00
2.060000000000000000e+03, 2.925023488387789694e+00, 2.306474728576009880e+00, 2.223513884508347971e+00, 2.139107339415655229e+00, 2.269485427429038804e+00, 3.309343120492791446e+00, 2.042630374293803008e+00, 3.194658872106022951e+00, 2.473273848703136490e+00, 2.907753017154433461e+00, 2.403848534716856999e+00, 2.454243584979226345e+00, 2.212864085346138765e+00, 2.566640888969351497e+00, 2.475951344840682022e+00, 2.550184868882535039e+00
2.061000000000000000e+03, 2.785590714536996693e+00, 2.175145041955206082e+00, 2.183120385167509170e+00, 2.144765522087237475e+00, 2.226504226155077149e+00, 3.320913155151330898e+00, 2.387857482771327255e+00, 3.269690634335538970e+00, 2.369409020875396621e+00, 3.086839885353291013e+00, 2.108236175009999602e+00, 2.673269695589436168e+00, 1.970764341726279012e+00, 2.486435337605222173e+00, 2.533514028942990493e+00, 2.726320827569548300e+00
2.062000000000000000e+03, 3.000935886093111904e+00, 2.113601113276923904e+00, 2.095958431111733411e+00, 2.099306641755465996e+00, 2.517744612945460148e+00, 3.232197649327034128e+00, 2.427051181458727225e+00, 3.108805803617628705e+00, 2.353615435813082524e+00, 2.892721503401161520e+00, 2.282390127493527654e+00, 2.737009896465774972e+00, 2.002383530471532946e+00, 2.669637085220472716e+00, 2.391263040114739002e+00, 2.652002414420106202e+00
2.063000000000000000e+03, 3.055781718820405946e+00, 2.089988173897890267e+00, 2.207817872069512966e+00, 1.984363235725588259e+00, 2.263379789236333206e+00, 3.098988311256716255e+00, 2.401087062324628096e+00, 3.396273603781477135e+00, 2.899771932775451422e+00, 2.907556328639703924e+00, 2.464967838718042259e+00, 2.579571761048245815e+00, 2.013602287556353954e+00, 2.818457914944701770e+00, 2.601077560605309369e+00, 2.811780073366834110e+00
2.064000000000000000e+03, 2.749256565246292805e+00, 2.168289629136220142e+00, 2.142115812242719741e+00, 2.085787568278947735e+00, 2.164853507736399063e+00, 3.220249942571192570e+00, 2.401430345355269225e+00, 3.282167339595427613e+00, 2.649540089270721932e+00, 2.905856489475035609e+00, 2.344336799117827219e+00, 2.623428583629501709e+00, 1.907485555921175413e+00, 2.660830425926849152e+00, 2.368647089887621071e+00, 2.789429001242370809e+00
2.065000000000000000e+03, 2.915610982966978959e+00, 2.356362204261051030e+00, 2.073807566203533348e+00, 2.127942269543035891e+00, 2.407618742544946677e+00, 2.949690013902773522e+00, 2.298761196758754455e+00, 3.331423183723183357e+00, 2.488753245971754513e+00, 2.675799329783099090e+00, 2.435983962403565517e+00, 2.742470977483232986e+00, 2.161414442188881679e+00, 2.601489818975827095e+00, 2.305604343018918811e+00, 2.856134477311582653e+00
2.066000000000000000e+03, 2.911078831663142186e+00, 2.215509077683116779e+00, 2.201579541773359239e+00, 2.050387629565102898e+00, 2.376391865687663696e+00, 3.172390504100143893e+00, 2.482276047510696415e+00, 3.151231201719193464e+00, 2.466634434602081427e+00, 2.807367367167649785e+00, 2.336608043223057596e+00, 2.543782935044125448e+00, 1.976685453972238493e+00, 2.534080964920661927e+00, 2.674272903838590842e+00, 2.682894355832381894e+00
2.067000000000000000e+03, 2.902316583692564844e+00, 2.201851195055386068e+00, 2.165651427265013584e+00, 1.931317238380628298e+00, 2.392330177619947484e+00, 3.175157915221165084e+00, 2.257403780651809466e+00, 3.263739805480082801e+00, 2.657664884031370800e+00, 2.778406227853091881e+00, 2.378662041829978868e+00, 2.679778802783571834e+00, 2.286888186597508810e+00, 2.599575333630432805e+00, 2.629261305712907504e+00, 2.631114194497357506e+00
2.068000000000000000e+03, 2.865472652096342721e+00, 2.091889591211492316e+00, 2.211057145221491549e+00, 2.068895556437676309e+00, 2.101673813218506659e+00, 3.259013421174450809e+00, 2.285766009791917242e+00, 3.065469391053973869e+00, 2.765202554884611530e+00, 2.907981363389692930e+00, 2.529569761439431463e+00, 2.377103689961989286e+00, 2.380992045246989708e+00, 2.611178506129920862e+00, 2.333688580032890592e+00, 2.454041802586768739e+00
2.069000000000000000e+03, 2.793291218214529081e+00, 2.040966293485405370e+00, 2.281129819165868433e+00, 2.186244038840928106e+00, 2.069820604549436283e+00, 3.291865528116464823e+00, 2.197089240881997529e+00, 3.282640103561313971e+00, 2.701162727334502023e+00, 2.767798048633254293e+00, 2.371423326524608299e+00, 2.858519403149371030e+00, 2.084140485727073333e+00, 2.373351825495518597e+00, 2.815931481051109575e+00, 3.072354072839978745e+00
2.070000000000000000e+03, 2.996078578292209027e+00, 2.124002577934587244e+00, 2.247007965788160533e+00, 2.077386431814076229e+00, 2.356752011360230270e+00, 3.222589599737696986e+00, 2.361112796435449912e+00, 3.123462201697929430e+00, 2.718288820237429793e+00, 2.843184254114502707e+00, 2.508506169597053415e+00, 2.727537008081254211e+00, 2.146952859429754223e+00, 2.736675496834891419e+00, 2.383400894065470510e+00, 3.112572545664034518e+00
2.071000000000000000e+03, 3.145413888875776109e+00, 2.221515471631783978e+00, 2.090347176261582174e+00, 1.993901212188754712e+00, 2.231677020582579107e+00, 3.399792342084714925e+00, 2.272080816849411544e+00, 3.303268520758490201e+00, 2.438551195057558463e+00, 3.025537815821818466e+00, 2.083235478505212956e+00, 2.582735961040030226e+00, 1.962602763717959720e+00, 2.802049481167495415e+00, 2.797201418071908918e+00, 2.987830045827641445e+00
2.072000000000000000e+03, 3.103589151584353889e+00, 2.289654936583066736e+00, 2.332674965483698237e+00, 2.116641245463824372e+00, 2.469447967463183957e+00, 3.316592699764960184e+00, 2.174553207229197760e+00, 3.103887352422187274e+00, 2.622260610416732973e+00, 2.775078013189351100e+00, 2.236242431758381333e+00, 2.620932416831383005e+00, 2.321188980785590328e+00, 2.540735159184130953e+00, 2.442516102104015374e+00, 2.870890482174416558e+00
2.073000000000000000e+03, 2.861384961632080337e+00, 2.232168339864334161e+00, 2.098167803672192910e+00, 2.065831732072949567e+00, 2.235615585811647321e+00, 3.264690563732389084e+00, 2.404852585974721180e+00, 3.302182197789971241e+00, 2.564578700907413022e+00, 3.048774387099783656e+00, 2.265047056828318084e+00, 2.935820977026596168e+00, 2.171831507770248582e+00, 2.840876680524741182e+00, 2.644776519452062047e+00, 2.766483305644152235e+00
2.074000000000000000e+03, 2.869398597280748753e+00, 2.112163351255812227e+00, 2.187960246124542429e+00, 2.318494655525420001e+00, 2.223534766926755335e+00, 3.268488525121664434e+00, 2.222045881690133395e+00, 3.196993814941365475e+00, 2.553066377900808259e+00, 2.869938793568185709e+00, 2.359046586811972546e+00, 2.567827459827146885e+00, 2.093053651034869844e+00, 2.517158027301276135e+00, 2.661589211864220150e+00, 2.625176721436146110e+00
2.075000000000000000e+03, 3.149150849942600416e+00, 2.431604388420951945e+00, 2.157588414287079814e+00, 2.386622890257104501e+00, 2.315202242842499647e+00, 3.212827170390789355e+00, 2.233023383841332699e+00, 3.361478148374497987e+00, 2.759346275022507289e+00, 2.795470143072449787e+00, 2.229877770431521355e+00, 2.805473102141836428e+00, 2.170326879376698326e+00, 2.610520668363460306e+00, 2.928474403985990460e+00, 2.695057538215761994e+00
2.076000000000000000e+03, 3.047833673800731003e+00, 2.340029750955984866e+00, 2.327867785576292814e+00, 2.157969868427505933e+00, 2.686395882645620681e+00, 3.277406357202213183e+00, 2.386599217591963029e+00, 3.275242263870399295e+00, 2.751302204788362626e+00, 2.849642845105072375e+00, 2.240056757124977871e+00, 2.983924671381888327e+00, 2.195427145241818145e+00, 2.740135232459350423e+00, 2.439308156525427762e+00, 3.037646266219959923e+00
