year, NorESM2-MM, NorESM2-LM, CanESM5, INM-CM5-0, EC-Earth3-Veg, CESM2-WACCM, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1, UKESM1-0-LL, CMCC-CM2-SR5, GFDL-ESM4, MIROC-ES2L, INM-CM4-8, TaiESM1, MPI-ESM1-2-LR
2.025000000000000000e+03, 3.209342815157938844e+01, 3.476063017291344437e+01, 3.198252219496459148e+01, 3.747854982110529676e+01, 2.136431279124979099e+01, 3.200287269065793083e+01, 4.874110295670299564e+01, 1.633808663927645455e+01, 4.750092171720700662e+01, 3.584821600513834028e+01, 3.351397957755943224e+01, 2.495119474457675679e+01, 3.547119447024839189e+01, 3.859604223383342259e+01, 3.236496073571313303e+01, 3.325438703652901040e+01
2.026000000000000000e+03, 3.231287483154414986e+01, 3.489702459535259749e+01, 3.228993532556765444e+01, 3.774248153882568602e+01, 2.158802146968474034e+01, 3.217671230456143405e+01, 4.900527344583674960e+01, 1.644251935981737489e+01, 4.786505029337440220e+01, 3.602479829704388692e+01, 3.378062879228123450e+01, 2.507454921059341402e+01, 3.585369840907106465e+01, 3.882933868976930825e+01, 3.226365624093560314e+01, 3.347061144541151378e+01
2.027000000000000000e+03, 3.236876507895362209e+01, 3.487564038485468387e+01, 3.245224107728876817e+01, 3.789761193060998323e+01, 2.164840981304558909e+01, 3.227170518593656112e+01, 4.928601314440150105e+01, 1.657048140818980997e+01, 4.825021459779556210e+01, 3.617749183529539891e+01, 3.438852229943275063e+01, 2.522073957621335083e+01, 3.615395277842912236e+01, 3.894733736748668207e+01, 3.206744290622036431e+01, 3.389115539395563559e+01
2.028000000000000000e+03, 3.256014369646077711e+01, 3.515045263650615937e+01, 3.277119133818636953e+01, 3.804887134405684890e+01, 2.174882599406165085e+01, 3.222705621417952671e+01, 4.962465667826550231e+01, 1.670018535317547759e+01, 4.859946842073080120e+01, 3.637642357603557031e+01, 3.491254893984027774e+01, 2.520635960251764374e+01, 3.655764510959536295e+01, 3.897566794018503344e+01, 3.222106577428181851e+01, 3.397045295811994237e+01
2.029000000000000000e+03, 3.280532350689986032e+01, 3.549423884555260145e+01, 3.320726025386551328e+01, 3.817925602993931733e+01, 2.199949148292827417e+01, 3.242754439367475783e+01, 4.981587525439211817e+01, 1.691608898485497647e+01, 4.905468865445754290e+01, 3.651530127273657200e+01, 3.481224035370907188e+01, 2.536816587855709670e+01, 3.672927279477215023e+01, 3.909561348831191196e+01, 3.250464875105848250e+01, 3.403935503323216949e+01
2.030000000000000000e+03, 3.296263662600157573e+01, 3.581328062605201978e+01, 3.355121909381244905e+01, 3.836345445232893070e+01, 2.224960834052537706e+01, 3.293392679091567743e+01, 4.994642140615146531e+01, 1.698187528249441414e+01, 4.946613836737407865e+01, 3.672104609409314691e+01, 3.493198283177485308e+01, 2.532071360535885418e+01, 3.689871856688225904e+01, 3.927499117294357944e+01, 3.269028858498103318e+01, 3.428024492560416547e+01
2.031000000000000000e+03, 3.318710357789359477e+01, 3.571967891372303683e+01, 3.369220825647002471e+01, 3.857758005166949999e+01, 2.243671419195338856e+01, 3.310433687480238518e+01, 5.019078359526457689e+01, 1.713127310862250141e+01, 4.997067267749670805e+01, 3.686761516536950012e+01, 3.536161004939222607e+01, 2.541840852674347673e+01, 3.726763104652470560e+01, 3.945626511753275167e+01, 3.282176787244809901e+01, 3.452679770497571354e+01
2.032000000000000000e+03, 3.344865643998205940e+01, 3.578809737535023316e+01, 3.391413308242714919e+01, 3.873922478217856025e+01, 2.259399157726632623e+01, 3.296558670013914849e+01, 5.054581020113995748e+01, 1.732063382276834318e+01, 5.036263622303135179e+01, 3.702120950436106028e+01, 3.523190526986573445e+01, 2.545252273659185605e+01, 3.755282516487656608e+01, 3.956690548442031030e+01, 3.308572760099624332e+01, 3.478732299450667398e+01
2.033000000000000000e+03, 3.371010425068920568e+01, 3.630171950210034026e+01, 3.430691966806065096e+01, 3.895638602311995413e+01, 2.250791310993275829e+01, 3.320934560370809407e+01, 5.089660485653371325e+01, 1.751511700854608478e+01, 5.080681607131679556e+01, 3.724064297106936294e+01, 3.516060519635957604e+01, 2.547649576656033688e+01, 3.767912606869493430e+01, 3.974600270918703870e+01, 3.271224139166317002e+01, 3.496802504566824865e+01
2.034000000000000000e+03, 3.415049868488899421e+01, 3.663271192290347500e+01, 3.468133801089712165e+01, 3.912581615536937107e+01, 2.278967452385522918e+01, 3.379495619475869006e+01, 5.120982025382139824e+01, 1.767746522009628762e+01, 5.128809541055696286e+01, 3.745061919535398687e+01, 3.538407956854047853e+01, 2.547590355130020967e+01, 3.793556270473867187e+01, 3.995350912282701472e+01, 3.303762164648135524e+01, 3.515173591763190331e+01
2.035000000000000000e+03, 3.448198285077881309e+01, 3.688616017701576766e+01, 3.480609141203895263e+01, 3.920463861109294612e+01, 2.311417621246763687e+01, 3.425312788243498119e+01, 5.154908101379851360e+01, 1.780868479770093415e+01, 5.179143353128054628e+01, 3.773014993775668557e+01, 3.659387111506839574e+01, 2.545520490217253951e+01, 3.844637863084655294e+01, 4.017212698328749099e+01, 3.318278595478877691e+01, 3.530808409920182811e+01
2.036000000000000000e+03, 3.489442594976441114e+01, 3.732450385093391532e+01, 3.511340462461794942e+01, 3.940885273761248442e+01, 2.335483052236761381e+01, 3.446724447483202169e+01, 5.190422381930507356e+01, 1.797407049086515940e+01, 5.198695856730843445e+01, 3.804580516923650890e+01, 3.657896523375548270e+01, 2.564906390100550837e+01, 3.896019122965901715e+01, 4.036493431329869708e+01, 3.394052272174116069e+01, 3.558414665956813394e+01
2.037000000000000000e+03, 3.521443105052367883e+01, 3.758296945058412319e+01, 3.533263738335461568e+01, 3.969296276902308307e+01, 2.371237741325667869e+01, 3.449113327786758987e+01, 5.213883033214490581e+01, 1.819195396531798536e+01, 5.267720463511962237e+01, 3.821524909528314140e+01, 3.629512309765025435e+01, 2.573832704646969205e+01, 3.945115539524181969e+01, 4.045479818961731411e+01, 3.377704659236318463e+01, 3.587987833551991912e+01
2.038000000000000000e+03, 3.545212818450051628e+01, 3.773287745420513772e+01, 3.556292043320001284e+01, 3.988982624004049882e+01, 2.401956686090418813e+01, 3.476343547617811680e+01, 5.229213560354836687e+01, 1.838531223660427827e+01, 5.321786753176847640e+01, 3.837883894654817141e+01, 3.678231433653726157e+01, 2.582359089359569992e+01, 3.982275338851798097e+01, 4.061035547417534985e+01, 3.375108398717064517e+01, 3.615721454356550879e+01
2.039000000000000000e+03, 3.560167886320427755e+01, 3.807781343915189609e+01, 3.592082628824412183e+01, 3.996764626781215668e+01, 2.405329069970109046e+01, 3.508509909731507292e+01, 5.248856800711385517e+01, 1.858454356170835098e+01, 5.370392404276564946e+01, 3.857025008293033608e+01, 3.745350908356707009e+01, 2.593034780357642433e+01, 4.022742747790968565e+01, 4.074685501534966647e+01, 3.334540007023029773e+01, 3.641144193027268017e+01
2.040000000000000000e+03, 3.569731723948390822e+01, 3.826959193762274936e+01, 3.626039955438047713e+01, 4.014479839516339155e+01, 2.423562122746581338e+01, 3.562171828813825414e+01, 5.272076208072600423e+01, 1.877345175419881684e+01, 5.402290528013225668e+01, 3.880358572260035288e+01, 3.816081605183561010e+01, 2.610645938282166512e+01, 4.071715607390631675e+01, 4.084949544098130048e+01, 3.422776483822063653e+01, 3.661261436208632603e+01
2.041000000000000000e+03, 3.596837377260985846e+01, 3.827457544226788144e+01, 3.658440264305266254e+01, 4.040673777433186586e+01, 2.445801178372683893e+01, 3.600521363231199956e+01, 5.294868240979136687e+01, 1.899188388624938639e+01, 5.467565384352602109e+01, 3.885897195153433614e+01, 3.799620133972801739e+01, 2.628268751633902767e+01, 4.099492876836236377e+01, 4.097679077237078360e+01, 3.437485661459378150e+01, 3.699222427734723340e+01
2.042000000000000000e+03, 3.644075823832111638e+01, 3.841511530069855240e+01, 3.704162718542604438e+01, 4.054757315455462674e+01, 2.467975728635114052e+01, 3.614711441154857852e+01, 5.324605315439035991e+01, 1.919407299665400402e+01, 5.527632960787117611e+01, 3.905089064853574143e+01, 3.819230466745921149e+01, 2.648791346827868409e+01, 4.119139769498031001e+01, 4.108698233563473678e+01, 3.411126639390054294e+01, 3.725570747091406076e+01
2.043000000000000000e+03, 3.685615844561952059e+01, 3.895330082762741597e+01, 3.741270465655048838e+01, 4.079477441692917239e+01, 2.498914374623797841e+01, 3.637740536072716679e+01, 5.349446032292270559e+01, 1.941035962636619061e+01, 5.586559397654516346e+01, 3.931687466064843051e+01, 3.749865907162315892e+01, 2.663244726179969035e+01, 4.139004173825590271e+01, 4.135541216670210218e+01, 3.422544904140803368e+01, 3.758848694414447067e+01
2.044000000000000000e+03, 3.707650843198855739e+01, 3.955954265583650198e+01, 3.769194037297431521e+01, 4.087556892915058171e+01, 2.513093000510706077e+01, 3.690970016919541052e+01, 5.369457899801206935e+01, 1.957414946702856895e+01, 5.645781597232480920e+01, 3.959771970303410171e+01, 3.820522383746887130e+01, 2.683631578831252540e+01, 4.173236529535746087e+01, 4.142485129497811158e+01, 3.456177255356902833e+01, 3.767620811772865608e+01
2.045000000000000000e+03, 3.734147889212255933e+01, 3.981583102662711582e+01, 3.818610119061841601e+01, 4.088357679247608445e+01, 2.515045887815188763e+01, 3.725789365115605989e+01, 5.392809732239009435e+01, 1.973635534492615307e+01, 5.683784599192832587e+01, 3.982169530680788938e+01, 4.001851799158955458e+01, 2.699431358205693954e+01, 4.211887134626255857e+01, 4.171555375746707028e+01, 3.482307079074797684e+01, 3.785204100547301209e+01
2.046000000000000000e+03, 3.764184172132759443e+01, 4.012183294939004696e+01, 3.851679830333772259e+01, 4.103547563292043066e+01, 2.557998498873872606e+01, 3.749291986277572875e+01, 5.430317930273331228e+01, 1.993186946804080506e+01, 5.717670828894806334e+01, 3.999235631180138029e+01, 4.027893804803001387e+01, 2.713939880881539324e+01, 4.246348302700651800e+01, 4.188634270738671006e+01, 3.542564938418134801e+01, 3.807242800433262175e+01
2.047000000000000000e+03, 3.811728913440471445e+01, 4.056970475354734873e+01, 3.888326359471272298e+01, 4.116768256513129387e+01, 2.572724156430138009e+01, 3.783658284414865847e+01, 5.452860337678215785e+01, 2.017646839637733436e+01, 5.764788067682804495e+01, 4.034562136563047829e+01, 3.979298294641435518e+01, 2.723856798307168603e+01, 4.292923700618339922e+01, 4.196291291667058942e+01, 3.519834773385100135e+01, 3.844347569447030821e+01
2.048000000000000000e+03, 3.877626235255511489e+01, 4.072075268810853288e+01, 3.930683963320123553e+01, 4.133616286768843651e+01, 2.589153338712215557e+01, 3.834040019631807894e+01, 5.488409184562810594e+01, 2.040391523740218105e+01, 5.817457158117441196e+01, 4.066589645257531771e+01, 4.002636357557738478e+01, 2.728135441644647585e+01, 4.316666981242845935e+01, 4.217849902929635419e+01, 3.527802569922160814e+01, 3.865234494436414536e+01
2.049000000000000000e+03, 3.922008020333343126e+01, 4.082496555167116270e+01, 3.972318486939923332e+01, 4.159133676074637975e+01, 2.615524974069933606e+01, 3.868571702441226989e+01, 5.522100214426267684e+01, 2.052596738235143548e+01, 5.858129333441589637e+01, 4.097266036326892191e+01, 4.021177867895561064e+01, 2.735713912235789635e+01, 4.329311106022986166e+01, 4.242909287884129554e+01, 3.555266161442827411e+01, 3.897884435871734610e+01
2.050000000000000000e+03, 3.945637243144982875e+01, 4.089858288053709856e+01, 4.001196997116988996e+01, 4.178381508724146443e+01, 2.654917033166701046e+01, 3.903767136151947881e+01, 5.546734718788955831e+01, 2.077525106547806644e+01, 5.891320441870548308e+01, 4.128522103159338030e+01, 4.109238031911910838e+01, 2.754169656405053601e+01, 4.371541415718365187e+01, 4.246025909361178918e+01, 3.581869562121964634e+01, 3.933017948550496357e+01
2.051000000000000000e+03, 3.944308082854386299e+01, 4.117179762215216954e+01, 4.037407529358782199e+01, 4.195284798213496202e+01, 2.671502340556449440e+01, 3.924887714587271859e+01, 5.571390520224527876e+01, 2.095789043486627534e+01, 5.955381054838338173e+01, 4.164153172900388711e+01, 4.148632988348588668e+01, 2.783582644951010820e+01, 4.399352302968505057e+01, 4.255237581614496634e+01, 3.564587590392957139e+01, 3.952475761703434642e+01
2.052000000000000000e+03, 3.966744309119267342e+01, 4.145426873827327796e+01, 4.101770214484611898e+01, 4.212028181232971491e+01, 2.694145735300144651e+01, 3.942846902644676987e+01, 5.602280259460585654e+01, 2.118258463271209635e+01, 6.005400772387189789e+01, 4.188671269184457202e+01, 4.152248070125805413e+01, 2.814559637962847560e+01, 4.420782691561299060e+01, 4.271973209894370171e+01, 3.577154921563003853e+01, 4.004417440879399948e+01
2.053000000000000000e+03, 3.990121957171669465e+01, 4.200797707035982143e+01, 4.162354429868011607e+01, 4.232065921943750197e+01, 2.722774375715452777e+01, 4.004487816526260957e+01, 5.618014148926469176e+01, 2.144254970424933049e+01, 6.049564386394573035e+01, 4.219142568223878698e+01, 4.169083902243126971e+01, 2.819282489092416810e+01, 4.461977651894942198e+01, 4.301587098128268849e+01, 3.625096681328906101e+01, 4.056331811299331491e+01
2.054000000000000000e+03, 3.997929278589370483e+01, 4.249907095432903503e+01, 4.191862649743584512e+01, 4.243179788670055075e+01, 2.715738587509574842e+01, 4.046121996458926162e+01, 5.638827383373798341e+01, 2.169594913365311584e+01, 6.093618700963222778e+01, 4.249053200745976255e+01, 4.240948359820166758e+01, 2.852426029575663691e+01, 4.496226272672554813e+01, 4.314666968650700341e+01, 3.606250018296287863e+01, 4.081690913867518589e+01
2.055000000000000000e+03, 4.037715295349131139e+01, 4.279531276194367706e+01, 4.225503858897830867e+01, 4.258858037592341361e+01, 2.758793152474627774e+01, 4.069776683067451728e+01, 5.657571084382849591e+01, 2.191994506607489868e+01, 6.152582658874661092e+01, 4.283606761967344312e+01, 4.326970201617277212e+01, 2.878695209355423756e+01, 4.541291929709643682e+01, 4.332912827778404363e+01, 3.604902932173987296e+01, 4.107115201006521943e+01
2.056000000000000000e+03, 4.082483314962334475e+01, 4.300439433952832502e+01, 4.252715357915417371e+01, 4.278134403236914096e+01, 2.759670299431270379e+01, 4.085238704035295143e+01, 5.680856096625471707e+01, 2.214430040601346050e+01, 6.204053747336929092e+01, 4.320012888729698375e+01, 4.333108785358734139e+01, 2.904721961114887563e+01, 4.565793361326601740e+01, 4.348657227872975994e+01, 3.684273484259148290e+01, 4.126233347319267608e+01
2.057000000000000000e+03, 4.119838272902553911e+01, 4.343465297901979483e+01, 4.303870507681023128e+01, 4.291980103688486281e+01, 2.810193064146748299e+01, 4.133413891452070743e+01, 5.697557956203370821e+01, 2.240694144927660503e+01, 6.244684906098644461e+01, 4.349904078942121544e+01, 4.353825688516422332e+01, 2.938053459333372430e+01, 4.606069206539572036e+01, 4.365549329831112146e+01, 3.655697368594969277e+01, 4.160983347250019904e+01
2.058000000000000000e+03, 4.186044447982684602e+01, 4.389826963792384618e+01, 4.348558242614304703e+01, 4.299534996193142433e+01, 2.834070714330609775e+01, 4.161695772564591778e+01, 5.708427989012252368e+01, 2.266570685561009668e+01, 6.294689854518158256e+01, 4.379673927490074448e+01, 4.439233933378028496e+01, 2.973977673012442935e+01, 4.638125814490091869e+01, 4.386309321320151611e+01, 3.678439781638263639e+01, 4.206156497925334747e+01
2.059000000000000000e+03, 4.250147795934504558e+01, 4.421211864827242977e+01, 4.412264899217544922e+01, 4.311905291857148370e+01, 2.882714834967385897e+01, 4.207378813768831805e+01, 5.721993032761860576e+01, 2.294989572059767013e+01, 6.339764171836759488e+01, 4.405383152242703915e+01, 4.380734264522257604e+01, 2.969615439311422378e+01, 4.654750934448099997e+01, 4.403269060004453195e+01, 3.765154676538927703e+01, 4.256986255777046324e+01
2.060000000000000000e+03, 4.279585664340743989e+01, 4.437012775381588625e+01, 4.473025032862680916e+01, 4.340745560748259635e+01, 2.903111837038150966e+01, 4.236301780030374431e+01, 5.745060083809879359e+01, 2.315517502377679904e+01, 6.384780763425383299e+01, 4.434034865497216060e+01, 4.319223326317226253e+01, 3.010644100865081541e+01, 4.667473306958461166e+01, 4.415387188003503383e+01, 3.770998310578109169e+01, 4.302725100901867705e+01
2.061000000000000000e+03, 4.309775067014362548e+01, 4.446454561690193685e+01, 4.522193271270334236e+01, 4.365486005420516591e+01, 2.915601966250459043e+01, 4.255572744220197734e+01, 5.769011396850316942e+01, 2.337912903713964496e+01, 6.428535942471171438e+01, 4.465106342918922877e+01, 4.407930075377701939e+01, 3.062047572524233630e+01, 4.692112612507456504e+01, 4.430972076854404662e+01, 3.724480989564122524e+01, 4.326371803654546966e+01
2.062000000000000000e+03, 4.338680145305831815e+01, 4.481402949435073424e+01, 4.567210719572209143e+01, 4.381736655020132076e+01, 2.918406750606451894e+01, 4.296459622323118310e+01, 5.798004651539726240e+01, 2.362509065071670378e+01, 6.476106207533210579e+01, 4.511188082938031840e+01, 4.559221667247650345e+01, 3.070827342286802519e+01, 4.726757794688112568e+01, 4.441679854477546030e+01, 3.755077260752004520e+01, 4.355678495872257372e+01
2.063000000000000000e+03, 4.370614330810688841e+01, 4.548664280673587967e+01, 4.622314501734802406e+01, 4.376986106227671058e+01, 2.958359985683229709e+01, 4.340412957299826502e+01, 5.818422110151492177e+01, 2.378895345182437282e+01, 6.523910685540847965e+01, 4.554367859906474791e+01, 4.589774994017249554e+01, 3.109488976314907305e+01, 4.745388319055162185e+01, 4.452885629737793494e+01, 3.845841570258958342e+01, 4.387711134773525856e+01
2.064000000000000000e+03, 4.388952064206605286e+01, 4.596488207909190038e+01, 4.693614900466393181e+01, 4.389325404995846469e+01, 2.994230278058271466e+01, 4.383783548673810770e+01, 5.844827729097872293e+01, 2.402229005019116670e+01, 6.569888237521425367e+01, 4.575789744675422810e+01, 4.564784556428028850e+01, 3.119318218271107312e+01, 4.762615489136205582e+01, 4.475634896286344144e+01, 3.847742822400216767e+01, 4.428052828601050805e+01
2.065000000000000000e+03, 4.444277301718958029e+01, 4.626957595272345003e+01, 4.758623064120465074e+01, 4.401811245798645444e+01, 3.011222952373234207e+01, 4.414221395529871472e+01, 5.868676361164217781e+01, 2.424966812980006026e+01, 6.612653873798197424e+01, 4.612677128503588619e+01, 4.614073127997136936e+01, 3.129992532578960507e+01, 4.782515304185739780e+01, 4.493046216829692696e+01, 3.855088903601525629e+01, 4.472546103564397413e+01
2.066000000000000000e+03, 4.491732340430989723e+01, 4.673550891965991383e+01, 4.801246682530923948e+01, 4.417176393490215247e+01, 3.027927417430882073e+01, 4.440698486825898073e+01, 5.895100692034648660e+01, 2.455949617166191601e+01, 6.680251291596925967e+01, 4.642445841853170663e+01, 4.682977516896102088e+01, 3.164978310898274216e+01, 4.812148661857234799e+01, 4.504958840068604076e+01, 3.867214539625179270e+01, 4.505948454048777307e+01
2.067000000000000000e+03, 4.530283229541170442e+01, 4.711923029337526714e+01, 4.840499208515750951e+01, 4.428013814413744598e+01, 3.064673965429847158e+01, 4.482159319255332974e+01, 5.912830242950185777e+01, 2.481374265876561935e+01, 6.731283287741594279e+01, 4.677232052417797092e+01, 4.677874727113748321e+01, 3.174419377051628999e+01, 4.851920603543813826e+01, 4.518407255895473895e+01, 3.883674535487509161e+01, 4.537563782175608651e+01
2.068000000000000000e+03, 4.552330931347172793e+01, 4.732038714764386356e+01, 4.899656902670412961e+01, 4.440354679642874203e+01, 3.096735008719945981e+01, 4.522245259933200145e+01, 5.940859117390355948e+01, 2.499624591880904489e+01, 6.777586116422648388e+01, 4.715410332946228777e+01, 4.619324352519797827e+01, 3.190567488361051574e+01, 4.864515741481868361e+01, 4.535524928365975939e+01, 3.908285038921353305e+01, 4.570718595596081002e+01
2.069000000000000000e+03, 4.556166503504581300e+01, 4.753732237617776235e+01, 4.963636620502446561e+01, 4.462659722893246084e+01, 3.107561495897349246e+01, 4.565999540917405852e+01, 5.959395215653167099e+01, 2.526321208536222684e+01, 6.826047272025782320e+01, 4.749660023792706198e+01, 4.682972269528232800e+01, 3.229932249993179028e+01, 4.879281188174185502e+01, 4.550374308390703249e+01, 3.908333289181759085e+01, 4.607709138811248550e+01
2.070000000000000000e+03, 4.577452248863068007e+01, 4.772845388507417397e+01, 5.003975193608006578e+01, 4.480637862022835805e+01, 3.151352073530485853e+01, 4.602376824069468597e+01, 5.980703558159579103e+01, 2.555754962281141474e+01, 6.863949117297889302e+01, 4.787529396743712340e+01, 4.882587593633870426e+01, 3.256085415875278954e+01, 4.915219484425815466e+01, 4.557115968315556387e+01, 3.898339457210749259e+01, 4.647584115637780400e+01
2.071000000000000000e+03, 4.617289646314137741e+01, 4.824119390088205961e+01, 5.032030314862929288e+01, 4.500125022053421020e+01, 3.170404242999612165e+01, 4.605634403393707998e+01, 5.992768922444250990e+01, 2.576208764122695527e+01, 6.908718987388107280e+01, 4.821185782707993184e+01, 4.959617931477270503e+01, 3.282595145348226851e+01, 4.958537912639915390e+01, 4.581266820631663705e+01, 3.928209495953829844e+01, 4.684695717386330216e+01
2.072000000000000000e+03, 4.650044492612059344e+01, 4.885497973481987088e+01, 5.067593270028773134e+01, 4.520701927320565972e+01, 3.213420811137474686e+01, 4.606308546221321620e+01, 6.012556580700473319e+01, 2.602755018719899027e+01, 6.962155140440454204e+01, 4.855275093153023391e+01, 4.892301041755201396e+01, 3.320047739070454895e+01, 4.975668858610945477e+01, 4.602519506180765063e+01, 3.941598992186607120e+01, 4.701261926491181953e+01
2.073000000000000000e+03, 4.700859310279927428e+01, 4.929435541730202885e+01, 5.106297157066074277e+01, 4.538893387370914212e+01, 3.205364228018599704e+01, 4.646674507671246346e+01, 6.025021477884435228e+01, 2.630510195582894895e+01, 7.012143397040172488e+01, 4.892791389358982457e+01, 4.918685210363798888e+01, 3.356658902115930232e+01, 5.004038895710827006e+01, 4.621127732570403168e+01, 3.975169927969987071e+01, 4.739062019645771073e+01
2.074000000000000000e+03, 4.754618852034761289e+01, 4.981933477896557605e+01, 5.160116668157309761e+01, 4.553422558731048042e+01, 3.241977370158546279e+01, 4.715958275401410305e+01, 6.042239260197845852e+01, 2.648463278818323730e+01, 7.049451332455782904e+01, 4.921942148565791797e+01, 4.921064332858931323e+01, 3.393732953159459242e+01, 5.052892818803533714e+01, 4.647011490365765241e+01, 4.023889284692579338e+01, 4.776704596698176175e+01
2.075000000000000000e+03, 4.783316891301570450e+01, 5.028938428789813031e+01, 5.227736030970277881e+01, 4.567175432442247995e+01, 3.272354998893435152e+01, 4.728637548447754568e+01, 6.057214874042022501e+01, 2.667877555492605168e+01, 7.111420336002822751e+01, 4.953157728129579596e+01, 4.887459361322194695e+01, 3.439700886309297800e+01, 5.091235948093692087e+01, 4.656140099000916877e+01, 4.024983054696785700e+01, 4.807546307261171137e+01
2.076000000000000000e+03, 4.820866917335685997e+01, 5.047379726577113246e+01, 5.295027864133636086e+01, 4.583401434508006389e+01, 3.282917728875387553e+01, 4.747107497691017386e+01, 6.077177288314811676e+01, 2.693723930785178311e+01, 7.164681929609552924e+01, 4.997268728602043097e+01, 4.992653737445181150e+01, 3.491468701922381968e+01, 5.121634837805718377e+01, 4.675506003118936604e+01, 4.049848780080852606e+01, 4.853096477509479456e+01
