year, NorESM2-MM, GFDL-ESM4, NorESM2-LM, TaiESM1, ACCESS-ESM1-5, IPSL-CM6A-LR, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, CMCC-CM2-SR5, CESM2-WACCM, CNRM-ESM2-1
2.089000000000000000e+03, 4.444211315281607177e+00, 2.002718597170721893e+01, 4.554139709071593600e+00, 1.818983253303485093e+00, 5.432332345894054448e+00, 8.717046819415614323e+00, 8.375839039269678210e+00, 2.726606098500454678e+01, 3.029345021333099908e+01, 5.422394484636487988e+00, 6.588331338463936149e+00, 4.215817253712446089e+00, 3.428503441028016141e+01
2.090000000000000000e+03, 4.528991302169914412e+00, 2.030144856781791063e+01, 4.548157755579822492e+00, 1.953429987999272699e+00, 5.420273201620052994e+00, 8.715138215810073419e+00, 8.548075141294031454e+00, 2.721713259061494838e+01, 3.030269742106456476e+01, 5.466061334075604350e+00, 6.353705421058522873e+00, 4.291627713668437316e+00, 3.432847222576330637e+01
2.091000000000000000e+03, 4.469113924845063757e+00, 2.040856078056406631e+01, 4.693239583366465517e+00, 1.809210561614517321e+00, 5.423624420546740765e+00, 8.710179119634199552e+00, 8.418114811318812230e+00, 2.726839664961465459e+01, 3.041997669619623323e+01, 5.532680823559301686e+00, 6.104304449126736642e+00, 4.254116648405851464e+00, 3.461072328787022911e+01
2.092000000000000000e+03, 4.606065709048255741e+00, 2.061724259809314574e+01, 4.717993574009436308e+00, 1.830933851430644355e+00, 5.452308800116312248e+00, 8.747533650842877151e+00, 8.526611553967493151e+00, 2.741020080835376049e+01, 3.043261567233374976e+01, 5.408223599385292069e+00, 5.936537060768387164e+00, 4.289461553268309579e+00, 3.482382161461244863e+01
2.093000000000000000e+03, 4.630956928242888182e+00, 2.100708286991129725e+01, 4.698358214845400838e+00, 1.658971837725659704e+00, 5.472461281050915005e+00, 8.794247761133487273e+00, 8.409820295619260477e+00, 2.734283703379659869e+01, 3.037190452364169246e+01, 5.432050501708481249e+00, 6.042002872597628027e+00, 4.322369660423974302e+00, 3.479181999325972896e+01
2.094000000000000000e+03, 4.663753010314560576e+00, 2.103402688428781531e+01, 4.576387537843369380e+00, 1.755648223187208368e+00, 5.492722614384335955e+00, 8.670280928617790650e+00, 8.439451202552199049e+00, 2.732872815738732797e+01, 3.045955333568981871e+01, 5.419095995918031150e+00, 6.010633618824777535e+00, 4.236980651772183748e+00, 3.495415586378459949e+01
2.095000000000000000e+03, 4.652615765317642094e+00, 2.123787016312064679e+01, 4.693893405738251978e+00, 1.983629537994389791e+00, 5.470434678974486431e+00, 8.734070780116789834e+00, 8.334762287169636963e+00, 2.745581336914502302e+01, 3.059903124612537439e+01, 5.457062953339775646e+00, 6.403397372006446986e+00, 4.224495460975162153e+00, 3.511210223608830461e+01
2.096000000000000000e+03, 4.467134923438713656e+00, 2.144972961360639019e+01, 4.739439855138978253e+00, 2.024532198682353901e+00, 5.405662072529514361e+00, 8.772517664925221226e+00, 8.337743874404299760e+00, 2.753794419914581226e+01, 3.061740379649564048e+01, 5.579028866131399589e+00, 6.763744602559610186e+00, 4.189732304347807634e+00, 3.526842638181128819e+01
2.097000000000000000e+03, 4.408147825055975133e+00, 2.154527770305543655e+01, 4.703188147845808409e+00, 1.755017548075928913e+00, 5.359494782371004185e+00, 8.787578754551125471e+00, 8.496379488037637984e+00, 2.754922143775309706e+01, 3.068368084480637492e+01, 5.461789903556189429e+00, 6.284912569181360986e+00, 4.221712138718847207e+00, 3.538619687259404856e+01
2.098000000000000000e+03, 4.469824443876461828e+00, 2.180013804559365198e+01, 4.545727336997662071e+00, 1.814365268696619182e+00, 5.384145504631356438e+00, 8.776533304575035999e+00, 8.745552688498454685e+00, 2.755633149638895318e+01, 3.060671249414586725e+01, 5.463961043673652540e+00, 6.244325030736801452e+00, 4.385316650288341833e+00, 3.545737523150246773e+01
2.099000000000000000e+03, 4.376998880522267932e+00, 2.207248201187443826e+01, 4.451208418899816444e+00, 1.684511043464949953e+00, 5.353905073428077976e+00, 8.794591445653724193e+00, 8.707248238132081042e+00, 2.765976394354834866e+01, 3.067092693313644958e+01, 5.386327183277018094e+00, 5.915253828100574651e+00, 4.305420594748238017e+00, 3.548456433162385792e+01
2.100000000000000000e+03, 4.419412854654936496e+00, 2.230379760275839018e+01, 4.657161558485947594e+00, 1.849741282186351921e+00, 5.335091139765759216e+00, 8.808765109879759692e+00, 8.712399612791841719e+00, 2.769525973484075010e+01, 3.082269090268737344e+01, 5.275661762849273906e+00, 6.006862286096276371e+00, 4.387829903532789899e+00, 3.566430515737277318e+01
