year, UKESM1-0-LL, MPI-ESM1-2-LR, MIROC-ES2L, CanESM5, GFDL-ESM4, NorESM2-MM, ACCESS-ESM1-5, CESM2-WACCM, CNRM-ESM2-1, INM-CM4-8, INM-CM5-0, NorESM2-LM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, IPSL-CM6A-LR
2.028000000000000000e+03, 2.804815195314955076e+02, 2.805472621608566897e+02, 2.823918343816674792e+02, 2.797190039635631251e+02, 2.790229267995400164e+02, 2.805557129109569132e+02, 2.806449683812070930e+02, 2.823872535496392970e+02, 2.777504503684415340e+02, 2.803125792175334823e+02, 2.802461197355840454e+02, 2.823614414033585831e+02, 2.785477323386345461e+02, 2.804664984299032540e+02, 2.803799100496793244e+02, 2.774702180469850532e+02
2.029000000000000000e+03, 2.797761322967045317e+02, 2.808760735123340737e+02, 2.811877514768999617e+02, 2.792238240575163104e+02, 2.784940230805081569e+02, 2.807679502329435195e+02, 2.808315402388749362e+02, 2.815664980520123208e+02, 2.786387008220971779e+02, 2.807565984146992832e+02, 2.809084301554867693e+02, 2.815920841343069583e+02, 2.792214159624994068e+02, 2.806113089954820907e+02, 2.803089815991257296e+02, 2.776272479381190124e+02
2.030000000000000000e+03, 2.811166822805602123e+02, 2.805092996345952656e+02, 2.811063612257747195e+02, 2.795863074383530602e+02, 2.778784762295538826e+02, 2.812645676002284745e+02, 2.809098557272224070e+02, 2.822103938769012643e+02, 2.783445639107309830e+02, 2.802950524494514184e+02, 2.802975865073436239e+02, 2.816967268180482051e+02, 2.793158381612338985e+02, 2.813317865594887621e+02, 2.803734978688545425e+02, 2.764486649989509033e+02
2.031000000000000000e+03, 2.810819441927360458e+02, 2.802360426533404052e+02, 2.814521567596192426e+02, 2.792384670901382151e+02, 2.787469858091183141e+02, 2.809228349214181435e+02, 2.807406742542639222e+02, 2.811829431466738356e+02, 2.782892044504980049e+02, 2.810769172557575075e+02, 2.806919240460399578e+02, 2.817227679024780969e+02, 2.794523325274775516e+02, 2.807450266269008239e+02, 2.803429961463335189e+02, 2.766282745730819670e+02
2.032000000000000000e+03, 2.810983320010519151e+02, 2.804694403650334493e+02, 2.816257302940745149e+02, 2.789030231280812018e+02, 2.787065806037603579e+02, 2.814509208091228629e+02, 2.813242983942718638e+02, 2.818557310584781135e+02, 2.786198023391565357e+02, 2.806897616884239142e+02, 2.806391356549414127e+02, 2.820061954605546930e+02, 2.794042335993678989e+02, 2.799618321103585004e+02, 2.812042550002594794e+02, 2.772378685375903160e+02
2.033000000000000000e+03, 2.808758675307558974e+02, 2.810863746829804768e+02, 2.812675602661728362e+02, 2.790841346434014554e+02, 2.788750214887089669e+02, 2.810693434001295259e+02, 2.815846030484219114e+02, 2.818253953772683644e+02, 2.780505319872009977e+02, 2.807524188733654569e+02, 2.811075231033782984e+02, 2.823221789068830390e+02, 2.791227406410931167e+02, 2.807707535773139966e+02, 2.805738599275873639e+02, 2.768698163215051977e+02
2.034000000000000000e+03, 2.808594306304477186e+02, 2.811037217785121811e+02, 2.813516720719375144e+02, 2.788461571023483998e+02, 2.783268580923029276e+02, 2.812394052670738347e+02, 2.812293928265572731e+02, 2.820362874612131350e+02, 2.786674137840049070e+02, 2.813972367424698291e+02, 2.807403977101944861e+02, 2.822957110616752061e+02, 2.792782115072626539e+02, 2.807832543135462515e+02, 2.809351636865314958e+02, 2.767885909811258784e+02
2.035000000000000000e+03, 2.806338958856514978e+02, 2.802938305605502478e+02, 2.818066258144838230e+02, 2.792033726932143622e+02, 2.787925937626516202e+02, 2.816105610569064197e+02, 2.811868148850754778e+02, 2.813620111922311935e+02, 2.783241026334702042e+02, 2.809678184679698347e+02, 2.807712951884802806e+02, 2.826155139707864805e+02, 2.790612648588609090e+02, 2.802003248898347465e+02, 2.807563386962966661e+02, 2.774580042608166082e+02
2.036000000000000000e+03, 2.812796569509903861e+02, 2.794678221496185984e+02, 2.818861295479738942e+02, 2.793320203514076638e+02, 2.791355282279298535e+02, 2.812443440692403556e+02, 2.816684274916409549e+02, 2.823152815822609796e+02, 2.778824009469099110e+02, 2.812375986194085158e+02, 2.809664075189728010e+02, 2.814561131975964940e+02, 2.792707381171889551e+02, 2.811692642649994127e+02, 2.801375144307962159e+02, 2.776258107306265970e+02
2.037000000000000000e+03, 2.810303660274281015e+02, 2.808178983609416264e+02, 2.820651127569611845e+02, 2.800816741563875780e+02, 2.786796934595671473e+02, 2.813781926110118548e+02, 2.815755145915151729e+02, 2.820030586602042035e+02, 2.783154148324239827e+02, 2.809194841683023469e+02, 2.809735835870879441e+02, 2.818298737663855036e+02, 2.800568424401386665e+02, 2.808083275177846190e+02, 2.808812587753365619e+02, 2.777159735827482905e+02
2.038000000000000000e+03, 2.810638388015198075e+02, 2.811708513084770971e+02, 2.811170586938849851e+02, 2.789510947859709518e+02, 2.795538268527315040e+02, 2.811762533165171476e+02, 2.812020768807062154e+02, 2.816202668879670910e+02, 2.780292965219403527e+02, 2.812513307973877090e+02, 2.813221901796915745e+02, 2.825365492936301735e+02, 2.801680300229730847e+02, 2.809477488038634760e+02, 2.810401900269555995e+02, 2.780450993270640652e+02
2.039000000000000000e+03, 2.814346559430210277e+02, 2.808195449908185992e+02, 2.820610971981814146e+02, 2.793912857828146912e+02, 2.787160145972866303e+02, 2.812725004729256852e+02, 2.810346433673640263e+02, 2.821223977875843048e+02, 2.789381586753259512e+02, 2.810946758287378771e+02, 2.801591828639072332e+02, 2.821752974491510599e+02, 2.795143280134028601e+02, 2.813316353523348425e+02, 2.816642057059694366e+02, 2.771278083966763006e+02
2.040000000000000000e+03, 2.815756375889296237e+02, 2.813447212952278278e+02, 2.823215490754158168e+02, 2.791637817482420019e+02, 2.785442523666434340e+02, 2.817219554733322298e+02, 2.809246223568346181e+02, 2.820891836305170273e+02, 2.783925743646496471e+02, 2.808551600690096279e+02, 2.813446049849534916e+02, 2.819444664036398649e+02, 2.805489633920277015e+02, 2.807669493107112544e+02, 2.803237945390495724e+02, 2.778974711129037587e+02
2.041000000000000000e+03, 2.809439106593762858e+02, 2.802816227295611498e+02, 2.821059423610954013e+02, 2.799750879170115354e+02, 2.792274389970201582e+02, 2.816665376136078862e+02, 2.811157964203672464e+02, 2.824387207583867507e+02, 2.787344762899543298e+02, 2.815139690315863845e+02, 2.811200775349730065e+02, 2.819619818020952380e+02, 2.797374932306079813e+02, 2.801774940542350123e+02, 2.813787447839680453e+02, 2.784953900106035007e+02
2.042000000000000000e+03, 2.815213716393174082e+02, 2.807284767801411931e+02, 2.822768773242568159e+02, 2.794863379041961480e+02, 2.794400703539222377e+02, 2.819072894454664038e+02, 2.810143696941166240e+02, 2.823262716286546379e+02, 2.783692227956290139e+02, 2.810244767211583508e+02, 2.808544637511441806e+02, 2.826602417358957382e+02, 2.801801548873451111e+02, 2.811063209892270720e+02, 2.812100207693096081e+02, 2.779781669899256258e+02
2.043000000000000000e+03, 2.816711388366362030e+02, 2.809655087838382315e+02, 2.818963980877859967e+02, 2.803226611300636364e+02, 2.789137856557344435e+02, 2.812986856485057956e+02, 2.813561369634412586e+02, 2.820144332205202318e+02, 2.789850577631675037e+02, 2.815261760614094442e+02, 2.815758566582035201e+02, 2.829076004597441170e+02, 2.795566505716937513e+02, 2.806064280380616651e+02, 2.820396122244514459e+02, 2.776939817820961593e+02
2.044000000000000000e+03, 2.820210945444756021e+02, 2.803784820402527771e+02, 2.819989282658439151e+02, 2.800726683106696555e+02, 2.790493239123156286e+02, 2.814994764549706474e+02, 2.814919889910422626e+02, 2.825204141254230308e+02, 2.794055431989384601e+02, 2.806928035894011373e+02, 2.812127026292857863e+02, 2.828266807666532259e+02, 2.802346084996276545e+02, 2.812632451730534058e+02, 2.823564105353643754e+02, 2.777476146294090995e+02
2.045000000000000000e+03, 2.819678940012553312e+02, 2.814988077469684526e+02, 2.818632865035402233e+02, 2.806784942034621508e+02, 2.795574023456371151e+02, 2.816837700357254448e+02, 2.810278421279444387e+02, 2.826950832048383404e+02, 2.795226327722103292e+02, 2.817254008526721805e+02, 2.805770607124884464e+02, 2.822879181393038266e+02, 2.798681162143847132e+02, 2.810107532901280365e+02, 2.821095339248227560e+02, 2.768869674096040399e+02
2.046000000000000000e+03, 2.820318252509081276e+02, 2.811573974633557214e+02, 2.824653089316785781e+02, 2.808544381171606119e+02, 2.790587086908882384e+02, 2.812030089191457591e+02, 2.812351069350936541e+02, 2.825059340549159970e+02, 2.788586848147782007e+02, 2.812469595219686198e+02, 2.814422153680462770e+02, 2.826439167222068249e+02, 2.805956786686592181e+02, 2.819354131030901840e+02, 2.813629296523312746e+02, 2.773023144756315901e+02
2.047000000000000000e+03, 2.819593054032263240e+02, 2.815231328538724256e+02, 2.823067744166312423e+02, 2.799775718204666646e+02, 2.792572554906577125e+02, 2.820093144901496771e+02, 2.815609784204768857e+02, 2.821875783293759241e+02, 2.796162964196870462e+02, 2.810757039739294214e+02, 2.809069209574657293e+02, 2.822205050372458572e+02, 2.803917961087510093e+02, 2.815381404540502785e+02, 2.815724263333921158e+02, 2.777493499281930553e+02
2.048000000000000000e+03, 2.819854574471856381e+02, 2.805835344385581038e+02, 2.816966662642187771e+02, 2.802730297845411087e+02, 2.794464133932102641e+02, 2.816152574347366908e+02, 2.819361373968202429e+02, 2.830268732367169378e+02, 2.789655494508289166e+02, 2.822132827094453091e+02, 2.807853889799497438e+02, 2.832834444780157241e+02, 2.802268045785712047e+02, 2.811558862032396746e+02, 2.819863105581921445e+02, 2.778006126711261459e+02
2.049000000000000000e+03, 2.821323420345089517e+02, 2.815047008750310624e+02, 2.817476263990324128e+02, 2.803676236326853655e+02, 2.799182732845338251e+02, 2.823165306119810793e+02, 2.820762905032850085e+02, 2.830312594319748314e+02, 2.797570317104170385e+02, 2.814832658348647101e+02, 2.811534352308212874e+02, 2.828115356350211300e+02, 2.802145948299872771e+02, 2.810825727931917868e+02, 2.812293521647611669e+02, 2.782413195831105668e+02
2.050000000000000000e+03, 2.819853235611036553e+02, 2.814814214800780974e+02, 2.829528497055180765e+02, 2.811285311594094196e+02, 2.798084333168286548e+02, 2.815000102766705368e+02, 2.817323665123416845e+02, 2.831527386789348952e+02, 2.790767536879469048e+02, 2.814657110867024699e+02, 2.815965253534106978e+02, 2.824035664021873799e+02, 2.800868113183674950e+02, 2.817689805673747969e+02, 2.818708026294535784e+02, 2.785031778797030597e+02
2.051000000000000000e+03, 2.819496723287457485e+02, 2.808759895016215751e+02, 2.821833886101022131e+02, 2.814082142673113367e+02, 2.799898348920039552e+02, 2.816863721665637286e+02, 2.817669069203988101e+02, 2.829145395920373289e+02, 2.785755547512479211e+02, 2.814327563460698229e+02, 2.814260887298362377e+02, 2.828226810074856417e+02, 2.802473593276242809e+02, 2.817238238728832584e+02, 2.818463539349332905e+02, 2.787697513487191827e+02
2.052000000000000000e+03, 2.818760737113087771e+02, 2.816228682447789424e+02, 2.819095716387581092e+02, 2.808631415546981884e+02, 2.798864442003762747e+02, 2.825336453966169756e+02, 2.819580729235555623e+02, 2.828499270864827508e+02, 2.791552330295141360e+02, 2.817639880512635955e+02, 2.811733464438791543e+02, 2.830329040205334081e+02, 2.799891553184637019e+02, 2.816318074262754863e+02, 2.822771080098378320e+02, 2.785244590068282946e+02
2.053000000000000000e+03, 2.819213151330561686e+02, 2.817471566788423729e+02, 2.824847313085618907e+02, 2.800294611255502559e+02, 2.799735094796740213e+02, 2.828622253360241530e+02, 2.819944351824588011e+02, 2.831464451961923601e+02, 2.791656723225269161e+02, 2.818182760496766264e+02, 2.816420599274489973e+02, 2.831320472150787282e+02, 2.804599091984681536e+02, 2.818439843977896544e+02, 2.830764959111494932e+02, 2.788398500007139091e+02
2.054000000000000000e+03, 2.819717098076382058e+02, 2.813841905591552859e+02, 2.821861242314926699e+02, 2.800491424814325114e+02, 2.793827968412783207e+02, 2.822447748978105437e+02, 2.817387105906575471e+02, 2.827250087793004241e+02, 2.792745862875132730e+02, 2.812933459291161284e+02, 2.814867180463786553e+02, 2.826422970548979379e+02, 2.800026911389580278e+02, 2.820198775718848765e+02, 2.823808576981404599e+02, 2.788539681516286919e+02
2.055000000000000000e+03, 2.823776440446516176e+02, 2.816922310068381989e+02, 2.830652784870291612e+02, 2.811494406770112846e+02, 2.799617142188938033e+02, 2.822274427252182818e+02, 2.825352506066527098e+02, 2.832810531148661539e+02, 2.794780523448439453e+02, 2.818969918445721419e+02, 2.816077858935079803e+02, 2.826617205989820718e+02, 2.811357228035943194e+02, 2.817577465872764151e+02, 2.823256157094339187e+02, 2.788756627876826997e+02
2.056000000000000000e+03, 2.823419706387855967e+02, 2.807881221059211043e+02, 2.824532310336990122e+02, 2.814062944881113140e+02, 2.795861416939862920e+02, 2.826673980613090862e+02, 2.826545893322135043e+02, 2.828154929803301911e+02, 2.788833082580043197e+02, 2.821610837550202859e+02, 2.817518620743114752e+02, 2.827446734925449618e+02, 2.806657615949209799e+02, 2.822935233477608676e+02, 2.817899170422014095e+02, 2.790223726156143584e+02
2.057000000000000000e+03, 2.824708576731620155e+02, 2.812527521648103743e+02, 2.826139233937860809e+02, 2.814444414032113286e+02, 2.798441607486065550e+02, 2.814097452820218450e+02, 2.825558596290982791e+02, 2.834574335773525036e+02, 2.793270088135280389e+02, 2.821706578960713045e+02, 2.816265865861963107e+02, 2.825990005617422867e+02, 2.809900613579255833e+02, 2.820230874484614674e+02, 2.827051674957258456e+02, 2.781505442495030707e+02
2.058000000000000000e+03, 2.829831844987921841e+02, 2.813515757533231749e+02, 2.827396595469942326e+02, 2.811678788691964428e+02, 2.801634458021248406e+02, 2.825566017586828025e+02, 2.826614295048268559e+02, 2.830508929963983746e+02, 2.794636574359611245e+02, 2.820724640226942483e+02, 2.810858200084865643e+02, 2.826666038466303235e+02, 2.806410690062688786e+02, 2.824793977920816701e+02, 2.819787544405911603e+02, 2.782139754700313006e+02
2.059000000000000000e+03, 2.824661667626551207e+02, 2.815820455970562648e+02, 2.833624127515440705e+02, 2.819151637961730898e+02, 2.800211434656440019e+02, 2.823811366811775088e+02, 2.820098735513419683e+02, 2.834768913276614626e+02, 2.793811671302843251e+02, 2.816558965398147620e+02, 2.815023022281085900e+02, 2.827254745518536652e+02, 2.812026468238138364e+02, 2.825959890307673277e+02, 2.815319820739611032e+02, 2.789235533586232236e+02
2.060000000000000000e+03, 2.829544839895474979e+02, 2.819763627789769203e+02, 2.827613032970252789e+02, 2.819778435331994046e+02, 2.799617817089611549e+02, 2.823325311984488053e+02, 2.821976543098570005e+02, 2.830044752506150871e+02, 2.792112544291878180e+02, 2.819081941182510604e+02, 2.822447400647558311e+02, 2.830405443479058363e+02, 2.805670318293344963e+02, 2.823257239428501748e+02, 2.821484873617127391e+02, 2.782218752743042955e+02
2.061000000000000000e+03, 2.830472915702883370e+02, 2.819495052543991847e+02, 2.827977516498182240e+02, 2.819662401163934078e+02, 2.803830260889520218e+02, 2.826910882915305478e+02, 2.824025949476055075e+02, 2.836979863435149696e+02, 2.805165313240701721e+02, 2.822332118562087544e+02, 2.817697332766642830e+02, 2.828657066824170556e+02, 2.812542429733642848e+02, 2.826837080300571756e+02, 2.830445273681189065e+02, 2.782325463723445864e+02
2.062000000000000000e+03, 2.830084012444308996e+02, 2.814308785803138449e+02, 2.829244702482783396e+02, 2.828711057610930766e+02, 2.799931276217442360e+02, 2.816654676041521839e+02, 2.826692899319780281e+02, 2.837376930415949232e+02, 2.799327050083762742e+02, 2.820634364318237317e+02, 2.812882732696302241e+02, 2.836914242561666128e+02, 2.809255866044516097e+02, 2.829581686323978147e+02, 2.830209897273137472e+02, 2.789369157644596839e+02
2.063000000000000000e+03, 2.822269848148117717e+02, 2.812737946755324856e+02, 2.826866061196779469e+02, 2.820885019170647752e+02, 2.811144727831988348e+02, 2.818022973772864930e+02, 2.829157882784062963e+02, 2.835295405095494061e+02, 2.790187357152760228e+02, 2.818369260731671488e+02, 2.814319868745934059e+02, 2.833097384200926285e+02, 2.809068264586126134e+02, 2.828594544249012301e+02, 2.816429665725090103e+02, 2.789164748324274115e+02
2.064000000000000000e+03, 2.828367487324529748e+02, 2.815812303368450102e+02, 2.828000565740101706e+02, 2.822644162123453384e+02, 2.800262637056275139e+02, 2.825564771479540127e+02, 2.830079362127810896e+02, 2.835150981372087813e+02, 2.801291048911639905e+02, 2.820941258960629057e+02, 2.814780485210446841e+02, 2.831265973167476204e+02, 2.811551620512941554e+02, 2.827823534249611725e+02, 2.815604056479548376e+02, 2.789615001936569456e+02
2.065000000000000000e+03, 2.832459206830704943e+02, 2.819659376062625711e+02, 2.825067040383657968e+02, 2.822927630693630476e+02, 2.802437637168499123e+02, 2.831821507276280840e+02, 2.827537564664261254e+02, 2.836363432708396886e+02, 2.792798660618153690e+02, 2.817302520965518511e+02, 2.815896068028263812e+02, 2.832087703429259022e+02, 2.811094415935665438e+02, 2.826463155367199533e+02, 2.823759040096435911e+02, 2.792318810280559092e+02
2.066000000000000000e+03, 2.831884466001154124e+02, 2.820976095690166403e+02, 2.829455226647525592e+02, 2.821609089500657888e+02, 2.805438223315376831e+02, 2.826320201189769250e+02, 2.829716499342664520e+02, 2.841793579575791000e+02, 2.800119513316235498e+02, 2.821833557976165139e+02, 2.818242093804038859e+02, 2.837864447096880554e+02, 2.811300726249999684e+02, 2.830063142171366053e+02, 2.822642586517978316e+02, 2.797513581209472022e+02
2.067000000000000000e+03, 2.827130980048214610e+02, 2.821516778922991193e+02, 2.835667712163089504e+02, 2.826133298431358867e+02, 2.806871576618234485e+02, 2.826407659360675666e+02, 2.829198071621212307e+02, 2.841250780396797495e+02, 2.808411086889337298e+02, 2.820727957473372953e+02, 2.814178777085052729e+02, 2.837373872626673119e+02, 2.816722922411957484e+02, 2.832040755633804565e+02, 2.824738381002749747e+02, 2.795215212188157352e+02
2.068000000000000000e+03, 2.835387108567566656e+02, 2.826081695434822905e+02, 2.829004852144227016e+02, 2.827188468280319285e+02, 2.806171937060180994e+02, 2.829808479626894382e+02, 2.832541958550511367e+02, 2.835764509075632986e+02, 2.800054326085137291e+02, 2.826363705254684646e+02, 2.813135099744319518e+02, 2.837148122554287966e+02, 2.820727104030357282e+02, 2.830799275851858852e+02, 2.836604585256847031e+02, 2.794008540119225472e+02
2.069000000000000000e+03, 2.831277554724748597e+02, 2.825333455118948791e+02, 2.832291690186760320e+02, 2.826848244196791597e+02, 2.801015700477466339e+02, 2.822940636256118978e+02, 2.830342750737081019e+02, 2.837726570377890312e+02, 2.803808428023445458e+02, 2.822755405095635979e+02, 2.817662127148945501e+02, 2.836544698327490437e+02, 2.816453174548357197e+02, 2.832618061096582665e+02, 2.836489781356563071e+02, 2.801300612165611028e+02
2.070000000000000000e+03, 2.832415185509782987e+02, 2.821755188318339833e+02, 2.831167562162763147e+02, 2.819538758099956794e+02, 2.806175010881831327e+02, 2.829506516056011947e+02, 2.835142699489311440e+02, 2.840959889921604713e+02, 2.795847541197012447e+02, 2.823292127549773340e+02, 2.818776182907922703e+02, 2.835884799548237538e+02, 2.812103589045805165e+02, 2.826546445276631516e+02, 2.827285204344574936e+02, 2.794988140904264355e+02
2.071000000000000000e+03, 2.831639745258996186e+02, 2.827033073101778200e+02, 2.837452803646473853e+02, 2.817323106987576011e+02, 2.805013135307769403e+02, 2.829178576282315021e+02, 2.831069162776544204e+02, 2.835465978300342158e+02, 2.798457449412001097e+02, 2.824471639343897209e+02, 2.821302990066925531e+02, 2.837946884520426352e+02, 2.816211309503897837e+02, 2.827810583446890291e+02, 2.829962215445133893e+02, 2.795694183015506837e+02
2.072000000000000000e+03, 2.837727075280484996e+02, 2.822869681356342539e+02, 2.831313185217160822e+02, 2.822393322118899732e+02, 2.810523418026266427e+02, 2.831855851235658861e+02, 2.836593270216064298e+02, 2.840921482063711210e+02, 2.804532377727082348e+02, 2.826768131595381419e+02, 2.819701463973015620e+02, 2.842063886184833450e+02, 2.819745413833325642e+02, 2.826350133860509573e+02, 2.827522593521298973e+02, 2.795232586119830671e+02
2.073000000000000000e+03, 2.838524144187502429e+02, 2.822291644282645962e+02, 2.832463590730176861e+02, 2.825805712424617582e+02, 2.807723864295023759e+02, 2.828980114947452762e+02, 2.835100286878216025e+02, 2.842579604722060367e+02, 2.806108808060407682e+02, 2.826845413359662871e+02, 2.820308448530867054e+02, 2.841785213193771824e+02, 2.816063107525443456e+02, 2.833444701043272858e+02, 2.831316682276906818e+02, 2.806072194132909203e+02
2.074000000000000000e+03, 2.835196041303261723e+02, 2.825933083019843366e+02, 2.839793846792312024e+02, 2.829104991730372944e+02, 2.808261745499577273e+02, 2.835700340816845824e+02, 2.829077686281707429e+02, 2.845550014910350569e+02, 2.805198044315915240e+02, 2.826587766602409602e+02, 2.824513208304083491e+02, 2.838003876277901441e+02, 2.815656230103214739e+02, 2.833946694943597322e+02, 2.829688663457416737e+02, 2.801965755698140583e+02
2.075000000000000000e+03, 2.841758215630222253e+02, 2.831626372805726533e+02, 2.836866833265339096e+02, 2.838967988260657762e+02, 2.808194893273387152e+02, 2.833020111198380278e+02, 2.831352079364144743e+02, 2.843054953892086587e+02, 2.807812920196580535e+02, 2.823653186758424454e+02, 2.819314422651169707e+02, 2.840460675285801244e+02, 2.821533951695691940e+02, 2.831459238094048487e+02, 2.837959768450205047e+02, 2.799808658865796929e+02
2.076000000000000000e+03, 2.837577339169521338e+02, 2.827743406508226371e+02, 2.840064317836000214e+02, 2.828135283089684435e+02, 2.807418271557404523e+02, 2.837157756449591375e+02, 2.836065397821939769e+02, 2.844984207632376751e+02, 2.813903153370554264e+02, 2.825545343968470888e+02, 2.824365198876501495e+02, 2.843524785226646827e+02, 2.823603599721855062e+02, 2.830113653870478743e+02, 2.831769298546479376e+02, 2.803814264366441762e+02
