year, NorESM2-LM, EC-Earth3-Veg, CMCC-CM2-SR5, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL, IPSL-CM6A-LR, TaiESM1, CNRM-ESM2-1, CanESM5
2.085000000000000000e+03, 5.948829366854688772e+00, 4.202076338702969593e+00, 5.327057578777351310e+00, 5.987948448816975855e+00, 4.785702416395198000e+00, 4.655452035452795734e+00, 7.107101496696145659e+00, 5.530290738715250676e+00, 5.436184524803525875e+00, 7.878657430204021317e+00, 3.347474027988789569e+00, 5.296729340293152788e+00, 4.394473612454664391e+00, 6.247046718004460431e+00
2.086000000000000000e+03, 5.832146105978791795e+00, 4.403288769161602723e+00, 5.589579585273727780e+00, 6.049011263528670135e+00, 4.802391787571690607e+00, 4.578782252371901507e+00, 6.933483261080636950e+00, 5.565401798948967915e+00, 5.779943959998036007e+00, 8.166450417273603435e+00, 3.370612425836787551e+00, 5.325409152048236727e+00, 4.639735706095653001e+00, 6.329133832837856133e+00
2.087000000000000000e+03, 5.536591551578212034e+00, 4.108985941113385998e+00, 5.340901158721894859e+00, 5.847878066749180981e+00, 4.792967671041211020e+00, 4.573518183110603097e+00, 7.116414757622201215e+00, 5.516329263773186220e+00, 5.756031741513865541e+00, 7.525231631238717078e+00, 3.251039344811833764e+00, 5.295396333642470310e+00, 4.578025767993180395e+00, 6.247134783967155158e+00
2.088000000000000000e+03, 6.084809227683558142e+00, 4.220763840309597725e+00, 5.347556290919359689e+00, 6.006114554548191542e+00, 4.839190194384877408e+00, 4.570580591983765650e+00, 7.104628952519709273e+00, 5.468751319885184259e+00, 5.663326632831730656e+00, 7.511657009878927482e+00, 3.443971217115346040e+00, 4.954442042949342095e+00, 4.591510572873447771e+00, 6.802367861980601838e+00
2.089000000000000000e+03, 6.034154757903499977e+00, 4.331898482097366276e+00, 5.644958510750014646e+00, 6.136977604299992173e+00, 4.882886604190282753e+00, 4.605712312064869529e+00, 7.511136021470364632e+00, 5.567526684417585692e+00, 5.767842525971586198e+00, 7.944423756414730420e+00, 3.349021643457348762e+00, 5.416372531775280663e+00, 4.667089030120465942e+00, 6.466093619814770044e+00
2.090000000000000000e+03, 5.787320742856448597e+00, 4.394453386666400618e+00, 5.543221873866663429e+00, 6.044242141046701988e+00, 4.904881375940909116e+00, 4.578337675849981636e+00, 7.389583583900796171e+00, 5.637553384779357302e+00, 5.820608090245031896e+00, 8.000090018107481882e+00, 3.471721290989215891e+00, 5.510680278973497437e+00, 4.920947140164644296e+00, 6.479935284665518935e+00
2.091000000000000000e+03, 5.880870845414752246e+00, 4.283657738026221296e+00, 5.543546734333890669e+00, 5.933260982735516720e+00, 4.925162489220154427e+00, 4.539550559571667421e+00, 7.482830649723495320e+00, 5.894784456819743390e+00, 5.949262358565255759e+00, 8.086034789940587331e+00, 3.585901752194035730e+00, 5.123897151725061327e+00, 4.622659783837910652e+00, 6.423894924640235260e+00
2.092000000000000000e+03, 5.914915163153974476e+00, 4.460211398663783910e+00, 5.327639972388301004e+00, 5.942210418380961201e+00, 4.993752854930217921e+00, 4.614970533631841398e+00, 7.621908425082548177e+00, 5.549064025560789482e+00, 5.786032605550929908e+00, 7.636475554856819059e+00, 3.385649957374670116e+00, 5.536416020934134430e+00, 4.693660325926277466e+00, 6.726459403195700126e+00
2.093000000000000000e+03, 6.201453572502480860e+00, 4.079352343786499802e+00, 5.773696584510306096e+00, 6.292629566758201065e+00, 5.137635623401615170e+00, 4.575475944360518632e+00, 7.224262750257387289e+00, 5.766873857914479373e+00, 5.985921155981243302e+00, 7.497250893366347313e+00, 3.583077673109597239e+00, 5.185328679358802262e+00, 4.983063270450228011e+00, 6.702523033748818193e+00
2.094000000000000000e+03, 6.080052405937167670e+00, 4.558448320666020237e+00, 5.515083062568079342e+00, 6.081487482160176761e+00, 5.048228692918723226e+00, 4.611489258141455494e+00, 7.135447268211243532e+00, 5.707391303365318080e+00, 5.622807115165767478e+00, 8.276373492947616484e+00, 3.482388696691121055e+00, 5.354852902465108144e+00, 4.746340856350060200e+00, 6.812673376557341065e+00
2.095000000000000000e+03, 6.117262724621241432e+00, 4.265036652060754108e+00, 5.447339721753478692e+00, 6.086897217286138861e+00, 5.030745687843002578e+00, 4.698961651178084509e+00, 7.575047336984891189e+00, 5.843789558838672349e+00, 5.857638268913810009e+00, 8.460528449738516699e+00, 3.538692987157720182e+00, 5.404409986951452360e+00, 5.096908255699661439e+00, 6.722597477940906785e+00
2.096000000000000000e+03, 6.122822348346484311e+00, 4.566214076518837928e+00, 5.740531108757791046e+00, 6.234842449195594050e+00, 5.091165917049393919e+00, 4.783675956887172731e+00, 7.231409745247834309e+00, 5.927362002669641861e+00, 5.850172771080175416e+00, 7.817616711509998595e+00, 3.582802681219090069e+00, 5.639068849930288785e+00, 4.832049946314537436e+00, 6.716249404226534381e+00
2.097000000000000000e+03, 6.185803551232536890e+00, 4.368369589955641175e+00, 5.587005181507790574e+00, 6.299358967450534585e+00, 5.070871167519238831e+00, 4.599299136317746672e+00, 7.853185763352258597e+00, 5.659440967125458855e+00, 5.832169495013395100e+00, 7.996849015779396552e+00, 3.666628515280093481e+00, 5.095207792141347447e+00, 4.774394900493533100e+00, 6.652101664201273579e+00
2.098000000000000000e+03, 6.330629860766988415e+00, 4.505636176105307200e+00, 5.646124449549240865e+00, 6.121915863594780127e+00, 5.190397265848316621e+00, 4.610193928376167705e+00, 7.676863597776264037e+00, 5.834488569369817412e+00, 6.017331226995640492e+00, 8.125693258227267179e+00, 3.547912499246702378e+00, 5.631490938336728647e+00, 4.821012260311972497e+00, 6.988022369616291307e+00
2.099000000000000000e+03, 6.158986961503511992e+00, 4.696996802010679595e+00, 5.620093904334907187e+00, 6.139965060397262420e+00, 5.268282417535433027e+00, 4.696463682399855344e+00, 7.549433411971236296e+00, 5.795484797098055196e+00, 6.276252714195386773e+00, 8.516997808905820477e+00, 3.626323295545117897e+00, 5.522562170021506844e+00, 4.947205839590210097e+00, 7.196082850082373916e+00
2.100000000000000000e+03, 6.301303510592586754e+00, 4.610703468507298730e+00, 5.491689862457355353e+00, 6.256802284238272449e+00, 5.264995462265894766e+00, 4.657515422004706807e+00, 7.604926027388190235e+00, 5.728901758104991693e+00, 5.948685672427783011e+00, 8.341599073430046474e+00, 3.561675899930292655e+00, 5.457430498575742028e+00, 4.832008428864349447e+00, 7.275554196163671605e+00
