year, GFDL-ESM4, ACCESS-ESM1-5, TaiESM1, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, INM-CM5-0, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, IPSL-CM6A-LR, EC-Earth3-Veg, INM-CM4-8, CanESM5, NorESM2-MM
2.077000000000000000e+03, 1.154844740475241416e+01, 1.002404034047474646e+01, 1.536690604227768731e+01, 1.550206810164852556e+01, 1.418358584114849918e+01, 1.045697380127363552e+01, 1.354680752256262188e+01, 1.304984253124029259e+01, 1.318144468369982292e+01, 1.092756466943711580e+01, 1.542420574692401658e+01, 9.145883216707527907e+00, 1.813025534597353783e+01, 1.387643350298836964e+01, 1.226035582426718662e+01, 1.348087597509339375e+01
2.078000000000000000e+03, 1.149811685568228192e+01, 9.642491072207919345e+00, 1.519521101475376845e+01, 1.546675209334421197e+01, 1.348675269855383618e+01, 1.135900593169399819e+01, 1.329719710513561459e+01, 1.369653825500047795e+01, 1.339900190247123568e+01, 1.108577086937668454e+01, 1.515623942945377323e+01, 9.183897098544564486e+00, 1.800322153433969774e+01, 1.355994599888864016e+01, 1.236273099008648479e+01, 1.371742860347973014e+01
2.079000000000000000e+03, 1.191955793671241892e+01, 1.013486617917158128e+01, 1.555566137186936082e+01, 1.652998580209922608e+01, 1.334489527442851298e+01, 1.130711293859113198e+01, 1.314226440019181652e+01, 1.315055554791528536e+01, 1.340662784695927456e+01, 1.122562913784848604e+01, 1.524955171717131286e+01, 8.955317283274579765e+00, 1.775392439226310870e+01, 1.337424981188397055e+01, 1.285760357539632714e+01, 1.367573261410376873e+01
2.080000000000000000e+03, 1.158939084805620823e+01, 1.000219078189634914e+01, 1.569531249948639839e+01, 1.652672953453698312e+01, 1.304685666218374429e+01, 1.171820918189560601e+01, 1.426933714225577354e+01, 1.355642525303534462e+01, 1.328352009476000362e+01, 1.143754487403969833e+01, 1.511675430644637963e+01, 9.267247368146666275e+00, 1.788824218317830983e+01, 1.340435792805652682e+01, 1.247465909063959089e+01, 1.353652412005158290e+01
2.081000000000000000e+03, 1.148066064368392247e+01, 9.763931776695718767e+00, 1.609958928607758466e+01, 1.718273001216529394e+01, 1.391128931250565159e+01, 1.241610122047979381e+01, 1.361287516886972604e+01, 1.362760643953816242e+01, 1.340496148329977188e+01, 1.189343251026124015e+01, 1.581339345095379834e+01, 9.103183830513584596e+00, 1.836069247154691553e+01, 1.378326685461430579e+01, 1.293431244255733503e+01, 1.351906262393727687e+01
2.082000000000000000e+03, 1.153531090987775087e+01, 1.005666193663368801e+01, 1.582568445666787049e+01, 1.637017263565904557e+01, 1.461474232930823902e+01, 1.129891998034102230e+01, 1.430420239446112518e+01, 1.331572920058227538e+01, 1.345250021131448470e+01, 1.128480388560629599e+01, 1.530539161334933951e+01, 8.938400566227159061e+00, 1.800036234488604237e+01, 1.380952398652279456e+01, 1.282672312280826787e+01, 1.323262653059313543e+01
2.083000000000000000e+03, 1.191577635158167148e+01, 1.004790556935970613e+01, 1.582920810523426525e+01, 1.656530852301186485e+01, 1.446540188564514473e+01, 1.175999552981748941e+01, 1.389800230057941555e+01, 1.362228287877091226e+01, 1.333946904973899272e+01, 1.202623107779424139e+01, 1.571959355112693402e+01, 8.847838021142608866e+00, 1.866235337438104835e+01, 1.372312114026646590e+01, 1.235611751108630152e+01, 1.365372642549829507e+01
2.084000000000000000e+03, 1.175232774992514351e+01, 1.002766723556806028e+01, 1.611641927130572682e+01, 1.637832342298936084e+01, 1.358950512839520819e+01, 1.180977254185493308e+01, 1.453762094371781366e+01, 1.350165340723759400e+01, 1.315604451082378823e+01, 1.190879887939756365e+01, 1.564933849640364016e+01, 8.915900327741182352e+00, 1.918343007072059692e+01, 1.378420529907702630e+01, 1.271760869740772293e+01, 1.344373244709271198e+01
2.085000000000000000e+03, 1.210969268040532043e+01, 1.012234918311022192e+01, 1.599541054474979163e+01, 1.759670156508171956e+01, 1.397842472583935702e+01, 1.188191363579062276e+01, 1.458840068501326392e+01, 1.343001363142188076e+01, 1.304740724890188730e+01, 1.131513189497156446e+01, 1.533424441567045804e+01, 8.874808390377014078e+00, 1.884091042782811343e+01, 1.400160814204034487e+01, 1.257309289969090571e+01, 1.393700707970488040e+01
2.086000000000000000e+03, 1.169922392063760164e+01, 1.028323433500820094e+01, 1.520258653632264156e+01, 1.663373807954849681e+01, 1.440906326175323748e+01, 1.247368738078629491e+01, 1.461805293758492219e+01, 1.349826486180923979e+01, 1.297606320617703979e+01, 1.229009250496280181e+01, 1.528546992877406119e+01, 9.120891202228248673e+00, 1.850444353810481957e+01, 1.401807840346082834e+01, 1.277244139443318360e+01, 1.378614070899440769e+01
2.087000000000000000e+03, 1.221317826153032371e+01, 1.038415563288834065e+01, 1.499655036686568010e+01, 1.662798667405560593e+01, 1.497670557987138551e+01, 1.277384697548214909e+01, 1.418040390708025100e+01, 1.368490407535237274e+01, 1.318939707693117391e+01, 1.147020941356579904e+01, 1.629594517115123509e+01, 9.026649142741494103e+00, 1.873861089135868241e+01, 1.400487335294527114e+01, 1.286728147037899106e+01, 1.404108098154335771e+01
2.088000000000000000e+03, 1.201195013821681101e+01, 1.024577769099246005e+01, 1.578539589852488412e+01, 1.640947315463315448e+01, 1.475507245623883001e+01, 1.254077270655971965e+01, 1.390260600762502108e+01, 1.390447852791058558e+01, 1.325979635899332365e+01, 1.199647744293668339e+01, 1.584051441769303992e+01, 9.352536816413225651e+00, 1.910118336810640116e+01, 1.404609111635202368e+01, 1.334800901769020953e+01, 1.408439740346797819e+01
2.089000000000000000e+03, 1.224418691660411795e+01, 1.012105929888895517e+01, 1.622349769064385683e+01, 1.693277418669416789e+01, 1.398601277646924856e+01, 1.280679545252213991e+01, 1.440611958328057263e+01, 1.378699207310263120e+01, 1.349619382541771806e+01, 1.203157361408550408e+01, 1.621011532711580827e+01, 9.035436092164548683e+00, 1.924910401252100556e+01, 1.438280112342201100e+01, 1.306437166380409209e+01, 1.467367711637607641e+01
2.090000000000000000e+03, 1.233347738533797511e+01, 1.007530921619371433e+01, 1.555248879033433163e+01, 1.707403573734205082e+01, 1.462802669433842340e+01, 1.315842571938027206e+01, 1.468408571240545513e+01, 1.407946094533366477e+01, 1.363979969280610938e+01, 1.173677393970795357e+01, 1.593287223908319383e+01, 9.470558068082981507e+00, 1.938836306205424265e+01, 1.363670649290786230e+01, 1.263850006308795137e+01, 1.401550073547061892e+01
2.091000000000000000e+03, 1.221528339351641002e+01, 1.043775485893480415e+01, 1.604781083715411683e+01, 1.694924672283121936e+01, 1.455501068616918481e+01, 1.214856028820056366e+01, 1.429880879902441926e+01, 1.378490810212853823e+01, 1.371642850076938025e+01, 1.218676704481951667e+01, 1.597314649348036575e+01, 9.709827993327014184e+00, 1.845747973913165296e+01, 1.399462228862627100e+01, 1.314543979154582409e+01, 1.467859671954532530e+01
2.092000000000000000e+03, 1.251185647285349312e+01, 1.061932201837808343e+01, 1.567031661434844558e+01, 1.700981955317338645e+01, 1.450537952091665694e+01, 1.174324923198437176e+01, 1.441869081126342245e+01, 1.359506376350287482e+01, 1.363938490044315621e+01, 1.167111210917774500e+01, 1.596256089890292174e+01, 9.435498493011957422e+00, 1.963711999480851844e+01, 1.434279167249439979e+01, 1.333806232365103028e+01, 1.455857671931730835e+01
2.093000000000000000e+03, 1.214009394764881300e+01, 1.044634201642671556e+01, 1.688497669312340221e+01, 1.621176676175298326e+01, 1.510773619232515941e+01, 1.282316793425314927e+01, 1.498900327044548320e+01, 1.367826722340785039e+01, 1.348062363637436967e+01, 1.197509431379220501e+01, 1.555852745303139884e+01, 9.019637555015840746e+00, 1.940791032799844373e+01, 1.482508250552224993e+01, 1.351985417695050984e+01, 1.406265301344454599e+01
2.094000000000000000e+03, 1.241407334379391791e+01, 1.052198712306771000e+01, 1.662940656163923592e+01, 1.750066782399974841e+01, 1.512190649126034181e+01, 1.291649042477580700e+01, 1.472117789441072233e+01, 1.410884281419166797e+01, 1.351595520842473874e+01, 1.261675138305652233e+01, 1.617685363320670078e+01, 9.650377875680339557e+00, 2.028039956222416151e+01, 1.440484252787226005e+01, 1.364929656147328529e+01, 1.400391563610341095e+01
2.095000000000000000e+03, 1.248430157763586479e+01, 1.059981345271102704e+01, 1.640831391412657325e+01, 1.806137054754045934e+01, 1.452569347595283489e+01, 1.342937494054244141e+01, 1.482827228568740097e+01, 1.389207349395170077e+01, 1.410188952863791201e+01, 1.236945927909783194e+01, 1.617220933674466110e+01, 9.630125845926887251e+00, 1.999635078041239566e+01, 1.419248058165690374e+01, 1.357237126187496479e+01, 1.381488950355581835e+01
2.096000000000000000e+03, 1.239367436431034442e+01, 1.014383760644100008e+01, 1.562124490604194271e+01, 1.751053851193530875e+01, 1.426063742656499755e+01, 1.325312780810910240e+01, 1.456360110003135766e+01, 1.394165152172074862e+01, 1.414613637761662801e+01, 1.258200514189019614e+01, 1.644026455440075551e+01, 9.714266328261121686e+00, 1.975464157024611822e+01, 1.424311833286902740e+01, 1.387940313900901046e+01, 1.436533984427423682e+01
2.097000000000000000e+03, 1.275236678783421418e+01, 1.039406611886603393e+01, 1.634274275022652390e+01, 1.750028578618848840e+01, 1.510097659524463509e+01, 1.319951896877376818e+01, 1.451129473661269564e+01, 1.411719239009600813e+01, 1.378274918782996927e+01, 1.156641631250389857e+01, 1.639206083987473761e+01, 9.689849394094094848e+00, 1.968071697568488787e+01, 1.443860752344436094e+01, 1.400522224498623558e+01, 1.443180876348133346e+01
2.098000000000000000e+03, 1.278002731633121414e+01, 1.024000611918970627e+01, 1.669493695764010255e+01, 1.822029148966232981e+01, 1.434523749040290319e+01, 1.294238008827354847e+01, 1.451850324681012872e+01, 1.450329564152757555e+01, 1.367845080791227197e+01, 1.220751301104349196e+01, 1.738256725728651375e+01, 9.612322426420190524e+00, 1.988121455496141721e+01, 1.424851548079441521e+01, 1.434366515161912226e+01, 1.461939361447073793e+01
2.099000000000000000e+03, 1.292784602606635502e+01, 1.043862898420323404e+01, 1.741346615515659124e+01, 1.847767744834859727e+01, 1.538871774741112120e+01, 1.381178785337105808e+01, 1.529666238993420357e+01, 1.443983045084356398e+01, 1.392793524630943125e+01, 1.212565522598872647e+01, 1.665386955467577579e+01, 9.580714101927084059e+00, 2.033654626107061247e+01, 1.478852414377504587e+01, 1.446900268132230671e+01, 1.524155066584846097e+01
2.100000000000000000e+03, 1.265386212676210853e+01, 1.030115217174066444e+01, 1.674990191384267746e+01, 1.848912332654373358e+01, 1.545544957662815655e+01, 1.348652748726351014e+01, 1.489881564910053235e+01, 1.432713123188779036e+01, 1.384635506168874208e+01, 1.203447499788538977e+01, 1.730009586519819820e+01, 9.535018547634381392e+00, 1.998519583436000246e+01, 1.455839852159138736e+01, 1.470625260926770395e+01, 1.529349516121886943e+01
