year, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, GFDL-ESM4, INM-CM5-0, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, CESM2-WACCM, INM-CM4-8, ACCESS-ESM1-5, UKESM1-0-LL, TaiESM1, NorESM2-MM, CMCC-CM2-SR5, NorESM2-LM
2.028000000000000000e+03, 3.935859376127999667e+02, 5.525916667084800338e+02, 5.807233333985279842e+02, 3.593042468536319802e+02, 6.871780572528639368e+02, 5.691018900930559994e+02, 3.621610376396799893e+02, 3.977884960030719981e+02, 5.221877609922560168e+02, 6.815363492741120126e+02, 6.913210900807679309e+02, 5.695321250201600378e+02, 4.392695585832959750e+02, 5.098554334904320058e+02, 4.352433958420480167e+02, 5.114253447004159625e+02
2.029000000000000000e+03, 3.961058083471360192e+02, 5.552195491594239911e+02, 5.827100913172480432e+02, 3.604666059325439846e+02, 6.889651663011840128e+02, 5.733830329630719689e+02, 3.654003153960960049e+02, 3.999944985804800126e+02, 5.245776418570239912e+02, 6.820859708702720354e+02, 6.931806095933440020e+02, 5.711892441989119789e+02, 4.406747846410240186e+02, 5.118641024532479946e+02, 4.393001602252799671e+02, 5.131582633410559993e+02
2.030000000000000000e+03, 3.978634901585920147e+02, 5.585210032783360248e+02, 5.845702819184639338e+02, 3.618849853276159934e+02, 6.911388895150080316e+02, 5.771272378122239388e+02, 3.665766331187199967e+02, 4.001107311329279810e+02, 5.265882569768959911e+02, 6.841025251246079506e+02, 6.945218473492479916e+02, 5.729532677980159860e+02, 4.395655757824000034e+02, 5.151537118576640069e+02, 4.391722507304959890e+02, 5.163441895505919774e+02
2.031000000000000000e+03, 3.995980865208319983e+02, 5.605947342847999835e+02, 5.871178686136320266e+02, 3.628096112558079653e+02, 6.921623667998719611e+02, 5.788913285201920189e+02, 3.676806410403839891e+02, 3.997481754951679704e+02, 5.290896392191999666e+02, 6.852322357411840130e+02, 6.951895134371840186e+02, 5.743724189450240374e+02, 4.394902125281279837e+02, 5.167409036001280356e+02, 4.423018054942720028e+02, 5.194735094333440202e+02
2.032000000000000000e+03, 4.013500976332799723e+02, 5.634860861358080228e+02, 5.901119976898560253e+02, 3.648958245109760128e+02, 6.939888016424960142e+02, 5.807454793236479418e+02, 3.701291079434240032e+02, 4.012320866959360046e+02, 5.324481694269439913e+02, 6.869129101311999648e+02, 6.958942236180479313e+02, 5.754710581575679953e+02, 4.414067745751040093e+02, 5.182253516718079709e+02, 4.431221442478079666e+02, 5.213664827146239986e+02
2.033000000000000000e+03, 4.029394368593920035e+02, 5.644577553776639434e+02, 5.930435813048319460e+02, 3.666703170928639679e+02, 6.957735618805760396e+02, 5.832062942576640125e+02, 3.719765814149120047e+02, 4.052206684733440056e+02, 5.346585005260799335e+02, 6.891982353858560373e+02, 6.962553364152320228e+02, 5.773223232798719664e+02, 4.408492676874240033e+02, 5.214152037498879508e+02, 4.421056462848000024e+02, 5.235692305121280015e+02
2.034000000000000000e+03, 4.058088105574399833e+02, 5.669674255646719985e+02, 5.941430258237439830e+02, 3.675539730595839956e+02, 6.983449722224639800e+02, 5.872869829509120336e+02, 3.732245042954239693e+02, 4.090352705208320003e+02, 5.372677602672639523e+02, 6.918168232591359583e+02, 6.983470525972479663e+02, 5.784857225461760208e+02, 4.398952816312319669e+02, 5.245617706106879723e+02, 4.432790112174079695e+02, 5.270056405565439945e+02
2.035000000000000000e+03, 4.078297268879359763e+02, 5.697155335454719989e+02, 5.941898678108159402e+02, 3.689519513600000096e+02, 7.005132596183040050e+02, 5.888054552166399844e+02, 3.755171444162559737e+02, 4.096177083514879769e+02, 5.398736645652479638e+02, 6.928767406571520269e+02, 6.992094014996480382e+02, 5.793294151843839472e+02, 4.426327528570880077e+02, 5.270813058007039444e+02, 4.465690903838719805e+02, 5.296914379571200016e+02
2.036000000000000000e+03, 4.105177724354559814e+02, 5.711730038538239569e+02, 5.956352585236479626e+02, 3.703597611089920179e+02, 7.020383756615680113e+02, 5.932753082122239903e+02, 3.771423868846080154e+02, 4.090518799646719685e+02, 5.420008477818879555e+02, 6.946412340183039760e+02, 7.010356350156799863e+02, 5.797477718425600415e+02, 4.432339140607999752e+02, 5.294210227896319338e+02, 4.490021558026239745e+02, 5.320195115581440177e+02
2.037000000000000000e+03, 4.120902002278400005e+02, 5.747297736458240252e+02, 5.978003246940160125e+02, 3.709295489187840076e+02, 7.042321644257280013e+02, 6.000047166586880394e+02, 3.768782799503359797e+02, 4.124952022220799677e+02, 5.447130189660159658e+02, 6.957475907502080190e+02, 7.024186144849919629e+02, 5.806609892638720112e+02, 4.421389993902079709e+02, 5.312779586109439833e+02, 4.476507174993919875e+02, 5.336660275363840356e+02
2.038000000000000000e+03, 4.137863096565760088e+02, 5.773518511800319857e+02, 5.995413970616319830e+02, 3.731790715944960084e+02, 7.056907755847679482e+02, 6.044428271616000075e+02, 3.782945454161919656e+02, 4.150002418974719944e+02, 5.467011526164479847e+02, 6.974137696256000254e+02, 7.033180074803200341e+02, 5.821089301135359619e+02, 4.432155262320640077e+02, 5.331426455060479839e+02, 4.493448807710719848e+02, 5.352398646149119941e+02
2.039000000000000000e+03, 4.165089833779200035e+02, 5.788203944509440362e+02, 6.000668594667520210e+02, 3.743475040256000170e+02, 7.070679165829119484e+02, 6.055103278612480153e+02, 3.799355920220160101e+02, 4.159920102440959795e+02, 5.486274790031360453e+02, 6.986953476014080024e+02, 7.023965356687359645e+02, 5.835453282385919920e+02, 4.439476503838719736e+02, 5.359995369553920455e+02, 4.538756015063040081e+02, 5.375606233497600215e+02
2.040000000000000000e+03, 4.195660605685760061e+02, 5.823938743500799546e+02, 6.007196944957439655e+02, 3.768169088942079838e+02, 7.082358792519679582e+02, 6.078758482083840136e+02, 3.818170561331199906e+02, 4.169285479956479890e+02, 5.509460902543360135e+02, 6.998908920135679637e+02, 7.034377296936960420e+02, 5.843298308587519614e+02, 4.443798650224640028e+02, 5.383200608092159882e+02, 4.522823699660800116e+02, 5.401981359226880386e+02
2.041000000000000000e+03, 4.218591033425919932e+02, 5.851416467865599316e+02, 6.023576205393919736e+02, 3.786829715210240010e+02, 7.099255462297600161e+02, 6.102341207982079823e+02, 3.846596869488639641e+02, 4.186814650777599809e+02, 5.531913850716159686e+02, 7.018142320558080200e+02, 7.045336174428159666e+02, 5.854945051934720368e+02, 4.458553540607999821e+02, 5.402692042096639398e+02, 4.553417959669760080e+02, 5.421105036656639413e+02
2.042000000000000000e+03, 4.224086913843199795e+02, 5.869888182681600028e+02, 6.044777237708799476e+02, 3.782559242649600151e+02, 7.118123119411200150e+02, 6.132667703623679927e+02, 3.855403230167040078e+02, 4.188220245934080026e+02, 5.572326808616959397e+02, 7.037343508725759875e+02, 7.046844781690880382e+02, 5.868074901176320282e+02, 4.463267938303999927e+02, 5.434401651425280306e+02, 4.565492857569279863e+02, 5.449437392404479397e+02
2.043000000000000000e+03, 4.252728976998399730e+02, 5.889361832837120119e+02, 6.058317793198079926e+02, 3.801027602022400060e+02, 7.126936526520320285e+02, 6.160246091284479917e+02, 3.853088980992000074e+02, 4.194064085811199902e+02, 5.591044477419519581e+02, 7.054456269045759882e+02, 7.047109861703679599e+02, 5.880318913413119617e+02, 4.473627198095359745e+02, 5.464472126750720236e+02, 4.590665056911360011e+02, 5.468372829470720262e+02
2.044000000000000000e+03, 4.274035705774080043e+02, 5.909672330526719861e+02, 6.060685393919999342e+02, 3.825596828221439978e+02, 7.143282903613439885e+02, 6.205553969725440311e+02, 3.883215156674559694e+02, 4.216491532615680171e+02, 5.607810284912640100e+02, 7.062368404111359723e+02, 7.056190362091520001e+02, 5.888532367278079391e+02, 4.469215796920319690e+02, 5.488055523737599515e+02, 4.619121899601919949e+02, 5.498795290787840031e+02
2.045000000000000000e+03, 4.281174746726400144e+02, 5.932845021265919740e+02, 6.076893526753279957e+02, 3.835766505472000176e+02, 7.167110576865279654e+02, 6.226411404656639661e+02, 3.894124709150719923e+02, 4.244643701063679941e+02, 5.632865714831359583e+02, 7.062780452536319444e+02, 7.079515389951999396e+02, 5.889035683758079358e+02, 4.473907377602560018e+02, 5.523167216926719902e+02, 4.611708047851519723e+02, 5.533828802150400179e+02
2.046000000000000000e+03, 4.310447633203199871e+02, 5.957926959185920168e+02, 6.096761777029120140e+02, 3.845968730521599923e+02, 7.188716946718719782e+02, 6.220840026767359632e+02, 3.922678188605439686e+02, 4.266274230108160168e+02, 5.659557594398719402e+02, 7.061124205772799769e+02, 7.092861329735679874e+02, 5.891764330168319930e+02, 4.489122634792959730e+02, 5.544337043619840415e+02, 4.619540323368959776e+02, 5.567977147596799341e+02
2.047000000000000000e+03, 4.331690608558079703e+02, 5.995100572221440416e+02, 6.111298899148799819e+02, 3.853922808627199856e+02, 7.198965812428799609e+02, 6.229780940718079592e+02, 3.935979165450240203e+02, 4.282918235013119670e+02, 5.678903066624000076e+02, 7.074671472148479552e+02, 7.114089205596160355e+02, 5.903077542461439862e+02, 4.492369697177600187e+02, 5.558394672906240430e+02, 4.642674426511359798e+02, 5.593196658688000298e+02
2.048000000000000000e+03, 4.349449291694079989e+02, 6.006700339363840158e+02, 6.112716909445119882e+02, 3.866887905607679841e+02, 7.213657284935679854e+02, 6.265033226977279810e+02, 3.961041306255360155e+02, 4.291104509788160044e+02, 5.696901663948799523e+02, 7.074823809269760204e+02, 7.137439063736319440e+02, 5.923905449492480102e+02, 4.482795946639359954e+02, 5.586856213217280356e+02, 4.689329515397120076e+02, 5.614793633300480451e+02
2.049000000000000000e+03, 4.370426851491839670e+02, 6.031774224220159795e+02, 6.120221022617599829e+02, 3.874346049208319869e+02, 7.213247249776640047e+02, 6.297305208586240042e+02, 3.951940337663999685e+02, 4.314861383188479635e+02, 5.718741572648959846e+02, 7.084674048327680111e+02, 7.137406851481599688e+02, 5.937173542993920137e+02, 4.503664790077439761e+02, 5.614031276605439871e+02, 4.681469054156800098e+02, 5.637717014609919488e+02
2.050000000000000000e+03, 4.390810497843199869e+02, 6.052573945528320110e+02, 6.135631231057919877e+02, 3.886371957637119863e+02, 7.226396560588799503e+02, 6.317552623943679464e+02, 3.958736787865599922e+02, 4.326296398069760016e+02, 5.740488871116799601e+02, 7.101387510906879470e+02, 7.121253747916799739e+02, 5.948352537559039774e+02, 4.519221295841280153e+02, 5.628661008957440117e+02, 4.674330684293120157e+02, 5.649657023692799385e+02
2.051000000000000000e+03, 4.393062000230399917e+02, 6.065435359313919434e+02, 6.144788906639359993e+02, 3.903390094458879958e+02, 7.234682492026879572e+02, 6.348262982287359364e+02, 3.978295666278399949e+02, 4.346136462622719705e+02, 5.763493789696000249e+02, 7.109496274944000334e+02, 7.119871305318399664e+02, 5.954682245611519420e+02, 4.502638695546879717e+02, 5.637695539773440032e+02, 4.684029592862719937e+02, 5.680934451937280301e+02
2.052000000000000000e+03, 4.418327816437760021e+02, 6.090024718172160192e+02, 6.145690849771519879e+02, 3.911202572861440103e+02, 7.239590834339840058e+02, 6.396851813089280085e+02, 3.997307607449599800e+02, 4.353365429452799731e+02, 5.781592379228160326e+02, 7.119926334586880330e+02, 7.126327178035199950e+02, 5.968073819422719453e+02, 4.485938654740480160e+02, 5.669849409781760414e+02, 4.698647581163519931e+02, 5.706855921745919886e+02
2.053000000000000000e+03, 4.446478642708480038e+02, 6.102129815060479814e+02, 6.158354963496959726e+02, 3.928323386245119764e+02, 7.254844679127039626e+02, 6.414103488757759806e+02, 4.011231354552319885e+02, 4.383318799810559767e+02, 5.799912428011519978e+02, 7.136849176821759784e+02, 7.134675520716799610e+02, 5.969223394263040063e+02, 4.506112250347520103e+02, 5.693097262448640095e+02, 4.745848936202239656e+02, 5.732855908925439508e+02
2.054000000000000000e+03, 4.465733853511679854e+02, 6.123470433812479996e+02, 6.169100434800640187e+02, 3.937177729761280034e+02, 7.270436752588799436e+02, 6.422679330488319920e+02, 4.032550162923519679e+02, 4.402294502195200039e+02, 5.818920342650880002e+02, 7.150326649978879914e+02, 7.149303239802879943e+02, 5.972564744601600069e+02, 4.517785837240319893e+02, 5.717542337249279853e+02, 4.771577132482560160e+02, 5.750629020467199553e+02
2.055000000000000000e+03, 4.496491188060159629e+02, 6.151764873052160283e+02, 6.178176237568000033e+02, 3.940363051991039924e+02, 7.286582474178559323e+02, 6.443728025681920144e+02, 4.062856861450239876e+02, 4.410869672837119992e+02, 5.838987906252799576e+02, 7.160335937044479806e+02, 7.180383367987200245e+02, 5.976963059548160118e+02, 4.520356106731520072e+02, 5.742215582187519658e+02, 4.742514967838719713e+02, 5.784589461094400349e+02
2.056000000000000000e+03, 4.505850190233600188e+02, 6.190291400785920359e+02, 6.180977361551359763e+02, 3.955557169889279976e+02, 7.299124449771519494e+02, 6.443144178565120228e+02, 4.074435489300479958e+02, 4.407849773957120192e+02, 5.868790281666559849e+02, 7.171969258618879621e+02, 7.215739001896960190e+02, 5.983424300974079415e+02, 4.493640403517439950e+02, 5.767800836587520052e+02, 4.755648172523519861e+02, 5.823870292459520215e+02
2.057000000000000000e+03, 4.522648545525759687e+02, 6.207993376931840430e+02, 6.183926125035519590e+02, 3.972918568550400096e+02, 7.302764434554879927e+02, 6.454269486039039521e+02, 4.086300336455680053e+02, 4.410440511651839870e+02, 5.889843674480639493e+02, 7.177008463216640166e+02, 7.233458426347519890e+02, 5.992169928130559811e+02, 4.482217132687359822e+02, 5.788251591802879830e+02, 4.806550581411839858e+02, 5.841334703226880265e+02
2.058000000000000000e+03, 4.548016367206399764e+02, 6.217886565662720386e+02, 6.188672734986239448e+02, 3.997092859084800125e+02, 7.311284575928319782e+02, 6.461413895700479770e+02, 4.111093035171840029e+02, 4.428179397672959681e+02, 5.909642131537920022e+02, 7.178329836748799835e+02, 7.227484395274240114e+02, 6.002282562846719429e+02, 4.495457376010239727e+02, 5.800999591608319861e+02, 4.796189643898879922e+02, 5.855322874839040423e+02
2.059000000000000000e+03, 4.557838084997119950e+02, 6.224932996382719921e+02, 6.191318166405119428e+02, 4.017566431313919679e+02, 7.320883827834879867e+02, 6.486179079782399413e+02, 4.129621792522240185e+02, 4.437286070517760095e+02, 5.939293512007679965e+02, 7.193284376002559384e+02, 7.230266728775679894e+02, 6.008909563166720318e+02, 4.484259590963200139e+02, 5.826423784734720357e+02, 4.787072904724479940e+02, 5.873520114401279670e+02
2.060000000000000000e+03, 4.574934403645439716e+02, 6.230489610321919827e+02, 6.192026836008959663e+02, 4.021046025912319806e+02, 7.325233824399359719e+02, 6.502495257886720310e+02, 4.108323787898879687e+02, 4.434697010544639966e+02, 5.959180552765440098e+02, 7.197334395944959624e+02, 7.246705716101120061e+02, 6.017855845826560426e+02, 4.501317657559039844e+02, 5.847017481830399674e+02, 4.795895707074560050e+02, 5.894254740111359752e+02
2.061000000000000000e+03, 4.595302279413759834e+02, 6.250965866905600024e+02, 6.185518618378239353e+02, 4.014234811760640014e+02, 7.336716151029760340e+02, 6.515088236216320183e+02, 4.138728465367040030e+02, 4.423558952386559895e+02, 5.965852516024319812e+02, 7.208701295329279901e+02, 7.249145123307520180e+02, 6.036860405022720215e+02, 4.488358935920639965e+02, 5.860415766528000177e+02, 4.833373323263999737e+02, 5.916025526681600013e+02
2.062000000000000000e+03, 4.607188936949759750e+02, 6.259918189363199872e+02, 6.185521973821439587e+02, 4.027482101514240185e+02, 7.348861513236479368e+02, 6.527536259399679466e+02, 4.149539367813119952e+02, 4.449608600125440034e+02, 5.988285667082240025e+02, 7.213138533416960172e+02, 7.241420221972480249e+02, 6.045789910466560286e+02, 4.467940057415680144e+02, 5.875703836835839411e+02, 4.875221404221439911e+02, 5.919234001469440045e+02
2.063000000000000000e+03, 4.616098309734400118e+02, 6.267331034480639573e+02, 6.190291400785920359e+02, 4.041401486540800079e+02, 7.354458392494079817e+02, 6.523728502456319802e+02, 4.172755008225279880e+02, 4.482959356723200131e+02, 5.995523358064640433e+02, 7.219236715888639537e+02, 7.247719059947519327e+02, 6.049093008752639662e+02, 4.492107301519359908e+02, 5.883683751854080128e+02, 4.866561340866559817e+02, 5.934532809195519576e+02
2.064000000000000000e+03, 4.635280036331519682e+02, 6.277967118335999430e+02, 6.181765890703360355e+02, 4.059785624289280008e+02, 7.344738344632320377e+02, 6.526901409546239847e+02, 4.176050724536319763e+02, 4.489900090982399661e+02, 6.006468142694400285e+02, 7.234650279772159820e+02, 7.245097787719679445e+02, 6.052710176522240317e+02, 4.474689195868160141e+02, 5.894004424048639521e+02, 4.840195945922559986e+02, 5.963839250104319945e+02
2.065000000000000000e+03, 4.656457244999679688e+02, 6.293347798876160368e+02, 6.172863899893759481e+02, 4.075568622469119759e+02, 7.349495020912639802e+02, 6.547082387128319851e+02, 4.181147978301439707e+02, 4.497083088240639768e+02, 6.017757866885119711e+02, 7.243221423882239378e+02, 7.259242994073599675e+02, 6.066821157355519745e+02, 4.450023668449280194e+02, 5.924677872517120250e+02, 4.840702953390079983e+02, 5.976740929208319812e+02
2.066000000000000000e+03, 4.664848537354239966e+02, 6.295208727674879583e+02, 6.171087528263680042e+02, 4.084212244152320181e+02, 7.357353468887039298e+02, 6.549937198202879927e+02, 4.166862178877439646e+02, 4.507824197468160037e+02, 6.049324534333439942e+02, 7.244642789621759675e+02, 7.268081231462399501e+02, 6.073540767907840063e+02, 4.478357030830080134e+02, 5.949604117872639790e+02, 4.852291312025599836e+02, 5.990003654000639699e+02
2.067000000000000000e+03, 4.685441227816959895e+02, 6.320274559467519566e+02, 6.181275995996160191e+02, 4.097375983370239965e+02, 7.357193749790719721e+02, 6.555426703278079685e+02, 4.186751568445440057e+02, 4.523698463703040034e+02, 6.067942546472960430e+02, 7.243950226145279885e+02, 7.257045849866240133e+02, 6.073017989857279417e+02, 4.491349642444799883e+02, 5.964674755461120412e+02, 4.897051917680639690e+02, 6.014620527493119653e+02
2.068000000000000000e+03, 4.694554947092480006e+02, 6.338340936744959890e+02, 6.181613553582079703e+02, 4.104795874918399932e+02, 7.373806549073919996e+02, 6.588207370076160032e+02, 4.210680240537599843e+02, 4.512335590850560152e+02, 6.077203569704960273e+02, 7.250854386073599471e+02, 7.268662394224639911e+02, 6.075482227343360364e+02, 4.472235695800320059e+02, 5.981163403345919960e+02, 4.905509983354879751e+02, 6.033145258311679981e+02
2.069000000000000000e+03, 4.711823399976959763e+02, 6.338901966848000029e+02, 6.183873109032959974e+02, 4.101469288529920050e+02, 7.388302063697919948e+02, 6.596910718648319971e+02, 4.215636230143999796e+02, 4.521167452897279873e+02, 6.081946824212479896e+02, 7.252297226649600361e+02, 7.271055496314879747e+02, 6.078190070005759935e+02, 4.466973689774080185e+02, 5.990673400463359712e+02, 4.917292286607359983e+02, 6.041559367679999468e+02
2.070000000000000000e+03, 4.724811649515519889e+02, 6.360827103805439720e+02, 6.182444361318399615e+02, 4.112163757096959671e+02, 7.392698365378560084e+02, 6.603745756446719497e+02, 4.232577527316479973e+02, 4.540116982824960132e+02, 6.110907654471679962e+02, 7.260840185036799994e+02, 7.257800153497599922e+02, 6.080309367930880171e+02, 4.491561035366399892e+02, 5.994461695836159834e+02, 4.907468555550719884e+02, 6.056969576120319516e+02
2.071000000000000000e+03, 4.725890424504319753e+02, 6.345935646883839354e+02, 6.187319820287999619e+02, 4.126343188971520135e+02, 7.395585388707839911e+02, 6.600695658577919858e+02, 4.245128562606079754e+02, 4.553077382184960129e+02, 6.121475287285759350e+02, 7.265993474703359425e+02, 7.264433193615359414e+02, 6.085735790673919610e+02, 4.476421275647999778e+02, 6.008051911884799665e+02, 4.896028843048960084e+02, 6.068853884846080291e+02
2.072000000000000000e+03, 4.745402997800960065e+02, 6.350258799902719602e+02, 6.196274827100160110e+02, 4.138975761530879822e+02, 7.391489063649279387e+02, 6.614885827870720050e+02, 4.242510645821440107e+02, 4.555342977433600140e+02, 6.133945456394239955e+02, 7.269985781022719493e+02, 7.282906921697280040e+02, 6.089514019717120163e+02, 4.469205730590720123e+02, 6.013334050570240379e+02, 4.922834807685119927e+02, 6.083707089715200027e+02
2.073000000000000000e+03, 4.765580284395520039e+02, 6.356682460364800136e+02, 6.198424995102719777e+02, 4.152761264373759786e+02, 7.382051544104959930e+02, 6.630675872481280066e+02, 4.275123540459520086e+02, 4.549004880773119908e+02, 6.156040378777599926e+02, 7.274467982049279726e+02, 7.294530176942080288e+02, 6.091986310266879627e+02, 4.460083622707199993e+02, 6.039113920675839609e+02, 4.945780670464000082e+02, 6.095363228303359620e+02
2.074000000000000000e+03, 4.774325576007680070e+02, 6.370024373616639650e+02, 6.188470066216959822e+02, 4.160690847743999825e+02, 7.386380065832960327e+02, 6.628530402099199819e+02, 4.291414217195519996e+02, 4.567380965457920183e+02, 6.165913434849279611e+02, 7.274796144394240400e+02, 7.284883277742079599e+02, 6.091914503782400061e+02, 4.479711623249920081e+02, 6.056034749644800286e+02, 4.951946968432640119e+02, 6.098453591490559802e+02
2.075000000000000000e+03, 4.782396087992319735e+02, 6.367036015902720010e+02, 6.180496862085119574e+02, 4.170366603755520032e+02, 7.388894634967040247e+02, 6.625245423206399664e+02, 4.301134265057280004e+02, 4.576236651151359638e+02, 6.168944071147519708e+02, 7.279123323944959338e+02, 7.278860257198080035e+02, 6.095674613432320257e+02, 4.479303601356800186e+02, 6.063379143720959519e+02, 4.975849468067839894e+02, 6.107795816448000323e+02
2.076000000000000000e+03, 4.783777523957759854e+02, 6.372442977075199906e+02, 6.181048496947199737e+02, 4.185721111838719821e+02, 7.379502078361599615e+02, 6.623940826890240032e+02, 4.292171540725759655e+02, 4.555656711372799919e+02, 6.177399788011520059e+02, 7.277591899668479982e+02, 7.286293906063359600e+02, 6.098390509158399482e+02, 4.455533306183679656e+02, 6.072867666001919815e+02, 4.978934127001600132e+02, 6.120291486924800211e+02
