year, CNRM-ESM2-1, GFDL-ESM4, NorESM2-MM, EC-Earth3-Veg, MIROC-ES2L, IPSL-CM6A-LR, MPI-ESM1-2-LR, NorESM2-LM, CMCC-CM2-SR5, ACCESS-ESM1-5, CanESM5, CESM2-WACCM, TaiESM1
2.025000000000000000e+03, 2.921191136296960167e+02, 1.978459236597759912e+02, 3.638220239667199962e+01, 5.474282687692799954e+01, 3.092747900682239788e+02, 1.107071525191679910e+02, 2.803033062768640207e+02, 3.408089474662399709e+01, 5.125063678361600239e+01, 5.106430482841599883e+01, 1.147720622407679940e+02, 3.577399476224000097e+01, 1.195910050611199971e+01
2.026000000000000000e+03, 2.924527453470719820e+02, 1.980434250465280002e+02, 3.658171704934400026e+01, 5.465515753471999716e+01, 3.099906067660800204e+02, 1.111581576396799989e+02, 2.812108529991679688e+02, 3.440510396006399674e+01, 5.185784197939199913e+01, 5.091386772684799666e+01, 1.147892421099519993e+02, 3.591895829708799681e+01, 1.299750951321600034e+01
2.027000000000000000e+03, 2.928730146078719940e+02, 1.984801527562239869e+02, 3.631672931123200243e+01, 5.448464229990399588e+01, 3.107007527649279837e+02, 1.116438160998399951e+02, 2.813681393991680011e+02, 3.414996654489599592e+01, 5.124303670476800221e+01, 5.093074980044799815e+01, 1.151918869053439920e+02, 3.642146527641600073e+01, 1.256382267391999896e+01
2.028000000000000000e+03, 2.930636708904959846e+02, 1.994599086161919956e+02, 3.611908531814400192e+01, 5.458164816281600196e+01, 3.111101168353279718e+02, 1.121148783820799935e+02, 2.819480942018560086e+02, 3.467557155635199706e+01, 4.956162411724800165e+01, 5.115781264179199894e+01, 1.149927161856000026e+02, 3.650139612774400177e+01, 1.191406731264000030e+01
2.029000000000000000e+03, 2.940479901532160056e+02, 2.000179691520000063e+02, 3.641006515814400046e+01, 5.471786657382399710e+01, 3.106390461644800212e+02, 1.124799002705919975e+02, 2.825203314851839878e+02, 3.470638920499199997e+01, 4.908832207667200009e+01, 5.147981355417599758e+01, 1.149571736535040003e+02, 3.635228442623999712e+01, 1.248691172147199957e+01
2.030000000000000000e+03, 2.948078302658560119e+02, 1.997959226982399912e+02, 3.664497973657599772e+01, 5.441012629504000131e+01, 3.104768104857599837e+02, 1.129727393791999930e+02, 2.832583276625919666e+02, 3.418145737932800188e+01, 5.094666298982399866e+01, 5.153064851865600104e+01, 1.151479473766399906e+02, 3.643156935475199987e+01, 1.239957477785599949e+01
2.031000000000000000e+03, 2.953422517043200060e+02, 2.001650717818880025e+02, 3.699691120230399832e+01, 5.411853408665599829e+01, 3.117470806179840110e+02, 1.128753560289279960e+02, 2.834285492961279829e+02, 3.444214805299199611e+01, 4.992108855296000058e+01, 5.141698288025600050e+01, 1.150375113523199957e+02, 3.633191269171199878e+01, 1.231978653286400061e+01
2.032000000000000000e+03, 2.953874159697920163e+02, 2.005832271134719917e+02, 3.689835344691199737e+01, 5.495277695795199691e+01, 3.130306047508479992e+02, 1.132140712427519986e+02, 2.835454193827840186e+02, 3.473742705459199698e+01, 5.137473785036799967e+01, 5.143172585881600156e+01, 1.149428626882559996e+02, 3.630644907212799666e+01, 1.200013547929600044e+01
2.033000000000000000e+03, 2.965105499176959825e+02, 2.020725741322239912e+02, 3.705920500531200190e+01, 5.549663558041599742e+01, 3.136523683758080097e+02, 1.130402928394239979e+02, 2.837509402787840145e+02, 3.469768182988799765e+01, 5.280176170598399921e+01, 5.136340064665599670e+01, 1.152403227279360038e+02, 3.646480501964799714e+01, 1.250724990156800054e+01
2.034000000000000000e+03, 2.961763813294080023e+02, 2.024404481474560100e+02, 3.751224855756800025e+01, 5.553759715327999658e+01, 3.140717987758080199e+02, 1.132363178311679945e+02, 2.846388576583680106e+02, 3.470868558643199719e+01, 5.164392408678399704e+01, 5.158923455692799820e+01, 1.151940176117760046e+02, 3.634776716083199943e+01, 1.234278809599999960e+01
2.035000000000000000e+03, 2.968251898265600062e+02, 2.032817584209919914e+02, 3.779092650393599939e+01, 5.543592722431999675e+01, 3.143318791782400012e+02, 1.134826996367360010e+02, 2.860912612474879779e+02, 3.492786733055999804e+01, 5.092683651481599583e+01, 5.146025551462400216e+01, 1.157222650347519988e+02, 3.676003368960000017e+01, 1.162205881958399978e+01
2.036000000000000000e+03, 2.968885741486079723e+02, 2.043630164377599954e+02, 3.815530246963199801e+01, 5.552198595379199730e+01, 3.155546026803199879e+02, 1.139210211819519998e+02, 2.866933955297279795e+02, 3.517630853939199653e+01, 5.108128756531199599e+01, 5.154802552012800021e+01, 1.148109266616319957e+02, 3.672706646015999610e+01, 1.292402216140799887e+01
2.037000000000000000e+03, 2.973473303429120165e+02, 2.047255049666559898e+02, 3.814129349427199855e+01, 5.524730937343999670e+01, 3.164791279452160211e+02, 1.144390345031680027e+02, 2.863613408706560222e+02, 3.527495227801600208e+01, 5.257917418700800027e+01, 5.171186342297600191e+01, 1.147089127997439988e+02, 3.675422038425600135e+01, 1.217315366502399954e+01
2.038000000000000000e+03, 2.979531556126719920e+02, 2.054334699274239995e+02, 3.783509252505599818e+01, 5.541144087756799763e+01, 3.167180690554880016e+02, 1.141241848791039928e+02, 2.874131380961279660e+02, 3.523347480575999668e+01, 5.111935087411200129e+01, 5.191949824819199932e+01, 1.162356059013119989e+02, 3.722702749695999813e+01, 1.216342183116799980e+01
2.039000000000000000e+03, 2.989211003125760158e+02, 2.063763997982719900e+02, 3.764547223551999622e+01, 5.561296879615999700e+01, 3.168832575242240068e+02, 1.143611127234560030e+02, 2.880950648176639675e+02, 3.564388745216000132e+01, 5.028675636428799578e+01, 5.146910549606399599e+01, 1.177416294727679968e+02, 3.710100543897599579e+01, 1.228535549132799964e+01
2.040000000000000000e+03, 2.987803730247679823e+02, 2.071825114726399875e+02, 3.776303018803199762e+01, 5.598360266342400138e+01, 3.173906005360639710e+02, 1.149977912934400024e+02, 2.888910094991359756e+02, 3.607207975321600202e+01, 5.224176759603199827e+01, 5.120030932991999606e+01, 1.171327088066559980e+02, 3.711732128153600030e+01, 1.211404753305600046e+01
2.041000000000000000e+03, 3.004923872542719891e+02, 2.086359384719359866e+02, 3.773229852262399930e+01, 5.640873731686399850e+01, 3.185244047933439901e+02, 1.156447375196160010e+02, 2.895433747660799781e+02, 3.632888859852799612e+01, 5.102847708364799928e+01, 5.111076093951999866e+01, 1.172712382791680028e+02, 3.715830382592000092e+01, 1.197470121984000002e+01
2.042000000000000000e+03, 3.009124887429119894e+02, 2.089222416629760062e+02, 3.769600940441599590e+01, 5.564860360294400010e+01, 3.198780576890879956e+02, 1.160940649185279909e+02, 2.902829144473599854e+02, 3.613998134067200141e+01, 5.218621403955199867e+01, 5.091997043916799726e+01, 1.176165804933120000e+02, 3.737472571801600196e+01, 1.242482343935999900e+01
2.043000000000000000e+03, 3.011770989936640035e+02, 2.088629006499839988e+02, 3.789584282419200179e+01, 5.608132994662399540e+01, 3.195291587051519855e+02, 1.160477430251520019e+02, 2.907234505850880169e+02, 3.594390601727999979e+01, 5.120400870604800048e+01, 5.059763817676800102e+01, 1.179007865323520008e+02, 3.811806543872000219e+01, 1.239228927180800000e+01
2.044000000000000000e+03, 3.016172324782079954e+02, 2.100250584023039835e+02, 3.792331551539199808e+01, 5.611789169459199655e+01, 3.195065765724160087e+02, 1.162327453859840034e+02, 2.909015239557119799e+02, 3.587658324377599683e+01, 5.144634720255999838e+01, 5.067256522342400160e+01, 1.175853916487679953e+02, 3.807755685068799778e+01, 1.257590751232000059e+01
2.045000000000000000e+03, 3.018487916134399711e+02, 2.108498598952959924e+02, 3.827521342668799775e+01, 5.577944072191999680e+01, 3.204994857697279826e+02, 1.161778838896640025e+02, 2.913002177167359719e+02, 3.590237401907199910e+01, 5.277213314252799847e+01, 5.096807071743999984e+01, 1.187306128015359974e+02, 3.787211145215999863e+01, 1.222897041407999907e+01
2.046000000000000000e+03, 3.015418356695039961e+02, 2.114677647605759887e+02, 3.901073915903999989e+01, 5.617115516108800222e+01, 3.215587991879680203e+02, 1.162605787873280008e+02, 2.919222162227200101e+02, 3.593835275878399926e+01, 5.278986246553599671e+01, 5.101015636377599805e+01, 1.196906302668799924e+02, 3.805320052735999781e+01, 1.222069505228799891e+01
2.047000000000000000e+03, 3.022685240033279683e+02, 2.114790726041599953e+02, 3.904676823039999789e+01, 5.604806492160000175e+01, 3.215765159280639978e+02, 1.164621570375679909e+02, 2.924061046865920162e+02, 3.618585024921600279e+01, 5.158216715468800118e+01, 5.120208771481600252e+01, 1.187151525969919987e+02, 3.846710283468799929e+01, 1.249229511065600029e+01
2.048000000000000000e+03, 3.028666988625919885e+02, 2.124990937825280071e+02, 3.896575105433599617e+01, 5.608559135948799934e+01, 3.215644363325440054e+02, 1.164657809162239914e+02, 2.925926673285119932e+02, 3.638662738739199654e+01, 5.103739836825599951e+01, 5.136551038156800075e+01, 1.185030718095359958e+02, 3.853265980620800235e+01, 1.256561783603200055e+01
2.049000000000000000e+03, 3.031571795804159706e+02, 2.131078215106560094e+02, 3.938078162944000127e+01, 5.647162671103999543e+01, 3.223622936166399882e+02, 1.166223123415039993e+02, 2.929308960030720073e+02, 3.647435125555200131e+01, 5.320973326745600218e+01, 5.116376016486400147e+01, 1.191708469493759992e+02, 3.809480382873599780e+01, 1.183750973030399933e+01
2.050000000000000000e+03, 3.036361690972159977e+02, 2.135428714987519925e+02, 3.980233854156799822e+01, 5.546082461286400189e+01, 3.224117864038399830e+02, 1.167857979228160019e+02, 2.932896264355840117e+02, 3.679976213708800259e+01, 5.294957736755199562e+01, 5.067636526284800169e+01, 1.199870249533440045e+02, 3.812863508480000263e+01, 1.209580650496000054e+01
2.051000000000000000e+03, 3.047705102254079748e+02, 2.147139211755520023e+02, 3.975159585177600263e+01, 5.629416990310399882e+01, 3.221805628129279739e+02, 1.165946383237120045e+02, 2.935601758207999978e+02, 3.671417316966400080e+01, 5.282681847807999986e+01, 5.049737333964800001e+01, 1.198570434723839924e+02, 3.840281254297600100e+01, 1.318759537049600006e+01
2.052000000000000000e+03, 3.045253279907839783e+02, 2.154116017029120087e+02, 3.942012000665599913e+01, 5.715388058828799700e+01, 3.231028734853119886e+02, 1.167397864079359948e+02, 2.943812192174079883e+02, 3.699262042931199801e+01, 5.191251473203200106e+01, 5.031466526310399701e+01, 1.201455360901120031e+02, 3.854044443443199697e+01, 1.214349469286399952e+01
2.053000000000000000e+03, 3.055673608765440008e+02, 2.162372588339200092e+02, 3.975497226649599725e+01, 5.792704600473599896e+01, 3.245325271695359675e+02, 1.172033157201919948e+02, 2.947833019760639672e+02, 3.689764880383999923e+01, 5.062256073113599797e+01, 5.031213190348800168e+01, 1.213165522124799907e+02, 3.869509261721599813e+01, 1.184138946150399896e+01
2.054000000000000000e+03, 3.055042114355200056e+02, 2.171721356410880048e+02, 3.996055607705599755e+01, 5.718594184806399738e+01, 3.265714957844480182e+02, 1.174234663485439967e+02, 2.956422618808319953e+02, 3.689879384883199975e+01, 5.173395062784000231e+01, 5.043827140198399661e+01, 1.210108713369599940e+02, 3.907058768281599725e+01, 1.186828333875200059e+01
2.055000000000000000e+03, 3.057848271503360138e+02, 2.169467840757760086e+02, 3.992779856281600104e+01, 5.685935656140799921e+01, 3.275320249548800007e+02, 1.179215902801919924e+02, 2.967125475983360161e+02, 3.664136844083199662e+01, 5.401030846054399603e+01, 5.078093765017599992e+01, 1.204422159892479982e+02, 3.865028906188799596e+01, 1.245675677286399896e+01
2.056000000000000000e+03, 3.063245166346239898e+02, 2.167900345466879912e+02, 3.986900280934399632e+01, 5.607732438630399940e+01, 3.269338500956159805e+02, 1.183466578247680019e+02, 2.975741918576640046e+02, 3.662601728819200275e+01, 5.260635747123200190e+01, 5.120824075878400095e+01, 1.206604875694079908e+02, 3.891184585932799678e+01, 1.284175927705599918e+01
2.057000000000000000e+03, 3.072100516495360125e+02, 2.175228297871360041e+02, 3.999670678323199979e+01, 5.531201490124799847e+01, 3.271325258874879864e+02, 1.182293850849279977e+02, 2.981288801730560181e+02, 3.714045706239999589e+01, 5.162322519654399855e+01, 5.124598530048000100e+01, 1.199312994304000028e+02, 3.962093489356799836e+01, 1.203485592780799962e+01
2.058000000000000000e+03, 3.078970115358719681e+02, 2.189742267432959864e+02, 4.021601016217599778e+01, 5.532271876505599550e+01, 3.272563417415680078e+02, 1.182633421701119971e+02, 2.982467904471039901e+02, 3.765269063270400096e+01, 5.316888913510399561e+01, 5.088456212479999863e+01, 1.206092163973119966e+02, 3.972459711692800255e+01, 1.209282435481599904e+01
2.059000000000000000e+03, 3.086672199679999835e+02, 2.206901668413439950e+02, 3.994449608704000099e+01, 5.534712961433599787e+01, 3.274410253352959899e+02, 1.183986504171519982e+02, 2.992275193855999760e+02, 3.736638744166400272e+01, 5.283967401983999679e+01, 5.071521290649599933e+01, 1.208874833018879968e+02, 3.942790044057599630e+01, 1.187782852608000006e+01
2.060000000000000000e+03, 3.086392691261439722e+02, 2.220843199365120029e+02, 4.044249838387199958e+01, 5.535249412915199940e+01, 3.281745923276799886e+02, 1.184391170621439926e+02, 2.996021881733120154e+02, 3.705577406463999779e+01, 5.189595981414399972e+01, 5.097786861158400029e+01, 1.210391325573120014e+02, 3.988945423564799597e+01, 1.228556520652800010e+01
2.061000000000000000e+03, 3.087612059320319986e+02, 2.222931291668479901e+02, 4.031291955609599853e+01, 5.629117097574400219e+01, 3.289219166371839833e+02, 1.189052216770559909e+02, 2.997387547115520192e+02, 3.765055992627200254e+01, 5.090945531903999921e+01, 5.101724893184000109e+01, 1.200105885532159959e+02, 3.987205206835199789e+01, 1.279541536358400045e+01
2.062000000000000000e+03, 3.096116094566399966e+02, 2.222690370846719929e+02, 4.046320146841600263e+01, 5.704147324108799921e+01, 3.300263943208959745e+02, 1.193739938693120024e+02, 2.993003325030400106e+02, 3.849645037977600026e+01, 5.093954106163199924e+01, 5.092322521907200183e+01, 1.207419325644799954e+02, 3.992110445363199744e+01, 1.243285762867200006e+01
2.063000000000000000e+03, 3.095732231864320170e+02, 2.230255553085439999e+02, 4.053887090687999972e+01, 5.695539773440000175e+01, 3.303786823024639716e+02, 1.194422100295680025e+02, 2.997015092920319717e+02, 3.776105467084799727e+01, 5.255548895231999751e+01, 5.088997277696000054e+01, 1.218745372508160045e+02, 4.031765073100800123e+01, 1.209108371865599985e+01
2.064000000000000000e+03, 3.100920418140159995e+02, 2.237749935472639891e+02, 4.032846784102400051e+01, 5.636829583769599594e+01, 3.296382702059519829e+02, 1.190673231380479962e+02, 3.009663100518399688e+02, 3.726918864076800020e+01, 5.380639817728000196e+01, 5.081230265548799707e+01, 1.211334708428800013e+02, 4.015467266047999573e+01, 1.302783013683199975e+01
2.065000000000000000e+03, 3.101392528998400167e+02, 2.253558099476479981e+02, 4.009696742604799624e+01, 5.537021506355199563e+01, 3.297146065387519798e+02, 1.194492229058560042e+02, 3.014591239946240080e+02, 3.799697588224000100e+01, 5.348593238016000129e+01, 5.097805316096000183e+01, 1.215559043645439914e+02, 3.985500222259199887e+01, 1.223682215116799910e+01
2.066000000000000000e+03, 3.101492185661439862e+02, 2.264624686694399998e+02, 4.067962336051199657e+01, 5.531181357465600001e+01, 3.305524271513600070e+02, 1.196769820016640011e+02, 3.019034182287359727e+02, 3.813715371622399886e+01, 5.235664119398399663e+01, 5.111132297625599819e+01, 1.227684524851199939e+02, 3.961087695257599961e+01, 1.186036658995199922e+01
2.067000000000000000e+03, 3.104761058426880140e+02, 2.273665257308159937e+02, 4.086116122624000013e+01, 5.533714717081599588e+01, 3.313433386680320041e+02, 1.197659599667200041e+02, 3.025051498577919915e+02, 3.820113782374399847e+01, 5.148940592742400213e+01, 5.102988217548799810e+01, 1.224054858055679915e+02, 3.998044546662399767e+01, 1.239283767705599892e+01
2.068000000000000000e+03, 3.109241246187519891e+02, 2.284190275993599926e+02, 4.090469390745600009e+01, 5.478741232844799924e+01, 3.312877054197759890e+02, 1.201277774069759943e+02, 3.034967839866880013e+02, 3.864897624473599791e+01, 5.273567625215999755e+01, 5.110416749363199784e+01, 1.223519497093119952e+02, 4.016459218944000042e+01, 1.311945470771200029e+01
2.069000000000000000e+03, 3.112655074099200192e+02, 2.290874318847999973e+02, 4.130927647129600189e+01, 5.500742454476799992e+01, 3.304396507054079848e+02, 1.202857348956160024e+02, 3.034410500751359905e+02, 3.858797428735999802e+01, 5.241565085695999926e+01, 5.080884654899200115e+01, 1.236104757903359967e+02, 4.016673128448000085e+01, 1.212675207987200032e+01
2.070000000000000000e+03, 3.115738726399999905e+02, 2.291441556520960035e+02, 4.117968925491199883e+01, 5.539996106751999605e+01, 3.308327744307200078e+02, 1.204927573524479953e+02, 3.038245436784640106e+02, 3.825591123967999607e+01, 5.353616336486400229e+01, 5.044397565542399775e+01, 1.232081917050879980e+02, 4.011603053772800109e+01, 1.224581054463999941e+01
2.071000000000000000e+03, 3.115336744304639751e+02, 2.304206333542399818e+02, 4.074776821759999734e+01, 5.547142781337599615e+01, 3.317304897044480185e+02, 1.206642456657919951e+02, 3.038978265579519871e+02, 3.845495193600000050e+01, 5.360743717273599884e+01, 5.055002024345599665e+01, 1.234306492006399907e+02, 4.060202873651199695e+01, 1.288318641766399963e+01
2.072000000000000000e+03, 3.117220154572800084e+02, 2.311990793994239937e+02, 4.056338241945599776e+01, 5.574040852889599762e+01, 3.326196821524479788e+02, 1.208799335546879945e+02, 3.046647466557440112e+02, 3.866449936384000097e+01, 5.214548315340800144e+01, 5.087795190169600090e+01, 1.234039482613760015e+02, 4.043813211340800251e+01, 1.240004558847999938e+01
2.073000000000000000e+03, 3.118312351334399750e+02, 2.326054966394879955e+02, 4.020735731302399785e+01, 5.615886165606399771e+01, 3.329890493399039997e+02, 1.211899932835840019e+02, 3.053326811791359887e+02, 3.841811755827200159e+01, 5.201850059980800012e+01, 5.108208028876799744e+01, 1.235438366883839905e+02, 4.040775276953599615e+01, 1.201868688588800005e+01
2.074000000000000000e+03, 3.120923557232640064e+02, 2.331935716147199855e+02, 4.061600835174400004e+01, 5.679996941107199859e+01, 3.324527152988159742e+02, 1.215934182195200037e+02, 3.052791954145279760e+02, 3.851493467750400157e+01, 5.256813897318399853e+01, 5.100017392025599605e+01, 1.240297384181759952e+02, 4.082531670425599657e+01, 1.205809027481599927e+01
2.075000000000000000e+03, 3.127858251694079854e+02, 2.334149469798399821e+02, 4.096956301312000193e+01, 5.635141795839999901e+01, 3.321050913832959850e+02, 1.218249438003199998e+02, 3.060344385699839904e+02, 3.850834542591999821e+01, 5.199299084287999762e+01, 5.081568326451199624e+01, 1.242015958302719980e+02, 4.089242976255999906e+01, 1.258088510259199921e+01
2.076000000000000000e+03, 3.125924174233600183e+02, 2.340931659366399913e+02, 4.101331379814399725e+01, 5.542415800729600051e+01, 3.321965272104960150e+02, 1.218088208957439917e+02, 3.073106478366719898e+02, 3.844979294208000198e+01, 5.254803986841599794e+01, 5.076047364096000081e+01, 1.241480513454079926e+02, 4.112193368883200151e+01, 1.241461869772799886e+01
2.077000000000000000e+03, 3.129705423175680039e+02, 2.353150170234879965e+02, 4.087190283878400265e+01, 5.473147289599999965e+01, 3.326866567987199801e+02, 1.216141129154559906e+02, 3.074702998241280056e+02, 3.840097124351999724e+01, 5.385207414783999980e+01, 5.081696672153599792e+01, 1.249557652439039970e+02, 4.084253012787199566e+01, 1.215188749516799938e+01
2.078000000000000000e+03, 3.133197768458239807e+02, 2.348961906032639888e+02, 4.132344063590399941e+01, 5.488554226483199727e+01, 3.330789081088000216e+02, 1.215936531005440031e+02, 3.076312604344320221e+02, 3.812520414412799852e+01, 5.372491123916800149e+01, 5.064825503744000201e+01, 1.255055965552639918e+02, 4.064707975577599797e+01, 1.190557070131199957e+01
2.079000000000000000e+03, 3.132991408701440150e+02, 2.343958940221440059e+02, 4.097496527667200183e+01, 5.524269144473599624e+01, 3.327597383516159653e+02, 1.216979906068479949e+02, 3.077877247508479854e+02, 3.863074360524799999e+01, 5.215610313113599972e+01, 5.055797264383999590e+01, 1.252637865410559925e+02, 4.119838746214399805e+01, 1.232847713075199891e+01
2.080000000000000000e+03, 3.141000180531199817e+02, 2.346978168012799983e+02, 4.111225742950399820e+01, 5.493352510259200017e+01, 3.324455682047999971e+02, 1.218206404444160000e+02, 3.076569631293439784e+02, 3.882166412902400054e+01, 5.155144807219200231e+01, 5.049977667583999619e+01, 1.251752363950079996e+02, 4.101330960383999980e+01, 1.278513722163200050e+01
2.081000000000000000e+03, 3.141019977646079724e+02, 2.351223306977279890e+02, 4.093085378150399833e+01, 5.435867057356799847e+01, 3.325033824911359943e+02, 1.219351197777919964e+02, 3.074879494553599670e+02, 3.897910152396799788e+01, 5.216388775936000144e+01, 5.063678781030399989e+01, 1.253460368424959910e+02, 4.095558759219199629e+01, 1.185597200793599981e+01
2.082000000000000000e+03, 3.139425135493119683e+02, 2.356370724618240047e+02, 4.126893565542400211e+01, 5.416441977241599659e+01, 3.336192686817279878e+02, 1.220628027801599984e+02, 3.078339627581439686e+02, 3.892837561139199920e+01, 5.325723795455999721e+01, 5.056258218393600146e+01, 1.252600619991039963e+02, 4.105182589747199984e+01, 1.207636066303999911e+01
2.083000000000000000e+03, 3.137158533611519715e+02, 2.355956495155199946e+02, 4.147344152985599663e+01, 5.450557187686399629e+01, 3.343593116794879734e+02, 1.220467218186239933e+02, 3.082921820815359979e+02, 3.889295051980799656e+01, 5.288752683417600053e+01, 5.046755603251200029e+01, 1.260981174927359945e+02, 4.151562783948799762e+01, 1.243861011660800031e+01
2.084000000000000000e+03, 3.141183052185600104e+02, 2.355895426088959823e+02, 4.143390182604800032e+01, 5.467458135654399598e+01, 3.338619007795199991e+02, 1.219983447162880026e+02, 3.086153783705599949e+02, 3.860504510463999850e+01, 5.323541079654400221e+01, 5.036856206950400150e+01, 1.267849767157759970e+02, 4.132654022655999881e+01, 1.272574797414399939e+01
2.085000000000000000e+03, 3.149084449832960217e+02, 2.378133961441280064e+02, 4.166570423091199871e+01, 5.466964466073599738e+01, 3.327374582087679755e+02, 1.222082192998399961e+02, 3.087963038679039869e+02, 3.874763046911999709e+01, 5.348964433919999806e+01, 5.010008467046399971e+01, 1.273404871147519941e+02, 4.128021833318400269e+01, 1.186433440153600039e+01
2.086000000000000000e+03, 3.147750661160960135e+02, 2.385465940377600020e+02, 4.149454726758399659e+01, 5.437405108633599582e+01, 3.327616845086719763e+02, 1.226136323358719977e+02, 3.090519215308800085e+02, 3.872158384128000108e+01, 5.357258250649599773e+01, 4.965738846617600188e+01, 1.270999857233919954e+02, 4.147791265792000104e+01, 1.201416437760000022e+01
2.087000000000000000e+03, 3.145127711211520136e+02, 2.378989263912959871e+02, 4.163628118835200098e+01, 5.476840374271999679e+01, 3.325423727411200048e+02, 1.226793990225919941e+02, 3.092396250234879744e+02, 3.908070853836800040e+01, 5.158429786111999960e+01, 4.941745750015999761e+01, 1.252916870512639917e+02, 4.121141916467200161e+01, 1.226931647283199922e+01
2.088000000000000000e+03, 3.158309905367040074e+02, 2.384598893854719961e+02, 4.208102421299199847e+01, 5.483285761228800226e+01, 3.314514510479360183e+02, 1.227275160780800007e+02, 3.093830366658559683e+02, 3.953998482636799849e+01, 5.156636721151999581e+01, 4.972864130252799697e+01, 1.250462196039679981e+02, 4.138676204339199671e+01, 1.265224908799999959e+01
2.089000000000000000e+03, 3.154426986496000040e+02, 2.389492975534080017e+02, 4.211166360371199602e+01, 5.489025246822399851e+01, 3.304361610444800021e+02, 1.226536627732480014e+02, 3.091780526407679872e+02, 3.932485897420799859e+01, 5.216015063449599864e+01, 4.979117418086399738e+01, 1.262845794713600043e+02, 4.129287674265599861e+01, 1.255725963673599921e+01
