year, MIROC-ES2L, ACCESS-ESM1-5, MPI-ESM1-2-LR, TaiESM1, NorESM2-MM, EC-Earth3-Veg, CanESM5, INM-CM5-0, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, NorESM2-LM, INM-CM4-8, CNRM-ESM2-1, UKESM1-0-LL, GFDL-ESM4
2.077000000000000000e+03, 1.347882541199999764e+02, 1.298117392919999986e+02, 1.696266094319999809e+02, 1.426501316159999817e+02, 1.270583311319999922e+02, 1.539671721119999859e+02, 1.770996007439999858e+02, 1.738291756319999877e+02, 1.300789438199999779e+02, 1.367948897999999929e+02, 1.231416860759999850e+02, 1.251197974439999854e+02, 1.768393025999999963e+02, 1.219191772679999843e+02, 1.559264249519999908e+02, 1.277942473439999844e+02
2.078000000000000000e+03, 1.350553167359999804e+02, 1.262281380479999910e+02, 1.687756735440000000e+02, 1.456794009359999791e+02, 1.243558063079999840e+02, 1.529917636319999872e+02, 1.756960752959999752e+02, 1.738721434319999730e+02, 1.323926534160000017e+02, 1.424898341279999840e+02, 1.215052751519999958e+02, 1.275957834119999887e+02, 1.775239806959999953e+02, 1.194678366839999910e+02, 1.511717422319999855e+02, 1.262491094879999878e+02
2.079000000000000000e+03, 1.338791973839999798e+02, 1.274277596039999878e+02, 1.723457379599999797e+02, 1.433041094159999886e+02, 1.250613375839999861e+02, 1.516279104719999964e+02, 1.772161735679999879e+02, 1.751439114719999850e+02, 1.278562471199999919e+02, 1.434969678239999951e+02, 1.222826769719999902e+02, 1.277594710199999923e+02, 1.734020520479999732e+02, 1.220821001279999933e+02, 1.511673902639999767e+02, 1.282590485639999827e+02
2.080000000000000000e+03, 1.327744913039999801e+02, 1.279124521559999863e+02, 1.739296177919999877e+02, 1.401630607439999778e+02, 1.251209169719999892e+02, 1.526352176159999772e+02, 1.768531469039999990e+02, 1.749498231599999940e+02, 1.286488098719999869e+02, 1.415321488799999941e+02, 1.247558483519999868e+02, 1.254600235799999837e+02, 1.739106804239999917e+02, 1.215816159239999905e+02, 1.528357550399999809e+02, 1.279133509319999860e+02
2.081000000000000000e+03, 1.352628393839999887e+02, 1.262377959479999845e+02, 1.797371771759999888e+02, 1.446725195279999809e+02, 1.263280125599999906e+02, 1.538046671039999751e+02, 1.788270955200000003e+02, 1.747771793279999883e+02, 1.289682064799999921e+02, 1.412396367119999923e+02, 1.266754840919999907e+02, 1.253463520679999874e+02, 1.711175053679999962e+02, 1.179810719639999945e+02, 1.548620218799999861e+02, 1.265507749799999857e+02
2.082000000000000000e+03, 1.336646895119999954e+02, 1.261321661159999934e+02, 1.778164140239999824e+02, 1.445896271519999914e+02, 1.259014172039999835e+02, 1.566261299519999852e+02, 1.764618482159999928e+02, 1.766219722559999923e+02, 1.300379627879999873e+02, 1.418413120559999925e+02, 1.250787769919999874e+02, 1.244485221479999950e+02, 1.766969490959999973e+02, 1.201052580839999848e+02, 1.510452828720000014e+02, 1.271813530679999928e+02
2.083000000000000000e+03, 1.353853725120000036e+02, 1.276727312519999913e+02, 1.773591735599999879e+02, 1.413574552079999762e+02, 1.260807703199999850e+02, 1.557301448879999839e+02, 1.767766721039999993e+02, 1.773474894719999782e+02, 1.280480806079999923e+02, 1.397981576880000034e+02, 1.253211390359999911e+02, 1.252002300119999916e+02, 1.726650714959999959e+02, 1.225776016439999836e+02, 1.551728249279999829e+02, 1.259221363559999958e+02
2.084000000000000000e+03, 1.326320589599999948e+02, 1.242042915959999902e+02, 1.752819918479999899e+02, 1.425378003839999792e+02, 1.267433810999999935e+02, 1.532087470799999949e+02, 1.737000514799999848e+02, 1.789944255359999943e+02, 1.279955810519999915e+02, 1.411154479439999818e+02, 1.244134383479999855e+02, 1.256659063559999936e+02, 1.743598319039999751e+02, 1.249963418879999892e+02, 1.526094211679999830e+02, 1.344590182799999809e+02
2.085000000000000000e+03, 1.329811467119999975e+02, 1.218174500159999951e+02, 1.712811456719999796e+02, 1.443744412559999830e+02, 1.248035859719999934e+02, 1.548744155279999859e+02, 1.734142407119999802e+02, 1.738727583839999795e+02, 1.281170498399999929e+02, 1.419273737999999980e+02, 1.230232683959999918e+02, 1.255815475559999896e+02, 1.730884738319999769e+02, 1.217386809719999974e+02, 1.509186973679999824e+02, 1.322883638639999901e+02
2.086000000000000000e+03, 1.331140078800000026e+02, 1.189850205239999923e+02, 1.727666647199999943e+02, 1.445678988479999987e+02, 1.252892561399999920e+02, 1.550488726799999881e+02, 1.695499769519999802e+02, 1.753838215919999755e+02, 1.258201568159999937e+02, 1.407738972960000012e+02, 1.213555737599999844e+02, 1.272253379039999857e+02, 1.731786983279999959e+02, 1.199646390599999961e+02, 1.530538264799999979e+02, 1.259430526079999879e+02
2.087000000000000000e+03, 1.366368629039999973e+02, 1.228993003799999855e+02, 1.718266396319999956e+02, 1.447763991119999787e+02, 1.256067842399999961e+02, 1.525049266319999788e+02, 1.763632982159999756e+02, 1.754278458479999756e+02, 1.276282654919999970e+02, 1.438808082479999939e+02, 1.255533622559999856e+02, 1.264879394999999960e+02, 1.748965588559999844e+02, 1.265794727399999857e+02, 1.595903720399999770e+02, 1.282328736839999976e+02
2.088000000000000000e+03, 1.354851051119999852e+02, 1.277037705599999953e+02, 1.707111955439999917e+02, 1.427842069200000026e+02, 1.257164979839999859e+02, 1.563838230959999862e+02, 1.789767811440000003e+02, 1.752111777599999982e+02, 1.283005184040000017e+02, 1.396520198639999819e+02, 1.264260264479999876e+02, 1.245543727319999903e+02, 1.747192634639999937e+02, 1.216421335079999864e+02, 1.533766132079999807e+02, 1.283836157639999840e+02
2.089000000000000000e+03, 1.357394587199999876e+02, 1.241938137599999834e+02, 1.704284753039999885e+02, 1.408529265119999820e+02, 1.251329952599999871e+02, 1.502455772159999867e+02, 1.765937317679999978e+02, 1.740866355359999886e+02, 1.267394390999999843e+02, 1.430407365119999952e+02, 1.259814240359999928e+02, 1.255555461239999886e+02, 1.722116626559999872e+02, 1.244524956839999845e+02, 1.534748005439999758e+02, 1.286165800799999772e+02
2.090000000000000000e+03, 1.332063137519999998e+02, 1.261994402879999910e+02, 1.729790439119999803e+02, 1.412217873359999771e+02, 1.255123654559999835e+02, 1.530651636719999829e+02, 1.750734285119999925e+02, 1.735486471440000003e+02, 1.280226704760000018e+02, 1.445671892879999803e+02, 1.254678681599999948e+02, 1.229412984479999835e+02, 1.706999371919999930e+02, 1.226587989599999844e+02, 1.524896001359999786e+02, 1.249996925879999878e+02
2.091000000000000000e+03, 1.325606141519999994e+02, 1.269920345759999947e+02, 1.731416119919999801e+02, 1.421776434960000017e+02, 1.224112650119999870e+02, 1.498556503439999972e+02, 1.758428596079999977e+02, 1.735050328559999855e+02, 1.257235856999999868e+02, 1.441206079919999752e+02, 1.212258425399999879e+02, 1.230867661319999939e+02, 1.674624987359999864e+02, 1.213660121759999839e+02, 1.487179891440000006e+02, 1.283946612479999771e+02
2.092000000000000000e+03, 1.314980638199999987e+02, 1.264366461959999839e+02, 1.726680358799999908e+02, 1.384577200079999955e+02, 1.252727864639999922e+02, 1.554059390399999927e+02, 1.763247454559999881e+02, 1.699819413119999751e+02, 1.279581162839999848e+02, 1.398931441199999881e+02, 1.234042232759999962e+02, 1.237672184039999905e+02, 1.697780926079999801e+02, 1.193976217799999944e+02, 1.495373574959999985e+02, 1.268079352919999963e+02
2.093000000000000000e+03, 1.332189123839999922e+02, 1.268346620519999846e+02, 1.773126579599999957e+02, 1.401283711439999990e+02, 1.247463008279999883e+02, 1.516922439119999808e+02, 1.756098716399999944e+02, 1.758897063359999891e+02, 1.273411932839999849e+02, 1.419573960719999945e+02, 1.251490707359999845e+02, 1.232996341319999942e+02, 1.691660734559999923e+02, 1.177066456919999951e+02, 1.519041658319999897e+02, 1.268329118039999912e+02
2.094000000000000000e+03, 1.327499405279999962e+02, 1.300279816439999934e+02, 1.714884318000000007e+02, 1.427004315359999964e+02, 1.241803163519999913e+02, 1.503723361679999755e+02, 1.750928704559999858e+02, 1.730723589360000005e+02, 1.286897830199999930e+02, 1.392212065679999853e+02, 1.272715696799999847e+02, 1.259486265959999969e+02, 1.730195676719999938e+02, 1.206387920159999965e+02, 1.530418427999999835e+02, 1.303022344679999946e+02
2.095000000000000000e+03, 1.329644957040000008e+02, 1.203851873879999914e+02, 1.721452636079999934e+02, 1.441964205359999767e+02, 1.244087631359999904e+02, 1.477949619599999949e+02, 1.718129214719999993e+02, 1.714025592719999906e+02, 1.278671901119999887e+02, 1.417834750319999841e+02, 1.230987813479999886e+02, 1.244495943719999929e+02, 1.721156197679999877e+02, 1.174231291679999885e+02, 1.540895002559999796e+02, 1.278748927799999962e+02
2.096000000000000000e+03, 1.339270690319999915e+02, 1.204340287679999904e+02, 1.748210616719999848e+02, 1.397626954559999888e+02, 1.260499832999999938e+02, 1.530896829120000007e+02, 1.717685818559999973e+02, 1.746396035279999808e+02, 1.266212658239999911e+02, 1.390630377599999861e+02, 1.259206935839999915e+02, 1.255969055879999843e+02, 1.728278603279999857e+02, 1.237505831639999911e+02, 1.550024674559999767e+02, 1.272068341559999851e+02
2.097000000000000000e+03, 1.315711958039999843e+02, 1.251353762279999842e+02, 1.718852335199999857e+02, 1.402579841040000019e+02, 1.247164598879999886e+02, 1.574751579119999860e+02, 1.734722669519999840e+02, 1.710788106959999766e+02, 1.251121105439999894e+02, 1.405071973439999908e+02, 1.286848870559999796e+02, 1.252662348599999973e+02, 1.717571185199999775e+02, 1.191874658759999903e+02, 1.537286495759999809e+02, 1.258266216959999895e+02
2.098000000000000000e+03, 1.315137056760000007e+02, 1.266097472999999951e+02, 1.681051866480000001e+02, 1.427246669519999784e+02, 1.234045622879999939e+02, 1.532516675759999885e+02, 1.745107158959999936e+02, 1.692805491359999905e+02, 1.285928571239999769e+02, 1.410010037999999781e+02, 1.268369089919999908e+02, 1.235300046119999848e+02, 1.691146067039999821e+02, 1.225059833879999900e+02, 1.516040850239999997e+02, 1.266936488279999935e+02
2.099000000000000000e+03, 1.336694987519999813e+02, 1.235383064639999873e+02, 1.696394761199999834e+02, 1.420016410799999846e+02, 1.247619347999999917e+02, 1.496191934160000017e+02, 1.732303385279999759e+02, 1.731236680079999815e+02, 1.270775523239999956e+02, 1.387668989519999911e+02, 1.271461431239999911e+02, 1.241472272039999893e+02, 1.678397165999999743e+02, 1.204828070759999861e+02, 1.489822450559999822e+02, 1.258490753279999836e+02
2.100000000000000000e+03, 1.339350476399999934e+02, 1.249802191079999858e+02, 1.717230596399999740e+02, 1.405516788719999965e+02, 1.258382269439999845e+02, 1.507453282079999894e+02, 1.715302800719999823e+02, 1.749166315199999815e+02, 1.274763013919999963e+02, 1.369018756799999892e+02, 1.245986177399999946e+02, 1.220838897959999940e+02, 1.665291277439999931e+02, 1.189882687319999945e+02, 1.493826734159999887e+02, 1.241430329159999957e+02
