year, CMCC-CM2-SR5, MPI-ESM1-2-LR, CanESM5, IPSL-CM6A-LR, MIROC-ES2L, CESM2-WACCM, GFDL-ESM4, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM4-8, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, NorESM2-LM, NorESM2-MM, INM-CM5-0
2.074000000000000000e+03, 1.541269940888358336e+00, 2.817109166710324963e+00, 6.344937040239856607e+00, 2.771822859313909149e+00, 5.191152525540585927e+00, 2.172913078333803316e+00, 5.350976731324182722e+00, 5.303464982740593747e+00, 5.736886979720002167e+00, 8.752333586330209414e+00, 6.438114535825147478e+00, 1.770314975344219111e+00, 6.147542962401165489e+00, 1.860582504502506840e+00, 1.804211347637971308e+00, 1.069657231320819868e+01
2.075000000000000000e+03, 1.369655634114573806e+00, 2.858894218512584739e+00, 6.367753155688213873e+00, 2.769366207056482398e+00, 5.222835758535957495e+00, 2.173169537232559456e+00, 5.385434318321656200e+00, 5.217389335493435532e+00, 5.751177785437509904e+00, 8.692161737907550645e+00, 6.449684691450893403e+00, 1.664434079647557185e+00, 6.156166800733496203e+00, 1.820436993251012270e+00, 1.866376251926254781e+00, 1.064061493491965393e+01
2.076000000000000000e+03, 1.413591069039608294e+00, 2.881332308944129839e+00, 6.388847541042895095e+00, 2.792682724261364768e+00, 5.185228370569169520e+00, 2.200955958681547031e+00, 5.345330138178324475e+00, 5.587763362390496091e+00, 5.738900733683395039e+00, 8.809264570166174479e+00, 6.489654056243064240e+00, 1.721051271124311777e+00, 6.108189527260456941e+00, 1.809240277048293377e+00, 1.925270820144478812e+00, 1.076797981095652190e+01
2.077000000000000000e+03, 1.400692880908703364e+00, 2.963311610031119869e+00, 6.403475092079380815e+00, 2.788526228948043251e+00, 5.194212313593056685e+00, 2.342486827739976185e+00, 5.370746453995937308e+00, 5.788034411229756593e+00, 5.704607352872286263e+00, 8.874529293782339678e+00, 6.578256058432002007e+00, 1.774553070335773475e+00, 6.070784109541783380e+00, 1.833975182724969732e+00, 1.856419262821542349e+00, 1.073417520749033827e+01
2.078000000000000000e+03, 1.369863869646408716e+00, 2.895441033681730225e+00, 6.430697871835210577e+00, 2.802624817254407041e+00, 5.201544351947423372e+00, 2.232240785661880000e+00, 5.466063512671047064e+00, 5.574595548270568912e+00, 5.695501071321777964e+00, 8.856877215588980334e+00, 6.599099574357782494e+00, 1.853176707499847531e+00, 6.035982173914959503e+00, 1.830353880351505813e+00, 1.901147181793041430e+00, 1.072946700632506634e+01
2.079000000000000000e+03, 1.448877995016165876e+00, 2.944777174244806783e+00, 6.506508616796769395e+00, 2.772351112719777078e+00, 5.217960823384463431e+00, 2.155239767771544024e+00, 5.482118170569063587e+00, 5.161060262881571603e+00, 5.682266558436465331e+00, 8.817434737783374388e+00, 6.632417055601454337e+00, 1.706980302097303115e+00, 6.145381778177320342e+00, 1.807187854766075574e+00, 2.016368207101628673e+00, 1.070675696822476475e+01
2.080000000000000000e+03, 1.567202774552776567e+00, 2.854594470634417736e+00, 6.556304348925920955e+00, 2.808770016232120970e+00, 5.336754849179466298e+00, 2.251715657300238149e+00, 5.521603697882107475e+00, 4.904105857712626637e+00, 5.680856411828861141e+00, 8.776398079989879975e+00, 6.597562836263856312e+00, 1.683165470670276553e+00, 6.161449372398663193e+00, 1.841440832618552514e+00, 1.993499729809164123e+00, 1.073114057983553060e+01
2.081000000000000000e+03, 1.533266609560082427e+00, 2.839581906759862662e+00, 6.600447818744632045e+00, 2.777643470815288840e+00, 5.288552545993307596e+00, 2.127904977073505233e+00, 5.543430402455191697e+00, 5.012468325041084860e+00, 5.685148104652016698e+00, 8.701479971958777426e+00, 6.624553366175560676e+00, 1.815557171723101826e+00, 6.190031013843160679e+00, 1.939117967284077038e+00, 1.947119718919247955e+00, 1.082416550123686783e+01
2.082000000000000000e+03, 1.452914973568441459e+00, 2.845175058634854093e+00, 6.592343373000771223e+00, 2.813831417518548594e+00, 5.189566894043367462e+00, 2.099165958780373042e+00, 5.599798855343856019e+00, 5.840787802809596307e+00, 5.728247742006270293e+00, 8.745107044060720369e+00, 6.583014786102308058e+00, 1.733722836313368099e+00, 6.233655084682103720e+00, 1.950085455766229048e+00, 1.876833225448023557e+00, 1.078336440102777161e+01
2.083000000000000000e+03, 1.358739443070491992e+00, 2.904696227773830408e+00, 6.609619168662465682e+00, 2.821818032091539141e+00, 5.140697990406274620e+00, 2.129296153097940181e+00, 5.629704176926502157e+00, 5.644721052230127434e+00, 5.792486847227718449e+00, 8.766587560282866676e+00, 6.620187039745283109e+00, 1.635749830414088724e+00, 6.273215269116894532e+00, 1.995408356081494805e+00, 1.886448947728757375e+00, 1.076754569429735220e+01
2.084000000000000000e+03, 1.454708890188161519e+00, 2.888421645997250042e+00, 6.619654542882870807e+00, 2.800915047147106929e+00, 5.114421775878422949e+00, 2.236625871709901237e+00, 5.486786791783028860e+00, 5.398415187358669876e+00, 5.792176204374452908e+00, 8.743934427683049293e+00, 6.612682838326683132e+00, 1.646217926346591032e+00, 6.262424694389864044e+00, 1.987443478671309549e+00, 1.886374895201152535e+00, 1.088798280107307548e+01
2.085000000000000000e+03, 1.558229255660553259e+00, 2.818509348010184379e+00, 6.597510811340120185e+00, 2.758386633373944186e+00, 5.120624394131488621e+00, 2.354309814752699737e+00, 5.394099334172956617e+00, 5.405693899842257011e+00, 5.789318134249374914e+00, 8.760441028048260748e+00, 6.579854926530999570e+00, 1.800120783732859442e+00, 6.271198767181304312e+00, 1.876353020763197321e+00, 1.913256680170873247e+00, 1.099688432432336072e+01
2.086000000000000000e+03, 1.579816192958938048e+00, 2.789070544199332424e+00, 6.669877983538855304e+00, 2.762445756494819715e+00, 5.031091409362170808e+00, 2.345267475558134862e+00, 5.385068748712666498e+00, 5.562817498402773175e+00, 5.767366496848580049e+00, 8.778843282139932924e+00, 6.664277942614792671e+00, 1.776904213387892506e+00, 6.373895528566753121e+00, 1.840927086047906558e+00, 2.000473435188301785e+00, 1.093732449963013487e+01
2.087000000000000000e+03, 1.520854688196896065e+00, 2.757621873928835843e+00, 6.648275839201870596e+00, 2.822375802380980403e+00, 4.981185367071826242e+00, 2.258290031961514455e+00, 5.484783086099239924e+00, 5.532860062999839457e+00, 5.768642401614556547e+00, 8.785005447136377654e+00, 6.642470670634636143e+00, 1.688819390387811703e+00, 6.388407007004147431e+00, 1.806388144619843983e+00, 1.904902167580136751e+00, 1.087406505972971260e+01
2.088000000000000000e+03, 1.509841316809296119e+00, 2.870705153110844510e+00, 6.636745868039716889e+00, 2.935304474681511344e+00, 4.968267242684382801e+00, 2.268731036709678683e+00, 5.546922384202052747e+00, 5.416776679577583131e+00, 5.705782696601197301e+00, 8.821672585155001300e+00, 6.653343737058211360e+00, 1.730301920347234068e+00, 6.313037900601761621e+00, 1.778980944572912559e+00, 1.859727010895039667e+00, 1.085811789328329624e+01
2.089000000000000000e+03, 1.473337695608839315e+00, 2.856910761701409562e+00, 6.611144152718850364e+00, 2.938708784171199184e+00, 4.956743838089070486e+00, 2.380698081526827270e+00, 5.591131711170676866e+00, 5.515410534114463026e+00, 5.673702383550163653e+00, 8.890405912222687945e+00, 6.646899997233845170e+00, 1.714542143315001210e+00, 6.331143923367896775e+00, 1.910554523878506217e+00, 1.922598341980934045e+00, 1.087089192829102657e+01
2.090000000000000000e+03, 1.312481483491722223e+00, 2.860398547577434947e+00, 6.672224617191292673e+00, 2.898855194067299745e+00, 4.936024558297709142e+00, 2.220667932382319965e+00, 5.637774493937136810e+00, 5.461325197949107313e+00, 5.688269329847075895e+00, 8.847929706560449858e+00, 6.693014977109999819e+00, 1.705385505385641265e+00, 6.380276604815779962e+00, 1.920160574970313228e+00, 1.917712955368227723e+00, 1.081218772749317303e+01
2.091000000000000000e+03, 1.322845432270562949e+00, 2.952012983732265727e+00, 6.706316268285685389e+00, 2.862149910786694118e+00, 4.901317704777487627e+00, 2.145521299047744357e+00, 5.602681913077197429e+00, 5.316428128842544787e+00, 5.660312218938932105e+00, 8.744153266598145180e+00, 6.695682810410643171e+00, 1.769690982792922807e+00, 6.359663752993618857e+00, 1.990753573881100191e+00, 1.966733395032380649e+00, 1.077788089876708000e+01
2.092000000000000000e+03, 1.487636766761825102e+00, 2.927854586311760876e+00, 6.684117195951980506e+00, 2.826880600147537947e+00, 4.987209549521868901e+00, 2.243677452588272558e+00, 5.548585415265842258e+00, 5.391651054408611365e+00, 5.653565759864742191e+00, 8.734186880685738785e+00, 6.701594773358650059e+00, 1.771788620003263537e+00, 6.399278605352998639e+00, 1.942608927805719254e+00, 2.000956046607749172e+00, 1.070228365242557445e+01
2.093000000000000000e+03, 1.459236412858504028e+00, 2.953938321169379044e+00, 6.700237436005910041e+00, 2.840046970190345466e+00, 5.096228009496329037e+00, 2.240403797653582441e+00, 5.579831195379603592e+00, 5.553239497685256154e+00, 5.657736644102813628e+00, 8.704303253693735698e+00, 6.783361948068273861e+00, 1.641406465960262961e+00, 6.440943999104986162e+00, 1.968435618672262688e+00, 1.913521082768115278e+00, 1.081007877101758829e+01
2.094000000000000000e+03, 1.423546903266599495e+00, 2.953956520601557667e+00, 6.694266410362391895e+00, 2.837368767891707666e+00, 5.094634852542117009e+00, 2.331375939160966748e+00, 5.599994707032687202e+00, 5.015581119724809689e+00, 5.665845352261617229e+00, 8.757171232330202670e+00, 6.743449008687319335e+00, 1.757812047438188419e+00, 6.415510760076772456e+00, 2.049513642106465472e+00, 2.014032697810587802e+00, 1.088143498832286937e+01
2.095000000000000000e+03, 1.449815280585303290e+00, 2.903837556132450093e+00, 6.660033451226707868e+00, 2.835527680982377507e+00, 5.092744102014220786e+00, 2.226215907080286271e+00, 5.591921870741953349e+00, 4.834018742981648131e+00, 5.716513379858246147e+00, 8.735510330857078287e+00, 6.708569601372560420e+00, 1.784089601966313943e+00, 6.425652282547110516e+00, 2.120912943719330368e+00, 1.977179612968349653e+00, 1.082424712756606944e+01
2.096000000000000000e+03, 1.513911870122196301e+00, 2.895012345466703163e+00, 6.639867792062068119e+00, 2.819800403714038062e+00, 5.126534020899216948e+00, 2.187759920748011400e+00, 5.601454837414624244e+00, 5.258472008003487019e+00, 5.712903565110882376e+00, 8.740596946893013808e+00, 6.701941598136961886e+00, 1.691241387507986582e+00, 6.398887905833107403e+00, 1.985581775754350353e+00, 1.920599410061109902e+00, 1.075612285338616303e+01
2.097000000000000000e+03, 1.539635675090128775e+00, 2.989792239730101109e+00, 6.627133687796750827e+00, 2.824835152378330605e+00, 5.261589273479909679e+00, 2.244324347422281818e+00, 5.572712958711185216e+00, 5.849800286595170817e+00, 5.716332815910512899e+00, 8.801684270335755400e+00, 6.763251932560454982e+00, 1.733601898302111755e+00, 6.349529915470862207e+00, 1.853119369312150821e+00, 2.007344617381073615e+00, 1.073935522870043613e+01
2.098000000000000000e+03, 1.482566051613680713e+00, 2.973326684528729391e+00, 6.621549882311829727e+00, 2.841633200930989478e+00, 5.246147210560723195e+00, 2.281425058728081101e+00, 5.502113790315790176e+00, 5.627232388537702690e+00, 5.692223419218378488e+00, 8.835740904000171980e+00, 6.754458727473241275e+00, 1.768948294332946647e+00, 6.333729411388913988e+00, 1.843904128446841817e+00, 2.055773422602039879e+00, 1.072675862814494430e+01
2.099000000000000000e+03, 1.374281316580332479e+00, 2.980587916558010697e+00, 6.621186318671640869e+00, 2.880112231495622677e+00, 5.178095489070529744e+00, 2.309740456169351308e+00, 5.440420815089518136e+00, 5.196185306132569792e+00, 5.616667303168750180e+00, 8.801113515034762358e+00, 6.770573053597781943e+00, 1.773909772871810508e+00, 6.387617548163729175e+00, 1.873154411112218920e+00, 1.925159118889021581e+00, 1.080980168967552402e+01
2.100000000000000000e+03, 1.368369254466319074e+00, 2.976079752775743881e+00, 6.647408152713804697e+00, 2.861744530721351154e+00, 5.158936718386383902e+00, 2.185093661678720878e+00, 5.402063358077078270e+00, 5.169078755855496254e+00, 5.543114951792620815e+00, 8.690988196927824205e+00, 6.774035261809040698e+00, 1.749344214604250380e+00, 6.381269917350107512e+00, 1.860673792500595169e+00, 1.880174646568971486e+00, 1.073891973092148078e+01
