year, EC-Earth3-Veg, NorESM2-LM, CESM2-WACCM, TaiESM1, INM-CM4-8, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, CNRM-ESM2-1, UKESM1-0-LL, CanESM5, INM-CM5-0, MPI-ESM1-2-LR, ACCESS-ESM1-5, CMCC-CM2-SR5, IPSL-CM6A-LR
2.043000000000000000e+03, 1.943015658195599960e+00, 9.264124845666534824e-01, 1.101504431788966620e+00, 5.554298957187476793e-01, 1.519416251381985994e+00, 1.021272576427875833e+00, 7.212277935242344951e-01, 9.597215784645900527e-01, 1.393982756405914625e+00, 1.378043950077618263e+00, 2.195612496994229002e+00, 1.774396319091983809e+00, 1.568005029453098498e+00, 1.261085224963260920e+00, 7.739153862389791527e-01, 6.908972747894365218e-01
2.044000000000000000e+03, 1.916688804181772898e+00, 7.007045723505566093e-01, 1.097490504209178930e+00, 5.866362579095915075e-01, 1.429568953262678521e+00, 1.040613398276582835e+00, 6.164079721452725424e-01, 8.216920314425703031e-01, 1.294057764558279144e+00, 1.322854084907125305e+00, 2.191608502680610027e+00, 1.684733828364419539e+00, 1.653032054334731438e+00, 1.307881032895607420e+00, 7.120193402722597709e-01, 7.579112726154427770e-01
2.045000000000000000e+03, 2.639814320317896978e+00, 6.197023352895967285e-01, 9.093496378877640174e-01, 6.052637000868779094e-01, 1.384757411324697429e+00, 8.322765526817343940e-01, 7.674689576789558432e-01, 7.893519682663073800e-01, 1.312273393919543230e+00, 1.236305202832428174e+00, 2.128493053300050342e+00, 1.916068566743674095e+00, 1.605381085382128425e+00, 1.249363254793207645e+00, 6.222337180961096115e-01, 7.949956350595319687e-01
2.046000000000000000e+03, 2.722075204028145290e+00, 6.009230051107437021e-01, 1.066092333837985739e+00, 5.407655316887259866e-01, 1.292859694571092843e+00, 9.358421933933058767e-01, 8.907278518879703233e-01, 7.813454678591108538e-01, 1.379809009932612796e+00, 1.477705325331376329e+00, 2.188175294616221844e+00, 1.804332718968161053e+00, 1.608206570504306709e+00, 1.183638267849180803e+00, 7.187828630697910004e-01, 8.646752139789729563e-01
2.047000000000000000e+03, 2.043178606832218858e+00, 8.387175934204430527e-01, 8.838229564269625138e-01, 5.462219159658254775e-01, 1.500947755936313355e+00, 1.006799041569377495e+00, 7.409401731107684297e-01, 9.145941093585070458e-01, 1.136283683752330465e+00, 1.379295587047206118e+00, 2.134080533252142420e+00, 1.749287304363545514e+00, 1.467785696360012215e+00, 1.220558989327739763e+00, 7.958508665650109171e-01, 7.346749678295207975e-01
2.048000000000000000e+03, 1.974337787697800994e+00, 8.144636966530733879e-01, 1.019934094742076525e+00, 5.717959028365964258e-01, 1.315723118443535178e+00, 9.775809042739644905e-01, 7.292776477637179511e-01, 7.308050862432633465e-01, 1.334274485621595563e+00, 1.131139117824603080e+00, 2.171772314502309786e+00, 1.788160790011479540e+00, 1.791348198500889000e+00, 1.094047900801147000e+00, 6.728055636971080888e-01, 7.981724108451277999e-01
2.049000000000000000e+03, 1.975951120809345207e+00, 9.151947880349448061e-01, 1.039995180646349437e+00, 6.051648296312459596e-01, 1.403753397554677429e+00, 9.382801125663943198e-01, 8.666183147167247913e-01, 9.080211727095742757e-01, 1.248700689941891762e+00, 9.079861855101083457e-01, 2.224760929060765502e+00, 1.566690859475454722e+00, 1.623201464709455255e+00, 1.251073678113607368e+00, 7.291535644776699909e-01, 7.970695179334401637e-01
2.050000000000000000e+03, 2.895947817762882792e+00, 7.117802151014117618e-01, 1.164704021838008474e+00, 5.451302165947424783e-01, 1.390752231266014771e+00, 8.977024489240833516e-01, 8.056692141538487340e-01, 9.467768808178272932e-01, 1.335432918947479619e+00, 1.142623810303208032e+00, 2.116628043667776460e+00, 1.821182101985604262e+00, 1.264145169407704383e+00, 1.328946731840796813e+00, 7.078185217938608442e-01, 9.353384159598066017e-01
2.051000000000000000e+03, 1.876558634475578247e+00, 5.365962532430853527e-01, 1.003345527532155224e+00, 6.128361048686929990e-01, 1.480368424762555257e+00, 1.040825199650376787e+00, 7.806522360554061235e-01, 1.148786755569547902e+00, 1.293522379030071390e+00, 1.466498614898960051e+00, 2.144480825490249210e+00, 1.829665676712271427e+00, 1.844520149440505463e+00, 1.294733651444019085e+00, 7.277603031665041966e-01, 9.058708487800866127e-01
2.052000000000000000e+03, 1.991504500648949350e+00, 6.210094862241022362e-01, 1.094511619360874155e+00, 6.158108063609104565e-01, 1.300268189848008182e+00, 7.957687844975837033e-01, 8.206573134136998515e-01, 8.570058777816829121e-01, 1.332471926948401997e+00, 1.132676771986580011e+00, 2.191470870191637665e+00, 1.582040059397706644e+00, 1.558651042103819995e+00, 1.243236400044706036e+00, 7.469681627053035289e-01, 7.738697357261256071e-01
2.053000000000000000e+03, 2.302628873176615798e+00, 8.713467716721573497e-01, 9.333664329291437856e-01, 5.576209125337786565e-01, 1.400521797448406991e+00, 6.341440825787356683e-01, 6.308533448932803767e-01, 7.040010559733473894e-01, 1.048923816669248721e+00, 1.258747478395150665e+00, 2.163276336999701233e+00, 1.579602025573154656e+00, 1.590216252728599011e+00, 1.202312159477558096e+00, 6.998446961982009995e-01, 8.137905974383019547e-01
2.054000000000000000e+03, 2.759916391389354740e+00, 8.041276216166083346e-01, 9.494312115800540575e-01, 5.833717081292871809e-01, 1.426086793771732752e+00, 8.473402214776207808e-01, 6.105090986258105978e-01, 8.839991261806990908e-01, 1.511652755252882008e+00, 1.015469645400785659e+00, 2.255309312486845297e+00, 1.680606940820031037e+00, 1.517308212514464794e+00, 1.373762006809434499e+00, 8.132924446671546681e-01, 8.572153706439954446e-01
2.055000000000000000e+03, 2.535430748799611500e+00, 6.143161458179652312e-01, 1.298202148998671479e+00, 6.384507414947180326e-01, 1.485119223785128284e+00, 8.848849261877647088e-01, 7.484127803250579802e-01, 9.216729431188153132e-01, 1.271497215437468409e+00, 1.303793871348474021e+00, 2.264334843486100812e+00, 1.618748573102855026e+00, 1.631874206843918262e+00, 1.261306717844228764e+00, 7.443985609569471196e-01, 8.969299651115414385e-01
2.056000000000000000e+03, 2.903906811517401376e+00, 8.069484395366484097e-01, 7.987671039149469854e-01, 5.601648638003950964e-01, 1.381461878288791079e+00, 7.700346855737155716e-01, 7.480572523067291479e-01, 1.108852411157407625e+00, 1.135861212963703792e+00, 1.416714147094102927e+00, 2.259940441226573338e+00, 1.795285066446773437e+00, 1.669903120294510268e+00, 1.236439249446303679e+00, 6.871157706801747089e-01, 8.445781630678004248e-01
2.057000000000000000e+03, 2.242787531468573459e+00, 1.042944793616282340e+00, 1.075990147784408935e+00, 5.241166241753629773e-01, 1.271758367722694238e+00, 8.870896600032747159e-01, 6.890765525530897495e-01, 9.243239757213630448e-01, 1.276883319062030120e+00, 1.045778231025826788e+00, 2.285141322871914404e+00, 1.740432853015680514e+00, 1.465128848340441881e+00, 1.069533629543498288e+00, 7.461041837767143914e-01, 9.613760569314431237e-01
2.058000000000000000e+03, 2.099972387819752928e+00, 9.947838273181647262e-01, 1.145736753990478363e+00, 6.405150568699443658e-01, 1.387249631856992460e+00, 9.894879149055918477e-01, 7.469814368606584321e-01, 8.995958026456238876e-01, 1.309591076223466599e+00, 9.479510926829113338e-01, 2.267243110963262254e+00, 1.566818060546364633e+00, 1.507584263270277392e+00, 1.122378776121568666e+00, 7.598248725393855763e-01, 9.468238701680774527e-01
2.059000000000000000e+03, 2.614099199065979207e+00, 1.037977818007167485e+00, 7.383284442369988376e-01, 6.827481660996072010e-01, 1.234041223958885602e+00, 9.744325419135334565e-01, 7.777705877536114087e-01, 9.733107497196722413e-01, 1.391115016866695697e+00, 1.356303041115805241e+00, 2.230950687485850903e+00, 1.681274756436119899e+00, 1.586965569881702676e+00, 1.315481416439691964e+00, 8.297881722606913479e-01, 8.166495995321649826e-01
2.060000000000000000e+03, 2.369630370934881824e+00, 8.576297169785002117e-01, 9.163555714689022302e-01, 5.215601337408528604e-01, 1.474353400213726406e+00, 8.834450795962477399e-01, 8.629910646250072981e-01, 7.961985157588252759e-01, 1.286480830005328091e+00, 1.273196989410548374e+00, 2.368972254517712983e+00, 1.628427409908083323e+00, 1.691569168539798218e+00, 1.215257163132979823e+00, 8.602081160996878362e-01, 9.182606603959637681e-01
2.061000000000000000e+03, 1.678752398840455129e+00, 8.717309720402919293e-01, 1.006479616366171337e+00, 5.323260551858561840e-01, 1.345147097028287275e+00, 9.884752983474398569e-01, 8.222770982953061525e-01, 8.573663577499694988e-01, 1.408753678380794572e+00, 1.021180987707053012e+00, 2.293094661129754908e+00, 1.835932675562493177e+00, 2.013979638542585437e+00, 1.150563149959715759e+00, 8.117224721906298734e-01, 9.105731650920743103e-01
2.062000000000000000e+03, 1.652929272080968293e+00, 8.220853760718754843e-01, 8.444374223540802582e-01, 5.972597163440956924e-01, 1.427587670671647047e+00, 8.743351154133103265e-01, 6.903925322713118096e-01, 8.863168356257754565e-01, 1.360039679445767424e+00, 1.136123219937301254e+00, 2.338928170310252241e+00, 1.700114838434057418e+00, 1.482126708261792380e+00, 1.136688574759068482e+00, 8.519257458541271699e-01, 8.602151306670612341e-01
2.063000000000000000e+03, 2.040308429626851439e+00, 8.581077331456313795e-01, 1.085330031072459178e+00, 5.591652491247195433e-01, 1.698485711141525023e+00, 1.047218009468349642e+00, 7.153236019116309130e-01, 9.265516533964518464e-01, 1.382155633291457741e+00, 1.313212621087236798e+00, 2.301209890254135804e+00, 1.705038802272700771e+00, 1.295516509017889284e+00, 1.265046430058617055e+00, 6.982481572218758314e-01, 8.914482942510698615e-01
2.064000000000000000e+03, 2.554805105248137309e+00, 8.941759429305599083e-01, 1.125519773755362829e+00, 5.908092793535671960e-01, 1.535592555200009368e+00, 1.005825645337969920e+00, 5.863182459596422147e-01, 9.125524820882419119e-01, 1.189259725325885864e+00, 1.234649585957848794e+00, 2.442268915966338660e+00, 1.538050886274048068e+00, 1.789473460956468864e+00, 1.256614915115480402e+00, 7.003414966045108381e-01, 8.884747764631584221e-01
2.065000000000000000e+03, 2.666284566633045472e+00, 9.254752878078515987e-01, 1.307463854796394154e+00, 6.513103312697838820e-01, 1.320887120368897660e+00, 9.280758731240154047e-01, 6.076620535827645941e-01, 7.842508677050044064e-01, 1.460288128852676559e+00, 1.082260147526568517e+00, 2.329460947986765618e+00, 1.731325727326284314e+00, 1.470956827768034270e+00, 1.097938654472238040e+00, 8.425872135866452339e-01, 8.138598105407207628e-01
2.066000000000000000e+03, 2.009064936290568149e+00, 9.298854012446686745e-01, 7.809908738480100254e-01, 5.018961904628956860e-01, 1.282129444907524451e+00, 6.853043202099203812e-01, 9.411961120253924395e-01, 9.504711354789880939e-01, 1.440410099684300560e+00, 1.078868009484535762e+00, 2.278489228349966922e+00, 1.883832188749624770e+00, 1.653337461367205385e+00, 1.314342026111547046e+00, 8.352932548708855709e-01, 8.440096723597757533e-01
2.067000000000000000e+03, 2.235100300669125684e+00, 8.547328466945665060e-01, 1.015260083191837470e+00, 5.248509164909584968e-01, 1.422885467688992822e+00, 9.614460355008348502e-01, 8.401521330292180956e-01, 1.142616343181697802e+00, 1.052797750509421704e+00, 1.412312410945691266e+00, 2.243961892109863410e+00, 1.895135878048325617e+00, 1.575653341879666103e+00, 1.411978490220185734e+00, 6.924056011304846603e-01, 8.753048819543947090e-01
2.068000000000000000e+03, 2.445488222610817441e+00, 7.114036595167156918e-01, 1.170767987701835100e+00, 6.206164863695493583e-01, 1.465022767995573405e+00, 8.818278171438749258e-01, 8.189648833896753244e-01, 1.062689295352269747e+00, 1.193825750207017755e+00, 1.185125941120376503e+00, 2.146498717084549757e+00, 1.926421673070241702e+00, 1.741228489428045423e+00, 1.306098285502264922e+00, 6.846843999357180577e-01, 9.233213819433648828e-01
2.069000000000000000e+03, 2.648153536482679815e+00, 8.016104907871420826e-01, 1.183557252650995206e+00, 6.425083413874759231e-01, 1.356850912929755681e+00, 9.539608630928220201e-01, 8.705592600348470711e-01, 8.392592108819909580e-01, 1.321501070455099791e+00, 1.277772369830854071e+00, 2.187060649672518231e+00, 1.694115207220916908e+00, 1.581838613633665958e+00, 1.387586886524871721e+00, 7.858617919921825345e-01, 8.853649360773974131e-01
2.070000000000000000e+03, 2.188759776743660623e+00, 9.501003394363630727e-01, 8.198187387276097970e-01, 5.314424038425928920e-01, 1.301324164686069151e+00, 1.009252924024894194e+00, 7.574991009969036515e-01, 7.371876058397013320e-01, 1.253760126045766254e+00, 1.540005977072840260e+00, 2.183988544097569040e+00, 1.755841501999045873e+00, 1.702700819566842272e+00, 1.340300405720284971e+00, 7.136866825553944693e-01, 9.278557525869376432e-01
2.071000000000000000e+03, 2.336755973304561529e+00, 6.396525603146614447e-01, 1.119927272879187585e+00, 5.141561591182430835e-01, 1.178331354647044638e+00, 8.785510734452072201e-01, 6.529607942397669396e-01, 7.387574416599610450e-01, 1.317185109902018425e+00, 1.279432654645824563e+00, 2.232551474620663612e+00, 1.847662513750038205e+00, 1.940893966728285180e+00, 1.269412861184723296e+00, 6.265916838857558124e-01, 8.409499907025576038e-01
2.072000000000000000e+03, 2.584700555730242044e+00, 6.938238996749253040e-01, 1.145112231168231132e+00, 5.519820253071565652e-01, 1.673526720280200442e+00, 7.498817234799729503e-01, 7.060517753440778144e-01, 7.740545843627416600e-01, 1.422445868467784980e+00, 1.020518655836733402e+00, 2.189863159054028952e+00, 1.785333936829308410e+00, 1.666653705384966599e+00, 1.263974967547835782e+00, 8.144227393242309265e-01, 8.547434671975293607e-01
2.073000000000000000e+03, 2.069089827367383005e+00, 8.210937302031070528e-01, 1.019458160175213735e+00, 6.726454694384442767e-01, 1.388538278407176252e+00, 8.002555597135383447e-01, 7.463213241927181274e-01, 7.860132683397240694e-01, 1.257564810449107506e+00, 9.385706421349592210e-01, 2.275350546986260714e+00, 1.596308649498028531e+00, 1.717018717061754129e+00, 1.280620286986600798e+00, 8.406383967039815497e-01, 1.003529938470832050e+00
2.074000000000000000e+03, 2.100480357628466077e+00, 9.291721505196616215e-01, 9.941328001038625128e-01, 5.416657761518252068e-01, 1.321232919877613599e+00, 8.093494055025122202e-01, 8.096934926312271408e-01, 9.945080973821869286e-01, 1.211081851175885848e+00, 1.272245126750737310e+00, 2.178250616266203643e+00, 1.611220324214782451e+00, 1.409787681405666238e+00, 1.339419783503010608e+00, 7.368449538886675532e-01, 9.305985080092464834e-01
2.075000000000000000e+03, 2.599635493646327955e+00, 6.630460879272591646e-01, 1.139101455447774969e+00, 5.407604568319388516e-01, 1.328679649916525207e+00, 9.592130413419809321e-01, 6.841773818727562295e-01, 8.006816550546393962e-01, 1.255062525724889078e+00, 1.213726073214624668e+00, 2.206921571205760380e+00, 1.659507059170561849e+00, 1.676864620271577344e+00, 1.279902785059430226e+00, 6.905856105391120492e-01, 8.755377231567197382e-01
2.076000000000000000e+03, 2.839674771965817524e+00, 7.853632761174544896e-01, 9.609592417762079508e-01, 6.176594594029166663e-01, 1.523301065697676426e+00, 9.669919715708430452e-01, 7.297061878237611765e-01, 8.441295214701374228e-01, 1.325438363626677107e+00, 1.030352905415778064e+00, 2.255457189983903987e+00, 1.836135242615325902e+00, 1.659574199447440002e+00, 1.274271442507576735e+00, 7.802565173478953620e-01, 9.427296849567338155e-01
