year, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, TaiESM1, TaiESM1, NorESM2-LM, GFDL-ESM4, NorESM2-MM, CNRM-ESM2-1, NorESM2-MM, CESM2-WACCM
2.025000000000000000e+03, 7.610948268078053408e-11, 4.629194265699714966e-10, 1.656598730423905999e-10, 2.463224760490141123e-10, 2.540979634409098980e-11, 2.540979634409098980e-11, 1.281724833078702396e-10, 7.844545883701687541e-11, 9.943901929349840614e-11, 1.656598730423905999e-10, 9.943901929349840614e-11, 1.246138860481184703e-10
2.026000000000000000e+03, 1.008966545612669799e-10, 4.900036127008358103e-10, 1.365842529620717537e-10, 1.166497632189430804e-10, 2.255605269173540923e-11, 2.255605269173540923e-11, 9.228847564596268903e-11, 1.033118369569758262e-10, 1.064108600616989007e-10, 1.365842529620717537e-10, 1.064108600616989007e-10, 1.807307094385410152e-10
2.027000000000000000e+03, 8.477105496032497018e-11, 4.386285914517163880e-10, 2.587916053208056715e-10, 1.770604999687039429e-10, 2.227417348309609545e-11, 2.227417348309609545e-11, 1.203813201973027272e-10, 8.723626786942085964e-11, 1.347689389495347756e-10, 2.587916053208056715e-10, 1.347689389495347756e-10, 1.577450824053915143e-10
2.028000000000000000e+03, 6.907676012852140345e-11, 4.723180292036457115e-10, 1.658608792554934276e-10, 4.242882514398221109e-10, 2.300835849872502292e-11, 2.300835849872502292e-11, 1.250489190817407216e-10, 7.150947288093860172e-11, 1.056512491610522418e-10, 1.658608792554934276e-10, 1.056512491610522418e-10, 1.537855917108235075e-10
2.029000000000000000e+03, 7.663539470797903645e-11, 4.688852998067835047e-10, 1.839179045747322256e-10, 2.055663238349006611e-10, 2.015628211385410943e-11, 2.015628211385410943e-11, 9.909799665381067012e-11, 7.908479167951676891e-11, 1.455221469986594607e-10, 1.839179045747322256e-10, 1.455221469986594607e-10, 1.417165154944673616e-10
2.030000000000000000e+03, 7.332258039003848542e-11, 3.396556129222705752e-10, 1.984390991160877085e-10, 1.275924668927556246e-10, 2.300788777177222770e-11, 2.300788777177222770e-11, 1.208436835831113888e-10, 7.571009299018742607e-11, 1.282374127578954669e-10, 1.984390991160877085e-10, 1.282374127578954669e-10, 1.174839768817571999e-10
2.031000000000000000e+03, 9.267228459862332149e-11, 4.890923836665678838e-10, 1.534555933503162511e-10, 2.241786959202027830e-10, 1.903317057842426611e-11, 1.903317057842426611e-11, 1.194013571787004781e-10, 9.522319181113821567e-11, 9.432076679758293337e-11, 1.534555933503162511e-10, 9.432076679758293337e-11, 2.113358101570414691e-10
2.032000000000000000e+03, 9.189606955246693851e-11, 4.635679247506513603e-10, 1.971943718082679964e-10, 2.737901976622020981e-10, 2.501046516750567317e-11, 2.501046516750567317e-11, 9.001147841794101269e-11, 9.457654509143248703e-11, 1.047965695632277761e-10, 1.971943718082679964e-10, 1.047965695632277761e-10, 1.218999035676792323e-10
2.033000000000000000e+03, 6.316469669225030494e-11, 4.446926023277753139e-10, 1.782348358562617438e-10, 1.610304244573999349e-10, 2.335416128764074900e-11, 2.335416128764074900e-11, 1.603644532097709171e-10, 6.573645138713149695e-11, 1.184294414704017740e-10, 1.782348358562617438e-10, 1.184294414704017740e-10, 1.526472690454234903e-10
2.034000000000000000e+03, 9.726470006485169122e-11, 4.223106489394605831e-10, 2.092549962833491321e-10, 1.955819583679266706e-10, 2.117002330623508408e-11, 2.117002330623508408e-11, 1.403564568945048071e-10, 9.976433798504237393e-11, 1.842278783192553169e-10, 2.092549962833491321e-10, 1.842278783192553169e-10, 1.138501669991196464e-10
2.035000000000000000e+03, 9.738685590325411253e-11, 3.839823331465050321e-10, 1.894285858899106713e-10, 2.564106854767455955e-10, 2.603044032266898654e-11, 2.603044032266898654e-11, 1.249507028647994655e-10, 9.991134319340718360e-11, 1.332368451358658677e-10, 1.894285858899106713e-10, 1.332368451358658677e-10, 1.430458449213716864e-10
2.036000000000000000e+03, 9.369608136138622991e-11, 4.555416145475739967e-10, 2.144551023716551234e-10, 1.414147129255338468e-10, 1.864368767187418460e-11, 1.864368767187418460e-11, 1.026534412978834338e-10, 9.643148763991348336e-11, 1.535025719395033428e-10, 2.144551023716551234e-10, 1.535025719395033428e-10, 1.179801482882604210e-10
2.037000000000000000e+03, 7.320284733251373196e-11, 5.418121418935995736e-10, 2.693780918724795766e-10, 3.588181449100885856e-10, 2.054417567077088255e-11, 2.054417567077088255e-11, 1.197436715448993585e-10, 7.577485731569876010e-11, 9.753953588461830536e-11, 2.693780918724795766e-10, 9.753953588461830536e-11, 1.828906484565173487e-10
2.038000000000000000e+03, 9.775414852134025065e-11, 4.232719445202176744e-10, 2.016344639737866959e-10, 4.743751292807105072e-10, 3.435714272720168571e-11, 3.435714272720168571e-11, 1.180587243208303927e-10, 1.002528750244293722e-10, 1.359184603730562563e-10, 2.016344639737866959e-10, 1.359184603730562563e-10, 1.671027835563109706e-10
2.039000000000000000e+03, 1.358696109070710468e-10, 4.428945675684030659e-10, 1.953052244828113693e-10, 1.542870576395201812e-10, 2.554660904999052679e-11, 2.554660904999052679e-11, 1.157088692049287818e-10, 1.385749897489045084e-10, 1.689016511813297868e-10, 1.953052244828113693e-10, 1.689016511813297868e-10, 1.476774478291133270e-10
2.040000000000000000e+03, 7.636555399110391421e-11, 4.430645506410423524e-10, 2.038428434011052657e-10, 1.601029947695454895e-10, 1.920924584112692403e-11, 1.920924584112692403e-11, 1.159409186566484395e-10, 7.893533114993219918e-11, 1.232209361908600481e-10, 2.038428434011052657e-10, 1.232209361908600481e-10, 1.584262867959782006e-10
2.041000000000000000e+03, 7.498690707006887580e-11, 4.776028010888749656e-10, 1.553403017292500691e-10, 2.194959810438892126e-10, 2.389686658409417651e-11, 2.389686658409417651e-11, 1.165145996874946667e-10, 7.741808917010093445e-11, 1.143501540629978651e-10, 1.553403017292500691e-10, 1.143501540629978651e-10, 1.754455971189939736e-10
2.042000000000000000e+03, 1.042827380833039810e-10, 5.342375611391451585e-10, 2.237502504046897445e-10, 1.814340094152346069e-10, 2.213299591417198805e-11, 2.213299591417198805e-11, 1.140514841435094516e-10, 1.066649881833745361e-10, 1.162665805340199900e-10, 2.237502504046897445e-10, 1.162665805340199900e-10, 1.912177252675540879e-10
2.043000000000000000e+03, 1.163263869213840201e-10, 4.629539903458107949e-10, 1.981108150875382108e-10, 3.307646837353354912e-10, 2.515987671223127106e-11, 2.515987671223127106e-11, 1.025547928662995713e-10, 1.187906691949364877e-10, 1.179854076820123950e-10, 1.981108150875382108e-10, 1.179854076820123950e-10, 1.360273821261338977e-10
2.044000000000000000e+03, 1.202859983687739538e-10, 4.419839485083869488e-10, 2.321602610398476342e-10, 2.273017070015080693e-10, 2.372031366562411862e-11, 2.372031366562411862e-11, 1.596598194086303245e-10, 1.229016434448642300e-10, 1.231485379165657347e-10, 2.321602610398476342e-10, 1.231485379165657347e-10, 1.466017632662402355e-10
2.045000000000000000e+03, 8.977296172611164046e-11, 4.992270441893011790e-10, 1.799222993658646990e-10, 9.948700099564999069e-11, 2.926831186320637062e-11, 2.926831186320637062e-11, 1.907047659082474426e-10, 9.229528747339514841e-11, 1.534417402448690990e-10, 1.799222993658646990e-10, 1.534417402448690990e-10, 2.022219419716363101e-10
2.046000000000000000e+03, 8.632483777144021922e-11, 4.406119775285373807e-10, 2.996217267417484388e-10, 2.671720098505264247e-10, 3.056318739122769191e-11, 3.056318739122769191e-11, 1.316966230309227421e-10, 8.866925599636756506e-11, 1.367786093687310706e-10, 2.996217267417484388e-10, 1.367786093687310706e-10, 1.264775052110120293e-10
2.047000000000000000e+03, 1.580226908571003325e-10, 4.235946330095537424e-10, 2.197451724365858969e-10, 4.421020345658783687e-10, 2.925672607360154983e-11, 2.925672607360154983e-11, 1.137730598039358810e-10, 1.606945205208220344e-10, 1.259317643775305134e-10, 2.197451724365858969e-10, 1.259317643775305134e-10, 1.391137176969516930e-10
2.048000000000000000e+03, 9.997278130795215695e-11, 4.582307871081245511e-10, 1.852908926455135636e-10, 2.546525800052844019e-10, 3.138822579952001334e-11, 3.138822579952001334e-11, 1.207372081426617258e-10, 1.025052728934788941e-10, 2.015238517603004743e-10, 1.852908926455135636e-10, 2.015238517603004743e-10, 1.570087883889767530e-10
2.049000000000000000e+03, 8.518467092204567042e-11, 4.726161354534391284e-10, 2.129716598726483756e-10, 2.173544588260314576e-10, 2.630195422238572661e-11, 2.630195422238572661e-11, 1.006059792218489106e-10, 8.772046538673683005e-11, 1.778705375535232826e-10, 2.129716598726483756e-10, 1.778705375535232826e-10, 1.306582116321962276e-10
2.050000000000000000e+03, 1.382191624602831878e-10, 5.599532567138764963e-10, 2.092423977658192692e-10, 2.140084443090603965e-10, 3.160126191244795111e-11, 3.160126191244795111e-11, 1.467777049205624815e-10, 1.406479483290047345e-10, 1.769825876095364361e-10, 2.092423977658192692e-10, 1.769825876095364361e-10, 1.682477839741211385e-10
2.051000000000000000e+03, 1.340836819535922046e-10, 4.275532583868822920e-10, 1.819858681596134713e-10, 4.621507560687536484e-10, 2.413811103364953465e-11, 2.413811103364953465e-11, 1.168622354306307199e-10, 1.366154990652961466e-10, 1.556177351372445592e-10, 1.819858681596134713e-10, 1.556177351372445592e-10, 2.027024874784096037e-10
2.052000000000000000e+03, 1.270584244884536866e-10, 4.653570257004595584e-10, 1.909222782568438791e-10, 2.098110812289362910e-10, 2.757216146048424643e-11, 2.757216146048424643e-11, 1.245859575643993862e-10, 1.295482346067415121e-10, 1.866365245025284535e-10, 1.909222782568438791e-10, 1.866365245025284535e-10, 1.435861827045776582e-10
2.053000000000000000e+03, 1.934059857616193466e-10, 4.611314860098286956e-10, 2.189178143852414276e-10, 1.644696530756679768e-10, 2.843033311496962069e-11, 2.843033311496962069e-11, 9.561527060032546196e-11, 1.958542702144450459e-10, 1.591045170100930399e-10, 2.189178143852414276e-10, 1.591045170100930399e-10, 1.427739425629267308e-10
2.054000000000000000e+03, 1.597425334332076353e-10, 4.631198998998996361e-10, 2.605211197781675007e-10, 2.519359048428755104e-10, 3.156080364882070769e-11, 3.156080364882070769e-11, 1.282256754232181430e-10, 1.624656338266872397e-10, 1.107397268620500304e-10, 2.605211197781675007e-10, 1.107397268620500304e-10, 1.547092891623498580e-10
2.055000000000000000e+03, 9.710416144207325999e-11, 4.760468301834403990e-10, 1.963672608893232648e-10, 1.571513702112070735e-10, 2.904702834344536058e-11, 2.904702834344536058e-11, 1.714235821489913850e-10, 9.969615228700276383e-11, 1.277421238538993806e-10, 1.963672608893232648e-10, 1.277421238538993806e-10, 1.423571864538492425e-10
2.056000000000000000e+03, 1.672013778277772570e-10, 4.736064532920951757e-10, 2.182720930035793390e-10, 1.649392083403679000e-10, 3.633314724455235465e-11, 3.633314724455235465e-11, 1.389914790445155103e-10, 1.698372421510388139e-10, 1.380549433679442000e-10, 2.182720930035793390e-10, 1.380549433679442000e-10, 1.952903732766781700e-10
2.057000000000000000e+03, 1.634398236405094336e-10, 4.566485929785366050e-10, 2.114594329204691318e-10, 2.129139147468261058e-10, 4.121772220870175692e-11, 4.121772220870175692e-11, 1.303069130013420055e-10, 1.660162523775088886e-10, 1.371711765072478409e-10, 2.114594329204691318e-10, 1.371711765072478409e-10, 1.539847421103347575e-10
2.058000000000000000e+03, 1.370358117249245368e-10, 5.248183300327063682e-10, 2.093754966132014632e-10, 2.504197413676964377e-10, 3.122415199074383192e-11, 3.122415199074383192e-11, 1.455748139256305124e-10, 1.397247284964563026e-10, 1.349528507376253999e-10, 2.093754966132014632e-10, 1.349528507376253999e-10, 1.609546368819223509e-10
2.059000000000000000e+03, 9.104341889684085102e-11, 4.370608998243273269e-10, 1.791188093857453664e-10, 1.550046677384008623e-10, 2.744737812249139450e-11, 2.744737812249139450e-11, 1.407123260667148659e-10, 9.351160424266292325e-11, 1.401401437702443028e-10, 1.791188093857453664e-10, 1.401401437702443028e-10, 2.317709074896693431e-10
2.060000000000000000e+03, 1.122059405034363137e-10, 3.972796591119615719e-10, 2.733750308598250667e-10, 2.849946723487649098e-10, 4.283260582029098033e-11, 4.283260582029098033e-11, 1.975710714995256610e-10, 1.146693352674267559e-10, 1.523564835142511526e-10, 2.733750308598250667e-10, 1.523564835142511526e-10, 1.868474859856228926e-10
2.061000000000000000e+03, 1.567937236377719616e-10, 4.283310847261333546e-10, 2.697589201589948196e-10, 7.321954602367299458e-10, 2.902025765246669018e-11, 2.902025765246669018e-11, 1.659072413983881249e-10, 1.593326744750839338e-10, 1.710613153498994848e-10, 2.697589201589948196e-10, 1.710613153498994848e-10, 1.631329644563968657e-10
2.062000000000000000e+03, 1.623328647979995632e-10, 5.223699434139486831e-10, 2.343916066281438586e-10, 4.540686432414281075e-10, 2.439156785120083159e-11, 2.439156785120083159e-11, 1.729144157361390429e-10, 1.649659539411320153e-10, 1.553373499160561462e-10, 2.343916066281438586e-10, 1.553373499160561462e-10, 2.292891158526501533e-10
2.063000000000000000e+03, 1.737595505951418602e-10, 4.814505473396751670e-10, 2.620222542520241605e-10, 2.520540731399384258e-10, 3.033701687572881693e-11, 3.033701687572881693e-11, 1.178727290668115535e-10, 1.762477804455581196e-10, 1.428343075876069520e-10, 2.620222542520241605e-10, 1.428343075876069520e-10, 1.307001278596440143e-10
2.064000000000000000e+03, 2.014029967645910041e-10, 5.053755802293664548e-10, 2.046972753319583448e-10, 1.599203714739844071e-10, 2.502823590425209210e-11, 2.502823590425209210e-11, 1.385338154032334337e-10, 2.040207857724257710e-10, 1.183608471883575784e-10, 2.046972753319583448e-10, 1.183608471883575784e-10, 1.609817540214552175e-10
2.065000000000000000e+03, 1.436817257787399553e-10, 5.246508940435893726e-10, 2.143031896411874217e-10, 2.211408916227370586e-10, 2.695436680917485971e-11, 2.695436680917485971e-11, 1.642404806941014552e-10, 1.461745936977692457e-10, 1.659042764364592169e-10, 2.143031896411874217e-10, 1.659042764364592169e-10, 1.282659011333028626e-10
2.066000000000000000e+03, 6.569378175530646239e-11, 4.768846299799164257e-10, 2.846099009498206142e-10, 3.420503384251909962e-10, 3.831858780083760655e-11, 3.831858780083760655e-11, 1.893575910251703222e-10, 6.813223309379924870e-11, 1.948763329918747595e-10, 2.846099009498206142e-10, 1.948763329918747595e-10, 2.089854545446745160e-10
2.067000000000000000e+03, 1.129221798166104920e-10, 4.599257603919882941e-10, 2.021696228662834173e-10, 2.078835989279232816e-10, 3.366689985046705066e-11, 3.366689985046705066e-11, 2.168678771839440097e-10, 1.154727543516552385e-10, 1.296963829594149920e-10, 2.021696228662834173e-10, 1.296963829594149920e-10, 1.329189444951090099e-10
2.068000000000000000e+03, 1.160757691918660635e-10, 4.844871999442633148e-10, 1.740680771677644496e-10, 2.514347845769163946e-10, 2.383820859979633107e-11, 2.383820859979633107e-11, 1.715940737655715198e-10, 1.186668588004716981e-10, 2.129554212175976864e-10, 1.740680771677644496e-10, 2.129554212175976864e-10, 1.329508226284533525e-10
2.069000000000000000e+03, 1.845231305956884930e-10, 4.374841667653097891e-10, 2.390818335285135411e-10, 3.234850031877362688e-10, 2.196639101544713289e-11, 2.196639101544713289e-11, 1.430004244732889228e-10, 1.870638474837324070e-10, 1.671934492346502152e-10, 2.390818335285135411e-10, 1.671934492346502152e-10, 2.201723903325347721e-10
2.070000000000000000e+03, 1.410320314576612156e-10, 4.693853152939250701e-10, 2.062785088354831299e-10, 3.588921618154555224e-10, 2.968759023374561628e-11, 2.968759023374561628e-11, 1.825009151307983558e-10, 1.437301378749777700e-10, 1.685339450271630680e-10, 2.062785088354831299e-10, 1.685339450271630680e-10, 2.298595595470552574e-10
2.071000000000000000e+03, 1.669043432342470479e-10, 3.594215396208077104e-10, 2.212113410126291058e-10, 2.940700310033094177e-10, 3.077052057369421297e-11, 3.077052057369421297e-11, 1.861087882644921535e-10, 1.695295628318141948e-10, 1.722507623477629243e-10, 2.212113410126291058e-10, 1.722507623477629243e-10, 1.624372691181572741e-10
2.072000000000000000e+03, 1.302019887942695104e-10, 4.675188014742509026e-10, 2.037185678313910672e-10, 3.551763171921672088e-10, 2.683552653194614223e-11, 2.683552653194614223e-11, 2.104524013898927877e-10, 1.327540212079564323e-10, 1.562327169446507581e-10, 2.037185678313910672e-10, 1.562327169446507581e-10, 2.025396509678018830e-10
2.073000000000000000e+03, 1.343642481346686598e-10, 4.396458632198822084e-10, 2.664677752017446211e-10, 5.272329564291773084e-10, 2.008941972876774194e-11, 2.008941972876774194e-11, 1.494244141819435082e-10, 1.368794381077548493e-10, 1.797406495422370518e-10, 2.664677752017446211e-10, 1.797406495422370518e-10, 2.374042914943145562e-10
2.074000000000000000e+03, 1.109366613024301940e-10, 4.772186947891715244e-10, 2.468827893912134735e-10, 3.338529524890549118e-10, 3.073780576920367994e-11, 3.073780576920367994e-11, 1.605447209871552554e-10, 1.134720889697896653e-10, 1.883468632981230849e-10, 2.468827893912134735e-10, 1.883468632981230849e-10, 1.848155889265067292e-10
2.075000000000000000e+03, 1.904694784453314866e-10, 4.605872351630578193e-10, 2.492911690453793567e-10, 1.333310923347010608e-10, 3.758742156611483127e-11, 3.758742156611483127e-11, 1.481675900165820329e-10, 1.931367846245331979e-10, 1.488373599548120548e-10, 2.492911690453793567e-10, 1.488373599548120548e-10, 1.278538738564069809e-10
2.076000000000000000e+03, 1.157751974010554047e-10, 4.112852604615199552e-10, 2.233904691745852793e-10, 1.717510278300621283e-10, 2.792539611531715453e-11, 2.792539611531715453e-11, 1.375446141085564809e-10, 1.183603636945009474e-10, 1.790728242397586982e-10, 2.233904691745852793e-10, 1.790728242397586982e-10, 1.987020392787589266e-10
2.077000000000000000e+03, 8.958871457008585212e-11, 5.801929932166129123e-10, 2.200853295851737744e-10, 2.976328036876727053e-10, 2.235624032410502718e-11, 2.235624032410502718e-11, 1.750346182844657378e-10, 9.212856681677792011e-11, 1.791706849918706383e-10, 2.200853295851737744e-10, 1.791706849918706383e-10, 1.880300073661044586e-10
2.078000000000000000e+03, 1.083027974237559513e-10, 4.705312945407157267e-10, 2.178381049234431214e-10, 5.329199472705866063e-10, 2.895917899538294967e-11, 2.895917899538294967e-11, 1.941909394881090265e-10, 1.107922155369574754e-10, 1.351386188885762857e-10, 2.178381049234431214e-10, 1.351386188885762857e-10, 2.436799500045191097e-10
2.079000000000000000e+03, 1.641224423012314931e-10, 4.480092614003598553e-10, 2.334924703806434220e-10, 4.805768719027095109e-10, 4.365174242927808052e-11, 4.365174242927808052e-11, 1.427998583788314235e-10, 1.667442156592034632e-10, 1.713371014271379479e-10, 2.334924703806434220e-10, 1.713371014271379479e-10, 1.869417081962961180e-10
2.080000000000000000e+03, 1.112173579352894069e-10, 5.753836777487770778e-10, 1.964817395862200101e-10, 2.749770923211998330e-10, 2.452169718172158362e-11, 2.452169718172158362e-11, 1.312646897878888161e-10, 1.138300988149662967e-10, 1.924968605078807319e-10, 1.964817395862200101e-10, 1.924968605078807319e-10, 1.594841344896706018e-10
2.081000000000000000e+03, 1.455889457146593791e-10, 5.314030461583065580e-10, 3.133845549891812858e-10, 1.977545951313464442e-10, 2.802636252584986546e-11, 2.802636252584986546e-11, 1.364475058133323994e-10, 1.481435648590907663e-10, 1.631137153870150080e-10, 3.133845549891812858e-10, 1.631137153870150080e-10, 2.064246452163254201e-10
2.082000000000000000e+03, 9.328384959887456824e-11, 4.923746362473493782e-10, 1.897510718358814881e-10, 2.215830887072577489e-10, 3.539259012905256625e-11, 3.539259012905256625e-11, 1.357475891726908784e-10, 9.590017910144198553e-11, 1.449990279063701578e-10, 1.897510718358814881e-10, 1.449990279063701578e-10, 2.009299149198953970e-10
2.083000000000000000e+03, 2.007698156961468267e-10, 4.755624068311239537e-10, 1.771668386425634811e-10, 3.337056032326572703e-10, 3.386199189791539123e-11, 3.386199189791539123e-11, 1.546850573854284455e-10, 2.033996206238060100e-10, 1.935216799560856871e-10, 1.771668386425634811e-10, 1.935216799560856871e-10, 1.986267138662143085e-10
2.084000000000000000e+03, 2.159483959628071093e-10, 4.746085021560633432e-10, 2.643276822798058359e-10, 2.038999515138233151e-10, 3.270670415230210336e-11, 3.270670415230210336e-11, 1.776472471298860928e-10, 2.188132913354651507e-10, 1.333638943162085342e-10, 2.643276822798058359e-10, 1.333638943162085342e-10, 1.888248036044750417e-10
2.085000000000000000e+03, 1.482923802363136522e-10, 4.648937074103461920e-10, 2.022896964863217505e-10, 2.418069648438611702e-10, 2.689309640509947571e-11, 2.689309640509947571e-11, 1.955326038632808998e-10, 1.509997004389233104e-10, 1.533665167750353935e-10, 2.022896964863217505e-10, 1.533665167750353935e-10, 1.916411477268512490e-10
2.086000000000000000e+03, 1.206679811030264305e-10, 5.947791742665925452e-10, 2.604767503591659704e-10, 3.530220423747229655e-10, 3.476940060858781133e-11, 3.476940060858781133e-11, 1.844323077526618729e-10, 1.230666078943794544e-10, 1.489889483738711685e-10, 2.604767503591659704e-10, 1.489889483738711685e-10, 2.130710238213358027e-10
2.087000000000000000e+03, 1.292026295935924745e-10, 4.881977235106212179e-10, 1.960558623175987315e-10, 2.585427843048167514e-10, 2.823160920592709548e-11, 2.823160920592709548e-11, 2.061733138647557994e-10, 1.317938556181917251e-10, 2.339620609973876148e-10, 1.960558623175987315e-10, 2.339620609973876148e-10, 2.427176868297995036e-10
2.088000000000000000e+03, 1.067356969261470034e-10, 4.896630592372516142e-10, 2.346650177605230787e-10, 2.080541973039229406e-10, 2.478083348467361344e-11, 2.478083348467361344e-11, 1.349789149173303895e-10, 1.094468738488054065e-10, 2.378364012670880503e-10, 2.346650177605230787e-10, 2.378364012670880503e-10, 1.847958512962500966e-10
2.089000000000000000e+03, 1.576298782971039634e-10, 4.246009695570089971e-10, 1.847026766917124032e-10, 3.224728494442977408e-10, 3.229765888613493115e-11, 3.229765888613493115e-11, 1.315504097901449166e-10, 1.600433308660198640e-10, 1.472782428326514953e-10, 1.847026766917124032e-10, 1.472782428326514953e-10, 2.021510185812107033e-10
2.090000000000000000e+03, 1.314897646819076338e-10, 3.772277913099743769e-10, 1.851876350584031589e-10, 5.222973223370609912e-10, 2.540136607817032660e-11, 2.540136607817032660e-11, 2.227285622976635282e-10, 1.339567710713363653e-10, 1.562359231784298377e-10, 1.851876350584031589e-10, 1.562359231784298377e-10, 2.259837850751056330e-10
2.091000000000000000e+03, 1.612059117713741260e-10, 4.158043299981944780e-10, 2.789396127902731359e-10, 2.608080881891094469e-10, 2.212774809494265107e-11, 2.212774809494265107e-11, 1.426947064543737126e-10, 1.637126156624510961e-10, 1.372465536469401656e-10, 2.789396127902731359e-10, 1.372465536469401656e-10, 1.411057768593069463e-10
2.092000000000000000e+03, 1.225476516318551463e-10, 5.355389155903775377e-10, 1.842532063002250348e-10, 2.304207279841191640e-10, 3.065531049140688394e-11, 3.065531049140688394e-11, 1.778792428976555469e-10, 1.249823303591568640e-10, 1.940012011076105019e-10, 1.842532063002250348e-10, 1.940012011076105019e-10, 2.072197199492885320e-10
2.093000000000000000e+03, 1.536546398815284757e-10, 4.357066620076407570e-10, 2.056908166212900286e-10, 8.993478439268763784e-10, 2.898582567456511284e-11, 2.898582567456511284e-11, 1.900338899512785694e-10, 1.564218751106196819e-10, 1.752580558000791441e-10, 2.056908166212900286e-10, 1.752580558000791441e-10, 1.919776276639444278e-10
2.094000000000000000e+03, 1.288688569175971165e-10, 4.916248955352372379e-10, 2.122851007295453440e-10, 4.180507608974901820e-10, 2.513326301162971472e-11, 2.513326301162971472e-11, 1.344227742063275358e-10, 1.316230738422725392e-10, 1.918633127809498979e-10, 2.122851007295453440e-10, 1.918633127809498979e-10, 1.883243251120860340e-10
2.095000000000000000e+03, 1.529780532202375669e-10, 4.079306881010074286e-10, 2.309344294550382735e-10, 1.641080767811772376e-10, 3.307962289720052598e-11, 3.307962289720052598e-11, 1.656138973198819660e-10, 1.555585991759754918e-10, 2.029429002078148272e-10, 2.309344294550382735e-10, 2.029429002078148272e-10, 2.828136506329622275e-10
