year, CanESM5, MIROC-ES2L, GFDL-ESM4, CESM2-WACCM, CNRM-ESM2-1, CMCC-ESM2, UKESM1-0-LL, MPI-ESM1-2-LR
2.030000000000000000e+03, -1.115415596987021752e-11, 1.008303044143196341e-11, 4.119981208436422041e-10, 6.503727985209167566e-10, 7.604042958797169053e-10, 1.435697436939747443e-10, 4.601791116053370971e-11, 3.981300500030407829e-10
2.031000000000000000e+03, -2.228368806359756022e-10, -4.077141223719765765e-10, 3.780804581404424669e-11, -2.608712904266418282e-10, 5.801747333927576432e-10, -2.204009295022629009e-10, 1.824789969677855889e-10, 6.162995363492284919e-10
2.032000000000000000e+03, -2.946948641425449675e-11, 4.606250867044674093e-11, -2.531593260908528397e-11, 6.909624049263957597e-11, 6.331524526534333663e-10, -8.055920221986841539e-11, 5.263846581224751238e-11, -2.086850559008590895e-10
2.033000000000000000e+03, 6.685577900236646228e-11, -1.785466107253531939e-10, 2.514738283285064809e-10, 5.628467256591978497e-11, 1.110577579336028136e-11, -8.728684393305760788e-11, 3.021120436168097395e-10, -7.431738959919988413e-11
2.034000000000000000e+03, -1.343788252702235362e-10, 3.723650547169115727e-10, 5.876751212426184338e-11, 5.750821445241828449e-10, 7.572662971059520533e-10, -1.537428316667148533e-10, 5.522670840773615431e-10, -2.820964616408272955e-10
2.035000000000000000e+03, -2.128633820832097584e-11, -2.040008505419539316e-10, -6.440873667717066628e-11, -1.827124799412134550e-10, 3.086344254328974384e-10, 1.019284988218104681e-10, 3.818802840502706218e-10, 3.666377715238346887e-10
2.036000000000000000e+03, 2.304422240681794304e-10, -1.952761093004144139e-10, 1.368141936737052802e-11, 7.535707074910004945e-10, 6.436819850892883013e-10, 3.096894778275457990e-12, 4.236570803434346193e-10, 4.993858270761511474e-10
2.037000000000000000e+03, 4.902994068558138142e-10, -1.575947256040525222e-10, 3.731332921547472385e-10, -3.797542305823674431e-10, 4.433665057266973822e-10, 8.659227259275373792e-11, 3.128827724122829283e-10, 8.362556973647526390e-11
2.038000000000000000e+03, -3.577124039090818031e-10, -1.572229529674024337e-10, 8.218731607197286002e-11, 8.355562724859099587e-11, 4.313593380587171731e-10, -3.488666815087251205e-10, 3.649845516907534682e-10, 2.242459877683969364e-10
2.039000000000000000e+03, -1.077791576718489144e-10, 1.344022449546854106e-10, -5.020994888354119564e-10, 4.685000751092575396e-10, 4.844621626398083784e-10, 1.766825730529213707e-10, 2.131345319900638779e-10, 2.474368240892018156e-10
2.040000000000000000e+03, 1.469077490047325323e-10, -2.697493644610772915e-10, 5.347460010539555698e-11, 1.430378624311016921e-10, 5.655384093993448072e-10, 3.151760728934399493e-10, 3.841670665850994104e-10, 2.732460559915806047e-10
2.041000000000000000e+03, 2.870536071804247142e-10, -1.622497744004306325e-10, 3.305096216411053890e-10, 5.422874262304092430e-10, 4.887603437546419118e-10, -3.348849427530221720e-10, -7.091911912733838176e-12, 6.098556659570367240e-10
2.042000000000000000e+03, -1.344741597490801890e-10, -3.452911129864017649e-11, 1.300578611655620744e-10, -2.693179825831109354e-10, 3.935163374165122706e-10, -4.252081680007088422e-10, 3.379276318111820338e-10, -3.063269600730946614e-10
2.043000000000000000e+03, 2.691430803466018937e-10, 2.354700109902480596e-10, 7.751234828418368714e-11, 2.321301044675842745e-10, 7.801015527624484472e-10, -9.051285996308618881e-11, 3.207554021962506757e-10, 2.237915795768042829e-10
2.044000000000000000e+03, 4.684593045190326887e-10, -5.028704294455484032e-11, -1.942677074593689559e-10, 2.456635237966871221e-10, 4.643457259460747316e-10, -5.999496863007558588e-11, 3.121339013833783442e-10, 2.000875630205630891e-10
2.045000000000000000e+03, -3.585005970411544634e-11, -1.779737169291323097e-10, 1.964195304889029091e-10, -1.170395548865324289e-10, 5.015792081518838504e-10, -2.341343178026547084e-11, 7.286716941471756304e-11, 6.260824511252885472e-11
2.046000000000000000e+03, -2.084189323900478606e-10, -2.691366612528972040e-10, 4.689368192478444989e-10, 1.097036193224392502e-10, 7.521599419522688312e-10, -6.786918742746943710e-11, 5.589509220195974292e-10, 3.344573036021217266e-10
2.047000000000000000e+03, 6.500878738856815858e-12, 1.397279074882059836e-10, -4.377538015438648073e-11, -1.437448269879214705e-10, 2.199178090293646502e-10, 5.348268719997892565e-11, 2.945427417738287011e-10, -1.414136583504259267e-10
2.048000000000000000e+03, 1.546478847578154406e-10, -3.025639096595238086e-10, -1.642861666356957444e-11, 1.146384665463517841e-10, 5.037190377328168045e-10, -8.271402297028274193e-11, 2.889381766139466014e-11, 7.067496863996466797e-10
2.049000000000000000e+03, 2.576862519286840019e-10, 1.530873858814142385e-10, 3.922159552471975380e-10, 1.046233234016328631e-10, 3.314487055171682587e-10, -2.970171997610105168e-12, -3.233405924554639183e-10, 7.380738372513732108e-11
2.050000000000000000e+03, 3.959337738309198276e-11, 2.841444189567489606e-10, 6.153112797239404726e-11, 4.249222258666528988e-10, 6.163777957724757420e-10, -1.450535191049787597e-10, -4.339461692267957761e-11, -4.449312250738460433e-10
2.051000000000000000e+03, 1.854309013290187106e-10, 8.300313157275529554e-10, 2.317293404207889241e-12, 1.053361052720321758e-10, 5.757109571261766555e-10, -5.300943093229135149e-11, 5.661725675547027274e-10, 4.458732597830076506e-10
2.052000000000000000e+03, 7.906457250921463294e-11, 3.235593291013442936e-11, 1.743057801458491420e-10, 2.551685522564907689e-10, 6.152358075131241765e-10, -1.213509469685765559e-10, -8.951977406762760201e-11, 1.213478708761668409e-10
2.053000000000000000e+03, -2.851918528416227554e-10, -3.670774588202409874e-10, -4.357024985839435388e-10, 8.161857214938384382e-12, 3.083449710868974304e-13, -1.848245778341481297e-11, 2.141460364508775318e-10, 3.468789431742916717e-10
2.054000000000000000e+03, 1.464486028307284449e-10, 9.465925837821449026e-11, -3.709607265042262923e-10, -1.915588677064283545e-10, 6.906781656252246020e-10, -1.352447885692349507e-10, -2.813697717006001461e-10, -2.113665175437049008e-10
2.055000000000000000e+03, 6.433422351829051197e-11, 1.079780399751190189e-10, 1.487450299676886099e-10, 6.117949670496431339e-10, 5.196030790269201483e-10, 6.445731991988115373e-11, 4.321306800998176582e-10, 4.844471836738733366e-10
2.056000000000000000e+03, -5.234613634001893465e-11, 6.537490215423007095e-10, 1.958537994302800225e-11, -2.326634899895095010e-10, 4.798663112614617518e-11, -8.240606895936958816e-11, 4.256404572669666897e-10, -8.871857125891608854e-11
2.057000000000000000e+03, 6.096395199686610235e-12, 1.356667274841054753e-10, -1.425258975330925993e-10, 1.119266182912118500e-10, 4.682134458304802581e-10, 1.231253973013640932e-11, -2.116053355773413668e-10, 1.537813355449110570e-10
2.058000000000000000e+03, 3.237775645149395848e-10, 5.691432324185486240e-11, 9.328925688075820143e-12, 5.512178243223385020e-10, 5.646829151870537814e-10, -5.725340260269042015e-11, -3.956092467115695936e-10, 1.190138278116813452e-10
2.059000000000000000e+03, 2.171048920060700955e-10, 3.302663620154964992e-10, 1.025388999175158503e-10, -4.023511045032738255e-10, 4.519114957704707999e-10, -4.454785241852200051e-10, 4.260565678116669587e-10, -4.273317300950405348e-11
2.060000000000000000e+03, -9.050469613458849677e-11, -1.671418657128504109e-10, 3.194830869213681559e-10, -1.804012366123122879e-10, 3.427350008997593067e-10, 7.746753892609703405e-11, 2.209353023289782896e-10, -3.799610946384072148e-11
2.061000000000000000e+03, 2.345353455812073937e-11, -2.301923022361503549e-12, 6.727963507067850097e-11, 3.816876448289447943e-10, 5.427451306404038826e-10, 4.250710977729443625e-10, -2.715533675187353992e-10, 5.694267854245752814e-10
2.062000000000000000e+03, -7.139697478628611326e-11, 6.993708157611588523e-11, -3.150991583032619592e-10, -3.153072068623684855e-10, 3.780793035115949428e-10, 1.075964238756638059e-10, 1.005064074122857883e-10, 2.831971102777416724e-10
2.063000000000000000e+03, -2.657927303877041799e-12, 1.079425327457978717e-10, -6.086097232129004512e-11, 1.957253060282738834e-10, 4.053044910262663190e-10, -9.400243028117732656e-12, 2.716572419881037143e-10, -3.069245361718290327e-10
2.064000000000000000e+03, 7.045801433815109982e-10, 8.586499411786914211e-11, -4.988511470930926748e-10, 2.896645705902016901e-10, 4.378695561688578567e-11, 4.647918507524645415e-11, 9.762558773077509850e-11, 3.835340621006402717e-10
2.065000000000000000e+03, 2.957625448572614393e-10, -2.087195710848571975e-10, -3.242801445397709406e-10, 8.236886807928358555e-10, 7.504415061921283868e-10, -2.313049770179080104e-10, 6.352549020060877774e-12, 1.605157497505470596e-10
2.066000000000000000e+03, 1.168428927091269427e-10, 2.772420985995122028e-10, 6.915132009477824189e-10, -3.978234336437564527e-10, 5.549763741497894001e-10, -2.099244365180321327e-10, -1.631008090413007720e-10, 1.715890736286126238e-11
2.067000000000000000e+03, 1.756649676480796428e-10, 7.723309545647247135e-10, 2.935093704937536083e-10, -2.915611075580907186e-10, 8.011858348662104193e-11, -2.234759012934709820e-10, 4.646078729355370575e-10, 2.262297314276701709e-11
2.068000000000000000e+03, -2.484655522039739054e-11, 4.413625011970736913e-10, 1.335141000408578379e-10, 2.838859693703894878e-10, 2.843620101113205689e-10, 4.141387873990117861e-11, -9.378348939271640605e-11, 1.753866421022213919e-10
2.069000000000000000e+03, -1.544467768310325799e-10, -1.163672651881968234e-10, 1.992422106228980701e-10, 6.356397095880010235e-10, 4.843993098174857303e-10, 1.205693501278016469e-11, 2.584167809393231945e-10, 2.415199648305165433e-10
2.070000000000000000e+03, -3.285165414718558813e-10, -3.897894214256439829e-10, -4.877984404503348219e-11, -4.047502054966770382e-10, 2.059969160899433187e-10, 1.229570932007569964e-10, 5.155854048472548737e-10, 1.061678139498994782e-10
2.071000000000000000e+03, -1.568522406236205633e-11, -4.139504731380203175e-10, -2.555883920763372372e-10, 2.516031852390934662e-10, 3.781185023764865092e-10, -1.645252717741044037e-10, 2.511571424511915651e-10, 4.498901510965048615e-10
2.072000000000000000e+03, 4.087967035766315757e-10, -3.201110695732683826e-10, -1.196015128466796891e-10, 3.618323359588683766e-10, 7.390667559082864288e-10, 6.495778038660044889e-11, -1.859898903021470251e-10, 1.769812736658952280e-10
2.073000000000000000e+03, -4.803175908479124278e-11, -3.282014993238678678e-10, -1.142301685578597907e-11, 2.489690099064743115e-10, 2.226953974787175086e-10, -4.812477202341793239e-10, -3.564627125965257362e-10, 4.019776675189020514e-10
2.074000000000000000e+03, -2.212694137190566480e-10, 3.407363244253035733e-10, 1.896138762890746471e-10, -1.011661962007338185e-10, 1.687023809284645879e-10, -3.637594556825283171e-12, 2.009575856116205681e-10, -3.163973799661149862e-10
2.075000000000000000e+03, -2.975810410723175007e-10, -1.680559719910291103e-10, -2.078625418255027348e-10, 1.764541314187002748e-10, 1.751682504354792232e-10, 5.064486462604830524e-10, 8.904452710412706538e-11, 2.397991873419170361e-10
2.076000000000000000e+03, 4.181270212920094781e-10, -9.429805555582975936e-11, -5.764902014353743896e-11, -5.638995880868436961e-11, 3.610736026191635830e-10, -1.763898380539782860e-10, -2.518269709727427322e-10, 7.496280145122721498e-12
2.077000000000000000e+03, 1.520571946309126108e-10, 1.261203677868007424e-10, 1.465535595438745034e-10, 5.417022238413876445e-10, 5.047904676886337155e-10, -1.988509179090886795e-10, -9.125801191729064308e-11, 5.034926372045476274e-10
2.078000000000000000e+03, 5.132354786009777635e-11, -3.464008273184789661e-11, 3.314838450744710109e-10, -1.930865242306881995e-10, 3.559116781366851480e-10, -5.350477386011948720e-10, -3.297444580475488926e-10, -1.595085149643503793e-10
2.079000000000000000e+03, 1.186902371742776562e-10, 2.837356939178589002e-10, -1.519298376682458860e-10, -2.370358265804699598e-10, 4.670380291852137427e-10, -1.883400589041348409e-10, 5.815481527286847439e-10, 5.264639455680681013e-10
2.080000000000000000e+03, -1.379230416021348741e-10, 1.961832020882312345e-10, 9.529264047591888258e-11, 4.847479947003739525e-10, 2.045129858104387460e-10, 3.407657969806246126e-10, -6.220489815051981937e-11, -1.225851337906763971e-10
2.081000000000000000e+03, 3.820706920569324286e-10, -6.168489250362855839e-10, -9.228428135743808058e-11, -1.260660973182325630e-10, 6.720831563185237634e-11, 1.899468225564690469e-10, 3.330977865568898027e-10, -3.606535133830237550e-10
2.082000000000000000e+03, 1.421022906822156555e-10, -5.014289423522531616e-11, 4.261694885091688049e-10, -1.835525188741447369e-11, 7.959456099413811617e-11, -2.647296328070760595e-10, 1.291961156858524785e-10, 4.193857260483890579e-11
2.083000000000000000e+03, 2.402584371096887522e-10, -1.308749535434722859e-10, -3.190619075028344383e-10, -1.581432259645979854e-10, 2.978940194708625002e-10, -9.249959312415586284e-11, 4.240466222855382759e-10, 3.469969467825927585e-10
2.084000000000000000e+03, -2.508437162960624519e-10, 7.171343018602298684e-11, -5.905938651392038225e-10, 4.943440362130756246e-10, 1.718585622302667894e-10, 2.463193114934373321e-10, 2.989840614686715100e-11, 3.116544306259630503e-11
2.085000000000000000e+03, -2.179708519888721447e-10, -2.902236955222453662e-10, -1.863829182486344636e-10, 3.830966769077057867e-10, 1.157374591873751553e-10, -1.521821456595837930e-10, 5.959833995462736411e-11, 1.476225974273028894e-10
2.086000000000000000e+03, 1.006148932885134658e-10, -2.881182000075328534e-10, 1.876016523475442326e-11, 1.707386501284115757e-10, 1.234540534769724823e-10, 2.766858765902603951e-10, 7.004807115643053516e-10, -3.592293331707304978e-10
2.087000000000000000e+03, 5.021917929620938741e-10, -5.264046668954613007e-11, 1.826071993047904344e-10, -7.064660365810868068e-12, 4.331147857593322413e-10, -5.070478550570146182e-11, 5.513025997982489946e-11, -2.434598728759868365e-10
2.088000000000000000e+03, 2.518609489411150237e-10, -2.423318590790338493e-10, 1.877881927552819914e-10, -3.500156745194468911e-11, 7.498250498142639695e-11, -1.208367365528611769e-10, -3.390209222011207314e-10, 3.437510868555051335e-10
2.089000000000000000e+03, -4.192693237148902178e-10, 6.306259876830233635e-11, -2.188374255475078267e-11, 4.470441637668245462e-10, 3.382789691851187946e-10, 2.895782437467234915e-10, 4.058385518307336261e-10, 9.453736483383094521e-11
2.090000000000000000e+03, 7.109853008417116876e-11, -1.712650718952901973e-10, 2.689126591148987172e-10, -3.487894864420267260e-10, 5.525303440386126832e-10, -1.769728502266717616e-11, 2.386569668744449885e-10, 1.157051314711307676e-10
2.091000000000000000e+03, -5.268203891166537772e-12, 1.799760101331539506e-11, -3.933260544034956369e-10, -1.370081707680087812e-10, -3.141659683287848076e-12, -1.114380631234735780e-10, 7.705093275200931087e-12, 3.012513008847776842e-10
2.092000000000000000e+03, 2.062365472698668029e-10, 3.385580011000698238e-10, -2.024090901885801774e-10, 3.334400893875035959e-10, 3.266674590892310049e-10, -9.476922852266526902e-11, 2.373722475367596594e-10, 3.461336506544297818e-10
2.093000000000000000e+03, 2.741883872697693742e-11, 2.704701939998202366e-10, 3.016253190116494580e-10, -6.335153889376955875e-11, 4.229875889506551889e-10, -1.101139761556267971e-10, 2.977668680348712183e-10, 2.702332069339790480e-10
2.094000000000000000e+03, -9.328511952715228960e-12, -8.981289953031341128e-11, -1.248432424166125684e-10, 5.432912906283787644e-10, 9.975314942108393571e-11, -8.619866550065085434e-11, -1.019878055716612233e-11, -1.448026862220464440e-10
2.095000000000000000e+03, 6.365554955489643208e-11, 1.771372840148242698e-10, -6.873511342545956253e-11, -6.846080739399351471e-10, -4.474192613231776795e-11, 4.455235593113234172e-11, 2.859937904633528098e-10, 1.119400675120249251e-10
2.096000000000000000e+03, -3.858825194716742985e-11, 2.898987878291259923e-10, 5.322171554532197192e-11, 5.859480512262917962e-11, -7.616996947307316972e-11, -1.947346978756074101e-10, -9.567144344656881816e-12, -2.979101972156642217e-10
2.097000000000000000e+03, 1.199303696722162471e-11, 3.265530910788160759e-10, -3.095880381832330480e-10, 2.370530884801847018e-10, 2.608886002259036292e-10, -2.258640468592351073e-10, -2.065227932883011408e-10, 4.496416581087671921e-10
2.098000000000000000e+03, -1.425075584756625307e-11, -1.624904914946876671e-10, -2.913849926414320546e-10, 3.478289636604218072e-10, 9.637234939577607154e-11, 8.890024338365545676e-11, 1.821020903616507838e-10, -2.168040078791964920e-11
2.099000000000000000e+03, -9.967259144612769444e-11, -8.188403882827022649e-11, -2.789850824304294051e-10, 1.773788478546001238e-10, 3.260039414233828635e-10, 3.245580521344104404e-11, 2.513117940604424728e-10, 3.039871904427243782e-10
2.100000000000000000e+03, -1.393182302986212639e-10, 1.145420575837896363e-10, -2.205995622378262250e-10, -2.880709365003504285e-10, 2.118993964178386801e-10, -5.792835865884685961e-11, -2.380207486733624627e-10, -2.924185915846208880e-10
