year, CNRM-ESM2-1, IPSL-CM6A-LR, CanESM5, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-LM, NorESM2-MM, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, TaiESM1, GFDL-ESM4, CESM2-WACCM
2.090000000000000000e+03, 1.355994489906353806e+01, 2.515720941069853556e+00, 6.018456213463308835e+00, 1.132355004165042534e+00, 4.616894187894114765e+00, 9.901904848471128062e-01, 1.145971632802949003e+00, 1.700811412079858087e+00, 8.771725119222875122e+00, 1.719706524344759568e+00, 2.257945125766255834e-01, 1.476303791542308508e+00, 1.280099960178692431e+00
2.091000000000000000e+03, 1.360337888131792283e+01, 2.508280920996322383e+00, 5.997618976568823257e+00, 1.032960387949503733e+00, 4.606909710312486084e+00, 9.962549883187907795e-01, 1.106902247553414931e+00, 1.688497792014483467e+00, 8.782291653568972123e+00, 1.704057366816927654e+00, 2.047031840720710816e-01, 1.521434112630182023e+00, 1.241423631353690604e+00
2.092000000000000000e+03, 1.354469818082025512e+01, 2.479011360123768437e+00, 6.032020347327347487e+00, 9.535979589566524472e-01, 4.570760525471991187e+00, 1.061280005475029320e+00, 1.137140686973530768e+00, 1.522391201647910197e+00, 8.840246619948153750e+00, 1.699644335439995046e+00, 2.374633982606931815e-01, 1.514034273375015394e+00, 1.146381156594683093e+00
2.093000000000000000e+03, 1.356436491725076898e+01, 2.477052017149055541e+00, 6.051623428009125227e+00, 1.034285543122174467e+00, 4.552608418689407799e+00, 1.048519108211098061e+00, 1.193961757660236600e+00, 1.546266385045601766e+00, 8.851985649694887215e+00, 1.692828733697153254e+00, 2.528493946543640125e-01, 1.504612443644699482e+00, 1.187869580097686839e+00
2.094000000000000000e+03, 1.358413425405993458e+01, 2.456137011544131443e+00, 6.041551224043023360e+00, 1.015810248472303723e+00, 4.580211822812472633e+00, 1.029226845381333577e+00, 1.098128581449828944e+00, 1.840074535766315300e+00, 8.863341172529148437e+00, 1.694365811125124521e+00, 1.994317675070802209e-01, 1.507131296927922914e+00, 1.167844947353378959e+00
2.095000000000000000e+03, 1.357206839529485087e+01, 2.446911603776755761e+00, 6.103909672157968203e+00, 9.864812400702941408e-01, 4.594991370163952205e+00, 1.056501333101042661e+00, 1.135643135609189835e+00, 1.571737011142594342e+00, 8.864469684367564994e+00, 1.716716403708456573e+00, 2.378513094808157868e-01, 1.524261074106340708e+00, 1.210097191851272624e+00
2.096000000000000000e+03, 1.353385210948100337e+01, 2.420004536721717781e+00, 6.129334726612208684e+00, 1.001716689189528164e+00, 4.575138103194587913e+00, 1.157407991678773840e+00, 1.145048010784635695e+00, 1.385609594178285997e+00, 8.868891690546748308e+00, 1.724382754665689133e+00, 2.455519447093630625e-01, 1.522619584726843556e+00, 1.167395586251286810e+00
2.097000000000000000e+03, 1.348700902518062783e+01, 2.402221226352885264e+00, 6.156266586484099079e+00, 1.016376169868238311e+00, 4.540424189139590894e+00, 1.114087065714012947e+00, 1.080936621718429969e+00, 1.489638682936267111e+00, 8.838252443188107321e+00, 1.729621881751500556e+00, 2.168274071814099702e-01, 1.538511059656447300e+00, 1.122355974563658654e+00
2.098000000000000000e+03, 1.346887559079298846e+01, 2.394564953502210880e+00, 6.140689017988734122e+00, 1.080086337261157992e+00, 4.580037358427906824e+00, 1.013150045290706069e+00, 1.129646834516509823e+00, 1.841751472386378818e+00, 8.869722393621129797e+00, 1.739614093749417112e+00, 2.266803774373925551e-01, 1.551794982230559450e+00, 1.185970510893959773e+00
2.099000000000000000e+03, 1.348115497533967400e+01, 2.385000401990498453e+00, 6.087054134029173724e+00, 1.083943622191148259e+00, 4.618058217113034658e+00, 1.011230937548179165e+00, 1.186928976899544796e+00, 1.983569399217893992e+00, 8.883291450005119216e+00, 1.724353183210900919e+00, 2.272369600604395579e-01, 1.534477327197330210e+00, 1.211328165988754035e+00
2.100000000000000000e+03, 1.351937355390607642e+01, 2.403666621194406883e+00, 5.954351308522411124e+00, 1.039583425151293650e+00, 4.644393118713988855e+00, 1.022350562815214969e+00, 1.148033213619126913e+00, 1.620550886758749254e+00, 8.898546414441609542e+00, 1.709743948334778274e+00, 2.378867563095519444e-01, 1.524110824237049355e+00, 1.239686356965008507e+00
