year, EC-Earth3-Veg, NorESM2-LM, CNRM-ESM2-1, IPSL-CM6A-LR, CESM2-WACCM, CanESM5, ACCESS-ESM1-5, INM-CM4-8, INM-CM5-0, MPI-ESM1-2-LR, UKESM1-0-LL, TaiESM1, MIROC-ES2L, GFDL-ESM4, CMCC-CM2-SR5, NorESM2-MM
2.025000000000000000e+03, 1.178016894508789880e-01, -1.477512430988452315e-02, 2.162434565810698872e-01, 2.725302869224708116e-02, 2.125570170090528566e-01, 2.499215112245204568e-02, -8.992786687744354357e-02, -2.059207404904664709e-02, -2.182037033429089223e-01, -1.558031044809371143e-02, -3.696807566035363590e-02, -4.385572942489457393e-02, -2.365513138898193632e-02, -1.902756017006466266e-02, -5.920631898352286121e-02, 5.528018301855658345e-02
2.026000000000000000e+03, 3.610572565547353063e-01, 1.791218139334857795e-01, 1.306279839345101113e-01, -7.539760707218483814e-03, -1.456116199989813953e-02, -9.528764570460961092e-02, -4.607748093172731041e-02, 3.235929598411847047e-02, 2.296761219989383040e-01, 1.152195786573925046e-02, 1.001302744150688734e-02, 6.006261129695671802e-02, -3.178490526909392988e-02, 1.286544316941458550e-02, -4.286994812052678794e-02, 1.722482629114064911e-01
2.027000000000000000e+03, 2.803021159180965061e-01, -4.298357840407920905e-02, 2.236907588127091118e-01, 3.243244996031385829e-02, 9.605409259984684645e-02, 4.916305031504446948e-02, -3.639965388816208264e-02, -6.523565176949921995e-03, 5.243812696001274448e-02, 2.954592588665252983e-02, 8.748606969647293452e-02, 3.168058426446462156e-02, 7.546149036554895828e-02, -7.316669297671285488e-02, -1.621621943074536823e-03, 6.124277772687123506e-03
2.028000000000000000e+03, -7.129436167279057379e-01, -4.806437561181043684e-03, 1.688582530308130880e-01, 1.486739978748289059e-01, 6.675416846003165428e-02, -1.978525894298854230e-03, 8.633228256356724473e-02, -6.441679123290275366e-02, -5.467016399851493168e-04, 7.379736143078481636e-02, 1.559943920446542065e-01, 1.477644276938378139e-02, 2.490078564089242066e-02, -8.782466915743988509e-03, 1.474617926622256991e-01, 1.105237960975088418e-01
2.029000000000000000e+03, -4.957690897792549345e-01, 5.639984137770551187e-02, 2.549400873605614168e-02, 7.005073956329412044e-02, 3.876448782697197032e-02, -6.224561827689965160e-02, 1.469661181750422652e-01, -4.433872279116951587e-02, 8.352287408977017436e-02, 9.909991760027099528e-02, -1.016475135559286383e-02, 3.595003169973409740e-02, 8.789063119331082252e-02, 7.420684904804733528e-02, 1.606320972760273136e-01, -1.478174572286297846e-02
2.030000000000000000e+03, 6.312944405937783721e-01, -3.766319757403070734e-02, 2.571422758823687094e-01, 1.211120714469522963e-01, 2.192555094730011811e-01, -3.771947458977847369e-03, 4.186635973592743934e-03, 6.687043233248507468e-02, -1.374030402141687979e-01, 1.331969418349153167e-01, 1.556165643893744899e-02, -2.840626048810058688e-02, 3.405964616308419703e-03, 1.393234296900284497e-01, -4.525070445431988997e-02, 3.585027807631224056e-02
2.031000000000000000e+03, 6.468254188137009253e-01, 2.498946053003738010e-02, 1.961949086327349212e-01, 3.029850467337194542e-02, -8.794566411672131989e-02, -7.535567979790387672e-02, -1.340108946253383039e-02, 7.532339058276728283e-02, -9.635626096745603109e-02, 2.086893435374575501e-01, 6.170804772577282576e-02, 2.948956357097537104e-02, -1.377224716749917699e-01, 1.278536562716377049e-02, 6.011152814092348556e-02, 8.830652655995949868e-03
2.032000000000000000e+03, -1.558120210052877930e-01, 1.630284243375400011e-01, 2.141101300163635313e-01, -1.930592010886127141e-02, 2.329391918963454391e-02, -9.965554964256322090e-03, 2.231601533456772923e-02, 3.958498341331152803e-02, -5.366729357939414163e-02, -7.005717869548856724e-02, 1.780049767112136874e-02, -3.162804970615254452e-02, 1.555953595312766988e-02, -8.560967583242852508e-03, 4.121784940821655169e-02, 2.641331394038215485e-01
2.033000000000000000e+03, -1.782307182247301336e-01, 1.521524226215442144e-01, 3.755586966588778195e-03, 9.411980722012895650e-02, 1.897484732914287570e-02, 2.260829832460150429e-02, 5.291113660517039741e-02, 2.870643293097381865e-01, 1.647739099283795916e-01, -2.512173110764020015e-02, 1.021637816725176479e-01, 1.349300695436407354e-03, -6.031157418641913681e-02, 8.503969913325302998e-02, 1.438295397954258634e-02, 7.825645629707529694e-02
2.034000000000000000e+03, 4.069389505723801648e-01, 1.691398471988514451e-02, 2.560811138784528374e-01, -3.807030912676946655e-02, 1.938733121576280138e-01, -4.544224322195356686e-02, 6.804413139084099747e-03, 1.523813556129641478e-01, 2.838630151165592030e-01, -9.555388178078200179e-02, 1.867575126338265612e-01, 2.910502302430667890e-02, 1.257818478365552162e-01, 1.987312788402209249e-02, 2.766850464522251779e-02, -1.542889406213863654e-02
2.035000000000000000e+03, -1.632760484704422754e-01, -5.556642976019549041e-02, 1.043694242674509387e-01, -1.789785998479926504e-02, -6.159654580833128640e-02, -7.198298959840847971e-03, -8.097019716558387717e-03, 1.683728289300743808e-01, 2.047423067183012646e-01, 1.234497458606367282e-01, 1.291386251858119560e-01, -4.569580048982892911e-02, -6.890980669736439246e-02, -2.178079375092815267e-02, 8.589530206936521473e-02, 8.067288734495918490e-02
2.036000000000000000e+03, -2.172554406384356179e-02, 3.673482927289129646e-02, 2.176708515288591217e-01, 4.704534741888428268e-02, 2.540458791797938765e-01, 7.792754233158592780e-02, 8.967238433197045888e-02, -2.891015345058268321e-02, 3.672733176130155153e-02, 1.690667433708249734e-01, 1.432660841390391293e-01, 7.064195193901691427e-02, -6.596266098281569623e-02, 4.626580008147763642e-03, -2.447455912598469827e-02, 4.112980699966847786e-02
2.037000000000000000e+03, 3.279155931941644952e-02, 4.430016575168584797e-02, 1.499311260474656959e-01, 7.762301458075866745e-02, -1.280238157103470720e-01, 1.658022002582460741e-01, 6.302133802456935663e-02, 8.334694638193661242e-02, -6.583285837720323497e-02, 2.806218958268410710e-02, 1.058060674018158343e-01, 1.184579997514765004e-01, -5.323419999989685569e-02, 1.261806968635667825e-01, -1.262271707900872453e-01, 1.550445906715245403e-01
2.038000000000000000e+03, -5.071734948690506117e-01, 6.049958704721621061e-02, 1.458707197112894816e-01, 1.372692279570477958e-01, 2.816850837456542911e-02, -1.209658890026636263e-01, 9.946664687450899878e-02, 1.390594226812654211e-01, -7.385297741514064429e-02, 7.532660977513694345e-02, 1.234250763603160217e-01, -1.142685491459217578e-01, -5.310861826600277169e-02, 2.779289072658486931e-02, -6.103895526625596236e-03, 5.674955653170361825e-02
2.039000000000000000e+03, -6.484068427494034392e-02, 7.298342003675742373e-02, 1.638282473614540991e-01, 2.687638802901077748e-02, 1.579420647509075515e-01, -3.644716113072547781e-02, -2.507829992609882097e-02, -3.376915029009049801e-02, 1.276572560489643293e-01, 8.438178725611644726e-02, 7.207468306270314873e-02, -3.377356502842607244e-02, 4.539997110264245433e-02, -1.697925774198084936e-01, 1.911641869196526178e-01, -9.163951584729043004e-03
2.040000000000000000e+03, 5.603831458767154494e-01, -8.214396685273361864e-02, 1.912454131043545835e-01, -7.180043038539492446e-03, 4.822132701826339213e-02, 4.967908930620805463e-02, -6.980726167945629224e-02, -1.297033261586289787e-01, -1.577104871280271894e-02, 9.231254946695210961e-02, 1.299119354743521193e-01, 1.044152131607435363e-01, -9.111911304471217998e-02, 1.808324919718243967e-02, 1.575197156718099178e-01, 1.421152954138910768e-02
2.041000000000000000e+03, 2.542077294957730271e-01, 1.796016393216396112e-01, 1.652817426665328659e-01, 5.160548908224238396e-02, 1.828174643671340027e-01, 9.707154240261411937e-02, -2.036402045950849726e-02, -1.750152934616190301e-02, -1.017734878674127069e-01, 2.063490946540478821e-01, -2.398237857780500387e-03, 4.629243882174422647e-02, -5.480663713372755513e-02, 1.117668545145332620e-01, -1.372472267762011311e-01, 1.115013582798936864e-01
2.042000000000000000e+03, 2.762467787958396981e-01, 1.436432824941284159e-01, 1.330735335774360095e-01, 5.928775212109087082e-03, -9.079323676480874350e-02, -4.547448202570059106e-02, 2.530414904467628845e-02, -7.958596725845956329e-03, 7.274145320443069218e-02, -1.041333888898697407e-01, 1.142753674569085970e-01, 5.703331834724979094e-02, -1.166364933626460286e-02, 4.398104350241065913e-02, -1.493311649664597236e-02, 1.463619101189772044e-02
2.043000000000000000e+03, -3.550833327154713226e-01, 1.126866874863111379e-01, 2.638032028272980778e-01, -7.493164919933890944e-02, 7.825635456281203328e-02, 9.101482539396908711e-02, 2.106207362067013047e-02, 1.479572366383857807e-01, 1.014463580465854997e-01, 7.592253124198457270e-02, 1.084683168798869363e-01, -1.598962585871697636e-02, 7.953982984510771237e-02, 2.621197927836886946e-02, 8.736637577066390381e-02, 1.079996106105227532e-01
2.044000000000000000e+03, -5.319245885840986343e-01, -3.380470113100920992e-02, 1.570255683890979248e-01, 1.092276417628523094e-02, 8.281877900101487777e-02, 1.584166375374482516e-01, 9.735726384473236683e-02, 9.141115216662271115e-02, -1.835802547853304309e-02, 6.734815457699441787e-02, 1.055528252755439100e-01, 1.914697239366313503e-02, -1.698654882803385044e-02, -6.569457944574040587e-02, 2.808243108854544326e-02, 1.378138107864459172e-01
2.045000000000000000e+03, 6.232032558057037930e-01, -5.412553920441341010e-02, 1.696166365949276222e-01, 2.560216175676683845e-02, -3.945670436017573862e-02, -1.212324284960807769e-02, 7.575473856773921009e-03, 2.425061940279526693e-02, 2.128042057360987060e-01, 2.070885198173686575e-02, 2.464114140587458923e-02, 2.771395912641546819e-02, -6.011805538171404589e-02, 6.642225112527806730e-02, -1.158534061216607292e-01, -2.935147575654050225e-02
2.046000000000000000e+03, 9.339597400500380120e-01, -1.031482654248454811e-01, 2.543543222324868291e-01, 5.513556165904853062e-02, 3.698359310271801675e-02, -7.048003134930735936e-02, -5.910787459024545443e-02, -9.351622817533224163e-02, 1.270684149486360770e-01, 1.125621771893434153e-01, 1.890177540730297590e-01, -1.685634551203873260e-02, -9.091214694860827450e-02, 1.585781164044133273e-01, -6.492944600390774916e-03, 6.259246787365961573e-02
2.047000000000000000e+03, -3.956846969012283166e-01, 1.125105032873444655e-01, 7.436855134471813400e-02, -3.686400664669568089e-02, -4.845966090067267001e-02, 2.198371002377097830e-03, 1.947859134444996851e-02, 1.927001995500561837e-01, 1.180623733369224188e-01, -4.923187472104924300e-02, 9.960410715030447448e-02, -2.958630505957069237e-02, 4.719893603217751449e-02, -1.480331047774012705e-02, 1.275138630905769677e-01, 8.985813636380986236e-02
2.048000000000000000e+03, -6.792232012870548230e-01, 4.831695870262563142e-02, 1.703402525074402263e-01, 7.091566743041361615e-03, 3.864724269678321972e-02, 5.229653391294009079e-02, -1.197774543478318798e-01, -4.629928769143919903e-02, 1.204681582565833992e-01, 2.400050435608933608e-01, 9.770883821461833624e-03, 3.241186056017624200e-03, -1.022035960774034524e-01, -5.555586549628765622e-03, -6.456390409164471100e-02, 4.563395547350691112e-02
2.049000000000000000e+03, 1.594886041860258952e-01, 1.098566070752944462e-01, 1.120844200075791358e-01, 1.911650530314740193e-02, 3.527090943433087988e-02, 8.714052464403851395e-02, 5.067067364263880269e-02, 1.933775557856823660e-02, -1.205394619842118098e-01, 2.477822068818881854e-02, -1.093425382782207689e-01, 3.857293611046488241e-02, 5.171165777430707100e-02, 1.326337895723767035e-01, -5.413645814737268885e-03, 4.491608317406024092e-02
2.050000000000000000e+03, 8.763107906993955476e-01, -4.661486854220550646e-02, 2.084375247050995195e-01, 9.196795066038292166e-02, 1.432509774865658170e-01, 1.338910264621684908e-02, 1.257540662412937882e-01, 4.921461093082615118e-02, 1.483252395571101334e-01, -1.510622060965521873e-01, -1.467454960079089127e-02, -3.634339797349039978e-03, 9.598164386289009808e-02, 2.080768660851108412e-02, 1.484555691940471489e-02, 4.348739695362528745e-02
2.051000000000000000e+03, -3.839270384693477256e-01, -9.883684189358254990e-02, 1.946854148089390002e-01, 4.722455118085319703e-02, 3.551120446587730656e-02, 6.270627907421150171e-02, 5.727552162793345114e-02, 1.182341883119237547e-01, 1.534978690770778254e-01, 1.493326036955962555e-01, 1.914598633280338302e-01, 4.965116666640244369e-02, 2.803777404240859750e-01, 7.836280029899721743e-04, -2.793385309950488157e-02, 1.129535838507258610e-01
2.052000000000000000e+03, -5.990407455643897983e-01, -1.487940406703549927e-02, 2.080513440093409716e-01, -4.466409107781424415e-02, 8.602314096425987822e-02, 2.673688750425209579e-02, 5.223571010063066036e-04, -8.521337900155953604e-02, -1.989422796433774343e-01, 4.171022403337728418e-02, -3.027247290021423121e-02, 6.190308646012500360e-02, 1.092956757987494955e-02, 5.894415016987940986e-02, 7.066976894893352117e-03, 4.973766608750695810e-03
2.053000000000000000e+03, 4.317190303153805031e-01, 8.915033180332106177e-02, 1.042715408787092034e-04, 5.318111553844061257e-03, 2.751548290422008419e-03, -9.644196186183146002e-02, -3.859833041134711623e-02, 8.401185651041460922e-02, -1.065999323661551146e-01, 1.170665526640962822e-01, 7.241673867775971773e-02, -4.608561597538497062e-02, -1.239957415033445531e-01, -1.473394254879804299e-01, 8.253935729405102728e-03, -1.561085894824096321e-01
2.054000000000000000e+03, 6.170274083064355430e-01, 8.660677885796122522e-02, 2.335633246333258251e-01, 3.171110190084751312e-02, -6.457886496569613388e-02, 4.952382204537610771e-02, 1.365781714487164511e-01, 7.736670124335150167e-02, -3.293980343662888943e-02, -7.248340762312568963e-02, -9.514946700280044189e-02, 3.611396277276160156e-03, 3.197511765088033309e-02, -1.254460107513157840e-01, 8.691561284646528995e-02, 2.260236269640250942e-02
2.055000000000000000e+03, 1.600744575592870089e-01, -6.402743491054485592e-02, 1.757116826146964128e-01, 8.870129310475492745e-02, 2.062500422812092726e-01, 2.175559599315449524e-02, -9.013545508718514773e-03, 6.991507492120770106e-02, -1.028357960727650788e-01, 1.642583292746588597e-01, 1.461315607520451143e-01, 9.189506377390872782e-02, 3.647409235049001164e-02, 5.030039380278944483e-02, -1.546648377594367005e-02, 9.388755579673693785e-02
2.056000000000000000e+03, 3.361267531251890817e-01, 1.013775159614652317e-02, 1.622740903301896076e-02, 1.528206370116441150e-02, -7.843617099212950305e-02, -1.770164201472428783e-02, -5.154765409935677806e-03, -2.842803538857517718e-03, 9.876979758140472243e-02, -3.052912749195707889e-02, 1.439367932063249367e-01, -2.156067924595723648e-02, 2.208310337108438937e-01, 6.623094056490921692e-03, -2.376162038704698193e-02, 1.424919810815834798e-02
2.057000000000000000e+03, -9.483976387807659114e-02, 1.667281397579801205e-01, 1.583334966832180002e-01, 9.453592114191511353e-02, 3.773301677567091061e-02, 2.061588742751838382e-03, -1.555913587790387909e-01, -9.520599420951493530e-02, 4.761972195263779878e-02, 5.194538451343656132e-02, -7.155756204172877832e-02, -8.672179848063819863e-02, 4.582710288392202042e-02, -4.819729959762619753e-02, 2.293262390964549702e-02, 2.210939523126266223e-02
2.058000000000000000e+03, -3.990030417201416713e-01, 1.550638608496263393e-01, 1.909561147272350601e-01, 4.844423532624653195e-02, 1.858281053224378754e-01, 1.094903070250300980e-01, -1.235846782689934836e-01, 1.920246755227424454e-02, -9.215641089242637696e-02, 3.934999149758189319e-02, -1.337812826817776357e-01, 6.614817506597744923e-02, 1.922518951508469381e-02, 3.154718083482221935e-03, 3.465011457674389145e-02, 9.401515301115967449e-02
2.059000000000000000e+03, 1.502124782233592026e-01, 1.169932276838606400e-01, 1.528207443717625458e-01, -2.374676371658157592e-02, -1.356417374858165381e-01, 7.341732067814042695e-02, 1.226417334036823265e-01, -1.301537769083783713e-01, 5.700678954134525550e-02, -1.361917910597304493e-02, 1.440775073146784158e-01, 1.533797294854797877e-01, 1.115612562627487925e-01, 3.467508828413468774e-02, 4.259546300390844309e-02, 1.467514183129384475e-01
2.060000000000000000e+03, 5.430346844931250860e-01, 2.072815757698444686e-02, 1.159010524183713142e-01, 5.378440615833579574e-02, -6.081737294817052969e-02, -3.060553927455932424e-02, -2.073537210706650341e-02, 7.875389503348388665e-02, -4.417744074551997052e-02, -1.347450446494834544e-02, 7.471263217668532020e-02, -7.982857787446528963e-02, -5.645914527665499283e-02, 1.080380641219843701e-01, 1.043162215819978395e-01, -7.952845247063539819e-03
2.061000000000000000e+03, -7.650742554092806458e-01, 3.400247448766095804e-02, 1.835375192817472467e-01, 5.103749269182545484e-02, 1.286756137662001809e-01, 7.931169361403683088e-03, -5.676033107739040379e-02, -6.590835784540917397e-02, 1.938043247911338529e-01, 1.928235087595599195e-01, -9.182990065371028632e-02, -5.862049758197541982e-02, -7.775706330720512675e-04, 2.275163169954807357e-02, 8.591839881016381797e-02, 6.753133825770679666e-02
2.062000000000000000e+03, -9.210823630014923769e-01, 7.391619610125470426e-03, 1.278532658163348268e-01, -7.451195905901839955e-04, -1.062972535726279810e-01, -2.414397273547994396e-02, 8.870781754019422746e-03, 1.792129161823733871e-02, -1.499022627409104212e-02, 9.527091517327550274e-02, 3.398777003601238800e-02, 2.932513179126417652e-02, 2.362416999529530839e-02, -1.065555719947384322e-01, 5.696425980930629879e-02, 1.896986069790628990e-02
2.063000000000000000e+03, 8.866548766908739776e-03, -3.178075508010504147e-02, 1.370598769793446858e-01, 2.989340976937047284e-02, 6.598346638663747654e-02, -8.988185360764234990e-04, 8.409614060084973086e-02, 3.537895684752490610e-01, -2.797038625278009533e-02, -1.044177531305083284e-01, 9.186502738511378996e-02, -4.035200739766761158e-04, 3.646209830094374743e-02, -2.058106328424257753e-02, -5.600716093596506268e-02, 1.491895197143158769e-01
2.064000000000000000e+03, 7.766265962681061508e-01, 9.203166825169636911e-02, 1.480722489640871019e-02, 3.560933073963321732e-02, 9.765253581556457285e-02, 2.382644898146480117e-01, 3.309042455907935248e-02, 1.499329223686692025e-01, -1.387044932098853711e-01, 1.300106243613780577e-01, 3.301357705298437611e-02, 2.238759408742749257e-02, 2.900448763332896807e-02, -1.686941012631248682e-01, -4.104982912032804909e-02, 7.492523357130050077e-02
2.065000000000000000e+03, 6.003127191250493544e-01, 5.457490338237172556e-02, 2.537732070484794433e-01, -1.440354267001358116e-02, 2.776842478115560398e-01, 1.000166021121317861e-01, -1.024737985319156136e-01, -9.586015137728602642e-02, 7.273719491279168059e-02, 5.340955391762761129e-02, 2.148211052362543252e-03, 1.086923719250889875e-01, -7.050375162262574602e-02, -1.096602621030043079e-01, 3.570203789739122974e-02, 7.834146182535690894e-02
2.066000000000000000e+03, -4.388396480750555440e-01, 7.366344817604709994e-02, 1.876737002711460212e-01, 4.074102976279125703e-03, -1.341153563344412158e-01, 3.951220096296902129e-02, 1.173114866011810004e-01, -1.183034634883184111e-01, 2.059190609620454582e-01, 5.083758466038696203e-03, -5.515501880038026217e-02, -8.762452105255677526e-02, 9.365009690944910148e-02, 2.338457045257701095e-01, 9.814185802363925570e-02, -1.576431669919455825e-01
2.067000000000000000e+03, -3.178962336958930934e-01, 2.207823929234135549e-02, 2.709331734427782371e-02, 2.888455167183573424e-02, -9.829190169936932731e-02, 5.940378009249851210e-02, 2.108338912786924813e-01, 6.150063335562822031e-02, 2.232703906389755244e-01, 7.285438658836785458e-03, 1.571142173799719988e-01, -5.590640796981062588e-02, 2.608870337748953050e-01, 9.925465693779277065e-02, -6.998624001561733199e-02, 7.358727993586577920e-02
2.068000000000000000e+03, 2.833486145020258640e-01, -9.460896759734399586e-02, 9.616133792342054787e-02, 6.112807647107067199e-02, 9.570443749814934453e-02, -8.402240481582685244e-03, 3.605644656471299753e-02, 1.086527244947377568e-01, 2.837474032689073500e-01, 5.989709769478235996e-02, -3.171431307438034308e-02, 1.030396594391454757e-01, 1.490886168374124521e-01, 4.514982323603705661e-02, -6.626963938002917998e-02, -1.179068616411749551e-02
2.069000000000000000e+03, 6.269753500388668410e-01, -8.163180437266012376e-03, 1.638069927238024470e-01, 1.371785931068875489e-02, 2.142886490393485499e-01, -5.222852620931302953e-02, 1.183068384066977841e-01, -3.627180233571500323e-02, 6.713134202075568026e-03, 8.129593393502143606e-02, 8.738756413791266831e-02, 7.880424628976942514e-02, -3.930790351469864996e-02, 6.737678333620376880e-02, 5.509271981886802033e-02, 2.173323649738791857e-03
2.070000000000000000e+03, -2.208879090044635618e-01, 1.231231734954723045e-01, 6.966098970658157752e-02, 5.722098931761949309e-02, -1.364505291692665323e-01, -1.110928641471538858e-01, 7.902372347801726871e-02, -6.623516242206248239e-02, 1.287956068167290524e-01, 3.509831880601906734e-02, 1.743530449953261396e-01, -5.987469231803125430e-02, -1.316676553639890834e-01, -1.649564604368183168e-02, 3.785812549660327615e-03, 1.261441116747791247e-01
2.071000000000000000e+03, -3.030469078139793604e-01, -8.513010475571085311e-02, 1.278665215085828255e-01, -3.537424731425874852e-02, 8.482117439426264949e-02, -5.304197036991329349e-03, -9.274053030262199848e-03, -2.415591464712096015e-01, 1.867745128953445799e-01, 1.520198531556717358e-01, 8.493260698809576570e-02, -5.731618262037634776e-02, -1.398290595869703667e-01, -8.643110143346786900e-02, -1.364003030811453965e-01, 2.507719417476888743e-02
2.072000000000000000e+03, 6.261167774903690919e-01, -2.984830215231108058e-02, 2.499266622677231986e-01, 3.558712976468187544e-02, 1.219819361216970544e-01, 1.382408217582362930e-01, 3.532393590803033917e-02, 3.099059931253419498e-01, 1.145753239465385209e-01, 6.075752105099387068e-02, -6.289530969584557207e-02, -8.071717461523858148e-03, -1.081308821378858531e-01, -4.044507031195735541e-02, 8.981334735736469510e-02, -1.987157665348237082e-02
2.073000000000000000e+03, -1.757073448284415529e-01, 4.784733308685017866e-02, 7.530783511678686148e-02, 1.310265558925284846e-01, 8.393313378753969323e-02, -1.624266973848156534e-02, 2.139546487548724465e-02, -3.506352102216311190e-02, -9.327543756298783961e-02, 1.354945886453551851e-01, -1.205432868816572883e-01, 1.122800900429486159e-01, -1.108637626564293877e-01, -3.862866856033785046e-03, 1.236453663341520320e-01, -2.970360985228591433e-02
2.074000000000000000e+03, -5.905861162618456506e-01, 1.290469973911581303e-01, 5.704927551537894437e-02, 3.083184566246999561e-02, -3.410543297610580532e-02, -7.482561702396786640e-02, 7.592889828965120047e-02, -6.716283993334358493e-02, -1.313323845957386771e-01, -1.071940577730595423e-01, 6.795686347381199588e-02, 6.090148516650857602e-03, 1.150979233103212179e-01, 6.412081566614823147e-02, -1.966493767319958327e-02, -2.384622685360721778e-02
2.075000000000000000e+03, 3.159169887048141057e-01, -9.795736043766960222e-02, 5.923580761363415187e-02, 2.228275886944996662e-02, 5.948671372912402860e-02, -1.006315542605569907e-01, -7.761405100590292906e-03, -1.675224142895278406e-02, -4.438757210973367021e-03, 8.133756973186413719e-02, 3.011176091257437848e-02, -5.794747783167310956e-02, -5.676792284676216577e-02, -7.029187941904888048e-02, -3.664215129972304974e-02, 9.628487911199465343e-02
2.076000000000000000e+03, 7.508036870401990637e-01, 5.486637788725796418e-03, 1.221025294591768229e-01, 5.163357886077107883e-02, -1.901034172381981663e-02, 1.413960105769188347e-01, -1.456026354280093305e-02, 1.345217071594531633e-01, 1.266560388577818719e-01, 2.066482623360057277e-03, -8.515911968853141778e-02, 5.846677260065290954e-02, -3.185310631316801838e-02, -1.949489281218190484e-02, 4.021332092987284224e-02, 9.965816374031953584e-02
