year, UKESM1-0-LL, TaiESM1, CanESM5, MPI-ESM1-2-LR, CMCC-CM2-SR5, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, NorESM2-MM, MIROC-ES2L, INM-CM4-8, ACCESS-ESM1-5, CESM2-WACCM, NorESM2-LM, IPSL-CM6A-LR, INM-CM5-0
2.038000000000000000e+03, 6.177045719905227550e-01, 4.639983463701484179e-01, 8.010120415645174408e-01, 7.788578405520329984e-01, 6.365862954953646069e-01, 9.120010171524848275e-01, 4.874956572426811241e-01, 8.391184143795556993e-01, 5.756632079942002322e-01, 9.610158614337857008e-01, 7.423589925036434556e-01, 1.017574736288477943e+00, 7.190773944156213515e-01, 5.748874676593888067e-01, 1.095534536168512041e+00, 8.019058058766405095e-01
2.039000000000000000e+03, 7.408211201576239135e-01, 5.355172303491863017e-01, 6.967531293545732307e-01, 7.376588155098647848e-01, 7.476122570244012611e-01, 9.266390203379680779e-01, 6.254978728654172482e-01, 6.861092080151570682e-01, 5.028384927054553311e-01, 9.265597509505314466e-01, 6.323398945083977818e-01, 9.075749125789983607e-01, 6.869898285451900843e-01, 5.175551003676530648e-01, 8.598040928906850455e-01, 7.656216602141312499e-01
2.040000000000000000e+03, 6.938286015585501953e-01, 6.850331727562137818e-01, 6.090641844797771709e-01, 7.046054897149953700e-01, 7.690212564939277184e-01, 9.862315685488307615e-01, 5.919421819281927011e-01, 8.679668657927044340e-01, 5.702689754502991981e-01, 7.508586333240984123e-01, 5.987369867854145378e-01, 7.530791192117799460e-01, 7.665824435032811968e-01, 4.904598322123067677e-01, 9.639039330036246467e-01, 7.964200538808985375e-01
2.041000000000000000e+03, 5.240818141819260090e-01, 5.781776310458754953e-01, 6.726869698700608247e-01, 6.766086981030985381e-01, 5.686765505749731275e-01, 9.294085384257289029e-01, 7.601995987146061839e-01, 8.123533548897915457e-01, 6.926776367619220665e-01, 7.662666008758592939e-01, 6.001023112198037301e-01, 7.861823936501710630e-01, 6.944293692609778690e-01, 5.374812971649143289e-01, 9.073273542991636686e-01, 7.696438528364315523e-01
2.042000000000000000e+03, 7.423531003117579408e-01, 9.603251733272850643e-01, 7.598595482810991397e-01, 6.214564737576971920e-01, 6.649187617288239149e-01, 1.084541740413315525e+00, 6.739395115919538659e-01, 9.096645997231153080e-01, 6.160138040189244713e-01, 8.393880453452503554e-01, 6.222612854816187422e-01, 9.384227064600153545e-01, 5.703783598641732899e-01, 5.553744544754606327e-01, 8.754058425590693915e-01, 8.663149169918974435e-01
2.043000000000000000e+03, 7.893746572786942695e-01, 7.666941782003597883e-01, 6.653515304694820331e-01, 6.329910402664817859e-01, 5.995968540547662595e-01, 1.015018937900884266e+00, 4.882374389310644713e-01, 7.796144539738067980e-01, 6.669207568104110750e-01, 8.816499240083579547e-01, 7.492455009823154599e-01, 1.042766445413358278e+00, 7.194627669523305791e-01, 6.331954647065681785e-01, 9.065256299958481812e-01, 7.221278450947963279e-01
2.044000000000000000e+03, 6.356009468233844162e-01, 7.765118262461403464e-01, 5.665554545176824108e-01, 7.379785305741991541e-01, 6.179576904976668006e-01, 9.700993778723744354e-01, 6.088609953252578366e-01, 6.619009776473226969e-01, 6.523664127618084008e-01, 8.093263186724958258e-01, 6.783235406865608663e-01, 8.499451624398981497e-01, 6.978916627402940165e-01, 4.463565450862905237e-01, 9.011541447917649217e-01, 8.605356269201580588e-01
2.045000000000000000e+03, 6.026898329813736854e-01, 7.404920902395109028e-01, 6.654826352604175099e-01, 6.051195619249138957e-01, 6.745429438066373740e-01, 9.522916131190143352e-01, 8.019248529978676432e-01, 1.034491172947284543e+00, 5.469159405762946680e-01, 7.628680056584290492e-01, 6.373633456766306660e-01, 8.520536023205120824e-01, 5.675139384464160663e-01, 3.506676212224397182e-01, 9.264262063448887030e-01, 8.627134412967725208e-01
2.046000000000000000e+03, 8.970133698276682166e-01, 5.052259443470210609e-01, 6.774930149819413661e-01, 6.109696440163592257e-01, 7.447095493880272477e-01, 9.141295395145946356e-01, 6.745786696317277453e-01, 1.013956106439541260e+00, 6.244591357104364304e-01, 8.986577423994861480e-01, 6.066828658592751111e-01, 7.340158284311721903e-01, 6.718123765947401349e-01, 4.735721480086190760e-01, 8.447565522303910335e-01, 8.938174419820773542e-01
2.047000000000000000e+03, 6.523095144095528708e-01, 6.409793063328905749e-01, 6.750541994332203144e-01, 6.409596910028938499e-01, 7.060054474062608110e-01, 8.380669968133047654e-01, 4.882059011583620989e-01, 7.919685092038504237e-01, 6.223195087192583408e-01, 9.666960656738582403e-01, 6.663281726942028582e-01, 7.788838888874021205e-01, 5.169746343051442317e-01, 4.724173432044578291e-01, 9.508976307766079383e-01, 8.106350205038114209e-01
2.048000000000000000e+03, 5.008377866799800238e-01, 6.285800893349539065e-01, 5.957887683795988210e-01, 6.485556745581924076e-01, 6.266005995834731390e-01, 9.216756074307448365e-01, 6.877959408103634376e-01, 9.484103565330855856e-01, 6.378159047468898724e-01, 7.173538057437044424e-01, 5.897124373420263854e-01, 7.983267622508068984e-01, 6.431590671060251063e-01, 5.545850042547122438e-01, 9.354724081896257371e-01, 8.122651391132135190e-01
2.049000000000000000e+03, 4.874082587578172365e-01, 7.011073548697394076e-01, 6.590638410166821393e-01, 6.278190246582007195e-01, 7.008713526699545948e-01, 1.010736617831113460e+00, 6.226055658711110441e-01, 8.718609378456486647e-01, 5.475855532224384037e-01, 9.216333770605984466e-01, 6.641796125538814710e-01, 9.835713374333988623e-01, 6.672951162266044234e-01, 5.681213991153164500e-01, 9.376849222197014555e-01, 7.152723527998464670e-01
2.050000000000000000e+03, 7.210624065676141115e-01, 5.499593729962035660e-01, 6.077552764023090859e-01, 5.912469773621851221e-01, 6.320406727257928958e-01, 8.998464896521212175e-01, 7.690043578297248716e-01, 8.357448136857540399e-01, 5.766288245006728763e-01, 9.332454651982463600e-01, 6.915190738356367106e-01, 1.001647763755094234e+00, 7.080329363310179369e-01, 4.465675812284507495e-01, 1.102306685543115394e+00, 9.034014404073041904e-01
2.051000000000000000e+03, 7.677275387552308095e-01, 6.691313909275420357e-01, 6.173307037717072898e-01, 7.917271890469486095e-01, 7.651085898264385898e-01, 8.451665715654536060e-01, 5.166062761948131410e-01, 8.188553188857323750e-01, 6.779231938061088814e-01, 9.240196107170450812e-01, 6.553756454859563929e-01, 8.960138479633510400e-01, 6.270506479652214749e-01, 3.948296229285754855e-01, 9.960905622765625633e-01, 8.632284298271197809e-01
2.052000000000000000e+03, 5.060459191681488944e-01, 8.261096992028120756e-01, 6.118731222609381515e-01, 6.347986772890185092e-01, 7.144226155552371171e-01, 9.546551817026560638e-01, 6.119440693487051552e-01, 8.116666336549419603e-01, 4.367327781760288463e-01, 6.829457560726189813e-01, 5.694570046436994160e-01, 7.735864131196287241e-01, 6.232577073748304386e-01, 3.984866547193456343e-01, 8.692852732534405158e-01, 7.587646412114565919e-01
2.053000000000000000e+03, 6.723106606450355294e-01, 7.002124933966333842e-01, 6.885033804655131817e-01, 5.963324230692732542e-01, 6.944988621500661763e-01, 8.586748927956158184e-01, 6.879344772978466249e-01, 6.220049616943826853e-01, 4.230051046914527491e-01, 8.342410870134627787e-01, 6.800248322511703858e-01, 8.815804061656130619e-01, 5.805839717491793062e-01, 5.825123810969492499e-01, 1.040635174749373393e+00, 6.941884956691138919e-01
2.054000000000000000e+03, 5.372202687643828911e-01, 5.968208820864501218e-01, 5.647667607822906000e-01, 7.135735678809163041e-01, 7.473641771959763647e-01, 1.162828538698869485e+00, 6.635548620601500192e-01, 7.796798108940217187e-01, 5.701002319306860411e-01, 8.479730572790475929e-01, 6.573171060796317855e-01, 9.346859264643999632e-01, 6.892185545103669542e-01, 4.788589395043753583e-01, 9.467335663649073529e-01, 8.690548335483059272e-01
2.055000000000000000e+03, 7.564117279208648625e-01, 8.018453252449755375e-01, 6.922079351108659795e-01, 6.129097473145248554e-01, 6.994124065913521759e-01, 8.195061744552225580e-01, 8.348541282715921108e-01, 8.121616503987247881e-01, 5.488315896419626583e-01, 9.389777950161197762e-01, 7.133024058025899672e-01, 8.320473690302100378e-01, 7.750028181129469118e-01, 3.778484610665832077e-01, 1.062456656492893448e+00, 7.396685969154253026e-01
2.056000000000000000e+03, 6.828989968498113683e-01, 7.046223829808241357e-01, 7.980148188818906307e-01, 7.070250041246101125e-01, 6.049647803282979242e-01, 8.932105800742086155e-01, 8.423901015479289267e-01, 8.698568667309839464e-01, 4.976474227732526345e-01, 8.522412682983292465e-01, 6.274339581906300811e-01, 8.774443552453283779e-01, 5.001574915427049461e-01, 5.796060402192239058e-01, 8.790974516280078976e-01, 8.339044900522735171e-01
2.057000000000000000e+03, 4.695343418851555262e-01, 5.601735182841290905e-01, 7.200683890806715004e-01, 5.661249309531678486e-01, 6.544740442208121234e-01, 8.681110668348700488e-01, 6.629077866081902748e-01, 7.750262959182793177e-01, 6.148557986163376565e-01, 8.331749098550900179e-01, 6.416553870963864759e-01, 8.251901361255330469e-01, 7.063420905482783452e-01, 6.534089518942939323e-01, 1.025629218234271001e+00, 7.539798680422417076e-01
2.058000000000000000e+03, 6.119821231206703516e-01, 7.518057894069510860e-01, 5.981382668410454295e-01, 5.861167126617878864e-01, 6.003688771659217993e-01, 9.174574591538505741e-01, 6.472126102982973528e-01, 7.608072955777338553e-01, 6.139272904692013588e-01, 9.992547099978947855e-01, 6.332686838289610654e-01, 1.020757530221198195e+00, 6.005373832399661937e-01, 6.279420998573604917e-01, 9.471380730159637551e-01, 7.719430174997969907e-01
2.059000000000000000e+03, 7.872193668285045742e-01, 9.119988503725063866e-01, 5.564815541112865249e-01, 6.505793228632746894e-01, 8.412373127500897274e-01, 1.134799067582918486e+00, 8.110651844470265770e-01, 9.102269839238468219e-01, 5.590362332963678682e-01, 8.516825129599885358e-01, 6.328480306835874147e-01, 8.617134422544747707e-01, 4.198522150160351463e-01, 5.976209866608189758e-01, 9.531186921786306554e-01, 7.437280724927631814e-01
2.060000000000000000e+03, 5.193640199709617100e-01, 5.590465684395086177e-01, 8.301878168952325776e-01, 8.164655110084909628e-01, 8.768067485149759754e-01, 9.750717641405619585e-01, 6.283378126944958453e-01, 8.942639592056413900e-01, 5.995040579086041710e-01, 7.918317584886507277e-01, 6.751738355153115156e-01, 7.110843289301199688e-01, 6.116326191820015135e-01, 5.370220391182324304e-01, 8.724415930884041881e-01, 7.602615530393067589e-01
2.061000000000000000e+03, 5.347408194070844001e-01, 5.501055222303516956e-01, 7.590177596274234606e-01, 7.323631131527560401e-01, 7.993264093175915797e-01, 1.025264774087377040e+00, 4.551652774855903250e-01, 8.326232912883392290e-01, 5.710005514939647808e-01, 7.881660695986663079e-01, 6.171182457610723260e-01, 8.252141009566597019e-01, 6.115678541784619338e-01, 5.419363079436763098e-01, 9.152489543369979330e-01, 9.246217855054570389e-01
2.062000000000000000e+03, 6.577432013760441398e-01, 7.357868780804619480e-01, 8.045958286963399431e-01, 5.372842457999326138e-01, 8.856851215154778467e-01, 1.030408462799903946e+00, 4.868375430024576844e-01, 8.358702435991984814e-01, 5.314144173361640133e-01, 8.369850991469771628e-01, 7.139338246036669444e-01, 1.023928084555764340e+00, 6.198935835841433706e-01, 4.841471278028101621e-01, 9.425345958614564923e-01, 8.050330804953302888e-01
2.063000000000000000e+03, 6.708136374800723889e-01, 4.789551450284446621e-01, 7.467328335934438899e-01, 5.193329289923011016e-01, 6.409665625634222152e-01, 1.034906332838844811e+00, 4.839959998078635639e-01, 7.580178210357285673e-01, 6.511994368736698791e-01, 9.066166399762121131e-01, 8.204263640226431287e-01, 8.981519153051666926e-01, 6.641706868944063924e-01, 5.706887171071857168e-01, 8.560690092791994887e-01, 7.689505317557790987e-01
2.064000000000000000e+03, 5.831149161501744116e-01, 7.084075575034288752e-01, 6.314064891538461177e-01, 6.959414313840692756e-01, 5.976615423620644796e-01, 9.638722667165036118e-01, 7.065747364172602074e-01, 6.798834087619909372e-01, 6.383919457455946578e-01, 1.036732789263970167e+00, 6.168821385394784862e-01, 7.855130140354198431e-01, 6.866052149979393615e-01, 4.864494356369477024e-01, 8.954800647911951295e-01, 7.201445136524502466e-01
2.065000000000000000e+03, 5.598894771096221135e-01, 9.105917575751210080e-01, 6.943673469494572315e-01, 6.591373953863400859e-01, 9.846626460089197286e-01, 9.916711395986138600e-01, 7.349263378840201755e-01, 8.045062578448214374e-01, 5.879611010636318635e-01, 8.157892327790421394e-01, 6.806480312693566903e-01, 7.567044468571704208e-01, 6.794883601074322987e-01, 5.825728788826910476e-01, 9.184497435591501002e-01, 8.660002428705655397e-01
2.066000000000000000e+03, 5.908763575156572578e-01, 5.050929156594707869e-01, 6.985527613946883596e-01, 6.490405193772109671e-01, 7.962362281870092318e-01, 9.666200440347082479e-01, 5.467475812781260602e-01, 1.051374410977485852e+00, 5.127826294080942704e-01, 9.060196755717850881e-01, 6.559233545706105728e-01, 9.915517059049333559e-01, 5.473853138485036407e-01, 5.709331380748846607e-01, 8.637986414183256301e-01, 9.276808158368682333e-01
2.067000000000000000e+03, 8.196046122168060277e-01, 4.354524306140432621e-01, 5.723699098505740102e-01, 6.808154177762447690e-01, 7.132717925606584242e-01, 7.514677822721084199e-01, 5.874120359180661222e-01, 8.420205331105875546e-01, 5.664774627644799665e-01, 1.133797903746409430e+00, 6.447678382649432161e-01, 1.083655315540368980e+00, 7.286424465392324912e-01, 4.930463341208298766e-01, 8.882760263835483006e-01, 8.542032298858210915e-01
2.068000000000000000e+03, 5.267275071583885637e-01, 7.609365783502238800e-01, 6.413270955797247819e-01, 7.194584613224858094e-01, 6.965399323987800928e-01, 9.150607862087192235e-01, 5.659787083274392394e-01, 9.480281525436987655e-01, 5.324423005079973459e-01, 9.263811332312849034e-01, 7.355866702679736413e-01, 8.653398146543266334e-01, 6.941867790767090041e-01, 4.863745493138338927e-01, 8.723759018771225504e-01, 9.315460557834248645e-01
2.069000000000000000e+03, 7.697471200663761337e-01, 8.213944563071554628e-01, 6.736040682573476435e-01, 6.327013331188022782e-01, 6.292914124755870642e-01, 1.073499524393908500e+00, 6.581767887871017297e-01, 9.006924691498535696e-01, 6.682688863533395862e-01, 7.283689499305643356e-01, 6.006432838301256627e-01, 8.850512109087814716e-01, 6.682940024708501348e-01, 5.778747938170575305e-01, 1.048597386977728307e+00, 8.354539518442112289e-01
2.070000000000000000e+03, 7.501136923870738160e-01, 5.695813434179772816e-01, 8.181285945554586103e-01, 6.764904081562020943e-01, 7.175687588095398528e-01, 1.006140226642783020e+00, 5.390531910495548473e-01, 7.942769948749627273e-01, 5.763255963562963213e-01, 6.726710243747532347e-01, 5.718953446645899108e-01, 1.012148770584957003e+00, 4.996926936254104668e-01, 5.590530080929255741e-01, 1.037363159812704660e+00, 8.420080724944731809e-01
2.071000000000000000e+03, 5.568896314537363779e-01, 5.038256520614512457e-01, 7.330465546404919541e-01, 7.332856249240325974e-01, 6.541323910984964130e-01, 1.019920905761137808e+00, 7.548267062458452470e-01, 7.329677063537648474e-01, 5.247502418922713741e-01, 8.404806286118061687e-01, 5.998213394805703702e-01, 8.915170925351176834e-01, 6.447302973032059681e-01, 3.898556486695377576e-01, 8.473500954093390325e-01, 9.120150013081279594e-01
2.072000000000000000e+03, 5.264869884961906887e-01, 5.648488056312337413e-01, 5.124041622042740940e-01, 7.078388869252183468e-01, 7.147887963232828490e-01, 9.713203194838961885e-01, 7.495491949169255097e-01, 8.432973217005823585e-01, 4.149264467313497073e-01, 7.961330188390174367e-01, 8.038135513935117382e-01, 7.948605159862877079e-01, 6.420401850733379323e-01, 3.840959729507610332e-01, 8.877988974325345950e-01, 8.334119499337323544e-01
2.073000000000000000e+03, 5.322750583337135799e-01, 8.123166946605910876e-01, 6.805460825625444521e-01, 6.460473295121009762e-01, 7.744311242462293965e-01, 9.819895682039290197e-01, 4.720111259549592542e-01, 7.668052215583643916e-01, 5.585974500293046097e-01, 8.633136018765246167e-01, 5.791903329410167389e-01, 9.093910392557875699e-01, 5.882554452171377957e-01, 5.287630586935113675e-01, 1.050751401126548190e+00, 7.334985169573646768e-01
2.074000000000000000e+03, 7.189458929188908831e-01, 5.220258521830627441e-01, 7.731223738719316119e-01, 5.377816475576182587e-01, 7.876172722140162286e-01, 8.723559447348392393e-01, 6.160317673777455649e-01, 8.896263863816330497e-01, 5.123394767576923137e-01, 9.708126074277265705e-01, 5.985045483003804678e-01, 1.091220231940125629e+00, 6.236734797191122448e-01, 5.187529129546116780e-01, 1.011816889403555964e+00, 7.482118207715251490e-01
2.075000000000000000e+03, 6.086018014073434346e-01, 5.990403772538586136e-01, 7.879119219070690461e-01, 7.202628284706975581e-01, 6.695824674892225659e-01, 9.948706008845780158e-01, 7.780591070227359518e-01, 7.301197753384489619e-01, 6.227628086817137421e-01, 8.212598775353044944e-01, 7.262941637034330267e-01, 8.243389994917071917e-01, 6.743577596775622851e-01, 4.778559349223663322e-01, 8.520415776980514444e-01, 8.807483893068872582e-01
2.076000000000000000e+03, 4.852835368819707895e-01, 6.547447821581170446e-01, 6.274851414751452250e-01, 7.005632113063915423e-01, 7.166356414104638750e-01, 1.012264285183684720e+00, 8.115367753176874199e-01, 8.287788406535522290e-01, 5.662855016411351139e-01, 7.519690414406161594e-01, 6.941307198686145208e-01, 8.119766255403584321e-01, 6.015570465716160165e-01, 4.670689975726902698e-01, 8.934946215460546348e-01, 8.548927942840018890e-01
