year, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, GFDL-ESM4, NorESM2-LM, MIROC-ES2L, NorESM2-MM, CMCC-CM2-SR5, CESM2-WACCM, UKESM1-0-LL, TaiESM1
2.085000000000000000e+03, 3.696071498450705661e+01, 1.055475821111687473e+01, 6.082724527880770893e+01, 3.708198003292410760e+01, 5.075024015700511626e+01, 3.334037032807555079e+01, 3.464807379815066479e+00, 2.170079018580656083e+01, 1.366614362245817560e+01, 1.879263295501305109e+01, 5.361702192470384887e+01, 2.179352743489464928e+01, 6.062449236290567001e+01, 8.686787139346314746e+00
2.086000000000000000e+03, 3.696034235855464800e+01, 1.055455949656443693e+01, 6.088118782037844312e+01, 3.711111784116834400e+01, 5.071094393859682725e+01, 3.336241892768108386e+01, 3.470144671241018663e+00, 2.173834830538233476e+01, 1.364190541461953110e+01, 1.881982081442430399e+01, 5.361508185615418398e+01, 2.182274769040454743e+01, 6.063126751891179822e+01, 8.688470694084131196e+00
2.087000000000000000e+03, 3.696404745130293179e+01, 1.055529888169166597e+01, 6.094034255100082476e+01, 3.710808871075907689e+01, 5.070815507663763810e+01, 3.335158789601702978e+01, 3.474623252610995028e+00, 2.176102165034020786e+01, 1.362283270208230235e+01, 1.885133433929268421e+01, 5.362665909330685565e+01, 2.185736584295018758e+01, 6.073742528908415039e+01, 8.720590718865219415e+00
2.088000000000000000e+03, 3.696915244214815743e+01, 1.057289059379701612e+01, 6.101629543847495540e+01, 3.710877605112590061e+01, 5.069000602747792783e+01, 3.329794236264418572e+01, 3.493459300843180682e+00, 2.177229426757907049e+01, 1.360964174352575817e+01, 1.888660007393949414e+01, 5.363199422844104447e+01, 2.189794213159480663e+01, 6.077363167849343029e+01, 8.716301262618612711e+00
2.089000000000000000e+03, 3.696069236872956765e+01, 1.060168269759175175e+01, 6.109095736670860788e+01, 3.712864776069046258e+01, 5.068575159462223212e+01, 3.332328677519733873e+01, 3.504386169083253399e+00, 2.177858290900952909e+01, 1.359042953417305633e+01, 1.891166765990826448e+01, 5.363153825986129419e+01, 2.192332723242311232e+01, 6.076374958001456150e+01, 8.733265722112458107e+00
2.090000000000000000e+03, 3.696384320166093573e+01, 1.062320002063910174e+01, 6.116587530451827348e+01, 3.716201808815475260e+01, 5.070064606697609122e+01, 3.334123546439788299e+01, 3.523277736442727459e+00, 2.179280872704395122e+01, 1.358133003776835857e+01, 1.894161602620572182e+01, 5.365237727114473643e+01, 2.196620143239207934e+01, 6.082965446560113776e+01, 8.745888938119009026e+00
2.091000000000000000e+03, 3.696589659215690205e+01, 1.063409306996630832e+01, 6.125081600333577825e+01, 3.717763777486815258e+01, 5.069306877498112129e+01, 3.333156811417179455e+01, 3.509059037076529108e+00, 2.179907554702317896e+01, 1.357313460696301455e+01, 1.896927401909442779e+01, 5.367379118134642368e+01, 2.201404625861718145e+01, 6.086936853500096589e+01, 8.742337261288414041e+00
2.092000000000000000e+03, 3.695574757077404371e+01, 1.063353133081296598e+01, 6.131371479621224552e+01, 3.718454095167468409e+01, 5.063686478175085171e+01, 3.339588409318695739e+01, 3.507688967350409026e+00, 2.182579912560625957e+01, 1.358818851061713673e+01, 1.899553891162771535e+01, 5.365967148095215578e+01, 2.203159858746302646e+01, 6.086562616196588493e+01, 8.746028470367253504e+00
2.093000000000000000e+03, 3.694792829240070375e+01, 1.063707123742319816e+01, 6.138637524377115540e+01, 3.719996375421845869e+01, 5.061215807440878933e+01, 3.342808461985952562e+01, 3.516064892016733889e+00, 2.184916592226897336e+01, 1.360546041420956875e+01, 1.903909577652291674e+01, 5.365718780429656931e+01, 2.204585544344532622e+01, 6.091766485058404612e+01, 8.788538252398302220e+00
2.094000000000000000e+03, 3.694072194857745473e+01, 1.063943877667173865e+01, 6.146326350524195448e+01, 3.721479104734229537e+01, 5.066214104446864042e+01, 3.344082380198676674e+01, 3.524615678935042240e+00, 2.186651376161900728e+01, 1.360881585013375705e+01, 1.906560095300616808e+01, 5.366148507127940803e+01, 2.206452071025316641e+01, 6.099199506981277352e+01, 8.774257668717060810e+00
2.095000000000000000e+03, 3.695028518162526154e+01, 1.064061187146794829e+01, 6.152958790815625889e+01, 3.722780585240423790e+01, 5.065859255002017392e+01, 3.344891145504222862e+01, 3.528274223101377061e+00, 2.188218048358764278e+01, 1.361013419033386995e+01, 1.908804396583427376e+01, 5.366715139996040307e+01, 2.209007532566650411e+01, 6.102697708013023004e+01, 8.771645186958011209e+00
2.096000000000000000e+03, 3.696387487104775715e+01, 1.064136656745929699e+01, 6.158848528064035577e+01, 3.724698403458192075e+01, 5.055451892574210149e+01, 3.345764009895741253e+01, 3.532040516749001213e+00, 2.192006892068628332e+01, 1.363461090218283012e+01, 1.911109850632782425e+01, 5.366046384027980309e+01, 2.211006750617018568e+01, 6.111493848734537693e+01, 8.807888927314763805e+00
2.097000000000000000e+03, 3.698102415284578370e+01, 1.063744035326806170e+01, 6.163292920818335574e+01, 3.725954770613338951e+01, 5.050514079889984487e+01, 3.342836136351131415e+01, 3.538545912306291008e+00, 2.195917175125773113e+01, 1.367273019578899707e+01, 1.912826451265334882e+01, 5.366137530052797899e+01, 2.211924052772432603e+01, 6.112843888507816104e+01, 8.807874141446861316e+00
2.098000000000000000e+03, 3.700539511088610567e+01, 1.063519857795027335e+01, 6.167482626057304884e+01, 3.727767703699661439e+01, 5.055986044041043215e+01, 3.345872073665972835e+01, 3.523299225598199858e+00, 2.197132061218298915e+01, 1.367900289209138975e+01, 1.914417580784769513e+01, 5.366646047303935063e+01, 2.213321000518004666e+01, 6.112666575239167344e+01, 8.808873155450843484e+00
2.099000000000000000e+03, 3.701284426818808271e+01, 1.063734668530806893e+01, 6.172872317862253055e+01, 3.730005904020502783e+01, 5.066485333710440386e+01, 3.347805170585410650e+01, 3.520254013120910130e+00, 2.197380079010265419e+01, 1.366390386919728073e+01, 1.918031558442761053e+01, 5.368759812941607379e+01, 2.216671475977898709e+01, 6.116119751202266031e+01, 8.816170322896507372e+00
2.100000000000000000e+03, 3.700078525261308471e+01, 1.064125421576978070e+01, 6.178804427989825143e+01, 3.732954057108537427e+01, 5.066448066852376542e+01, 3.348892051464382291e+01, 3.516208579643700816e+00, 2.198796194001300108e+01, 1.366360714157813483e+01, 1.920529150653866779e+01, 5.370082063458801258e+01, 2.221042615056385117e+01, 6.117549843528860976e+01, 8.828996173706007866e+00
