year, CESM2-WACCM, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-MM, TaiESM1, CMCC-ESM2, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-LM, IPSL-CM6A-LR
1.864000000000000000e+03, 5.126184562184925049e-11, 3.658405298154424013e-12, 2.753549932816312861e-10, 6.535223691293946480e-11, 6.082598339203288031e-11, 2.606102682663595874e-11, 3.840431038268176230e-10, 1.294694498060375698e-13, 6.246575503919105864e-11, 1.016700482693714034e-10
1.865000000000000000e+03, 5.142899222541288533e-11, 3.643280550686999465e-12, 2.719890939021301254e-10, 6.531498371337561043e-11, 6.125025096153503324e-11, 2.623654007339461211e-11, 3.778992552988843417e-10, 1.343260766996945246e-13, 6.405918651362790580e-11, 1.015581183622156648e-10
1.866000000000000000e+03, 5.165912103275101020e-11, 3.617668276100718989e-12, 2.696190178454534360e-10, 6.654369987796824191e-11, 6.157614593043186848e-11, 2.651876142349271617e-11, 1.198775420647424637e-10, 1.324351184008556650e-13, 6.303767166914803046e-11, 1.016340297172107321e-10
1.867000000000000000e+03, 5.144039192879574906e-11, 3.632990072475690234e-12, 2.677956879300579379e-10, 6.716895095535442029e-11, 6.204375904825761839e-11, 2.654890262345149891e-11, 1.254651948149810544e-10, 1.225527176154205099e-13, 6.346633349875020263e-11, 1.002293582102877845e-10
1.868000000000000000e+03, 5.160185298089773556e-11, 3.717562309169566367e-12, 2.647852949670416111e-10, 6.740033097566120407e-11, 6.248632705675823997e-11, 2.677961584116339731e-11, 1.379751217842076419e-10, 1.633323370917723657e-13, 6.502708324327659387e-11, 9.977261972036692349e-11
1.869000000000000000e+03, 5.215463271261039209e-11, 3.655402142692352430e-12, 2.622712770585574047e-10, 6.783446620319587659e-11, 6.256719767484060828e-11, 2.687191282201341105e-11, 1.454296539925574969e-10, 1.619745433890217564e-13, 6.466920437128216408e-11, 1.005831845229248354e-10
1.870000000000000000e+03, 5.202580093214944365e-11, 3.682346461608611041e-12, 2.622737890289600577e-10, 6.632415384200235464e-11, 8.600416241570040412e-11, 3.983455747938836239e-11, 1.489547001537089623e-10, 1.927773201468301530e-13, 6.660995405070048712e-11, 1.002482101513976043e-10
1.871000000000000000e+03, 7.518839625267882850e-11, 5.579566661912848698e-12, 2.617336884624331438e-10, 8.990943773466050721e-11, 8.890577962132895531e-11, 4.126958003181092352e-11, 1.781971454022753695e-10, 2.353731435358475974e-13, 8.518447686292120856e-11, 1.150603032125483382e-10
1.872000000000000000e+03, 7.728483621385858107e-11, 5.749978184105469138e-12, 2.606460902010138628e-10, 9.351542164876884741e-11, 9.102905058529117380e-11, 4.253233573993853699e-11, 1.869850667926554125e-10, 3.193392551173870915e-13, 8.581692758351455309e-11, 1.154096209270806683e-10
1.873000000000000000e+03, 7.804071297798268877e-11, 5.952165582932424524e-12, 2.596417939347189929e-10, 9.367489523426554963e-11, 9.279142031507807380e-11, 4.373775790511453247e-11, 1.898637218676097630e-10, 4.904738281998714754e-13, 8.697242023232648250e-11, 1.143157411644884735e-10
1.874000000000000000e+03, 7.896846288039441170e-11, 5.960784756662807646e-12, 2.574365273355110837e-10, 9.666265485074701343e-11, 9.432041442451467086e-11, 4.444502055988530783e-11, 1.980645949450795585e-10, 7.297688030920302541e-13, 8.791353064989734326e-11, 1.147024879151399194e-10
1.875000000000000000e+03, 8.049286262801066469e-11, 6.094353717557910461e-12, 2.571044053556686376e-10, 9.856907562171507897e-11, 9.539381040721518190e-11, 4.516378130971528555e-11, 1.985697357112162766e-10, 8.861856606521843362e-13, 9.019066973374534651e-11, 1.133767663752547964e-10
1.876000000000000000e+03, 8.099203013643386986e-11, 6.237432062948581085e-12, 2.567146494745170438e-10, 9.746726939993013657e-11, 9.646767889051234676e-11, 4.600225188514353942e-11, 2.012119314880242626e-10, 9.666546114896642754e-13, 9.117220893062055807e-11, 1.146051323650240897e-10
1.877000000000000000e+03, 8.153674935094395154e-11, 6.557771378455991115e-12, 2.569325466261432257e-10, 9.842066073414935470e-11, 9.724027976424485147e-11, 4.667895940818335042e-11, 2.111274506373316891e-10, 1.037826441246104897e-12, 9.125564898204583058e-11, 1.150648010259840828e-10
1.878000000000000000e+03, 8.205444191214585379e-11, 6.741287757284938618e-12, 2.556869822953660866e-10, 9.932399071328609012e-11, 9.802609737990893223e-11, 4.700321241652703530e-11, 2.137663066310207296e-10, 1.116405724447997943e-12, 9.105799659652476262e-11, 1.140802770348084906e-10
1.879000000000000000e+03, 8.195710007352208781e-11, 6.833027203125258814e-12, 2.537052774579411226e-10, 9.934226780149441818e-11, 9.851878972172709627e-11, 4.735816681852611872e-11, 2.098523634992751073e-10, 1.095569848951565598e-12, 9.332944701426352747e-11, 1.141234588870000479e-10
1.880000000000000000e+03, 8.207670258220131456e-11, 8.063055248426579954e-12, 2.562572715382302272e-10, 1.001216090187809328e-10, 1.212311506655970152e-10, 5.496128138889831191e-11, 2.126350019840900329e-10, 1.422782544385582254e-12, 9.467199900124938353e-11, 1.145329313018184789e-10
1.881000000000000000e+03, 1.009400320167892541e-10, 1.104743659889006588e-11, 2.601943469871451647e-10, 1.207325454783653936e-10, 1.235558432776649334e-10, 5.625321385184077269e-11, 2.458708510905711136e-10, 1.963168531773628920e-12, 1.175841552068044820e-10, 1.277328292907810037e-10
1.882000000000000000e+03, 1.023564273297852083e-10, 1.218200922332728012e-11, 2.629103167340421191e-10, 1.258636192877640059e-10, 1.258979590686031715e-10, 5.699152942340529440e-11, 1.938675040841938859e-10, 2.182454071188964232e-12, 1.201400630596113935e-10, 1.275754847592316457e-10
1.883000000000000000e+03, 1.034362769708140402e-10, 1.251380492921565397e-11, 2.652511114285836948e-10, 1.268445347298704827e-10, 1.275750079570229533e-10, 5.771824640830629356e-11, 2.032209964820821569e-10, 2.136904901115896852e-12, 1.213401374755560469e-10, 1.283119339551890017e-10
1.884000000000000000e+03, 1.044839638461789648e-10, 1.297733946373013087e-11, 2.657994234974558081e-10, 1.265864619689474966e-10, 1.288585094006247868e-10, 5.838163887913996119e-11, 2.177559935449490819e-10, 2.055447574014337060e-12, 1.234216901834972543e-10, 1.293066253349100244e-10
1.885000000000000000e+03, 1.047613381734551010e-10, 1.311399421956901640e-11, 2.675541882174975102e-10, 1.284680810144863565e-10, 1.300481665040958018e-10, 5.892887012196856074e-11, 2.413416966989840711e-10, 2.030541621967053910e-12, 1.239214763333145435e-10, 1.308068780006045973e-10
1.886000000000000000e+03, 1.048055404363314353e-10, 1.377760899630038556e-11, 2.688692178044878737e-10, 1.297414407651200043e-10, 1.312316124313903239e-10, 5.957120565861097328e-11, 2.559350891635176313e-10, 1.987716542732554276e-12, 1.281887145393863502e-10, 1.308918131123011996e-10
1.887000000000000000e+03, 1.048478216211405404e-10, 1.437926106737953447e-11, 2.690353307286470273e-10, 1.306784270762990731e-10, 1.322304099579598469e-10, 5.977224999346057896e-11, 2.655777142571565850e-10, 1.975217403658817610e-12, 1.283016676229981595e-10, 1.299345569913618542e-10
1.888000000000000000e+03, 1.058065358530505997e-10, 1.556473231539395133e-11, 2.725091541021300133e-10, 1.322550302890647574e-10, 1.333494124825713340e-10, 6.024858594783619078e-11, 2.638215157557264268e-10, 1.966221088304138198e-12, 1.277333510393813292e-10, 1.304645612182196263e-10
1.889000000000000000e+03, 1.064301171914873592e-10, 1.653613832331105037e-11, 2.757601320083455138e-10, 1.301468059311592528e-10, 1.337211020445407624e-10, 6.053246225203233877e-11, 2.758659873800785215e-10, 1.945588335872022769e-12, 1.291920180361112517e-10, 1.308339715037950762e-10
1.890000000000000000e+03, 1.073923399412640732e-10, 1.722273024913779407e-11, 2.697366071804556577e-10, 1.328186165897551317e-10, 1.332457942021328988e-10, 6.105080637860481714e-11, 2.778094565406651953e-10, 1.712718746454227783e-12, 1.270551736537520099e-10, 1.317521079696172289e-10
1.891000000000000000e+03, 1.069322986179171213e-10, 2.039291546056507845e-11, 2.665992264192170938e-10, 1.310603372542345994e-10, 1.338000573751236613e-10, 6.177002040135763199e-11, 3.057649727865206919e-10, 1.494885045486976567e-12, 1.265429298976460748e-10, 1.246569618509497599e-10
1.892000000000000000e+03, 1.075655678342332481e-10, 2.136111649718775976e-11, 2.686587019621650365e-10, 1.316102869818461152e-10, 1.345921957782686518e-10, 6.191217505170468637e-11, 3.015309862694397949e-10, 1.386212062863853433e-12, 1.274291450929030429e-10, 1.239195429853641488e-10
1.893000000000000000e+03, 1.075715064134159263e-10, 2.142696497133570364e-11, 2.697926128804585809e-10, 1.317763925926110294e-10, 1.352041003605279598e-10, 6.208782348296494178e-11, 3.048982389271713739e-10, 1.280629718006177631e-12, 1.292265167746310249e-10, 1.235561894752897613e-10
1.894000000000000000e+03, 1.082686214742848810e-10, 2.229632818575129690e-11, 2.686620318256935185e-10, 1.331891387331338097e-10, 1.358717739616650074e-10, 6.203359077039034264e-11, 2.991407108394137058e-10, 1.188118170509379784e-12, 1.279356923531394245e-10, 1.237890335379608120e-10
1.895000000000000000e+03, 1.084491192012195290e-10, 2.245448222012408607e-11, 2.684558638543737802e-10, 1.333372369983177502e-10, 1.364051785920728174e-10, 6.209752622939704020e-11, 3.049021379425025028e-10, 1.068710813313816942e-12, 1.275883864174390043e-10, 1.240265587295396967e-10
1.896000000000000000e+03, 1.091292921712105998e-10, 2.307946859923816626e-11, 2.674048505458049655e-10, 1.322297659313028303e-10, 1.369081320188022577e-10, 6.261024428549968507e-11, 3.039978360981282309e-10, 1.028194387416830375e-12, 1.303629952844069830e-10, 1.241352382977288253e-10
1.897000000000000000e+03, 1.093146487850265222e-10, 2.342419053232692643e-11, 2.660508644605744844e-10, 1.323187959664982204e-10, 1.376345451937551425e-10, 6.214971379388705400e-11, 3.016799618195961505e-10, 1.028242214076041533e-12, 1.278700988377961948e-10, 1.243179547446725632e-10
1.898000000000000000e+03, 1.077922340126104142e-10, 2.777174734213679239e-11, 2.655930314442531765e-10, 1.334116877905159152e-10, 1.376689795782042500e-10, 6.247839488676893703e-11, 2.810892802767075344e-10, 9.564567663849263422e-13, 1.306548981383886924e-10, 1.239597525249934821e-10
1.899000000000000000e+03, 1.087651673604080194e-10, 3.359529392496170631e-11, 2.655761665665610744e-10, 1.326628057683978440e-10, 1.378415273814453133e-10, 6.284362962293718953e-11, 2.753286597642028051e-10, 9.128921162235514760e-13, 1.281715908985744245e-10, 1.247908154031913551e-10
1.900000000000000000e+03, 1.095867932067779858e-10, 3.467015446048056435e-11, 2.751387770988092616e-10, 1.359159792018508551e-10, 1.694197327138169267e-10, 7.509999219157459014e-11, 2.813661522654715025e-10, 9.232557748807075002e-13, 1.296516343605081740e-10, 1.250238615377175437e-10
1.901000000000000000e+03, 1.344745920012664296e-10, 3.692491668374965383e-11, 2.827884378951312341e-10, 1.597907993695662814e-10, 1.720421670731204123e-10, 7.627963069039363224e-11, 3.560331632195497168e-10, 1.027211140404237868e-12, 1.594171277859048489e-10, 1.401066690820789393e-10
1.902000000000000000e+03, 1.370087006940369228e-10, 3.879439110225909577e-11, 2.853435521800007073e-10, 1.616357278041455121e-10, 1.738635122005941865e-10, 7.804777999567729879e-11, 3.555118162924843536e-10, 1.005378579818824153e-12, 1.601378342187843662e-10, 1.418104837257276604e-10
1.903000000000000000e+03, 1.372817705261774626e-10, 4.028522338661403929e-11, 2.872603748623662598e-10, 1.682605565582622375e-10, 1.763229365204562318e-10, 7.846949067261097222e-11, 3.540272820858370871e-10, 1.057155578762398483e-12, 1.586978281698669334e-10, 1.424940336635571131e-10
1.904000000000000000e+03, 1.386974243111225930e-10, 4.288479852353970466e-11, 2.874907746328752161e-10, 1.741289549411198057e-10, 1.794314754577470421e-10, 7.817507254104888057e-11, 3.539683796148659883e-10, 1.142821424442647668e-12, 1.612385945514308626e-10, 1.434183937232057193e-10
1.905000000000000000e+03, 1.415205904278978790e-10, 4.849348896502682614e-11, 2.871300770037549159e-10, 1.745060368069681566e-10, 1.810457811921614478e-10, 7.839944528096264019e-11, 3.687447825351883304e-10, 1.118300355238666481e-12, 1.678369348081823286e-10, 1.431654689580910721e-10
1.906000000000000000e+03, 1.418572376079066803e-10, 5.365934045687585897e-11, 2.870009350787098229e-10, 1.735341521476340454e-10, 1.818551508348147507e-10, 7.940401975220105068e-11, 3.618584688793406049e-10, 1.084419400784028679e-12, 1.658936308994478900e-10, 1.441663516854291510e-10
1.907000000000000000e+03, 1.419349416214589561e-10, 5.616840211550917448e-11, 2.883142351741438588e-10, 1.707562308120340519e-10, 1.833186231110079290e-10, 8.135167602014643000e-11, 3.640843321426002938e-10, 1.082816741714185287e-12, 1.692885267694766287e-10, 1.449160212608323544e-10
1.908000000000000000e+03, 1.424213443927700779e-10, 6.062231408701957926e-11, 2.911772788912716152e-10, 1.749714258959710264e-10, 1.842632177130857630e-10, 8.215959396940252652e-11, 3.661581330328775151e-10, 9.330904212488296851e-13, 1.694011107297405318e-10, 1.449993782995319288e-10
1.909000000000000000e+03, 1.431934968323765482e-10, 6.361618794799216184e-11, 2.941867045519036980e-10, 1.714244453306923476e-10, 1.861220806984126421e-10, 8.167097117585647765e-11, 3.579481345053680221e-10, 8.443084538455438643e-13, 1.737790147645806236e-10, 1.461606767933128576e-10
1.910000000000000000e+03, 1.441728826449983488e-10, 6.638330094415312738e-11, 3.131790103781268326e-10, 1.751194155710742926e-10, 2.544837770513696599e-10, 1.112224218354176512e-10, 3.669492921110010096e-10, 1.157907429822461142e-12, 1.717028117650388109e-10, 1.452460592137752608e-10
1.911000000000000000e+03, 1.976524511252983305e-10, 7.742275922596024191e-11, 3.291014184083493520e-10, 2.352011029075548598e-10, 2.596253878893737562e-10, 1.142315944701362488e-10, 4.815264096830637052e-10, 1.396254758501731588e-12, 2.406103773101450775e-10, 1.875049529422169962e-10
1.912000000000000000e+03, 2.014593003985815580e-10, 8.705138254951520517e-11, 3.370772112002487552e-10, 2.475894858315732532e-10, 2.661701766931146120e-10, 1.167955701073542804e-10, 4.816211878299854077e-10, 1.310842555755226196e-12, 2.438567161807839057e-10, 1.872495617738541637e-10
1.913000000000000000e+03, 2.000139696259174362e-10, 9.521343257968383430e-11, 3.407631873069377538e-10, 2.449172284512002394e-10, 2.712401269250193482e-10, 1.195870650757587610e-10, 4.946390995027665163e-10, 1.489267792612895363e-12, 2.515341324602152626e-10, 1.894101782874232984e-10
1.914000000000000000e+03, 2.017206255390848187e-10, 1.005226332648098340e-10, 3.428639153965009202e-10, 2.529863110936960599e-10, 2.747324781575911803e-10, 1.199834979902565865e-10, 4.883579211765434418e-10, 1.615146167727199502e-12, 2.560467497191857870e-10, 1.907368292490912278e-10
1.915000000000000000e+03, 1.995749619460075921e-10, 1.064248374127615616e-10, 3.465796727601716659e-10, 2.589044370580911380e-10, 2.767384802598672878e-10, 1.212290455218985591e-10, 4.930788747166614515e-10, 1.483811548706705941e-12, 2.593012328657128174e-10, 1.912542207128416774e-10
1.916000000000000000e+03, 1.999116037640915592e-10, 1.093300751092903177e-10, 3.499811852992962490e-10, 2.542860439694091281e-10, 2.804313178923839375e-10, 1.240917133655636133e-10, 5.104418850103372434e-10, 1.331919827960693622e-12, 2.669654589903889941e-10, 1.927631668695105922e-10
1.917000000000000000e+03, 2.000138585899059026e-10, 1.146251795307439723e-10, 3.530830062173738373e-10, 2.603262969127613408e-10, 2.837778212253038658e-10, 1.244527677554905185e-10, 5.081572775609296602e-10, 1.746666445634669063e-12, 2.732603070347884745e-10, 1.936535575627236842e-10
1.918000000000000000e+03, 2.015999243308169938e-10, 1.200698557747276737e-10, 3.561157968960831907e-10, 2.626374440010383524e-10, 2.841493060052548676e-10, 1.245249670749111094e-10, 5.051099664220532114e-10, 2.785927561424689671e-12, 2.680618339662815479e-10, 1.954807479045983894e-10
1.919000000000000000e+03, 2.000731492221193354e-10, 1.312329058515663740e-10, 3.609629982612014574e-10, 2.657588111625288286e-10, 2.865709102074635611e-10, 1.252322546101161017e-10, 5.136421422777533995e-10, 3.452552369179123187e-12, 2.739722380240658355e-10, 1.976386436282409358e-10
1.920000000000000000e+03, 2.008588937107526851e-10, 1.352491542626464020e-10, 3.705812783151048408e-10, 2.720570959188626479e-10, 3.486712761509596697e-10, 1.420763120048516009e-10, 5.165673790536461511e-10, 4.288694596286353056e-12, 2.806247740067467814e-10, 1.983067937531315220e-10
1.921000000000000000e+03, 2.538971879826154833e-10, 1.510165235336918923e-10, 3.778699816701704280e-10, 3.183191243852662243e-10, 3.547087548198127600e-10, 1.446152730043749248e-10, 5.592769209395758324e-10, 5.848048785281090040e-12, 3.201685561960568604e-10, 2.206588303007058732e-10
1.922000000000000000e+03, 2.567127349576580398e-10, 1.583851463985137873e-10, 3.844331490276094400e-10, 3.258685247860989290e-10, 3.611360072510089214e-10, 1.464402886271983503e-10, 5.643753440952929330e-10, 6.464473978963845953e-12, 3.238506785523831630e-10, 2.210824496677105940e-10
1.923000000000000000e+03, 2.629816897129142885e-10, 1.615985393425486551e-10, 3.912751534857405716e-10, 3.264438397755999677e-10, 3.667813934714807177e-10, 1.431386351315650959e-10, 5.724394799422507990e-10, 7.471385753514082664e-12, 3.305812355554011482e-10, 2.219316493126950464e-10
1.924000000000000000e+03, 2.646493483027764580e-10, 1.683251420837043988e-10, 3.972398300057441313e-10, 3.207720829844652523e-10, 3.721239253076810095e-10, 1.449209013277381081e-10, 5.709962199873052670e-10, 1.000254689875486483e-11, 3.321449687011634475e-10, 2.227131539336360724e-10
1.925000000000000000e+03, 2.693212759514347207e-10, 1.722391781828732401e-10, 4.035203910881664858e-10, 3.273867616029343566e-10, 3.755913674361423642e-10, 1.472932659698097181e-10, 5.819869735017736037e-10, 1.441089603236326580e-11, 3.350134198575673552e-10, 2.242591430255258236e-10
1.926000000000000000e+03, 2.689909103199947054e-10, 1.746874923959921353e-10, 4.079094926969938944e-10, 3.264474153297012238e-10, 3.778821589093234827e-10, 1.462631592011937594e-10, 5.724866475560690538e-10, 1.766125739405211815e-11, 3.351190058191833684e-10, 2.250279997253106954e-10
1.927000000000000000e+03, 2.724995226556678254e-10, 1.812535378292556862e-10, 4.115812142557209008e-10, 3.291337893209070595e-10, 3.807996151854080981e-10, 1.472577806883761145e-10, 5.758373013032998965e-10, 2.226559531686878922e-11, 3.388712530983480086e-10, 2.251136063352899188e-10
1.928000000000000000e+03, 2.753979813942830234e-10, 1.889816758480389997e-10, 4.145283978061871702e-10, 3.356094481490918442e-10, 3.830257271820855006e-10, 1.481528310149130190e-10, 5.721325468535977392e-10, 2.616799925751422697e-11, 3.415625628840762407e-10, 2.267605759221046574e-10
1.929000000000000000e+03, 2.789830448041343026e-10, 1.965651580172146199e-10, 4.187179916782571990e-10, 3.448806064210319881e-10, 3.843981817632216008e-10, 1.486999763481920629e-10, 5.845391892030999261e-10, 2.813946147964153597e-11, 3.516376261541157419e-10, 2.265764670014084725e-10
1.930000000000000000e+03, 2.783372470128835052e-10, 2.078619620667268006e-10, 4.068766207340078497e-10, 3.457167916844759675e-10, 4.117078108701176275e-10, 1.472363156284455582e-10, 5.863432126566375617e-10, 2.382514689250983749e-11, 3.475639786633538688e-10, 2.272983080924651556e-10
1.931000000000000000e+03, 2.886474925938195260e-10, 1.982043732373762874e-10, 3.982831901569021387e-10, 3.659043117075315333e-10, 4.165716732806839584e-10, 1.485878513751692994e-10, 6.639407095899883288e-10, 1.983272986008656442e-11, 3.735606749033040427e-10, 2.087727893089340137e-10
1.932000000000000000e+03, 2.898085771850458393e-10, 2.038066074753193618e-10, 4.002223633386106126e-10, 3.552476151843030920e-10, 4.194256732750537315e-10, 1.496700279321003126e-10, 6.725357077189406383e-10, 2.083398770142689832e-11, 3.864724908365144544e-10, 2.075334586860157259e-10
1.933000000000000000e+03, 2.919848442885613758e-10, 2.093212225082104126e-10, 4.040466750831995222e-10, 3.570513212611477475e-10, 4.221641207653224109e-10, 1.485028737459164265e-10, 6.789184974779917693e-10, 2.207263911733842561e-11, 3.860330609889639501e-10, 2.077659426180634797e-10
1.934000000000000000e+03, 2.921712042552548391e-10, 2.116871207615572593e-10, 4.074442530373625948e-10, 3.743387948616816810e-10, 4.249869206717583159e-10, 1.478560844697709224e-10, 6.789520954666343419e-10, 2.371815428728080311e-11, 3.779518045372245514e-10, 2.072181960978859964e-10
1.935000000000000000e+03, 2.886207564854426565e-10, 2.205356123148401878e-10, 4.093380156223974242e-10, 3.733169020544223240e-10, 4.262653493544014901e-10, 1.479156305565032982e-10, 6.758377597799558580e-10, 2.512906936713502266e-11, 3.958932344223724910e-10, 2.078543948201349223e-10
1.936000000000000000e+03, 2.908005366672214266e-10, 2.286716257711580719e-10, 4.103089835142256591e-10, 3.702305592912596934e-10, 4.262951651575547825e-10, 1.474353235874503893e-10, 6.782655396935199265e-10, 2.604713855915292876e-11, 3.987384322564169270e-10, 2.076858525319164689e-10
1.937000000000000000e+03, 2.929993275148536038e-10, 2.333733679763681964e-10, 4.131481253440800830e-10, 3.759463595791358264e-10, 4.236826470284986604e-10, 1.462583032030493209e-10, 6.735773762424355734e-10, 2.686494547348243131e-11, 3.922661352202357828e-10, 2.075188007401676258e-10
1.938000000000000000e+03, 2.929266208811501963e-10, 2.349291130744937487e-10, 4.156099873977015615e-10, 3.747488430291678450e-10, 4.210498790686026351e-10, 1.458260908342633791e-10, 6.714045405113390017e-10, 2.773130480354886123e-11, 3.927410917957489597e-10, 2.068935952492421169e-10
1.939000000000000000e+03, 2.896028327276391389e-10, 2.397268138266451142e-10, 4.183841706714229399e-10, 3.762344141237267595e-10, 4.162980774240227545e-10, 1.444839002258180623e-10, 6.735326508171451194e-10, 2.909186723741233393e-11, 4.011648400886340987e-10, 2.066220894433227095e-10
1.940000000000000000e+03, 2.849938762220710120e-10, 2.445042728493873292e-10, 4.011172631334268018e-10, 3.780187205117853706e-10, 3.968726968910969109e-10, 1.456764290759565396e-10, 6.825559431985010231e-10, 2.802577958568579049e-11, 3.928562440806625732e-10, 2.064340166603043910e-10
1.941000000000000000e+03, 2.810164469873022090e-10, 2.020231625914854688e-10, 3.875639342613166565e-10, 3.678491191071137277e-10, 3.920303599553562255e-10, 1.453344471768362405e-10, 5.774058872421425810e-10, 2.630537575370630422e-11, 3.816803698418811310e-10, 2.067253531552352463e-10
1.942000000000000000e+03, 2.801972235327752246e-10, 2.040275410338907152e-10, 3.828244649452883759e-10, 3.661921497798093463e-10, 3.895800428149586818e-10, 1.433895832754965423e-10, 5.791952397684981181e-10, 2.641412271232250078e-11, 3.711062528829324370e-10, 2.067424600229956468e-10
1.943000000000000000e+03, 2.801850353935483927e-10, 2.104910096392133786e-10, 3.775622547613633587e-10, 3.643626974810818549e-10, 3.880443338140008584e-10, 1.425154458584450574e-10, 5.664973428794658580e-10, 2.695135622449362473e-11, 3.732344910537583140e-10, 2.068579119060369419e-10
1.944000000000000000e+03, 2.820133399716676484e-10, 2.159989246575359015e-10, 3.727014728511360599e-10, 3.558360368383102196e-10, 3.858047093087546755e-10, 1.436740579605908246e-10, 5.727267205731908919e-10, 2.730225448542841024e-11, 3.820029707158295081e-10, 2.065483751618967451e-10
1.945000000000000000e+03, 2.838788911610090188e-10, 2.181868358961771563e-10, 3.673692048887086068e-10, 3.529495315786307528e-10, 3.831520345334618966e-10, 1.432328562266686328e-10, 5.685776426664644200e-10, 2.754039634016301990e-11, 3.843748063621544404e-10, 2.076059802167366495e-10
1.946000000000000000e+03, 2.862908686333386016e-10, 2.185487651409130239e-10, 3.648197489144245118e-10, 3.600772159161718697e-10, 3.824367691042319584e-10, 1.434524289488799856e-10, 5.708584525102106289e-10, 2.793849812045491464e-11, 3.819967755536008406e-10, 2.057781989065514029e-10
