year, GFDL-ESM4, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, CanESM5, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM, NorESM2-LM, IPSL-CM6A-LR, NorESM2-MM, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL
1.879000000000000000e+03, 1.249586643747504944e+01, 1.105209252548213072e+01, 1.649848925841176950e+01, 1.102540473635818508e+01, 1.141897232600927659e+01, 7.352722401039961220e+00, 1.077188219512530054e+01, 9.293809795540399321e+00, 9.746139234533472973e+00, 1.011598864110572116e+01, 9.227922333490523599e+00, 8.546988795883194712e+00, 1.114038672393478890e+01, 1.629322621635619583e+01
1.880000000000000000e+03, 1.230429979256998152e+01, 1.117992128447614064e+01, 1.693519763796972555e+01, 1.065084715258562476e+01, 1.134678867200863195e+01, 7.788994343428895739e+00, 1.073273062190708060e+01, 9.149221631447536751e+00, 9.463040576041297669e+00, 1.016079113093752184e+01, 8.959347194799414993e+00, 7.822455635007893093e+00, 1.110633101807876244e+01, 1.671341576328751088e+01
1.881000000000000000e+03, 1.202545020325055702e+01, 1.121488285761767401e+01, 1.671097805458767738e+01, 1.118158612361957971e+01, 1.156493901576016370e+01, 7.625450787865474922e+00, 1.064991540903298528e+01, 8.954275230774845440e+00, 9.309044059108085634e+00, 1.013690369580489481e+01, 9.336451671921636830e+00, 8.901337573020700944e+00, 1.128157429060518879e+01, 1.681874404735622264e+01
1.882000000000000000e+03, 1.191808387350247145e+01, 1.130954093843453201e+01, 1.728728904664316346e+01, 1.170160445158848717e+01, 1.137888067750017207e+01, 7.706110963145476056e+00, 1.084925169776500198e+01, 9.174571200140213989e+00, 9.891922012548157284e+00, 1.010071661142339750e+01, 9.400530821991965880e+00, 8.226187917402498329e+00, 1.108023500045244525e+01, 1.627223377901062307e+01
1.883000000000000000e+03, 1.238215859619561243e+01, 1.131194640195197287e+01, 1.678933174472185996e+01, 1.119094684208891088e+01, 1.152250266965249992e+01, 7.440884325767810559e+00, 1.065880394202624970e+01, 9.031076049353472968e+00, 9.606900911447047164e+00, 9.904191938361190495e+00, 9.113386804075028991e+00, 8.750784602776027654e+00, 1.125549712783908163e+01, 1.703360599438110867e+01
1.884000000000000000e+03, 1.223249811491763417e+01, 1.095999788631701399e+01, 1.680265297509439648e+01, 1.037118291448567042e+01, 1.144526176132261241e+01, 7.693106657942210269e+00, 1.040967037065922618e+01, 8.636935152303026442e+00, 9.617359671413499456e+00, 1.003314731912196400e+01, 9.243928228568504935e+00, 8.215623725718554482e+00, 1.119589118641688685e+01, 1.608540347576698437e+01
1.885000000000000000e+03, 1.190603005370439860e+01, 1.104508301018621808e+01, 1.646483024971669096e+01, 1.083423945124275356e+01, 1.149077740562864669e+01, 7.623133890541719637e+00, 1.046618528861917241e+01, 8.715171751429352298e+00, 9.681519264093283894e+00, 1.001748697086394913e+01, 9.137858247093170405e+00, 8.298490204231665501e+00, 1.117974935357444188e+01, 1.650454088376594441e+01
1.886000000000000000e+03, 1.202218558669108894e+01, 1.119775710458423923e+01, 1.713665028739358576e+01, 1.089934838004545803e+01, 1.152180089124938078e+01, 7.747772835105305234e+00, 1.070047733512949684e+01, 8.864518978109909852e+00, 9.588496812127887736e+00, 1.016075639926465257e+01, 9.189456893442272900e+00, 8.723621259267179795e+00, 1.100615857130256536e+01, 1.697369378192600919e+01
1.887000000000000000e+03, 1.228245458347699959e+01, 1.130938570065151083e+01, 1.687730226932990263e+01, 1.105533540652088220e+01, 1.121647630023297459e+01, 7.919965229577668353e+00, 1.076323047499882968e+01, 9.452161204383285664e+00, 9.824311702874043206e+00, 1.008122391469886914e+01, 9.079191467477388144e+00, 8.382073854000505975e+00, 1.130988478550036902e+01, 1.679610287126780221e+01
1.888000000000000000e+03, 1.252055710730333615e+01, 1.161870883085495443e+01, 1.743142349193949769e+01, 1.071036384400363595e+01, 1.160153494654230855e+01, 7.699068666156509089e+00, 1.065732679410014150e+01, 8.965976153326671749e+00, 9.840226791824086661e+00, 1.016109123366974565e+01, 9.049891344324688447e+00, 8.738936916724643567e+00, 1.134522092754411027e+01, 1.659658123941533603e+01
1.889000000000000000e+03, 1.249118892905931055e+01, 1.119317335788499435e+01, 1.724696033861189193e+01, 1.080474642534887231e+01, 1.213032195302738536e+01, 7.792120867146397067e+00, 1.075220886804869025e+01, 9.539050633788296096e+00, 9.436724252088673381e+00, 1.003018595612602226e+01, 9.152740035898380810e+00, 8.372653537018377889e+00, 1.107689941747845808e+01, 1.701391373261730422e+01
1.890000000000000000e+03, 1.241872220838611440e+01, 1.108384795190909067e+01, 1.664102608280049722e+01, 1.108022681900654582e+01, 1.130060477480915360e+01, 7.834641206509521005e+00, 1.045270846093730022e+01, 9.104523717228119040e+00, 9.462524759183272849e+00, 1.019186656053829587e+01, 9.058699543611600902e+00, 8.507074042526527435e+00, 1.124668882326469266e+01, 1.697531797206999471e+01
1.891000000000000000e+03, 1.236579051887602354e+01, 1.121663852609951917e+01, 1.698953931192489719e+01, 1.092228851774367371e+01, 1.145535508658325874e+01, 7.471369931150022126e+00, 1.006952846426655945e+01, 9.299906495037625120e+00, 9.598053892275238752e+00, 1.018604217026156000e+01, 9.112012547701471732e+00, 8.723397186730144526e+00, 1.132893332031715161e+01, 1.668941505682358439e+01
1.892000000000000000e+03, 1.246918358555259587e+01, 1.149230519415037044e+01, 1.727727833785873912e+01, 1.116516212148239973e+01, 1.179223110077862380e+01, 7.822336133880116726e+00, 1.018393183758220744e+01, 9.233489968912795831e+00, 9.075939513614637022e+00, 1.034602172424873068e+01, 8.984983259669357736e+00, 8.369743889296776373e+00, 1.111820122965161239e+01, 1.671530449321716816e+01
1.893000000000000000e+03, 1.252176766891803439e+01, 1.156930296986597106e+01, 1.737180653381325257e+01, 1.090079803835882366e+01, 1.151852395732163004e+01, 7.787449101085730518e+00, 1.035349623028304578e+01, 9.299153705914395829e+00, 9.630766337932755050e+00, 1.012449000975023949e+01, 9.300634533615363964e+00, 8.892943009861234316e+00, 1.100172686138271416e+01, 1.669341990704334222e+01
1.894000000000000000e+03, 1.239582957325974455e+01, 1.118403778293218132e+01, 1.728192501962698202e+01, 1.093571397092904895e+01, 1.148245116524580567e+01, 7.609788336837433498e+00, 1.035969371805142814e+01, 9.375776173847718553e+00, 9.780411185805887087e+00, 1.015912549087785877e+01, 9.118242762766509912e+00, 8.598039956027346165e+00, 1.113510443770856817e+01, 1.561608005308554503e+01
1.895000000000000000e+03, 1.218914568334094461e+01, 1.107787851246598443e+01, 1.735876010584929219e+01, 1.120526783431268747e+01, 1.201786829332821860e+01, 8.069348562303089167e+00, 1.048718658700406081e+01, 9.384015441326738483e+00, 9.665717889163168763e+00, 1.022217810112407932e+01, 9.316633688015752313e+00, 8.611326898964428267e+00, 1.127361475037561966e+01, 1.640392453299039133e+01
1.896000000000000000e+03, 1.239210886195857952e+01, 1.119416342303924061e+01, 1.721484172816288094e+01, 1.196761497652978790e+01, 1.176588689016886491e+01, 7.898126835492484510e+00, 1.062258462949887594e+01, 9.395981351563417405e+00, 9.530932148808757276e+00, 1.008003565131897261e+01, 9.115962968382667952e+00, 8.721662831775123692e+00, 1.121783457401935102e+01, 1.699843282940127764e+01
1.897000000000000000e+03, 1.223561783740925790e+01, 1.151034515263586577e+01, 1.747527380837597732e+01, 1.133895520860417072e+01, 1.164244606524333214e+01, 7.634465806990248460e+00, 1.064053751010231252e+01, 8.722101541468576968e+00, 1.007342389386936610e+01, 1.010099637579050302e+01, 8.899309979623632572e+00, 8.559125325535219986e+00, 1.111609641886697553e+01, 1.704422004422944426e+01
1.898000000000000000e+03, 1.212833334627829629e+01, 1.167831793730153045e+01, 1.761860966512803017e+01, 1.079367283975384773e+01, 1.152549608539842474e+01, 7.890007729447102491e+00, 1.057477320527770104e+01, 9.318994524989866690e+00, 9.627528398994558145e+00, 1.017138424934564078e+01, 9.168970155677136802e+00, 8.894847289139569568e+00, 1.125560790608160744e+01, 1.674764285485775872e+01
1.899000000000000000e+03, 1.228052838231126032e+01, 1.133903303372678373e+01, 1.703948748861333229e+01, 1.071429186393355870e+01, 1.178658052462938599e+01, 7.427300124993860386e+00, 1.069469154822144219e+01, 9.334974049749694913e+00, 9.820146239901548668e+00, 1.025983928832440917e+01, 9.060618532137317160e+00, 8.544707905028610995e+00, 1.112433735910836496e+01, 1.709211598438639612e+01
1.900000000000000000e+03, 1.234008699326470904e+01, 1.115542179975162185e+01, 1.761128344112472988e+01, 1.111304243053984031e+01, 1.174140149942356715e+01, 7.971182560782636983e+00, 1.072117490133140372e+01, 9.397946251868459555e+00, 9.391355876280940151e+00, 1.014233195219289030e+01, 9.471688926614358905e+00, 8.579211910501886251e+00, 1.100871468234801220e+01, 1.698259840960457367e+01
1.901000000000000000e+03, 1.187972483194996265e+01, 1.143646484648393447e+01, 1.713304868540877379e+01, 1.096442996469791709e+01, 1.178608660339578051e+01, 7.818726807866121398e+00, 1.056339361214986639e+01, 9.554389708622533561e+00, 9.548558477046364956e+00, 1.018858229748125943e+01, 9.160658020484294894e+00, 9.139242664922994308e+00, 1.127647634173216495e+01, 1.640400134165045642e+01
1.902000000000000000e+03, 1.181911962264681648e+01, 1.174026595136551876e+01, 1.719685392889670439e+01, 1.111002453347747476e+01, 1.158473997977050729e+01, 7.864083489709909003e+00, 1.047135476114592834e+01, 9.028353269953083071e+00, 9.264718172142464070e+00, 1.031932350005680377e+01, 9.231412643773184712e+00, 8.675321652916206716e+00, 1.123882659577435561e+01, 1.684353190333289163e+01
1.903000000000000000e+03, 1.231928171174982545e+01, 1.113358559339551412e+01, 1.712647611373155598e+01, 1.086300466726966363e+01, 1.160150319570293931e+01, 8.043836531068629725e+00, 1.065342277701111939e+01, 9.140327386243962238e+00, 9.635766141309058952e+00, 1.027901199814244038e+01, 9.476183200872259960e+00, 8.538306140093418151e+00, 1.096455381274681606e+01, 1.671458730683302107e+01
1.904000000000000000e+03, 1.259180575353372156e+01, 1.130196901009528077e+01, 1.679829948820566443e+01, 1.056301807255922398e+01, 1.182756907238383803e+01, 7.859741405829483440e+00, 1.058796762229458999e+01, 9.482999053395765543e+00, 9.836545358117081861e+00, 1.013918424840860233e+01, 9.469493456630630135e+00, 8.964581618135261110e+00, 1.107536653854800690e+01, 1.660035061131064893e+01
1.905000000000000000e+03, 1.242838724940376771e+01, 1.130049725933871407e+01, 1.709115234631788383e+01, 1.116644279191568323e+01, 1.167557100261346292e+01, 7.804603822806300606e+00, 1.071011764225082885e+01, 9.208038977020480687e+00, 9.790067114690112149e+00, 1.009927927421591320e+01, 9.251424379089717931e+00, 8.508969173248264184e+00, 1.124696280523920855e+01, 1.685633475243763613e+01
1.906000000000000000e+03, 1.216569650569770111e+01, 1.139862776007857192e+01, 1.716038938905350975e+01, 1.126434371991016725e+01, 1.155240302017367426e+01, 7.936679866411897599e+00, 1.075406198129280533e+01, 9.083495835950133213e+00, 9.913072507544876899e+00, 1.011402136503277482e+01, 8.978343602449985639e+00, 8.646286875117814574e+00, 1.113662066840347897e+01, 1.714159317847621367e+01
1.907000000000000000e+03, 1.216214818828073518e+01, 1.155764711248850318e+01, 1.764275288674798858e+01, 1.127831894350580555e+01, 1.183296991307255652e+01, 7.844026888170077427e+00, 1.070624886437422063e+01, 9.114450224098691322e+00, 1.000603300576555377e+01, 1.025401565785715796e+01, 9.457573651288010197e+00, 8.644779520793493433e+00, 1.106848877650651453e+01, 1.681797380501023653e+01
1.908000000000000000e+03, 1.237997927426334677e+01, 1.155772796273938674e+01, 1.748860362446018613e+01, 1.112885207562992740e+01, 1.185908047690539746e+01, 7.700601399855583118e+00, 1.074266692750976127e+01, 9.038966323140028791e+00, 9.646747078974764023e+00, 1.020143122058004970e+01, 9.324467317659754784e+00, 8.458389355522058395e+00, 1.110956062425038660e+01, 1.721673583777065275e+01
1.909000000000000000e+03, 1.250624073930960733e+01, 1.128457538023186224e+01, 1.769096670600761456e+01, 1.086229639288076321e+01, 1.179516763439757732e+01, 7.613612184022586327e+00, 1.065816416395187183e+01, 9.258901009951017613e+00, 9.490986647978942869e+00, 1.018866139977783902e+01, 9.401707655989470780e+00, 8.735353444280928414e+00, 1.115526308007771306e+01, 1.688828081879926657e+01
1.910000000000000000e+03, 1.246373371418380493e+01, 1.121084914986447423e+01, 1.758864795103573542e+01, 1.095430904519888493e+01, 1.181557114167223688e+01, 7.973146264786344695e+00, 1.070521094310932497e+01, 9.186157371947357930e+00, 9.953333371229707183e+00, 1.039753033866562149e+01, 9.258906116758650384e+00, 8.421167802391117618e+00, 1.132497279068888929e+01, 1.740343640908879053e+01
1.911000000000000000e+03, 1.221732698381164717e+01, 1.172180204876861254e+01, 1.747549576947213978e+01, 1.080076007887250000e+01, 1.215368832079581907e+01, 7.933060360739631278e+00, 1.104848928857654222e+01, 9.199193991695777228e+00, 9.669079598044643120e+00, 1.048020435859628741e+01, 9.601568253578221857e+00, 8.707096182728864875e+00, 1.103251047723259504e+01, 1.716447544511820311e+01
1.912000000000000000e+03, 1.190042778528451706e+01, 1.180150602169533336e+01, 1.703267786895359492e+01, 1.155902990761018145e+01, 1.167318120775397539e+01, 7.765030709050789959e+00, 1.088614480363318293e+01, 8.915369545703301313e+00, 1.005090124199259094e+01, 1.051582680138907300e+01, 9.210168569340639877e+00, 8.591057044466529291e+00, 1.099870338970483452e+01, 1.684659875822406150e+01
1.913000000000000000e+03, 1.194791558204395621e+01, 1.117636475044049682e+01, 1.729537187595921210e+01, 1.060092610386498180e+01, 1.169529042625257986e+01, 7.655143732592655681e+00, 1.072055581122229206e+01, 9.061445739520006981e+00, 1.008504528408752776e+01, 1.037735960889695974e+01, 9.269926310216927590e+00, 8.967376703863791931e+00, 1.125679828694995699e+01, 1.642311647774887717e+01
1.914000000000000000e+03, 1.229876989722186309e+01, 1.114462601764178373e+01, 1.758519858509764688e+01, 1.048438561567443195e+01, 1.170857911846168875e+01, 7.821813040914566528e+00, 1.075897697641740791e+01, 8.801258992052412466e+00, 9.721231186901885479e+00, 1.020361726523823442e+01, 9.317903880398761274e+00, 8.648023219483491175e+00, 1.121004425709814534e+01, 1.651341152603395557e+01
1.915000000000000000e+03, 1.245877973196776445e+01, 1.140034595052796007e+01, 1.703938333938500449e+01, 1.070458394057129325e+01, 1.189489904263770548e+01, 7.732949777749440479e+00, 1.085828869834704946e+01, 9.106673548193510825e+00, 1.002547552271056297e+01, 1.065015652028180959e+01, 8.927842401097688452e+00, 8.749477942503780525e+00, 1.130590186370012340e+01, 1.686045772734056669e+01
1.916000000000000000e+03, 1.228685140725158931e+01, 1.190676404670446331e+01, 1.768183823827332191e+01, 1.098017501067836044e+01, 1.177455190741858537e+01, 7.778434205095940079e+00, 1.082167462704082617e+01, 8.975586948212885829e+00, 1.007266167260228329e+01, 1.038237665092317386e+01, 9.259087519965177648e+00, 8.556337438966737707e+00, 1.116006261792791499e+01, 1.705809802168881362e+01
1.917000000000000000e+03, 1.233156072690054827e+01, 1.171192241849201743e+01, 1.733980323627447717e+01, 1.115617638203400652e+01, 1.195314240738381528e+01, 7.643622168649283566e+00, 1.093344019231790654e+01, 9.132165771705894386e+00, 9.784977019464264458e+00, 1.026767141505091274e+01, 9.329457103756997327e+00, 9.046853919846805425e+00, 1.119065864573660996e+01, 1.639285581818385396e+01
1.918000000000000000e+03, 1.241428394247712141e+01, 1.118317381131326194e+01, 1.764085849686972196e+01, 1.147483819881998457e+01, 1.203895997917833860e+01, 7.952572311693415941e+00, 1.062744050607405555e+01, 8.665624556052229366e+00, 9.880000777760265862e+00, 1.046385579771024155e+01, 9.207495015480601452e+00, 8.827973004411271418e+00, 1.126618140937363144e+01, 1.659834068873264812e+01
1.919000000000000000e+03, 1.220049081794875079e+01, 1.107944155401306219e+01, 1.789902798758625480e+01, 1.072456760482347526e+01, 1.172131261509314015e+01, 7.681164220511738527e+00, 1.068299669081355141e+01, 9.422601181941541171e+00, 1.014121209329662499e+01, 1.036631788497098050e+01, 9.212763901411433309e+00, 8.850242983762584004e+00, 1.109110784470580491e+01, 1.623632349957577148e+01
