year, GFDL-ESM4, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, CanESM5, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM, NorESM2-LM, IPSL-CM6A-LR, NorESM2-MM, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL
1.991000000000000000e+03, 1.125230292902467433e+01, 1.207946304420809192e+01, 1.829055051888093431e+01, 1.152090412128988639e+01, 1.321248756717027639e+01, 8.188500111719044128e+00, 1.142176784922655841e+01, 9.196303849392940322e+00, 9.690763411616398315e+00, 1.112672572912737401e+01, 9.501501272663297470e+00, 9.664347080813291413e+00, 1.132218327827990301e+01, 1.750223413994731914e+01
1.992000000000000000e+03, 1.115595664134239584e+01, 1.131225768851293090e+01, 1.845338911200162713e+01, 1.083586290089373350e+01, 1.336710590605637172e+01, 8.129098560067722801e+00, 1.155939759417605295e+01, 9.242558662529971159e+00, 1.015940100434620774e+01, 1.118129766303181505e+01, 9.686904853648732328e+00, 8.849388302739662038e+00, 1.117291355919199702e+01, 1.704759076175979970e+01
1.993000000000000000e+03, 1.130299689443661393e+01, 1.121949520725990368e+01, 1.873332872502325941e+01, 1.158104412589113963e+01, 1.337865582020347333e+01, 8.305944493741614920e+00, 1.168262596877187853e+01, 9.193562253616411439e+00, 9.911880550954959901e+00, 1.117386062291559590e+01, 9.629336559090347691e+00, 9.355506470050942269e+00, 1.118030722213484296e+01, 1.747617795998885271e+01
1.994000000000000000e+03, 1.140275481809526958e+01, 1.155044413994448504e+01, 1.899701787058333835e+01, 1.121541158618968481e+01, 1.333441853694590939e+01, 8.229679606046525819e+00, 1.160319820503112709e+01, 9.418874170824683034e+00, 1.020343326350200108e+01, 1.121719150638011264e+01, 9.553521884339302161e+00, 8.944221382123517472e+00, 1.155088415803997037e+01, 1.775765906395770699e+01
1.995000000000000000e+03, 1.105665180071854614e+01, 1.177612603317618145e+01, 1.844702402499814298e+01, 1.123036029671011349e+01, 1.317011910142610631e+01, 8.577968647851648143e+00, 1.188568594392549116e+01, 9.382395535307209045e+00, 1.022413557435856291e+01, 1.123162603720225228e+01, 9.775274838214262019e+00, 9.211886424290037567e+00, 1.160628495081693856e+01, 1.826680053421599936e+01
1.996000000000000000e+03, 1.090030944454880313e+01, 1.194224636342046786e+01, 1.923261916635895119e+01, 1.157446393075865387e+01, 1.327077489291273338e+01, 8.354811365930880029e+00, 1.182784044937998047e+01, 9.140212643052874952e+00, 9.929566108582310591e+00, 1.136146655647507231e+01, 9.681821479897388727e+00, 9.350156442706554216e+00, 1.138165842972104613e+01, 1.826950275873788243e+01
1.997000000000000000e+03, 1.119751387933873410e+01, 1.224636670328973054e+01, 1.930740444871061712e+01, 1.164612286652141648e+01, 1.364657955785452437e+01, 8.235462735606231988e+00, 1.175228494805826962e+01, 9.436459826497443970e+00, 9.843796972546167368e+00, 1.127900451242204660e+01, 9.456276723056788569e+00, 9.088634646891529556e+00, 1.118953054974159578e+01, 1.850303391992233770e+01
1.998000000000000000e+03, 1.135873494016760965e+01, 1.160562566586046174e+01, 1.905365857765942650e+01, 1.139081060188884464e+01, 1.400037367966351454e+01, 8.330872912927198115e+00, 1.192502373621517897e+01, 9.234782494464306879e+00, 1.044284947035407640e+01, 1.131578049864511115e+01, 9.518129305965400633e+00, 8.852637799372262251e+00, 1.117138001109906398e+01, 1.840157620728081156e+01
1.999000000000000000e+03, 1.108047209348856477e+01, 1.146377276892836328e+01, 1.962177390973350555e+01, 1.093437524859968946e+01, 1.348836518849305222e+01, 8.517165882693355172e+00, 1.172872693443438408e+01, 9.463178723092532607e+00, 1.025912465367099990e+01, 1.117041203575494990e+01, 9.651959510486131322e+00, 9.309416762462880968e+00, 1.146935079229882248e+01, 1.831637005995277789e+01
2.000000000000000000e+03, 1.115290092165016311e+01, 1.181957683408349702e+01, 1.922134846315812595e+01, 1.105955416380646383e+01, 1.356070616427352249e+01, 8.287035993349643803e+00, 1.166692367416684206e+01, 9.394588774789227159e+00, 1.016113386879855263e+01, 1.159299575434329554e+01, 9.618629679962756640e+00, 9.295446926531571563e+00, 1.168252294250958379e+01, 1.808130178070313576e+01
2.001000000000000000e+03, 1.102382690341666382e+01, 1.214850334770394547e+01, 1.936437626544601542e+01, 1.155475816871835271e+01, 1.357173412852870165e+01, 8.342359921043570381e+00, 1.210055497832881777e+01, 9.759422596377820724e+00, 9.750016527094656382e+00, 1.140669863392829697e+01, 9.473379131765199190e+00, 9.269607321974710601e+00, 1.144636418763529306e+01, 1.782619854984443819e+01
2.002000000000000000e+03, 1.110020314589118229e+01, 1.197263786122836748e+01, 1.917878349941637595e+01, 1.132422790056388351e+01, 1.381301218297019417e+01, 8.195914203768705164e+00, 1.181652713647313746e+01, 9.833656824827349041e+00, 1.017796787652596180e+01, 1.167181111906404922e+01, 9.698362617648664141e+00, 9.107769971506343154e+00, 1.118214518380137967e+01, 1.889673969801166464e+01
2.003000000000000000e+03, 1.100470329715728823e+01, 1.190512277088300941e+01, 1.868384879299254209e+01, 1.163822535092243271e+01, 1.344399150765964279e+01, 8.446506533845179021e+00, 1.166791926577067073e+01, 9.722417311710009002e+00, 1.044363277408197099e+01, 1.141126042798105189e+01, 9.854339646290950938e+00, 9.349859829143211343e+00, 1.124391340508741877e+01, 1.809969126930171512e+01
2.004000000000000000e+03, 1.132157194525475674e+01, 1.245612431260108899e+01, 1.934062285438757911e+01, 1.121912802170816903e+01, 1.368858868206278245e+01, 8.612981852479030920e+00, 1.156276731065053198e+01, 9.811382675286123956e+00, 1.030713070129301201e+01, 1.155924705981303191e+01, 9.691090340448734963e+00, 9.158459994319674280e+00, 1.108944162173587600e+01, 1.755283593006413412e+01
2.005000000000000000e+03, 1.085049367505754603e+01, 1.238258552933995205e+01, 1.878069082784922728e+01, 1.103677066212541469e+01, 1.408600436118284627e+01, 8.523479326612074303e+00, 1.185296496581771564e+01, 9.232178602321145178e+00, 1.041372908404134989e+01, 1.198553410691518373e+01, 9.814662952431703502e+00, 9.469579770067502622e+00, 1.154479968390943512e+01, 1.783782310055873310e+01
2.006000000000000000e+03, 1.117919862443534740e+01, 1.161702325705626215e+01, 1.935484307047892472e+01, 1.124500926430362391e+01, 1.347490994038174428e+01, 8.387102320365110941e+00, 1.140731400999134237e+01, 9.592077040387227527e+00, 1.048204642196489367e+01, 1.180429845023472168e+01, 1.013906172041124520e+01, 9.566347384394880748e+00, 1.128669014005435045e+01, 1.774480647385077248e+01
2.007000000000000000e+03, 1.112540001057724126e+01, 1.160918157829331321e+01, 1.903073405622442493e+01, 1.177957523881135948e+01, 1.343018456404219307e+01, 8.449488484403604005e+00, 1.128930569412895935e+01, 9.500809362118385337e+00, 1.021995992319829583e+01, 1.157889266993793065e+01, 1.001859955874218677e+01, 9.424929919008311785e+00, 1.145640072477710270e+01, 1.814059267010161491e+01
2.008000000000000000e+03, 1.136869210841939726e+01, 1.189567962351405583e+01, 1.940254577945865577e+01, 1.097957835895947376e+01, 1.440295428133533839e+01, 8.538009258419329228e+00, 1.170519749341413807e+01, 9.320761696024392862e+00, 1.031724797751263445e+01, 1.156343976094754389e+01, 9.946189034437031395e+00, 9.146707390410876215e+00, 1.132592279837409421e+01, 1.870068031249871865e+01
2.009000000000000000e+03, 1.152131680260709601e+01, 1.210838471573992514e+01, 1.935912203551902522e+01, 1.134339904083658190e+01, 1.404652584192532849e+01, 8.408580087852847385e+00, 1.179420012230158932e+01, 9.990555231083911636e+00, 1.007508848874263307e+01, 1.209025853958179475e+01, 1.021105342713039121e+01, 9.326107712415513618e+00, 1.168783533959421561e+01, 1.833761779980156703e+01
2.010000000000000000e+03, 1.132306222669305029e+01, 1.242377350940129155e+01, 1.983453246382497070e+01, 1.177469590332883342e+01, 1.418210725305951136e+01, 8.312714438736678702e+00, 1.197232308982901650e+01, 9.778194460121108378e+00, 1.065809889570457791e+01, 1.199377470659989520e+01, 1.012028381344001282e+01, 9.228065167166178639e+00, 1.105661110831995941e+01, 1.833028057021890689e+01
2.011000000000000000e+03, 1.112510805444441075e+01, 1.205291817553813871e+01, 1.957512709096995351e+01, 1.122440681767298720e+01, 1.453058329222254130e+01, 8.551936882671732576e+00, 1.181333803611099498e+01, 9.581706294517283951e+00, 1.041761090899801978e+01, 1.153419664957533541e+01, 1.044358461452230635e+01, 9.373266004902179205e+00, 1.138561756632405064e+01, 1.853440343690722969e+01
2.012000000000000000e+03, 1.139599158904151821e+01, 1.186043875477971810e+01, 1.965466567872982040e+01, 1.179339360408804893e+01, 1.413376294645009068e+01, 8.488176551135216741e+00, 1.183940830769606478e+01, 9.650694681456418067e+00, 1.026118891127832455e+01, 1.174045602398840771e+01, 1.006310753548701342e+01, 9.255146703853002421e+00, 1.145027352092954054e+01, 1.746848555501668798e+01
2.013000000000000000e+03, 1.109961830639873348e+01, 1.198061489260287082e+01, 1.978901647143972653e+01, 1.122642088420977657e+01, 1.440598842806321933e+01, 8.762154252140126331e+00, 1.210060748972218292e+01, 9.723958358692296855e+00, 1.099953658722937533e+01, 1.174886397013685979e+01, 1.012072116015300871e+01, 9.209751940379806712e+00, 1.133122880643784036e+01, 1.775251462987124995e+01
2.014000000000000000e+03, 1.080731871394017674e+01, 1.220467086361247766e+01, 1.980222720250679203e+01, 1.156921862758327357e+01, 1.459598161400786864e+01, 8.394902246334943641e+00, 1.197988193099553378e+01, 9.725821385988554724e+00, 9.869238729368037255e+00, 1.144159019602543914e+01, 1.008389882730648601e+01, 9.581090569920933220e+00, 1.148794934706135429e+01, 1.795127407413873755e+01
