year, NorESM2-LM, CMCC-CM2-SR5, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, IPSL-CM6A-LR, CanESM5, TaiESM1, CESM2-WACCM, EC-Earth3-Veg, ACCESS-ESM1-5
1.993000000000000000e+03, 4.934334114704640228e+00, 6.916420147279199071e+00, 3.355315907656854790e+01, 5.449835864944767394e+01, 4.947328799255269693e+00, 3.006006940878143752e+01, 3.435776881625763934e+01, 2.026153227864413608e+01, 1.340473382939567948e+01, 2.179418952193102221e+00, 4.935851991964047336e+00, 6.823664686103596111e+00, 7.257387741372302692e+00
1.994000000000000000e+03, 4.923354689907952775e+00, 7.141874423466839872e+00, 3.389765393597195242e+01, 5.427594714902148354e+01, 4.921142524552455377e+00, 2.983011008216235638e+01, 3.454742664702959587e+01, 2.024911110065562880e+01, 1.331275305576844659e+01, 2.173467447483480974e+00, 4.946643122584121421e+00, 6.642465130875542911e+00, 7.300995613725189237e+00
1.995000000000000000e+03, 4.856060368325731957e+00, 7.298477901107815136e+00, 3.393625136831580136e+01, 5.456100278114824675e+01, 4.990521552708242936e+00, 2.907990798737067095e+01, 3.450163101750901973e+01, 2.025825479865306633e+01, 1.342194137205739501e+01, 2.401529557496909550e+00, 4.911925434198338714e+00, 6.688336787080078949e+00, 7.314969688552247717e+00
1.996000000000000000e+03, 4.981485114800764613e+00, 7.217678709855554153e+00, 3.404269393223237472e+01, 5.474578879231685136e+01, 4.930106330969215023e+00, 2.887455844750508760e+01, 3.456979330106613446e+01, 2.028926507569206095e+01, 1.397911403267681685e+01, 2.381101304135900154e+00, 4.922766907544877668e+00, 6.627943103085180532e+00, 7.266262837466092250e+00
1.997000000000000000e+03, 5.076123927178286088e+00, 7.080075140792296828e+00, 3.415070735801967317e+01, 5.454295776097390558e+01, 4.966615793563326164e+00, 2.924356379610496148e+01, 3.446268275973189787e+01, 2.034414438770945566e+01, 1.355063645375471815e+01, 2.149568352093389478e+00, 4.899283800944601808e+00, 6.411299751016127146e+00, 7.259441463206171008e+00
1.998000000000000000e+03, 4.957581863309203918e+00, 7.348285149621450962e+00, 3.398158958656139106e+01, 5.451657011675724362e+01, 4.963718398624789252e+00, 2.951786245119181729e+01, 3.450725268993317485e+01, 2.030124744591421404e+01, 1.340884259783309318e+01, 2.103221686085313014e+00, 4.943147070163695034e+00, 6.322231797978918877e+00, 7.210590313108358629e+00
1.999000000000000000e+03, 5.005160966022394575e+00, 7.482715360560759699e+00, 3.380511631996548516e+01, 5.439662235561056036e+01, 4.979208110513268615e+00, 2.948883458781611822e+01, 3.482493235136108467e+01, 2.035471678739198254e+01, 1.315323557707835711e+01, 2.205408271383060281e+00, 4.886368019951333963e+00, 6.373479207879658048e+00, 7.033891956922782462e+00
2.000000000000000000e+03, 4.992621695310740293e+00, 7.468598285790097435e+00, 3.389228658138006267e+01, 5.436397108404175782e+01, 5.050733935496807270e+00, 2.948028452625586482e+01, 3.503101888991768931e+01, 2.028206923337238976e+01, 1.323623850160658222e+01, 2.477076091295942195e+00, 5.007527809718751222e+00, 6.638573357238860773e+00, 7.123885006444313994e+00
2.001000000000000000e+03, 5.042467175029759829e+00, 7.154908569609630398e+00, 3.381440689105455277e+01, 5.422434181271044906e+01, 5.093785905514522483e+00, 2.941682706519842228e+01, 3.481164075890143295e+01, 2.024203497446963240e+01, 1.333426338150694690e+01, 2.164380949686717681e+00, 4.897606129344945103e+00, 6.637285834214730507e+00, 7.096057378141642502e+00
2.002000000000000000e+03, 5.116534468438563188e+00, 7.090618373528559282e+00, 3.374892542473946122e+01, 5.422250312248282000e+01, 4.946703781910502862e+00, 2.921678451807803611e+01, 3.479129431729252531e+01, 2.024448755529146737e+01, 1.358038613910944292e+01, 2.163720718352379446e+00, 4.894046401939634805e+00, 6.669016586303325944e+00, 6.937791854472843411e+00
2.003000000000000000e+03, 5.139571204775608138e+00, 7.462000005413663928e+00, 3.378451768873869554e+01, 5.447839412949806359e+01, 4.940763920084352279e+00, 2.949083303076751506e+01, 3.492301554352867043e+01, 2.039328696326971269e+01, 1.373924188601123753e+01, 2.258803840124101736e+00, 4.972532348011004188e+00, 6.581078793575795949e+00, 6.934996043662835952e+00
2.004000000000000000e+03, 5.035574353884804566e+00, 7.563783654127377964e+00, 3.391743600193562713e+01, 5.427992731344023980e+01, 5.011624819563209599e+00, 2.954951429885990066e+01, 3.487323246072570271e+01, 2.042931903556280560e+01, 1.367266402243631340e+01, 2.129491267697132706e+00, 5.072822143055230271e+00, 6.442567516480637302e+00, 6.901490165404712940e+00
2.005000000000000000e+03, 5.084465137155898873e+00, 7.221097109601703146e+00, 3.391060835132219609e+01, 5.438738609088674281e+01, 5.013957314480488314e+00, 2.945358190128716203e+01, 3.455373330036003665e+01, 2.039601988958148482e+01, 1.368111235837711170e+01, 2.421247993054468584e+00, 5.180332451040359665e+00, 6.578045628232972675e+00, 6.818303734955360795e+00
2.006000000000000000e+03, 5.081278791017029839e+00, 7.402364832066374412e+00, 3.388038522049828316e+01, 5.468768380644971216e+01, 4.999937937887011685e+00, 2.963132705287917190e+01, 3.463879686001140357e+01, 2.049136309540407908e+01, 1.348214504666845137e+01, 2.114528905000404801e+00, 5.108476208719277878e+00, 6.738553989062765481e+00, 6.761431022220955711e+00
2.007000000000000000e+03, 5.237360209111203702e+00, 7.486781234341599145e+00, 3.384450631616584104e+01, 5.512325292077285610e+01, 5.134797778809678803e+00, 2.985267125606343441e+01, 3.503753254569711828e+01, 2.054400306558807543e+01, 1.387770857337673647e+01, 2.229496352811355386e+00, 5.088712319394743666e+00, 6.679485476712638814e+00, 6.862909275128520115e+00
2.008000000000000000e+03, 5.197288965082131895e+00, 7.574991065492439724e+00, 3.406602865963336768e+01, 5.524094854455788806e+01, 5.115481633277362938e+00, 3.026361864058808848e+01, 3.514086683958669965e+01, 2.059390662951782858e+01, 1.396648206078905119e+01, 2.236296328323476690e+00, 5.169725895011900718e+00, 6.698835067844744806e+00, 6.984198025200355708e+00
2.009000000000000000e+03, 5.282670279970576033e+00, 7.298468026763453409e+00, 3.401567289544053097e+01, 5.496019631528941574e+01, 5.017042197413181803e+00, 3.002653617560082111e+01, 3.503802615042543778e+01, 2.058594862678889470e+01, 1.368766738134408634e+01, 2.330056684271661460e+00, 4.955790415774035118e+00, 6.907459667374016732e+00, 6.937863382405089929e+00
2.010000000000000000e+03, 5.157595785967550306e+00, 7.297792282172788525e+00, 3.413086037571379450e+01, 5.497978513677914236e+01, 5.015747710869891129e+00, 2.945435380036055761e+01, 3.482061214337024069e+01, 2.060395380057126502e+01, 1.422242896285675862e+01, 2.111954524616854290e+00, 5.024785510719569359e+00, 6.775926894109264076e+00, 7.119221149143655225e+00
2.011000000000000000e+03, 5.126289636537353367e+00, 7.442409790692945393e+00, 3.404485192374457370e+01, 5.507736002613113158e+01, 4.945442936597683747e+00, 2.911925034661448919e+01, 3.486697228063253107e+01, 2.065076146786866218e+01, 1.399012303376986566e+01, 2.230248677131909218e+00, 5.097643838250757398e+00, 6.620789352527578053e+00, 7.088798580366886704e+00
2.012000000000000000e+03, 5.314416326412786162e+00, 7.644499550467401150e+00, 3.396606177787457881e+01, 5.513487900669308317e+01, 5.125828437303724172e+00, 2.921388146831653998e+01, 3.501748040931588690e+01, 2.059026841118623352e+01, 1.398780604630659141e+01, 2.261541827631069257e+00, 5.161724378236392852e+00, 6.454457532575029965e+00, 7.156895087133293032e+00
2.013000000000000000e+03, 5.128613545857509948e+00, 7.255632966241651438e+00, 3.414128213350398511e+01, 5.521751695463679255e+01, 5.194439730835340718e+00, 2.852368884570489271e+01, 3.513017835889895935e+01, 2.062284752179481373e+01, 1.418529632439002697e+01, 2.047530907315905591e+00, 5.137664539565466093e+00, 6.500049233183254671e+00, 7.119762881791895204e+00
2.014000000000000000e+03, 5.294292453646059826e+00, 7.387303747774236484e+00, 3.427490086924340318e+01, 5.539562186011555411e+01, 5.068313642518876172e+00, 2.853648647804816108e+01, 3.503733431093172612e+01, 2.070150156834483468e+01, 1.449427249594480571e+01, 2.134978795404389729e+00, 5.119480387284196965e+00, 6.655773339119173571e+00, 6.995321467481029565e+00
