year, NorESM2-MM, CESM2-WACCM, INM-CM4-8, GFDL-ESM4, INM-CM5-0, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, MPI-ESM1-2-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, CanESM5, EC-Earth3-Veg, MIROC-ES2L
1.965000000000000000e+03, 4.172492818702012940e+00, 4.128480118066434557e+00, 4.852999919892925895e+00, 4.407939365384414110e+00, 5.008844856749150587e+00, 4.076732219231137933e+00, 4.806731868134472840e+00, 5.015356323702881092e+00, 3.722283205611486956e+00, 4.290689992544109543e+00, 4.972494983547209202e+00, 4.177589935537374899e+00, 4.229300591684861388e+00, 3.869579761401980456e+00, 4.636514790771176564e+00, 4.856025898655149220e+00
1.966000000000000000e+03, 4.325754549751043676e+00, 4.099284819462824636e+00, 4.596939386506659453e+00, 4.087419878648283600e+00, 4.739448373233221545e+00, 4.180986491833664331e+00, 4.940362991787869973e+00, 4.857514662636565284e+00, 3.844463221595288527e+00, 4.496284365245586834e+00, 5.270676728980837389e+00, 4.602530371664632192e+00, 4.532603746485373897e+00, 4.057833047402967352e+00, 4.629068321912925832e+00, 5.007779512158806234e+00
1.967000000000000000e+03, 4.417416614762624150e+00, 4.062623827101090157e+00, 4.607160860009128278e+00, 4.125445270300382994e+00, 5.056743838187398588e+00, 4.100467789006102315e+00, 4.636301605362931788e+00, 5.481337155834970609e+00, 4.003034970158695138e+00, 4.362460827589032419e+00, 5.380672869163924510e+00, 4.596109688614042454e+00, 4.525555485727365657e+00, 4.445925294520052695e+00, 4.415496109315143691e+00, 5.209348889207023880e+00
1.968000000000000000e+03, 4.360368753654952023e+00, 4.288798896632053825e+00, 4.864744694628212685e+00, 4.373701164668549524e+00, 4.955140198659738537e+00, 4.185249599693787736e+00, 4.734331986705535122e+00, 5.238111518671813016e+00, 3.943543429941552159e+00, 4.438675275702907541e+00, 5.423481291476837107e+00, 4.372915677061343764e+00, 4.627443272710551447e+00, 4.264506587622063805e+00, 4.550265888501125566e+00, 5.136421386362872710e+00
1.969000000000000000e+03, 4.201808551375626699e+00, 4.290756279216074276e+00, 4.890251757022098467e+00, 4.307923286528811069e+00, 5.004018252493255048e+00, 3.999297640517594399e+00, 4.812471088910469597e+00, 4.890282174960029593e+00, 4.209592746721459555e+00, 4.426139839444903856e+00, 4.912444548775745545e+00, 4.513711479048857278e+00, 4.370584166054129582e+00, 4.575937291224011716e+00, 4.645670979497809938e+00, 4.872213363220566862e+00
1.970000000000000000e+03, 4.238125182119802048e+00, 4.325898553031508165e+00, 4.993229501539031112e+00, 4.380061125832630076e+00, 5.319303627095741227e+00, 4.103510805550902418e+00, 4.876216243980706189e+00, 4.773522656463907055e+00, 4.086328444065077115e+00, 4.234802448692816412e+00, 5.657180721177416771e+00, 4.238614036314990230e+00, 4.404065959750897541e+00, 4.419703445252119778e+00, 4.577053762060891096e+00, 4.862641295233488314e+00
1.971000000000000000e+03, 4.362570553063014778e+00, 4.447498798270962617e+00, 5.007330713583707293e+00, 4.390944254891496534e+00, 5.273753728521065831e+00, 3.699121933447275357e+00, 4.969363400089418903e+00, 5.148894793876402254e+00, 3.940345511040967086e+00, 4.256344909060444159e+00, 5.563512755132812515e+00, 4.534799549415131636e+00, 4.548576268270724476e+00, 4.217124720805898619e+00, 4.442122898246822160e+00, 5.172360473933871994e+00
1.972000000000000000e+03, 4.229023060703549497e+00, 3.943356468062019449e+00, 4.989350374694492274e+00, 4.104774145996163526e+00, 5.066481978528567076e+00, 4.097633532997127404e+00, 4.717004891400560673e+00, 5.102360609706175332e+00, 3.798113534528127833e+00, 4.410187945088132722e+00, 5.308198223389347881e+00, 4.581276479167765814e+00, 4.197066605334939915e+00, 4.015511074464909846e+00, 4.515023651613395472e+00, 4.951521501303571604e+00
1.973000000000000000e+03, 4.385951321073291886e+00, 4.249115668932096135e+00, 5.049632462503629959e+00, 4.459585532746640268e+00, 4.976350523541751336e+00, 4.160034125502934721e+00, 4.885927707015129684e+00, 5.366179296981486324e+00, 3.850985156606734350e+00, 4.446023788569207547e+00, 4.680865464176860335e+00, 4.560525433057620148e+00, 4.237680535015202032e+00, 3.852409145268032020e+00, 4.534299272458385488e+00, 4.988788906992440708e+00
1.974000000000000000e+03, 4.149028485698969426e+00, 4.529247284941286367e+00, 4.954668422649791459e+00, 4.471334335128123172e+00, 5.129812616435526884e+00, 4.115683443698981314e+00, 4.700104605267508617e+00, 5.354197394951860645e+00, 4.088854038397689905e+00, 4.376799652449719247e+00, 5.304886049768856360e+00, 4.395212662508859225e+00, 4.103086873486920361e+00, 3.867080807600408399e+00, 4.630319805849453907e+00, 4.849486403577532911e+00
1.975000000000000000e+03, 3.841129561985515473e+00, 4.129085339135078137e+00, 4.831023489027865381e+00, 4.242353549993257644e+00, 5.112486110336003975e+00, 4.118430838377088676e+00, 4.877250887111092226e+00, 4.930767619696665882e+00, 4.072815499805971129e+00, 4.401968106102375877e+00, 5.113611836724574644e+00, 4.529536262329435736e+00, 4.599157079994802722e+00, 4.400359944580107374e+00, 4.556276017736667683e+00, 4.683548262973757481e+00
1.976000000000000000e+03, 4.231385394232060726e+00, 4.326894574290410134e+00, 4.892188019481310768e+00, 4.132819346927899318e+00, 5.145422842157616472e+00, 3.939565974088016898e+00, 4.899901817526326475e+00, 5.114147826784384954e+00, 4.145205790198360774e+00, 4.259540610969499319e+00, 5.412552879400506001e+00, 4.498330307967947306e+00, 4.433971226333220272e+00, 4.039972429946768528e+00, 4.487076957680415923e+00, 5.100423990166905064e+00
1.977000000000000000e+03, 4.260515146038099665e+00, 4.014603502490947662e+00, 4.789920639197473129e+00, 3.989480018173118481e+00, 4.988000909783115056e+00, 3.956269567186202263e+00, 4.876366064749903195e+00, 4.804131052137260660e+00, 3.777906631285005368e+00, 4.375573274292169579e+00, 5.227938367338806458e+00, 4.721008021323693349e+00, 3.916273773464614916e+00, 4.015451247210412689e+00, 4.553355520295558456e+00, 4.959224599024555147e+00
1.978000000000000000e+03, 3.935642179192960555e+00, 4.072036822263911837e+00, 5.112227508598953918e+00, 4.157858539118355345e+00, 5.095444909715137527e+00, 3.865452782134757737e+00, 4.897075808499062433e+00, 4.503672108981238154e+00, 3.846396106444768481e+00, 4.325408287537000795e+00, 5.698190432605319877e+00, 4.423669863486073162e+00, 4.532152072882494664e+00, 4.509122038640175134e+00, 4.606836957572609137e+00, 5.014222299632267621e+00
1.979000000000000000e+03, 3.758898250632424443e+00, 4.187870451317407650e+00, 4.717354252678938487e+00, 4.591168450822893377e+00, 5.286963919264661804e+00, 4.000101922901797558e+00, 4.686357944694016453e+00, 5.162228127834726621e+00, 3.901152868190531198e+00, 4.343504910429170529e+00, 5.500265844535054960e+00, 4.380907806866713550e+00, 4.705328654696596224e+00, 4.645678517909622052e+00, 4.637608858709397985e+00, 4.657601390811070274e+00
1.980000000000000000e+03, 4.031917406082378363e+00, 4.181067786151552390e+00, 4.700544333705651390e+00, 4.602451859681625734e+00, 4.837304589112702224e+00, 4.129595867453600633e+00, 4.752146234101252809e+00, 5.475040150209850687e+00, 3.852667495293618849e+00, 4.065375109119119479e+00, 5.241240414776306977e+00, 4.332010009969007314e+00, 4.370781947768962006e+00, 4.160579907936213573e+00, 4.815251650789747373e+00, 4.312249223066395132e+00
1.981000000000000000e+03, 4.300219781916773343e+00, 3.837576412824275085e+00, 4.788724268988594268e+00, 3.871888901262973359e+00, 4.918530325267626679e+00, 4.156559264792017316e+00, 4.777799033427268860e+00, 5.105348897336432934e+00, 3.969287993032984740e+00, 4.167123815850306556e+00, 5.382302129485617925e+00, 4.418525738953319681e+00, 4.499370161949325819e+00, 4.317758434341828711e+00, 4.604809445964903603e+00, 4.861250519272877213e+00
1.982000000000000000e+03, 4.180714706887072474e+00, 4.592177169100428280e+00, 4.755717496298276892e+00, 4.055295105870991179e+00, 4.941128095714150348e+00, 4.026402499612845354e+00, 4.950779480925999287e+00, 4.913136041147670774e+00, 3.776352282444799702e+00, 4.533248956319479106e+00, 5.678876640370765116e+00, 4.361791881219806655e+00, 4.400792332114846772e+00, 3.728438555535126930e+00, 4.790261026777868025e+00, 5.001124610396305847e+00
1.983000000000000000e+03, 4.138139988596402752e+00, 4.281432438065554180e+00, 4.910844438350119745e+00, 4.416442038825013405e+00, 5.150886941883578096e+00, 3.985880078578443619e+00, 4.950934842776519851e+00, 4.685123569001716781e+00, 3.658415675813829093e+00, 4.342307113913440375e+00, 5.067205946973538211e+00, 4.307496392601048107e+00, 4.525370924585165433e+00, 4.232787562141103521e+00, 4.713764146263928367e+00, 5.112589611555365288e+00
1.984000000000000000e+03, 4.395579427641746584e+00, 3.898883781264610437e+00, 5.008723390939238129e+00, 4.247550587391144106e+00, 5.055644045879852833e+00, 3.924551484978816340e+00, 4.797440991932531595e+00, 5.253290785662425577e+00, 3.683738324061680114e+00, 4.227541570226139633e+00, 5.044903938436565483e+00, 4.499372041809577283e+00, 4.586531328337366098e+00, 4.283124354178792892e+00, 4.397398526716398415e+00, 4.989977104098107574e+00
1.985000000000000000e+03, 4.174249342975033805e+00, 4.044207213048743199e+00, 4.926076319856685259e+00, 4.228986445216153633e+00, 5.185625942962322377e+00, 4.038353670625521197e+00, 4.699932436846183670e+00, 5.196157003068908153e+00, 3.746680704755410929e+00, 4.407378724092336775e+00, 5.482802454834712513e+00, 4.632658052431437135e+00, 4.559629135204771089e+00, 4.484840820793186467e+00, 4.657663681841004433e+00, 4.630798634272291991e+00
1.986000000000000000e+03, 4.096461433324173562e+00, 4.365507375021429937e+00, 4.914523467200401008e+00, 4.330634006196256713e+00, 4.810010222923449597e+00, 3.951666206496732503e+00, 4.796366704020287308e+00, 4.756109770223196698e+00, 4.229658056901729246e+00, 4.320601428664106791e+00, 5.545021903959028720e+00, 4.428584964901217447e+00, 4.382427724121571444e+00, 4.087393373058220369e+00, 4.475166761523930781e+00, 4.784115084734520629e+00
1.987000000000000000e+03, 4.415765223397043471e+00, 4.633540810986215952e+00, 4.907335447881034263e+00, 4.229388816961563435e+00, 4.866121540224454201e+00, 3.885630298005156025e+00, 4.762138431543387007e+00, 5.375004575975856902e+00, 4.071253803989484332e+00, 4.434973194575515087e+00, 5.417320730952567942e+00, 4.344057423107167359e+00, 4.383260782489863949e+00, 4.279189914613116485e+00, 4.642218288685211469e+00, 5.099985594501956321e+00
1.988000000000000000e+03, 4.438045836057860960e+00, 4.177439377212976979e+00, 4.841510928037082273e+00, 4.385827684738037746e+00, 5.088612068138565370e+00, 3.937442925696950979e+00, 4.694067840732143004e+00, 5.089552510983772038e+00, 3.978117205621832131e+00, 4.329504662645048185e+00, 5.063207324656526787e+00, 4.371665070166296907e+00, 4.696639459498314295e+00, 4.079270008600215824e+00, 4.684955907020842858e+00, 5.123313180096377373e+00
1.989000000000000000e+03, 4.068723015580259172e+00, 3.903637375020165390e+00, 4.798996881888040633e+00, 4.220450260611101179e+00, 4.839412993283785269e+00, 4.120627984524359633e+00, 4.784258059847970479e+00, 4.905136094639336974e+00, 3.744846476199760410e+00, 4.388072840533225438e+00, 5.243848739988006713e+00, 4.268063634890997271e+00, 4.158714578622991098e+00, 4.388566592479489437e+00, 4.489822305886028708e+00, 4.944489632828366510e+00
1.990000000000000000e+03, 3.853150390006002013e+00, 4.256737745406899087e+00, 4.978304734843809420e+00, 4.203232186817090543e+00, 4.937903004324885714e+00, 4.000116674951173401e+00, 4.729246181596287180e+00, 4.812536217543692985e+00, 3.836388050310217235e+00, 4.376262301722098513e+00, 5.391595623561085127e+00, 4.421380005735547236e+00, 3.921860099768146313e+00, 4.435221544861627230e+00, 4.896271301855075642e+00, 4.747066224605178242e+00
1.991000000000000000e+03, 4.068535369256310652e+00, 4.105871584349087833e+00, 4.859976099356227763e+00, 4.124081400228346794e+00, 4.957939112304168283e+00, 4.109643587988913715e+00, 4.858251993839422411e+00, 5.018479815633232199e+00, 3.933525000999364529e+00, 4.073572774621490922e+00, 5.464070539727928555e+00, 4.367126073227279193e+00, 4.105846338596101930e+00, 3.961294430363041741e+00, 4.567729703588688572e+00, 5.100822979130332335e+00
1.992000000000000000e+03, 4.290536704323232975e+00, 3.936228559746946853e+00, 4.942310094361183737e+00, 4.370555783835302854e+00, 5.201154854493431401e+00, 3.892424942266491161e+00, 4.758098945926359846e+00, 4.778872117492149130e+00, 3.750740878321844995e+00, 4.119915250371548154e+00, 5.117236091431327516e+00, 4.434249432321231588e+00, 4.328107828007158098e+00, 3.915540421899802226e+00, 4.873938345919292203e+00, 5.047158726567078979e+00
1.993000000000000000e+03, 4.172254545934319658e+00, 4.191030497812857192e+00, 4.939058411135507143e+00, 4.057215105647245856e+00, 5.200349864287572288e+00, 4.081279502664794556e+00, 4.622216172718344396e+00, 4.795792576261328932e+00, 3.935798059669028071e+00, 4.235811632969803675e+00, 5.309369121856669871e+00, 4.413275769033603524e+00, 4.173543659229022929e+00, 4.358742616884146770e+00, 4.469404761423990458e+00, 5.098406759216103978e+00
1.994000000000000000e+03, 3.914488835090684127e+00, 4.258467798519909309e+00, 4.901053665005842497e+00, 3.955496536927759266e+00, 5.218410985131285429e+00, 4.103713291904882432e+00, 4.871880093794159095e+00, 4.833607818093074826e+00, 4.176159501146379682e+00, 4.281352271638287910e+00, 5.488806061514200252e+00, 4.443026185709020304e+00, 4.312716481738632979e+00, 4.171044181414992558e+00, 4.523749055418634590e+00, 4.898427937074210980e+00
1.995000000000000000e+03, 4.363296237951790779e+00, 4.173682974103441801e+00, 4.772835469611954373e+00, 4.296594832928562369e+00, 5.076853188765773517e+00, 3.868053929621113607e+00, 4.793264828275977329e+00, 5.166092218506141975e+00, 3.837817944994375008e+00, 4.573835457491879808e+00, 5.163741352301556731e+00, 4.511315325674277510e+00, 4.124238769212736244e+00, 4.086971930364844852e+00, 4.629239658871033392e+00, 4.782745950154433601e+00
1.996000000000000000e+03, 4.096055569956878806e+00, 3.842438149199490560e+00, 4.852991622118285164e+00, 4.338480997768382252e+00, 4.888370118805136499e+00, 3.960784978808501666e+00, 4.702107706237124596e+00, 5.089956629292750279e+00, 3.965059887370681491e+00, 4.406141818429829549e+00, 5.009881594148196449e+00, 4.273554718787413442e+00, 3.993016483127275418e+00, 3.650844463796071970e+00, 4.604649543291368552e+00, 4.673276773111481042e+00
1.997000000000000000e+03, 3.878239075663986846e+00, 4.068812023224339214e+00, 5.001933798664625286e+00, 4.286487356332726151e+00, 4.842452024971026781e+00, 3.875769744226469804e+00, 4.825668834126814133e+00, 5.232198433851058539e+00, 3.928973400116125614e+00, 4.300771992751938555e+00, 5.291699895303940693e+00, 4.248641643622728559e+00, 4.094088311621910670e+00, 4.030887328382067203e+00, 4.402549291216987015e+00, 4.677107552735936480e+00
1.998000000000000000e+03, 4.137534250658664092e+00, 3.974439415937919495e+00, 5.138507598359575823e+00, 3.875424383188366573e+00, 5.179298757792406782e+00, 3.870374575397904859e+00, 4.915635822008253442e+00, 4.960582920336384483e+00, 3.936177617351432012e+00, 4.246114032098586399e+00, 4.778068782297895112e+00, 4.348572271922072296e+00, 4.368386204411319973e+00, 4.359162229864590010e+00, 4.670241029031283908e+00, 4.967962262136465412e+00
1.999000000000000000e+03, 4.143814363603119055e+00, 4.134435203810390647e+00, 5.104947518742781298e+00, 4.203279852694319807e+00, 5.249445382097231771e+00, 4.013487509364846773e+00, 4.630067775338005731e+00, 5.031032852430039171e+00, 4.367168429905384563e+00, 4.423630630858466084e+00, 5.345919557706153569e+00, 4.370404559726628335e+00, 4.168510215586032963e+00, 4.162852184717547033e+00, 4.665205171400328865e+00, 4.917569083437566491e+00
2.000000000000000000e+03, 4.134432014647235754e+00, 4.067354588303870422e+00, 4.948901864365445213e+00, 3.876489169293098058e+00, 5.011257489399538301e+00, 3.783010843313241889e+00, 4.782535579257323199e+00, 4.868653002107361516e+00, 4.150108908256478379e+00, 4.258429342997500200e+00, 5.540847132666511854e+00, 4.441952105398494943e+00, 4.114569186525109501e+00, 4.272520514051152851e+00, 4.655357199627429665e+00, 4.813507902339893896e+00
2.001000000000000000e+03, 3.945144781745141938e+00, 4.317519441713567829e+00, 4.943055354102555476e+00, 3.997993259910769481e+00, 5.044462310487397794e+00, 3.967086600110470318e+00, 4.831446302361312561e+00, 4.960375837849939629e+00, 4.157818305471182363e+00, 4.284180489689030757e+00, 5.204666281410842643e+00, 4.534802196955945774e+00, 3.926387949413145950e+00, 4.211125080910262497e+00, 4.568477102509855392e+00, 4.836327158749146982e+00
2.002000000000000000e+03, 4.183930483029195457e+00, 4.366169535547582470e+00, 5.010075103103477367e+00, 4.390775859195317210e+00, 5.123676797481451217e+00, 4.150510865263931315e+00, 4.987283199639078290e+00, 5.298368521952025567e+00, 3.861218600158195180e+00, 4.094819171884295450e+00, 5.067716850208407564e+00, 4.294617868670016492e+00, 4.403789338427222866e+00, 4.120206235605028411e+00, 4.535938173088516656e+00, 4.935847971294792913e+00
2.003000000000000000e+03, 3.994522301602643211e+00, 4.343952114075990245e+00, 5.020546017872546507e+00, 4.080746192403418959e+00, 5.025831864836630913e+00, 4.120775641939532719e+00, 4.904411725719246995e+00, 5.041497436495705919e+00, 3.658027948915468563e+00, 4.153247252907264375e+00, 5.141246518363542073e+00, 4.179308623229625930e+00, 4.487476841770521752e+00, 3.995567451180744634e+00, 4.571908809851959354e+00, 4.648171649568729968e+00
2.004000000000000000e+03, 3.867285332087260219e+00, 4.118051915708339727e+00, 5.087532303076783613e+00, 4.009124539371472729e+00, 4.823623472465092377e+00, 3.923099236928584865e+00, 4.916886674944297653e+00, 4.639836799956638558e+00, 4.082307899365741122e+00, 4.371758730204146737e+00, 5.242013927154791197e+00, 4.244518639619784928e+00, 4.051849761648231407e+00, 4.175152668065976513e+00, 4.756517945723007124e+00, 4.527795978807919397e+00
2.005000000000000000e+03, 3.951240568374462470e+00, 3.875225566903668373e+00, 5.176431539297402296e+00, 4.252776632408402868e+00, 4.998864168817784837e+00, 3.971411698830861425e+00, 4.882255005271888493e+00, 4.946607837935064644e+00, 3.864166753125844345e+00, 4.397278797898754199e+00, 4.760665533066068100e+00, 4.304315104496513555e+00, 4.416353388014469417e+00, 4.322190381343641974e+00, 4.809858543871452063e+00, 5.266996721036956153e+00
2.006000000000000000e+03, 4.388111555781208928e+00, 4.159850216670370138e+00, 4.902411646090190089e+00, 4.322998016841069102e+00, 4.940053295905204145e+00, 4.269529612054287604e+00, 4.898472944648342597e+00, 4.765731415418470895e+00, 3.951998518805212246e+00, 4.242420991901437510e+00, 5.136120741176161353e+00, 4.449561603346658956e+00, 4.179348622721438034e+00, 4.392849354725330002e+00, 4.736982839601767026e+00, 5.076603080305331694e+00
2.007000000000000000e+03, 4.301062996628279400e+00, 4.007988896881155227e+00, 4.975866080181153173e+00, 4.565681156703431220e+00, 4.874207653043375110e+00, 4.008485531273072944e+00, 5.049307327574190651e+00, 5.190123247503504622e+00, 3.633167551772072734e+00, 4.139616641073341263e+00, 5.694959834002617072e+00, 4.318717310719682345e+00, 4.140025110031507083e+00, 3.798301884385723692e+00, 4.370258670399753242e+00, 4.992787071249916053e+00
2.008000000000000000e+03, 4.211361557319388105e+00, 3.811530674261720542e+00, 4.902214134238245258e+00, 4.051859118047066666e+00, 5.239198138505424041e+00, 4.002757408183607701e+00, 4.861838856181426749e+00, 5.302072613340507168e+00, 3.739066997976240980e+00, 4.143258446292475305e+00, 5.313288907495882896e+00, 4.290860526905102112e+00, 4.034038608655907687e+00, 4.135562693587585770e+00, 4.816704704312880558e+00, 5.098350940609642556e+00
2.009000000000000000e+03, 4.292390801258664013e+00, 4.321459884147151875e+00, 5.214018804794858575e+00, 4.067822102914221638e+00, 5.135195588396278765e+00, 3.962559651350759271e+00, 4.951994857760244173e+00, 5.227046601322314245e+00, 3.955961410247543775e+00, 4.222949069414051237e+00, 5.141648502929360376e+00, 4.355647098849712684e+00, 3.852209885170197357e+00, 4.002356197318784226e+00, 4.761739032983169473e+00, 4.782796665150979010e+00
2.010000000000000000e+03, 4.257518055118381106e+00, 4.143755626963969263e+00, 4.735118310519315088e+00, 3.993497843912892975e+00, 5.077131911905708783e+00, 3.922350323730812161e+00, 4.890500877511978928e+00, 4.949108359982676397e+00, 4.079721557602961290e+00, 4.188419724319971671e+00, 5.235038711243793941e+00, 4.225285108300766979e+00, 4.371319133457338246e+00, 3.400394421487994645e+00, 4.525984095902869875e+00, 4.668234916848081006e+00
2.011000000000000000e+03, 4.573690209192673883e+00, 3.956231004762312597e+00, 4.813836074711733914e+00, 4.264309730870300186e+00, 5.384629900915368417e+00, 4.085988690057142492e+00, 4.823932366110846637e+00, 5.266105939709491146e+00, 3.960385460916499678e+00, 4.293315964340331803e+00, 5.427918437699344345e+00, 4.321670039673986885e+00, 4.200956090710123547e+00, 4.126017426216000317e+00, 4.838220290808194157e+00, 4.930463355526320868e+00
2.012000000000000000e+03, 4.046931302849246848e+00, 4.180640050978788658e+00, 5.253451048386724942e+00, 3.676644637765067447e+00, 4.999893590721258718e+00, 4.006698215215091174e+00, 4.683958627864074131e+00, 4.765179284811254412e+00, 3.980248331600666045e+00, 4.162311147268380473e+00, 5.328337776811315152e+00, 4.271973283483367467e+00, 3.953374274721179304e+00, 4.372646044875856397e+00, 4.566322478642461213e+00, 4.806761389324734957e+00
2.013000000000000000e+03, 3.979009111513532204e+00, 4.187037891985649907e+00, 4.954739861139414003e+00, 4.261658632635546340e+00, 5.188356925030092270e+00, 4.119977836645836611e+00, 4.754857744480368353e+00, 4.706856908650955518e+00, 3.950929667792106859e+00, 4.383229393190582357e+00, 5.047168403084882016e+00, 4.460602203864160842e+00, 4.344210938764873298e+00, 3.863703677070259968e+00, 4.523129022693331613e+00, 5.065460934843913243e+00
2.014000000000000000e+03, 3.976797882030238984e+00, 4.195918293776466079e+00, 5.054570145065335751e+00, 4.400189642843162829e+00, 5.066078268085244751e+00, 4.015315268367058543e+00, 4.710753836782856752e+00, 4.801972389088623672e+00, 3.972016071447959984e+00, 4.273385132739279335e+00, 5.306456114764530163e+00, 4.497859194666624205e+00, 3.783857734613276236e+00, 3.952180168299950225e+00, 4.672804196244133124e+00, 4.564991982682218286e+00
