year, CanESM5, TaiESM1, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, NorESM2-MM, CNRM-ESM2-1, MIROC-ES2L
1.991000000000000000e+03, 2.122135261370755472e+02, 1.063025221585319002e+02, 1.082462047324543448e+02, 1.374955219053715325e+02, 2.018510787211234856e+02, 3.186980352580097176e+01, 1.126336251550203826e+02, 1.162199396396008098e+02, 2.891342525330202307e+02, 3.182269603529056781e+02, 1.385063699675344253e+02, 1.347933006027139413e+02, 1.854016823847053388e+02, 1.124555163760756642e+02
1.992000000000000000e+03, 2.120290985263904417e+02, 1.063873219152950895e+02, 1.083254369958695378e+02, 1.375955231790528046e+02, 2.019277179329045850e+02, 3.191492272767467853e+01, 1.126653490304954914e+02, 1.165174339547920255e+02, 2.891830881656343308e+02, 3.189632297930830305e+02, 1.385295411358292483e+02, 1.348851725742689780e+02, 1.854965183989794753e+02, 1.124716158522487319e+02
1.993000000000000000e+03, 2.119944557630080624e+02, 1.062497569438464922e+02, 1.083835793887941605e+02, 1.376615814616374109e+02, 2.020246158900043270e+02, 3.207538373251113484e+01, 1.127458849233894256e+02, 1.166467648174923113e+02, 2.892397373264971066e+02, 3.194027856125482572e+02, 1.385858511856376936e+02, 1.349795902567581152e+02, 1.856153715355040958e+02, 1.126078744533041913e+02
1.994000000000000000e+03, 2.119454607714847327e+02, 1.062561060390070935e+02, 1.084578815581582774e+02, 1.377650798124073788e+02, 2.019519188594244383e+02, 3.169250487905564029e+01, 1.127879613766037465e+02, 1.164996058763576912e+02, 2.893022390928767891e+02, 3.193517999074573481e+02, 1.386376071854576537e+02, 1.350494709790766308e+02, 1.857143188671771838e+02, 1.128475540032085576e+02
1.995000000000000000e+03, 2.118601292640870213e+02, 1.064018686556475046e+02, 1.085486008867218004e+02, 1.378142395205601360e+02, 2.018904602616321142e+02, 3.158696357135669786e+01, 1.128193433087514990e+02, 1.168666250326182876e+02, 2.894379337165122479e+02, 3.189959853418615126e+02, 1.386892399733113450e+02, 1.351220738729303434e+02, 1.858691880176341442e+02, 1.130735228933702530e+02
1.996000000000000000e+03, 2.116744456874560569e+02, 1.065123615028235236e+02, 1.085737469674419629e+02, 1.379028583071226137e+02, 2.018351266679241292e+02, 3.172314262940107454e+01, 1.128622809733450794e+02, 1.170991878832526965e+02, 2.895233726977753008e+02, 3.190569798369684236e+02, 1.387643010732256244e+02, 1.351879215302833757e+02, 1.860307536066454475e+02, 1.131564527421960094e+02
1.997000000000000000e+03, 2.116144731311319731e+02, 1.066313138042314819e+02, 1.086110705978042432e+02, 1.380353802636346359e+02, 2.017265878042303768e+02, 3.170492526329540794e+01, 1.128971906313014699e+02, 1.169689107094129241e+02, 2.896016467387418629e+02, 3.192789657471421378e+02, 1.388481500045988071e+02, 1.352429974307041221e+02, 1.862100289749930653e+02, 1.130369787709177842e+02
1.998000000000000000e+03, 2.114136876655168180e+02, 1.063897738403465070e+02, 1.086325474146588732e+02, 1.381117025689930529e+02, 2.015742141466302542e+02, 3.154067857280205800e+01, 1.129516638651582099e+02, 1.170181634530522530e+02, 2.896700087119056093e+02, 3.188939118497206664e+02, 1.388896091534773234e+02, 1.352978456478631131e+02, 1.862616251853834513e+02, 1.130195381325890764e+02
1.999000000000000000e+03, 2.112699930037161380e+02, 1.063968443937576609e+02, 1.085309311385152853e+02, 1.381642528484947263e+02, 2.014866844698727562e+02, 3.136211022715462349e+01, 1.129818188832695967e+02, 1.169773030064616677e+02, 2.898029900088334330e+02, 3.187165312145248208e+02, 1.389364801141238956e+02, 1.353710647505292570e+02, 1.862742525513913279e+02, 1.131395251588491249e+02
2.000000000000000000e+03, 2.110916064397351306e+02, 1.065763352299885014e+02, 1.085134788324574231e+02, 1.382633680885751346e+02, 2.014707150031441927e+02, 3.105792373845897103e+01, 1.129852929852402212e+02, 1.170519870087702117e+02, 2.899109655979269178e+02, 3.186432453281818766e+02, 1.390188215923665780e+02, 1.354736816536759534e+02, 1.863300057999563819e+02, 1.133110014617957120e+02
2.001000000000000000e+03, 2.109219538998531789e+02, 1.066633901404480298e+02, 1.085395175391648763e+02, 1.383154876749720472e+02, 2.014390615079386180e+02, 3.094201579052950990e+01, 1.129895013229690193e+02, 1.169629752822745132e+02, 2.900031599904898485e+02, 3.188477043538661064e+02, 1.390623120897066656e+02, 1.356008729674882431e+02, 1.864195709387395539e+02, 1.134805128701584493e+02
2.002000000000000000e+03, 2.107509945915116134e+02, 1.065322079408631737e+02, 1.083869989187899563e+02, 1.384257823625167987e+02, 2.013998331696423918e+02, 3.084371929374017895e+01, 1.130167753391202723e+02, 1.169800381670755343e+02, 2.899809900285167714e+02, 3.185929272465310191e+02, 1.390782709807456001e+02, 1.356983308760639773e+02, 1.864354249527503384e+02, 1.134826710241009948e+02
2.003000000000000000e+03, 2.106142151641342650e+02, 1.065415608188392156e+02, 1.082741539445584777e+02, 1.385355753683506066e+02, 2.013486214304581097e+02, 3.093242078645578985e+01, 1.130719649728844018e+02, 1.172679386650608109e+02, 2.900647807275462924e+02, 3.188402056071297466e+02, 1.391355784410595220e+02, 1.357500172218469459e+02, 1.864549391726153829e+02, 1.134757688678178624e+02
2.004000000000000000e+03, 2.105120398397562269e+02, 1.065880174549182158e+02, 1.081756253343788359e+02, 1.385973593856867581e+02, 2.012490982299384257e+02, 3.062948336144293648e+01, 1.131446033705425549e+02, 1.170844684062214327e+02, 2.901883335083626321e+02, 3.190781824741748096e+02, 1.392285609441515817e+02, 1.357889633438463477e+02, 1.865716730201560836e+02, 1.133704198173480080e+02
2.005000000000000000e+03, 2.103618908489223998e+02, 1.066313366479951554e+02, 1.080552362213002198e+02, 1.386851190186532676e+02, 2.011854551391672032e+02, 3.069410333253746970e+01, 1.131827404838553264e+02, 1.172355882117195165e+02, 2.902737931206734174e+02, 3.190358321671363910e+02, 1.393406279386113056e+02, 1.358534454568240619e+02, 1.866519965863773223e+02, 1.132033440585376098e+02
2.006000000000000000e+03, 2.103041651284771092e+02, 1.066544614862015692e+02, 1.078600711268959174e+02, 1.387839264597750457e+02, 2.012248626416828188e+02, 3.068775446348178448e+01, 1.132214690222440225e+02, 1.176038446797779642e+02, 2.902717737107517451e+02, 3.189448955433568926e+02, 1.394870708310061502e+02, 1.358882157135169280e+02, 1.867072026259966719e+02, 1.131905598906629109e+02
2.007000000000000000e+03, 2.101852908247896323e+02, 1.066046742643146104e+02, 1.077942384577707173e+02, 1.389123509069623594e+02, 2.011918384153036072e+02, 3.091114859898298306e+01, 1.132944352411877276e+02, 1.180741847652218866e+02, 2.904012630272067099e+02, 3.191033018822386111e+02, 1.395685485695688328e+02, 1.359714064788978192e+02, 1.866976965266645152e+02, 1.132657921452369720e+02
2.008000000000000000e+03, 2.100672965653379549e+02, 1.066232304500937857e+02, 1.078177519992785847e+02, 1.390598641012153678e+02, 2.011763248730531473e+02, 3.100409709726912411e+01, 1.133593289191808253e+02, 1.182309233503677603e+02, 2.905087350714227910e+02, 3.191016719695298320e+02, 1.396837529461520546e+02, 1.360762892489632065e+02, 1.868338278656229079e+02, 1.135181628161965222e+02
2.009000000000000000e+03, 2.100619109139041143e+02, 1.067797870809993412e+02, 1.077716851431073479e+02, 1.391938029102155667e+02, 2.012485731390332262e+02, 3.077566421857046919e+01, 1.133968299739396173e+02, 1.181818573810533763e+02, 2.906061513536048437e+02, 3.192529753277700024e+02, 1.397703168679670398e+02, 1.361924481710292412e+02, 1.869186814795432667e+02, 1.137928775131177446e+02
2.010000000000000000e+03, 2.098511584729580477e+02, 1.067430461363221070e+02, 1.078647104730529662e+02, 1.393408762634050220e+02, 2.012869704636564734e+02, 3.045610703684514675e+01, 1.133934707329387379e+02, 1.184464710267862273e+02, 2.906017805657714348e+02, 3.194036727707076579e+02, 1.398116677329416007e+02, 1.362605503216001637e+02, 1.870173102295781860e+02, 1.138251918753342409e+02
2.011000000000000000e+03, 2.095591444184417469e+02, 1.066800488189429501e+02, 1.079100355571553109e+02, 1.393473817802635608e+02, 2.011741418009917766e+02, 3.052255564543478172e+01, 1.134476885341060637e+02, 1.185649691427517496e+02, 2.906590025946787819e+02, 3.194868643053010828e+02, 1.398761947872155531e+02, 1.363198516530148083e+02, 1.870746752215165145e+02, 1.137069869755991220e+02
2.012000000000000000e+03, 2.093547411174880040e+02, 1.067694503002680761e+02, 1.079897016259060507e+02, 1.394506790093786321e+02, 2.010653022936392631e+02, 3.032974734329143018e+01, 1.134591751328580926e+02, 1.187306342694313344e+02, 2.907670199606536130e+02, 3.201463963878069308e+02, 1.399710836172010318e+02, 1.363962164682810680e+02, 1.870277245406855684e+02, 1.136768895875443093e+02
2.013000000000000000e+03, 2.091607674954445599e+02, 1.067208112039012633e+02, 1.080614610121210148e+02, 1.395712639663303491e+02, 2.009134539071058043e+02, 2.998249702866049660e+01, 1.134722103805426485e+02, 1.189462203664478324e+02, 2.908690723882496059e+02, 3.203530207504861096e+02, 1.400648887515537240e+02, 1.365611414587382342e+02, 1.870958568478395705e+02, 1.137501945323235617e+02
2.014000000000000000e+03, 2.088572242327607853e+02, 1.066151893637270121e+02, 1.080123844354765339e+02, 1.396057680972444359e+02, 2.008724680214267266e+02, 3.032375505923821990e+01, 1.135084992214879946e+02, 1.192350935023014813e+02, 2.907983633998408664e+02, 3.206244999766512365e+02, 1.401449967795675775e+02, 1.366555795473403236e+02, 1.872097126797887086e+02, 1.139399972890798551e+02
