year, CanESM5, TaiESM1, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, NorESM2-MM, CNRM-ESM2-1, MIROC-ES2L
1.878000000000000000e+03, 2.180924446035177482e+02, 1.050442262919648044e+02, 1.031130602738815440e+02, 1.371675509460785918e+02, 2.048306889476798744e+02, 3.597404489882710266e+01, 1.108359058562051587e+02, 1.119926570367993435e+02, 2.857089601065634383e+02, 3.104406000053117509e+02, 1.401365465773553751e+02, 1.343430390808987056e+02, 1.772950544592634117e+02, 1.130638808292274007e+02
1.879000000000000000e+03, 2.180932774064343675e+02, 1.050144405997103121e+02, 1.032424789397664568e+02, 1.371781823139567678e+02, 2.048023068671357976e+02, 3.590436417123040513e+01, 1.108429164985455202e+02, 1.120231374166479412e+02, 2.856694041864996052e+02, 3.103006269685923826e+02, 1.401005872017588842e+02, 1.343557788130096924e+02, 1.773495976812519359e+02, 1.130638354621035973e+02
1.880000000000000000e+03, 2.180086016395786146e+02, 1.050794731491219380e+02, 1.033093958231583116e+02, 1.371373501348738841e+02, 2.049163381642601394e+02, 3.575578130350866957e+01, 1.108559775218163423e+02, 1.118529530053678087e+02, 2.857905596146937341e+02, 3.105885415714830060e+02, 1.400562583005632860e+02, 1.343717472883264463e+02, 1.773582805328834695e+02, 1.130572008844634411e+02
1.881000000000000000e+03, 2.179490800247217521e+02, 1.050479783553923738e+02, 1.033704269186372358e+02, 1.371552336446879394e+02, 2.049714642744209527e+02, 3.582686073344620326e+01, 1.108496201986827998e+02, 1.119029554957254362e+02, 2.857932680285763922e+02, 3.105955897333437292e+02, 1.400416095339087406e+02, 1.344115650996662339e+02, 1.774315692466624625e+02, 1.130817329336910007e+02
1.882000000000000000e+03, 2.179989907636029898e+02, 1.048668391861075264e+02, 1.034523309767426866e+02, 1.371766513588758301e+02, 2.049641442197989534e+02, 3.603768411847455866e+01, 1.108620275806794666e+02, 1.118480959500820404e+02, 2.857874239685194766e+02, 3.109591730837950081e+02, 1.400436582962724401e+02, 1.343215488417865799e+02, 1.773283403845026100e+02, 1.130751119371359721e+02
1.883000000000000000e+03, 2.179697219301114330e+02, 1.049578767028311006e+02, 1.034346767547663433e+02, 1.371289251863076686e+02, 2.048431320670952971e+02, 3.599759495079870675e+01, 1.108972853027175489e+02, 1.117718946228291514e+02, 2.858261136267952907e+02, 3.105125089769894657e+02, 1.400013774144244394e+02, 1.342779138399324097e+02, 1.773559112248709368e+02, 1.129312770894364348e+02
1.884000000000000000e+03, 2.179667456968939234e+02, 1.050447234388311557e+02, 1.034137377661873529e+02, 1.371556824861514485e+02, 2.048387056276094995e+02, 3.555830805109005155e+01, 1.109482639569012150e+02, 1.118046268539458765e+02, 2.858557846730085998e+02, 3.108405773743214695e+02, 1.399925629140584249e+02, 1.342954665495186646e+02, 1.773880849922430798e+02, 1.127840441343947475e+02
1.885000000000000000e+03, 2.180697719106011334e+02, 1.051350915831618664e+02, 1.034861116295006269e+02, 1.371856162206630643e+02, 2.048905677461958135e+02, 3.574793641786576615e+01, 1.110074761269111434e+02, 1.121588378021528456e+02, 2.858538963022314761e+02, 3.110595221658414289e+02, 1.400521547617041165e+02, 1.343190582863051077e+02, 1.773761400604536504e+02, 1.128477402879958191e+02
1.886000000000000000e+03, 2.181297943155550456e+02, 1.050554701578722785e+02, 1.035848022227585119e+02, 1.371982346814593541e+02, 2.049136106205188810e+02, 3.602802201358679923e+01, 1.110563822515273529e+02, 1.125089608198402260e+02, 2.859413823885424222e+02, 3.115210867882153707e+02, 1.400727877727060218e+02, 1.343830093633650620e+02, 1.774200343523122854e+02, 1.129560848411120730e+02
1.887000000000000000e+03, 2.182081664991747232e+02, 1.051057654540654624e+02, 1.036424420730233038e+02, 1.372276198030309331e+02, 2.048779147065547477e+02, 3.622202234985055469e+01, 1.110804249811084219e+02, 1.126569002734206038e+02, 2.860249417655653019e+02, 3.116559321449270215e+02, 1.400039700392706550e+02, 1.344156847624370812e+02, 1.774460300889137443e+02, 1.130287896105856049e+02
1.888000000000000000e+03, 2.181505997333184723e+02, 1.051606129562906915e+02, 1.036453408792650492e+02, 1.371850005095280380e+02, 2.048933842912874468e+02, 3.614198330031001660e+01, 1.111348742455469107e+02, 1.124040145847759362e+02, 2.859737538066735851e+02, 3.116038356742293445e+02, 1.399112228528798880e+02, 1.344437995753873736e+02, 1.774803097736554207e+02, 1.129620050114887420e+02
1.889000000000000000e+03, 2.181569008642932488e+02, 1.051447929976725675e+02, 1.035737403515675652e+02, 1.371901534084753678e+02, 2.049483319215098049e+02, 3.612015851921556475e+01, 1.111710243284846342e+02, 1.120210443114099377e+02, 2.859752576599073564e+02, 3.111860409780379086e+02, 1.398987108424778683e+02, 1.344708207716557524e+02, 1.773643730593909140e+02, 1.130574688655288753e+02
1.890000000000000000e+03, 2.181554036804256214e+02, 1.050632998657547148e+02, 1.033838408210261690e+02, 1.372377926627291913e+02, 2.049419992609796850e+02, 3.612282108938262581e+01, 1.111951177809636278e+02, 1.118119586651319395e+02, 2.860720069261168419e+02, 3.112813319224019892e+02, 1.398676590394035770e+02, 1.344777689534087983e+02, 1.775231362543057116e+02, 1.131399272751693985e+02
1.891000000000000000e+03, 2.181441000384185998e+02, 1.050472955899044649e+02, 1.032012171416219957e+02, 1.372512854569743581e+02, 2.049552666654871871e+02, 3.618304678634348193e+01, 1.112093203106077937e+02, 1.116586384441028201e+02, 2.861434349794757281e+02, 3.112593491897962394e+02, 1.398832956229985314e+02, 1.344695724627014783e+02, 1.775805800544611657e+02, 1.132580419827118874e+02
1.892000000000000000e+03, 2.182350938751230274e+02, 1.050972790442908291e+02, 1.031267327270101219e+02, 1.372580120855413099e+02, 2.049819825122560530e+02, 3.618473070336025899e+01, 1.112281552144232677e+02, 1.117996181082855713e+02, 2.861830799918535035e+02, 3.105486488579550155e+02, 1.398809604811069960e+02, 1.344771595114499121e+02, 1.775718016827323993e+02, 1.132962312170659942e+02
1.893000000000000000e+03, 2.183305447943430977e+02, 1.052022420356840655e+02, 1.030856345219306434e+02, 1.373268685291136819e+02, 2.049726294942623213e+02, 3.601703064561120016e+01, 1.112454024027757100e+02, 1.118646383471796213e+02, 2.861454183269585201e+02, 3.104980357355298679e+02, 1.398883746097807546e+02, 1.345021607912805734e+02, 1.776028130145184321e+02, 1.132722802311794226e+02
1.894000000000000000e+03, 2.184188692030018046e+02, 1.051690619037811700e+02, 1.030959872658299332e+02, 1.373001985154824638e+02, 2.050083952492187791e+02, 3.591598306319611567e+01, 1.112585994661054087e+02, 1.118617354765483327e+02, 2.861061075886034928e+02, 3.112254481743856900e+02, 1.398920085508947295e+02, 1.344732905943621972e+02, 1.774943367486893067e+02, 1.132610899466787231e+02
1.895000000000000000e+03, 2.184603209199001412e+02, 1.050535549913363127e+02, 1.031226416042568133e+02, 1.372606425904069738e+02, 2.050591106917055697e+02, 3.581845991480852121e+01, 1.112422490722397441e+02, 1.118953716822299356e+02, 2.862650138084148921e+02, 3.114332497557585953e+02, 1.398737749899432856e+02, 1.344872878932316667e+02, 1.775409712167162013e+02, 1.134259764250545572e+02
1.896000000000000000e+03, 2.185038525191959877e+02, 1.050126551371803458e+02, 1.031828276734848373e+02, 1.372762991525517577e+02, 2.049989732224439933e+02, 3.561502503589888846e+01, 1.112222535267639927e+02, 1.123129809223864868e+02, 2.862997197377147813e+02, 3.114113204931799714e+02, 1.398470088615501083e+02, 1.344831669907161711e+02, 1.775247183164094054e+02, 1.136406024179056971e+02
1.897000000000000000e+03, 2.185084224074324766e+02, 1.050679064830485885e+02, 1.032091838740541903e+02, 1.372744946749639610e+02, 2.047865443525481339e+02, 3.565650329480467207e+01, 1.112625051670861751e+02, 1.123285394936996653e+02, 2.862802021274537196e+02, 3.110930930164273605e+02, 1.398797988124700282e+02, 1.345362032489890112e+02, 1.775520422609440061e+02, 1.136623564960333539e+02
1.898000000000000000e+03, 2.185978991688870394e+02, 1.052504893005533262e+02, 1.031982665191831643e+02, 1.372300179140122225e+02, 2.046921543130764860e+02, 3.583744137513839689e+01, 1.112940873210382904e+02, 1.121620212734009669e+02, 2.863235931584382001e+02, 3.111873714384104801e+02, 1.399559327489360498e+02, 1.345769267492491963e+02, 1.776429059860659549e+02, 1.135411076543921496e+02
1.899000000000000000e+03, 2.186691319792058721e+02, 1.053212850676646752e+02, 1.032226322076529215e+02, 1.372584774876823133e+02, 2.045720566200484427e+02, 3.580352824125449018e+01, 1.113130390850559337e+02, 1.124097527841992132e+02, 2.862876010101770134e+02, 3.112041662425290838e+02, 1.399108273137491665e+02, 1.345707037198519060e+02, 1.776523084911958961e+02, 1.134716614590228687e+02
1.900000000000000000e+03, 2.186972066554074274e+02, 1.051533766076501877e+02, 1.032242180820281732e+02, 1.372623402332336013e+02, 2.044612514572563953e+02, 3.528673301492163716e+01, 1.112949880417775574e+02, 1.125874444748991721e+02, 2.863840269997735959e+02, 3.112554114615826961e+02, 1.398522251508143484e+02, 1.345530783444079646e+02, 1.777907484473870454e+02, 1.134616683625133078e+02
1.901000000000000000e+03, 2.187340535756041220e+02, 1.051946267682389333e+02, 1.031805193002301877e+02, 1.372943079843428507e+02, 2.043884632144983016e+02, 3.535569244413144219e+01, 1.113057833120322186e+02, 1.125904338879192039e+02, 2.863613676279236415e+02, 3.115206485963788623e+02, 1.397988079142410527e+02, 1.345176369796724600e+02, 1.777585820132809999e+02, 1.135363708330397117e+02
1.902000000000000000e+03, 2.188445327845304860e+02, 1.052948194230374952e+02, 1.031938677890652372e+02, 1.373213053201826597e+02, 2.043347463739590637e+02, 3.549693625839370270e+01, 1.113300097567032481e+02, 1.125241035737331003e+02, 2.863858711539108413e+02, 3.117158237619894408e+02, 1.397994968327987237e+02, 1.345282961593438529e+02, 1.777574585227750106e+02, 1.134183463749107119e+02
1.903000000000000000e+03, 2.188771981637534338e+02, 1.052345254523517610e+02, 1.032418787942626182e+02, 1.373751890597435477e+02, 2.042954480987537806e+02, 3.563096085656756884e+01, 1.113425135321735127e+02, 1.124858164717280715e+02, 2.864458248849765596e+02, 3.116333772168520682e+02, 1.398781922784866651e+02, 1.345455733118564865e+02, 1.779413063647455147e+02, 1.132876194578359303e+02
1.904000000000000000e+03, 2.189299282570751188e+02, 1.052559882053761555e+02, 1.032969952704143708e+02, 1.373245025973024838e+02, 2.042911796597318812e+02, 3.558327926687581311e+01, 1.113334877389655304e+02, 1.124205386919235963e+02, 2.864766832171411011e+02, 3.118019823883105914e+02, 1.398771032264658061e+02, 1.344992792613154222e+02, 1.779575893020021624e+02, 1.133448029724756907e+02
1.905000000000000000e+03, 2.190119204551250505e+02, 1.052939253501650825e+02, 1.034232233864832580e+02, 1.372673414137719874e+02, 2.043500253844079566e+02, 3.546220126092859459e+01, 1.113541660842626868e+02, 1.124596236899242854e+02, 2.864686378573483694e+02, 3.119553701965153891e+02, 1.398268442043520849e+02, 1.344733623676739569e+02, 1.779259912753878439e+02, 1.134611311656818060e+02
1.906000000000000000e+03, 2.190621099529041942e+02, 1.052908209286969310e+02, 1.035207880507325342e+02, 1.372443954543784344e+02, 2.043049692457912272e+02, 3.562516591350261308e+01, 1.113619792227139982e+02, 1.125449092066794492e+02, 2.865799374063279288e+02, 3.123534454988122206e+02, 1.398328945812687607e+02, 1.345362137671099845e+02, 1.780284463717881351e+02, 1.134255192275049922e+02
1.907000000000000000e+03, 2.191703533910085184e+02, 1.052916743062036176e+02, 1.035679832074416140e+02, 1.372190222993623649e+02, 2.042753570813388819e+02, 3.577698165220255078e+01, 1.113874985503977797e+02, 1.125480705516778954e+02, 2.866667266948103929e+02, 3.123063925226327910e+02, 1.398307668902939156e+02, 1.345874497215788779e+02, 1.780567943254857823e+02, 1.134760286086245458e+02
1.908000000000000000e+03, 2.192167260649100626e+02, 1.052796131853645392e+02, 1.036009536143371292e+02, 1.371914302717542569e+02, 2.041961368066665443e+02, 3.602392907415047318e+01, 1.113945783980986590e+02, 1.125091944426478534e+02, 2.865833177630675550e+02, 3.122191790604664448e+02, 1.398488348593334933e+02, 1.345785333885316959e+02, 1.780864306505391141e+02, 1.135337697885483550e+02
1.909000000000000000e+03, 2.192921974241578766e+02, 1.052675323078941432e+02, 1.036348698558037853e+02, 1.372337035685450815e+02, 2.041250998882043177e+02, 3.593587340284889819e+01, 1.113938108629182153e+02, 1.128297423488802735e+02, 2.865117484690879337e+02, 3.120234704259613068e+02, 1.398369289623218776e+02, 1.345927275464694901e+02, 1.781091801091322111e+02, 1.136775267636463980e+02
1.910000000000000000e+03, 2.192724577063675326e+02, 1.054125107242358723e+02, 1.036938064259435777e+02, 1.372513227798500282e+02, 2.040904705952597169e+02, 3.575771344094474102e+01, 1.113937638307713058e+02, 1.128651725890646276e+02, 2.866622834679412790e+02, 3.119630230142611254e+02, 1.398199726223206198e+02, 1.346264500178880894e+02, 1.781622325278921153e+02, 1.138253024126302222e+02
1.911000000000000000e+03, 2.193106878153119226e+02, 1.055202226453324386e+02, 1.037489059893943590e+02, 1.372096318236127956e+02, 2.040748085972711579e+02, 3.552350971224156240e+01, 1.114089274494271251e+02, 1.127396477571988243e+02, 2.867560127113652584e+02, 3.122229912080737790e+02, 1.398268991929772085e+02, 1.346323782440129833e+02, 1.781626771335351975e+02, 1.138829862236651422e+02
1.912000000000000000e+03, 2.192322803687684996e+02, 1.053279372627355457e+02, 1.037266424739086403e+02, 1.371829599897488663e+02, 2.040039329408644733e+02, 3.552439408807448018e+01, 1.114010771428037430e+02, 1.129042565986849240e+02, 2.867522286969102652e+02, 3.122783984574824672e+02, 1.398109393031369336e+02, 1.345832791042865040e+02, 1.782000404977746655e+02, 1.138732895994442060e+02
1.913000000000000000e+03, 2.192370118142575564e+02, 1.052676669707217201e+02, 1.037224944543658864e+02, 1.371221574688741782e+02, 2.038661844673123653e+02, 3.553360908880009816e+01, 1.114089606407625581e+02, 1.134394678507694181e+02, 2.867019357065635177e+02, 3.121039663489785312e+02, 1.398184304354989251e+02, 1.345997896065944985e+02, 1.782729459026629115e+02, 1.137365782800143137e+02
1.914000000000000000e+03, 2.193508888080957888e+02, 1.053467817592360092e+02, 1.037855353836765175e+02, 1.371017369565758770e+02, 2.039008993564503101e+02, 3.571719834228996859e+01, 1.114331560647457735e+02, 1.131099005497949577e+02, 2.867570358390431693e+02, 3.117811290968378444e+02, 1.398325089618389825e+02, 1.346032195186831757e+02, 1.782529476535597439e+02, 1.136894538452728796e+02
1.915000000000000000e+03, 2.194382115148499395e+02, 1.055080593731065903e+02, 1.038387525653301964e+02, 1.371122950718430502e+02, 2.039221916177088190e+02, 3.569358055685834330e+01, 1.114497164266688287e+02, 1.130688880236271956e+02, 2.868795123763940182e+02, 3.114041906333657721e+02, 1.398336251687597667e+02, 1.345847163768551127e+02, 1.783161534779420663e+02, 1.136998853333118120e+02
1.916000000000000000e+03, 2.193935136487069428e+02, 1.054879192911263317e+02, 1.038847638477391797e+02, 1.370747085543480921e+02, 2.039913871776169287e+02, 3.567406254242175123e+01, 1.114463626493433139e+02, 1.133074853533134956e+02, 2.868184104752468784e+02, 3.108496376445000919e+02, 1.397600055847915144e+02, 1.346343106293594474e+02, 1.784213644917741419e+02, 1.135004261374283203e+02
1.917000000000000000e+03, 2.193520807379627797e+02, 1.053933806629729162e+02, 1.039405829704359263e+02, 1.370604314618792330e+02, 2.040409607317786254e+02, 3.550982706880403583e+01, 1.114613201233694468e+02, 1.133601461109689410e+02, 2.868027765038928578e+02, 3.112879338575583006e+02, 1.397348713556461632e+02, 1.346218283350631566e+02, 1.784686497603138662e+02, 1.133322844695152583e+02
1.918000000000000000e+03, 2.192979329124527510e+02, 1.054189605289427050e+02, 1.039096332793598521e+02, 1.370956994705304339e+02, 2.040250065368896628e+02, 3.552986105932964733e+01, 1.114877941845508076e+02, 1.133945377551367955e+02, 2.868985330757183760e+02, 3.113744482458492939e+02, 1.396969472306675755e+02, 1.345916972361962962e+02, 1.784543196336434789e+02, 1.133412883560163351e+02
1.919000000000000000e+03, 2.192976745990132201e+02, 1.053859759830355642e+02, 1.039454478170228953e+02, 1.370746424555371732e+02, 2.039492431750183812e+02, 3.518085886547773100e+01, 1.115037196230176164e+02, 1.133921365937799379e+02, 2.869155776802904256e+02, 3.111581703004835617e+02, 1.397150638551401585e+02, 1.346085022252732415e+02, 1.785652586776965904e+02, 1.134337066972159107e+02
