year, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5, MIROC-ES2L, TaiESM1, INM-CM4-8, CMCC-CM2-SR5, MPI-ESM1-2-LR, CanESM5, GFDL-ESM4, UKESM1-0-LL, CESM2-WACCM, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, INM-CM5-0
1.974000000000000000e+03, 2.934976669448474240e+02, 2.953173756224322801e+02, 2.958035080617238464e+02, 2.959427046375110990e+02, 2.943987283058725097e+02, 2.935945199894113671e+02, 2.950932809853279650e+02, 2.938162024620808666e+02, 2.959237048769149965e+02, 2.938234216496169324e+02, 2.941243186783424903e+02, 2.948935688678953966e+02, 2.937190695667081854e+02, 2.943232534238335916e+02, 2.958404221331751955e+02, 2.934627532659390567e+02
1.975000000000000000e+03, 2.934626155952034878e+02, 2.956284403591888577e+02, 2.954375715061887604e+02, 2.963548201939095748e+02, 2.945185392931792876e+02, 2.939478710092604956e+02, 2.952397488383472250e+02, 2.933483478243645095e+02, 2.951551622998670723e+02, 2.933437069442376242e+02, 2.943715626055952725e+02, 2.951129201084301599e+02, 2.935923663519213278e+02, 2.942958647463806301e+02, 2.950061865451763197e+02, 2.937631990871635708e+02
1.976000000000000000e+03, 2.939432376163340450e+02, 2.948956285114846310e+02, 2.954152139676452862e+02, 2.960623593247762528e+02, 2.945001991833216834e+02, 2.939615552166094972e+02, 2.956931187663736864e+02, 2.931485213818450006e+02, 2.953376037486687551e+02, 2.938309223027762300e+02, 2.946235406335666767e+02, 2.955163782647575772e+02, 2.935596202972527635e+02, 2.947167772862471793e+02, 2.952162196106618239e+02, 2.937663105245533757e+02
1.977000000000000000e+03, 2.937583989258677661e+02, 2.950419102613806785e+02, 2.961786437074947571e+02, 2.955033004931424898e+02, 2.938306429423577697e+02, 2.938817714908296921e+02, 2.955369423538795104e+02, 2.935344359814188806e+02, 2.956543066722484809e+02, 2.942458006146393359e+02, 2.948077919387062593e+02, 2.955131666284726180e+02, 2.939360019838230187e+02, 2.947567363645283081e+02, 2.956480174424621623e+02, 2.938339930587714548e+02
1.978000000000000000e+03, 2.939273658809454446e+02, 2.956762153021494441e+02, 2.954423385563244437e+02, 2.957138709967022123e+02, 2.937091894286737670e+02, 2.937747595859779040e+02, 2.956585821774177703e+02, 2.934550511328457674e+02, 2.953831091072626691e+02, 2.941470557618881685e+02, 2.954936931253463968e+02, 2.957555619021812845e+02, 2.940682617442012088e+02, 2.942104090780426873e+02, 2.955533544165327839e+02, 2.940025433680552283e+02
1.979000000000000000e+03, 2.940427771613782966e+02, 2.961035088425720687e+02, 2.958372862504897398e+02, 2.959027666519315289e+02, 2.940745659709149322e+02, 2.939386602289233679e+02, 2.958814317362765678e+02, 2.937076706453866564e+02, 2.947971578832377304e+02, 2.938528015998222713e+02, 2.946753135445105727e+02, 2.953510888916456452e+02, 2.939278704307678254e+02, 2.941246795184744656e+02, 2.955553393834390477e+02, 2.938729580568236202e+02
1.980000000000000000e+03, 2.943218515221390135e+02, 2.956251116532536685e+02, 2.962019020178506139e+02, 2.966609531854248871e+02, 2.946406506455017507e+02, 2.939640719839532039e+02, 2.964696834985048213e+02, 2.940889232316830544e+02, 2.953241193664261459e+02, 2.937115460445614872e+02, 2.943888168322594083e+02, 2.953713499569746546e+02, 2.938434751657479751e+02, 2.944455113590939845e+02, 2.954926932096370820e+02, 2.941343487859962238e+02
1.981000000000000000e+03, 2.941348907266439028e+02, 2.953147749406745675e+02, 2.960554635473475855e+02, 2.967110141688585259e+02, 2.938830870133514850e+02, 2.941269267967082328e+02, 2.963051171716657564e+02, 2.937786905898055920e+02, 2.955652098548465574e+02, 2.943627794763253291e+02, 2.947530115055296847e+02, 2.962181867125167969e+02, 2.940430392254381218e+02, 2.950328559574539895e+02, 2.956446840901600694e+02, 2.939091819144820192e+02
1.982000000000000000e+03, 2.934755392483459673e+02, 2.947712307280615391e+02, 2.954838703830176314e+02, 2.957867805296303345e+02, 2.940830013188876819e+02, 2.937771219253989443e+02, 2.959754831059042885e+02, 2.937881569307877498e+02, 2.962190349548506560e+02, 2.945810904477407348e+02, 2.950193650935859750e+02, 2.957734862625985102e+02, 2.937412300525722344e+02, 2.940750129449066890e+02, 2.958330161986040139e+02, 2.938885791140414199e+02
1.983000000000000000e+03, 2.935029270574998463e+02, 2.947039962190893334e+02, 2.960650549770434168e+02, 2.952909823921644943e+02, 2.944781648022025706e+02, 2.936035764905583960e+02, 2.960480521151569064e+02, 2.938235834941150415e+02, 2.955387839528756899e+02, 2.940278909703609429e+02, 2.950331785817166406e+02, 2.953446675688257415e+02, 2.936059214240477218e+02, 2.941616494106996811e+02, 2.958882321409304836e+02, 2.936685203614059674e+02
1.984000000000000000e+03, 2.937057511119805326e+02, 2.947974626114003058e+02, 2.963710735031023091e+02, 2.957108963587710377e+02, 2.946946913075586281e+02, 2.935976930117374195e+02, 2.962355402453679289e+02, 2.943032101566309962e+02, 2.951626119376914517e+02, 2.936964084594852125e+02, 2.948833241353440258e+02, 2.957975355926018892e+02, 2.942025068842772839e+02, 2.946529678329638386e+02, 2.955557935520720321e+02, 2.937175753333272610e+02
1.985000000000000000e+03, 2.936139654137438697e+02, 2.949190166446668400e+02, 2.955030963790731562e+02, 2.963914471176426559e+02, 2.938148796181927196e+02, 2.938980249153710247e+02, 2.957336349349093894e+02, 2.941600388886818109e+02, 2.949159042073223986e+02, 2.938201329253974450e+02, 2.943280847029685106e+02, 2.956839853081695537e+02, 2.941988725443332555e+02, 2.942487940758576315e+02, 2.955156365986439937e+02, 2.936021311424185001e+02
1.986000000000000000e+03, 2.933540267297088349e+02, 2.948084448835129479e+02, 2.957267290877323376e+02, 2.967605200221366886e+02, 2.939364020634291705e+02, 2.940137716414058673e+02, 2.954663896776633578e+02, 2.938997599062665245e+02, 2.953221431850964223e+02, 2.939407869529134132e+02, 2.949072043908270189e+02, 2.950733376044453848e+02, 2.939533218371087173e+02, 2.945061125598105036e+02, 2.957490388051514287e+02, 2.939145577766629458e+02
1.987000000000000000e+03, 2.941591771715245613e+02, 2.945601183540491093e+02, 2.959534373309706439e+02, 2.956483409898889363e+02, 2.942854201776610807e+02, 2.939851546065216326e+02, 2.959170432087577751e+02, 2.938955813376086894e+02, 2.955429245385159334e+02, 2.941286899651808540e+02, 2.946200141999087805e+02, 2.949611082144369902e+02, 2.939637184511307737e+02, 2.941538643282626140e+02, 2.954094851798340073e+02, 2.938812230751779566e+02
1.988000000000000000e+03, 2.946579213774423351e+02, 2.947075597956421689e+02, 2.960565168882292255e+02, 2.955702897643970459e+02, 2.945186943964039301e+02, 2.939975629966662041e+02, 2.961819998763731405e+02, 2.934508661173658197e+02, 2.957488340167138858e+02, 2.936792250464864651e+02, 2.944180503408928189e+02, 2.957321365278589838e+02, 2.941161006949196235e+02, 2.942458316413733996e+02, 2.953485570906554472e+02, 2.939160903987975075e+02
1.989000000000000000e+03, 2.947758671323422845e+02, 2.952195066953879063e+02, 2.963608207662605878e+02, 2.955626443183206220e+02, 2.945510676349441610e+02, 2.939416850181169139e+02, 2.958303579839276836e+02, 2.938707992581735198e+02, 2.955639379033046907e+02, 2.939995346262929274e+02, 2.948809969043401225e+02, 2.955352596402781273e+02, 2.939606387999352251e+02, 2.945486532563591027e+02, 2.955757186765935103e+02, 2.938103752602397662e+02
1.990000000000000000e+03, 2.941776570438323120e+02, 2.959039013513011582e+02, 2.961778539487567059e+02, 2.962355014670358742e+02, 2.945217873063626257e+02, 2.939187505453672884e+02, 2.962581086277090208e+02, 2.942111772714477524e+02, 2.954083257457475611e+02, 2.945741693705340936e+02, 2.952483713941136330e+02, 2.954661292492747862e+02, 2.941835856767443715e+02, 2.945853442015965697e+02, 2.961934303252415930e+02, 2.940583334783856344e+02
1.991000000000000000e+03, 2.937813984400462459e+02, 2.955652457899813044e+02, 2.958078896521906813e+02, 2.965547125905466714e+02, 2.945382025931963312e+02, 2.941791098214027897e+02, 2.966151589540884288e+02, 2.941109113702506761e+02, 2.957617450700564063e+02, 2.944526614594635134e+02, 2.943853243467009406e+02, 2.953268927075919237e+02, 2.939771211058510971e+02, 2.950613331996598276e+02, 2.960199281108742753e+02, 2.943548034189498708e+02
1.992000000000000000e+03, 2.938754987289210021e+02, 2.946325133401569474e+02, 2.957570788043701668e+02, 2.953282608325603746e+02, 2.939834594620926964e+02, 2.935538330642062306e+02, 2.958193368038600966e+02, 2.937500183900785942e+02, 2.957981167368224646e+02, 2.931211044081363752e+02, 2.943339528095168589e+02, 2.956910572802184447e+02, 2.942763005785416794e+02, 2.938704754164835435e+02, 2.954821628325161100e+02, 2.935997709729302869e+02
1.993000000000000000e+03, 2.938638701317259461e+02, 2.948601399626432453e+02, 2.961686349678063266e+02, 2.953286750553551201e+02, 2.943315258862951396e+02, 2.935440395458147123e+02, 2.956007260118071258e+02, 2.940767620731186867e+02, 2.950225081711060398e+02, 2.937514767640764717e+02, 2.945400179758328250e+02, 2.958301097276442988e+02, 2.938417181613104958e+02, 2.943818871178908125e+02, 2.952830172360009442e+02, 2.935200234855209942e+02
1.994000000000000000e+03, 2.942027548716067145e+02, 2.958079191825760859e+02, 2.958065333958932683e+02, 2.956416293588710573e+02, 2.944077401230809414e+02, 2.937303856997266394e+02, 2.952679326442312799e+02, 2.935309848182804444e+02, 2.954176478467041420e+02, 2.943437681702025657e+02, 2.951516020745160631e+02, 2.955070627767279348e+02, 2.935507292976757867e+02, 2.944054689382694505e+02, 2.953968613321875409e+02, 2.936713567062717516e+02
1.995000000000000000e+03, 2.942112038817089683e+02, 2.955554610392130144e+02, 2.964120738331932898e+02, 2.959882774134662782e+02, 2.942425673870342280e+02, 2.939524239299807959e+02, 2.954513862757606262e+02, 2.936301067500641579e+02, 2.956447974930374585e+02, 2.941989977790776720e+02, 2.945216984947035144e+02, 2.955168371990742457e+02, 2.941306596983940835e+02, 2.945015880729025639e+02, 2.956913094383275507e+02, 2.937735018579847974e+02
1.996000000000000000e+03, 2.941944008097723895e+02, 2.957530943227829425e+02, 2.964017906705677774e+02, 2.963216319467687185e+02, 2.944401519069805317e+02, 2.941293866608681356e+02, 2.957345786163882053e+02, 2.939216235636123429e+02, 2.963368838372964547e+02, 2.941412151081194111e+02, 2.947402416290295832e+02, 2.956606366806306028e+02, 2.941794780964258393e+02, 2.951443331927658846e+02, 2.957088976522328494e+02, 2.941883320439101226e+02
1.997000000000000000e+03, 2.943221328433618282e+02, 2.957928534528968498e+02, 2.962533022320141640e+02, 2.968849974062107435e+02, 2.947723415862422485e+02, 2.939121550769457940e+02, 2.957939554074429793e+02, 2.944759325501935905e+02, 2.962494321441985790e+02, 2.940315395689881370e+02, 2.949856512049758521e+02, 2.955421966048810987e+02, 2.948449947799316533e+02, 2.953085964301021704e+02, 2.960332118643958665e+02, 2.943148102156989125e+02
1.998000000000000000e+03, 2.941453574733179153e+02, 2.947157079505429920e+02, 2.965510788295387670e+02, 2.955993609830948685e+02, 2.945904425684262833e+02, 2.941414909885778570e+02, 2.959894639066711761e+02, 2.941630418854624054e+02, 2.960622657068909120e+02, 2.943794163721242967e+02, 2.953724021800817923e+02, 2.955595122975137770e+02, 2.942356862648401261e+02, 2.953074335586087500e+02, 2.961985821000891406e+02, 2.940278371690046129e+02
1.999000000000000000e+03, 2.942977492375807742e+02, 2.945083637040128792e+02, 2.967604754225069428e+02, 2.956189025961943457e+02, 2.948092572440068579e+02, 2.941860807475174511e+02, 2.958085776086369378e+02, 2.940848942318222043e+02, 2.960129062285536747e+02, 2.944858953704683699e+02, 2.948665065309811553e+02, 2.957186136988316321e+02, 2.943039484835414896e+02, 2.946217242743302904e+02, 2.961316171821346188e+02, 2.940654152213854786e+02
2.000000000000000000e+03, 2.945645544036309502e+02, 2.946493373820060810e+02, 2.962077419576726811e+02, 2.959590629799872090e+02, 2.945748638020237991e+02, 2.942289881854688929e+02, 2.959520773175059389e+02, 2.940626967364013353e+02, 2.961182181069805210e+02, 2.946126349938747353e+02, 2.952151988592409566e+02, 2.958450317304955206e+02, 2.945009777368053392e+02, 2.944573316997464758e+02, 2.966361448360087820e+02, 2.941228035088052479e+02
2.001000000000000000e+03, 2.942827762427737639e+02, 2.951089165642699186e+02, 2.970818687065216182e+02, 2.964336774958602518e+02, 2.943837852314566703e+02, 2.940921172854598922e+02, 2.961960662793206325e+02, 2.939123564383561416e+02, 2.958837854650519716e+02, 2.947502317065554394e+02, 2.953400247273886521e+02, 2.962128909328007467e+02, 2.945682141841442672e+02, 2.950671765273493179e+02, 2.964772564779648860e+02, 2.940789911394192586e+02
2.002000000000000000e+03, 2.942813571050498354e+02, 2.952944056612337818e+02, 2.970351901546863473e+02, 2.962271107113879793e+02, 2.944014874416756697e+02, 2.940349300650704549e+02, 2.965079193274270892e+02, 2.940774228615652532e+02, 2.960887132868410276e+02, 2.945943609418330311e+02, 2.954625997135472630e+02, 2.960464087984010462e+02, 2.940802083218941902e+02, 2.950340465972021775e+02, 2.956811849137002355e+02, 2.941160296078173815e+02
2.003000000000000000e+03, 2.942639449565596124e+02, 2.956809122764023527e+02, 2.967541589498109715e+02, 2.962582259594444736e+02, 2.949278586620179681e+02, 2.943238227137235299e+02, 2.966896739539968166e+02, 2.948631176364457929e+02, 2.962842312710143915e+02, 2.944897199349976518e+02, 2.951457098748882117e+02, 2.958808357375093010e+02, 2.940716102397219629e+02, 2.955166393741966431e+02, 2.957374223226341314e+02, 2.943977375849027567e+02
2.004000000000000000e+03, 2.941897849322799061e+02, 2.962548394005314663e+02, 2.966842930851456686e+02, 2.971251328238683982e+02, 2.949593790557764237e+02, 2.941821325811786210e+02, 2.961077007354970192e+02, 2.943001674517789752e+02, 2.960215875786704487e+02, 2.949190330534433429e+02, 2.955416545973446887e+02, 2.957725059685780593e+02, 2.943438126964455250e+02, 2.951191473927009952e+02, 2.960406241613916904e+02, 2.943193715294196977e+02
2.005000000000000000e+03, 2.946607106779791820e+02, 2.963223097314438519e+02, 2.973937738736127585e+02, 2.967262708780609159e+02, 2.949429217189316432e+02, 2.940171953655177504e+02, 2.957851019359403608e+02, 2.940622618708055143e+02, 2.960587138842716968e+02, 2.943891986327120094e+02, 2.954351131776678585e+02, 2.957937853100983148e+02, 2.944719955639894238e+02, 2.948348128866549018e+02, 2.957064952889662095e+02, 2.941185670711852822e+02
2.006000000000000000e+03, 2.945194392533921359e+02, 2.953261966127093388e+02, 2.966787854013601304e+02, 2.956963491112381348e+02, 2.947224459523849873e+02, 2.940327638714449563e+02, 2.961917132543891853e+02, 2.938956720989467613e+02, 2.955479903779942674e+02, 2.940691398940186332e+02, 2.956994439235104437e+02, 2.957421971335372177e+02, 2.942076877126150407e+02, 2.949938053913550107e+02, 2.955564416270027550e+02, 2.942415219312583190e+02
2.007000000000000000e+03, 2.941295498536632635e+02, 2.948946158355458920e+02, 2.962964759647702522e+02, 2.956053744102434280e+02, 2.947134461428241252e+02, 2.942449797442185968e+02, 2.964158259395454706e+02, 2.946421749294802339e+02, 2.962227010089354167e+02, 2.942805769458225313e+02, 2.953242116983237224e+02, 2.960217845989956800e+02, 2.943460398543514884e+02, 2.951874723081094771e+02, 2.959681504145245299e+02, 2.942570901498457943e+02
2.008000000000000000e+03, 2.939690662666650951e+02, 2.950563633760406788e+02, 2.967170418499583207e+02, 2.957752617719530122e+02, 2.947279129026555324e+02, 2.942984930553777190e+02, 2.968490472296250005e+02, 2.947085830537395736e+02, 2.961928889388187827e+02, 2.946548324491768653e+02, 2.953686111867642694e+02, 2.961389268816234903e+02, 2.947250166578937751e+02, 2.945936998058249401e+02, 2.964834681508432368e+02, 2.940282787212017297e+02
2.009000000000000000e+03, 2.949781009091825581e+02, 2.953027733367885617e+02, 2.969326002668989304e+02, 2.962928672921170232e+02, 2.951264686919890323e+02, 2.943044069338063764e+02, 2.963264648701027681e+02, 2.943852714985031866e+02, 2.965636789068574899e+02, 2.952188994052506246e+02, 2.955031205796033760e+02, 2.955083308081864288e+02, 2.945681230701680420e+02, 2.945693564042642834e+02, 2.964929365525575236e+02, 2.942374803590710144e+02
2.010000000000000000e+03, 2.949050122262989362e+02, 2.952155310670281096e+02, 2.968159539027836900e+02, 2.968767398039009890e+02, 2.953048954565697386e+02, 2.946183053633255327e+02, 2.965247738975634206e+02, 2.942549260432168694e+02, 2.977655792553823630e+02, 2.944971199662589925e+02, 2.955081542218836717e+02, 2.957797210063404805e+02, 2.947240998023298175e+02, 2.951297327922637805e+02, 2.962354724401801036e+02, 2.943158086010826082e+02
2.011000000000000000e+03, 2.943232681707020788e+02, 2.949931906980348799e+02, 2.966942781577778305e+02, 2.964213389238255445e+02, 2.954346708846732099e+02, 2.945422882618535709e+02, 2.963012086670181588e+02, 2.944208781123736571e+02, 2.967957663711032410e+02, 2.943953815431289058e+02, 2.955156601409964310e+02, 2.961176657779325296e+02, 2.948276456621343868e+02, 2.951466136652780961e+02, 2.965099079735562100e+02, 2.941404360377510443e+02
2.012000000000000000e+03, 2.948864828477337028e+02, 2.955208677991138870e+02, 2.966219514720379493e+02, 2.962171112541801676e+02, 2.951320376715233351e+02, 2.943524321611625396e+02, 2.967667086772619882e+02, 2.944483016450251966e+02, 2.960961612572917829e+02, 2.954389545740858125e+02, 2.954781550063783016e+02, 2.962848127109669463e+02, 2.944477610879016538e+02, 2.954454250446830770e+02, 2.960404551316532888e+02, 2.942878674876398577e+02
2.013000000000000000e+03, 2.949343534717626198e+02, 2.958976707989285728e+02, 2.970597615169759820e+02, 2.958363615967323881e+02, 2.949876011570269725e+02, 2.944484748593126255e+02, 2.966936213173070769e+02, 2.942545769088286534e+02, 2.967620313370651388e+02, 2.952081681053277293e+02, 2.957379895099419400e+02, 2.958738351168386203e+02, 2.943669657074560746e+02, 2.949572342571490822e+02, 2.963360027455258319e+02, 2.941003734570433608e+02
2.014000000000000000e+03, 2.944985406819642435e+02, 2.962599010586442887e+02, 2.972027565891933705e+02, 2.965748532141339524e+02, 2.948979782054432803e+02, 2.942933776622948585e+02, 2.963220084428106134e+02, 2.944439896733211981e+02, 2.971264078231710073e+02, 2.945724497687644998e+02, 2.958935006702357668e+02, 2.959620228282736321e+02, 2.942520241556891847e+02, 2.953018073603919333e+02, 2.967989818904222261e+02, 2.944089354025692842e+02
