year, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5, MIROC-ES2L, TaiESM1, INM-CM4-8, CMCC-CM2-SR5, MPI-ESM1-2-LR, CanESM5, GFDL-ESM4, UKESM1-0-LL, CESM2-WACCM, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, INM-CM5-0
1.865000000000000000e+03, 2.933984316069929719e+02, 2.949681919381422972e+02, 2.955662567444908859e+02, 2.960683963000752215e+02, 2.943659336656083951e+02, 2.932142925066245880e+02, 2.950777099396017320e+02, 2.935115069490589690e+02, 2.939355929281072690e+02, 2.937212616861952483e+02, 2.943213424692519879e+02, 2.947395713912509336e+02, 2.933334775219829567e+02, 2.936850079057351763e+02, 2.952985552537789999e+02, 2.933870373959422295e+02
1.866000000000000000e+03, 2.938141911635107135e+02, 2.954384171007654345e+02, 2.957803283996898926e+02, 2.956779387613758558e+02, 2.943176844948810640e+02, 2.933904027027170969e+02, 2.949964860230515455e+02, 2.929408015045694924e+02, 2.947482623287434080e+02, 2.936895902073283082e+02, 2.943594956185777392e+02, 2.952459192935047554e+02, 2.940043731399196076e+02, 2.936617089758235011e+02, 2.950827685862579415e+02, 2.933410942602517366e+02
1.867000000000000000e+03, 2.933765862433642155e+02, 2.955651037070463758e+02, 2.957970465637345114e+02, 2.951047323911993772e+02, 2.940417386301850797e+02, 2.935693210175860486e+02, 2.952030213172305366e+02, 2.930995670371115693e+02, 2.950461976908561610e+02, 2.938725467174077721e+02, 2.946724505972539987e+02, 2.953769738592736758e+02, 2.941001652581965686e+02, 2.937069045123506612e+02, 2.952553122088022519e+02, 2.935035836884933929e+02
1.868000000000000000e+03, 2.932107649384212777e+02, 2.945252813690430003e+02, 2.961356531739936031e+02, 2.950193297480029173e+02, 2.941635637847622320e+02, 2.934713263522904754e+02, 2.955375531358507146e+02, 2.930620218321799371e+02, 2.946540789341738673e+02, 2.935756882838737170e+02, 2.944484008304007148e+02, 2.950074175422615212e+02, 2.938143762295088095e+02, 2.940871025541968606e+02, 2.960200288456108524e+02, 2.933844800548581588e+02
1.869000000000000000e+03, 2.931522521607181488e+02, 2.942561339839534753e+02, 2.955016576123448431e+02, 2.952750482093600795e+02, 2.941994195742165630e+02, 2.933330709087247214e+02, 2.961502204585081586e+02, 2.930514699640619369e+02, 2.942034790681776144e+02, 2.929330059507993269e+02, 2.939717763929418766e+02, 2.948063521739995849e+02, 2.936977843574806570e+02, 2.938216760496920301e+02, 2.959378967184089220e+02, 2.933790978264220257e+02
1.870000000000000000e+03, 2.934165107309805194e+02, 2.944244566699196639e+02, 2.953503847298839560e+02, 2.952954375505324265e+02, 2.941522600257330282e+02, 2.932973768590038617e+02, 2.964313653413874476e+02, 2.935217821163554390e+02, 2.944844057163971343e+02, 2.933774778198726949e+02, 2.936837742527715704e+02, 2.949106555661300035e+02, 2.941163263149771865e+02, 2.936832084069095004e+02, 2.951610900615364130e+02, 2.934853179981231506e+02
1.871000000000000000e+03, 2.932006273323542587e+02, 2.945420589300725283e+02, 2.958100239720532159e+02, 2.955368535839753008e+02, 2.943286447351731567e+02, 2.935858337997582339e+02, 2.954420609056608669e+02, 2.933669174458514135e+02, 2.943955391575830163e+02, 2.933949293601464774e+02, 2.941881137346136939e+02, 2.948809219130771453e+02, 2.940567294135009320e+02, 2.936772901061444259e+02, 2.955156485734258354e+02, 2.932225069217713553e+02
1.872000000000000000e+03, 2.934492783638548303e+02, 2.945113603929742112e+02, 2.956447568498902569e+02, 2.961426969744462099e+02, 2.945275622030290492e+02, 2.935474833846745923e+02, 2.956281550102636402e+02, 2.933797154886935346e+02, 2.941905376721881566e+02, 2.935998880319123714e+02, 2.950157860623783677e+02, 2.947628848292053476e+02, 2.939057903979432922e+02, 2.935265331742981516e+02, 2.956177334503306611e+02, 2.935946263148464936e+02
1.873000000000000000e+03, 2.933899568740999371e+02, 2.946523514906614878e+02, 2.958153957206891960e+02, 2.954396700661708337e+02, 2.944492858722633173e+02, 2.933499660725901208e+02, 2.955608658850522943e+02, 2.934937468350342442e+02, 2.943417875971823605e+02, 2.933233603027458685e+02, 2.950860871518993918e+02, 2.952172978552236486e+02, 2.941185509247180789e+02, 2.938717867620335369e+02, 2.953704656402154569e+02, 2.935797640289052310e+02
1.874000000000000000e+03, 2.932947144837437463e+02, 2.954638291424882937e+02, 2.958858806362861174e+02, 2.951793329236427894e+02, 2.939940281199092169e+02, 2.933317631023265335e+02, 2.955944175123053697e+02, 2.931729938150215276e+02, 2.941522324166016347e+02, 2.935323590862699348e+02, 2.942512738507048198e+02, 2.946860747467939063e+02, 2.935893668810772965e+02, 2.939442515328201466e+02, 2.952998483832208763e+02, 2.935161482374471120e+02
1.875000000000000000e+03, 2.932983126320974634e+02, 2.950311709522636647e+02, 2.956679116694840559e+02, 2.956901462625833119e+02, 2.940218040172567271e+02, 2.936380759481705240e+02, 2.954527793343391977e+02, 2.929791856627556967e+02, 2.946418549232150781e+02, 2.936248624066448087e+02, 2.941732073786665751e+02, 2.949057410855905914e+02, 2.934963158959482143e+02, 2.938328106187117328e+02, 2.954503847571570532e+02, 2.935730118657687626e+02
1.876000000000000000e+03, 2.934228170372536511e+02, 2.945325910531519753e+02, 2.954532456891211609e+02, 2.960402984907636892e+02, 2.945398024182824201e+02, 2.935268061358359546e+02, 2.953765283901729504e+02, 2.930584579102405201e+02, 2.949734778241292474e+02, 2.931251466503902066e+02, 2.941383941338208956e+02, 2.948176741860376637e+02, 2.937503401362255318e+02, 2.936023199737192613e+02, 2.951154214554119335e+02, 2.933042733781277320e+02
1.877000000000000000e+03, 2.933868258299389140e+02, 2.954546722841545261e+02, 2.955247775340071712e+02, 2.955517959575856253e+02, 2.944349295592037379e+02, 2.931681035563369733e+02, 2.953132871453014445e+02, 2.933621527513721503e+02, 2.943839583376725955e+02, 2.932218114073870652e+02, 2.946605167801572520e+02, 2.948625623579929425e+02, 2.937256268210848020e+02, 2.936100344619828775e+02, 2.955006623734887512e+02, 2.935842079472855062e+02
1.878000000000000000e+03, 2.931143157594772788e+02, 2.946705205378376036e+02, 2.954758054498086040e+02, 2.952415821025065270e+02, 2.943486486030378728e+02, 2.931450823555660463e+02, 2.955948771224573193e+02, 2.936581098095552420e+02, 2.943407739717189884e+02, 2.934338471913546869e+02, 2.951629386815791918e+02, 2.952450582155272514e+02, 2.938788706024526505e+02, 2.940977639626179894e+02, 2.957402333189086221e+02, 2.935806308346071773e+02
1.879000000000000000e+03, 2.930229111319807771e+02, 2.947624438000865439e+02, 2.958206631952849079e+02, 2.952097056175273337e+02, 2.943631546049967938e+02, 2.934792488051043051e+02, 2.956336100295400229e+02, 2.940874914122010750e+02, 2.944719626109018691e+02, 2.936453262447295174e+02, 2.941696356684557827e+02, 2.956631785788566162e+02, 2.933114502177460849e+02, 2.935789695276772591e+02, 2.955297625050631609e+02, 2.933715913499483463e+02
1.880000000000000000e+03, 2.933511857729740768e+02, 2.948726339291183081e+02, 2.958171187304569685e+02, 2.954424527199574868e+02, 2.940366639475768693e+02, 2.934885581695343717e+02, 2.954935725056380988e+02, 2.936282685936483858e+02, 2.946542761988521875e+02, 2.935889551258713368e+02, 2.944526483076983823e+02, 2.948775065548929888e+02, 2.939182815031627456e+02, 2.933816431440989732e+02, 2.958745016548230069e+02, 2.934004136286707762e+02
1.881000000000000000e+03, 2.931190606167052124e+02, 2.955629800406527465e+02, 2.955518677288330878e+02, 2.954069313074595584e+02, 2.942657633838378501e+02, 2.934555530538371499e+02, 2.955917023662019574e+02, 2.931240852971624236e+02, 2.947133731638350014e+02, 2.932688874212598193e+02, 2.940480367587647379e+02, 2.945548898132668683e+02, 2.940789388826858612e+02, 2.939746166810842283e+02, 2.954208239711218766e+02, 2.934957276682542897e+02
1.882000000000000000e+03, 2.932649403665564591e+02, 2.953644668814728789e+02, 2.961148178850008321e+02, 2.956269804012372902e+02, 2.945219724253682330e+02, 2.934782662260764141e+02, 2.957703001823536511e+02, 2.930295683708037018e+02, 2.944777997181824389e+02, 2.929344121289370264e+02, 2.945950397963761702e+02, 2.953080424081477986e+02, 2.937885864076023950e+02, 2.944236061936852025e+02, 2.953629281285279831e+02, 2.936528722401016012e+02
1.883000000000000000e+03, 2.928772439119055093e+02, 2.943406957532704951e+02, 2.959871256828637911e+02, 2.957337423979683422e+02, 2.939066632900572813e+02, 2.933959632136770210e+02, 2.949645047373666102e+02, 2.935253197645374712e+02, 2.948219992426556928e+02, 2.934206108412543585e+02, 2.944121547365854212e+02, 2.952364907034090606e+02, 2.940245235478046766e+02, 2.939603465211470734e+02, 2.952041718296688373e+02, 2.934195325305293522e+02
1.884000000000000000e+03, 2.927687301022830866e+02, 2.938443611916156897e+02, 2.953073403541397397e+02, 2.948844899133615058e+02, 2.941350041935549484e+02, 2.931792365473085624e+02, 2.946310532859901627e+02, 2.928586931132387008e+02, 2.941481230917754601e+02, 2.929920029560210537e+02, 2.939685384545651914e+02, 2.948108959486759204e+02, 2.932814142514474156e+02, 2.930025510180683455e+02, 2.948414205132979760e+02, 2.931113057759907292e+02
1.885000000000000000e+03, 2.927991865431250744e+02, 2.940501412758966922e+02, 2.952353128187545508e+02, 2.949938155258818711e+02, 2.942731273975545605e+02, 2.933310269497046079e+02, 2.952247005889440743e+02, 2.928454717609140516e+02, 2.941797578334488890e+02, 2.929412869429021384e+02, 2.937708297330390224e+02, 2.954543080466303309e+02, 2.936893060424689565e+02, 2.935641997028288870e+02, 2.952507109083385330e+02, 2.932662586450685467e+02
1.886000000000000000e+03, 2.931971934333532204e+02, 2.944295299993924004e+02, 2.956703762808763827e+02, 2.953113901560823820e+02, 2.937274942416033809e+02, 2.932660603807054827e+02, 2.955868605429791955e+02, 2.930838359171476668e+02, 2.940319667472481910e+02, 2.928984260995775344e+02, 2.937516064240785454e+02, 2.953182793361909262e+02, 2.935453904309146083e+02, 2.935144366688953141e+02, 2.954220319868377942e+02, 2.935003323043183059e+02
1.887000000000000000e+03, 2.929274230488063608e+02, 2.948144821938276436e+02, 2.957642868657069357e+02, 2.955756018176891189e+02, 2.938587189993779702e+02, 2.934079809661283207e+02, 2.951330218296325256e+02, 2.930901728855611736e+02, 2.944637078248458124e+02, 2.929445804138499625e+02, 2.942498325831575130e+02, 2.951487899501902916e+02, 2.935734275786483067e+02, 2.938202328925464144e+02, 2.950270553255908794e+02, 2.931878002809044688e+02
1.888000000000000000e+03, 2.928702075570281522e+02, 2.951506779141464563e+02, 2.959109432498600540e+02, 2.959446274460834729e+02, 2.943810208506906747e+02, 2.935626089561839649e+02, 2.947867212446652161e+02, 2.933197649470546367e+02, 2.954549754673229245e+02, 2.934377798509007107e+02, 2.946771916428849067e+02, 2.948652298404965109e+02, 2.934714071180018777e+02, 2.933138251565182486e+02, 2.953064152292566291e+02, 2.932067990846992984e+02
1.889000000000000000e+03, 2.931635126386340744e+02, 2.950958099902395020e+02, 2.965362190194113623e+02, 2.951453165219751327e+02, 2.941006855649866338e+02, 2.934539152147323193e+02, 2.950439146934547807e+02, 2.937516809941630527e+02, 2.947348994795785302e+02, 2.932802454611604048e+02, 2.945689467895274447e+02, 2.946217396499914116e+02, 2.930660648082053399e+02, 2.935798736469388359e+02, 2.956558698291436258e+02, 2.933320781222484470e+02
1.890000000000000000e+03, 2.932593713317134529e+02, 2.946847730996933592e+02, 2.962485531148894324e+02, 2.950950213625697529e+02, 2.941477052158896868e+02, 2.935371316723053496e+02, 2.951865554356478469e+02, 2.940497435946568885e+02, 2.945573658015429146e+02, 2.934106788329274877e+02, 2.942522751355156174e+02, 2.948014983774805273e+02, 2.939148428082086184e+02, 2.937458534758814608e+02, 2.954799176235261484e+02, 2.934167398469415389e+02
1.891000000000000000e+03, 2.932974821892603359e+02, 2.947711595543515273e+02, 2.955299677904492910e+02, 2.953276554387501847e+02, 2.943251426091669600e+02, 2.935631962085050759e+02, 2.953708118743400632e+02, 2.932065326271801950e+02, 2.941729979551047336e+02, 2.933019655384785551e+02, 2.949312489353046658e+02, 2.949346347625389058e+02, 2.937576346025360294e+02, 2.935722303685035399e+02, 2.957593458412140421e+02, 2.934622317998145604e+02
1.892000000000000000e+03, 2.932517656003395814e+02, 2.948675008695347515e+02, 2.955596450682966747e+02, 2.956079201030613035e+02, 2.941407517268671086e+02, 2.934153038026944387e+02, 2.953233553181346451e+02, 2.930025600907858347e+02, 2.944149561646916027e+02, 2.935383558610279238e+02, 2.951469799070050044e+02, 2.946739266606056162e+02, 2.935133060795610049e+02, 2.936731943485906982e+02, 2.957886558696254156e+02, 2.933374449408088935e+02
1.893000000000000000e+03, 2.931274060388993803e+02, 2.947183003701676967e+02, 2.957879956599517186e+02, 2.958423966903868632e+02, 2.938571364505186807e+02, 2.935255152547656508e+02, 2.957824236163265255e+02, 2.934586461237238950e+02, 2.941551497650932561e+02, 2.935600426682267425e+02, 2.940789491906656394e+02, 2.949672194864245967e+02, 2.937071937921508606e+02, 2.935719526120554974e+02, 2.952948635092165546e+02, 2.935105978591490725e+02
1.894000000000000000e+03, 2.932656811700646813e+02, 2.948104588973047839e+02, 2.955301253600069913e+02, 2.950101175269232954e+02, 2.941418781459114484e+02, 2.934477878068134942e+02, 2.962505525627983616e+02, 2.932403639229394230e+02, 2.946179272377740403e+02, 2.935596850174441670e+02, 2.940779470184243678e+02, 2.949308773964763759e+02, 2.939571018783291834e+02, 2.934671534554976233e+02, 2.954149706254913781e+02, 2.935015283664882872e+02
1.895000000000000000e+03, 2.938771659692535536e+02, 2.948285131120496203e+02, 2.957837511895768898e+02, 2.947820902067982161e+02, 2.946927707718990064e+02, 2.935000453307048360e+02, 2.954146699621967400e+02, 2.930599424222191942e+02, 2.947591913445080536e+02, 2.934951357154458265e+02, 2.943702293879076706e+02, 2.948969838813937940e+02, 2.936800263531332575e+02, 2.938871568372389902e+02, 2.959457518942362526e+02, 2.932584554188144352e+02
1.896000000000000000e+03, 2.929462150973242842e+02, 2.949546855247275516e+02, 2.958314347720216233e+02, 2.952189914098800045e+02, 2.937489077179796482e+02, 2.933036742478145698e+02, 2.950450934831008567e+02, 2.937111411208134655e+02, 2.945280694631763367e+02, 2.937151329120994205e+02, 2.946399283736485586e+02, 2.947208683113019561e+02, 2.934666806773475969e+02, 2.948931566033472222e+02, 2.953450210463069538e+02, 2.933906808191898108e+02
1.897000000000000000e+03, 2.932226150651939633e+02, 2.949811116010262140e+02, 2.959286066773511266e+02, 2.958495441016674476e+02, 2.938201339798355320e+02, 2.934997215326674791e+02, 2.951044901410588182e+02, 2.936595150005384767e+02, 2.945078458035208087e+02, 2.934616049559490421e+02, 2.944481927309483922e+02, 2.951966723481259578e+02, 2.938228087503175061e+02, 2.943302225063414426e+02, 2.954291874062677152e+02, 2.933904267026299522e+02
1.898000000000000000e+03, 2.933553944787826708e+02, 2.950755770023216655e+02, 2.958747974635151081e+02, 2.959593988729904481e+02, 2.944477826826531555e+02, 2.936451167220458842e+02, 2.950390867649963980e+02, 2.930898481300599201e+02, 2.942915001901857295e+02, 2.934774203169951079e+02, 2.945980911684534931e+02, 2.954960638966487636e+02, 2.938719004905731254e+02, 2.939374638764203382e+02, 2.954908485463529928e+02, 2.933373346239232546e+02
1.899000000000000000e+03, 2.934549714246437020e+02, 2.951024122816453996e+02, 2.960725125043805974e+02, 2.954908801738961301e+02, 2.942061404175808548e+02, 2.935423787333622840e+02, 2.953348676288372303e+02, 2.930777162231514126e+02, 2.946327543758781076e+02, 2.940423677323395850e+02, 2.942322907466505058e+02, 2.952519529602474222e+02, 2.934604658336493799e+02, 2.939415460576807959e+02, 2.953895138206311231e+02, 2.933119355066544927e+02
1.900000000000000000e+03, 2.933935494355886817e+02, 2.953686975454697858e+02, 2.961739335041930303e+02, 2.951676355648277195e+02, 2.941378562432456647e+02, 2.936626048122894872e+02, 2.955568763849187803e+02, 2.930224909547786751e+02, 2.947834367492192200e+02, 2.940998849836812497e+02, 2.944854679743878023e+02, 2.951721231827786482e+02, 2.933966180647485658e+02, 2.942523821202155432e+02, 2.952815139692435764e+02, 2.935126563285388670e+02
1.901000000000000000e+03, 2.931847498151138325e+02, 2.947768537475156450e+02, 2.959336050806037406e+02, 2.957623652670649790e+02, 2.941365843450548709e+02, 2.934741321649488555e+02, 2.957222935022543311e+02, 2.933150740925726154e+02, 2.945286738430816627e+02, 2.934647745091917272e+02, 2.942206696818565206e+02, 2.950923109235616835e+02, 2.935982103972416439e+02, 2.939811079161972884e+02, 2.953355707628095388e+02, 2.935094369414904349e+02
1.902000000000000000e+03, 2.931960534257851236e+02, 2.947100997362737758e+02, 2.956090219748027721e+02, 2.962026017690217259e+02, 2.938844343053380612e+02, 2.934299563801706086e+02, 2.956643438561960124e+02, 2.935048260546573147e+02, 2.941971638600008419e+02, 2.931687313150641216e+02, 2.944024625119232610e+02, 2.945618526938079071e+02, 2.931806703662701352e+02, 2.939780555898352077e+02, 2.954633489921412774e+02, 2.937630566905087903e+02
1.903000000000000000e+03, 2.936869767138392149e+02, 2.951249638853870465e+02, 2.957198341813576690e+02, 2.952408162197528441e+02, 2.939416672612507000e+02, 2.932993925165060887e+02, 2.950618248536038664e+02, 2.930991987016393523e+02, 2.948662470041998631e+02, 2.932761356397649593e+02, 2.946269810834947407e+02, 2.951016831430676461e+02, 2.940046321431304932e+02, 2.937934054752286670e+02, 2.955965719326836734e+02, 2.934680995161197643e+02
1.904000000000000000e+03, 2.932844313388836781e+02, 2.949659248211774525e+02, 2.954687940726405486e+02, 2.951944279818472978e+02, 2.946567415763684608e+02, 2.934493216612966648e+02, 2.950230725003785324e+02, 2.936963407964241242e+02, 2.944816764879453217e+02, 2.938935649119016489e+02, 2.942579780295628780e+02, 2.953971864592746783e+02, 2.939895297423582861e+02, 2.933393891454659865e+02, 2.958008659959979809e+02, 2.931862595418064075e+02
1.905000000000000000e+03, 2.932899773279348210e+02, 2.944246590580721090e+02, 2.955598945306558107e+02, 2.954894810385431470e+02, 2.939704225509123603e+02, 2.935741707083407732e+02, 2.950728062071561908e+02, 2.937462447983797915e+02, 2.943019958414434996e+02, 2.934900376291515158e+02, 2.941026642039272474e+02, 2.949011614210023140e+02, 2.931279530829992837e+02, 2.936943549876777411e+02, 2.955433818605104079e+02, 2.936563620684747207e+02
1.906000000000000000e+03, 2.931394676233655900e+02, 2.944908685550752239e+02, 2.958693377756454197e+02, 2.955040642057609261e+02, 2.940730760744434633e+02, 2.932786957362965268e+02, 2.951113535042430271e+02, 2.931128273098166801e+02, 2.942203041205247018e+02, 2.933361464803485887e+02, 2.941105498328846011e+02, 2.953477892927118660e+02, 2.933448503070191009e+02, 2.941625008702509376e+02, 2.955003390943386421e+02, 2.936166576536542152e+02
1.907000000000000000e+03, 2.932558229423605098e+02, 2.945859840917163410e+02, 2.957372421876585236e+02, 2.958045892093083467e+02, 2.939785219697784555e+02, 2.934992646088342667e+02, 2.951902416957794344e+02, 2.933069763827944030e+02, 2.944442268718476612e+02, 2.932541989806156835e+02, 2.947299490455629893e+02, 2.950815615986105058e+02, 2.940136927392560438e+02, 2.941180273454261851e+02, 2.952642303136646547e+02, 2.937132383624938825e+02
1.908000000000000000e+03, 2.934987685096373298e+02, 2.946328947075171527e+02, 2.958679837495658944e+02, 2.955904719581552627e+02, 2.938807222322659527e+02, 2.935390363939416716e+02, 2.950906181675711082e+02, 2.928738990264128006e+02, 2.945262903657038578e+02, 2.934135396480278359e+02, 2.945443338223218461e+02, 2.945931044909069101e+02, 2.938615506399557376e+02, 2.941082815449070154e+02, 2.954500431843409842e+02, 2.936049532340416022e+02
1.909000000000000000e+03, 2.933415899215527816e+02, 2.944712018878489062e+02, 2.955810910821801372e+02, 2.951081833625908075e+02, 2.937573576452563202e+02, 2.936345687296921483e+02, 2.957112171582011797e+02, 2.929561188488908670e+02, 2.947800560179072704e+02, 2.936529350152559914e+02, 2.944695083007277390e+02, 2.950284749673738247e+02, 2.936314718867349143e+02, 2.938854104571065022e+02, 2.958271313003128284e+02, 2.933898963879518078e+02
1.910000000000000000e+03, 2.933890879161946259e+02, 2.946182352150337920e+02, 2.955998855306760902e+02, 2.952527755608301163e+02, 2.942972475462090642e+02, 2.933817462565464780e+02, 2.961292584366735241e+02, 2.933693380267648081e+02, 2.953312291533803773e+02, 2.939908413907825206e+02, 2.941359392783281805e+02, 2.948722049435033341e+02, 2.933802549774700310e+02, 2.939934964416267462e+02, 2.953357867079842549e+02, 2.936249990496398823e+02
1.911000000000000000e+03, 2.936829801381296647e+02, 2.952539525775433731e+02, 2.963620268076906541e+02, 2.959501310613900955e+02, 2.944100283016837238e+02, 2.935546283838002068e+02, 2.954637005632801561e+02, 2.934978072815105747e+02, 2.950588136810662832e+02, 2.939223435178407726e+02, 2.943298758737541334e+02, 2.949293655440381485e+02, 2.938869817046441426e+02, 2.940479169687335457e+02, 2.951287230279310734e+02, 2.935498440315922721e+02
