year, CMCC-ESM2, IPSL-CM6A-LR, CNRM-ESM2-1, INM-CM4-8, TaiESM1, GFDL-ESM4, INM-CM5-0, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-LM, CanESM5, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-MM, EC-Earth3-Veg, CESM2-WACCM
1.860000000000000000e+03, 2.651198710785088508e+00, 3.023790301037251993e+00, 2.258798558628802855e+00, 2.510038716483783183e+00, 3.606149953856957691e+00, 4.048016846440946281e+00, 2.504373740735824860e+00, 4.578712958033044345e+00, 2.238125067341774965e+00, 2.507217198675055325e+00, 2.087811086773261326e+00, 3.187845997360108541e+00, 2.737014508741244523e+00, 2.462147691819408735e+00, 4.176762738102056893e+00, 2.532089288402338934e+00
1.861000000000000000e+03, 2.616339360327743613e+00, 3.020035845301062061e+00, 2.382012004200778854e+00, 2.491171524333926968e+00, 3.642394700714576050e+00, 4.107094322810490361e+00, 2.534608019581316984e+00, 4.605226051367277584e+00, 2.214418969432958129e+00, 2.546784746014143064e+00, 2.149475244531348306e+00, 3.037090256749067407e+00, 2.709407692842664250e+00, 2.431221283043594195e+00, 4.094385061392773473e+00, 2.562925895529740039e+00
1.862000000000000000e+03, 2.539392036821239262e+00, 3.077901736852308723e+00, 2.393288733616917963e+00, 2.411182357884784189e+00, 3.647742202004053969e+00, 4.002726412947248846e+00, 2.507399050726059730e+00, 4.569445485088467152e+00, 2.201195405867145904e+00, 2.555586867696532316e+00, 2.239732389285885805e+00, 3.164428448611587896e+00, 2.714099553907356466e+00, 2.421845563013945490e+00, 4.159252628734331658e+00, 2.621824618758183068e+00
1.863000000000000000e+03, 2.460865166658875225e+00, 3.149313197325960711e+00, 2.331790291875173171e+00, 2.439032242069601342e+00, 3.561252644804892675e+00, 4.077865260042014661e+00, 2.519009943186270917e+00, 4.566086251947636399e+00, 2.119377661914603195e+00, 2.536448706280099774e+00, 2.295510777427239191e+00, 3.347722486798684116e+00, 2.712530361343404639e+00, 2.413708797804531958e+00, 4.158570205730319103e+00, 2.602923362432425503e+00
1.864000000000000000e+03, 2.564587351692464434e+00, 3.169047726970021461e+00, 2.283399168247148392e+00, 2.453853642046491146e+00, 3.496564762797729209e+00, 3.734515116202898888e+00, 2.442733349707736590e+00, 4.571200375621097933e+00, 1.913307589772902606e+00, 2.510053342378124164e+00, 2.187816861352645859e+00, 3.372829620997806810e+00, 2.700088284099563918e+00, 2.437257930525091876e+00, 4.127686663784612797e+00, 2.576447647451522993e+00
1.865000000000000000e+03, 2.618142979500402312e+00, 3.086372231177303860e+00, 2.350285898216824432e+00, 2.498635033387860194e+00, 3.621080482282185375e+00, 3.613638148023424979e+00, 2.476117748007978125e+00, 4.572521059206290595e+00, 2.069789748350238323e+00, 2.515842245542329270e+00, 2.268299152946940289e+00, 3.267078183445254691e+00, 2.688595811224244958e+00, 2.480383050220123842e+00, 4.193273227173238915e+00, 2.539231394852015544e+00
1.866000000000000000e+03, 2.488736619320910393e+00, 3.025055070711169858e+00, 2.321689493511687186e+00, 2.499042989819522553e+00, 3.693176632430128059e+00, 3.771893111732035564e+00, 2.487455782362891554e+00, 4.564278796562693863e+00, 2.160521442333385611e+00, 2.510221716118281599e+00, 2.117762241926500089e+00, 3.411175870850507774e+00, 2.715222427370704406e+00, 2.467417591160123269e+00, 4.169986441330369331e+00, 2.486770579056163832e+00
1.867000000000000000e+03, 2.467188628747629231e+00, 2.992954575164932685e+00, 2.349234811502692200e+00, 2.446513630426436325e+00, 3.744414820225673957e+00, 3.499138973982880430e+00, 2.475186641742455507e+00, 4.564515697101790614e+00, 2.124666461445012811e+00, 2.524555404441063189e+00, 2.179225127016374497e+00, 3.333144669440651242e+00, 2.690501273241429736e+00, 2.394692633922528735e+00, 4.118239365480078185e+00, 2.439982672083015114e+00
1.868000000000000000e+03, 2.503973866026285577e+00, 3.023182624325293499e+00, 2.340149319472155653e+00, 2.409833017086258522e+00, 3.683859358918891935e+00, 3.636432437812415763e+00, 2.484534838223100728e+00, 4.569571763274047349e+00, 2.063589426215596934e+00, 2.526511967719925700e+00, 2.244291075009046121e+00, 3.298721375993778793e+00, 2.717967008416039665e+00, 2.384312910362056392e+00, 4.111295328718033382e+00, 2.471424814784644486e+00
1.869000000000000000e+03, 2.624796807054428083e+00, 3.039519110593710938e+00, 2.333089515125847058e+00, 2.468243516174368768e+00, 3.625149107234277412e+00, 3.927976101588698477e+00, 2.504921860625717756e+00, 4.556454546930527982e+00, 2.034125402351435685e+00, 2.516807694491792535e+00, 2.250408806677783424e+00, 3.355646025002074762e+00, 2.744898642230718444e+00, 2.435550369247033498e+00, 4.109758065436331265e+00, 2.520839240560897920e+00
1.870000000000000000e+03, 2.780034519146891370e+00, 3.117863148469320667e+00, 2.360050377462659110e+00, 2.581247964096498926e+00, 3.671540836183452505e+00, 3.875186019627534950e+00, 2.423575260332184289e+00, 4.564853692889529135e+00, 2.156552215408536366e+00, 2.484964192828864160e+00, 2.262048917206199050e+00, 3.334976687773589799e+00, 2.732982674747764573e+00, 2.544881050543344791e+00, 4.139778398705336038e+00, 2.545331987297723142e+00
1.871000000000000000e+03, 2.735775173320709630e+00, 3.111856033072463390e+00, 2.279820745732362486e+00, 2.500142228839511649e+00, 3.689470084078684931e+00, 3.863800497247356081e+00, 2.531845179165718385e+00, 4.556138363301237781e+00, 2.169443382756576888e+00, 2.501776933388981217e+00, 2.176852702014951291e+00, 3.334680375536856811e+00, 2.723775084164060889e+00, 2.533595801795518465e+00, 4.131904615521991175e+00, 2.520730590045066499e+00
1.872000000000000000e+03, 2.576596708759573584e+00, 3.089677101848544716e+00, 2.429610038198800837e+00, 2.449273594501590434e+00, 3.653207094548673428e+00, 3.802703146024055680e+00, 2.525256294349793595e+00, 4.597244905356145495e+00, 2.097566806053391186e+00, 2.509253905202667223e+00, 2.250938095056397525e+00, 3.317254343529255411e+00, 2.709134992591527347e+00, 2.517040716954441759e+00, 4.244576532883564290e+00, 2.479882568138586318e+00
1.873000000000000000e+03, 2.594489743281858996e+00, 3.064497053609243959e+00, 2.396697983410163602e+00, 2.464267685253748397e+00, 3.640295514499864993e+00, 3.657009563672472652e+00, 2.429411780575391422e+00, 4.576152862283471734e+00, 2.114784429659457565e+00, 2.413295713589350022e+00, 2.220387136278214157e+00, 3.227192494933452060e+00, 2.694836832237962998e+00, 2.492193294685855598e+00, 4.249508313641616297e+00, 2.456199210153030776e+00
1.874000000000000000e+03, 2.654009340978614073e+00, 3.039884047045156024e+00, 2.418402241475679393e+00, 2.460093713305116836e+00, 3.769968796489060026e+00, 3.813968987449198877e+00, 2.480964272451874564e+00, 4.566511053889052540e+00, 2.081923269557087952e+00, 2.383586475439902319e+00, 2.220758493280556412e+00, 3.229456899343530640e+00, 2.711302077310915770e+00, 2.524323180520277266e+00, 4.172279140226828886e+00, 2.506401302218208560e+00
1.875000000000000000e+03, 2.631279169622084524e+00, 3.140087620983326389e+00, 2.376501032095379440e+00, 2.428476768169075317e+00, 3.743763853477037440e+00, 3.827385367181955544e+00, 2.489207362772590137e+00, 4.555449841844676051e+00, 2.127565086419064500e+00, 2.447890985186724322e+00, 2.188665218062300521e+00, 3.395494547849379874e+00, 2.701405736220000353e+00, 2.479944718149935667e+00, 4.144840150299412329e+00, 2.523832512969402142e+00
1.876000000000000000e+03, 2.663639544367153889e+00, 3.222017208519685205e+00, 2.412606756348598669e+00, 2.403699540188932726e+00, 3.676907604853489886e+00, 4.041250005119135125e+00, 2.462335783750807749e+00, 4.570831365990273731e+00, 2.185782373679694857e+00, 2.506875685440153934e+00, 2.140303384286637467e+00, 3.290201515971435065e+00, 2.696907509050118001e+00, 2.483441179315402980e+00, 4.276326316618127343e+00, 2.550852875394601593e+00
1.877000000000000000e+03, 2.611395659950332959e+00, 3.145077057245759811e+00, 2.378252227917172057e+00, 2.469450811212393404e+00, 3.651089926786987405e+00, 4.116538993832022264e+00, 2.474374685803279572e+00, 4.563160826402844705e+00, 2.275673694692945226e+00, 2.511801319694789481e+00, 2.214295346288335242e+00, 3.245792563825014465e+00, 2.696552526840979347e+00, 2.491432822553475201e+00, 4.333882021389523054e+00, 2.528665877764241898e+00
1.878000000000000000e+03, 2.512130566155158284e+00, 3.066687865709664784e+00, 2.452615046456420700e+00, 2.503911887062769903e+00, 3.724505578605795453e+00, 4.049474230064379121e+00, 2.497650549942404208e+00, 4.583560954596809012e+00, 2.309000189505351575e+00, 2.514865616439473595e+00, 2.190582724336695097e+00, 3.143179665579266757e+00, 2.696744058578893100e+00, 2.465909050089196697e+00, 4.285296281010189112e+00, 2.515882919260449935e+00
1.879000000000000000e+03, 2.460849641969777846e+00, 3.133270327327348781e+00, 2.415667296055364233e+00, 2.477211979506119377e+00, 3.701620272420741653e+00, 3.945885456298750427e+00, 2.474050569019600854e+00, 4.577265391361676983e+00, 2.265930508061265503e+00, 2.484533184581468213e+00, 2.258225802331083276e+00, 3.078378059767004071e+00, 2.720874842167690488e+00, 2.482615405151998189e+00, 4.183013462267759053e+00, 2.484607814082504529e+00
1.880000000000000000e+03, 2.606920232634204471e+00, 3.170940522630517400e+00, 2.386131266434179388e+00, 2.470911541783007870e+00, 3.696086403942761223e+00, 3.789704631021848069e+00, 2.488883060631298161e+00, 4.606013580079097558e+00, 2.199996674124642393e+00, 2.522983778507148056e+00, 2.203129039320343541e+00, 3.281760053058445425e+00, 2.734646494557750440e+00, 2.503207110489342302e+00, 4.302169876737452547e+00, 2.475066485377533709e+00
1.881000000000000000e+03, 2.809116065104777960e+00, 3.135837653632372213e+00, 2.349851962006509254e+00, 2.489934820145080163e+00, 3.765991661919267486e+00, 3.876299872393632384e+00, 2.439127031503681486e+00, 4.584492492111547080e+00, 2.208475198294413744e+00, 2.498159658427448360e+00, 2.129855016271856361e+00, 3.387238170250700176e+00, 2.740543088765916124e+00, 2.465903362974740443e+00, 4.264556248022324247e+00, 2.470605702457383757e+00
1.882000000000000000e+03, 2.769000349038355679e+00, 3.126376564867956009e+00, 2.411101393928362313e+00, 2.523810305425744804e+00, 3.849218097121584581e+00, 4.041722601989090613e+00, 2.449367868274384019e+00, 4.603755853602758741e+00, 2.204526739900413812e+00, 2.464041757039192149e+00, 2.309910895513755058e+00, 3.499165425286502540e+00, 2.730348057959738561e+00, 2.435771449036828074e+00, 4.178098150759741003e+00, 2.501400541478272288e+00
1.883000000000000000e+03, 2.575319702150131285e+00, 3.109641957271200852e+00, 2.365558274978431630e+00, 2.501726072243118271e+00, 3.887427471023313430e+00, 3.759122077848989996e+00, 2.457962250010584437e+00, 4.598445531580797052e+00, 2.060079433118723991e+00, 2.538845342562426222e+00, 2.211018855164076147e+00, 3.298358372271382510e+00, 2.717677856896037358e+00, 2.461575751194829298e+00, 4.053593717207619740e+00, 2.490163478234831640e+00
1.884000000000000000e+03, 2.580148137363745597e+00, 3.154510049337849065e+00, 2.356186955735887878e+00, 2.448908832889543863e+00, 3.798014698729180072e+00, 3.736433687242434409e+00, 2.496634501205707402e+00, 4.602909028758443988e+00, 2.142321201482637161e+00, 2.550656191846818466e+00, 2.154087012549076530e+00, 3.212792504045894226e+00, 2.738017499137848532e+00, 2.546972993838155563e+00, 4.187336978484532679e+00, 2.468202060498634776e+00
1.885000000000000000e+03, 2.772844749157146627e+00, 3.162695228312840001e+00, 2.438590481800452014e+00, 2.412089522086347415e+00, 3.658474385176400112e+00, 3.952811512651440040e+00, 2.462842689380128736e+00, 4.619789664324886580e+00, 2.240208189358795288e+00, 2.559728211931812325e+00, 2.225897009930785764e+00, 3.270975467171404194e+00, 2.749787040115983405e+00, 2.575832348035345998e+00, 4.198936794930902217e+00, 2.429435880424311023e+00
1.886000000000000000e+03, 2.840960070620347278e+00, 3.176345549162339132e+00, 2.468784682234025585e+00, 2.485103496714331062e+00, 3.754370076289521574e+00, 4.057290908924310102e+00, 2.419014489416979163e+00, 4.603065675281123426e+00, 2.240687371209777901e+00, 2.559739990648047581e+00, 2.292468423883466055e+00, 3.219610754902892946e+00, 2.741507639788843154e+00, 2.575241870837998714e+00, 4.195667315237923134e+00, 2.389252517708658097e+00
1.887000000000000000e+03, 2.738880408275838008e+00, 3.123415992834765564e+00, 2.407318129687247676e+00, 2.461360128089538080e+00, 3.743808773184227778e+00, 4.063783414408704608e+00, 2.459112428558956065e+00, 4.589718731594453871e+00, 2.187713784658209093e+00, 2.533799137628084175e+00, 2.299530977318668956e+00, 3.107731520471025632e+00, 2.745999499656732734e+00, 2.549633405561187782e+00, 4.176843444816941364e+00, 2.433469003473970993e+00
1.888000000000000000e+03, 2.601737775074976167e+00, 3.122853037459255354e+00, 2.474164015652084547e+00, 2.448715344298410646e+00, 3.669369503050969872e+00, 3.880923284161795994e+00, 2.480762054071576461e+00, 4.611059379243297229e+00, 2.062696910377669113e+00, 2.569573085151643177e+00, 2.125051998965175937e+00, 3.229754322891534191e+00, 2.764885457208989816e+00, 2.521227558316717854e+00, 4.170553897732927062e+00, 2.493927926306702236e+00
1.889000000000000000e+03, 2.528094811603462055e+00, 3.085130943652001356e+00, 2.603128835645918571e+00, 2.469469538753303883e+00, 3.716574258680395815e+00, 4.104908176945540887e+00, 2.527076382080982953e+00, 4.621200498864996398e+00, 1.997184166633097835e+00, 2.572899062467266962e+00, 2.228913985890018878e+00, 3.235707410406170936e+00, 2.741519441705853932e+00, 2.486482604461221602e+00, 4.253505118421750275e+00, 2.559719294021156610e+00
1.890000000000000000e+03, 2.667680965442635888e+00, 3.147528155500041169e+00, 2.456539179203553580e+00, 2.407136786279904683e+00, 3.771658521878050063e+00, 4.043819617386597010e+00, 2.484574456428143563e+00, 4.609787176083909976e+00, 1.919248725367837416e+00, 2.531828667334488969e+00, 2.221597015809943176e+00, 3.143161609589249395e+00, 2.744605545670569580e+00, 2.458813305685623618e+00, 4.231271734178839061e+00, 2.578327550175966820e+00
1.891000000000000000e+03, 2.817993088344463715e+00, 3.155091300326517523e+00, 2.434731976324128855e+00, 2.452324959794429216e+00, 3.764172763899711338e+00, 3.989371389273460355e+00, 2.473798203917005889e+00, 4.625083880149727378e+00, 1.967106556880739099e+00, 2.504465592727656897e+00, 2.227328177491669781e+00, 3.397951442340470862e+00, 2.761195491624613751e+00, 2.479278547861791360e+00, 4.245377155392282553e+00, 2.604803762013311097e+00
1.892000000000000000e+03, 2.776573709842260484e+00, 3.153029407411331420e+00, 2.446686372510934238e+00, 2.485630575594097724e+00, 3.692534651311691452e+00, 3.928528062568465096e+00, 2.471978156777260960e+00, 4.629611646688517546e+00, 2.121260045598464039e+00, 2.463564665316729574e+00, 2.252689285731281910e+00, 3.444438049694733106e+00, 2.752772790321277974e+00, 2.487809834207571402e+00, 4.290438505812848469e+00, 2.592043801221648014e+00
1.893000000000000000e+03, 2.694485569626472454e+00, 3.126896300115812100e+00, 2.502898296348702978e+00, 2.431283134559457881e+00, 3.628490667184373741e+00, 3.954676902455017906e+00, 2.481141163154632512e+00, 4.596169596892623055e+00, 2.142140387344228181e+00, 2.440815755825585853e+00, 2.261483928860253290e+00, 3.336566818619225661e+00, 2.731534636205773303e+00, 2.491563643306217379e+00, 4.237429987452991043e+00, 2.601056885721587886e+00
1.894000000000000000e+03, 2.620735301886075508e+00, 3.139166912445097601e+00, 2.508260385613301668e+00, 2.457439017088328459e+00, 3.720973780105270912e+00, 3.814623920555155312e+00, 2.439996680899464199e+00, 4.601743571572638025e+00, 2.254527575974274889e+00, 2.475150852034740723e+00, 2.257431512347845448e+00, 3.427693669158352385e+00, 2.720956937375300200e+00, 2.509551376048041682e+00, 4.331022623158418128e+00, 2.604084189421978390e+00
1.895000000000000000e+03, 2.668067052776616155e+00, 3.055303801603839631e+00, 2.432185507939349289e+00, 2.469741995106007781e+00, 3.775193667226585781e+00, 3.881586673108790020e+00, 2.484006634604916997e+00, 4.607677725678446912e+00, 2.172716210276327775e+00, 2.545285601771738460e+00, 2.271567869761077496e+00, 3.461346986803712777e+00, 2.734385999123080335e+00, 2.534727064312071843e+00, 4.216159191021935371e+00, 2.614391169758154554e+00
1.896000000000000000e+03, 2.814163468911383248e+00, 3.082217687279102059e+00, 2.532049172515705493e+00, 2.531218971034249421e+00, 3.882873267796206562e+00, 3.866829680011024895e+00, 2.500757733274387995e+00, 4.621063582580329232e+00, 2.245626194595743641e+00, 2.521080260483259838e+00, 2.286246915697408788e+00, 3.261861267369633666e+00, 2.735606836566868427e+00, 2.535330044012706008e+00, 4.107317841966717786e+00, 2.644943084280754420e+00
1.897000000000000000e+03, 2.550899800415943552e+00, 3.204406519360381900e+00, 2.530139675012805789e+00, 2.488563739457704038e+00, 3.856977094936298034e+00, 3.954870708610941143e+00, 2.502417536479198290e+00, 4.612264852348553212e+00, 2.144679309618800378e+00, 2.513661472370528838e+00, 2.237494551551416855e+00, 3.256478847467126236e+00, 2.731141967721413266e+00, 2.498264107771765108e+00, 3.889592839193319218e+00, 2.574520501609989687e+00
1.898000000000000000e+03, 2.545781838892096527e+00, 3.132234609105457146e+00, 2.447652976331605501e+00, 2.436612816880196597e+00, 3.613649096855183540e+00, 3.901265354513327566e+00, 2.484005408182121233e+00, 4.626341819197286043e+00, 2.148023807938867158e+00, 2.593802388502489009e+00, 2.313265289941620839e+00, 3.353960947472319987e+00, 2.724066695325361831e+00, 2.477994518435556515e+00, 4.066642411900005527e+00, 2.539298140465242160e+00
1.899000000000000000e+03, 2.709888758078783599e+00, 3.095012900435441416e+00, 2.504249624086445802e+00, 2.471931345272432523e+00, 3.517169821226517890e+00, 3.704732003096224080e+00, 2.530824399484414400e+00, 4.633353888715274316e+00, 2.133764055314470554e+00, 2.587803852366265200e+00, 2.225051279816093963e+00, 3.380420122107360648e+00, 2.718244107748839067e+00, 2.484982755242350905e+00, 4.130073757480084318e+00, 2.521297764117201634e+00
1.900000000000000000e+03, 2.687918088415415241e+00, 3.086360450603600203e+00, 2.497393837431971964e+00, 2.448419847214289291e+00, 3.695091783886706338e+00, 3.638813959575028623e+00, 2.517459497699877868e+00, 4.634381523039413864e+00, 2.079979145306301458e+00, 2.594355506912042308e+00, 2.269879166197604548e+00, 3.323741764558989953e+00, 2.733659446428541973e+00, 2.514637254394600063e+00, 4.141012496387139308e+00, 2.589901327104790152e+00
1.901000000000000000e+03, 2.713650565757769417e+00, 3.156150580430005625e+00, 2.641790240247754440e+00, 2.470489828846679892e+00, 3.754417622937394672e+00, 3.637289502609221348e+00, 2.525896673328528408e+00, 4.606179956346545978e+00, 2.043148402308451406e+00, 2.547799843094912475e+00, 2.262713249799662929e+00, 3.202308400035901226e+00, 2.751562246683963320e+00, 2.559520259207429760e+00, 4.104549848392443856e+00, 2.623366691510327975e+00
1.902000000000000000e+03, 2.603846946852562905e+00, 3.209427001597406903e+00, 2.601096582234379007e+00, 2.486010698802595176e+00, 3.682650469732335008e+00, 4.006401651044028789e+00, 2.486744063412476891e+00, 4.626479965531681948e+00, 2.142823810969791687e+00, 2.550517196986464619e+00, 2.339655716648223471e+00, 3.210590143945900810e+00, 2.733658615316386431e+00, 2.543783313790818124e+00, 4.173894385345943370e+00, 2.606587590230295071e+00
1.903000000000000000e+03, 2.521219413715151791e+00, 3.143872421653503224e+00, 2.455115594596340323e+00, 2.490876756386425139e+00, 3.707859386510810928e+00, 4.054694208560785995e+00, 2.519371562234425266e+00, 4.646549793388785154e+00, 2.204315229459282488e+00, 2.503746902428419574e+00, 2.209788543584393139e+00, 3.192215329329115114e+00, 2.731484089057628850e+00, 2.563106274999476408e+00, 4.166851623369224100e+00, 2.580148562471924034e+00
1.904000000000000000e+03, 2.612686680110910764e+00, 3.056540213334366207e+00, 2.407396532550640789e+00, 2.500939587454016788e+00, 3.688190532926778786e+00, 3.933355958351393511e+00, 2.535555641459851461e+00, 4.623733468544481973e+00, 2.203146758404795236e+00, 2.532364561175844297e+00, 2.253218186976921000e+00, 3.094389880072869303e+00, 2.761441769722733586e+00, 2.586153509075911128e+00, 4.236553166208103960e+00, 2.564430233169654905e+00
1.905000000000000000e+03, 2.614266794313693243e+00, 3.128765026052775067e+00, 2.532099084525527566e+00, 2.463178884483729902e+00, 3.690847284674830142e+00, 3.972261266171364547e+00, 2.455343152608504553e+00, 4.634271235666274080e+00, 2.285850628552664965e+00, 2.573883502552326785e+00, 2.271118239782352610e+00, 3.117284763034813722e+00, 2.748295202555423700e+00, 2.595800202266485890e+00, 4.233933794082327395e+00, 2.578486301723585505e+00
1.906000000000000000e+03, 2.611928350165962698e+00, 3.160505439758188206e+00, 2.515504177046441914e+00, 2.500192591087206928e+00, 3.734335457972356664e+00, 3.854596526589373351e+00, 2.493542732976492537e+00, 4.627555055001315587e+00, 2.208112922933222144e+00, 2.600964287560327826e+00, 2.228231117142282169e+00, 3.324899556400123135e+00, 2.752280997165305720e+00, 2.578321768048525531e+00, 4.199082968625626577e+00, 2.590379361336801356e+00
1.907000000000000000e+03, 2.760404640138648169e+00, 3.192503827135315664e+00, 2.478759099211139461e+00, 2.447367904702326236e+00, 3.719454578539415746e+00, 3.947192954158785128e+00, 2.499965165836854464e+00, 4.641568123680405833e+00, 2.202824305091966917e+00, 2.630268631440483507e+00, 2.328318120290683968e+00, 3.455097506449423594e+00, 2.752180108483425869e+00, 2.556141424254426919e+00, 4.152379846142305375e+00, 2.564863773990122553e+00
1.908000000000000000e+03, 2.866659145612477033e+00, 3.111532028478491085e+00, 2.424330734167305046e+00, 2.485803597844048252e+00, 3.753309490717023245e+00, 4.060956885665320648e+00, 2.469678943583562880e+00, 4.633530822078409273e+00, 2.210741314448426031e+00, 2.631510337557910972e+00, 2.283749443675492596e+00, 3.518411859018526044e+00, 2.740869708362221768e+00, 2.563434640964577405e+00, 4.111003360386438210e+00, 2.543396310443125863e+00
1.909000000000000000e+03, 2.764865142107763241e+00, 3.090014526704424558e+00, 2.473550876572609969e+00, 2.467447722518337105e+00, 3.811042668963087632e+00, 3.774733446542264836e+00, 2.481019541873111578e+00, 4.632035074673547470e+00, 2.245016727416667912e+00, 2.627780857380009216e+00, 2.355053595404664524e+00, 3.313022215996170861e+00, 2.728690592479873001e+00, 2.586230007375487361e+00, 4.131467643620221786e+00, 2.573319354295297678e+00
1.910000000000000000e+03, 2.847308307830947793e+00, 3.217943981611134596e+00, 2.451532593519528014e+00, 2.428836144070138481e+00, 3.652334001588682710e+00, 3.786983233710710106e+00, 2.515792291273940773e+00, 4.630026698509760230e+00, 2.214978137133092773e+00, 2.606425598561234125e+00, 2.243842330246524241e+00, 3.286021717782723339e+00, 2.711945054737972427e+00, 2.599651147209509183e+00, 4.157644198748993603e+00, 2.609018483806889499e+00
1.911000000000000000e+03, 2.939036914735433381e+00, 3.232713570253581636e+00, 2.520186036718360167e+00, 2.487143145460094296e+00, 3.507059387488404845e+00, 3.677606501443591469e+00, 2.512544075422896039e+00, 4.635008014132509402e+00, 2.217748341547526980e+00, 2.596951321231406151e+00, 2.258587832702565912e+00, 3.325918511253901588e+00, 2.725945562611669093e+00, 2.601506311465128451e+00, 4.174268719077537604e+00, 2.560546948311570592e+00
