year, CMCC-ESM2, IPSL-CM6A-LR, CNRM-ESM2-1, INM-CM4-8, TaiESM1, GFDL-ESM4, INM-CM5-0, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-LM, CanESM5, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-MM, EC-Earth3-Veg, CESM2-WACCM
1.974000000000000000e+03, 2.776467474248216938e+00, 3.192576757808894161e+00, 2.471119362402062869e+00, 2.530815974630049148e+00, 3.886357707444928256e+00, 3.386719577433474182e+00, 2.498152644910450526e+00, 4.591939950604068343e+00, 2.140488290877313293e+00, 2.646244198786291690e+00, 2.118307444069285062e+00, 3.235050706916001495e+00, 2.727477307599126988e+00, 2.633868877744950598e+00, 4.075030553492138274e+00, 2.605480309503658720e+00
1.975000000000000000e+03, 2.834348874593911383e+00, 3.286433929303560042e+00, 2.532407510622959990e+00, 2.437988612818629885e+00, 4.007035774685371976e+00, 3.471091814762560457e+00, 2.509825374973114087e+00, 4.600910726253498062e+00, 2.270815262998402417e+00, 2.635817838907640542e+00, 2.177242561562949597e+00, 3.357264951266295760e+00, 2.726325206773464238e+00, 2.599191610372337813e+00, 4.054044492126828381e+00, 2.631836546397061660e+00
1.976000000000000000e+03, 2.901560990148419616e+00, 3.287711219644348759e+00, 2.543066295884765626e+00, 2.466022294582465690e+00, 3.978834018993300692e+00, 3.431338990031761238e+00, 2.517056344100523813e+00, 4.578212279306043797e+00, 2.363516428859478768e+00, 2.705940836361707458e+00, 2.254183501926346533e+00, 3.379459032402322816e+00, 2.706546005324759641e+00, 2.585115298005181028e+00, 4.026323575286096634e+00, 2.633114400062066984e+00
1.977000000000000000e+03, 2.894178528579425258e+00, 3.276404481221054432e+00, 2.495772534629580708e+00, 2.450731858512102068e+00, 4.000920788144146201e+00, 3.218988991064965166e+00, 2.510043028982829494e+00, 4.587734991465118206e+00, 2.301363685827233496e+00, 2.719941220435103890e+00, 2.198333245562475113e+00, 3.241838317581854589e+00, 2.712772855009293771e+00, 2.597155734817188755e+00, 4.094988138173484060e+00, 2.644111562414611871e+00
1.978000000000000000e+03, 2.889749221740104179e+00, 3.264567730342653018e+00, 2.469115289653905698e+00, 2.539115711309722023e+00, 4.014393476346787004e+00, 3.258095367420330124e+00, 2.476591213711250905e+00, 4.550716937841791321e+00, 2.359467076205453928e+00, 2.690371321219104495e+00, 2.233750412194663859e+00, 3.204114397791423041e+00, 2.715635022455181069e+00, 2.641291984089231715e+00, 4.147675432518242999e+00, 2.590439501118230403e+00
1.979000000000000000e+03, 2.789430305127815757e+00, 3.238295864253005085e+00, 2.389703035305931422e+00, 2.519217999598391877e+00, 4.013095121958384581e+00, 3.423874942399240506e+00, 2.592812096426045265e+00, 4.557939467073476969e+00, 2.417582036216920471e+00, 2.726096096735784347e+00, 2.345381537618523637e+00, 3.225883334925435886e+00, 2.718704428637590542e+00, 2.540399364728921583e+00, 4.153002543982541539e+00, 2.588949670643407419e+00
1.980000000000000000e+03, 2.802211214812605711e+00, 3.184860499751475782e+00, 2.457910978521781864e+00, 2.428567565615943558e+00, 3.904131654111267835e+00, 3.423129642377457760e+00, 2.454936337198326601e+00, 4.576284618459007802e+00, 2.384204244968187947e+00, 2.754004058378105135e+00, 2.338798459888837389e+00, 3.173388996177341603e+00, 2.698740034665089382e+00, 2.536521089486015512e+00, 4.191295854501467133e+00, 2.612545342834582840e+00
1.981000000000000000e+03, 2.888745061651566637e+00, 3.217674429419272286e+00, 2.523632373151283748e+00, 2.459859999816607079e+00, 3.878314893489901660e+00, 3.185741673701389498e+00, 2.477315596105214013e+00, 4.584277123896378647e+00, 2.364259516303595099e+00, 2.747812087042615481e+00, 2.234459211494439934e+00, 3.187705163106275386e+00, 2.682248810726533872e+00, 2.477672469653808829e+00, 4.180946183972572783e+00, 2.545688816575695235e+00
1.982000000000000000e+03, 2.878485890012451698e+00, 3.283386577183603272e+00, 2.515548380288037400e+00, 2.468617482106091554e+00, 3.881606412498338710e+00, 3.228475071344168779e+00, 2.425172975689575683e+00, 4.575493638567661669e+00, 2.380570507239256450e+00, 2.777320516026424269e+00, 2.242220803991150646e+00, 3.166220425971695285e+00, 2.691359814733033762e+00, 2.600944780638300369e+00, 4.174571071704044734e+00, 2.526595303788557789e+00
1.983000000000000000e+03, 2.703411056527269540e+00, 3.300304344651634469e+00, 2.542780720676563355e+00, 2.511574473369253990e+00, 3.791605715928996201e+00, 3.353542295043348442e+00, 2.519996912472604045e+00, 4.561387455770335109e+00, 2.384505070413170280e+00, 2.778417112828015512e+00, 2.141060274718900480e+00, 3.176843052280351465e+00, 2.721046605232539495e+00, 2.651095159032209381e+00, 4.214809433231593516e+00, 2.620001515592012442e+00
1.984000000000000000e+03, 2.722960531252641037e+00, 3.309533097720910533e+00, 2.453368022012257565e+00, 2.548081340205614609e+00, 3.794306651365594973e+00, 3.305380437325196930e+00, 2.495257021189173585e+00, 4.561692530959057024e+00, 2.259327964984712889e+00, 2.799315750230783273e+00, 2.217733533130724410e+00, 3.036116955634458048e+00, 2.742023827655050372e+00, 2.703751192158463379e+00, 4.096363309965965094e+00, 2.660520203950117679e+00
1.985000000000000000e+03, 2.849477302627697384e+00, 3.245923467171108800e+00, 2.410135401853670700e+00, 2.537192661783495673e+00, 4.018337007949255302e+00, 3.275688353267023789e+00, 2.548806821696099956e+00, 4.543340290752535537e+00, 2.384916915551978267e+00, 2.845741487506725953e+00, 2.323079142012252518e+00, 3.099281324368003521e+00, 2.751275732953013531e+00, 2.710136090536508391e+00, 4.140872806853155730e+00, 2.568110457562828852e+00
1.986000000000000000e+03, 2.878778674949262317e+00, 3.282917975177611414e+00, 2.479596269594848135e+00, 2.462310054647677493e+00, 4.025479124204339065e+00, 3.346059583449577879e+00, 2.483383374255475395e+00, 4.557533482343782971e+00, 2.468095475729761734e+00, 2.849268200094484005e+00, 2.289674423830859062e+00, 3.322225721302024315e+00, 2.707120789013807816e+00, 2.688769564841139381e+00, 4.126350711531134863e+00, 2.610204849959228302e+00
1.987000000000000000e+03, 2.915444471235635326e+00, 3.245940443184052171e+00, 2.434126208256824686e+00, 2.465498588003841363e+00, 3.902458712875076063e+00, 3.187680798553164774e+00, 2.450920011916519314e+00, 4.562538331884915088e+00, 2.459390101517590299e+00, 2.850212912187618741e+00, 2.255275229171874063e+00, 3.263701457309069021e+00, 2.713810709834752810e+00, 2.710755843622201233e+00, 4.181057201893906061e+00, 2.722595029374020648e+00
1.988000000000000000e+03, 2.991506946617713769e+00, 3.223606706374158470e+00, 2.431266376872165846e+00, 2.505833769553229118e+00, 3.810073555945655777e+00, 3.299712674220827147e+00, 2.520896566348670209e+00, 4.567512698266197546e+00, 2.417736322890827960e+00, 2.866774958785583305e+00, 2.248594368053748127e+00, 3.215193938710978028e+00, 2.740842957244009614e+00, 2.791979640700047227e+00, 4.249321248842240273e+00, 2.759407881773467519e+00
1.989000000000000000e+03, 2.969954909659838993e+00, 3.140357712205330554e+00, 2.486654941247681272e+00, 2.469959198535082834e+00, 3.780516535578168025e+00, 3.328022248241565784e+00, 2.486924292948005988e+00, 4.563218821380503165e+00, 2.303952720594220072e+00, 2.856953310874412288e+00, 2.247192929221983881e+00, 3.158365082928800582e+00, 2.764096712568494318e+00, 2.812094483931374622e+00, 4.192108924707874884e+00, 2.715377949654995682e+00
1.990000000000000000e+03, 2.917958574010741213e+00, 3.217785201697146213e+00, 2.482244689926019099e+00, 2.510148556654811181e+00, 3.789999066204399192e+00, 3.300540368502058453e+00, 2.513053903293466007e+00, 4.564000771164688608e+00, 2.337585596524484277e+00, 2.827102921630734844e+00, 2.303873624330956105e+00, 3.075733596639929956e+00, 2.756922457229564305e+00, 2.800377048904501454e+00, 4.210656400496526786e+00, 2.667770016825397050e+00
1.991000000000000000e+03, 2.943116383468306729e+00, 3.302947118346525990e+00, 2.535704738205549535e+00, 2.460276590415115816e+00, 3.796801632571088714e+00, 3.215510911991834586e+00, 2.483913160661805009e+00, 4.565649001035144039e+00, 2.348081334428620881e+00, 2.768590948531555629e+00, 2.269447674403240356e+00, 3.093515594339976360e+00, 2.759512870766172465e+00, 2.696986714033639210e+00, 4.277129644370114114e+00, 2.672262198976486314e+00
1.992000000000000000e+03, 2.960110115514231310e+00, 3.350745928391040351e+00, 2.450126095846066665e+00, 2.532379271437604551e+00, 3.822866280597297273e+00, 3.449160813529054348e+00, 2.532044071598734902e+00, 4.543620430176737557e+00, 2.409985190328277405e+00, 2.728904565674432181e+00, 2.160797440997672236e+00, 3.159459768306788874e+00, 2.758621167053154632e+00, 2.698330892587446073e+00, 4.304683127509763452e+00, 2.692137587852640124e+00
1.993000000000000000e+03, 3.030347673535410458e+00, 3.311438598488142038e+00, 2.504259783455369703e+00, 2.509133363582336962e+00, 3.911573116623528357e+00, 3.368291284813155873e+00, 2.523283872233706315e+00, 4.552713431467505067e+00, 2.356697383803410428e+00, 2.740913894505109472e+00, 2.235359724718306573e+00, 3.118587793572675793e+00, 2.792844671900523323e+00, 2.782778233185813299e+00, 4.247545625172042705e+00, 2.661552958173799777e+00
1.994000000000000000e+03, 2.902881238380448536e+00, 3.244131871083177021e+00, 2.541133552441450671e+00, 2.472271531393545274e+00, 4.072584739733927428e+00, 3.067439557206970147e+00, 2.535819004176532054e+00, 4.551401842409569909e+00, 2.423729917481057150e+00, 2.825379032904568710e+00, 2.279407899324848330e+00, 3.267863497661017913e+00, 2.795010590628285385e+00, 2.807779481655212628e+00, 4.138363884282095562e+00, 2.695883000668640506e+00
1.995000000000000000e+03, 2.778094488202365486e+00, 3.300891792768214206e+00, 2.523347897301059017e+00, 2.484316744217145878e+00, 3.974129436823076400e+00, 3.176411792778361942e+00, 2.485600503350025026e+00, 4.525667048042999241e+00, 2.456857471035845730e+00, 2.868622410262526845e+00, 2.278375046707792784e+00, 3.240336623461179233e+00, 2.789245322063400145e+00, 2.731659933197299495e+00, 4.241638848398081585e+00, 2.715249030029570854e+00
1.996000000000000000e+03, 2.796105749512693528e+00, 3.308140065985953449e+00, 2.474446194028498969e+00, 2.470672788109494533e+00, 3.770958676159199108e+00, 3.395591475625410638e+00, 2.474338466168569894e+00, 4.547014375167479194e+00, 2.366314967074163889e+00, 2.872971490733833289e+00, 2.124428306936960720e+00, 3.208366646343395967e+00, 2.789473538412964970e+00, 2.756789113047253714e+00, 4.087394797990441475e+00, 2.730239712149427511e+00
1.997000000000000000e+03, 2.923320233987885430e+00, 3.247395640240817727e+00, 2.340388932968782143e+00, 2.512736859069069961e+00, 3.665173407901818337e+00, 3.344349354811122499e+00, 2.442655067053258300e+00, 4.555801700406906463e+00, 2.370292778313649595e+00, 2.789475044119041236e+00, 2.239782724914213485e+00, 3.190146419035742920e+00, 2.769353104744646910e+00, 2.722298927406510138e+00, 4.116305762632471499e+00, 2.693717298704571661e+00
1.998000000000000000e+03, 2.960161183276980967e+00, 3.264279074617498555e+00, 2.373482630337989008e+00, 2.521614125998329126e+00, 3.893429414353778206e+00, 3.163758542221830616e+00, 2.513537035138277531e+00, 4.548999388785252229e+00, 2.360746689447014379e+00, 2.771642889994772929e+00, 2.220009366650840921e+00, 3.129183064602759856e+00, 2.757918084637186684e+00, 2.726406769154184673e+00, 4.101383662399901375e+00, 2.674487950930359847e+00
1.999000000000000000e+03, 2.949174224722773019e+00, 3.290533505491747501e+00, 2.491322918201379633e+00, 2.524200883164996689e+00, 4.100816113972945764e+00, 3.147027326934030977e+00, 2.524956512517033680e+00, 4.519250526346570318e+00, 2.204787877518813222e+00, 2.826259701977514638e+00, 2.281845263793264245e+00, 3.295307465971743621e+00, 2.799357453849449229e+00, 2.779650904213370577e+00, 4.227717101764975283e+00, 2.770137358331303812e+00
2.000000000000000000e+03, 2.997864415138117966e+00, 3.287343483504600705e+00, 2.438560121052681939e+00, 2.487322529034716734e+00, 3.870425002299392236e+00, 3.074824376115025792e+00, 2.496437484704735699e+00, 4.533873258326575062e+00, 2.383357913334075651e+00, 2.834096029854721088e+00, 2.284366906218726179e+00, 3.314007669825560054e+00, 2.782887860609728481e+00, 2.818089324707795829e+00, 4.272398610449053891e+00, 2.736052009113029815e+00
2.001000000000000000e+03, 2.847215201904034210e+00, 3.323619414350756252e+00, 2.416805544873307898e+00, 2.464049914134624597e+00, 3.754407420591770794e+00, 3.096220615461132475e+00, 2.530545908501017571e+00, 4.536379191210010653e+00, 2.365614270422278231e+00, 2.792067076131566239e+00, 2.243527982023620027e+00, 3.359289548690822969e+00, 2.808097008134301742e+00, 2.828881633798407069e+00, 4.240103275088075385e+00, 2.744928936126041830e+00
2.002000000000000000e+03, 2.714627988670487824e+00, 3.395592973295207706e+00, 2.484980105535452566e+00, 2.535745262712737258e+00, 3.886550606301897304e+00, 3.213090908147246960e+00, 2.519394737454253352e+00, 4.545231444458370795e+00, 2.249427412132378290e+00, 2.757064677525756125e+00, 2.230049902410124574e+00, 3.242365240712420604e+00, 2.782457595483129431e+00, 2.854977704603929745e+00, 4.198158667647801323e+00, 2.809669876316008619e+00
2.003000000000000000e+03, 2.777046461931515164e+00, 3.358872775639317965e+00, 2.576749662490572135e+00, 2.501601865716783113e+00, 3.924972632250456339e+00, 3.272865779447605927e+00, 2.538794041909161248e+00, 4.561640186557306187e+00, 2.281696997088907608e+00, 2.839559706659804839e+00, 2.224715962191416985e+00, 2.994539146695407439e+00, 2.774439453414098367e+00, 2.832995556165607720e+00, 4.177549332217002309e+00, 2.853622481410225120e+00
2.004000000000000000e+03, 2.927954395413857824e+00, 3.381257095841476712e+00, 2.531773538507473553e+00, 2.535577122863793331e+00, 3.881132209798695332e+00, 3.061467998670327706e+00, 2.487241762110022680e+00, 4.545619589206173039e+00, 2.273214776745082766e+00, 2.908205345972183942e+00, 2.272597296044656989e+00, 3.176238642373243160e+00, 2.778448277177872239e+00, 2.842645990585111804e+00, 4.176921148389316940e+00, 2.823737118924629197e+00
2.005000000000000000e+03, 3.029445656913990259e+00, 3.430051115171652398e+00, 2.521239065992943118e+00, 2.554381877320886396e+00, 3.793663455786232763e+00, 3.265712641344196587e+00, 2.522803927215510722e+00, 4.542818144963733928e+00, 2.236158249549823562e+00, 2.956885215265053546e+00, 2.263619203207387187e+00, 3.174184127179296766e+00, 2.750022099070779102e+00, 2.810417931032339833e+00, 4.276790035943329293e+00, 2.797486850198592556e+00
2.006000000000000000e+03, 3.019495752521176080e+00, 3.346818989310857528e+00, 2.527651558438696711e+00, 2.485918834390188792e+00, 3.842489015560380583e+00, 3.330803090259446986e+00, 2.504819115124713669e+00, 4.536586755030218576e+00, 2.189464405275448833e+00, 2.996489612848765915e+00, 2.368201308482140721e+00, 3.290837302417230603e+00, 2.771551599463774274e+00, 2.802609592892566948e+00, 4.314048881960943937e+00, 2.809906011584375474e+00
2.007000000000000000e+03, 3.003098800551434522e+00, 3.374377973869006730e+00, 2.639830729583835023e+00, 2.490826905614497822e+00, 3.937005484270788891e+00, 3.424345229112392364e+00, 2.477175710205774095e+00, 4.560412541664653929e+00, 2.332706471199300413e+00, 2.965416735730569187e+00, 2.253064295429009434e+00, 3.061317430364478565e+00, 2.797618735067865181e+00, 2.846424251513036907e+00, 4.216200637507799165e+00, 2.834677925394196496e+00
2.008000000000000000e+03, 2.953746342158385829e+00, 3.370446763074772090e+00, 2.514430775396439444e+00, 2.516031868954069051e+00, 3.921678577654030384e+00, 3.251088967955958697e+00, 2.552487820779511196e+00, 4.543144896189596160e+00, 2.478405452275056042e+00, 2.941189754099374998e+00, 2.185198572780829629e+00, 2.979962688814831395e+00, 2.814446550895902455e+00, 2.914757887968535854e+00, 4.298133122106805537e+00, 2.762123533539770914e+00
2.009000000000000000e+03, 2.961058623954535118e+00, 3.426990025352298908e+00, 2.471635379170393776e+00, 2.534409156481118863e+00, 3.830475531163677338e+00, 3.154553629963323669e+00, 2.502243796613334403e+00, 4.532875257651980405e+00, 2.370984183152689440e+00, 2.905202987031290096e+00, 2.321912910859091461e+00, 3.166941016274788190e+00, 2.800018392622551477e+00, 2.962855777172498595e+00, 4.309328411794042246e+00, 2.821167299160544761e+00
2.010000000000000000e+03, 2.991383740621457399e+00, 3.307314740114521978e+00, 2.471178954054494614e+00, 2.473528481983621852e+00, 3.737666099896597149e+00, 3.077707908332840692e+00, 2.454420466987237148e+00, 4.531975419040096043e+00, 2.438421903914623101e+00, 2.877214128519545167e+00, 2.146771165335977560e+00, 3.220742268455379698e+00, 2.791180704910191768e+00, 2.965102224927651076e+00, 4.179770119004653672e+00, 2.868675356729679660e+00
2.011000000000000000e+03, 2.945041022161073663e+00, 3.310905672346092121e+00, 2.450012940731128630e+00, 2.454820922586658849e+00, 3.807949033261553318e+00, 3.295528338208301378e+00, 2.538827877581950609e+00, 4.530329454635877440e+00, 2.377111967729685915e+00, 2.916668205118252644e+00, 2.200703294532341037e+00, 3.135856301678329405e+00, 2.770724475522369001e+00, 2.992774497274178547e+00, 4.127786953831934724e+00, 2.849538162330830460e+00
2.012000000000000000e+03, 2.971680814436674201e+00, 3.296175458720624896e+00, 2.545573384636355740e+00, 2.533195617771093922e+00, 3.794206634344698958e+00, 2.987970260207631235e+00, 2.470316256725123782e+00, 4.528969134654176720e+00, 2.425302563837888226e+00, 2.951462349384678774e+00, 2.293108451703361972e+00, 3.187959987155401187e+00, 2.744548190069864280e+00, 3.031581127023111666e+00, 4.239504548452475596e+00, 2.834965377495415773e+00
2.013000000000000000e+03, 3.097486871023693134e+00, 3.254129324770941523e+00, 2.568327613309112412e+00, 2.499100816203547293e+00, 3.868696197834232908e+00, 3.023352529330612715e+00, 2.506979503419979327e+00, 4.529138055721499079e+00, 2.366028821067364341e+00, 2.953240464329634829e+00, 2.278945584178233563e+00, 3.209739620914672020e+00, 2.807374431874849474e+00, 2.967142304715764123e+00, 4.175664345306427272e+00, 2.816844228502367820e+00
2.014000000000000000e+03, 2.987003412789013712e+00, 3.263132816536007841e+00, 2.572571442774502781e+00, 2.485254925330512954e+00, 4.035818939096410318e+00, 3.315104865913836907e+00, 2.465143835662691796e+00, 4.522046613215602306e+00, 2.293972562241542779e+00, 2.918104475369001527e+00, 2.185617475711640445e+00, 3.147420420978727318e+00, 2.803854676377379285e+00, 2.937366730387434011e+00, 4.299540940692845759e+00, 2.835576551495743391e+00
