year, CESM2-WACCM, GFDL-ESM4, CanESM5, CNRM-ESM2-1, MPI-ESM1-2-LR, CMCC-ESM2, MIROC-ES2L, UKESM1-0-LL
1.870000000000000000e+03, -6.757587715484078434e-11, -5.452268134017196209e-10, 7.751553456447548041e-10, -6.827002344190760627e-10, -1.156325181937209805e-10, -1.369208869377244050e-09, 1.301990881537864116e-10, 1.703237486430986134e-09
1.871000000000000000e+03, -4.359411475958365149e-10, -2.554024283168450688e-10, -1.866914871207018744e-10, -7.815120934440015604e-10, 1.954567249303470555e-10, -6.007516189451203443e-11, -4.358330467277402127e-10, 4.333571141210794069e-10
1.872000000000000000e+03, -7.549620639544386840e-10, -1.306124143232017858e-09, 9.664871523539355389e-10, 9.046149093085798839e-10, -1.913828358857364736e-10, 2.932564004263151035e-10, -1.012239673447998355e-09, -1.297044595514494137e-09
1.873000000000000000e+03, -7.615867722897860044e-10, -9.313843141248940252e-10, 2.386778930862742030e-10, -7.582355752793739399e-10, -6.455866657535436220e-10, -1.170214000055472250e-09, 9.964549188094705622e-11, -2.845099852366331690e-09
1.874000000000000000e+03, 5.857371142889216893e-10, -5.577386832858476930e-10, 4.956718896563444523e-10, 7.535955304730039032e-10, -6.193782019295254723e-10, 5.762193041993102677e-11, 5.205161535965558579e-10, 9.957912692608057650e-10
1.875000000000000000e+03, -3.250533233112774384e-10, -8.731028904322501206e-10, -4.581913095976964084e-10, -2.235598157548360727e-10, 1.353714545064878622e-09, -6.781469493827775136e-10, -2.445149358678530604e-10, 7.617043010498195746e-10
1.876000000000000000e+03, -2.799148548571832709e-10, 3.031056403353482605e-09, -1.699712316158493321e-09, 2.464045713001855300e-10, -5.502156601750210162e-11, -1.129991617531032055e-09, -1.435784705534227102e-09, 8.165139949336172232e-10
1.877000000000000000e+03, -2.349148478115312661e-10, 1.559680049975704000e-09, 1.479368675629790112e-10, 4.127470547850672597e-10, -2.042538534023739571e-10, -5.072027552821069860e-11, -6.477475873352573835e-10, -7.530053495948568979e-10
1.878000000000000000e+03, -5.571895318815140078e-10, 7.852947370677912487e-10, 4.790451980965174467e-10, 1.590291492108339778e-10, -1.445692134273510116e-09, 1.044922446698268934e-10, 5.213984766081135658e-10, -2.181186634384523852e-09
1.879000000000000000e+03, -1.086219778841461019e-09, -2.919625539195907098e-10, 8.600849724993983962e-10, 7.804265312062444133e-10, -2.024077733299287550e-09, -4.516237701701753297e-10, 7.834067949716567375e-10, 1.163709313538019949e-09
1.880000000000000000e+03, -1.855337440022433600e-10, -7.739800294348216896e-10, -1.638522830201893215e-10, -1.167780702979581794e-09, 1.928832453202135992e-10, -1.773258137538465513e-09, 6.375618420870960538e-10, 5.412341877330260765e-10
1.881000000000000000e+03, -3.207661054234284708e-10, 4.209933076532601383e-10, -7.503435999802212078e-10, -2.014524843662766082e-11, 1.223552342896012947e-09, -1.219345637797360251e-09, 2.885088405004720554e-10, 8.312120997818626646e-10
1.882000000000000000e+03, -6.690150638930716297e-10, 2.268248943122690495e-09, 1.548787453257621091e-09, 3.221944740928350346e-10, 1.063164728996992693e-09, -4.450963567532040050e-12, 2.232890974837756516e-10, 3.369830237989162155e-10
1.883000000000000000e+03, -4.451860536593444310e-10, -2.430663339738552558e-09, -7.276942695621311084e-10, -3.745941229119305755e-10, 6.997255776592853560e-11, 5.262406637571001892e-11, -7.895624083585389089e-11, -3.291577086220800672e-10
1.884000000000000000e+03, -2.318104623036104857e-10, -1.066991216742338488e-09, -2.710468576101360183e-10, 7.164170565044225437e-10, -1.710130842927557196e-10, -1.959653751963569927e-09, 1.145905990319707529e-09, 7.258185883297139012e-10
1.885000000000000000e+03, -1.067162007756224740e-09, 1.093493889554219417e-09, 9.424260285343919997e-10, -9.029974722427922158e-11, 1.121094865732691939e-09, -1.634489291779270408e-09, 7.368054353934124707e-10, 1.558663081703443581e-09
1.886000000000000000e+03, -8.054786497435545483e-10, 1.615938146576344665e-09, 1.579741427714040807e-09, 9.525730456387682751e-10, -5.490471743374425055e-10, -5.310943239065526435e-10, 3.512670815222805793e-10, 1.894590021953627990e-09
1.887000000000000000e+03, -9.741450445279173165e-11, 6.298787313374108732e-10, 6.732613594488546954e-10, -3.059094459158441278e-10, -1.351922142667984461e-09, 7.547294517317024767e-11, 3.743065967362352035e-10, 1.441665926593903876e-10
1.888000000000000000e+03, 7.040127126586986000e-11, 2.341467056682027721e-10, -2.952358341917362863e-09, 1.549805551606105033e-09, -7.006161038820381313e-10, -2.727225548473667442e-10, -9.830117113509667487e-10, -8.443370712914694170e-10
1.889000000000000000e+03, 2.422828245537187774e-10, 1.456271330531690923e-09, 3.299122831653610631e-10, 1.097120204958258207e-09, -2.229351696586568616e-10, -4.370833349777948766e-10, 5.426965947173131223e-10, -3.838182742835035901e-10
1.890000000000000000e+03, -1.095703152958817041e-11, -8.072425941455993303e-11, 1.207035527948448454e-10, -8.199239794501313204e-10, -8.283757523613336527e-10, -1.468487686373618699e-09, 6.030180938098198039e-10, 9.797985017002883661e-10
1.891000000000000000e+03, 4.812006798922284617e-13, 1.114003134202126279e-09, 4.976053730677463885e-10, 3.598959344390801462e-10, 1.539886304792219184e-09, -1.061946975474808812e-09, 5.001473077444866971e-10, -7.545217730682867112e-10
1.892000000000000000e+03, 1.191360891418727447e-10, -9.745475972054926925e-10, 5.996111137838102670e-10, 3.409335065465510856e-10, 1.181519706832055440e-09, -1.546735366958665884e-10, 1.963405794198323361e-10, -2.191529890624261944e-09
1.893000000000000000e+03, -1.717535925353827194e-11, -6.374181672052846594e-10, 9.738457217513540074e-10, 9.077869119687730025e-10, -4.918451990926397703e-10, -4.091387989584721018e-10, -1.085199334372315882e-09, 1.285183466643596431e-09
1.894000000000000000e+03, -8.415034648919869938e-12, -6.652843942197640969e-10, -1.447613165071411861e-10, -5.270894445927778425e-10, 9.088699964071343770e-10, -4.886452949693110745e-10, 3.753852693624945955e-10, 1.403206834717821004e-09
1.895000000000000000e+03, 2.913110377518908377e-10, -2.604333110314211512e-11, 8.804852169106681642e-11, 1.126465819639683336e-10, 1.266582495850627908e-09, -1.703695331377672309e-09, 7.945991730138765579e-10, 8.648524684432661482e-12
1.896000000000000000e+03, 3.443833099234063471e-10, -1.340654480271205245e-09, 1.165665977592905088e-09, 1.246752781997692918e-09, -6.229933622427420453e-10, -8.246723002982530144e-10, 6.674559395439857685e-10, -6.186386498050291142e-10
1.897000000000000000e+03, -9.646087309378476280e-10, 6.416047883502920525e-10, 6.008889508044341347e-10, 3.918455096678943274e-11, -6.219203566024781703e-10, 1.648409798245412026e-09, -1.951535524177703873e-10, 1.465791395304311188e-10
1.898000000000000000e+03, -3.865630484662949035e-10, 6.413556807917512615e-10, 1.310614540073935725e-09, 5.458038084198906754e-10, 3.695972794074271725e-10, -9.120193265190989060e-10, -7.046487823293399696e-10, 1.370340820052010096e-10
1.899000000000000000e+03, 1.490923853414007543e-10, -1.958607714415327626e-09, -3.077330761844852892e-10, 6.255859243423857793e-10, 1.314517460617741152e-09, -1.172196520596753480e-09, 4.463192961655163951e-11, 9.626548160937096049e-10
1.900000000000000000e+03, 1.611876185746614446e-10, -3.395977718000322994e-09, -1.711749735418606191e-10, 7.837300256015035619e-10, 1.364257269407763590e-10, -2.060036102599719994e-10, 5.271976411953357817e-10, 2.017990703301270166e-10
1.901000000000000000e+03, 2.688232663503475085e-11, -7.929764057426047009e-10, 4.007628915696900049e-10, 1.580458673172848739e-09, -3.082837539893354476e-10, -8.212420857427304682e-10, 3.071032840544555877e-10, 7.560959068468881975e-10
1.902000000000000000e+03, -3.596571932417225479e-10, 3.021497404470819350e-09, 1.763738956045539078e-09, 4.783245159014121218e-10, -8.335582735114258622e-10, 6.278063276577335759e-10, -1.031337899923926505e-09, 4.398656033524860385e-10
1.903000000000000000e+03, -5.034646102440202430e-10, 1.006271117319221895e-09, -6.999433501279952367e-10, -7.331470964513438894e-10, -4.485872835644911730e-10, -1.579356045298261863e-10, 6.321042266686960805e-10, -8.241944139798258933e-11
1.904000000000000000e+03, -8.807815795857451467e-11, -1.290311799108882688e-09, 1.430893846064373592e-10, -6.982438699473485666e-11, -1.063704652643910352e-09, -7.932605267463162784e-10, 3.166904954814929444e-10, 6.961215524236184625e-10
1.905000000000000000e+03, 3.155107956559335766e-11, -6.070708669568853497e-10, 4.803880213539397754e-10, 1.218899379089537942e-09, -8.747122545848668849e-10, -6.140951499736517992e-11, 3.755599840297663888e-10, 9.860198928035053465e-10
1.906000000000000000e+03, -6.842776031120623262e-10, 2.372521473075231724e-10, 2.651957362850742465e-10, 6.756705831892836736e-10, 1.178217246461614620e-09, -5.991010207883955856e-10, -1.830185963813637848e-10, 1.108119326198239243e-09
1.907000000000000000e+03, -3.564107203669762124e-10, 1.943363849676170148e-09, 9.030283916344866565e-10, -6.108978815128638089e-10, 1.170402694542698908e-09, -1.216997876661345504e-09, -3.820195207593323865e-10, -2.054650279680173604e-10
1.908000000000000000e+03, -3.532973501299973585e-11, 2.519760532731332884e-10, 1.316967589374408648e-10, -5.493760517750004524e-10, 1.990903894389490975e-09, -4.971039347305546246e-10, -6.694518883507397308e-10, -5.255499382758776204e-10
1.909000000000000000e+03, -1.798638923058030737e-10, -9.800133138775355460e-10, 5.748525810129300684e-10, 6.332786788146892893e-10, -8.928488660435914903e-11, -4.725807680712847341e-10, -8.453209746578482772e-11, 1.281014996946787588e-10
1.910000000000000000e+03, 5.944243884803246796e-11, -4.346708842031090583e-10, -1.732788271290733369e-09, 5.362249033642948693e-10, -3.020443473286076121e-10, -1.204501923060587084e-09, 6.969415456298552616e-10, 8.342122101159286166e-10
1.911000000000000000e+03, -8.564366778505038542e-10, -1.249023085252171889e-09, -5.868829992265433919e-10, -2.990982849429729716e-10, 3.099322032583388012e-11, -1.126598665146129201e-10, -5.078163168849427156e-10, 4.053885327869842758e-10
1.912000000000000000e+03, -1.243979803466306372e-09, -6.774032315339233903e-10, -2.380671654163756632e-09, 6.093576272457465808e-10, 4.774096036702547498e-10, 2.149752875740278188e-10, -9.585125590804461236e-10, -7.677299281624743556e-11
1.913000000000000000e+03, -5.474390832122837994e-10, 1.547463771796791999e-09, 7.207667247045987935e-12, 5.370559607092473001e-10, -2.454811692193560981e-09, -1.591613280249105833e-10, 5.288196849241904300e-10, -5.901089701644513688e-10
1.914000000000000000e+03, -1.457843990661667969e-09, 1.565841781248521303e-09, 1.138607376670290088e-09, 1.701260068514878251e-10, -3.628041939728613491e-10, -5.180158315744660938e-10, 6.253054770562572547e-10, -1.562110403286179110e-09
1.915000000000000000e+03, -5.318352583590829150e-10, -1.003061798276788606e-09, 1.015032555162503423e-09, 9.797002094377911279e-10, 1.042966621119687399e-09, -2.314823104249041085e-10, 2.550590318729632618e-10, -1.539719744349828527e-09
1.916000000000000000e+03, -7.286374043623077493e-10, -3.046272268333507599e-10, -9.589464447685553468e-10, 4.431956835543540360e-11, -4.321963004108718556e-10, -1.156201009799232460e-09, -1.067075731642157420e-09, -1.733296702360208539e-10
1.917000000000000000e+03, -3.610283537536979892e-10, 6.713171672435879281e-10, -4.928991979910480328e-10, 1.089672221505212068e-09, 7.545834136603118319e-10, -6.363718358472524101e-10, -1.337256549947769881e-09, 1.106912214639922385e-09
1.918000000000000000e+03, -1.046631220198377546e-09, -1.950064652843071070e-09, -1.851268850877316188e-10, 1.341428971374838028e-09, 1.189221753865758793e-09, 4.418538940415114550e-10, 4.427907817621467246e-10, -6.123863481464408274e-10
1.919000000000000000e+03, -2.661533758963982555e-10, -2.220523250455098542e-09, 5.333052143365590418e-10, -7.958695050564433209e-10, 6.290771904305361937e-10, -1.736387470173305596e-10, 9.254764073352695303e-10, -2.449340548713950777e-09
1.920000000000000000e+03, -6.857919946270511831e-11, 6.956754869087577983e-11, 1.097268919948040674e-09, -9.789699486760711315e-10, -1.442411761013226528e-09, -4.816118250670213963e-10, 3.839759566513830901e-10, 5.816545886860284851e-10
1.921000000000000000e+03, -1.224562824717062695e-09, -7.324020912682881968e-10, 2.986518201094441517e-10, 6.101812738042861770e-10, 3.779858934112456943e-10, 2.107693178784508174e-10, -2.263373287959999353e-10, 5.906553197324193167e-10
1.922000000000000000e+03, -4.081287169324689938e-10, -5.958224376650832965e-10, 1.345719255412036470e-10, 6.427371106374360759e-10, 1.193541161222354821e-10, 4.288069416875702597e-10, -7.106505747411909016e-10, 3.776204559842928115e-10
1.923000000000000000e+03, -4.402219250151877590e-10, -1.368816569914965065e-09, -4.019980161495676574e-11, 7.541441868980101423e-10, 7.520621070490527863e-10, 4.003002883304111062e-10, 5.609433509755249723e-10, -1.120378317552396736e-09
1.924000000000000000e+03, -6.464384186073409218e-10, 1.485253336170397993e-09, -3.605177549016249192e-09, 2.084355744957994419e-10, 6.746902967562683718e-10, -1.296519944143000404e-09, 2.368345945753009628e-10, -1.696947619628454006e-09
1.925000000000000000e+03, -5.989299698292163507e-10, 8.189483035023420904e-10, -6.840416663061363033e-11, 7.831893449565198088e-10, 8.026071651159051352e-10, -1.023614638874983221e-09, 6.131465723389217550e-10, -9.311454992027003026e-10
1.926000000000000000e+03, -1.296647930668370875e-10, 7.066664269318101123e-10, 6.389353170497273815e-10, 1.238177645002129124e-10, -1.404406424595645952e-10, 1.997711145186090361e-10, 1.294145670384338116e-10, 1.555001874080966238e-09
1.927000000000000000e+03, -2.482608315363907473e-10, -2.110726016369042169e-09, 1.733630541660310169e-09, -4.073146199083673792e-10, -3.837491547347259722e-10, -7.753122407735398722e-11, -2.278260512648534400e-10, 1.679890380596468890e-10
1.928000000000000000e+03, -3.135976412038234906e-11, -3.325904790232495550e-09, -3.897575848157310447e-10, 4.999908544344431019e-10, -7.124694496815732580e-10, -1.009444144158041303e-10, -9.332724834807213293e-10, 7.023377244256921971e-10
1.929000000000000000e+03, -7.643397635903302326e-10, 8.335886173893367861e-10, -1.265103006407838656e-10, 1.208471257612306449e-09, -3.298824545706765806e-11, -5.236542316162880353e-10, -4.946270345031028897e-10, -4.101588514578164591e-11
1.930000000000000000e+03, -6.270349386818628142e-10, -1.727466641063706246e-09, 5.580908587393957595e-11, -8.491479236789871534e-10, 7.597066676156537549e-10, 2.201098226575544491e-10, 3.271352255825224532e-10, -1.843329856327896569e-09
1.931000000000000000e+03, -1.162831268655612381e-09, -3.551449161042155915e-09, -1.874371993517599704e-10, -1.102778620537336134e-10, 9.143730590127257149e-10, -1.292994089605107408e-09, -1.569165266199824259e-10, 1.184434912791197900e-09
1.932000000000000000e+03, -5.551090411964218610e-10, -5.949252844486677006e-09, 1.192152417918958428e-09, -6.873938953383108963e-10, 3.397579159276220943e-10, 1.077227181129915546e-09, -7.048074857941197893e-10, 1.364740651229611409e-09
1.933000000000000000e+03, -2.754792901970345822e-10, -4.020454630735765347e-11, 1.217613025104181722e-10, 2.359747946590605753e-10, -1.612654125077034690e-10, 3.295988444034766365e-10, -2.474867878299060351e-12, 5.408866014993516443e-10
1.934000000000000000e+03, -8.077813502923623268e-10, 1.145587234981908070e-09, 3.989790146552384183e-10, 8.998965150937964655e-11, -1.150241943150678539e-09, -2.783651864810062926e-10, -1.055519674857182372e-10, 3.158731487463274802e-10
1.935000000000000000e+03, -1.208989674711199897e-09, 1.991770558279259238e-09, -7.106071338431674887e-10, 6.826509152239521790e-11, -7.272840682695243341e-10, -3.294558695762555083e-10, -7.616941744784057244e-10, 1.077726859096619335e-09
1.936000000000000000e+03, -9.798150966109722947e-10, -1.752109888775568005e-10, 8.594146525977027763e-10, -2.713610369530629073e-10, -4.171973415840404367e-10, 3.460009491125173390e-10, 2.733915565162771979e-10, -1.381041109165591278e-09
1.937000000000000000e+03, -7.038553307103847315e-13, -1.001475761800088397e-09, 5.498804692379000891e-10, -5.659153616515053348e-12, -1.030571041508799533e-10, -5.585465683433982757e-10, 1.157578681120937016e-09, 1.352455943795899787e-09
1.938000000000000000e+03, -6.228718210473016266e-10, 1.081811376308149778e-09, 1.975448464942576992e-10, 1.700083500419885735e-10, -2.540979523256494659e-10, -1.177589312108452663e-09, 3.091633130823637579e-10, 1.339716895319247384e-09
1.939000000000000000e+03, -7.311587770086574760e-10, -2.111709793678777037e-09, -1.226576028869263142e-09, 1.943826117768487079e-10, 1.253694776884444627e-10, -2.451090692947449698e-10, -5.154796526101282576e-10, 7.296834908947475612e-10
1.940000000000000000e+03, -1.786608841738874525e-10, -5.465170626268156647e-10, -1.975878919956687326e-09, 2.992277011834367564e-10, -9.830726253655824052e-10, 5.005168208592778508e-10, -1.046053721177338934e-09, -6.447628765162019427e-10
1.941000000000000000e+03, -1.042336424693749084e-10, 6.265138880521033946e-10, -4.040837265039749434e-10, 9.541412599532560276e-10, -6.725878236182923735e-10, -1.066665562685076033e-10, -8.559448347241196258e-10, 3.231038178869683232e-10
1.942000000000000000e+03, -4.769493979058870280e-10, 1.060029368642686358e-09, 1.073200835183375885e-09, -1.677651777480992062e-10, -3.925936036548926207e-10, -6.311536978056676558e-10, 2.296606797138509195e-10, -1.577066646762150572e-09
1.943000000000000000e+03, -1.513022070030474994e-11, -3.116638664500407572e-09, -1.418240392342190531e-10, -2.223069471804525860e-10, -8.721607829672037452e-10, -5.788124052446219689e-10, 1.341745347929855417e-09, -3.605275053691070617e-10
1.944000000000000000e+03, -2.336734786302623422e-10, -1.219905481196786526e-09, -1.889913301444761060e-09, -8.198134316398713601e-10, 5.882710148426137399e-10, -9.886817184165415458e-10, 6.682783403949404237e-10, -7.540264170758071472e-10
1.945000000000000000e+03, 4.407293842625217869e-10, 1.337169001912821807e-09, 2.673334098144115993e-11, 3.189487809710483766e-10, -6.264345127144823163e-10, -4.692415053471182882e-10, -1.744229377796523417e-09, 1.275218972219038169e-09
1.946000000000000000e+03, -3.122436748756014266e-10, 7.401433820793596467e-10, -1.760971213561308030e-09, 1.085839714421971195e-10, -1.046368042450371948e-09, 7.793594848735203272e-10, 1.120540347515529811e-10, 7.087959151379422658e-10
1.947000000000000000e+03, -4.234109618438708624e-10, -4.611770914545618658e-10, -5.071210663096769154e-10, -1.955969843468778930e-09, 3.971691385802482167e-11, -5.463468286485749831e-10, 1.026822679617768445e-09, -1.106117004671316370e-09
1.948000000000000000e+03, 7.808995847958330830e-10, 6.311269098734485612e-10, -1.573199810533953861e-09, 5.433697455603551608e-10, 1.195641336260099101e-09, -5.307629701593869828e-10, 8.333125381369197372e-10, -1.570358829165990911e-09
1.949000000000000000e+03, -2.001303578550066878e-10, 1.261919270067871179e-09, -2.180177812969947505e-09, 1.106502959682180259e-09, 8.900678430686262489e-10, 2.494860780507441253e-10, -3.083998043110975418e-11, 7.930260111103164819e-10
1.950000000000000000e+03, 1.093447001654069833e-10, -1.018827164167852139e-09, 8.188123213116657863e-11, 6.123396027332932785e-10, 1.085554198059001858e-10, -3.466440868854467475e-11, -8.932890285065537811e-10, 1.457591400089449410e-09
1.951000000000000000e+03, -8.273808107876040325e-10, 2.059034853923220004e-09, -9.228983820552500783e-10, 8.755044451086897503e-10, -2.423648987660420811e-09, -1.203196210968193827e-09, 5.442233614356514496e-10, 7.633862681966328556e-10
1.952000000000000000e+03, -8.166702941356542705e-10, -2.785383597369714401e-10, -7.670527478738993270e-10, -5.951500129376190358e-10, -3.653665434188275248e-10, -5.541034033221853958e-12, 7.845167253902751725e-10, 9.927533410584025117e-10
1.953000000000000000e+03, -2.449705146949493886e-10, -3.360108841117385033e-09, 8.212169679551219782e-10, 4.276729671616643810e-10, 1.126537148519857737e-09, 4.528124033544049478e-11, -1.029374702697881189e-09, -2.753782999386844205e-10
1.954000000000000000e+03, -6.655755525007137328e-11, 1.015164700350763133e-09, 2.943098081023904665e-10, -1.583511994161563840e-11, 4.732982536694701530e-10, -2.188650857421755776e-09, -4.943174494450196278e-10, -3.078735597462025733e-09
1.955000000000000000e+03, -2.824576448433465489e-10, -1.327916923279698835e-10, -6.407714532256463211e-10, -1.590678070463188125e-10, 1.090412330771123616e-09, 5.317191329382278940e-10, 2.306400396834117828e-10, -1.454579998311889140e-09
1.956000000000000000e+03, -2.175415145867550236e-10, 2.043038893457565150e-09, -1.022114495645554875e-09, 1.120645792391337910e-09, 4.783495617324624933e-10, -2.702274331616950091e-10, -4.752200478832438346e-10, -4.005272893362997819e-10
1.957000000000000000e+03, -2.730759215046603775e-10, -7.463057159416840395e-10, -5.448469785453471866e-10, -7.210740939735369112e-10, -4.249815771044329237e-11, -1.153108585477028406e-09, -1.158532793561855796e-09, -9.172163291502593300e-10
1.958000000000000000e+03, -1.127521287541229833e-09, -6.861553253009238557e-10, 5.809465763404826705e-10, -1.696450551636675575e-10, -6.521966819300783886e-10, 7.568012675292839755e-10, 5.800013007085186210e-10, -1.676506240512958515e-09
1.959000000000000000e+03, -5.429342384636226196e-10, -3.335378738307126989e-10, 4.226683174183688548e-10, -7.639558026172146113e-13, -8.620634407437897841e-10, -2.199209306840930834e-10, -1.332951947103889647e-10, 6.362964372089984464e-10
1.960000000000000000e+03, 4.732607342380299064e-10, -4.884136637342895461e-10, -5.914760408445373927e-10, -3.628844841089813254e-10, -3.365952852168302418e-10, -1.617271010483633315e-10, -6.739185464456803242e-10, 6.216211734157260283e-10
1.961000000000000000e+03, -1.171445412350851383e-09, 8.385473433289808317e-10, -1.568691686891760249e-09, -4.949489128705977973e-10, -1.241566519109418777e-10, -3.759305915273924188e-10, -1.296697851776411535e-09, 1.093773198514027544e-09
1.962000000000000000e+03, -1.077889286966252887e-09, -1.384499462123233666e-09, 5.177048429146787663e-10, -6.972835226695380653e-12, 6.710540628753932007e-10, 6.976436065413663188e-12, 1.059685474895513148e-10, -1.506467713097103184e-09
1.963000000000000000e+03, -1.637597471118188243e-09, -1.388246511592844012e-09, 2.068579833235940661e-09, 1.195965617763877363e-09, 1.275398243021185554e-09, 2.670663671823206025e-10, 1.561200260259635933e-09, 3.189177881966911533e-10
1.964000000000000000e+03, -1.203699422914378353e-09, 1.530202514519222450e-09, -4.271107193235664765e-10, 1.501786689956964629e-11, -3.714803342507567962e-10, -1.460303101879938516e-10, 9.560678248531048387e-10, 2.301223772757661843e-09
1.965000000000000000e+03, -8.917677559349901023e-10, 1.707638769841841216e-09, -2.071657617766558585e-09, 6.921877037380533378e-10, -5.823406130413011674e-10, 1.917283152790560066e-10, -6.051347419223662746e-11, -1.119960268470024913e-09
1.966000000000000000e+03, -7.260095346332877302e-10, -1.430260062078632335e-09, -1.384241985008201724e-09, -4.839206551873900561e-10, -1.400016781836531023e-09, -1.001954933371527874e-09, -1.069665105466307250e-09, -2.130129481653365428e-09
1.967000000000000000e+03, -1.579879395862130670e-09, -2.350852501251741375e-09, 6.352688554803382875e-10, -9.716004052183978915e-10, -3.571977567385344469e-10, 9.868349370895080181e-10, 1.439745237655991373e-10, 1.084923255151856646e-09
1.968000000000000000e+03, -6.000017630715446210e-10, 7.656786826298789994e-10, 2.465805721055144195e-10, 5.583012009930199291e-11, -1.129979971344295784e-10, 5.442585054352498232e-10, 6.865394362995892040e-10, 7.823602407366860290e-10
