year, CMCC-CM2-SR5, UKESM1-0-LL, MIROC-ES2L, ACCESS-ESM1-5, MPI-ESM1-2-LR, CESM2-WACCM, CNRM-ESM2-1, EC-Earth3-Veg, IPSL-CM6A-LR
1.956000000000000000e+03, 3.228993028169195312e-01, 1.572939688714421469e-01, 1.020369465312825019e+00, 2.149346742549235412e+00, 8.485334443815184535e-01, 6.559514368780360316e-01, 1.890677996948202655e-01, 6.232812956687974193e-01, 3.495160946563710680e-01
1.957000000000000000e+03, 3.294951924009682509e-01, 1.725611316427627939e-01, 1.041112156638183794e+00, 2.191440309270821007e+00, 8.638297526442509922e-01, 6.702865761650179666e-01, 1.936836320659520161e-01, 6.470402807574454629e-01, 3.609776319398824151e-01
1.958000000000000000e+03, 3.352933833530652441e-01, 1.891248722646175773e-01, 1.056747396185562238e+00, 2.232537135395581185e+00, 8.785565816429026231e-01, 6.817278682178546934e-01, 1.981551271470939901e-01, 6.711899441062844085e-01, 3.706688754815314901e-01
1.959000000000000000e+03, 3.399393395349173397e-01, 2.050326378002996774e-01, 1.070899035472473892e+00, 2.271661390663303859e+00, 8.936023551876348670e-01, 6.863964256085359761e-01, 2.017545016417257586e-01, 6.956409705397784693e-01, 3.786757399008364722e-01
1.960000000000000000e+03, 3.434699375560142931e-01, 2.042677504993110904e-01, 1.101750396866042481e+00, 2.311037193421944913e+00, 9.333964250489352743e-01, 6.846337915620658299e-01, 2.044765986407696134e-01, 7.210135860390135543e-01, 3.847534104354956574e-01
1.961000000000000000e+03, 3.460067213115444185e-01, 1.972736562995535681e-01, 1.128586687914173492e+00, 2.379448528588946399e+00, 9.861045775265027125e-01, 6.939699023105619924e-01, 2.064534370322036738e-01, 7.202270891319328960e-01, 3.826707121181233684e-01
1.962000000000000000e+03, 3.486360604879340519e-01, 1.991682222515521739e-01, 1.155511835981399393e+00, 2.433461375295502993e+00, 1.027572728462196050e+00, 6.961708605301865083e-01, 2.070488842457453293e-01, 7.208416612003551993e-01, 3.810582731453812655e-01
1.963000000000000000e+03, 3.509506138061075364e-01, 2.067043749342145076e-01, 1.181527044385541680e+00, 2.487102557991939022e+00, 1.061678930017996070e+00, 7.018892471132315292e-01, 2.068578541197917953e-01, 7.233169543075786967e-01, 3.797750767562101948e-01
1.964000000000000000e+03, 3.522495316063906645e-01, 2.170405161065882549e-01, 1.206480295353402621e+00, 2.535462826015598914e+00, 1.095162195693068163e+00, 7.021101584234028525e-01, 2.057321210337258455e-01, 7.270802364000354956e-01, 3.786021559639488054e-01
1.965000000000000000e+03, 3.527999492653730029e-01, 2.266279254364496343e-01, 1.235348886012362035e+00, 2.581879560557806652e+00, 1.125078436080507505e+00, 7.007110392102047225e-01, 2.047780644316086196e-01, 7.319730999136425664e-01, 3.775433741275658894e-01
1.966000000000000000e+03, 3.529327854401166920e-01, 2.361137394992929295e-01, 1.262981290750279761e+00, 2.625135541987804633e+00, 1.154468750132755295e+00, 6.964994666452841710e-01, 2.029553761319118355e-01, 7.382420215818904508e-01, 3.753596961735891635e-01
1.967000000000000000e+03, 3.526001796302259961e-01, 2.476770818422032727e-01, 1.291470295870780216e+00, 2.665727108578222815e+00, 1.182932282339906438e+00, 6.962584306413622803e-01, 2.013150938055458805e-01, 7.455604053437622225e-01, 3.737448676760043442e-01
1.968000000000000000e+03, 3.517902623014481089e-01, 2.681206055581278891e-01, 1.319109944974249826e+00, 2.708506468613107288e+00, 1.205105964965563103e+00, 6.910430924817829723e-01, 1.990504493034163658e-01, 7.535031421991553735e-01, 3.723028720129924474e-01
1.969000000000000000e+03, 3.509805052870368924e-01, 2.931693914090112152e-01, 1.348901593597989779e+00, 2.747236131077833043e+00, 1.229833831547911371e+00, 6.910688318980229283e-01, 1.964552698065771819e-01, 7.627477850342840870e-01, 3.707879965492322238e-01
1.970000000000000000e+03, 3.486806199120252581e-01, 2.895204237995168128e-01, 1.331948797947981378e+00, 2.785607050514536720e+00, 1.227369884638906727e+00, 6.878281284821183839e-01, 1.959087431776323218e-01, 7.725484234131863026e-01, 3.715369099398643793e-01
1.971000000000000000e+03, 3.453850422849576440e-01, 2.720432025472163673e-01, 1.330514954632010305e+00, 2.782881937454545707e+00, 1.213690072254039798e+00, 6.746141480994167772e-01, 1.921192380982053860e-01, 7.634330666291584411e-01, 3.653861968215162959e-01
1.972000000000000000e+03, 3.428446734790046579e-01, 2.650605097726622672e-01, 1.332158051421211242e+00, 2.784250852302585511e+00, 1.210689203703438910e+00, 6.628199137281008957e-01, 1.913449177703104853e-01, 7.554102775518330981e-01, 3.592802557082721004e-01
1.973000000000000000e+03, 3.406129264705933246e-01, 2.640107899946065872e-01, 1.337193421038668451e+00, 2.791439812738126136e+00, 1.210504492086340145e+00, 6.543192841324504405e-01, 1.909487308752758072e-01, 7.484187330385002612e-01, 3.538654541610428139e-01
1.974000000000000000e+03, 3.386215771909348859e-01, 2.647319803904309432e-01, 1.343690885680275171e+00, 2.802455887065689932e+00, 1.213189795881008726e+00, 6.464109056028052303e-01, 1.914403641517400112e-01, 7.426218110183777643e-01, 3.490747172343803273e-01
1.975000000000000000e+03, 3.371425443605489680e-01, 2.676479192754528391e-01, 1.349457908157812858e+00, 2.816983554962978253e+00, 1.220055362310518365e+00, 6.389226891194991209e-01, 1.919020454947915066e-01, 7.379678473376153347e-01, 3.455206495882929274e-01
1.976000000000000000e+03, 3.367801054391693638e-01, 2.708976594939638272e-01, 1.356929616621058043e+00, 2.834515841142873693e+00, 1.221924993360943290e+00, 6.305982721129145263e-01, 1.921454582966317659e-01, 7.342143990797417308e-01, 3.424859800056092585e-01
1.977000000000000000e+03, 3.374628371396362070e-01, 2.756216047433158733e-01, 1.366289888769022909e+00, 2.855608341856047616e+00, 1.231180364709366426e+00, 6.316451745037827692e-01, 1.924705563074609882e-01, 7.313630363841595594e-01, 3.404028863071184019e-01
1.978000000000000000e+03, 3.385244425149793734e-01, 2.806223942109558056e-01, 1.379208370569404707e+00, 2.878801698789375862e+00, 1.239594278703599617e+00, 6.357607461784641201e-01, 1.929006092362892388e-01, 7.293378810961672620e-01, 3.395891252169071506e-01
1.979000000000000000e+03, 3.404301063925421200e-01, 2.876690493107884050e-01, 1.388117229716473888e+00, 2.903788313717905023e+00, 1.249141290520538794e+00, 6.344258650691906309e-01, 1.925347860493443475e-01, 7.281210826926358681e-01, 3.398244316677453969e-01
1.980000000000000000e+03, 3.433068076300995752e-01, 2.862440518340519935e-01, 1.390423007484084428e+00, 2.934260235944546213e+00, 1.248714657564473862e+00, 6.458196761207544156e-01, 1.923273418791160150e-01, 7.270329857772264148e-01, 3.400202066480621510e-01
1.981000000000000000e+03, 3.470034553278080747e-01, 2.799772588082141689e-01, 1.397590384406701691e+00, 2.936314098700895325e+00, 1.242154474718498491e+00, 6.390581371717096726e-01, 1.968461737117191690e-01, 7.101404254887579981e-01, 3.395035865423834953e-01
1.982000000000000000e+03, 3.508280793918909790e-01, 2.803767464589018155e-01, 1.402666720436635650e+00, 2.945832381066559869e+00, 1.246531433388572641e+00, 6.341101372870106001e-01, 2.004686152243221331e-01, 6.954282751994839140e-01, 3.397894982800054864e-01
1.983000000000000000e+03, 3.540389645819800868e-01, 2.835372407458994215e-01, 1.407917054893059738e+00, 2.958085858871063234e+00, 1.242193046703529813e+00, 6.452312938911972662e-01, 2.037203688810469981e-01, 6.827536521858327268e-01, 3.409192048467331593e-01
1.984000000000000000e+03, 3.573420718702856602e-01, 2.868354543403660584e-01, 1.416268999062465062e+00, 2.974341813447402227e+00, 1.238578304872675506e+00, 6.433270320230309869e-01, 2.062774814447777549e-01, 6.717404595046710947e-01, 3.423462991858278737e-01
1.985000000000000000e+03, 3.611463240213471093e-01, 2.905906017981628731e-01, 1.425855444891470647e+00, 2.983373465475224862e+00, 1.239964334370271315e+00, 6.373689380014748718e-01, 2.077687776386211993e-01, 6.621894054528746354e-01, 3.433502007112498311e-01
1.986000000000000000e+03, 3.650779709203674783e-01, 2.940090050011175404e-01, 1.440522085268435060e+00, 2.996959922171398727e+00, 1.247923406696118231e+00, 6.484288369609334524e-01, 2.100418855636740356e-01, 6.540536742448586072e-01, 3.442522576792784728e-01
1.987000000000000000e+03, 3.692227920625217319e-01, 2.976615707901936747e-01, 1.452454360068887951e+00, 3.008819516123629523e+00, 1.255487747103081198e+00, 6.571078280139731609e-01, 2.116107484873150646e-01, 6.472126775572671908e-01, 3.458089447224025337e-01
1.988000000000000000e+03, 3.735991187280700565e-01, 3.020198622491089835e-01, 1.464133539559122843e+00, 3.021609500131858361e+00, 1.263484060665689190e+00, 6.623730266443401682e-01, 2.124293444434045275e-01, 6.418419750773490806e-01, 3.477745257960598857e-01
1.989000000000000000e+03, 3.777202908951075577e-01, 3.070149773314227448e-01, 1.475898573259726509e+00, 3.034950400253064728e+00, 1.271657903054292049e+00, 6.623482668315489041e-01, 2.124657975651395303e-01, 6.376877111138066212e-01, 3.497344232421476518e-01
1.990000000000000000e+03, 3.793434262134773860e-01, 3.027546155744340606e-01, 1.486775867048358402e+00, 3.047500517113791663e+00, 1.280285906853777966e+00, 6.681752305043947571e-01, 2.120791846736363173e-01, 6.345024463723258901e-01, 3.514174700516882188e-01
1.991000000000000000e+03, 3.785936197778882462e-01, 2.946650286560517640e-01, 1.503141591965698964e+00, 3.043954654093770085e+00, 1.304585542288737798e+00, 6.573487342839077208e-01, 2.084209781966380182e-01, 6.228790887985169444e-01, 3.478868870091161303e-01
1.992000000000000000e+03, 3.775008502410848177e-01, 2.900685481211662808e-01, 1.519084590529510281e+00, 3.039730825791966851e+00, 1.318968588544259690e+00, 6.705143308058078011e-01, 2.050112332869823140e-01, 6.135780178800536167e-01, 3.446994268467765687e-01
1.993000000000000000e+03, 3.766583138703543665e-01, 2.876525791895392925e-01, 1.536830653796994017e+00, 3.038666418272210734e+00, 1.330614890300068520e+00, 6.586087731286824898e-01, 2.009377802193473839e-01, 6.071613163664324464e-01, 3.415438480662586485e-01
1.994000000000000000e+03, 3.763503507067620935e-01, 2.862064011730891533e-01, 1.553968621776193881e+00, 3.040877187418282279e+00, 1.341686492466003466e+00, 6.608694259139362703e-01, 1.973950840636278237e-01, 6.026293402241115205e-01, 3.393474357705636435e-01
1.995000000000000000e+03, 3.772185173302358141e-01, 2.853907752781717488e-01, 1.573269254676278761e+00, 3.040236790723192417e+00, 1.359006115690326810e+00, 6.617463939334357059e-01, 1.936478618407324881e-01, 6.004480663558193765e-01, 3.369155663216970575e-01
1.996000000000000000e+03, 3.793243180434962003e-01, 2.854638146681221511e-01, 1.587055439696069215e+00, 3.042875376144445365e+00, 1.367518625646826580e+00, 6.588701283544121656e-01, 1.902721466095438907e-01, 6.002031664393824295e-01, 3.345148962096309297e-01
1.997000000000000000e+03, 3.813803222135209725e-01, 2.864745890859080046e-01, 1.600995984334950384e+00, 3.046826426809638999e+00, 1.381163616469323063e+00, 6.553701603350389204e-01, 1.869912284888952947e-01, 6.020608547049720594e-01, 3.323602659091856593e-01
1.998000000000000000e+03, 3.833448649696148403e-01, 2.875696956839879359e-01, 1.614348523945612568e+00, 3.049957841044959928e+00, 1.391306358290347767e+00, 6.621323422692636518e-01, 1.832046922215831986e-01, 6.061992830368986285e-01, 3.306902537171275691e-01
1.999000000000000000e+03, 3.856483313596256179e-01, 2.891175565869263386e-01, 1.630976269069630336e+00, 3.055000843647539988e+00, 1.406610929329825899e+00, 6.713817272568891603e-01, 1.799857276579747145e-01, 6.127078058014203688e-01, 3.301463219363809931e-01
2.000000000000000000e+03, 3.893424784677481654e-01, 2.916410234173240079e-01, 1.645749334185924839e+00, 3.061180167327897550e+00, 1.416320604022427432e+00, 6.749554012169665107e-01, 1.785993663418984634e-01, 6.202486870814674091e-01, 3.314498956109228622e-01
2.001000000000000000e+03, 3.913184527714794192e-01, 2.798910765448533455e-01, 1.612616359008827827e+00, 3.052063194572231186e+00, 1.395853582124014780e+00, 6.862334672399134083e-01, 1.785051088709585787e-01, 6.165821453817240672e-01, 3.298985301427547201e-01
2.002000000000000000e+03, 3.940716960871497587e-01, 2.676655407728796288e-01, 1.622369722851309648e+00, 2.999072057812688819e+00, 1.398841127122705474e+00, 6.762957537725046153e-01, 1.645716668951133776e-01, 6.063291488537566609e-01, 3.136850468816638204e-01
2.003000000000000000e+03, 4.026192555011434138e-01, 2.598545968628228064e-01, 1.659708059092888321e+00, 2.995907283082808625e+00, 1.424582533055858580e+00, 6.861720018840464785e-01, 1.588462676340683388e-01, 6.016570172247580617e-01, 3.097456823738315435e-01
2.004000000000000000e+03, 4.093298370318105839e-01, 2.529701202859819253e-01, 1.642785933839406631e+00, 3.029897501909973645e+00, 1.424139835526216924e+00, 7.187469757926169267e-01, 1.587127189607614453e-01, 5.961544444674550247e-01, 3.141137674963693782e-01
2.005000000000000000e+03, 4.083857314545339401e-01, 2.470594343012359750e-01, 1.646397209734648648e+00, 2.999126358575824103e+00, 1.432191200033379408e+00, 7.122793074280390213e-01, 1.484234595498771514e-01, 5.835481575274427124e-01, 3.080804038739481943e-01
2.006000000000000000e+03, 4.073393125117934499e-01, 2.406647904919786696e-01, 1.652920681333622133e+00, 2.950443623196145282e+00, 1.448893085077388010e+00, 6.936167352385612661e-01, 1.447412497993784131e-01, 5.741850406946650276e-01, 3.011409303107797641e-01
2.007000000000000000e+03, 4.071913200107094566e-01, 2.367924862342807024e-01, 1.641367127598990505e+00, 2.937429928687439240e+00, 1.446980213022382111e+00, 7.105295169897390961e-01, 1.414173261244387469e-01, 5.661485479777508267e-01, 2.993951609526194213e-01
2.008000000000000000e+03, 4.049752389031157085e-01, 2.299284294924642258e-01, 1.632033896512631088e+00, 2.928167403049757755e+00, 1.433298481736902552e+00, 7.109134364460454325e-01, 1.326675177832563335e-01, 5.553143838804008858e-01, 2.952220972685351552e-01
2.009000000000000000e+03, 4.227079707526781305e-01, 3.057218806725792715e-01, 2.096196059766073816e+00, 2.890187089279359522e+00, 1.705432038899329816e+00, 6.768518608814286797e-01, 1.215104156071072639e-01, 5.360070869628771328e-01, 2.856151515822779041e-01
2.010000000000000000e+03, 4.373858985621517093e-01, 4.136672848376767297e-01, 2.022410989792952751e+00, 3.198216569062138248e+00, 1.823094727279369387e+00, 7.851397532834135662e-01, 1.923119489851938257e-01, 5.668886736386484770e-01, 4.046326019387279094e-01
2.011000000000000000e+03, 4.430987861217973722e-01, 3.759504643890093645e-01, 1.994708094222374939e+00, 3.162135260571261153e+00, 1.754149579257018976e+00, 7.932029423114070887e-01, 1.917793617049420862e-01, 5.552468110686938907e-01, 4.082070503347541290e-01
2.012000000000000000e+03, 4.574189860010257624e-01, 4.354060262069849307e-01, 2.157581403034142475e+00, 3.200337231044033004e+00, 1.844973675292125970e+00, 8.183612957754083927e-01, 1.894696422297466321e-01, 5.464895689036743942e-01, 4.066555930642569150e-01
2.013000000000000000e+03, 4.684902314755568509e-01, 5.790169308547113980e-01, 2.222594062044825680e+00, 3.319613005603484712e+00, 1.955869243490620413e+00, 8.421125018627007019e-01, 2.099969790723925922e-01, 5.566021612580013267e-01, 4.526675560234630913e-01
2.014000000000000000e+03, 4.726003077676495523e-01, 6.214790473981575136e-01, 2.186621205208266971e+00, 3.371094018586431762e+00, 1.946329441442569363e+00, 8.676111048958436989e-01, 2.197673141026913746e-01, 5.635769167975470673e-01, 4.848473776951018333e-01
