year, CMCC-CM2-SR5, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, CESM2-WACCM, UKESM1-0-LL, MIROC-ES2L, ACCESS-ESM1-5, EC-Earth3-Veg, NorESM2-LM, NorESM2-MM, IPSL-CM6A-LR, CNRM-ESM2-1, TaiESM1
2.029000000000000000e+03, 8.950762296892710523e+00, 1.124293188071256111e+01, 2.108727342733060794e+01, 1.537609802108197776e+01, 1.029641478004890409e+01, 1.836640379125456946e+01, 1.222687122150294670e+01, 1.208087477526667719e+01, 1.171768669860182577e+01, 1.097179096785323793e+01, 1.052167966355202644e+01, 1.227556485373102291e+01, 9.640367710479068819e+00, 1.131281277000296548e+01
2.030000000000000000e+03, 8.626895437569370273e+00, 1.106702578471055354e+01, 2.056529829019736511e+01, 1.501642050676313822e+01, 1.044101950104274579e+01, 1.908946608615617180e+01, 1.218660037135340168e+01, 1.175566005304660067e+01, 1.141699160205434893e+01, 1.118943866213189864e+01, 1.018965737605091526e+01, 1.192115891847073605e+01, 9.806411176605136504e+00, 1.181397384276614737e+01
2.031000000000000000e+03, 8.443897899726611200e+00, 1.117568566010559827e+01, 2.039665535645225347e+01, 1.481653599576598523e+01, 1.032040021985597633e+01, 1.874824573231943603e+01, 1.232343940218334666e+01, 1.200256170923021415e+01, 1.165513165653322858e+01, 1.062551550430815084e+01, 1.063573536963731669e+01, 1.206496221175968309e+01, 9.412543688741507708e+00, 1.152872728068624752e+01
2.032000000000000000e+03, 8.412744015832346989e+00, 1.162552862730094105e+01, 2.075092050929336196e+01, 1.540578626190523437e+01, 1.029842554222668838e+01, 1.886396735838092198e+01, 1.295669789563274321e+01, 1.230809107294903626e+01, 1.210662359495206530e+01, 1.070331821974698094e+01, 1.062519126495661581e+01, 1.226892157422871144e+01, 9.687409166570796870e+00, 1.132990042659997876e+01
2.033000000000000000e+03, 8.866160222991380735e+00, 1.141965787265134402e+01, 2.079233738889591621e+01, 1.530938541325853031e+01, 1.029830506989420336e+01, 1.896654535156416088e+01, 1.265587458342071159e+01, 1.218724834532893198e+01, 1.110261631391550097e+01, 1.073794757047869197e+01, 1.053286760865398364e+01, 1.227207859398019529e+01, 9.583951678482723224e+00, 1.151501955842154068e+01
2.034000000000000000e+03, 8.578520469538853277e+00, 1.121334151193359574e+01, 2.016564903978699164e+01, 1.556659741198672009e+01, 1.036625686655355594e+01, 1.849241275030503218e+01, 1.219295477227200664e+01, 1.204733271662827931e+01, 1.164567685743454994e+01, 1.068319241115354323e+01, 1.065901900955709891e+01, 1.249128093481342283e+01, 9.460229603239874052e+00, 1.146032819084529386e+01
2.035000000000000000e+03, 8.854833165299925923e+00, 1.125197974863260342e+01, 2.060338922487888169e+01, 1.529186326028141174e+01, 1.052838246802767053e+01, 1.951734539064099039e+01, 1.235976335726184594e+01, 1.205256659898193483e+01, 1.145350297487713220e+01, 1.062265667820661186e+01, 1.054360158279832227e+01, 1.228733073303435397e+01, 9.582532554019664417e+00, 1.163961018319420582e+01
2.036000000000000000e+03, 8.823766040652257558e+00, 1.136864426396864935e+01, 1.983635451434411223e+01, 1.549930226402056377e+01, 1.036289042379759451e+01, 1.949236593556922870e+01, 1.299305575070167684e+01, 1.232204531889356680e+01, 1.212325014482537000e+01, 1.093662886804843382e+01, 1.051981624830470352e+01, 1.188487628018441455e+01, 9.685345128841991169e+00, 1.154288242996340941e+01
2.037000000000000000e+03, 8.790861007440053498e+00, 1.144806192868775518e+01, 2.018390839015644644e+01, 1.559291807359037385e+01, 1.030834531138158638e+01, 1.854907602188868765e+01, 1.297959100645839570e+01, 1.257786048530124035e+01, 1.147952962602053084e+01, 1.136529631170264487e+01, 1.034151794132707991e+01, 1.206429347036909761e+01, 9.642897353467349220e+00, 1.182739455328277778e+01
2.038000000000000000e+03, 8.847492848464904469e+00, 1.134252362973128214e+01, 2.059685213431881934e+01, 1.544070233608981901e+01, 1.032264291715200599e+01, 1.997586421086178632e+01, 1.284840170666485548e+01, 1.186728224061551273e+01, 1.136513049178249446e+01, 1.132741824283296950e+01, 1.054205756201165833e+01, 1.267273420943935847e+01, 9.782068529026039627e+00, 1.128731866901192227e+01
2.039000000000000000e+03, 8.701765131153463173e+00, 1.128272919739350399e+01, 2.122455934021876089e+01, 1.562347318108230354e+01, 1.025509701165283794e+01, 1.925363037808252997e+01, 1.250239621051730232e+01, 1.200632375362961746e+01, 1.182610539653736481e+01, 1.137915161189658342e+01, 1.061526490703027470e+01, 1.275919582277298581e+01, 9.821172865678292396e+00, 1.144220663623265644e+01
2.040000000000000000e+03, 9.102763919171851015e+00, 1.150068326490881176e+01, 2.038687620962880231e+01, 1.574196825371685193e+01, 1.044983942225396056e+01, 1.920475993919605529e+01, 1.238835425215171071e+01, 1.222310919073939317e+01, 1.146004949189691935e+01, 1.120105083143688418e+01, 1.072850731320662376e+01, 1.269053736930328924e+01, 9.942996296458852967e+00, 1.167659252457694485e+01
2.041000000000000000e+03, 8.918158496483879816e+00, 1.168373034345590256e+01, 2.100286477743242131e+01, 1.552171895207264463e+01, 1.059856202950137138e+01, 1.896341994344870230e+01, 1.285231671691761335e+01, 1.228709040629165727e+01, 1.140726743484581185e+01, 1.114334097824186998e+01, 1.069267337541925222e+01, 1.268300424272556270e+01, 9.733408906698054253e+00, 1.181007267981489406e+01
2.042000000000000000e+03, 8.984088522005086119e+00, 1.154910844386023427e+01, 2.103113836778521417e+01, 1.608743229567592437e+01, 1.093731377636849267e+01, 1.909286406218120646e+01, 1.342660227730596745e+01, 1.268857769336464436e+01, 1.170082110722212398e+01, 1.153668653892143325e+01, 1.051230606754825736e+01, 1.271357850893419261e+01, 9.482478918356900266e+00, 1.183541327531727383e+01
2.043000000000000000e+03, 8.845625054386305308e+00, 1.128984787348276164e+01, 2.022846744888379078e+01, 1.570609393404159349e+01, 1.076718817135275330e+01, 1.947021573251870308e+01, 1.281382390284148087e+01, 1.244457805006936546e+01, 1.200553788853487980e+01, 1.118297486049629796e+01, 1.049162844666596861e+01, 1.276935051690505674e+01, 9.497220046695165507e+00, 1.133692604798150683e+01
2.044000000000000000e+03, 8.874575209513356100e+00, 1.140564639274177061e+01, 1.977668410109501451e+01, 1.593728486206931727e+01, 1.094260392068047416e+01, 1.858793781046015781e+01, 1.272288630581289937e+01, 1.246177148018252190e+01, 1.164141442102460644e+01, 1.116622635879927117e+01, 1.062538916456129812e+01, 1.268838151035171435e+01, 9.501856675140871289e+00, 1.158948828472327186e+01
2.045000000000000000e+03, 9.049857591861496076e+00, 1.174548904091319557e+01, 2.147359575709478108e+01, 1.591297233331645522e+01, 1.073750732341701486e+01, 1.986794070589230188e+01, 1.299239195972604399e+01, 1.249616499059778363e+01, 1.193405773200863251e+01, 1.166166944209541789e+01, 1.063172344077904263e+01, 1.263741613592319979e+01, 9.741282916796702551e+00, 1.151216424723022413e+01
2.046000000000000000e+03, 8.936081629131402693e+00, 1.145780145810716277e+01, 2.124222658298205246e+01, 1.658704340137864364e+01, 1.059871739557092241e+01, 1.880370002903762838e+01, 1.373991387983685719e+01, 1.279918505726336164e+01, 1.172230529636482821e+01, 1.126680962399400698e+01, 1.100743513876966517e+01, 1.287866851759582687e+01, 1.032425527975258994e+01, 1.165356137032268080e+01
2.047000000000000000e+03, 8.924605019820123886e+00, 1.148557716956601205e+01, 2.078370179551004782e+01, 1.582142389731283316e+01, 1.080515195931257821e+01, 1.879080970674274909e+01, 1.305413820407307313e+01, 1.267438882668822053e+01, 1.223573362581842083e+01, 1.143910208485152857e+01, 1.038661723021603400e+01, 1.259623075293520600e+01, 1.017839034184764380e+01, 1.153965163581845133e+01
2.048000000000000000e+03, 8.944603388950376655e+00, 1.154287620255488100e+01, 2.066574683844012483e+01, 1.576517037473218785e+01, 1.098050575757472913e+01, 1.904602170531357430e+01, 1.273740124495686921e+01, 1.255883329026135620e+01, 1.187913013191933231e+01, 1.111507810329656820e+01, 1.102720702123778906e+01, 1.268845256024652635e+01, 9.644615248814682573e+00, 1.164926603565642083e+01
2.049000000000000000e+03, 9.034034098217098574e+00, 1.127950114522242053e+01, 2.095648463550519836e+01, 1.636925183977834664e+01, 1.117616651664442884e+01, 1.906900557376193461e+01, 1.310348460881798793e+01, 1.240371110615962635e+01, 1.225397724430431623e+01, 1.149305395237029082e+01, 1.099617240963149634e+01, 1.301200494949834230e+01, 8.870844020946911712e+00, 1.177962473392495824e+01
2.050000000000000000e+03, 8.949913169940085567e+00, 1.126603054502447243e+01, 2.162962245691898033e+01, 1.633634896367926359e+01, 1.118983138622578721e+01, 1.865517828290109748e+01, 1.379578375925233757e+01, 1.252847362789094277e+01, 1.196466290135813892e+01, 1.133466505557153958e+01, 1.126725117560106781e+01, 1.297300556102282698e+01, 9.815669700933856490e+00, 1.175181202984600226e+01
2.051000000000000000e+03, 9.200813482931337717e+00, 1.133180374653455935e+01, 2.166271169643614769e+01, 1.693787277422870119e+01, 1.137939624458159749e+01, 1.889870426628259281e+01, 1.342646132143648430e+01, 1.260199169886335291e+01, 1.176664641595272975e+01, 1.149565365972089559e+01, 1.101341963114943567e+01, 1.293916413821520450e+01, 9.814170398403534890e+00, 1.131404985227686133e+01
2.052000000000000000e+03, 9.136615167818197492e+00, 1.105895895458133005e+01, 2.087543434187678670e+01, 1.588785192457356565e+01, 1.088147470982875653e+01, 2.002348585058312480e+01, 1.297718480364896543e+01, 1.254302102039096312e+01, 1.161748601945459924e+01, 1.188976535608612650e+01, 1.129165750418529868e+01, 1.310284179535346638e+01, 9.647546587781443250e+00, 1.157610346759236819e+01
2.053000000000000000e+03, 9.146914016748864285e+00, 1.116242100373392709e+01, 2.160270341261454874e+01, 1.614747758989309645e+01, 1.079796898299122709e+01, 2.035633272670656879e+01, 1.293581377811358912e+01, 1.251842219081788343e+01, 1.187252250207137827e+01, 1.166613257994574404e+01, 1.129897483702482219e+01, 1.296421038941977244e+01, 9.646867133358949076e+00, 1.148570784045498527e+01
2.054000000000000000e+03, 9.217571794459347601e+00, 1.125294245913018365e+01, 2.137863974258933553e+01, 1.685282936023765998e+01, 1.124898296794477304e+01, 2.098683158227301604e+01, 1.345702038384809995e+01, 1.245292430016442964e+01, 1.175458281049226983e+01, 1.137463023620510327e+01, 1.122979297940171683e+01, 1.282904228140232306e+01, 9.548624234441227543e+00, 1.163817915297896910e+01
2.055000000000000000e+03, 9.101047297107101031e+00, 1.118253766265395655e+01, 2.178809459889764000e+01, 1.613585402153893256e+01, 1.139328251694932348e+01, 2.106600204373759411e+01, 1.407694777473255776e+01, 1.239842504627731934e+01, 1.169165417576748744e+01, 1.115533544352845396e+01, 1.087142565423449980e+01, 1.301927603979714299e+01, 1.015554317312310495e+01, 1.166721223866591295e+01
2.056000000000000000e+03, 9.072092794067579291e+00, 1.172023243658401626e+01, 2.074912365704349426e+01, 1.705920003257990203e+01, 1.147001233263614495e+01, 2.055168066843533481e+01, 1.358639781045698847e+01, 1.252486102498671272e+01, 1.214896337758307077e+01, 1.105288300813197111e+01, 1.143168685160706666e+01, 1.297655097625932719e+01, 9.790356355324917104e+00, 1.162845287832657526e+01
2.057000000000000000e+03, 9.053184236271334839e+00, 1.193852492181349945e+01, 2.144879266535682660e+01, 1.629403791909355448e+01, 1.084950757870904958e+01, 2.034920292919543527e+01, 1.319423201263050593e+01, 1.239942393098052875e+01, 1.194238352008088100e+01, 1.141292830517777546e+01, 1.136976656535571806e+01, 1.296433327993207385e+01, 9.690457196927420469e+00, 1.179554795389939059e+01
2.058000000000000000e+03, 8.959960548218436571e+00, 1.171056286301952909e+01, 2.159301355505522579e+01, 1.695264970157979079e+01, 1.137735181040198817e+01, 2.077628444406646935e+01, 1.352894191109729505e+01, 1.210330819232646604e+01, 1.212076068537904128e+01, 1.169970104579182824e+01, 1.131972543586660507e+01, 1.295926783938835847e+01, 1.026380639363385860e+01, 1.153230495357128049e+01
2.059000000000000000e+03, 9.142336132837057150e+00, 1.177898502667038727e+01, 2.147387726138464359e+01, 1.700678981084737984e+01, 1.130005772367301731e+01, 2.034454033626255054e+01, 1.427623935197155980e+01, 1.193762594673081345e+01, 1.217532324082144157e+01, 1.189883558367829508e+01, 1.119703916396570165e+01, 1.261321657804087337e+01, 9.886341204732399746e+00, 1.168724951765921993e+01
2.060000000000000000e+03, 8.957155007658071710e+00, 1.173385531122736225e+01, 2.110858927813790231e+01, 1.653440180263497439e+01, 1.128930605543302335e+01, 2.088200156034701394e+01, 1.365279576465179723e+01, 1.198502338323100780e+01, 1.248365092941106447e+01, 1.211873700506387408e+01, 1.113389010593887996e+01, 1.268214573303768589e+01, 1.005433825850676044e+01, 1.166008712133609571e+01
2.061000000000000000e+03, 9.288404705901776026e+00, 1.127830314587162697e+01, 2.045012319560943936e+01, 1.732765708281356254e+01, 1.140532559088396347e+01, 1.963007453109841194e+01, 1.318351926880702507e+01, 1.176400337903612758e+01, 1.178603450068687586e+01, 1.194086253758309013e+01, 1.118224336582545497e+01, 1.289267325926174834e+01, 9.444778002886099699e+00, 1.122659051481890025e+01
2.062000000000000000e+03, 9.155442376156099016e+00, 1.114688383930221605e+01, 2.243165120945953817e+01, 1.731559777012251189e+01, 1.145418194174737181e+01, 1.927684388761209178e+01, 1.358951733764182279e+01, 1.194719257565934889e+01, 1.145159811493012292e+01, 1.191650164806948631e+01, 1.114442214560135014e+01, 1.303262756963887092e+01, 1.030288296378900270e+01, 1.157273627160973284e+01
2.063000000000000000e+03, 9.078225169542918138e+00, 1.101408033962960431e+01, 2.137788000870453331e+01, 1.665250585209560441e+01, 1.154591186478857878e+01, 1.979925356207226628e+01, 1.409009307869965788e+01, 1.168196677282597307e+01, 1.188333214919142655e+01, 1.182379595978483700e+01, 1.166026479039923913e+01, 1.292863450461354446e+01, 1.000484925020665727e+01, 1.172532525097865275e+01
2.064000000000000000e+03, 9.237957409469748526e+00, 1.137029296643796705e+01, 2.160143984114348470e+01, 1.728388410929249019e+01, 1.162946370412172570e+01, 1.959876033905296921e+01, 1.350239285075218376e+01, 1.187956844477822926e+01, 1.223953619953500827e+01, 1.209380587701934040e+01, 1.147046000079231298e+01, 1.290662631633721880e+01, 9.961011239522028049e+00, 1.191283085218662663e+01
2.065000000000000000e+03, 9.191206690048181471e+00, 1.144453404088544879e+01, 2.129632275454687118e+01, 1.744011979935386236e+01, 1.139021541411150373e+01, 1.978672595106259280e+01, 1.342439943689378801e+01, 1.227482992894766056e+01, 1.218858101784187831e+01, 1.217023659376984313e+01, 1.161532328435921535e+01, 1.308481727433091990e+01, 1.003534784648067024e+01, 1.169178913032108191e+01
2.066000000000000000e+03, 9.212199688387867624e+00, 1.116952791792643040e+01, 2.202170171650581665e+01, 1.733169049720009269e+01, 1.150916252017522190e+01, 1.933755768595561264e+01, 1.396887953620800538e+01, 1.261758350721682298e+01, 1.217948259686106027e+01, 1.225727844391269805e+01, 1.141643097657117245e+01, 1.311392058522357651e+01, 9.674352206206989990e+00, 1.146217322258945082e+01
2.067000000000000000e+03, 9.322519068391001085e+00, 1.152017128905786869e+01, 2.136522884392604382e+01, 1.725055704972416848e+01, 1.177560642188097795e+01, 2.079977646753638609e+01, 1.463066793844282465e+01, 1.255260246522293421e+01, 1.243595939569718212e+01, 1.245257467551538433e+01, 1.172269883717917693e+01, 1.300710840016370895e+01, 1.019926376132418078e+01, 1.192216654195122238e+01
2.068000000000000000e+03, 8.871884053517138824e+00, 1.164523886289234511e+01, 2.147530367280287678e+01, 1.755128508162297152e+01, 1.178367304828538664e+01, 1.978754069411543526e+01, 1.381832921797383307e+01, 1.215725330120178249e+01, 1.277406469642937736e+01, 1.234920070453880392e+01, 1.118786518667840824e+01, 1.300207550084369679e+01, 1.022959481108810031e+01, 1.193794612668075850e+01
2.069000000000000000e+03, 9.497872911827430542e+00, 1.152820629817827403e+01, 2.188996872010212158e+01, 1.776361845303713594e+01, 1.154553068549234851e+01, 1.994569465103785078e+01, 1.368574908514138855e+01, 1.225471197106232957e+01, 1.167068555477730740e+01, 1.203963230941160845e+01, 1.159537767120618135e+01, 1.325364929639567713e+01, 1.030332943599365869e+01, 1.162323538339459716e+01
2.070000000000000000e+03, 9.225385727734945362e+00, 1.143514628381455545e+01, 2.146739516780897716e+01, 1.758990476130964709e+01, 1.157949814762941187e+01, 1.943859989064776528e+01, 1.391374834186260223e+01, 1.215938485634845634e+01, 1.173264704815063553e+01, 1.239763189517601560e+01, 1.154390672894006364e+01, 1.299704775427070835e+01, 1.003926000899259030e+01, 1.130604847949694758e+01
2.071000000000000000e+03, 9.434996297210172855e+00, 1.165075214837446538e+01, 2.227065444244070846e+01, 1.775959595168495753e+01, 1.145058155373442332e+01, 2.006950803119495319e+01, 1.457311974433359048e+01, 1.221321709402693756e+01, 1.205347925678868393e+01, 1.217134372382978746e+01, 1.164830285368087992e+01, 1.318762415961254497e+01, 9.345598129240444862e+00, 1.167316528219978800e+01
2.072000000000000000e+03, 8.893512348819065494e+00, 1.180808219010114790e+01, 2.212005035650732054e+01, 1.794806441501804173e+01, 1.145664827813913256e+01, 1.974729877678284495e+01, 1.405214851440871371e+01, 1.206251571727355731e+01, 1.241547404026765022e+01, 1.184053412522690252e+01, 1.160786516094997189e+01, 1.316580024899497836e+01, 9.829111570456904090e+00, 1.143963191120683298e+01
2.073000000000000000e+03, 9.145254590080137191e+00, 1.165230207620568414e+01, 2.037061355259428197e+01, 1.821575609464514756e+01, 1.228877539810844510e+01, 2.018655085036317232e+01, 1.378774037534032360e+01, 1.206314988123874521e+01, 1.223659252527015973e+01, 1.193820453495769485e+01, 1.179564638083813577e+01, 1.282967116739339275e+01, 9.791665728692724002e+00, 1.150045745996135693e+01
2.074000000000000000e+03, 8.958869959231222424e+00, 1.171006249104352648e+01, 2.240691083889730351e+01, 1.761964402827109311e+01, 1.206471366272030821e+01, 2.043201820648716804e+01, 1.408618380684118598e+01, 1.187358264976122335e+01, 1.203844244028783450e+01, 1.220960111402854942e+01, 1.184567122170227726e+01, 1.292159035394175071e+01, 1.020658861764366598e+01, 1.148438012905327454e+01
2.075000000000000000e+03, 9.377043846614020239e+00, 1.144006778372204280e+01, 2.258039058345504202e+01, 1.867033949227252165e+01, 1.173617182204873899e+01, 2.017228025111664991e+01, 1.442068936282297287e+01, 1.145457942567193754e+01, 1.254153593816064038e+01, 1.202171246890685552e+01, 1.193772657299468065e+01, 1.342609567753163091e+01, 1.028845299768923383e+01, 1.149046751880443296e+01
2.076000000000000000e+03, 9.052409398036491694e+00, 1.176011665147680674e+01, 2.183784834682948883e+01, 1.754555989310201980e+01, 1.222044989141690863e+01, 2.016227504145239635e+01, 1.480166704788597798e+01, 1.182685922180872673e+01, 1.253327156573865331e+01, 1.174658526561355920e+01, 1.182703400530969340e+01, 1.332809407083609798e+01, 9.494093507811532717e+00, 1.170518741087365022e+01
2.077000000000000000e+03, 9.271955898532993956e+00, 1.203538258692352514e+01, 2.236159257109433440e+01, 1.786749797073295554e+01, 1.254167422025301981e+01, 1.892930623015042713e+01, 1.429533554448718213e+01, 1.203605625130743562e+01, 1.227728756016976064e+01, 1.268676673769548024e+01, 1.211200935917723598e+01, 1.309465524456729568e+01, 1.002430077934124419e+01, 1.182455762026575385e+01
2.078000000000000000e+03, 9.270176482214626645e+00, 1.215903958734752877e+01, 2.123730264180044003e+01, 1.796469884811081030e+01, 1.236520779878106246e+01, 2.037764242005241755e+01, 1.393045787387719336e+01, 1.168623659241931279e+01, 1.242567987871666624e+01, 1.224055210179434994e+01, 1.228168080677697382e+01, 1.297395567218983103e+01, 9.785119008712637623e+00, 1.179110355607082461e+01
2.079000000000000000e+03, 9.212434651896087345e+00, 1.200822230394995671e+01, 2.044293979061470878e+01, 1.815484078338029406e+01, 1.204004574404790162e+01, 2.037209264406145337e+01, 1.437499362429304739e+01, 1.112743963192005481e+01, 1.275546556558622946e+01, 1.200156646199553379e+01, 1.266308826127949949e+01, 1.343182285215368488e+01, 1.002333454221498066e+01, 1.170396047972484688e+01
2.080000000000000000e+03, 9.234458516264551164e+00, 1.227892092121173917e+01, 2.166972958194349630e+01, 1.857745387354413324e+01, 1.218392448007916684e+01, 2.040443967694544725e+01, 1.485474122805704766e+01, 1.127130254015493271e+01, 1.255455217667629952e+01, 1.170137828305004213e+01, 1.244858722008552299e+01, 1.322738450770347818e+01, 9.692156899533122427e+00, 1.163509998287781144e+01
2.081000000000000000e+03, 9.361325104878172709e+00, 1.227997157357945390e+01, 2.180180881892921363e+01, 1.826848614558639028e+01, 1.171857731947206638e+01, 2.111844083563090635e+01, 1.514330807489861463e+01, 1.153506026566553366e+01, 1.184805932655777383e+01, 1.207140126765036747e+01, 1.271036578156097008e+01, 1.320176782582654162e+01, 1.011249439996482558e+01, 1.153949771422302994e+01
2.082000000000000000e+03, 9.465385669634111210e+00, 1.213536245718097817e+01, 2.198284298627517330e+01, 1.803925270134672587e+01, 1.224499592883300636e+01, 2.036016685442863050e+01, 1.459918224928903818e+01, 1.136458022880668217e+01, 1.223250347082425193e+01, 1.237122636419640465e+01, 1.258882829895581423e+01, 1.330565171766713206e+01, 9.774763106125915257e+00, 1.143596404665554545e+01
2.083000000000000000e+03, 9.632760911390219505e+00, 1.202083408925459018e+01, 2.137285448560843193e+01, 1.827890572632822241e+01, 1.233753623210697725e+01, 1.991864834950240848e+01, 1.451628610834321975e+01, 1.173993838777075283e+01, 1.229301450752895875e+01, 1.235392429825444438e+01, 1.228847187127226803e+01, 1.307875032142849214e+01, 9.782459140254941232e+00, 1.192077381623095533e+01
2.084000000000000000e+03, 9.465970947915870681e+00, 1.180966124957096497e+01, 2.248556216096109850e+01, 1.837384877417460416e+01, 1.223396805275328525e+01, 2.092694121016212350e+01, 1.478536018567518617e+01, 1.146969005611701142e+01, 1.259121831237688838e+01, 1.256982621796440647e+01, 1.234762305702827057e+01, 1.305113524621567578e+01, 1.001912758848413354e+01, 1.137308347858316537e+01
