year, IPSL-CM6A-LR, GFDL-ESM4, NorESM2-LM, CNRM-ESM2-1, EC-Earth3-Veg, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL, NorESM2-MM, TaiESM1, CMCC-CM2-SR5, INM-CM4-8, INM-CM5-0, CanESM5, MIROC-ES2L, CESM2-WACCM
2.026000000000000000e+03, 1.306159788809633149e+01, 1.391973162972682054e+01, 1.322708616984047580e+01, 1.047185724640872984e+01, 1.526401665521058959e+01, 1.280458448165559915e+01, 2.304909241588971014e+01, 1.917735080977646689e+01, 1.228470740274685191e+01, 1.116832388135194343e+01, 8.940799760281324282e+00, 1.972006249596507033e+01, 1.973326070304170088e+01, 1.621679424785641643e+01, 1.314843509337578809e+01, 1.245538772081515155e+01
2.027000000000000000e+03, 1.319123985475181549e+01, 1.405142052444276146e+01, 1.276881826746423165e+01, 9.379882727968915646e+00, 1.548059749429445553e+01, 1.216482334405093191e+01, 2.147980709882466499e+01, 1.912430400023984589e+01, 1.222392365580327755e+01, 1.245193659142405629e+01, 9.643992601891017813e+00, 2.025265055996849384e+01, 2.059311709681849223e+01, 1.406866936933100654e+01, 1.367322685312922737e+01, 1.197918200792058485e+01
2.028000000000000000e+03, 1.385704155421963790e+01, 1.388032150911524631e+01, 1.246527165234503975e+01, 1.146360925080406545e+01, 1.549888836163843386e+01, 1.103996998665789597e+01, 2.041852582293557461e+01, 1.867959118369706317e+01, 1.199780409192822894e+01, 1.245917546176623247e+01, 9.901901004094725067e+00, 2.035956731320028723e+01, 2.084231441892691450e+01, 1.341725553602296550e+01, 1.311358198375257800e+01, 1.207135845567157872e+01
2.029000000000000000e+03, 1.315447706908472725e+01, 1.322299263616245746e+01, 1.278854191150639430e+01, 1.141481619051708485e+01, 1.503675979839329457e+01, 1.124904958811581679e+01, 2.273619183658096077e+01, 1.976260677948144817e+01, 1.256693105643422648e+01, 1.167021494241056168e+01, 9.788152260536181259e+00, 2.019132075608362342e+01, 2.028366413959054171e+01, 1.618660275702177742e+01, 1.336062019461427752e+01, 1.213869640582128717e+01
2.030000000000000000e+03, 1.317533826499981409e+01, 1.430724275855409999e+01, 1.318332867603172609e+01, 1.005803880048976318e+01, 1.527487428169328965e+01, 1.296306029988960695e+01, 2.406102845593840911e+01, 2.041597947354235743e+01, 1.198606942281496046e+01, 1.188696155832167278e+01, 9.821610217925188735e+00, 1.997871737273716874e+01, 2.056374621862091701e+01, 1.585590613092643686e+01, 1.384019269713743938e+01, 1.268498491011699159e+01
2.031000000000000000e+03, 1.386914896575684963e+01, 1.503799866377828742e+01, 1.224200137524363363e+01, 9.512033165137721014e+00, 1.487161405428942729e+01, 1.278972307122663921e+01, 2.227879514535877803e+01, 1.803013125753398782e+01, 1.270530754638004645e+01, 1.269036826252889405e+01, 9.583192603590045877e+00, 2.072328773741300978e+01, 2.101043624465345161e+01, 1.491994401359728606e+01, 1.367406680401304264e+01, 1.209180825309988805e+01
2.032000000000000000e+03, 1.411876919634267757e+01, 1.435477510445069527e+01, 1.249814450993201476e+01, 1.059068006882167623e+01, 1.470600515436788314e+01, 1.226017776336401255e+01, 2.190927623858465978e+01, 1.887168898084528479e+01, 1.256249763446294665e+01, 1.217623442464186390e+01, 8.726973404360938602e+00, 2.090276074091899616e+01, 2.082061442654728012e+01, 1.440583329044647520e+01, 1.369758108277882158e+01, 1.203247306320780297e+01
2.033000000000000000e+03, 1.364532832856493805e+01, 1.331744492725099960e+01, 1.271340963702007976e+01, 1.064614674802076166e+01, 1.610189968434942998e+01, 1.203429560190722469e+01, 2.189532327134953249e+01, 2.035921224127740814e+01, 1.262840768262890023e+01, 1.195983018715702428e+01, 1.004076702079539984e+01, 2.158095642935668224e+01, 2.122239596948930895e+01, 1.590865537395427509e+01, 1.358669724894802044e+01, 1.235536166535676372e+01
2.034000000000000000e+03, 1.481307197624895444e+01, 1.411905010430910679e+01, 1.222256590733302062e+01, 9.276013116655322577e+00, 1.511705665120224040e+01, 1.264365138005499567e+01, 2.187269642094653221e+01, 1.829708206713293350e+01, 1.273228506994719567e+01, 1.302997118912823460e+01, 9.246126063184924249e+00, 2.068050795868427372e+01, 2.104590235693657974e+01, 1.528096906878449168e+01, 1.392166225224119636e+01, 1.253151739094092321e+01
2.035000000000000000e+03, 1.275608193729005890e+01, 1.440405938024379573e+01, 1.229192061134020442e+01, 1.051006145054708796e+01, 1.573380173368935964e+01, 1.247044428115435899e+01, 2.218689623201212058e+01, 2.043271313636412856e+01, 1.269464670852936727e+01, 1.208109084224899021e+01, 9.899578762027397616e+00, 2.004490882549378838e+01, 2.067105871052509158e+01, 1.483533947245483553e+01, 1.421743954267066989e+01, 1.272625046971644380e+01
2.036000000000000000e+03, 1.265754170966530801e+01, 1.441512390791462650e+01, 1.278018011298511247e+01, 1.173120128955721597e+01, 1.430953489357171193e+01, 1.221359900420789124e+01, 2.111608589989638674e+01, 2.103388674868502406e+01, 1.235618973054572223e+01, 1.178530940815016770e+01, 9.749252558757513398e+00, 2.148569475507478899e+01, 2.123859598913103142e+01, 1.339498286138037564e+01, 1.397517804455229040e+01, 1.248239569508680269e+01
2.037000000000000000e+03, 1.391880717742460583e+01, 1.418223855504723296e+01, 1.346891004366763056e+01, 1.057275634260576958e+01, 1.592032096217684334e+01, 1.059749048344803235e+01, 2.137016974541526793e+01, 2.012002639032622042e+01, 1.206215926360715507e+01, 1.265630025219426003e+01, 9.930232034807128016e+00, 2.085513022742934908e+01, 2.124571166107190834e+01, 1.361202774309872865e+01, 1.360787030917912865e+01, 1.214169020381480557e+01
2.038000000000000000e+03, 1.453277991353231791e+01, 1.441929520710224288e+01, 1.349551957421118509e+01, 1.131887200076993416e+01, 1.604160673444825491e+01, 1.213230446134603469e+01, 2.246994348326736457e+01, 2.003548370704372772e+01, 1.260376209602420872e+01, 1.294262964593948517e+01, 9.824055340071776499e+00, 2.068608165873082783e+01, 2.125229253081294445e+01, 1.557554271070610419e+01, 1.380691384146975054e+01, 1.206291583796910594e+01
2.039000000000000000e+03, 1.426346411028985628e+01, 1.508711285327912144e+01, 1.347899628738812794e+01, 1.030423649740755820e+01, 1.605330818087367462e+01, 1.313386195528538813e+01, 2.258678955091957263e+01, 2.010375407135705217e+01, 1.283892847469631171e+01, 1.217463209499810795e+01, 9.430160565756510849e+00, 2.154365467612652552e+01, 2.099795569291672948e+01, 1.573566752959691861e+01, 1.425002273154394850e+01, 1.221925137042789444e+01
2.040000000000000000e+03, 1.461434140544761284e+01, 1.567129928448042442e+01, 1.309548117323062755e+01, 1.062857251000590075e+01, 1.612975259435644304e+01, 1.297872831210055367e+01, 2.351342196132495843e+01, 1.976653604522072882e+01, 1.290545974731542778e+01, 1.240346846753160648e+01, 9.982751843554311222e+00, 2.151625871603900819e+01, 2.011097721806416061e+01, 1.763486091347125395e+01, 1.430467248230409893e+01, 1.243490765179221746e+01
2.041000000000000000e+03, 1.441353946461126689e+01, 1.425256597635788580e+01, 1.302718442346602501e+01, 9.755077260944327477e+00, 1.651755562180289516e+01, 1.392676638310359927e+01, 2.325871376856381190e+01, 1.999550476449226366e+01, 1.291182789511663920e+01, 1.220442682721593997e+01, 1.035348235511684045e+01, 2.069023847998611743e+01, 2.142767533441541872e+01, 1.672992253947000663e+01, 1.445876355681260961e+01, 1.254562710159930816e+01
2.042000000000000000e+03, 1.408373930170218280e+01, 1.378878999774478764e+01, 1.343632389925751802e+01, 1.028280114232504694e+01, 1.537902028043661140e+01, 1.261969813918992678e+01, 2.290024676581591123e+01, 2.069116601693078294e+01, 1.245229080859635218e+01, 1.283360031157502767e+01, 1.006448901803486429e+01, 2.166645920259963987e+01, 2.150814835280554504e+01, 1.706651508934182004e+01, 1.403726810605395237e+01, 1.323214122436836604e+01
2.043000000000000000e+03, 1.496244257675745359e+01, 1.508311995968773012e+01, 1.317348376065501903e+01, 9.594368252794666319e+00, 1.566093372734453482e+01, 1.310589958310806225e+01, 2.180121871980300341e+01, 1.975466262243333304e+01, 1.243805139225004908e+01, 1.257233752577063335e+01, 9.887786033198686653e+00, 2.123564729204135659e+01, 2.193479522000101412e+01, 1.562309682808902878e+01, 1.430471599160151541e+01, 1.291014349024714569e+01
2.044000000000000000e+03, 1.392907105611153895e+01, 1.499673054896430457e+01, 1.320491639924216898e+01, 1.069079323772916368e+01, 1.604461468013639802e+01, 1.306316778116775446e+01, 2.052099427316102975e+01, 1.955693942492408510e+01, 1.270292776107692134e+01, 1.203112637278153052e+01, 1.003835520986198659e+01, 2.111201724833487603e+01, 2.171431506019713353e+01, 1.573709208098316381e+01, 1.460357057629749811e+01, 1.314852184683197045e+01
2.045000000000000000e+03, 1.420989719431254450e+01, 1.408980852272197559e+01, 1.377626900412614575e+01, 1.086554725693382473e+01, 1.574478988826360748e+01, 1.325217747815823977e+01, 2.244123335931462648e+01, 2.049145988002688767e+01, 1.283053158498149848e+01, 1.195859612058071697e+01, 1.044831107654043656e+01, 2.214382376270568287e+01, 2.112184162345142724e+01, 1.473331013335234552e+01, 1.467373986403794461e+01, 1.285205654260157537e+01
2.046000000000000000e+03, 1.467573940941753996e+01, 1.462352854383842171e+01, 1.353420603181663218e+01, 1.087029816462072418e+01, 1.610708260725941088e+01, 1.256998239694701880e+01, 2.274187533998423305e+01, 1.841881745329761344e+01, 1.339283819599617864e+01, 1.279433447863273976e+01, 1.005732288771105942e+01, 2.157384717360422144e+01, 2.165462017351517687e+01, 1.702083039043599300e+01, 1.422189494511703955e+01, 1.268500308335726778e+01
2.047000000000000000e+03, 1.333226824108808373e+01, 1.471740974465123131e+01, 1.357998112386232670e+01, 1.075300968327976214e+01, 1.510513539875906552e+01, 1.230893729110892210e+01, 2.311588919428933053e+01, 1.918858716166354128e+01, 1.240797233413262468e+01, 1.246988894521054725e+01, 9.837224429515456947e+00, 2.055308877366953624e+01, 2.071834904725436388e+01, 1.795051470673270799e+01, 1.422791552575053586e+01, 1.318139250994968670e+01
2.048000000000000000e+03, 1.463944172095762930e+01, 1.370653969087939217e+01, 1.313697157215144706e+01, 1.043328179261411748e+01, 1.543470532308060505e+01, 1.237419719658607420e+01, 2.217613340761959151e+01, 1.953573491181846933e+01, 1.325512716285964743e+01, 1.198243246001600859e+01, 1.004698674409668691e+01, 2.195153932745800418e+01, 2.107969764666798085e+01, 1.591273503105106357e+01, 1.415789345038946756e+01, 1.313964565052126332e+01
2.049000000000000000e+03, 1.452092037852873396e+01, 1.485070217958498340e+01, 1.336245923861391738e+01, 8.298737705476741056e+00, 1.543088948638553326e+01, 1.272469619350031778e+01, 2.232202723566093994e+01, 1.967126747313242419e+01, 1.356082911906293198e+01, 1.269673338422771991e+01, 1.024763456148233765e+01, 2.198504840566486607e+01, 2.250187319817303333e+01, 1.524696507933857426e+01, 1.449830654142575526e+01, 1.324390705565484794e+01
2.050000000000000000e+03, 1.434521556185380575e+01, 1.488853493912313652e+01, 1.347252876304513336e+01, 1.063611284241589594e+01, 1.613975249333433837e+01, 1.255637868476707375e+01, 2.388029742612843975e+01, 1.861398318122595796e+01, 1.361568955022244509e+01, 1.262753209105658492e+01, 1.048737235791229772e+01, 2.211676279454735905e+01, 2.062224568363117072e+01, 1.383925262969753511e+01, 1.413844332128700998e+01, 1.376104966498175664e+01
2.051000000000000000e+03, 1.456794436977070539e+01, 1.298263287001135247e+01, 1.382813454853186919e+01, 1.100007497079298169e+01, 1.613905685343643270e+01, 1.255778363045458512e+01, 2.422432332318957293e+01, 2.041356054700224476e+01, 1.316747600639666516e+01, 1.185153708651199977e+01, 1.007814138495789180e+01, 2.176689527881379504e+01, 2.189680843042189196e+01, 1.732983106537251317e+01, 1.417620520488422464e+01, 1.371138003322412047e+01
2.052000000000000000e+03, 1.431780887611153297e+01, 1.472888666833906690e+01, 1.392815735416047218e+01, 1.024528597803358565e+01, 1.627915972715112503e+01, 1.177090663647589786e+01, 2.328494840457910442e+01, 2.132689522034876006e+01, 1.356721975697569604e+01, 1.202286994015348398e+01, 1.003098100216318400e+01, 2.174829728104950277e+01, 2.179641899640436620e+01, 1.802920292742950537e+01, 1.497715114890616483e+01, 1.266456496483866268e+01
2.053000000000000000e+03, 1.484609239851312878e+01, 1.486978057046851198e+01, 1.386952359627353815e+01, 1.033743304240293348e+01, 1.649426910226027587e+01, 1.200410766271107832e+01, 2.372525651781109701e+01, 2.130144761154179989e+01, 1.371169629324187156e+01, 1.220672852180824464e+01, 1.011238841867100646e+01, 2.160383220747051780e+01, 2.096817593444833605e+01, 1.595186019654932075e+01, 1.484504321781510328e+01, 1.292598242961794064e+01
2.054000000000000000e+03, 1.452679411223189376e+01, 1.544430773558635472e+01, 1.357426963074464332e+01, 1.082479156151313937e+01, 1.646503712568152267e+01, 1.226195041886546022e+01, 2.302154724275543529e+01, 2.344959990735101130e+01, 1.345660817380803209e+01, 1.271233254750172570e+01, 1.056944706895595232e+01, 2.286076020702086709e+01, 2.185910933839005565e+01, 1.682826822599278316e+01, 1.473957416848192281e+01, 1.408593885326376771e+01
2.055000000000000000e+03, 1.438836706160143208e+01, 1.704918682792539997e+01, 1.307627548762045855e+01, 1.032914404042321621e+01, 1.632944474451518602e+01, 1.215017090273958189e+01, 2.311882012057581193e+01, 2.277547865475768418e+01, 1.299502087935171524e+01, 1.201398389555477131e+01, 1.021906589105870466e+01, 2.187209052406890208e+01, 2.198117255619238719e+01, 1.708151620644268220e+01, 1.449000959032563429e+01, 1.372552453229391212e+01
2.056000000000000000e+03, 1.432878413953862307e+01, 1.582118648221561408e+01, 1.312881366014866913e+01, 1.137059773128545714e+01, 1.596971280504283897e+01, 1.144092307613134629e+01, 2.137507402347311114e+01, 2.329902706819301983e+01, 1.374143790012029065e+01, 1.220901366941238031e+01, 1.029918258049175428e+01, 2.253513631499924230e+01, 2.151122901462979797e+01, 1.811798014489843212e+01, 1.441254175851426034e+01, 1.378865048534001936e+01
2.057000000000000000e+03, 1.511666904851928450e+01, 1.561996691725778419e+01, 1.357616607357860516e+01, 1.031738859176262935e+01, 1.654501396371335886e+01, 1.079655974660147777e+01, 2.392175213975232495e+01, 2.186712775327576352e+01, 1.366639433669296189e+01, 1.168740624486731328e+01, 1.009904755640704366e+01, 2.241886349558458846e+01, 2.227677912945551242e+01, 1.642064938244805816e+01, 1.508928819910720343e+01, 1.316868861286484105e+01
2.058000000000000000e+03, 1.377855637018367752e+01, 1.552611262916107471e+01, 1.400542126380438468e+01, 1.071859718778934756e+01, 1.564627787975904560e+01, 1.046258686859143339e+01, 2.477387162155820377e+01, 2.069121982582636576e+01, 1.366149325545782744e+01, 1.156624743383190257e+01, 1.037340487914711318e+01, 2.203449797785866338e+01, 2.165308927013422391e+01, 1.653013468874206993e+01, 1.477019848791440992e+01, 1.345918677929166307e+01
2.059000000000000000e+03, 1.376335218651605707e+01, 1.565449296369508403e+01, 1.427850898186983741e+01, 1.104969725559655558e+01, 1.621186866979233443e+01, 1.204592700808523986e+01, 2.270118978646828722e+01, 2.125933307727532906e+01, 1.375697410616781191e+01, 1.165675583135413085e+01, 1.059801106952413363e+01, 2.199661205738242842e+01, 2.180441353467533361e+01, 1.652768187071400874e+01, 1.446800430228825185e+01, 1.347524787249551537e+01
2.060000000000000000e+03, 1.446645137503053036e+01, 1.427195011707693517e+01, 1.440346999803272787e+01, 1.053088547036971612e+01, 1.536034234306242929e+01, 1.030754291860874972e+01, 2.130139573186442092e+01, 2.238754787859748063e+01, 1.338477314924999639e+01, 1.279025424309440417e+01, 9.530488350483569349e+00, 2.179419174283213323e+01, 2.198628701284799902e+01, 1.557454604827033684e+01, 1.483011174134622756e+01, 1.387845723728080216e+01
2.061000000000000000e+03, 1.474111796222651272e+01, 1.380776827504067938e+01, 1.408779164634729320e+01, 1.083579234271377167e+01, 1.642053523507311041e+01, 1.133872957464210707e+01, 2.188031116314918023e+01, 2.091346639704304167e+01, 1.343980317952144432e+01, 1.166864573765217905e+01, 1.020630166586152399e+01, 2.213124687021209880e+01, 2.289359488769493467e+01, 1.710716890698152426e+01, 1.525779184910224018e+01, 1.363718924355088191e+01
2.062000000000000000e+03, 1.416908413084722618e+01, 1.449018644767970621e+01, 1.408811957726733510e+01, 1.080220282148373379e+01, 1.776388787619034559e+01, 1.067590450689499626e+01, 2.390158247879951148e+01, 2.001676758262080469e+01, 1.353582186464504922e+01, 1.149714885231561823e+01, 1.080949298992424801e+01, 2.203998138634024784e+01, 2.317624496351580277e+01, 1.904272134902368308e+01, 1.551068700010880619e+01, 1.372708896294341763e+01
2.063000000000000000e+03, 1.425222772873057409e+01, 1.599606149159897406e+01, 1.423769555518274110e+01, 1.042022081088335383e+01, 1.697197155541228852e+01, 1.284551199221852258e+01, 2.404986898718262367e+01, 2.023293887435853833e+01, 1.445093389048162003e+01, 1.201385795236861043e+01, 9.756525651579368130e+00, 2.097949960403897407e+01, 2.274301726877553875e+01, 1.720396388899630580e+01, 1.483334906545515430e+01, 1.402953687580854769e+01
2.064000000000000000e+03, 1.451162264039690619e+01, 1.482672515647324829e+01, 1.447594926481613520e+01, 1.062797460070428635e+01, 1.614068422813337023e+01, 1.364926347756475522e+01, 2.428031779575228555e+01, 1.988220557985464154e+01, 1.387161374546638370e+01, 1.239926550207421663e+01, 1.052969924988102512e+01, 2.197164059529087154e+01, 2.214844471317047336e+01, 1.726255866592002164e+01, 1.539516700067413169e+01, 1.422599612047738304e+01
2.065000000000000000e+03, 1.467751017378208189e+01, 1.450704000413735884e+01, 1.449186133741750915e+01, 9.981888345868842549e+00, 1.628595265443685491e+01, 1.329961566824775687e+01, 2.342420312696552998e+01, 1.965053794228528261e+01, 1.375000858385601354e+01, 1.243693870977284988e+01, 1.099963060471203669e+01, 2.215935021386660253e+01, 2.277286036620495224e+01, 1.727358387308419196e+01, 1.562280641760351863e+01, 1.364435824851272727e+01
2.066000000000000000e+03, 1.451400400680076963e+01, 1.698526134282381506e+01, 1.448950970869431210e+01, 1.062905057573518697e+01, 1.626525583499226002e+01, 1.234023020273942173e+01, 2.333974653278119860e+01, 2.047632483563332073e+01, 1.379341414925420750e+01, 1.214710632837046411e+01, 1.026487202207300697e+01, 2.259627161303088982e+01, 2.236539170804699239e+01, 1.802986984762189593e+01, 1.571678882746787842e+01, 1.357238205818948451e+01
2.067000000000000000e+03, 1.430041685021530995e+01, 1.629811897903579165e+01, 1.491716694274480126e+01, 1.098753513532068560e+01, 1.573709117613637432e+01, 1.096843187201468695e+01, 2.366301551985591090e+01, 2.197209752046985543e+01, 1.399906713656872448e+01, 1.181634568994620693e+01, 1.031480597513121822e+01, 2.283636778048392557e+01, 2.200069666683641501e+01, 1.727566122290960138e+01, 1.509655284305644685e+01, 1.426045331459077481e+01
2.068000000000000000e+03, 1.487419861173181346e+01, 1.529997543444447849e+01, 1.475711500610410454e+01, 1.105388571414774468e+01, 1.524141727596298956e+01, 1.217479950083789042e+01, 2.318495314545896591e+01, 2.036159757907112677e+01, 1.344556919069327527e+01, 1.240739131600966161e+01, 9.895563067732306095e+00, 2.218064088751308205e+01, 2.222049984572938541e+01, 1.736500298798877751e+01, 1.564193822403512257e+01, 1.441876146872036379e+01
2.069000000000000000e+03, 1.474206670785189921e+01, 1.477302509454492707e+01, 1.431562013917007903e+01, 1.041500994425631177e+01, 1.727495923954457169e+01, 1.164420846358795814e+01, 2.323631598833855705e+01, 1.989754437470125836e+01, 1.410736819848778367e+01, 1.234685994633833950e+01, 1.094276350359641015e+01, 2.250272229513564071e+01, 2.257425085624100092e+01, 1.923003714367791517e+01, 1.568605727709670461e+01, 1.380509363747499307e+01
2.070000000000000000e+03, 1.446340106999385533e+01, 1.728362336114004449e+01, 1.488182251503380904e+01, 1.117564112479424310e+01, 1.722619012584332765e+01, 1.202682426806115146e+01, 2.285338036905590542e+01, 1.936295788692213193e+01, 1.409997272871796881e+01, 1.189982343423562838e+01, 1.031647373236345366e+01, 2.402685298195896024e+01, 2.050062865584989780e+01, 1.828602813868174692e+01, 1.565673798736641764e+01, 1.417408083395558194e+01
2.071000000000000000e+03, 1.446706994350482134e+01, 1.677082185175747497e+01, 1.444664431406193472e+01, 9.516922294627439882e+00, 1.675585700850255577e+01, 1.137756719217728119e+01, 2.397949692417388334e+01, 2.158299366014423626e+01, 1.409251376831261560e+01, 1.236030445354878360e+01, 1.069127024133827319e+01, 2.297272995813165863e+01, 2.213896040515304975e+01, 1.899693032100175216e+01, 1.520305911149284839e+01, 1.354079598223537140e+01
2.072000000000000000e+03, 1.410315197518647246e+01, 1.503944745514067627e+01, 1.417902727779262406e+01, 1.021761563896109415e+01, 1.582472347144458880e+01, 1.164627216959328670e+01, 2.471329738359851191e+01, 2.016848597009713373e+01, 1.397058270451215556e+01, 1.217265541262293560e+01, 1.007745248720710229e+01, 2.163641522664768857e+01, 2.288550388498336829e+01, 1.801857619746152395e+01, 1.593771161146060145e+01, 1.400341521939033029e+01
2.073000000000000000e+03, 1.422959797691060224e+01, 1.493850147362387126e+01, 1.432353340458216273e+01, 9.410351828410410846e+00, 1.674648179888286137e+01, 1.081018294602725405e+01, 2.213379353015620410e+01, 2.051945159948363795e+01, 1.427024595285361386e+01, 1.193209547598478082e+01, 1.024398515664298870e+01, 2.205339603762725886e+01, 2.282774007047124698e+01, 1.884306328606112757e+01, 1.596146210247442276e+01, 1.463647153638584975e+01
2.074000000000000000e+03, 1.423807765842607154e+01, 1.589428383373823728e+01, 1.474160940954345023e+01, 1.077617808397013555e+01, 1.707488189450895888e+01, 9.723251666083237765e+00, 2.299825537153921928e+01, 2.188886437654983652e+01, 1.465209402633592894e+01, 1.259994302546278888e+01, 9.956029752274330846e+00, 2.239711323917912011e+01, 2.200070381339715908e+01, 1.814989056810164669e+01, 1.582374778822062211e+01, 1.462336358620829735e+01
2.075000000000000000e+03, 1.593636589076981558e+01, 1.620551984469883422e+01, 1.432869266653551499e+01, 1.088645597982207924e+01, 1.594376546822708818e+01, 1.223222535175167636e+01, 2.412219892224170792e+01, 2.165819778600258516e+01, 1.419157676561851389e+01, 1.230458734790476960e+01, 1.007192565035455267e+01, 2.195449253291062064e+01, 2.335851946100634535e+01, 1.864280491488058900e+01, 1.619425843088152916e+01, 1.386849019394154325e+01
2.076000000000000000e+03, 1.409375045590632425e+01, 1.743295019340843766e+01, 1.421965484567797766e+01, 9.309920189524010681e+00, 1.655866686615944872e+01, 1.208070244193433496e+01, 2.427120622531035465e+01, 2.117584407731679974e+01, 1.429914515720615853e+01, 1.233538757057247892e+01, 1.028122007254946269e+01, 2.201600930959013169e+01, 2.439609404113132740e+01, 1.957335988262785165e+01, 1.556201815744943318e+01, 1.483909204193265374e+01
