year, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, CNRM-ESM2-1
2.078000000000000000e+03, -2.743566408944556624e-09, 2.058514954271302276e-09, 2.676281444895485948e-10, 2.599164789545477265e-10
2.079000000000000000e+03, -2.698841379165677204e-09, 2.108849257310719428e-09, 2.659493981027495562e-10, 2.615069745010050812e-10
2.080000000000000000e+03, -2.798767731025647571e-09, 2.171172139441026993e-09, 2.641450901206317389e-10, 2.626080758957886708e-10
2.081000000000000000e+03, -2.721700561340865804e-09, 2.123665761765454995e-09, 3.144136915200191843e-10, 2.532635221516947562e-10
2.082000000000000000e+03, -2.944844576743461964e-09, 2.176069787228760909e-09, 3.227632534799183161e-10, 2.540763034291646259e-10
2.083000000000000000e+03, -2.868358479468553475e-09, 2.109816833361743696e-09, 3.174854248085671896e-10, 2.549354257054622160e-10
2.084000000000000000e+03, -2.855366054015490605e-09, 2.209287784565186189e-09, 3.160532323260503134e-10, 2.561537816985964401e-10
2.085000000000000000e+03, -2.944928950893616616e-09, 2.177526654924152620e-09, 3.161930748813044097e-10, 2.582091166631787303e-10
2.086000000000000000e+03, -2.859787345629983823e-09, 2.314541985488858990e-09, 3.049344560252638416e-10, 2.320294411114088784e-10
2.087000000000000000e+03, -2.784335648349231408e-09, 2.315251177429944591e-09, 3.033669119931919766e-10, 2.328134248920982455e-10
2.088000000000000000e+03, -2.824099158015493393e-09, 2.314087364961459966e-09, 2.998311498866441430e-10, 2.314204754384733824e-10
2.089000000000000000e+03, -3.071060479610088162e-09, 2.281291299607472285e-09, 2.998978982480417207e-10, 2.313001994663543066e-10
2.090000000000000000e+03, -3.133418048188366842e-09, 2.290814199026092402e-09, 3.011452895754777752e-10, 2.300151072705390584e-10
2.091000000000000000e+03, -3.005472496587652844e-09, 2.255191890869172320e-09, 2.388327197419927612e-10, 2.552542793133923860e-10
2.092000000000000000e+03, -2.989808208256587535e-09, 2.377704457032503805e-09, 2.314929982068081090e-10, 2.574028945577575872e-10
2.093000000000000000e+03, -3.191258102895026073e-09, 2.512624764375082815e-09, 2.260305095554136246e-10, 2.592010937781958796e-10
2.094000000000000000e+03, -3.078651190181261783e-09, 2.365047598532043798e-09, 2.211848210208677150e-10, 2.594330251822869136e-10
2.095000000000000000e+03, -3.057809219793588297e-09, 2.470001851212289561e-09, 2.219525100000868618e-10, 2.588557544840354272e-10
2.096000000000000000e+03, -3.117148851496842648e-09, 2.471539241498829198e-09, 1.917527324529476993e-10, 2.694497849972019156e-10
2.097000000000000000e+03, -3.173708872871363032e-09, 2.443812553792119405e-09, 1.873862280122118538e-10, 2.708315198243645680e-10
2.098000000000000000e+03, -2.986005539742074844e-09, 2.459037547522496731e-09, 1.832409043122359276e-10, 2.725636808607024608e-10
2.099000000000000000e+03, -3.082310117250363545e-09, 2.532619990788438414e-09, 1.788290217930882488e-10, 2.757786561217282635e-10
2.100000000000000000e+03, -3.075513570900236214e-09, 2.647985264673192080e-09, 1.767651738568073264e-10, 2.770313805751553985e-10
