year, INM-CM4-8, MPI-ESM1-2-LR, CanESM5, CESM2-WACCM, GFDL-ESM4, EC-Earth3-Veg, CMCC-CM2-SR5, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, IPSL-CM6A-LR, INM-CM5-0, UKESM1-0-LL, NorESM2-LM, TaiESM1
2.078000000000000000e+03, 2.287885229969346668e+01, 1.449624408602521086e+01, 2.307404520063771969e+01, 1.349231822442068029e+01, 1.934549214215290025e+00, 6.948656284943818484e+00, 7.279637744964738033e+00, 1.695005768110870648e+01, 1.550355634333305588e+01, 1.416578621906158020e+01, 1.001337353684945874e+01, 1.579435925169708632e+01, 2.061582653993861669e+01, 9.565974633939346106e+00, 1.058080677064329578e+01, 7.598333666270854714e+00
2.079000000000000000e+03, 2.295592245741222115e+01, 1.447133575972685193e+01, 2.283981831402058305e+01, 1.439281461376997662e+01, 2.232510708855338866e+00, 6.698388727951493316e+00, 6.049931117538673853e+00, 1.705264037719740955e+01, 1.585950047794540119e+01, 1.422200423431793403e+01, 1.028166776419610251e+01, 1.573478638619447167e+01, 2.057737686787686116e+01, 9.493728175451108697e+00, 1.034986358637381443e+01, 7.173247402875055911e+00
2.080000000000000000e+03, 2.305473922866261560e+01, 1.442126208875795434e+01, 2.308630683806413231e+01, 1.480341618154262484e+01, 2.005508250558884153e+00, 6.155453900115902321e+00, 6.153613192999468851e+00, 1.721051878087925857e+01, 1.568746017892866718e+01, 1.356419090563179353e+01, 1.015179213007030512e+01, 1.600534847565925745e+01, 2.064091865649182722e+01, 9.661091894066432317e+00, 1.024980705650188106e+01, 7.359355666952336783e+00
2.081000000000000000e+03, 2.280573739130892363e+01, 1.432720250586286248e+01, 2.288401351337577339e+01, 1.449386966358402695e+01, 1.818379415096156748e+00, 7.469145039298808797e+00, 6.336788113152240776e+00, 1.715609988764115101e+01, 1.549949112707765586e+01, 1.352794221565153876e+01, 1.002953066932771264e+01, 1.640715380040933979e+01, 2.068349602055958769e+01, 9.502157404121854611e+00, 1.006549285986159781e+01, 7.537021309187607265e+00
2.082000000000000000e+03, 2.259959400961869136e+01, 1.422770213987668875e+01, 2.281371083792574339e+01, 1.482527142729889746e+01, 1.847920132793976045e+00, 7.215823192851813062e+00, 6.885487228397479953e+00, 1.711135442064610146e+01, 1.546221892193188729e+01, 1.336983365986323058e+01, 1.037175027388520476e+01, 1.632271767317211797e+01, 2.089775557194148448e+01, 9.665934273638619345e+00, 1.019153240091779189e+01, 7.635033058601311318e+00
2.083000000000000000e+03, 2.263165119118862734e+01, 1.466077117681531305e+01, 2.316067482296483604e+01, 1.435596259974376920e+01, 1.922014529711195907e+00, 7.325021860109368177e+00, 8.190741299464875169e+00, 1.734579793180320451e+01, 1.533425300831905957e+01, 1.331356705281130282e+01, 1.011031549196425239e+01, 1.609459852629070653e+01, 2.102266277536746841e+01, 9.576390701713171083e+00, 9.907984639653747649e+00, 7.849750772428230938e+00
2.084000000000000000e+03, 2.296496565784357102e+01, 1.485464147723099160e+01, 2.346098022497324820e+01, 1.437428150342657851e+01, 1.930495104736106304e+00, 6.462511351422982386e+00, 7.636738990513794789e+00, 1.711050479164951099e+01, 1.534480149218265588e+01, 1.351460207697049398e+01, 1.019010120623254423e+01, 1.602617987650796749e+01, 2.101291241556448242e+01, 9.576072614387335591e+00, 1.001916007617818671e+01, 8.790221160935857370e+00
2.085000000000000000e+03, 2.295266032330870232e+01, 1.492249508256075785e+01, 2.341103853504910859e+01, 1.427591728153290518e+01, 1.803507857968785100e+00, 7.070661608272875043e+00, 6.208245410000068354e+00, 1.683246820931289633e+01, 1.526590643948514447e+01, 1.373414870154602951e+01, 1.019130146606781118e+01, 1.577009834848460557e+01, 2.110231092503233441e+01, 9.512873901353358974e+00, 1.003937928272763003e+01, 8.413602152208310869e+00
2.086000000000000000e+03, 2.297545626366525795e+01, 1.450470617818132091e+01, 2.414553768833107483e+01, 1.405488958971111657e+01, 1.727755419575113471e+00, 7.255228790707090702e+00, 5.973335891606860848e+00, 1.663012792735851875e+01, 1.514266717130593065e+01, 1.381688042937052430e+01, 1.011894021364137153e+01, 1.579370519160300823e+01, 2.081703717435251377e+01, 9.612373171008071537e+00, 1.045400807275563082e+01, 7.165468408151138391e+00
2.087000000000000000e+03, 2.318987240172027953e+01, 1.448404655920358763e+01, 2.434240188710718655e+01, 1.362153281371931079e+01, 1.841026717447619143e+00, 7.604107247964908112e+00, 7.526930007945908052e+00, 1.643123779690805364e+01, 1.546057781323918690e+01, 1.408400554452950360e+01, 1.026641958989826087e+01, 1.632076770925194253e+01, 2.089180589565649626e+01, 9.669256884676402208e+00, 1.077806499449608069e+01, 7.721574170174517526e+00
2.088000000000000000e+03, 2.325188582054535047e+01, 1.464410356733709406e+01, 2.438323419213923415e+01, 1.385900414222417076e+01, 1.823153022918613253e+00, 7.068470943523103678e+00, 8.636225509194119354e+00, 1.625498932500393678e+01, 1.561530995386936915e+01, 1.402134463565246847e+01, 1.012634071065047614e+01, 1.661584998929524915e+01, 2.120850108068570705e+01, 9.718401119554743062e+00, 1.051016674781492810e+01, 8.392054822900368194e+00
2.089000000000000000e+03, 2.334754124616518567e+01, 1.483798612857586541e+01, 2.459231198502672555e+01, 1.424855523146205982e+01, 1.715336739409080380e+00, 6.808703592138094507e+00, 8.075525605664223505e+00, 1.588856874319761658e+01, 1.535596806143516346e+01, 1.369172288829246931e+01, 9.999231766670730437e+00, 1.639029152458201111e+01, 2.117993203191534946e+01, 9.690353220546811031e+00, 1.042047213568562469e+01, 7.840839291435258041e+00
2.090000000000000000e+03, 2.324333730308097046e+01, 1.434177625896398744e+01, 2.447548926225993782e+01, 1.450635263535413877e+01, 1.726395550789799671e+00, 8.453162011091359673e+00, 6.170826779521415340e+00, 1.578731764371192803e+01, 1.532076012094639061e+01, 1.369018119895061325e+01, 1.005390355620376397e+01, 1.608706205426100766e+01, 2.136675751187197392e+01, 9.687277469752663350e+00, 1.051385967031774804e+01, 7.992032215275622242e+00
2.091000000000000000e+03, 2.310206632191347609e+01, 1.469665735541817853e+01, 2.399205354835778792e+01, 1.452817162747196100e+01, 1.817060232562856870e+00, 8.231357338252660583e+00, 6.120242552019294457e+00, 1.631145876544145779e+01, 1.549084044864641108e+01, 1.361418452504094034e+01, 1.043379802441285342e+01, 1.637950388005239333e+01, 2.136771192771483285e+01, 9.749197882568141793e+00, 1.067502709326086041e+01, 7.255171677131837527e+00
2.092000000000000000e+03, 2.320682879930187426e+01, 1.514224167079365557e+01, 2.377218330416819470e+01, 1.541128507661787062e+01, 2.161073521131145370e+00, 8.042059025670498684e+00, 6.869931977383942900e+00, 1.661439911104611511e+01, 1.568485524241257778e+01, 1.407194082867333407e+01, 1.052860670389745934e+01, 1.668699702428728671e+01, 2.154200245782207546e+01, 1.009858625595108172e+01, 1.058591879136742087e+01, 7.432223480417220252e+00
2.093000000000000000e+03, 2.351759736313364968e+01, 1.526644954552180522e+01, 2.358931377266238982e+01, 1.496513196473070195e+01, 1.977012587046873549e+00, 7.542198343361859791e+00, 7.830195756720847555e+00, 1.667599242616851996e+01, 1.576922340985102267e+01, 1.420372102840727457e+01, 1.043214703543819688e+01, 1.643594169666749494e+01, 2.159760800485932819e+01, 1.026555044107282733e+01, 1.045005877127583105e+01, 9.129327162686900365e+00
2.094000000000000000e+03, 2.358962608412253914e+01, 1.506074161702523817e+01, 2.359513755712239913e+01, 1.464705783297167585e+01, 1.951189740224157587e+00, 7.284760111170191621e+00, 8.437065554795005085e+00, 1.657863327856457403e+01, 1.606289722751693105e+01, 1.394811835509122311e+01, 1.020370842632157782e+01, 1.616343785532186317e+01, 2.194229847062891636e+01, 1.035333186701439878e+01, 1.076255315641792620e+01, 9.065827428002270594e+00
2.095000000000000000e+03, 2.365659114477211844e+01, 1.506354914976145309e+01, 2.383030287906137445e+01, 1.430522297571801005e+01, 2.048811434852606084e+00, 7.124530727825395537e+00, 7.373687124453475406e+00, 1.632256906892713744e+01, 1.634348324742792968e+01, 1.381686977358158508e+01, 1.039911951175918681e+01, 1.661237625235323634e+01, 2.203534324891332830e+01, 1.026340142331044447e+01, 1.130998194773841448e+01, 7.453325195222434196e+00
2.096000000000000000e+03, 2.375660726496518294e+01, 1.529265592104661309e+01, 2.482854198372467280e+01, 1.441035357543138851e+01, 2.005518358158380199e+00, 7.568171250280494533e+00, 6.297784180105989726e+00, 1.620700432009372705e+01, 1.654338449320675863e+01, 1.427787150169856467e+01, 1.033256157895074701e+01, 1.692637656443330485e+01, 2.191891506471286633e+01, 1.051403247723209411e+01, 1.091201295067764576e+01, 7.918749696172632468e+00
2.097000000000000000e+03, 2.410532933712911685e+01, 1.521484187671301846e+01, 2.529987138745415010e+01, 1.474419300106220909e+01, 1.945391900428257825e+00, 7.079193153385841875e+00, 6.753310648520216120e+00, 1.605589450296999843e+01, 1.645163016376341858e+01, 1.492283575980787802e+01, 1.030675236033396303e+01, 1.660712535733242845e+01, 2.178831229436080363e+01, 1.055629607405594861e+01, 1.067456662417974123e+01, 8.318799531582676821e+00
2.098000000000000000e+03, 2.430312398253981243e+01, 1.522356772694107363e+01, 2.550821427701282929e+01, 1.468247753483534801e+01, 1.828459613088219360e+00, 7.903128356692660006e+00, 6.839928864848680234e+00, 1.571562884912737879e+01, 1.652603033379130792e+01, 1.469494629586190726e+01, 1.030656728029157243e+01, 1.651038646520865072e+01, 2.178946365958454479e+01, 1.064718469519649524e+01, 1.080173186483535730e+01, 8.337746955506965207e+00
2.099000000000000000e+03, 2.445046595761560226e+01, 1.542353918533832058e+01, 2.506799231924722449e+01, 1.534979960995288373e+01, 1.762272759145009582e+00, 8.224959807711003990e+00, 6.938808688788538070e+00, 1.561655705161398799e+01, 1.690741436807912024e+01, 1.413055949061659078e+01, 1.030838852395119964e+01, 1.650206308190288951e+01, 2.203364558671756157e+01, 1.063471382278425814e+01, 1.082220044031356743e+01, 7.222403845462402217e+00
2.100000000000000000e+03, 2.412105365747210328e+01, 1.564722782812320645e+01, 2.538976753623236604e+01, 1.543700844424124519e+01, 1.782116715531493423e+00, 7.930302673484105114e+00, 6.731395972516790671e+00, 1.546046132411500906e+01, 1.723717333008963948e+01, 1.416049517052216622e+01, 1.039897854576569181e+01, 1.646262348224384198e+01, 2.201240703821132882e+01, 1.071981049491579263e+01, 1.061482409838668595e+01, 7.952255332036831881e+00
