year, CNRM-ESM2-1, TaiESM1, MPI-ESM1-2-LR, CESM2-WACCM, GFDL-ESM4, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, NorESM2-LM, NorESM2-MM, TaiESM1, NorESM2-MM
2.030000000000000000e+03, 8.716262856701409033e-10, 6.155490714186851669e-10, 1.604293086182181137e-10, 6.209509560246794194e-10, 3.561920958164874557e-10, 8.716262856701409033e-10, 3.025407303502598765e-10, 3.446565786210831903e-10, 1.276812829315881465e-10, 3.798293415812630438e-10, 6.155490714186851669e-10, 3.798293415812630438e-10
2.031000000000000000e+03, 8.049568363188683945e-10, 8.186183708877563046e-11, 2.157425082147521102e-10, 7.555542538559739268e-10, 5.100105529053101353e-10, 8.049568363188683945e-10, 1.007921086911131471e-09, 4.960413142026567649e-10, 2.019048434110814735e-10, 5.673356862843330798e-10, 8.186183708877563046e-11, 5.673356862843330798e-10
2.032000000000000000e+03, 9.526291146877043028e-10, 2.343466767996757628e-10, 2.117676678050409554e-10, 6.896164903545147427e-10, 4.684115985781292928e-10, 9.526291146877043028e-10, 7.049138921709334063e-10, 4.559045371141872937e-10, 2.045330537856500341e-10, 3.882121291126247544e-10, 2.343466767996757628e-10, 3.882121291126247544e-10
2.033000000000000000e+03, 1.081659018055539444e-09, 4.391464483814107008e-10, 1.986780257609923306e-10, 1.967247742965240579e-10, 3.556090780897376432e-10, 1.081659018055539444e-09, 8.877265915077878996e-11, 3.433522140305876469e-10, 4.999699961872670774e-10, 2.941551749860365275e-10, 4.391464483814107008e-10, 2.941551749860365275e-10
2.034000000000000000e+03, 8.196658311331626392e-10, 1.793227103666530359e-10, 1.787351041330476967e-10, 9.260475823469341122e-11, 3.637876134778774167e-10, 8.196658311331626392e-10, 5.738611746847297086e-10, 3.506806528104181716e-10, 4.508355665525371622e-10, 4.535022438400717767e-10, 1.793227103666530359e-10, 4.535022438400717767e-10
2.035000000000000000e+03, 6.799961327910772233e-10, 2.777990388272188052e-10, 2.234675227369533371e-10, 1.774193428342711154e-10, 3.748592731236904614e-10, 6.799961327910772233e-10, 1.694807591784592003e-09, 3.623678378933705939e-10, 3.236429008001778962e-10, 3.151300870236314452e-10, 2.777990388272188052e-10, 3.151300870236314452e-10
2.036000000000000000e+03, 1.762566880098134022e-09, 4.850973996729945227e-10, 2.294374464358362404e-10, 8.565449932786438054e-10, 3.350525979173435730e-10, 1.762566880098134022e-09, 4.283542352793638324e-10, 3.228466422916900327e-10, 2.031809707112467720e-10, 5.427834536730387705e-10, 4.850973996729945227e-10, 5.427834536730387705e-10
2.037000000000000000e+03, 2.036163538257041299e-09, 2.972259333915783214e-10, 2.004635231394450702e-10, 6.813758022478503729e-10, 3.563955638312375031e-10, 2.036163538257041299e-09, 4.051765449079485038e-10, 3.482649927811166633e-10, 3.346578716450907883e-10, 6.438107599611586457e-10, 2.972259333915783214e-10, 6.438107599611586457e-10
2.038000000000000000e+03, 6.573649427071239950e-10, 1.281287463005843946e-10, 2.002871880521945209e-10, 4.852876991319819740e-10, 3.666658789411240157e-10, 6.573649427071239950e-10, 4.596425232054665116e-10, 3.539398641323811518e-10, 3.343730172866339873e-10, 3.026599251993509351e-10, 1.281287463005843946e-10, 3.026599251993509351e-10
2.039000000000000000e+03, 1.254978169770035785e-09, 3.449661187191059439e-10, 2.061557107242827636e-10, 5.907785936913275284e-10, 3.106094425212255308e-10, 1.254978169770035785e-09, 1.248981292167957999e-09, 2.968716264534257993e-10, 4.510271497111579021e-10, 4.287978858537840809e-10, 3.449661187191059439e-10, 4.287978858537840809e-10
2.040000000000000000e+03, 9.485740616641652331e-10, 5.371669457190640276e-10, 1.583771794322504218e-10, 6.997350865019440256e-10, 5.596508738865557476e-10, 9.485740616641652331e-10, 3.566144113347552024e-10, 5.463949269496436423e-10, 4.601636212540214084e-10, 3.135021689693740077e-10, 5.371669457190640276e-10, 3.135021689693740077e-10
2.041000000000000000e+03, 8.772031725122032389e-10, 2.083349485450217893e-10, 1.832385477540284816e-10, 6.777064740127565711e-10, 6.722695411952336066e-10, 8.772031725122032389e-10, 1.561827328598704261e-10, 6.596904405834510380e-10, 4.176586262707806791e-10, 7.299827956038969971e-10, 2.083349485450217893e-10, 7.299827956038969971e-10
2.042000000000000000e+03, 1.153532040181335604e-09, 1.414177989588459717e-10, 2.289005245450262017e-10, 6.767543490693235893e-10, 3.583596369038515316e-10, 1.153532040181335604e-09, 1.376999449337581494e-09, 3.486518670266629306e-10, 3.445334012727254710e-10, 5.976439621138592043e-10, 1.414177989588459717e-10, 5.976439621138592043e-10
2.043000000000000000e+03, 8.617982084539810820e-10, 3.497145677477872291e-10, 2.375544159835735755e-10, 8.274109819173364814e-10, 5.568734030681100954e-10, 8.617982084539810820e-10, 1.611635444921337921e-09, 5.430671034205983936e-10, 3.973605769880608129e-10, 3.319373202950178916e-10, 3.497145677477872291e-10, 3.319373202950178916e-10
2.044000000000000000e+03, 9.242060384653741979e-10, 7.742314455895755135e-10, 2.573121800161416601e-10, 4.541865354734325655e-10, 6.717211266684059035e-10, 9.242060384653741979e-10, 2.481961507424791729e-10, 6.576704474491589386e-10, 4.298509878651142383e-10, 2.991751356242557702e-10, 7.742314455895755135e-10, 2.991751356242557702e-10
2.045000000000000000e+03, 9.469781194415280496e-10, 3.535199564059582062e-10, 2.409217664590748277e-10, 6.575301767686991513e-10, 4.374505182166390943e-10, 9.469781194415280496e-10, 5.553943776447066576e-10, 4.241568461495708635e-10, 2.344718040855002316e-10, 4.860550873167896895e-10, 3.535199564059582062e-10, 4.860550873167896895e-10
2.046000000000000000e+03, 6.216422383471000788e-10, 3.266101484135732765e-10, 2.458027720184902181e-10, 7.472057822892451614e-10, 6.093600450600238925e-10, 6.216422383471000788e-10, 1.002591218157307745e-09, 5.958923246168493340e-10, 3.832848294270743415e-10, 5.975844732393632280e-10, 3.266101484135732765e-10, 5.975844732393632280e-10
2.047000000000000000e+03, 1.016548219299795645e-09, 5.889037632689185216e-10, 1.810344983501072891e-10, 2.507761860574552877e-10, 6.410498224403771930e-10, 1.016548219299795645e-09, 3.922560937437133174e-10, 6.285923476216028513e-10, 3.609207280768951099e-10, 3.582760916021943374e-10, 5.889037632689185216e-10, 3.582760916021943374e-10
2.048000000000000000e+03, 1.264106679864742515e-09, 7.723916196565799802e-10, 2.295472371767188139e-10, 5.075920565117537937e-10, 3.710489479644364691e-10, 1.264106679864742515e-09, 3.791785236521877460e-10, 3.619207766632088691e-10, 4.577511677090946389e-10, 2.095570209158901336e-10, 7.723916196565799802e-10, 2.095570209158901336e-10
2.049000000000000000e+03, 9.310842096602492040e-10, 3.294681799396544442e-10, 2.186988036342392794e-10, 7.326892999731601234e-10, 4.219816348300546769e-10, 9.310842096602492040e-10, 4.094408119054699680e-10, 4.108926591487973126e-10, 4.666186391678278987e-10, 4.920501095234924189e-10, 3.294681799396544442e-10, 4.920501095234924189e-10
2.050000000000000000e+03, 8.946539201651520848e-10, 1.601527442955981536e-10, 1.867428271429272486e-10, 4.853458614706180940e-10, 4.351600314012165097e-10, 8.946539201651520848e-10, 9.816852557998247214e-10, 4.216432343013858896e-10, 4.603308942129143905e-10, 7.106895112645074273e-10, 1.601527442955981536e-10, 7.106895112645074273e-10
2.051000000000000000e+03, 6.616095646023011560e-10, 1.772383369788929257e-10, 2.299345197416327202e-10, 7.327025616861882319e-10, 5.477750082279049652e-10, 6.616095646023011560e-10, 2.805934389784546190e-10, 5.338103855008242555e-10, 2.187719530546227368e-10, 6.371961298194232243e-10, 1.772383369788929257e-10, 6.371961298194232243e-10
2.052000000000000000e+03, 8.741108222070607971e-10, 4.164561688232913000e-10, 2.429540564320983050e-10, 3.563062173633500594e-10, 4.651818488014498900e-10, 8.741108222070607971e-10, 7.510049548171957104e-10, 4.501123068931809759e-10, 2.054873079215506847e-10, 7.120199411163270029e-10, 4.164561688232913000e-10, 7.120199411163270029e-10
2.053000000000000000e+03, 6.970708115539711146e-10, 4.589044150737162770e-10, 2.583730642774983837e-10, 1.144169686611771720e-10, 5.795378071133959965e-10, 6.970708115539711146e-10, 1.927998812107793755e-09, 5.667262620257688907e-10, 5.059792540789417648e-10, 7.757040297129105094e-10, 4.589044150737162770e-10, 7.757040297129105094e-10
2.054000000000000000e+03, 1.598464511682842408e-09, 5.802530024553126249e-10, 2.221209567476642964e-10, 2.976936176359545970e-10, 2.908511196068271571e-10, 1.598464511682842408e-09, 9.356933566757822369e-11, 2.771554450274104164e-10, 4.771398807972542018e-10, 5.207486019441672141e-10, 5.802530024553126249e-10, 5.207486019441672141e-10
2.055000000000000000e+03, 5.731661393517916659e-10, 4.156521422130672658e-10, 2.478476958082154773e-10, 6.989807572762396962e-10, 1.170702154293295643e-09, 5.731661393517916659e-10, 9.030831789667333848e-10, 1.154602313345117028e-09, 4.248800341217613393e-10, 5.129697534070692214e-10, 4.156521422130672658e-10, 5.129697534070692214e-10
2.056000000000000000e+03, 1.158696426773042657e-09, 3.287015791423862436e-10, 2.437885779500479446e-10, 4.818025970119956694e-10, 1.139040315786707787e-09, 1.158696426773042657e-09, 1.409724931067369675e-09, 1.122979156455081466e-09, 4.419166767871957143e-10, 5.904674921435484104e-10, 3.287015791423862436e-10, 5.904674921435484104e-10
2.057000000000000000e+03, 1.196426737800961774e-09, 7.711226805817648794e-10, 2.287318631822404688e-10, 5.940979351923057914e-10, 9.824730411323291091e-10, 1.196426737800961774e-09, 6.245920088047814736e-10, 9.701240859583258133e-10, 6.068381007110104983e-10, 4.580967921969614326e-10, 7.711226805817648794e-10, 4.580967921969614326e-10
2.058000000000000000e+03, 7.312574120151790185e-10, 7.533872518746747563e-10, 2.268830725466995760e-10, 8.412642868353666543e-10, 4.048501363959748012e-10, 7.312574120151790185e-10, 1.046012717580367366e-09, 3.912143830083140851e-10, 6.102935790834343461e-10, 2.000265495171911346e-10, 7.533872518746747563e-10, 2.000265495171911346e-10
2.059000000000000000e+03, 1.211155855177048937e-09, 5.713336994082056989e-10, 2.532360526116144158e-10, 5.652603322355341792e-10, 9.857881879182142520e-10, 1.211155855177048937e-09, 8.389663249884476122e-10, 9.696010249702284853e-10, 2.721387133080238397e-10, 4.404284465843247201e-10, 5.713336994082056989e-10, 4.404284465843247201e-10
2.060000000000000000e+03, 7.354914145478106617e-10, 2.507415949967607879e-10, 2.454403378191761555e-10, 6.430873845304005014e-10, 6.672533463012850307e-10, 7.354914145478106617e-10, 3.704923507556021969e-10, 6.567850102365914035e-10, 3.773862295243187090e-10, 8.560825796243044095e-10, 2.507415949967607879e-10, 8.560825796243044095e-10
2.061000000000000000e+03, 1.028904234544838263e-09, 1.546478370329979817e-10, 2.535241553295657859e-10, 7.572657629007106962e-10, 6.134379535139778803e-10, 1.028904234544838263e-09, 9.892497480930235999e-10, 5.998710341383643957e-10, 3.731817363830602247e-10, 3.874883271620602383e-10, 1.546478370329979817e-10, 3.874883271620602383e-10
2.062000000000000000e+03, 1.117308656155985782e-09, 2.674483341692698194e-10, 2.418640704229041170e-10, 5.890305848697530735e-10, 6.759814468773709813e-10, 1.117308656155985782e-09, 3.446809693060909247e-10, 6.631932665313247561e-10, 3.286681479614801162e-10, 1.819713765947828613e-10, 2.674483341692698194e-10, 1.819713765947828613e-10
2.063000000000000000e+03, 7.189676341344866598e-10, 3.304775775544112101e-10, 2.454263338306786258e-10, 4.357587862127962062e-10, 7.947592915145503254e-10, 7.189676341344866598e-10, 7.884519571051790270e-10, 7.798750161130222023e-10, 1.970260724918350502e-10, 2.578270018716953345e-10, 3.304775775544112101e-10, 2.578270018716953345e-10
2.064000000000000000e+03, 8.265530259776136817e-10, 9.524160471850311052e-11, 2.658072426373598601e-10, 3.350638131473207394e-10, 8.203528559105638981e-10, 8.265530259776136817e-10, 8.530160677697849824e-10, 8.057332623409699507e-10, 3.118329512842320295e-10, 8.285472563680739857e-10, 9.524160471850311052e-11, 8.285472563680739857e-10
2.065000000000000000e+03, 6.550201999452603304e-10, 1.351578634856939236e-10, 2.587681803641499130e-10, 6.103067249185070191e-10, 5.599059421382764536e-10, 6.550201999452603304e-10, 7.235508774548192699e-10, 5.483059599574944311e-10, 3.954129932660376706e-10, 8.494264383797663802e-10, 1.351578634856939236e-10, 8.494264383797663802e-10
2.066000000000000000e+03, 9.986684137393549265e-10, 3.694444620953346044e-10, 2.704795699910254813e-10, 7.552705681886996319e-10, 4.385671837680696654e-10, 9.986684137393549265e-10, 4.383388007318124142e-10, 4.234054259977550037e-10, 5.481147097596179789e-10, 7.706978805892765433e-10, 3.694444620953346044e-10, 7.706978805892765433e-10
2.067000000000000000e+03, 8.556758706571913705e-10, 4.516740404062528607e-10, 2.576471552855736400e-10, 6.267066491428053117e-10, 1.149623842961169850e-09, 8.556758706571913705e-10, 8.134405362310561377e-10, 1.132778826743910690e-09, 3.687363556345425075e-10, 6.878045891653767451e-10, 4.516740404062528607e-10, 6.878045891653767451e-10
2.068000000000000000e+03, 8.725370745258438045e-10, 1.405459511964867935e-10, 2.562719236742861404e-10, 6.588385937085929289e-10, 1.425604529875205366e-09, 8.725370745258438045e-10, 7.210089404167346351e-10, 1.409847395587679693e-09, 5.878356695758369336e-10, 9.446958194650011343e-10, 1.405459511964867935e-10, 9.446958194650011343e-10
2.069000000000000000e+03, 8.849661728362139245e-10, 2.245388611329271903e-10, 2.737228524513020692e-10, 6.779698147079084530e-10, 1.102572929309465770e-09, 8.849661728362139245e-10, 1.701038113729976800e-10, 1.087990946697817422e-09, 4.714356367907323631e-10, 6.773704301383393000e-10, 2.245388611329271903e-10, 6.773704301383393000e-10
2.070000000000000000e+03, 6.227689021916126258e-10, 4.546113904649784709e-10, 2.306865101914678537e-10, 6.140817168137551053e-10, 5.697906588031134916e-10, 6.227689021916126258e-10, 2.223600126241303150e-10, 5.545917347381531023e-10, 3.562397674785598927e-10, 3.169367710442534100e-10, 4.546113904649784709e-10, 3.169367710442534100e-10
2.071000000000000000e+03, 5.853163892021546739e-10, 2.983811138565683468e-10, 2.046493888307195185e-10, 7.367193719610346128e-10, 9.070293104561554148e-10, 5.853163892021546739e-10, 1.049994134679312339e-09, 8.905351781950009568e-10, 4.856334277310157499e-10, 5.727231440457829668e-10, 2.983811138565683468e-10, 5.727231440457829668e-10
2.072000000000000000e+03, 8.322319809095717927e-10, 2.049050417615539317e-10, 2.653772723853158716e-10, 6.937468455760785798e-10, 9.972673284594068256e-10, 8.322319809095717927e-10, 9.376374480744206185e-10, 9.821889690705313281e-10, 3.860117913501834485e-10, 7.056236031203573973e-10, 2.049050417615539317e-10, 7.056236031203573973e-10
2.073000000000000000e+03, 8.022560985470607450e-10, 4.560822169518031556e-10, 3.068895358184878839e-10, 6.601809733136782632e-10, 6.801010009312546853e-10, 8.022560985470607450e-10, 2.264784006742685156e-09, 6.676385043574063348e-10, 3.731430545186295089e-10, 4.884309528577843506e-10, 4.560822169518031556e-10, 4.884309528577843506e-10
2.074000000000000000e+03, 9.980560176097119186e-10, 1.860183947476032378e-10, 3.397434480007927827e-10, 8.013539840079392309e-10, 4.564953506121189181e-10, 9.980560176097119186e-10, 4.115517914269360348e-10, 4.464262720535078806e-10, 6.111921982583609984e-10, 6.381416525680517356e-10, 1.860183947476032378e-10, 6.381416525680517356e-10
2.075000000000000000e+03, 8.050388523295321891e-10, 4.310126910735565471e-10, 3.409854809263867664e-10, 4.524289442009566729e-10, 4.378031518988151704e-10, 8.050388523295321891e-10, 1.332925316007060739e-09, 4.237733264343224976e-10, 5.471046134167686413e-10, 5.745780767076077733e-10, 4.310126910735565471e-10, 5.745780767076077733e-10
2.076000000000000000e+03, 9.770669848749211183e-10, 3.964035927541766001e-10, 3.190262331228602308e-10, 7.891267445643973009e-10, 6.305333847326278016e-10, 9.770669848749211183e-10, 3.231543517461273052e-10, 6.148636113227738178e-10, 1.869618452893371722e-10, 3.432099981470155942e-10, 3.964035927541766001e-10, 3.432099981470155942e-10
2.077000000000000000e+03, 9.914289773800511625e-10, 3.407693645829467198e-10, 2.655265758983676792e-10, 8.625715019050952949e-10, 1.189931599606018360e-09, 9.914289773800511625e-10, 2.933433871137210124e-10, 1.172743192866220081e-09, 1.348840099169438336e-10, 3.077041987045791474e-10, 3.407693645829467198e-10, 3.077041987045791474e-10
2.078000000000000000e+03, 9.798883661843674067e-10, 5.370603068792191267e-10, 3.385300219537019186e-10, 4.696243517539555479e-10, 7.308660757197110016e-10, 9.798883661843674067e-10, 1.654103457458642057e-09, 7.162906466132711250e-10, 3.486608396262640131e-10, 1.755155344855075848e-10, 5.370603068792191267e-10, 1.755155344855075848e-10
2.079000000000000000e+03, 8.011497297900440927e-10, 4.673823156428412073e-10, 3.376678913989968106e-10, 1.368434949253224936e-10, 1.088579083140555199e-09, 8.011497297900440927e-10, 1.391432124148951377e-09, 1.072406349872680666e-09, 4.206279378446941108e-10, 7.065033476022746401e-10, 4.673823156428412073e-10, 7.065033476022746401e-10
2.080000000000000000e+03, 1.176837417966779432e-09, 5.787818373035425443e-10, 3.771083299257540350e-10, 6.585185923470262869e-10, 1.161532869720264872e-09, 1.176837417966779432e-09, 3.465674999667135830e-10, 1.147744356860240556e-09, 5.975696540017880590e-10, 7.602762678879546909e-10, 5.787818373035425443e-10, 7.602762678879546909e-10
2.081000000000000000e+03, 5.728949805568419917e-10, 4.967421123644615290e-10, 3.405180619522938670e-10, 5.366319131688959073e-10, 1.160795820971607748e-09, 5.728949805568419917e-10, 1.910741771490587670e-10, 1.149745760192476675e-09, 4.684679318885945984e-10, 6.970096676671912681e-10, 4.967421123644615290e-10, 6.970096676671912681e-10
2.082000000000000000e+03, 9.960490153320815260e-10, 4.044535562218027887e-10, 2.941668806058625322e-10, 6.954706165286791215e-10, 6.063527137661926773e-10, 9.960490153320815260e-10, 8.464550150008463238e-10, 5.904207236525613884e-10, 5.350505324899633753e-10, 8.691767676134732719e-10, 4.044535562218027887e-10, 8.691767676134732719e-10
2.083000000000000000e+03, 7.947702957139923273e-10, 2.357174978586433940e-10, 3.373568056766349780e-10, 1.014565438633248126e-09, 6.275707209067034168e-10, 7.947702957139923273e-10, 9.748617026109315035e-10, 6.126523485134804145e-10, 5.145676019868919389e-10, 5.760319286889610603e-10, 2.357174978586433940e-10, 5.760319286889610603e-10
2.084000000000000000e+03, 7.865688500181514957e-10, 1.724287597598418102e-10, 3.554099007578099223e-10, 6.585583026828923065e-10, 1.024871354329779944e-09, 7.865688500181514957e-10, 1.998163196908786182e-09, 1.010590422301726970e-09, 4.104171702849616250e-10, 6.991971751550631266e-10, 1.724287597598418102e-10, 6.991971751550631266e-10
2.085000000000000000e+03, 7.311969340178906435e-10, 3.496346432500368311e-10, 3.819935521630668956e-10, 8.422215735579443972e-10, 9.632040304994319107e-10, 7.311969340178906435e-10, 7.119002832128369131e-10, 9.477860362000993882e-10, 3.660425210591805446e-10, 5.049986521519182189e-10, 3.496346432500368311e-10, 5.049986521519182189e-10
2.086000000000000000e+03, 6.306446615969717263e-10, 4.945641036156092082e-10, 3.956689175099147686e-10, 1.033842625508448927e-09, 7.430933852301624356e-10, 6.306446615969717263e-10, 3.906539303811304175e-10, 7.315035571645409183e-10, 1.716690110510157612e-10, 4.312259989169813013e-10, 4.945641036156092082e-10, 4.312259989169813013e-10
2.087000000000000000e+03, 8.276694301535497863e-10, 3.028796886030797742e-10, 3.844330636920735856e-10, 8.828837838274668932e-10, 6.335594631561906612e-10, 8.276694301535497863e-10, 1.326015303574110206e-09, 6.192205909167587927e-10, 3.860487867040968461e-10, 6.955695128960597204e-10, 3.028796886030797742e-10, 6.955695128960597204e-10
2.088000000000000000e+03, 7.437936866924552177e-10, 3.287698264317796288e-10, 3.735533282744897279e-10, 7.730747367221580844e-10, 6.771213071300610669e-10, 7.437936866924552177e-10, 2.698507694073780422e-09, 6.648639292394957791e-10, 7.530582523084882538e-10, 8.504772018796908905e-10, 3.287698264317796288e-10, 8.504772018796908905e-10
2.089000000000000000e+03, 6.380070427822989177e-10, 2.971406913160249079e-10, 3.873313636027362041e-10, 3.602017928994588350e-10, 6.843923256263002848e-10, 6.380070427822989177e-10, 3.072427502279266334e-10, 6.719015921203602228e-10, 3.730728495146441383e-10, 8.419149461169735647e-10, 2.971406913160249079e-10, 8.419149461169735647e-10
2.090000000000000000e+03, 3.198544490757957118e-10, 3.498119279180511972e-10, 4.203476863880371687e-10, 8.673251148173037162e-10, 5.343630440169123051e-10, 3.198544490757957118e-10, 1.092063017967618927e-10, 5.247647920805748164e-10, 3.325616646749752091e-10, 9.328218478136918073e-10, 3.498119279180511972e-10, 9.328218478136918073e-10
2.091000000000000000e+03, 9.976329735534334872e-10, 7.410257164283650521e-10, 3.544746673491636423e-10, 2.779215358203910325e-10, 5.672168748384187130e-10, 9.976329735534334872e-10, 9.453063497019974213e-10, 5.527431887817069279e-10, 4.972524491641120393e-10, 4.639076212747277169e-10, 7.410257164283650521e-10, 4.639076212747277169e-10
2.092000000000000000e+03, 9.120250833959084306e-10, 3.973042173678751473e-10, 3.808824578400872641e-10, 5.274100406260534187e-10, 9.198789555516008726e-10, 9.120250833959084306e-10, 9.486799271135559140e-10, 9.064031670034561852e-10, 5.448393188458650035e-10, 3.038471731357217587e-10, 3.973042173678751473e-10, 3.038471731357217587e-10
2.093000000000000000e+03, 8.658654026259265352e-10, 1.430538502237937397e-10, 3.723777061478910190e-10, 1.214417781329283862e-09, 1.018120683257833808e-09, 8.658654026259265352e-10, 2.406374910710689168e-09, 1.004650678066022124e-09, 5.219936958011822151e-10, 8.364818485461367682e-10, 1.430538502237937397e-10, 8.364818485461367682e-10
2.094000000000000000e+03, 6.559234519591716033e-10, 3.944615247435102353e-10, 4.696551983131920256e-10, 7.976469705135664331e-10, 7.202398109588309234e-10, 6.559234519591716033e-10, 1.088905525585316658e-09, 7.072640207431802303e-10, 1.539269338609180903e-10, 7.102276092859906615e-10, 3.944615247435102353e-10, 7.102276092859906615e-10
2.095000000000000000e+03, 6.436786398631735061e-10, 4.006803883241971533e-10, 4.491811283245975875e-10, 8.676619133645459840e-10, 8.369355694612676286e-10, 6.436786398631735061e-10, 1.883215633674506483e-09, 8.226864016062826647e-10, 3.750994666210142373e-10, 5.691561674095482814e-10, 4.006803883241971533e-10, 5.691561674095482814e-10
